	Ob.EPA.a_S122_L007_R1_001	Ob.c_S136_L007_R1_001	Ob.1012.c_S140_L007_R1_001	WT.EPA.e_S151_L007_R1_001
ADK3_neg	0.0	0.35614381022527536	0.0	0.11103131238874395
ADK3m_pos	7.8839262326004835	8.165761231721643	7.866351657076781	7.67814234748666
ADK3m_neg	7.8839262326004835	8.165761231721643	7.866351657076781	7.67814234748666
ADKd_pos	0.0	0.35614381022527536	0.0	0.11103131238874395
ADKd_neg	0.0	0.35614381022527536	0.0	0.11103131238874395
ADMDC_pos	3.782408564927373	4.3008558712687615	3.473786911614367	3.9193400824420124
ADNCYC_pos	4.85598969730848	5.219168520462161	4.94766615679601	4.425593577653059
ADNK1_pos	9.22240852275375	9.347267017753449	9.143638309922036	8.827533251259252
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	6.59260653159917	6.4886435398537845	6.50303064564116	7.146695948030656
ADNt_neg	6.59260653159917	6.4886435398537845	6.50303064564116	7.146695948030656
ADNt4_pos	0.879705766282288	1.1953475983222193	0.6415460290875237	0.7570232465074596
ADNtl_pos	1.6369145803558778	1.8073549220576042	1.8953026213333068	1.996388746447621
ADNtl_neg	1.6369145803558778	1.8073549220576042	1.8953026213333068	1.996388746447621
ADNtm_pos	6.588564737401351	6.474273787722556	6.495215463520434	7.141800611652467
ADNtm_neg	6.588564737401351	6.474273787722556	6.495215463520434	7.141800611652467
ADPGLC_pos	3.788685710613534	4.260778431893426	3.6016965164809576	3.4289463447694826
ADPMAN_pos	3.788685710613534	4.260778431893426	3.6016965164809576	3.4289463447694826
ADPRDP_pos	3.788685710613534	4.260778431893426	3.6016965164809576	3.4289463447694826
ADPRDPm_pos	5.653346692722177	5.788424707439437	5.758889432720965	5.224580566083445
ADPRIBt_pos	3.4475791965488827	3.3533232911628965	2.985500430304885	3.1811025507537978
ADPT_pos	5.157447996274298	5.093391153253013	5.073820233291672	5.132165525478088
ADPtx_pos	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0
ADRNCPT1_pos	7.642196135763589	8.251150990593937	7.558037984776995	6.77082904603249
ADRNCPT2_pos	6.675533686225485	7.4535175792154975	6.609991295212678	6.203005337511982
ADRNCRNt_pos	7.388706169226381	7.7880331141212515	7.2106226443969055	6.034303767768035
ADRNLPVESSEC_pos	2.513490745588118	2.819668183496456	2.1043366598147357	1.5008020530571577
ADRNt_pos	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0
ADSELK_pos	5.851749041416057	6.251529750123781	6.126601235157298	6.232468896288511
ADSK_pos	5.851749041416057	6.251529750123781	6.126601235157298	6.232468896288511
ADSL1_pos	2.903038270112912	3.6712933724815757	3.4168397419128294	3.682573297347578
ADSL2_pos	2.903038270112912	3.6712933724815757	3.4168397419128294	3.682573297347578
ADSS_pos	5.829595899177507	6.038480079936654	5.605257262939004	5.298291730620124
AFLATOXINte_pos	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0
AG13T10g_pos	3.5801454844233804	4.014355292977069	3.7366048753142485	3.759155833800272
AG13T11g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T12g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T13g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T14g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T15g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T16g_pos	3.5801454844233804	4.014355292977069	3.7366048753142485	3.759155833800272
AG13T17g_pos	3.5801454844233804	4.014355292977069	3.7366048753142485	3.759155833800272
AG13T18g_pos	3.5801454844233804	4.014355292977069	3.7366048753142485	3.759155833800272
AG13T1g_pos	3.5801454844233804	4.014355292977069	3.7366048753142485	3.759155833800272
AG13T2g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T3g_pos	3.5801454844233804	4.014355292977069	3.7366048753142485	3.759155833800272
AG13T4g_pos	3.5801454844233804	4.014355292977069	3.7366048753142485	3.759155833800272
AG13T5g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T6g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T7g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T8g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AG13T9g_pos	3.5801454844233804	4.01435529297707	3.7366048753142485	3.759155833800272
AGDC_pos	4.7564896067599705	4.682011390800693	4.419538891513785	3.793895882548878
AGLPC_pos	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0
AGMTm_pos	6.927540949589466	7.294069295088306	6.754486697871159	6.876516946564999
AGPAT1_pos	9.175724185380279	9.312247666670547	9.212885428741284	8.466790237803096
AGPex_pos	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0
AGPRim_pos	0.8559896973084807	1.495695162624069	1.6040713236688608	0.8479969065549501
AGPSx_pos	2.0107798387532423	2.400537929583729	1.7739963251111732	1.8155754288625725
AGTim_pos	7.800123352826528	7.908572758751745	7.680465018379826	7.037162550127378
AGTix_pos	6.880685525261125	7.501359524030185	6.55043897760719	8.228914866959427
AHANDROSTANGLCte_pos	0.9107326619029126	0.6959938131099002	1.2570106182060237	0.9107326619029126
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0
AHC_pos	9.7461111835499	9.970264103725775	9.71051373317747	9.820418327795968
AHC_neg	9.7461111835499	9.970264103725775	9.71051373317747	9.820418327795968
AHCYStn_pos	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	6.697593137815943	6.725263995910587	6.848873277934892	5.4252578719992135
AHEXASEly_pos	6.697593137815943	6.725263995910587	6.848873277934892	5.4252578719992135
AICART_pos	3.6484654430273142	4.107687869314374	3.5777309314900805	3.2047667506546134
AICART_neg	3.6484654430273142	4.107687869314374	3.5777309314900805	3.2047667506546134
AIRCr_pos	6.378685013680101	6.714520290553514	6.21393046372921	7.150965783556497
AIRCr_neg	6.378685013680101	6.714520290553514	6.21393046372921	7.150965783556497
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0
AKGDm_pos	7.5571700907809305	7.857898079236811	7.544268990480814	6.8647639325320275
AKGMALtm_pos	7.814165858607901	8.04248018649247	7.690766272638241	6.519321734629434
AKGMALtm_neg	7.814165858607901	8.04248018649247	7.690766272638241	6.519321734629434
AKGt4_3_pos	3.8032270364349277	4.265286857565172	3.821710215034674	2.521050736900963
AKGt4_3_neg	3.8032270364349277	4.265286857565172	3.821710215034674	2.521050736900963
AKGtp_pos	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0
AKR1C1_pos	0.0	0.0	0.0	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0
AKR1D_pos	7.311612098185097	7.754820709180245	7.224773478437933	6.189429245809757
AKR1D2_pos	7.311612098185097	7.754820709180245	7.224773478437933	6.189429245809757
ALAASNNaEx_pos	1.2203299548795556	1.516015147003665	1.3045110418099528	1.1505596765753812
ALACYSNaEx_pos	2.7484612330040354	3.495695162624069	2.729008870337863	1.6040713236688608
ALADGLNexR_pos	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALADGLNexR_neg	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALADGLYexR_pos	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALADGLYexR_neg	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALAGLNexR_pos	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALAGLNexR_neg	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALAGLNNaEx_pos	1.2203299548795556	1.516015147003665	1.3045110418099528	1.1505596765753812
ALAGLYexR_pos	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALAGLYexR_neg	4.170325694415555	3.9768218523606853	4.2253520607761015	3.7081872360207084
ALAR_pos	5.508428652531857	5.78135971352466	5.313245851787562	5.339850002884624
ALAR_neg	5.508428652531857	5.78135971352466	5.313245851787562	5.339850002884624
ALASERNaEx_pos	2.7484612330040354	3.495695162624069	2.729008870337863	1.6040713236688608
ALASm_pos	7.996275748989887	8.633867091835626	7.865052739719271	7.5259905383289425
ALAt2r_pos	3.698218478224414	4.295723024539968	3.759155833800272	3.9088129077395473
ALAt2r_neg	3.698218478224414	4.295723024539968	3.759155833800272	3.9088129077395473
ALAt2rL_pos	3.698218478224414	4.295723024539968	3.759155833800272	3.9088129077395473
ALAt2rL_neg	3.698218478224414	4.295723024539968	3.759155833800272	3.9088129077395473
ALAt4_pos	9.005259619083425	9.043492153064062	8.856923460393151	8.934899769743348
ALATA_L_pos	9.095133251872928	9.142821844115927	9.039275504848877	8.126756088915927
ALATA_L_neg	9.095133251872928	9.142821844115927	9.039275504848877	8.126756088915927
ALATHRNaEx_pos	2.7484612330040354	3.495695162624069	2.729008870337863	1.6040713236688608
ALAtN1_pos	8.907791998350051	9.2410536165079	9.233044401265582	9.32512552866649
ALAtN1_neg	8.907791998350051	9.2410536165079	9.233044401265582	9.32512552866649
ALCD1_pos	8.951896637615963	9.278821119210722	8.767654798237347	8.995286643527471
ALCD1_neg	8.951896637615963	9.278821119210722	8.767654798237347	8.995286643527471
ALCD21_D_pos	8.951896637615963	9.278821119210722	8.767654798237347	8.995286643527471
ALCD21_L_pos	8.951896637615963	9.278821119210722	8.767654798237347	8.995286643527471
ALCD22_D_pos	8.951896637615963	9.278821119210722	8.767654798237347	8.995286643527471
ALCD22_L_pos	8.951896637615963	9.278821119210722	8.767654798237347	8.995286643527471
ALCD2if_pos	8.951896637615963	9.278821119210722	8.767654798237347	8.995286643527471
ALCD2yf_pos	8.79681835656541	8.900474389855958	8.627862146880963	8.031880365587183
ALDD20x_pos	11.1325190082753	11.712092750946887	10.893043612794695	9.805195705103348
ALDD20xm_pos	10.72375478905404	10.926029078922397	10.711959440228776	10.353819485153808
ALDD21_pos	8.934545987367189	9.841564347730575	8.753952118878145	6.43095427138573
ALDD2x_pos	11.185730295355665	11.74935408713743	10.948082461039116	9.841422823019517
ALDD2xm_pos	10.508379130350601	10.6982011113171	10.512473821011033	10.163951516111958
ALDD2y_pos	9.618146868840139	10.277612870756686	9.459083198503981	7.949009584328477
ALDSTRNte_pos	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0
ALKP_pos	4.346247774082776	4.984589350362456	4.46401472450489	3.2078928516413328
ALOX12_pos	0.28688114778816154	0.5945485495503542	1.0976107966264221	0.2016338611696504
ALOX12R_pos	0.0	0.0	0.0	0.0
ALOX15_pos	0.44360665147561457	0.21412480535284734	0.0	0.0
ALOX5_pos	0.0	0.0	0.3103401206121505	0.0
ALOX52_pos	0.0	0.0	0.3103401206121505	0.0
ALR2_pos	8.79681835656541	8.900474389855958	8.627862146880963	8.031880365587183
ALR3_pos	8.79681835656541	8.900474389855958	8.627862146880963	8.031880365587183
AMACR2p_pos	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
AMACR2r_pos	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
AMACRp_pos	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
AMACRr_pos	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
AMANK_pos	6.041111535369152	6.407182772342685	6.254745197629213	6.368069876532083
AMCOXO_pos	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0
AMETt2m_pos	3.37016428054021	3.6205864104518777	3.2868811477881614	2.8953026213333066
AMETt2m_neg	3.37016428054021	3.6205864104518777	3.2868811477881614	2.8953026213333066
AMETtn_pos	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0
AMPDA_pos	4.070389327891398	4.359661722333877	4.053111336459563	3.9116915818723395
AMPTASECG_pos	6.147917191084018	6.725332171372683	6.064796645911805	5.693208148910016
AMPTASECGe_pos	6.147917191084018	6.725332171372683	6.064796645911805	5.693208148910016
AMPtp_pos	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0
AMY1e_pos	5.3242705715815415	5.263785613890803	5.340206179911712	5.207892851641333
AMY2e_pos	5.3242705715815415	5.263785613890803	5.340206179911712	5.207892851641333
ANDRSTRNGLCte_pos	0.9107326619029126	0.6959938131099002	1.2570106182060237	0.9107326619029126
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0
AP4AH1_pos	4.393690764187454	4.391630261517429	4.136683577697236	3.7729413378313352
APAT2rm_pos	7.0133505917821335	7.780835001738229	6.855740591715029	6.549053029337288
APAT2rm_neg	7.0133505917821335	7.780835001738229	6.855740591715029	6.549053029337288
APNNOXte_pos	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0
APRTO2_pos	7.186758045588115	7.8343446308603335	7.100241820153314	6.7848965352083175
AQCOBALt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0
ARABR_pos	8.79681835656541	8.900474389855958	8.627862146880963	8.031880365587183
ARACHCOAtx_pos	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0
ARACHCPT1_pos	7.642196135763589	8.251150990593937	7.558037984776994	6.77082904603249
ARACHCPT2_pos	6.675533686225485	7.4535175792154975	6.609991295212678	6.203005337511982
ARACHCRNt_pos	7.388706169226381	7.7880331141212515	7.2106226443969055	6.034303767768035
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0
ARACHDt2_pos	8.657139776593148	8.926918606474967	8.752046069779388	8.913128767819739
ARACHDt2_neg	8.657139776593148	8.926918606474967	8.752046069779388	8.913128767819739
ARACHDtr_pos	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0
ARGLYSex_pos	4.149747119504682	3.9555917917539944	4.212958362728285	3.693208148910016
ARGN_pos	10.324529362062158	10.060155495254604	10.476067724651205	10.269641000603222
ARGNm_pos	0.44360665147561457	0.7907720378619999	0.4005379295837288	0.5058909297299573
ARGSL_pos	8.742275747540269	8.345449602532188	8.862451391325582	8.294896396768316
ARGSL_neg	8.742275747540269	8.345449602532188	8.862451391325582	8.294896396768316
ARGSS_pos	10.876808525669986	10.989529324856829	11.038116507023535	11.413860603009176
ARGt4_pos	0.0	0.0	0.0	0.0
ARGtiDF_pos	8.923565191073788	8.953439860673795	8.753049567413788	8.803614527831023
ARGtm_pos	7.294253136444514	7.4257614011908375	7.252003059744144	7.150255021302179
ARGtm_neg	7.294253136444514	7.4257614011908375	7.252003059744144	7.150255021302179
ARSA_pos	5.0630714498426785	5.826802684285827	5.257387842692652	4.410748128185948
ARTCOAL1_pos	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0
ASAH1_pos	4.817111572795697	4.688180358586926	4.60584986719498	4.552745936748446
ASCBOX_pos	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0
ASCBt4_pos	6.04176864995163	6.385258455694315	6.208478242211705	5.38646609286931
ASCBt4_neg	6.04176864995163	6.385258455694315	6.208478242211705	5.38646609286931
ASNALANaEx_pos	1.2203299548795556	1.516015147003665	1.3045110418099528	1.1505596765753812
ASNCYSNaEx_pos	1.2203299548795556	1.516015147003665	1.3045110418099528	1.1505596765753812
ASNGLNNaEx_pos	1.2203299548795556	1.516015147003665	1.3045110418099528	1.1505596765753812
ASNNm_pos	3.3812833725037836	3.5643781685650637	3.6099912952126787	2.5185351389821804
ASNS1_pos	0.5655971758542251	1.0908534304511135	0.7136958148433591	1.4646682670034443
ASNSERNaEx_pos	1.2203299548795556	1.516015147003665	1.3045110418099528	1.1505596765753812
ASNt4_pos	8.725161726676422	8.761052518938024	8.608032994027973	8.657389912581147
ASNTHRNaEx_pos	1.2203299548795556	1.516015147003665	1.3045110418099528	1.1505596765753812
ASNtm_pos	0.0	0.0	0.0	0.0
ASNtN1_pos	8.907791998350051	9.2410536165079	9.233044401265582	9.32512552866649
ASNtN1_neg	8.907791998350051	9.2410536165079	9.233044401265582	9.32512552866649
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0
ASP1DC_pos	0.0	0.0	0.0	0.0
ASPCTr_pos	1.6644828403646825	1.7048719644563528	1.4382928515791469	1.5410191531335593
ASPCTr_neg	1.6644828403646825	1.7048719644563528	1.4382928515791469	1.5410191531335593
ASPDt6_pos	4.831877241191673	5.292045492492862	4.8222202716215286	4.816087658600206
ASPDxt_pos	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0
ASPGLUm_pos	7.028348134189309	7.650979913520719	6.916954278953217	6.635319079720757
ASPNATm_pos	0.0	0.0	0.0	0.0
ASPt6_pos	4.831877241191673	5.292045492492862	4.8222202716215286	4.816087658600206
ASPTA_pos	7.020257716368323	5.870611313044545	7.30770173701787	7.121015400961366
ASPTA_neg	7.020257716368323	5.870611313044545	7.30770173701787	7.121015400961366
ASPTAm_pos	8.91707366287822	9.050664938253384	8.89572673847666	8.278867570103102
ASPTAm_neg	8.91707366287822	9.050664938253384	8.89572673847666	8.278867570103102
ATP1ter_pos	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0
ATPasel_pos	11.84293003554205	12.003698501207625	11.77458375455878	11.595624053806258
ATPH1e_pos	7.33788945585985	7.750405521059342	7.152589069287125	5.561937059622433
ATPH2e_pos	7.33788945585985	7.750405521059342	7.152589069287125	5.561937059622433
ATPS4m_pos	16.567920924333976	16.590955874130106	16.518091027525195	16.28318415120152
ATPtm_pos	9.549149318776678	9.602383385952178	9.414093239475195	8.688040447318729
ATPtn_pos	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0
B_MANNASEly_pos	2.8439838440483265	3.4059923596758366	2.8875252707415875	2.918386234446348
B3GALT3g_pos	0.5260688116675876	0.44360665147561457	0.5360529002402097	0.5945485495503542
B3GALT41g_pos	0.0	0.18903382439001715	0.18903382439001715	0.5849625007211562
B3GALT42g_pos	0.0	0.18903382439001715	0.18903382439001715	0.5849625007211562
B3GALT43g_pos	0.0	0.18903382439001715	0.18903382439001715	0.5849625007211562
B3GALT44g_pos	0.0	0.18903382439001715	0.18903382439001715	0.5849625007211562
B3GALT5g_pos	0.0	0.0	0.0	0.056583528366367514
B3GALTg_pos	0.0	0.0	0.0	0.0
B3GNT11g_pos	3.0373822220030804	3.4515408330178317	2.9068905956085187	3.374343989038501
B3GNT12g_pos	3.0373822220030804	3.4515408330178317	2.9068905956085187	3.374343989038501
B3GNT310g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT311g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT312g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT313g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT314g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT315g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT31g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT32g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT33g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT34g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT35g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT36g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT37g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT39g_pos	1.4222330006830475	1.2387868595871168	1.9781956296816516	1.1826922975161902
B3GNT51g_pos	0.08406426478847456	0.070389327891398	0.070389327891398	0.056583528366367514
BAAT1x_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
BAAT2x_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
BAAT3x_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
BAAT4x_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
BACCL_pos	3.3074285251922473	3.2094533656289497	3.4195388915137843	2.0426443374084937
BACCLm_pos	3.3074285251922473	3.2094533656289497	3.4195388915137843	2.0426443374084937
BALAtmr_pos	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	0.0	0.0	0.0
BAMPPALDOX_pos	11.1325190082753	11.712092750946887	10.893043612794695	9.805195705103348
BAMPPALDOXm_pos	10.72375478905404	10.926029078922397	10.711959440228776	10.353819485153808
BBHOX_pos	6.720278465233327	7.31569301845593	6.831243896855197	6.391458420049668
BCDO_pos	0.0	0.0	0.0	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0
BDHm_pos	7.441865217388118	8.092440030238086	7.222166982623451	6.533096078561556
BDHm_neg	7.441865217388118	8.092440030238086	7.222166982623451	6.533096078561556
BDMT_L_pos	4.181897643108388	4.002702520379824	3.9059284781731347	4.000901402741532
BDMT_U_pos	4.181897643108388	4.002702520379824	3.9059284781731347	4.000901402741532
BETALDHxm_pos	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0
BHMT_pos	11.756193518329864	11.771241846127122	11.42709280850467	10.329437581564502
BILDGLCURt_pos	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0
BILDGLCURte_pos	6.888134388352869	6.878602741519047	6.798050514767515	5.720552091605108
BILDGLCURtr_pos	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.0	0.0	0.0
BILGLCURt_neg	0.0	0.0	0.0	0.0
BILGLCURte_pos	0.9107326619029126	0.6959938131099002	1.2570106182060237	0.9107326619029126
BILGLCURtr_pos	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0
BILIRED_pos	7.494095544940635	7.473543411930385	7.519636252843212	7.279657006533684
BILIRUBt2_pos	0.0	0.0	0.0	0.0
BILIRUBt2_neg	0.0	0.0	0.0	0.0
BILIRUBtr_pos	0.0	0.0	0.0	0.0
BILIRUBtr_neg	0.0	0.0	0.0	0.0
BIOCYTtn_pos	0.0	0.0	0.0	0.0
BIOCYTtn_neg	0.0	0.0	0.0	0.0
BMTer_L_pos	1.9297909977185974	2.130930869826449	2.572889668420581	2.1953475983222193
BMTer_U_pos	1.9297909977185974	2.130930869826449	2.572889668420581	2.1953475983222193
BPNT_pos	5.867649406017757	6.220523436411514	5.5861642459309095	5.377817853083645
BPNT2_pos	5.867649406017757	6.220523436411514	5.5861642459309095	5.377817853083645
BTND1_pos	5.682292371430833	5.689299160535892	5.798309782454597	6.047014819517589
BTND1n_pos	5.682292371430833	5.689299160535892	5.798309782454597	6.047014819517589
BTNDe_pos	5.682292371430833	5.689299160535892	5.798309782454597	6.047014819517589
BTNDm_pos	5.682292371430833	5.689299160535892	5.798309782454597	6.047014819517589
BTNPL_pos	3.3074285251922473	3.2094533656289497	3.4195388915137843	2.0426443374084937
BTNPLm_pos	3.3074285251922473	3.2094533656289497	3.4195388915137843	2.0426443374084937
BTNt2_pos	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BTNt2_neg	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BTNt2m_pos	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BTNt2m_neg	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BTNt3i_pos	3.4208865749755315	4.15704371014558	3.6926503700355298	1.7484612330040354
BTNt4i_pos	0.22650852980867975	0.0	0.0	0.0
BTNtn_pos	0.0	0.0	0.0	0.0
BTNtn_neg	0.0	0.0	0.0	0.0
BUP2_pos	7.956172844176722	8.113064930023553	7.756756451307274	8.091223793166495
BUTt2m_pos	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BUTt2m_neg	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BUTt2r_pos	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BUTt2r_neg	5.363521543546545	5.610581958492531	5.537296067090842	4.638653116466112
BVITEt_pos	0.0	0.0	0.0	0.0
BZt_pos	0.0	0.0	0.0	0.0
BZt_neg	0.0	0.0	0.0	0.0
BZtr_pos	0.0	0.0	0.0	0.0
BZtr_neg	0.0	0.0	0.0	0.0
