	WT.EPA.a_S117_L007_R1_001
MCLOR_neg	16153.611277798493
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.723905621836828
MDH_neg	2629.3089048533952
MDH_pos	5889.643666060672
MDHm_neg	5490.769983727636
MDHm_pos	2629.3089048533957
MDHx_neg	11.273225397217319
MDHx_pos	0.0
MDRPD_pos	15290.585409334131
ME1m_pos	5442.060630895104
ME2_pos	6028.586165701839
ME2m_pos	5574.744411945578
MECOALm_neg	394.7360250912458
MECOALm_pos	394.7360250912458
MECOAS1m_neg	394.7360250912458
MECOAS1m_pos	394.7360250912458
MELATN23DOX_pos	0.0
MELATNOX_pos	6445.63903531411
MEOHt2_neg	22236.097010595073
MEOHt2_pos	5.859266268723545
MEOHtly_neg	0.0
MEOHtly_pos	12087.990870727837
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42780.49886557412
MERCPLACCYSt_pos	16153.61127779849
MESCOALm_pos	0.0
METATB0tc_pos	1543.9523787036928
METAT_pos	13028.292906548008
METLEUex_pos	573.2980112699508
METS_pos	10196.073253184724
METt4_pos	428.56001520407625
METtec_neg	428.56001520407625
METtec_pos	828.9778280483474
METyLATthc_pos	764.1181533237317
MEVK1c_pos	20392.066897687997
MEVK1x_pos	18448.52572584763
MG1er_pos	17505.189752088467
MG2er_pos	17505.189752088467
MG3er_pos	17505.189752088467
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12794.718750785087
MGCHrm_pos	11744.46683615994
MGSA2_pos	6352.488048101051
MGSA_pos	6352.929526132925
MHISOR_pos	13018.698703968766
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	14141.42800173863
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15523.042823236367
MI134PK_pos	0.0
MI134PP_pos	14141.42800173863
MI13PP_pos	15523.042823236367
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	14141.42800173863
MI145PKn_pos	0.0
MI145PP_pos	9155.85869201717
MI14P4P_pos	8394.66123305386
MI14PP_pos	7729.653504029965
MI14Ptn_neg	18256.968996468335
MI14Ptn_pos	0.0
MI1PP_pos	4000.740413841274
MI1PS_pos	6492.756231693455
MI1P_Dtn_neg	18853.179966435975
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	14141.42800173863
MI3PP_pos	14141.42800173863
MI4PP_pos	7729.653504029965
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.5517802508634
MLTG1ly_pos	0.0
MM5ag_pos	17511.608489260954
MM5bg_pos	17505.189752088467
MM5cg_pos	17505.189752088467
MM6B1ag_pos	17505.189752088467
MM6B1bg_pos	17505.189752088467
MM6B2g_pos	17505.189752088467
MM6ag_pos	17558.37702089878
MM6bg_pos	17511.608489260954
MM7Ag_pos	17558.37702089878
MM7B1g_pos	17505.189752088467
MM7B2g_pos	17505.189752088463
MM7Cag_pos	17511.608489260954
MM7Cbg_pos	17511.608489260954
MM8Ag_pos	17511.60848926095
MM8Ber_pos	17505.189752088463
MM8Cg_pos	17511.608489260954
MMCD_pos	0.0
MMCDm_pos	4254.467346879255
MMCDp_pos	0.0
MMEm_neg	13041.849778121508
MMEm_pos	2123.6934632212287
MMMm_neg	9089.716788613458
MMMm_pos	12984.67142180635
MMSAD1m_pos	5263.228356442331
MMSAD3m_pos	11003.055050048353
MMTSADm_pos	2123.6934632212287
MOGAT_pos	4848.180254668367
MTAP_pos	15290.585409334131
MTHFC_neg	5174.488322325714
MTHFC_pos	8788.128299954895
MTHFCm_neg	13147.242115905807
MTHFCm_pos	5174.488322325714
MTHFD2_neg	588.2860388212613
MTHFD2_pos	605.699813225267
MTHFD2m_neg	550.8020123463306
MTHFD2m_pos	550.8020123463306
MTHFD_neg	605.699813225267
MTHFD_pos	588.2860388212613
MTHFDm_neg	550.8020123463306
MTHFDm_pos	550.8020123463306
MTHFR3_pos	757.6847299776568
MTHFTe_pos	1482.1255422460508
MTHGXLt_pos	4815.589980786066
MTRI_neg	0.0
MTRI_pos	15290.585409334133
N2M2NMASNt_pos	17505.189752088467
N2M2NMASNtly_pos	17538.888841582713
N3Tg_pos	7833.336883876584
N4Tg_pos	7070.026252886103
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7696.155780602094
NACASPtm_pos	7696.155780602094
NACDe_pos	1900.0
NACHEX10ly_pos	12217.62636927731
NACHEX11ly_pos	12217.626369277308
NACHEX12ly_pos	12217.62636927731
NACHEX13ly_pos	12217.62636927731
NACHEX14ly_pos	12217.626369277312
NACHEX15ly_pos	12217.62636927731
NACHEX16ly_pos	12217.62636927731
NACHEX17ly_pos	12217.62636927731
NACHEX18ly_pos	12217.626369277305
NACHEX19ly_pos	12217.626369277312
NACHEX1ly_pos	85.87617955246156
NACHEX20ly_pos	12217.626369277312
NACHEX21ly_pos	12215.503975533184
NACHEX22ly_pos	12215.503975533184
NACHEX23ly_pos	7799.615426388758
NACHEX24ly_pos	7869.968959516104
NACHEX25ly_pos	7863.859943126272
NACHEX26ly_pos	7727.046450633862
NACHEX27ly_pos	24463.321968730605
NACHEX2ly_pos	189.0972516590792
NACHEX3ly_pos	102.71311124635629
NACHEX4ly_pos	85.61092642888416
NACHEX5ly_pos	85.61092642888414
NACHEX6ly_pos	131.46895094193664
NACHEX7ly_pos	131.4689509419366
NACHEX8ly_pos	152.54358729745908
NACHEX9ly_pos	152.54358729745908
NACHEXA10ly_pos	12215.503975533182
NACHEXA11ly_pos	12215.503975533184
NACHEXA12ly_pos	12215.503975533184
NACHEXA13ly_pos	12215.503975533185
NACHEXA14ly_pos	12215.503975533182
NACHEXA15ly_pos	12215.503975533184
NACHEXA16ly_pos	12215.503975533184
NACHEXA17ly_pos	12215.503975533184
NACHEXA18ly_pos	12215.503975533182
NACHEXA19ly_pos	12215.503975533184
NACHEXA1ly_pos	85.6545989060363
NACHEXA20ly_pos	7793.645779194132
NACHEXA21ly_pos	7863.859943126273
NACHEXA22ly_pos	7721.546727776918
NACHEXA2ly_pos	102.49153059993107
NACHEXA3ly_pos	85.43301825961105
NACHEXA4ly_pos	85.43301825961103
NACHEXA5ly_pos	131.29104277266347
NACHEXA6ly_pos	131.2910427726635
NACHEXA7ly_pos	152.13906748699165
NACHEXA8ly_pos	152.13906748699165
NACHEXA9ly_pos	12215.503975533185
NACHORCTL3le_pos	2190.7275284865073
NACUP_pos	1900.0
NADH2_u10m_pos	4383.125627777375
NADHtpu_pos	1900.0
NADHtru_pos	5845.970088446171
NADK_pos	0.0
NADN_pos	8023.414462272781
NADNe_pos	4.77473380299894
NADPHtru_pos	5685.47730627916
NADPHtxu_pos	10287.65487328526
NADPN_pos	0.0
NADPNe_pos	4.774733802998941
NADPtru_pos	5685.47730627916
NADPtxu_pos	10287.65487328526
NADS2_pos	5339.740983015548
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9798.502128011936
NADtpu_pos	1900.0
NADtru_pos	5845.970088446171
NADtx_neg	3139.020634396992
NADtx_pos	3271.873594838156
NAGA2ly_pos	7154.9419084056735
NAGAlby_pos	930.7931814314884
NAGAly_pos	11297.078078009832
NAGLCAly_pos	7154.9419084056735
NAHCO3_HCLt_neg	1178.683288480941
NAHCO3_HCLt_pos	1133.6140367219052
NAIt_neg	2244.440195670991
NAIt_pos	1750.306574380609
NAt3_1_neg	483.3403326104635
NAt3_1_pos	483.3403326104635
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	732.5095407849007
NAt5_pos	735.9277154365072
NAt_neg	616.6824003498855
NAt_pos	570.4963703672626
NAtx_neg	4184.548586491378
NAtx_pos	1297.7296632234393
NBAHH_ir_pos	5013.526135510903
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1230.7246844903143
NCKt_neg	1937.600386337376
NCKt_pos	1936.258386417298
NCNt_neg	1967.955888322581
NCNt_pos	1967.955888322581
NDP10ex_pos	7.6133328526332305
NDP3ex_pos	7.443098828777962
NDP6_pos	4251.420916560828
NDP7er_pos	13089.988636414228
NDP7ex_pos	15763.49637021129
NDP7g_pos	6511.386434918942
NDP8_pos	5678.26211073459
NDP8ex_pos	15786.608729101907
NDPK10_neg	4177.583175762568
NDPK10_pos	4177.583175762568
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4177.583175762568
NDPK10n_pos	4177.583175762568
NDPK1_neg	364.3399519447738
NDPK1_pos	364.3399519447738
NDPK1m_neg	394.7360250912458
NDPK1m_pos	394.7360250912458
NDPK1n_neg	365.87094948186336
NDPK1n_pos	365.87094948186336
NDPK2_neg	364.3399519447738
NDPK2_pos	364.3399519447738
NDPK2m_neg	9745.783201037533
NDPK2m_pos	0.0
NDPK2n_neg	365.87094948186336
NDPK2n_pos	365.87094948186336
NDPK3_neg	364.3399519447738
NDPK3_pos	364.3399519447738
NDPK3m_neg	0.0
NDPK3m_pos	13772.721762608418
NDPK3n_neg	365.87094948186336
NDPK3n_pos	365.87094948186336
NDPK4_neg	1137.2605903441947
NDPK4_pos	425.59944820476034
NDPK4m_pos	10648.266178726582
NDPK4n_neg	285.4838781275607
NDPK4n_pos	285.4838781275607
NDPK5_neg	364.3399519447738
NDPK5_pos	364.3399519447738
NDPK5m_pos	1905.7176937171344
NDPK5n_neg	365.87094948186336
NDPK5n_pos	365.87094948186336
NDPK6_neg	407.6538414842631
NDPK6_pos	601.9827140919183
NDPK6m_neg	601.9827140919183
NDPK6m_pos	4178.246136844788
NDPK6n_neg	0.0
NDPK6n_pos	14787.708019917633
NDPK7_neg	364.3399519447738
NDPK7_pos	364.3399519447738
NDPK7m_pos	26059.195908274116
NDPK7n_neg	365.87094948186336
NDPK7n_pos	365.87094948186336
NDPK8_neg	364.3399519447738
NDPK8_pos	364.3399519447738
NDPK8m_pos	9003.65263226356
NDPK8n_neg	285.4838781275607
NDPK8n_pos	285.4838781275607
NDPK9_neg	626.1484986560724
NDPK9_pos	626.1484986560724
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4177.583175762568
NDPK9n_pos	4177.583175762568
NH4t3r_neg	750.5302053512561
NH4t3r_pos	750.5302053512561
NH4tn_neg	13040.896388932608
NH4tn_pos	0.0
NH4tp_neg	9188.14751095817
NH4tp_pos	0.0
NICRNS_pos	4227.712370661942
NICRNTtn_neg	0.0
NICRNTtn_pos	11953.031564680727
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	804.8717494603688
NKCC2t_pos	824.6796430432796
NKCCt_neg	804.537214985003
NKCCt_pos	824.3451085679137
NMNATm_pos	0.0
NMNATn_pos	9798.502128011934
NMNATr_neg	5339.7409830155475
NMNATr_pos	8023.414462272781
NMNS_pos	9773.353477632612
NMNtn_neg	0.0
NMNtn_pos	9798.502128011933
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11953.031564680723
NNATr_pos	3531.019688505611
NNMT_pos	47.307554646719325
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37677.63886595895
NOS1_pos	820.7372315092332
NOS2_pos	820.7372315092332
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4348.449090113127
NPTHLte_neg	0.0
NPTHLte_pos	7.5192431387802605
NRPPHRSFt_pos	72421.49722719562
NRPPHRSULT_pos	72421.49722719562
NRPPHRVESSEC_pos	3664.1987317145176
NRPPHRt4_2_r_neg	1329.2877917233398
NRPPHRt4_2_r_pos	1231.4399055662836
NRPPHRtu_neg	1231.4399055662836
NRPPHRtu_pos	1327.2727203571478
NRVNCCOAtx_neg	5066.066088174492
NRVNCCOAtx_pos	22.478123549998863
NRVNCCOAtxc_pos	5066.066088174491
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1160.708208980059
NRVNCt_pos	1206.8942389626823
NS26T2g_pos	222.2919730958439
NS26Tg_pos	375.172092826167
NT5C_pos	4279.66626803443
NTD10_pos	4420.030083052682
NTD11_pos	4100.621148579315
NTD12_pos	0.0
NTD1_pos	3536.322269376143
NTD1m_pos	1746.6482166377878
NTD2_pos	4272.648752023749
NTD2e_pos	12207.40749260683
NTD2l_pos	0.0
NTD2m_pos	9745.783201037533
NTD3_pos	3753.763918581555
NTD3l_pos	0.0
NTD4_pos	3486.579482985068
NTD4e_pos	23.11086595643757
NTD4l_pos	0.0
NTD5_pos	3523.76831422222
NTD5l_pos	0.0
NTD5m_pos	1746.648216637787
NTD6_pos	4276.310195685819
NTD6l_pos	0.0
NTD7_pos	3192.0421964070956
NTD7e_pos	9667.178990190168
NTD7l_pos	0.0
NTD8_pos	3527.4074346520265
NTD8l_pos	0.0
NTD9_pos	4608.128990426307
NTD9e_pos	22.433202207058386
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.1360513883353796
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3640.255454217486
O16G1e_pos	19.485302347883174
O16G2e_pos	21.720658398055853
O2St_neg	4.055578368684939
O2St_pos	9042.210270034575
O2Stm_neg	9010.053085990947
O2Stm_pos	5.331986734241292
O2Stn_neg	0.0
O2Stn_pos	9097.019510050113
O2Stx_neg	0.0
O2Stx_pos	9034.702818858157
O2t_neg	16379.23143683184
O2t_pos	4434.167330153194
O2ter_neg	24799.72021507506
O2ter_pos	10056.327254342521
O2tm_neg	9953.596399303338
O2tm_pos	5291.5090902755155
O2tn_neg	9097.019510050113
O2tn_pos	0.0
O2tp_neg	5525.537802119404
O2tp_pos	4538.752063805353
OAADC_pos	6547.365864190249
OAGD3te_neg	0.0
OAGD3te_pos	19615.41810863074
OAGD3tg_neg	19615.41810863075
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18900.048954283597
OAGT3tg_neg	18900.048954283593
OAGT3tg_pos	0.0
OBDHc_pos	4279.463137159975
OCBTm_pos	11865.946039739518
OCCOAtm_pos	12677.193728350996
OCCOAtx_neg	24394.10425161609
OCCOAtx_pos	14143.09313252072
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23616.22081005224
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23616.220810052237
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23616.22081005224
OCDCAFATPc_pos	4258.001408800171
OCDCAtr_neg	594.013540013368
OCDCAtr_pos	640.1995699959909
OCDCEAtr_neg	594.013540013368
OCDCEAtr_pos	640.1995699959909
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1996.0285001923799
OCT11EFATP_pos	23616.220810052233
OCTAt_neg	0.0
OCTAt_pos	9090.765497530307
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.08518704470684
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15819.71977654546
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15819.719776545464
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15819.71977654546
OCTDECE1CRNe_pos	15819.719776545458
ODECOAtx_neg	22.478123549998863
ODECOAtx_pos	0.0
OIVD1m_pos	10480.899416840572
OIVD2m_pos	12027.836464708098
OIVD3m_pos	9484.766692769555
OLEICFATPtc_pos	4366.670566196035
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.5192431387802605
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20001.41613716388
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15703.72611969376
OMHPALTD_neg	0.0
OMHPALTD_pos	30130.999841147055
OMPDC_pos	10441.41038360248
ONPTHLte_neg	7.5192431387802605
ONPTHLte_pos	0.0
OPAHir_pos	5766.639980956376
ORETNF2_pos	1502.3590733922201
ORETNF_pos	1483.9671622216954
ORETNtn2_neg	0.0
ORETNtn2_pos	1502.3590733922201
ORETNtn_neg	0.0
ORETNtn_pos	1483.9671622216954
ORNALArBATtc_pos	767.1663936384972
ORNDC_pos	11761.948327776074
ORNLEUrBATtc_pos	767.1663936384972
ORNTArm_neg	9675.437829704662
ORNTArm_pos	27.28980334019437
ORNt3m_neg	348.81047679486704
ORNt3m_pos	348.81047679486704
ORNt4m_neg	348.81047679486704
ORNt4m_pos	348.81047679486704
ORNtiDF_pos	755.5210215000931
OROTGLUt_neg	3841.2265498528404
OROTGLUt_pos	2116.9948104191553
ORPT_neg	10441.41038360248
ORPT_pos	0.0
OXAHCOtex_pos	927.238499837959
OXAtp_pos	12457.85588795019
P45011A1m_pos	61956.83412904185
P45011B11m_pos	54876.232599157054
P45011B12m_pos	52238.27889752755
P45011B21m_pos	53888.354939947654
P45017A1r_pos	55089.29666879216
P45017A2r_pos	55089.29666879216
P45017A3r_pos	55089.29666879214
P45017A4r_pos	55089.29666879215
P45019A1r_pos	51973.82043683527
P45019A2r_pos	52140.7845445737
P4501B1r_pos	51232.39837357618
P45021A1r_pos	54876.23259915704
P45021A2r_pos	52238.278897527554
P45027A11m_pos	65644.51610338304
P45027A12m_pos	7402.822884326294
P45027A13m_pos	7402.822884326294
P45027A14m_pos	66788.68365388847
P45027A15m_pos	7230.246954255619
P45027A16m_pos	7399.78057970213
P45027A1m_pos	2273.44169187541
P4502A6_pos	7.5192431387802605
P4502C18_pos	7.919992533199543
P4502C19_pos	7.5192431387802605
P4502C8_pos	7.5192431387802605
P4502C92_pos	7.519243138780261
P4502C93_pos	7.5192431387802605
P4502C94_pos	7.519243138780259
P4502C9_pos	7.5192431387802605
P4502D6_pos	7.519243138780258
P4502E1_pos	14.3192808196475
P4502F1_pos	7.5192431387802605
P45039A1r_pos	54596.404768704604
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.519243138780259
P4503A7r_pos	52789.0559217645
P45046A1r_pos	54596.404768704604
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.933163992131718
P4504F81r_pos	0.0
P4507A1r_pos	12198.095324739614
P4507B11r_pos	54490.62358526231
P4507B12r_pos	54249.703629289404
P4508B11r_pos	65816.26913051301
P4508B13r_pos	65644.51610338307
P450LTB4r_pos	0.0
P450SCC1m_neg	2273.44169187541
P450SCC1m_pos	56384.346689261656
P5CDm_pos	1191.2986683211684
P5CR_pos	523.9015473105375
P5CRm_pos	1036.2356435078634
P5CRxm_pos	868.7261603574872
PACCOAL_pos	19109.73215494762
PAFH_pos	4326.112339884039
PAFHe_pos	6646.43456845523
PAFS_pos	4326.112339884038
PAFt_neg	6649.513600048513
PAFt_pos	6.903521446485863
PAIL45P_HStn_neg	6826.019855041224
PAIL45P_HStn_pos	8074.304419520929
PAIL4P_HStn_neg	4981.643142757183
PAIL4P_HStn_pos	5532.469759575605
PAIL_HStn_neg	8049.9377981165435
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8794.504247223425
PAN4PP_pos	4243.967322825466
PAN4PPe_pos	5753.949981905157
PAPStg_neg	0.0
PAPStg_pos	39207.76199746254
PAPtg_pos	39207.76199746254
PA_HSter_neg	5569.586389448923
PA_HSter_pos	0.0
PA_HStg_neg	5569.586389448923
PA_HStg_pos	0.0
PA_HStn_neg	17558.88755315406
PA_HStn_pos	0.0
PCFLOPm_pos	10449.923891871322
PCHOLHSTDe_pos	10719.79806291673
PCHOLP_hs_pos	780.4069203189807
PCHOLPg_hs_pos	5569.586389448923
PCHOLPm_hs_pos	13772.72176260842
PCHOLPr_hs_pos	5569.586389448923
PCHOL_HSter_neg	5830.6556913464065
PCHOL_HSter_pos	5569.586389448923
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5569.586389448923
PCLAD_pos	47.7470961796481
PCREATtmdiffir_pos	2992.261581084227
PCRNtc_pos	4992.254730379173
PCRNtm_pos	1733.2298350130993
PCm_pos	5529.499571031406
PCt_pos	12438.186542436817
PDE1_pos	3458.3735891637994
PDE1g_pos	0.0
PDE4_pos	3445.311261255149
PDE4g_pos	0.0
PDE4n_pos	11063.334188485573
PDHm_pos	6638.072901113892
PDX5PO_pos	4596.418785672901
PDXPP_pos	4347.151654741969
PEAMNO_pos	19109.732154947615
PECDCHe_pos	5111.7618948555855
PECGCHLe_pos	14410.306994945371
PECGONCOATr_pos	0.0
PECTCHLe_pos	15555.972065832528
PEFLIP_pos	4260.340769742309
PEFLIPm_pos	4551.308380952571
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5815.063772954294
PEPCKm_pos	8676.172839757024
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.5192431387802605
PERILLYLte_pos	0.0
PEROXx_pos	47.00358811477816
PETHCT_pos	4344.7103536916675
PETOHMm_hs_pos	10449.923891871322
PETOHMr_hs_pos	5830.6556913464065
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4551.30838095257
PE_HStm_pos	10449.923891871322
PEt_neg	4260.340769742309
PEt_pos	3325.0
PFK26_pos	3379.8174941451007
PFK_pos	643.64922350905
PGCD_pos	3341.9528631637254
PGDI_neg	2.777986170701051
PGDI_pos	140.05016036579704
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.252577813643097
PGISr_pos	162.63596453322342
PGI_neg	5062.748227662919
PGI_pos	5804.3417007966345
PGK_neg	3341.9528631637254
PGK_pos	5134.484874443847
PGLYCP_pos	0.0
PGLYCt_neg	13966.496137715036
PGLYCt_pos	231.82390876766232
PGL_pos	6610.096112982153
PGLc_pos	32458.407985230133
PGLer_pos	11346.66200377159
PGMT_neg	3873.333708853364
PGMT_pos	5148.426803416678
PGM_neg	3635.554763993855
PGM_pos	7985.003538457158
PGPPT_pos	13966.496137715036
PGPP_hs_pos	13966.496137715036
PGS_pos	121.48979431532351
PGSr_pos	162.63596453322342
PHACCOAGLNAC_pos	19109.73215494762
PHCDm_pos	408.80815147154465
PHCHGSm_neg	0.0
PHCHGSm_pos	1358.8081514715445
PHEACGLNt_neg	0.0
PHEACGLNt_pos	19109.73215494762
PHEATB0tc_pos	1468.5089215517849
PHEMEe_pos	340.49291462090525
PHEMEt_pos	340.49291462090525
PHEMEtm_neg	0.0
PHEMEtm_pos	14715.469222781005
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	309.07004567915
PHEt4_pos	357.80385819677406
PHEtec_neg	357.80385819677406
PHEtec_pos	474.5665557567646
PHEyLATthc_pos	711.4687586589422
PHYCBOXL_pos	19109.732154947615
PHYHx_pos	47.003588114778154
PHYQt_pos	5066.066088174491
PHYTt_neg	0.0
PHYTt_pos	47.00358811477817
PI345P3P_pos	3458.3563225093053
PI345P3Pn_pos	10090.672290212358
PI345P5P_pos	3527.663111998713
PI345P5Pn_pos	10874.739101142823
PI34P3Pn_pos	10874.739101142823
PI34P4Pn_pos	10874.739101142823
PI34P5K_pos	3527.6631119987137
PI34P5Kn_pos	10874.739101142824
PI3P3Pn_pos	3035.7209975258806
PI3P4K_pos	8246.523106895394
PI3P4Kn_pos	10874.739101142824
PI3P5K_pos	3927.7806119008887
PI45P3K_pos	3458.3563225093053
PI45P3Kn_pos	10090.67229021236
PI45P4P_pos	4249.937798116543
PI45P5P_pos	3500.32427456215
PI45P5Pn_pos	3800.0
PI45PLC_pos	9155.85869201717
PI45PLCn_pos	0.0
PI4P3K_pos	7146.121082454352
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10874.739101142823
PI4P5K_pos	3500.3242745621496
PI4P5Kn_pos	9942.721081792295
PI4PLC_pos	7729.653504029965
PI4PLCn_pos	18256.96899646833
PI4PP_pos	4249.9377981165435
PI5P3K_pos	3524.4191635249385
PI5P3Ker_pos	0.0
PI5P4K_pos	4249.9377981165435
PI5P4Kn_pos	10329.711154271685
PIACGT_pos	52.02866017183012
PIK3_pos	4237.345629262112
PIK3er_pos	8062.44303087452
PIK3n_pos	10767.471872725402
PIK4_pos	4249.937798116543
PIK4n_pos	10716.701226751073
PIK5_pos	4640.7070776380615
PIK5n_pos	10329.711154271681
PIPLC_pos	4000.740413841276
PIPLCn_pos	18853.17996643597
PIt7_neg	529.5152008400559
PIt7_pos	439.1675092448377
PIt8_neg	330.3238849296756
PIt8_pos	529.5152008400559
PIt9_neg	1085.3327014301863
PIt9_pos	1085.3327014301863
PIter_neg	377.0170986451249
PIter_pos	2025.6723662150416
PItg_pos	6511.386434918942
PItn_neg	4363.009927520612
PItn_pos	6079.005600816295
PItx_neg	4677.435826767817
PItx_pos	0.0
PLA2_2_pos	10250.405052918548
PLA2_2e_pos	11809.24038623329
PLA2_pos	0.0
PMANM_neg	17488.6053643317
PMANM_pos	0.0
PMEVKc_pos	20392.06689768801
PMEVKx_pos	18448.52572584763
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34745.39177171985
PMTCOAFABP1tc_pos	13884.945682077343
PMTCOAtx_neg	3099.7041194802814
PMTCOAtx_pos	5230.292815989163
PNP_neg	8020.114801919306
PNP_pos	0.0
PNTEH_pos	14482.809889022521
PNTEHe_pos	6219.964273736433
PNTK_pos	14454.378210052177
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4488.345016395806
PNTOt5le_pos	4495.733981099014
PNTOte_neg	2023.2961547569678
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3476.128941298453
PPA_pos	6102.502102967885
PPAer_pos	9121.802877315933
PPAm_pos	3555.4598086037117
PPAn_pos	14077.689222100986
PPAt_pos	1548.5036499726004
PPAtm_pos	6255.018059167028
PPBNGS_pos	14715.469222781008
PPCDC_pos	4134.276069388939
PPCOACm_pos	4274.136618227026
PPCOAOm_pos	12697.56748235552
PPD2CSPp_pos	49.15664102047563
PPDOx_pos	1048.127585641266
PPDOy_pos	426.31612071254915
PPItm_neg	6026.599534713261
PPItm_pos	3921.3195465279305
PPItr_neg	2025.6723662150416
PPItr_pos	2025.6723662150416
PPItx_neg	6981.018286248981
PPItx_pos	4677.435826767817
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4644.620635261185
PPM_pos	3083.712884752549
PPNCL3_pos	14454.378210052175
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14715.469222780997
PPPGOm_pos	14715.469222780997
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20931.911333132728
PRASCS_neg	0.0
PRASCS_pos	20931.911333132728
PRDX_pos	6705.493025290247
PRDXl_pos	12087.990870727837
PRFGS_pos	20931.91133313275
PRGNLONESULT_pos	8008.213279504227
PRGNLONEtm_neg	61956.834129041854
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	55089.29666879216
PRGSTRNt_neg	61956.834129041854
PRGSTRNt_pos	6.3313873836716725
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.003588114778154
PRISTCOAtcx_pos	5066.066088174491
PRISTCOAtx_neg	7462.058188083668
PRISTCOAtx_pos	5066.06608817449
PRISTtx_neg	48.98506377463092
