	WT-1012-e_S152_L007_R1_001
r0157_pos	7038.262595367054
r0160_pos	3269.944105948225
r0163_pos	11078.915025139479
r0165_pos	543.1916522256072
r0166_pos	12070.768239130277
r0170_neg	434.06071263629326
r0170_pos	75337.35110613421
r0173_neg	2632.418037353073
r0173_pos	2632.418037353073
r0178_neg	1295.0395540938755
r0178_pos	12670.520626970376
r0179_pos	1295.0395540938755
r0181_neg	3.271817878935463
r0181_pos	3.2737853941779678
r0186_pos	11719.441226755782
r0191_pos	676.3653452196196
r0193_neg	8775.383573250258
r0193_pos	6842.028411044479
r0196_neg	357.1953618096128
r0196_pos	14818.563368073636
r0202_neg	2632.418037353073
r0202_pos	2632.418037353073
r0208_neg	3124.9351707008923
r0208_pos	18662.543680737934
r0210_pos	7956.230117017229
r0224_pos	627.2446037995364
r0226_pos	3619.7445575075926
r0233_pos	5866.035051564102
r0236_pos	1282.881689479906
r0239_neg	0.0
r0239_pos	9.939384221450617
r0242_neg	3.468249310847541
r0242_pos	3.468249310847541
r0245_neg	3869.216529015964
r0245_pos	6800.9704063096315
r0246_pos	11056.019392301088
r0249_neg	2504.316786915465
r0249_pos	2504.316786915465
r0265_pos	5866.035051564102
r0267_neg	2114.151753251115
r0267_pos	2101.8055389098117
r0268_neg	2101.8055389098117
r0268_pos	2114.151753251115
r0276_neg	3877.7822414738384
r0276_pos	438.452391630458
r0280_pos	543.1916522256072
r0281_neg	4.749999999999999
r0281_pos	15244.877833218134
r0283_pos	4827.946341049757
r0287_pos	18034.395754752855
r0295_pos	549.6159169755701
r0301_pos	3877.7822414738384
r0308_pos	7931.137946766666
r0309_neg	4964.985571893675
r0309_pos	17200.22244617245
r0310_pos	4902.40146009144
r0311_pos	8318.98911697091
r0317_neg	343.5657379275705
r0317_pos	343.5657379275705
r0321_pos	3907.0397898840233
r0330_pos	1270.5354751386026
r0331_pos	4132.553360436265
r0339_pos	5378.46258132452
r0340_pos	11056.019392301088
r0345_neg	1162.178311437887
r0345_pos	1162.178311437887
r0354_pos	3245.736227191954
r0355_pos	3245.7362271919546
r0357_pos	4289.612667259235
r0358_pos	4289.612667259236
r0360_pos	5517.917989339523
r0361_pos	5450.973370802476
r0363_pos	6846.881888685051
r0364_pos	6801.682347781271
r0365_pos	12644.48486326089
r0377_pos	3672.0946311240164
r0381_neg	4139.4043090575615
r0381_pos	10001.65878454241
r0383_pos	6900.414538119386
r0384_pos	10945.807621475142
r0385_pos	12270.438435384125
r0386_pos	10738.95317330049
r0388_neg	4181.38768592695
r0388_pos	10238.06246684417
r0389_neg	4181.38768592695
r0389_pos	9254.534491308992
r0390_neg	3010.9589606838235
r0390_pos	4.274999999999999
r0391_neg	11.77520213813522
r0391_pos	4272.855572988505
r0392_neg	3269.944105948225
r0392_pos	6263.121724282788
r0393_pos	11056.019392301088
r0394_neg	550.9287147737266
r0394_pos	5837.438452981915
r0395_pos	550.9287147737266
r0398_pos	5393.768205076821
r0399_neg	284.50367054023764
r0399_pos	5920.550711738483
r0400_neg	5034.499868653148
r0400_pos	19329.994285435056
r0402_pos	0.0
r0403_neg	2002.7452388730023
r0403_pos	7.564083944778116
r0407_neg	613.4197515377214
r0407_pos	2807.8714295377886
r0408_neg	497.83947839156815
r0408_pos	497.83947839156815
r0409_neg	497.83947839156815
r0409_pos	497.83947839156815
r0410_neg	4.1786427997159326
r0410_pos	4.698559558493406
r0413_pos	543.1916522256072
r0422_neg	0.0
r0422_pos	3659.2708103350933
r0423_pos	333.0424905868612
r0424_neg	0.0
r0424_pos	12575.282928775336
r0425_neg	366.15710984036775
r0425_pos	493.510850895364
r0426_neg	343.5657379275705
r0426_pos	343.5657379275705
r0434_neg	2350.0461787523054
r0434_pos	5206.853286222209
r0437_neg	3095.1068402448286
r0437_pos	5206.853286222209
r0441_neg	0.0
r0441_pos	311.3588370003927
r0443_pos	299.3213003913728
r0450_neg	0.0
r0450_pos	3951.360237240064
r0451_pos	70.46266408656689
r0456_pos	3447.2545067438655
r0463_neg	10141.869058169215
r0463_pos	0.0
r0464_neg	348.8055115064894
r0464_pos	349.7438969414762
r0470_pos	699.6989703058314
r0472_neg	7271.016682241988
r0472_pos	800.7698748507419
r0474_neg	7783.612710740231
r0474_pos	800.7698748507419
r0475_neg	5758.439981301886
r0475_pos	800.7698748507419
r0480_neg	16039.879625940464
r0480_pos	12794.755147818423
r0483_neg	348.6159131717666
r0483_pos	348.6159131717666
r0488_neg	20313.783494494863
r0488_pos	349.45990635958225
r0494_neg	3.2718178789354635
r0494_pos	7.849051688103485
r0497_neg	7.8449095507508435
r0497_pos	3.2737853941779678
r0502_pos	9213.317330929161
r0504_pos	9025.922121364327
r0509_pos	424.91421400666485
r0512_neg	7519.837926298252
r0512_pos	639.5908181408396
r0514_pos	3763.6576410797697
r0517_neg	357.1953618096128
r0517_pos	14818.56336807364
r0522_pos	1629.4754606855524
r0523_pos	1629.4754606855524
r0525_neg	407.72271121960773
r0525_pos	26.298545370994063
r0527_neg	12.388675984816723
r0527_pos	5226.057884669917
r0531_neg	443.2818435437149
r0531_pos	3520.877035099252
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14372.672864783632
r0541_neg	300.06760790488147
r0541_pos	80.84461672550142
r0545_pos	892.9444425241543
r0546_pos	0.0
r0547_neg	892.9444425241543
r0547_pos	18957.573655995337
r0548_pos	0.0
r0549_neg	349.7438969414762
r0549_pos	348.8055115064894
r0552_neg	415.9572921609268
r0552_pos	488.5616569824396
r0553_neg	488.5616569824396
r0553_pos	415.9572921609268
r0555_pos	6900.414538119386
r0556_neg	10945.807621475145
r0556_pos	0.0
r0557_pos	70.46266408656689
r0558_neg	1405.2943892004662
r0558_pos	1405.2943892004662
r0559_neg	1405.2943892004662
r0559_pos	1405.2943892004662
r0560_pos	12075.7932009881
r0561_pos	273.7907456731425
r0568_pos	7451.9593982849765
r0570_neg	4379.269230372369
r0570_pos	6166.920438484911
r0571_neg	13050.276728238403
r0571_pos	2118.755347817139
r0573_pos	7264.325748624414
r0575_neg	434.06071263629326
r0575_pos	75337.35110613421
r0578_neg	4009.9312356896917
r0578_pos	4156.07641017982
r0579_pos	4009.9312356896917
r0580_pos	4515.526158943389
r0584_neg	5226.057884669917
r0584_pos	3419.6431520699434
r0587_neg	3.468249310847541
r0587_pos	3.468249310847541
r0590_pos	14283.719911242406
r0591_neg	41694.31944027214
r0591_pos	3340.308608580379
r0594_pos	26.523723842235235
r0595_pos	8783.650951520021
r0596_pos	12644.48486326089
r0598_pos	0.0
r0603_neg	314.3600552040963
r0603_pos	9476.780024896505
r0604_pos	9724.315184116425
r0610_neg	598.9103829364788
r0610_pos	598.9103829364788
r0611_neg	598.9103829364788
r0611_pos	598.9103829364788
r0614_neg	4009.931235689691
r0614_pos	32527.025420758047
r0615_neg	835.9021668098303
r0615_pos	848.2483811511336
r0616_neg	797.8757431659601
r0616_pos	12284.869518263982
r0617_neg	848.2483811511336
r0617_pos	835.9021668098303
r0618_pos	797.8757431659601
r0620_neg	0.0
r0620_pos	11078.915025139484
r0625_pos	0.0
r0627_neg	4114.046597417492
r0627_pos	9.54212635892036
r0629_neg	4022.0751383717834
r0629_pos	11818.372009991514
r0630_neg	3219.206704357115
r0630_pos	13046.851460609158
r0633_neg	5323.169682575993
r0633_pos	18689.377345249493
r0634_neg	34093.79136328933
r0634_pos	485.1138727310082
r0636_pos	14020.02640759183
r0637_pos	14020.02640759183
r0638_neg	5226.507088702028
r0638_pos	19502.422135755773
r0639_pos	14311.443515828558
r0641_neg	3539.1490677152906
r0641_pos	3539.1490677152906
r0642_neg	1405.2943892004662
r0642_pos	537.183946833437
r0643_neg	2118.755347817139
r0643_pos	13050.276728238403
r0644_neg	1405.2943892004662
r0644_pos	537.183946833437
r0645_neg	0.0
r0645_pos	47.47857684531552
r0647_neg	1178.1654527745568
r0647_pos	0.0
r0650_neg	4669.536825794923
r0650_pos	4669.536825794923
r0651_neg	4669.536825794923
r0651_pos	3276.1811842014895
r0652_neg	5227.313088416309
r0652_pos	15072.278307931325
r0653_pos	12494.599269961758
r0655_neg	322.8157819794651
r0655_pos	11170.493340220315
r0656_pos	10738.95317330049
r0660_neg	18961.208822772936
r0660_pos	5454.52646791737
r0661_pos	24770.765676037794
r0666_neg	0.0
r0666_pos	20610.347923950965
r0668_neg	5034.499868653149
r0668_pos	19329.99428543506
r0669_pos	11993.34303729113
r0670_pos	9724.315184116425
r0671_pos	14404.072790782146
r0672_neg	54290.678768406266
r0672_pos	12290.458531733746
r0673_pos	0.0
r0679_neg	15094.355724880978
r0679_pos	4009.9312356896917
r0680_neg	4009.9312356896917
r0680_pos	32527.025420758047
r0683_pos	12835.060180829832
r0686_neg	383.9335968174138
r0686_pos	12306.519596846914
r0688_neg	1233.6950965427827
r0688_pos	1246.0413108840858
r0698_pos	16277.493660927717
r0706_pos	65374.787360071416
r0707_neg	4.758561902096631
r0707_pos	6.622966449401155
r0714_pos	12494.599269961758
r0715_pos	24098.836914549338
r0716_pos	12494.599269961758
r0717_pos	24098.836914549338
r0718_pos	14311.443515828558
r0719_pos	24770.765676037794
r0720_pos	14311.443515828558
r0721_pos	24770.765676037794
r0722_neg	5454.52646791737
r0722_pos	18961.20882277293
r0723_pos	24770.765676037794
r0724_neg	18961.208822772936
r0724_pos	5454.52646791737
r0726_neg	485.1138727310082
r0726_pos	34093.79136328933
r0727_pos	24770.76567603779
r0728_neg	34093.79136328933
r0728_pos	485.1138727310082
r0729_pos	24770.76567603779
r0730_pos	18034.395754752855
r0731_pos	18034.395754752855
r0732_pos	18034.395754752855
r0733_pos	18034.395754752855
r0734_pos	18034.395754752855
r0735_neg	5244.6852545972115
r0735_pos	33852.543552441915
r0739_neg	68025.60258263827
r0739_pos	8242.946782135381
r0741_neg	0.0
r0741_pos	69407.2007928565
r0743_pos	65374.787360071394
r0744_pos	65374.787360071394
r0747_neg	11282.447573164447
r0747_pos	2101.8055389098117
r0750_neg	65549.90363309578
r0750_pos	2101.8055389098117
r0752_neg	842.5718045389809
r0752_pos	0.0
r0753_pos	842.5718045389809
r0754_neg	842.5718045389809
r0754_pos	0.0
r0755_pos	842.5718045389809
r0756_neg	842.5718045389809
r0756_pos	0.0
r0757_pos	842.5718045389809
r0758_neg	537.183946833437
r0758_pos	0.0
r0774_neg	9.631376511850975
r0774_pos	9.631376511850975
r0779_pos	11993.34303729113
r0780_neg	75309.48761950771
r0780_pos	259.59689356519334
r0781_neg	0.0
r0781_pos	75309.48761950766
r0782_pos	10708.803653009456
r0783_neg	467.01411548150173
r0783_pos	5277.529245860982
r0784_neg	1281.1544984021807
r0784_pos	1293.500712743484
r0787_pos	3362.796595431379
r0788_neg	16039.879625940464
r0788_pos	12794.755147818418
r0789_neg	16039.879625940464
r0789_pos	12794.755147818421
r0791_neg	18689.377345249493
r0791_pos	5323.169682575988
r0792_neg	6865.757673967868
r0792_pos	848.2483811511336
r0795_pos	8783.650951520021
r0796_neg	0.0
r0796_pos	6463.447213574393
r0797_neg	4022.0751383717834
r0797_pos	63492.62948769714
r0801_neg	1848.3855368603524
r0801_pos	1352.3514175487946
r0809_neg	1188.2003625557597
r0809_pos	1188.2003625557597
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8092.0041594301565
r0817_neg	1061.3219570252797
r0817_pos	1015.0337663805618
r0818_pos	6633.532184846079
r0819_neg	430.3611665246555
r0819_pos	553.701877558927
r0821_neg	430.3611665246555
r0821_pos	430.3611665246555
r0822_neg	430.3611665246555
r0822_pos	430.3611665246555
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	430.3611665246555
r0829_pos	430.3611665246555
r0830_neg	430.3611665246555
r0830_pos	430.3611665246555
r0834_neg	573.8148886995407
r0834_pos	573.8148886995407
r0835_neg	573.8148886995407
r0835_pos	573.8148886995407
r0836_neg	573.8148886995407
r0836_pos	573.8148886995407
r0838_neg	4706.458854269696
r0838_pos	4952.546672407164
r0839_neg	2148.8177704433965
r0839_pos	4463.980091723353
r0840_neg	2504.316786915465
r0840_pos	2504.316786915465
r0841_neg	2504.316786915465
r0841_pos	2504.316786915465
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19475.987555137446
r0853_pos	5854.121169891136
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14172.919588863098
r0870_pos	0.0
r0871_neg	9667.112900661414
r0871_pos	9.160272256255789
r0879_pos	677.5223765452458
r0881_pos	1414.1762976489304
r0885_neg	426.53115578356767
r0885_pos	549.8718668178391
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.659149835726085
r0892_pos	11626.50215787168
r0899_neg	4987.070032696632
r0899_pos	1442.4249371770081
r0907_neg	0.0
r0907_pos	23598.010614215764
r0908_neg	24346.32651537384
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24346.326515373843
r0911_neg	10379.89188585094
r0911_pos	5456.091527067117
r0913_neg	2023.3407110342714
r0913_pos	2023.3407110342714
r0915_neg	2043.4537221748851
r0915_pos	2043.4537221748851
r0917_neg	1186.456968845073
r0917_pos	1186.456968845073
r0921_pos	4132.553360436265
r0924_pos	8909.957659777609
r0925_pos	0.0
r0926_pos	11056.019392301088
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1244.2631319706638
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.435654743569071
r0940_pos	6848.334670291815
r0941_neg	14311.324159848915
r0941_pos	4249.6818391403385
r0942_neg	920.2204084225681
r0942_pos	910.5894544495911
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1194.0398976361184
r0946_pos	2011.3219570252795
r0950_pos	5911.945311369495
r0954_neg	0.0
r0954_pos	18429.466703794224
r0960_neg	2972.887627080977
r0960_pos	2972.887627080977
r0961_pos	2069.148433293305
r0962_pos	3763.6576410797697
r0963_pos	1365.393495093505
r0968_pos	19475.987555137446
r0970_neg	0.0
r0970_pos	7264.325748624414
r0973_neg	4009.931235689691
r0973_pos	0.0
r0974_neg	2063.5900752851926
r0974_pos	2060.009718533849
r0975_pos	4132.553360436265
r0983_pos	2089.5974872874467
r0984_neg	2089.5974872874467
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7264.325748624414
r0990_neg	3219.206704357115
r0990_pos	4987.070032696631
r0993_pos	4165.319785656296
r0994_neg	4669.536825794923
r0994_pos	4669.536825794923
r0995_neg	1629.9393385074768
r0995_pos	1629.9393385074768
r0997_pos	14020.02640759183
r0998_neg	2350.0461787523054
r0998_pos	5206.853286222209
r0999_neg	3095.1068402448286
r0999_pos	5206.853286222209
r1007_neg	0.0
r1007_pos	311.3588370003927
r1008_pos	299.3213003913728
r1010_neg	4009.931235689691
r1010_pos	32527.025420758055
r1011_pos	75298.47870637226
r1012_pos	75298.47870637226
r1013_pos	71786.70534635184
r1014_pos	71786.70534635187
r1015_pos	963.761732896487
r1017_pos	7834.06451775821
r1018_neg	4669.536825794923
r1018_pos	4669.536825794923
r1019_neg	3219.206704357115
r1019_pos	4169.206704357115
r1020_neg	68025.60258263828
r1020_pos	8242.946782135381
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7959.957659777607
r1025_pos	7959.957659777609
r1026_pos	3319.380531526119
r1028_pos	3319.380531526119
r1029_pos	7889.464802896014
r1030_neg	22.554346596092095
r1030_pos	11.826044639322904
r1043_pos	1642.9963853919658
r1044_pos	1642.9963853919658
r1045_pos	1337.0271194748025
r1050_neg	10998.003519132935
r1050_pos	1900.0
r1051_neg	2126.0182096144345
r1051_pos	2126.0182096144345
r1052_pos	2126.0182096144345
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	46095.49509199287
r1080_pos	0.0
r1088_neg	1577.9347936398904
r1088_pos	1762.472204785959
r1090_pos	1160.7928534716975
r1106_neg	4987.070032696631
r1106_pos	4987.07003269663
r1109_neg	5108.710242774453
r1109_pos	4058.857453403291
r1116_neg	13941.11081570227
r1116_pos	14222.147908119128
r1117_neg	5085.224198883643
r1117_pos	2534.3961215201293
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1198.8177704433967
r1144_pos	2148.8177704433965
r1147_neg	2023.3407110342714
r1147_pos	2023.3407110342714
r1148_neg	12477.336088231314
r1148_pos	0.0
r1150_pos	7203.7918033213855
r1154_neg	4205.421548845487
r1154_pos	18407.354877289312
r1155_pos	923.9239992183835
r1156_neg	443.2818435437149
r1156_pos	4170.750722578308
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4170.392552083381
r1163_pos	1204.1073406424807
r1164_pos	8318.989116970914
r1167_pos	8318.989116970912
r1168_pos	8318.989116970912
r1172_pos	8318.989116970914
r1173_pos	0.0
r1177_pos	8318.989116970912
r1178_pos	0.0
r1179_pos	8318.989116970912
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	11158.528448016144
r1253_pos	0.0
r1254_pos	22.87660934153351
r1255_pos	8318.98911697091
r1257_pos	5123.011951603881
r1259_pos	7.205309365827601
r1260_pos	5115.7118785401535
r1262_pos	311.3588370003927
r1291_neg	1691.086848614983
r1291_pos	4749.920731355694
r1292_neg	4987.070032696631
r1292_pos	4617.571664180523
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5123.011951603881
r1318_pos	9968.038378564997
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	42.17494410916055
r1377_neg	1158.723018195783
r1377_pos	1158.723018195783
r1378_neg	1158.723018195783
r1378_pos	1158.723018195783
r1380_neg	467.01411548150173
r1380_pos	75309.48761950768
r1381_neg	75309.48761950762
r1381_pos	232.35563170905883
r1384_neg	1541.1001846850804
r1384_pos	4881.772919472477
r1396_pos	3140.2530508631685
r1397_pos	3140.2530508631685
r1400_pos	2648.1436181695303
r1401_pos	3439.4969725615338
r1418_neg	3242.0941356949493
r1418_pos	3281.903985490891
r1421_neg	21298.555337625785
r1421_pos	4.325087191265394
r1423_pos	1329.0958934249381
r1427_pos	2525.330738566939
r1428_neg	2632.418037353073
r1428_pos	2632.418037353073
r1429_neg	2632.418037353073
r1429_pos	1900.0
r1431_pos	2860.7719603261553
r1432_pos	0.0
r1433_pos	283.322137991252
r1434_pos	4347.915991017851
r1435_pos	5208.706450761193
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	24063.54043994552
r1444_pos	24770.765676037794
r1445_pos	24770.76567603779
r1446_pos	18396.25833128022
r1447_pos	4854.100012679439
r1448_pos	4852.595421688524
r1449_pos	4854.100012679438
r1450_pos	4852.595421688523
r1451_pos	4854.100012679438
r1453_neg	13429.005739142767
r1453_pos	12587.581420907954
r1454_pos	923.9239992183836
r1455_pos	2525.330738566939
r1456_pos	2525.330738566939
r1459_neg	7923.406194594727
r1459_pos	17397.848649038435
r1464_neg	1298.9483400199867
r1464_pos	1298.9483400199867
r1466_neg	24643.46760891385
r1466_pos	0.0
r1467_neg	1632.3364857504102
r1467_pos	48525.351230685716
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24643.46760891385
r1488_neg	0.0
r1488_pos	18122.79153055085
r1492_pos	1315.5106248108216
r1493_pos	1251.8979387325526
r1495_pos	4165.3197856562965
r1497_pos	1364.11705917633
r1498_pos	1364.11705917633
r1499_pos	1449.8550536524806
r1500_pos	1449.8550536524806
r1512_pos	2017.005312699136
r1514_pos	3249.644690075636
r1515_pos	3306.524620156825
r1516_pos	3338.189660689865
r1517_pos	4193.390917046142
r1518_pos	3338.189660689865
r1519_pos	3330.1013268663205
r1520_pos	3338.189660689865
r1521_pos	3338.189660689865
r1522_pos	3238.9209081733266
r1523_pos	3330.467967076976
r1525_pos	3338.189660689866
r1527_pos	4193.390917046142
r1528_pos	4987.070032696631
r1529_pos	3330.467967076976
r1530_pos	3616.947159786074
r1536_pos	9402.358911406527
r1538_pos	1279.1581518271541
r1540_pos	673.7359050536381
r1544_neg	721.0793715732548
r1544_pos	721.0793715732548
r1546_neg	874.2021626571444
r1546_pos	780.1905942887138
r1547_neg	805.7536044425851
r1547_pos	954.1544811909255
r1548_neg	753.4735582197468
r1548_pos	737.2221713709691
r1549_neg	805.7536044425851
r1549_pos	935.5416439401641
r1551_neg	874.2021626571444
r1551_pos	737.866895587508
r1552_neg	788.1892417007115
r1552_pos	739.9098184583244
r1553_neg	728.8363193607736
r1553_pos	739.9098184583244
r1554_neg	874.2021626571444
r1554_pos	935.5416439401641
r1556_neg	893.3285187004126
r1556_pos	766.4259542044167
r1557_neg	874.2021626571444
r1557_pos	935.5416439401641
r1559_neg	781.521890421861
r1559_pos	640.0350460642893
r1560_neg	871.5145155697893
r1560_pos	680.3158218946787
r1561_neg	803.0659573552299
r1561_pos	854.2797087968903
r1562_neg	780.0918182029859
r1562_pos	637.3473989769341
r1563_neg	803.0659573552299
r1563_pos	835.6668715461291
r1564_neg	747.6976315564939
r1564_pos	685.0755998112583
r1565_neg	871.5145155697893
r1565_pos	637.9921231934729
r1566_neg	788.1892417007115
r1566_pos	640.0350460642893
r1567_neg	581.7723456337909
r1567_pos	581.7723456337909
r1568_neg	871.5145155697892
r1568_pos	835.6668715461291
r1569_neg	781.521890421861
r1569_pos	684.8721294142223
r1570_neg	890.6408716130572
r1570_pos	666.5511818103816
r1571_neg	871.5145155697893
r1571_pos	835.6668715461291
r1573_neg	852.4219458285309
r1573_pos	769.1170951911631
r1574_neg	783.9733876139717
r1574_pos	783.9733876139717
r1575_neg	768.4145575327202
r1575_pos	726.1486722734185
r1576_neg	783.9733876139717
r1576_pos	783.9733876139717
r1578_neg	852.4219458285309
r1578_pos	726.7933964899573
r1579_neg	832.044767394234
r1579_pos	728.8363193607736
r1580_neg	581.7723456337909
r1580_pos	581.7723456337909
r1581_neg	852.4219458285309
r1581_pos	852.4219458285309
r1583_neg	871.5483018717989
r1583_pos	755.352455106866
r1584_neg	852.4219458285309
r1584_pos	852.4219458285309
r1585_neg	852.4219458285309
r1585_pos	852.4219458285309
r1586_neg	783.9733876139717
r1586_pos	783.9733876139717
r1587_neg	777.9110527270345
r1587_pos	777.9110527270345
r1588_neg	783.9733876139717
r1588_pos	783.9733876139717
r1589_neg	754.9036304386219
r1589_pos	754.9036304386219
r1590_neg	852.4219458285309
r1590_pos	837.7416679815431
r1591_neg	788.1892417007114
r1591_pos	839.7845908523594
r1592_neg	728.8363193607736
r1592_pos	781.521890421861
r1593_neg	852.4219458285309
r1593_pos	852.4219458285309
r1594_neg	803.6688886169625
r1594_pos	803.6688886169625
r1595_neg	871.5483018717989
r1595_pos	866.3007265984518
r1596_neg	852.4219458285309
r1596_pos	852.4219458285309
r1597_neg	764.8470315707036
r1597_pos	764.8470315707036
r1598_neg	758.7846966837665
r1598_pos	758.7846966837665
r1599_neg	764.8470315707036
r1599_pos	764.8470315707036
r1600_neg	838.770608160895
r1600_pos	919.2427164041134
r1602_neg	872.3255432246233
r1602_pos	874.2021626571444
r1603_neg	769.1170951911631
r1603_pos	852.4219458285309
r1604_neg	833.2955897852629
r1604_pos	833.2955897852629
r1605_neg	852.4219458285309
r1605_pos	852.4219458285309
r1606_neg	852.4219458285309
r1606_pos	852.4219458285309
r1607_neg	833.2955897852629
r1607_pos	833.2955897852629
r1608_neg	690.3361384692073
r1608_pos	690.3361384692073
r1609_neg	696.3984733561443
r1609_pos	696.3984733561443
r1610_neg	894.3268213801775
r1610_pos	850.794158189554
r1611_neg	764.8470315707036
r1611_pos	764.8470315707036
r1612_neg	1042.9185867789495
r1612_pos	805.7536044425851
r1613_neg	783.9733876139717
r1613_pos	783.9733876139717
r1614_neg	764.8470315707036
r1614_pos	764.8470315707036
r1615_neg	783.9733876139717
r1615_pos	783.9733876139717
r1616_neg	783.9733876139717
r1616_pos	783.9733876139717
r1617_neg	764.8470315707036
r1617_pos	764.8470315707036
r1618_neg	690.3361384692073
r1618_pos	602.4892716100172
r1619_neg	795.8021852431505
r1619_pos	602.4892716100172
r1620_neg	602.4892716100172
r1620_pos	602.4892716100172
r1621_neg	829.3571203068788
r1621_pos	799.6912695556481
r1622_neg	726.1486722734185
r1622_pos	602.4892716100172
r1623_neg	758.7846966837665
r1623_pos	602.4892716100172
r1624_neg	777.9110527270345
r1624_pos	602.4892716100172
r1625_neg	777.9110527270345
r1625_pos	777.9110527270345
r1626_neg	758.7846966837665
r1626_pos	602.4892716100172
r1627_neg	894.3268213801775
r1627_pos	850.794158189554
r1628_neg	764.8470315707036
r1628_pos	764.8470315707036
r1629_neg	1006.6590706508395
r1629_pos	805.7536044425851
r1630_neg	783.9733876139717
r1630_pos	783.9733876139717
r1631_neg	764.8470315707036
r1631_pos	764.8470315707036
r1632_neg	783.9733876139717
r1632_pos	783.9733876139717
r1633_neg	783.9733876139717
r1633_pos	783.9733876139717
r1634_neg	764.8470315707036
r1634_pos	764.8470315707036
r1635_neg	800.8087441792122
r1635_pos	796.4469094596892
r1636_neg	877.0853211412029
r1636_pos	798.4898323305056
r1637_neg	747.6976315564939
r1637_pos	747.6976315564939
r1638_neg	919.2427164041134
r1638_pos	959.323884691374
r1639_neg	754.9036304386219
r1639_pos	754.9036304386219
r1640_neg	938.3690724473813
r1640_pos	825.005968076598
r1641_neg	919.2427164041134
r1641_pos	959.323884691374
r1642_neg	830.0018445234175
r1642_pos	874.2021626571444
r1643_neg	726.7933964899573
r1643_pos	800.8087441792122
r1644_neg	833.2955897852629
r1644_pos	602.0173827204057
r1645_neg	837.7416679815431
r1645_pos	800.8087441792122
r1646_neg	852.4219458285309
r1646_pos	852.4219458285309
r1647_neg	833.2955897852629
r1647_pos	602.0173827204057
r1648_neg	728.8363193607736
r1648_pos	832.044767394234
r1649_neg	874.2021626571444
r1649_pos	1006.187181761228
r1650_neg	839.7845908523594
r1650_pos	876.881850744167
r1651_neg	893.3285187004126
r1651_pos	858.5609031403263
r1652_neg	874.2021626571444
r1652_pos	1006.187181761228
r1653_neg	852.4219458285309
r1653_pos	852.4219458285309
r1654_neg	781.521890421861
r1654_pos	773.6734027107066
r1655_neg	871.5483018717989
r1655_pos	755.352455106866
r1656_neg	852.4219458285309
r1656_pos	852.4219458285309
r1657_neg	852.4219458285309
r1657_pos	852.4219458285309
r1658_neg	852.4219458285309
r1658_pos	852.4219458285309
r1659_neg	833.2955897852629
r1659_pos	833.2955897852629
r1660_neg	871.5483018717989
r1660_pos	866.3007265984518
r1661_neg	852.4219458285309
r1661_pos	852.4219458285309
r1662_neg	852.4219458285309
r1662_pos	852.4219458285309
r1664_neg	1832.2276990462942
r1664_pos	1442.5313502913625
r1665_neg	1245.7037317096426
r1665_pos	1353.4875255820311
r1666_neg	1015.0337663805618
r1666_pos	1442.6194770147908
r1667_neg	1798.916348649158
r1667_pos	1306.4831045361823
r1668_neg	1284.576529036466
r1668_pos	1152.5072162837419
r1669_neg	1015.0337663805618
r1669_pos	1306.5712312596108
r1670_neg	1163.1090303338212
r1670_pos	1835.4140508651865
r1671_neg	1018.1045460563112
r1671_pos	1312.6388066908853
r1672_pos	1158.7272829973535
r1673_pos	1239.6385243572859
r1674_pos	1158.7272829973535
r1675_pos	1253.8111847549042
r1676_pos	1185.3626265403448
r1677_pos	1179.3002916534078
r1678_pos	1185.3626265403448
r1679_pos	1109.9620248190129
