	Ob.1012.c_S140_L007_R1_001
NDPK2m_neg	8850.32053372167
NDPK2m_pos	0.0
NDPK2n_neg	349.24995886235
NDPK2n_pos	349.24995886235
NDPK3_neg	347.9833738824578
NDPK3_pos	347.9833738824578
NDPK3m_neg	0.0
NDPK3m_pos	13412.550385870367
NDPK3n_neg	349.24995886235
NDPK3n_pos	349.24995886235
NDPK4_neg	1146.8360859186514
NDPK4_pos	379.09607070940297
NDPK4m_pos	9110.725078118101
NDPK4n_neg	299.05388381765397
NDPK4n_pos	299.05388381765397
NDPK5_neg	347.9833738824578
NDPK5_pos	347.9833738824578
NDPK5m_pos	1902.7026774219808
NDPK5n_neg	349.24995886235
NDPK5n_pos	349.24995886235
NDPK6_neg	375.58827425722177
NDPK6_pos	634.5602415000511
NDPK6m_neg	634.5602415000511
NDPK6m_pos	3993.289889132654
NDPK6n_neg	0.0
NDPK6n_pos	14307.390670293038
NDPK7_neg	347.9833738824578
NDPK7_pos	347.9833738824578
NDPK7m_pos	24798.914833553023
NDPK7n_neg	349.24995886235
NDPK7n_pos	349.24995886235
NDPK8_neg	347.9833738824578
NDPK8_pos	347.9833738824578
NDPK8m_pos	8657.328540305843
NDPK8n_neg	299.05388381765397
NDPK8n_pos	299.05388381765397
NDPK9_neg	548.6528909802263
NDPK9_pos	548.6528909802263
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4196.205341797087
NDPK9n_pos	4196.205341797087
NH4t3r_neg	618.5416484470063
NH4t3r_pos	618.5416484470063
NH4tn_neg	12562.096058871122
NH4tn_pos	0.0
NH4tp_neg	9118.171103856754
NH4tp_pos	0.0
NICRNS_pos	4057.958462030736
NICRNTtn_neg	0.0
NICRNTtn_pos	11624.345366773732
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	772.9319777140768
NKCC2t_pos	778.2724766804558
NKCCt_neg	772.5519776021283
NKCCt_pos	777.8924765685074
NMNATm_pos	0.0
NMNATn_pos	9675.133356766482
NMNATr_neg	5197.441324735172
NMNATr_pos	7860.622892576821
NMNS_pos	9616.34615994762
NMNtn_neg	0.0
NMNtn_pos	9675.133356766482
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11624.345366773732
NNATr_pos	3348.47339368868
NNMT_pos	46.33387723819366
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36955.75139997192
NOS1_pos	1064.198461049212
NOS2_pos	1064.198461049212
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4198.068561711964
NPTHLte_neg	0.0
NPTHLte_pos	7.451813031931231
NRPPHRSFt_pos	71510.26653600296
NRPPHRSULT_pos	71510.26653600296
NRPPHRVESSEC_pos	3417.016749393428
NRPPHRt4_2_r_neg	1313.9721409329502
NRPPHRt4_2_r_pos	1302.319114874783
NRPPHRtu_neg	1302.319114874783
NRPPHRtu_pos	1313.9721409329502
NRVNCCOAtx_neg	4908.895731580692
NRVNCCOAtx_pos	21.444018727090125
NRVNCCOAtxc_pos	4908.895731580692
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1190.2767521830178
NRVNCt_pos	1195.5151027951977
NS26T2g_pos	217.305696722432
NS26Tg_pos	365.72109839139085
NT5C_pos	4096.140097532894
NTD10_pos	4333.450886921464
NTD11_pos	3881.812938294597
NTD12_pos	0.0
NTD1_pos	3355.1171983239174
NTD1m_pos	1707.9796845281467
NTD2_pos	4097.085491151473
NTD2e_pos	11587.188952662485
NTD2l_pos	0.0
NTD2m_pos	8850.320533721671
NTD3_pos	3482.541696426366
NTD3l_pos	0.0
NTD4_pos	3284.6216152418856
NTD4e_pos	21.848651435139168
NTD4l_pos	0.0
NTD5_pos	3320.720581155199
NTD5l_pos	0.0
NTD5m_pos	1707.9796845281462
NTD6_pos	4093.137851749543
NTD6l_pos	0.0
NTD7_pos	3050.8094206075693
NTD7e_pos	9252.281848787325
NTD7l_pos	0.0
NTD8_pos	3343.165625329605
NTD8l_pos	0.0
NTD9_pos	4407.070091038061
NTD9e_pos	21.446964705225632
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.089801153881054
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3431.856323304129
O16G1e_pos	19.49195121963881
O16G2e_pos	21.70945750020268
O2St_neg	4.02583064364154
O2St_pos	8735.536840411893
O2Stm_neg	8702.548993626106
O2Stm_pos	5.218836320515459
O2Stn_neg	0.0
O2Stn_pos	8789.084813626574
O2Stx_neg	0.0
O2Stx_pos	8727.928649657997
O2t_neg	15916.23650363322
O2t_pos	4399.89567778192
O2ter_neg	24608.21520667455
O2ter_pos	9946.681294609009
O2tm_neg	9693.133206138076
O2tm_pos	5196.419219584568
O2tn_neg	8789.084813626576
O2tn_pos	0.0
O2tp_neg	5451.804200008177
O2tp_pos	4456.52400698884
OAADC_pos	6435.13153771722
OAGD3te_neg	0.0
OAGD3te_pos	19103.33785616079
OAGD3tg_neg	19103.33785616079
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18379.230656513366
OAGT3tg_neg	18379.230656513366
OAGT3tg_pos	0.0
OBDHc_pos	4043.7277206136214
OCBTm_pos	11609.594770062253
OCCOAtm_pos	12319.2279874892
OCCOAtx_neg	23556.693932815066
OCCOAtx_pos	13726.24121361818
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23177.52167140824
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23177.521671408245
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23177.521671408227
OCDCAFATPc_pos	4138.513595301806
OCDCAtr_neg	497.40373485105863
OCDCAtr_pos	502.6420854632386
OCDCEAtr_neg	497.40373485105863
OCDCEAtr_pos	502.6420854632386
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1963.6061826989942
OCT11EFATP_pos	23177.521671408223
OCTAt_neg	0.0
OCTAt_pos	8822.524194806969
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.747046421395412
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15372.263253587793
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15372.263253587795
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15372.263253587796
OCTDECE1CRNe_pos	15372.263253587796
ODECOAtx_neg	21.44401872709013
ODECOAtx_pos	0.0
OIVD1m_pos	10320.788681830014
OIVD2m_pos	11862.3349969866
OIVD3m_pos	9273.025061962584
OLEICFATPtc_pos	4183.8414010008555
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.45181303193123
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19682.208845263936
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15649.7258261455
OMHPALTD_neg	0.0
OMHPALTD_pos	29646.388374276845
OMPDC_pos	10193.303188326723
ONPTHLte_neg	7.451813031931231
ONPTHLte_pos	0.0
OPAHir_pos	5504.326768839731
ORETNF2_pos	1490.1653453372091
ORETNF_pos	1474.2737225179103
ORETNtn2_neg	0.0
ORETNtn2_pos	1490.165345337209
ORETNtn_neg	0.0
ORETNtn_pos	1474.27372251791
ORNALArBATtc_pos	1152.7160266491373
ORNDC_pos	11596.112305998104
ORNLEUrBATtc_pos	1152.7160266491373
ORNTArm_neg	9545.855035090693
ORNTArm_pos	26.07423358353736
ORNt3m_neg	345.3706911359731
ORNt3m_pos	345.3706911359731
ORNt4m_neg	345.3706911359731
ORNt4m_pos	345.3706911359731
ORNtiDF_pos	1002.8331644616499
OROTGLUt_neg	3717.646309172695
OROTGLUt_pos	2149.183534079319
ORPT_neg	10193.303188326721
ORPT_pos	0.0
OXAHCOtex_pos	858.1890732296449
OXAtp_pos	12414.92721133102
P45011A1m_pos	61052.745085915405
P45011B11m_pos	54188.29593172383
P45011B12m_pos	51560.99359121458
P45011B21m_pos	53158.63098695414
P45017A1r_pos	54226.70435517277
P45017A2r_pos	54226.70435517276
P45017A3r_pos	54226.70435517276
P45017A4r_pos	54226.70435517277
P45019A1r_pos	51074.55869606069
P45019A2r_pos	51252.59738350913
P4501B1r_pos	50327.08371814084
P45021A1r_pos	54188.29593172383
P45021A2r_pos	51560.99359121459
P45027A11m_pos	64565.05476417114
P45027A12m_pos	7303.862593050182
P45027A13m_pos	7303.862593050182
P45027A14m_pos	65590.04188613384
P45027A15m_pos	7108.447538109227
P45027A16m_pos	7267.4685998148525
P45027A1m_pos	2233.5421285160874
P4502A6_pos	7.45181303193123
P4502C18_pos	7.908972758120809
P4502C19_pos	7.45181303193123
P4502C8_pos	7.451813031931231
P4502C92_pos	7.45181303193123
P4502C93_pos	7.45181303193123
P4502C94_pos	7.45181303193123
P4502C9_pos	7.45181303193123
P4502D6_pos	7.451813031931228
P4502E1_pos	14.03146995094617
P4502F1_pos	7.45181303193123
P45039A1r_pos	53516.04050680157
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.451813031931228
P4503A7r_pos	51983.55264235481
P45046A1r_pos	53516.04050680157
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.899156978282733
P4504F81r_pos	0.0
P4507A1r_pos	11596.911360847374
P4507B11r_pos	53873.088732106844
P4507B12r_pos	53761.047745395954
P4508B11r_pos	64715.80715193328
P4508B13r_pos	64565.05476417115
P450LTB4r_pos	0.0
P450SCC1m_neg	2233.5421285160874
P450SCC1m_pos	55826.184001849135
P5CDm_pos	1166.756385581616
P5CR_pos	499.8431986472076
P5CRm_pos	766.4202525670829
P5CRxm_pos	610.589615434874
PACCOAL_pos	18733.419607308373
PAFH_pos	4159.433268883695
PAFHe_pos	6376.63028608175
PAFS_pos	4159.433268883694
PAFt_neg	6379.650456671125
PAFt_pos	6.808410009856073
PAIL45P_HStn_neg	6804.941596222716
PAIL45P_HStn_pos	7905.385269529446
PAIL4P_HStn_neg	4897.532075690571
PAIL4P_HStn_pos	5443.660207264542
PAIL_HStn_neg	7892.699936454679
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8495.192539165273
PAN4PP_pos	4074.4058513583404
PAN4PPe_pos	5660.580966445418
PAPStg_neg	0.0
PAPStg_pos	37805.22071848621
PAPtg_pos	37805.2207184862
PA_HSter_neg	5549.889782598018
PA_HSter_pos	0.0
PA_HStg_neg	5549.889782598018
PA_HStg_pos	0.0
PA_HStn_neg	17181.98391895282
PA_HStn_pos	0.0
PCFLOPm_pos	10097.808219409133
PCHOLHSTDe_pos	10382.741365072183
PCHOLP_hs_pos	747.3129025466726
PCHOLPg_hs_pos	5549.889782598018
PCHOLPm_hs_pos	13412.550385870369
PCHOLPr_hs_pos	5549.889782598018
PCHOL_HSter_neg	5707.169292086873
PCHOL_HSter_pos	5549.889782598018
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5549.889782598018
PCLAD_pos	47.07862211013695
PCREATtmdiffir_pos	3617.4180488478987
PCRNtc_pos	4673.079507364765
PCRNtm_pos	1568.5114685056342
PCm_pos	5411.272786703124
PCt_pos	11968.218707821301
PDE1_pos	3273.324033876933
PDE1g_pos	0.0
PDE4_pos	3275.2084617337973
PDE4g_pos	0.0
PDE4n_pos	10890.693855436588
PDHm_pos	6384.15015252397
PDX5PO_pos	4067.2230846117664
PDXPP_pos	3807.919832652282
PEAMNO_pos	18733.419607308373
PECDCHe_pos	5036.284548392214
PECGCHLe_pos	14267.662684446348
PECGONCOATr_pos	0.0
PECTCHLe_pos	15190.979109093678
PEFLIP_pos	4071.4710879345434
PEFLIPm_pos	4430.510646443091
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5667.124439185419
PEPCKm_pos	8584.098260818299
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.451813031931229
PERILLYLte_pos	0.0
PEROXx_pos	45.79150390783766
PETHCT_pos	4090.451236905917
PETOHMm_hs_pos	10097.808219409131
PETOHMr_hs_pos	5707.169292086874
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4430.51064644309
PE_HStm_pos	10097.808219409133
PEt_neg	4071.4710879345453
PEt_pos	3325.0
PFK26_pos	3239.8220105335804
PFK_pos	544.6933759808157
PGCD_pos	3214.644577566166
PGDI_neg	2.8083678092439976
PGDI_pos	137.81808383027166
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.180072678837813
PGISr_pos	161.47210270629253
PGI_neg	4882.219540447072
PGI_pos	5627.585885508143
PGK_neg	3214.644577566166
PGK_pos	4939.143724545628
PGLYCP_pos	0.0
PGLYCt_neg	13437.184674493745
PGLYCt_pos	221.2996361274652
PGL_pos	6390.393612987211
PGLc_pos	31367.27302457988
PGLer_pos	11169.293474462438
PGMT_neg	3682.370773760011
PGMT_pos	5091.1440596872735
PGM_neg	3477.4164991990046
PGM_pos	7722.330659365744
PGPPT_pos	13437.184674493745
PGPP_hs_pos	13437.184674493745
PGS_pos	119.24679370219451
PGSr_pos	161.47210270629253
PHACCOAGLNAC_pos	18733.419607308373
PHCDm_pos	372.587022713825
PHCHGSm_neg	0.0
PHCHGSm_pos	1322.5870227138253
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18733.419607308366
PHEATB0tc_pos	1417.4505155969923
PHEMEe_pos	317.89470172171025
PHEMEt_pos	317.89470172171025
PHEMEtm_neg	0.0
PHEMEtm_pos	14522.882342432751
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	288.40845120862576
PHEt4_pos	412.8318955497922
PHEtec_neg	412.8318955497922
PHEtec_pos	508.4832827712171
PHEyLATthc_pos	740.8862137146375
PHYCBOXL_pos	18733.419607308373
PHYHx_pos	45.79150390783765
PHYQt_pos	4908.895731580691
PHYTt_neg	0.0
PHYTt_pos	45.79150390783766
PI345P3P_pos	3285.333088551813
PI345P3Pn_pos	9858.010131121775
PI345P5P_pos	3326.9238530222924
PI345P5Pn_pos	10645.769265563147
PI34P3Pn_pos	10645.769265563147
PI34P4Pn_pos	10645.769265563147
PI34P5K_pos	3326.923853022293
PI34P5Kn_pos	10645.769265563147
PI3P3Pn_pos	3059.953292032555
PI3P4K_pos	7862.709254887744
PI3P4Kn_pos	10645.769265563145
PI3P5K_pos	3692.799933790283
PI45P3K_pos	3285.3330885518135
PI45P3Kn_pos	9858.010131121775
PI45P4P_pos	4092.6999364546746
PI45P5P_pos	3310.326865752159
PI45P5Pn_pos	3800.0
PI45PLC_pos	8758.104663343953
PI45PLCn_pos	0.0
PI4P3K_pos	6751.870690654718
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10645.769265563144
PI4P5K_pos	3310.326865752158
PI4P5Kn_pos	9695.63133950899
PI4PLC_pos	7363.213040008821
PI4PLCn_pos	17878.930985139494
PI4PP_pos	4092.699936454675
PI5P3K_pos	3324.3235692394383
PI5P3Ker_pos	0.0
PI5P4K_pos	4092.699936454675
PI5P4Kn_pos	10093.160541397625
PIACGT_pos	51.121322949608434
PIK3_pos	4070.855041918561
PIK3er_pos	7718.438271378978
PIK3n_pos	10541.903060936136
PIK4_pos	4092.699936454674
PIK4n_pos	10490.689743286272
PIK5_pos	4439.331406469407
PIK5n_pos	10093.160541397629
PIPLC_pos	3782.1505985218114
PIPLCn_pos	18461.283022235704
PIt7_neg	488.94681908091536
PIt7_pos	511.1121496458872
PIt8_neg	307.0796230731299
PIt8_pos	488.94681908091536
PIt9_neg	949.5329448557732
PIt9_pos	949.5329448557732
PIter_neg	366.2043677231539
PIter_pos	2022.0681225743847
PItg_pos	6260.723975318898
PItn_neg	4352.470798111358
PItn_pos	5991.774309242246
PItx_neg	4500.471092288102
PItx_pos	0.0
PLA2_2_pos	10066.57560011528
PLA2_2e_pos	11554.049836772778
PLA2_pos	0.0
PMANM_neg	17029.699657497906
PMANM_pos	0.0
PMEVKc_pos	19830.4780720997
PMEVKx_pos	18043.226389525003
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33637.99509621376
PMTCOAFABP1tc_pos	13592.783897190293
PMTCOAtx_neg	3077.657843558173
PMTCOAtx_pos	5036.39542697863
PNP_neg	7857.602815770087
PNP_pos	0.0
PNTEH_pos	14158.994611120037
PNTEHe_pos	6138.308147832639
PNTK_pos	14130.24168877754
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4073.921443652648
PNTOt5le_pos	4087.4463433177634
PNTOte_neg	2056.347036674646
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3276.5855422232025
PPA_pos	5756.151884701374
PPAer_pos	8722.415544936977
PPAm_pos	3437.3203125538134
PPAn_pos	13740.416071772122
PPAt_pos	1524.2917478742595
PPAtm_pos	6006.529488672809
PPBNGS_pos	14522.882342432755
PPCDC_pos	3940.6229733118316
PPCOACm_pos	4203.325560173241
PPCOAOm_pos	12455.819409298412
PPD2CSPp_pos	48.56482028504437
PPDOx_pos	1047.2597844235277
PPDOy_pos	407.64471514584443
PPItm_neg	5910.234737900529
PPItm_pos	3819.39720143457
PPItr_neg	2022.0681225743847
PPItr_pos	2022.0681225743847
PPItx_neg	6608.676184213428
PPItx_pos	4500.471092288102
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4464.098629578909
PPM_pos	3010.8101766810264
PPNCL3_pos	14130.24168877754
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14522.882342432751
PPPGOm_pos	14522.882342432753
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20323.134696327303
PRASCS_neg	0.0
PRASCS_pos	20323.134696327295
PRDX_pos	6582.2008892374415
PRDXl_pos	12000.24667950164
PRFGS_pos	20323.134696327288
PRGNLONESULT_pos	7195.2446444582265
PRGNLONEtm_neg	61052.7450859154
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54226.70435517277
PRGSTRNt_neg	61052.7450859154
PRGSTRNt_pos	6.225453735579469
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.791503907837644
PRISTCOAtcx_pos	4908.895731580692
PRISTCOAtx_neg	6899.341521145123
PRISTCOAtx_pos	4908.89573158069
PRISTtx_neg	47.70543266591277
PRISTtx_pos	6899.341521145122
PRO1x_pos	499.8431986472076
PRO1xm_pos	610.589615434874
PROAKGOX1r_pos	0.0
PROD2_pos	1449.8431986472076
PROD2m_pos	4167.193717816904
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1457.4264852851293
PRODt2r_pos	1452.1881346729492
PROGLYPEPT1tc_pos	9343.933662854239
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9343.933662854239
PROIMINOtc_pos	1500.0825829431021
PROSTGD2t_neg	774.7976707228446
PROSTGD2t_pos	774.7976707228446
PROSTGE1t3_pos	3498.3532918074134
PROSTGE1t_neg	774.7976707228446
PROSTGE1t_pos	774.7976707228446
PROSTGE2t2_neg	406.56248849645425
PROSTGE2t2_pos	408.3086053671809
PROSTGE2t3_pos	3398.88654826629
PROSTGE2t_neg	408.3086053671809
PROSTGE2t_pos	406.56248849645425
PROSTGF2t_neg	616.8571804598968
PROSTGF2t_pos	616.8571804598968
PROSTGH2t_neg	1516.2730139619428
PROSTGH2t_pos	1516.2730139619428
PROSTGI2t_neg	1516.2730139619428
PROSTGI2t_pos	1516.2730139619428
PROSTGI2tr_neg	161.47210270629256
PROSTGI2tr_pos	6.180072678837813
PRO_Dtde_neg	1457.4264852851293
PRO_Dtde_pos	1452.1881346729492
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	444.7166951772981
PROt2r_pos	894.4383560588477
PROt4_2_r_neg	1086.1461004501184
PROt4_2_r_pos	1218.3083485373445
PROt4_pos	444.7166951772981
PRPNCOAHYDm_pos	12449.716546727288
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4198.068561711964
PRPPS_pos	3841.470147444311
PSDm_hs_pos	18290.287637551763
PSERT_pos	3214.644577566166
PSFLIP_pos	4430.51064644309
PSFLIPm_pos	18290.287637551763
PSP_L_pos	3214.644577566166
PSSA1_hs_neg	747.3129025466726
PSSA1_hs_pos	4076.7460949453202
PSSA2_hs_neg	16152.470326165856
PSSA2_hs_pos	4090.451236905917
PSYGCHe_pos	13651.735897007386
PSYTCHe_pos	14691.703074843112
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4430.51064644309
PSt3_pos	6.398678801045135
PTCRTD_neg	14148.108667634964
PTCRTD_pos	15.015690208060242
PTDCACRNCPT1_pos	28.526607399514237
PTDCACRNCPT2_pos	28.526607399514237
PTDCACRNt_pos	28.526607399514237
PTDCAt_neg	0.0
PTDCAt_pos	28.52660739951424
PTE2x_pos	0.0
PTE3x_pos	6534.131953031472
PTE4x_pos	6608.676184213429
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3261.9772675788777
PTPATe_neg	13019.88143860669
PTPATe_pos	22300.204710675665
PTRCAT1_pos	0.0
PTRCOX1_pos	12247.799226035451
PUNP1_neg	6042.493526624935
PUNP1_pos	3012.150380915529
PUNP2_neg	6628.531440632118
PUNP2_pos	5209.23091506328
PUNP3_neg	7775.367787959093
PUNP3_pos	1518.5712223698406
PUNP4_neg	7403.814676304487
PUNP4_pos	6162.083923650208
PUNP5_neg	4741.583374605877
PUNP5_pos	3637.4637514155916
PUNP6_neg	0.0
PUNP6_pos	7360.20657939798
PUNP7_neg	1518.5712223698406
PUNP7_pos	3878.9948507212816
PVD3_neg	10909.522146233023
PVD3_pos	76166.80984335217
PYAM5POr_pos	4067.2230846117664
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	3807.9198326522815
PYDAMtr_neg	0.0
PYDAMtr_pos	10067.464291330873
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	7940.47957467641
PYDXK_pos	3807.9198326522805
PYDXNK_pos	3807.919832652282
PYDXNtr_neg	0.0
PYDXNtr_pos	9055.175346272928
PYDXPP_pos	3807.919832652282
PYDXtr_neg	0.0
PYDXtr_pos	7817.989544509284
PYK_pos	379.09607070940297
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	7922.7413238409645
PYNP2r_pos	4952.30342552501
PYRt2m_neg	1240.6400414637358
PYRt2m_pos	1240.6400414637358
PYRt2p_neg	2532.4707762075645
PYRt2p_pos	2532.4707762075645
PYRt2r_neg	387.69551568735545
PYRt2r_pos	387.69551568735545
Q10H2e_neg	0.0
Q10H2e_pos	5538.172382380203
QUILSYN_pos	0.0
RADH2_pos	815.9007576686495
RADH3_pos	944.2155841411959
RADH4_pos	930.8166938975056
RADH_pos	817.2765272482142
RAHY_pos	1623.3774296281995
RAI1_neg	2206.273553064086
RAI1_pos	2206.273553064086
RAI2_neg	2206.273553064086
RAI2_pos	2206.273553064086
RAI3_neg	930.8166938975057
RAI3_pos	1200.8903453372093
RAI4_neg	1683.0153453372088
RAI4_pos	1667.12372251791
RAtn3_neg	0.0
RAtn3_pos	1200.890345337209
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3321.9649092149566
RBK_D_pos	0.0
RBK_pos	5586.947970228498
RBTt_pos	6406.148152051333
RDH1_neg	431.6288023243665
RDH1_pos	2206.273553064086
RDH1a_pos	431.6288023243665
RDH2_neg	519.0375913340629
RDH2_pos	2206.273553064086
RDH2a_pos	519.0375913340629
RDH3_neg	519.0375913340629
RDH3_pos	2206.273553064086
RDH3a_pos	519.0375913340629
RDH4_neg	0.0
RDH4_pos	930.8166938975057
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5296.6937908338305
RE0344C_pos	3181.2689114779287
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12308.275916897479
RE0383C_pos	5327.647500559602
RE0452M_neg	7612.637979575364
RE0452M_pos	29520.840415157883
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1146.8360859186514
RE0453C_pos	1146.8360859186514
RE0453M_neg	9212.673305163791
RE0453M_pos	28788.075314621234
RE0453N_neg	299.05388381765397
RE0453N_pos	299.05388381765397
RE0456M_neg	8850.32053372167
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.00663000886079
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12561.56090911434
RE0566C_neg	0.0
RE0566C_pos	12561.560909114338
RE0567C_neg	0.0
RE0567C_pos	12561.560909114338
RE0568C_neg	0.0
RE0568C_pos	12561.560909114338
RE0569C_pos	0.0
RE0569E_pos	5.2569695403598145
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11437.211234846398
RE0577C_pos	3194.900350186968
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5057.948747056534
RE0583C_pos	7082.862088855095
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	15847.352886332625
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	24618.843155352497
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33314.7749707448
RE0690X_pos	0.0
RE0691C_neg	31736.607123521146
RE0691C_pos	4021.5730085623763
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.814223597679755
RE0702E_pos	15.481636128808576
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	17778.722725684456
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	24618.843155352497
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	291.53797367293834
RE0830N_pos	291.53797367293834
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	7898.491350242855
RE0908G_neg	0.0
RE0908G_pos	0.0
