	WT-911-d_S144_L007_R1_001
STCOATxc_pos	4976.19434195508
STCOAtx_neg	4976.19434195508
STCOAtx_pos	9345.852570959543
STRDNCCOAtxc_pos	66.51620278320131
STRDNCCPT1_pos	41.02440276417734
STRDNCCPT2_pos	41.02440276417734
STRDNCCRNt_pos	41.02440276417734
STRDNCt_neg	7.028128119525846
STRDNCt_pos	4185.098529141865
STS1_pos	8046.39687879073
STS1r_pos	0.0
STS2_pos	8044.487168466438
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	8020.011192157864
SUBERCACT_neg	8020.011192157864
SUBERCACT_pos	28310.25544493787
SUBERCROT_neg	8020.011192157864
SUBERCROT_pos	28310.25544493787
SUBERICACT_pos	8020.011192157864
SUCCACT_pos	8015.590763057626
SUCCCROT_neg	8020.011192157864
SUCCCROT_pos	44198.22434252166
SUCCOAPET_pos	8020.011192157864
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	450.5807384043785
SUCCt2m_pos	450.5807384043785
SUCCt4_2_neg	5407.708172516993
SUCCt4_2_pos	6.109243570105937
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	427.12890279450147
SUCD1m_pos	15002.847403222402
SUCOAS1m_neg	454.6892824133512
SUCOAS1m_pos	454.6892824133512
SUCOASm_neg	454.6892824133512
SUCOASm_pos	454.6892824133512
SUCRe_pos	3.493307423322927
SULFOX_pos	9029.033214840909
Ser_Thrtg_neg	7085.04584923136
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	46217.58255212966
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	7.09935409440561
TAGHSTDe_pos	1900.0
TAGt_neg	5826.82727216527
TAGt_pos	1900.0
TALA_neg	2804.2079253305565
TALA_pos	605.212472295096
TAUBETAtc_pos	559.2860457090037
TAUPAT1c_pos	654.5965444615226
TAURCHAe_pos	1385.4328239190982
TAURt4_2_r_neg	559.2860457090037
TAURt4_2_r_pos	1453.2734619916573
TAURtcx_neg	1268.236978506383
TAURtcx_pos	4184.010800469194
TAXOLte_neg	0.0
TAXOLte_pos	7.510649772790001
TCHOLAt2_pos	1162.736013586818
TCHOLAt3_pos	3199.4327160670114
TCHOLAt_neg	991.2930648513543
TCHOLAt_pos	1788.7914756453245
TCHOLAte_neg	1216.8651291525337
TCHOLAte_pos	1788.7914756453245
TCHOLAtx_neg	7839.550103070586
TCHOLAtx_pos	3234.010800469194
TCYNTt_pos	6.71831593360472
TCYNTtm_pos	12.031286423515501
TDCHOLAte_neg	1389.474791971244
TDCHOLAte_pos	2155.670213950965
TDCHOLAtx_neg	4184.010800469194
TDCHOLAtx_pos	3234.0108004691942
TDCRNe_pos	8253.416017120857
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8529.650766871715
TDPm_pos	7687.992505519506
TETDEC2CRNe_pos	12791.001053185022
TETDECE1CRNe_pos	12791.001053185022
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	23.25178086699551
TETHEX3t_neg	7.882436733353494
TETHEX3t_pos	10.486762888621183
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	11.181021377595627
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.882436733353494
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	11.181021377595627
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	11.181021377595625
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.486762888621184
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.48676288862118
THBPT4ACAMDASE_pos	286.31270979585486
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	65318.56594255236
THD1m_pos	1421.0938920869617
THFt2_neg	5088.785762775847
THFt2_pos	41.8832539761358
THFtl_neg	3222.0169337447237
THFtl_pos	0.0
THFtm_neg	3565.3452346688828
THFtm_pos	7094.30710229624
THMATPe_pos	4479.695694032757
THMDt4_pos	6.762748925130281
THMDt5le_pos	7.058609119065739
THMMPt4_neg	12274.43508106177
THMMPt4_pos	9.298067558749311
THMMPtm_neg	7687.992505519508
THMMPtm_pos	0.0
THMPPtm_pos	7687.992505519505
THMP_pos	7642.729848398073
THMTP_pos	4229.910789599719
THMTPt_pos	28303.828240491468
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4479.695694032758
THP2Ctp_neg	49.31911358948012
THP2Ctp_pos	0.0
THRALANaEx_pos	895.5556562331335
THRASNNaEx_pos	1002.5117878956517
THRATB0tc_pos	1318.0877112207245
THRCYSNaEx_pos	861.2699780354203
THRD_L_pos	4.959045503468949
THRGLNNaEx_pos	823.6663531136517
THRGLNexR_neg	561.2461365343021
THRGLNexR_pos	680.4501454560068
THRGLYexR_neg	566.1348825782663
THRGLYexR_pos	680.4501454560068
THRPHELAT2tc_pos	601.3654158651898
THRSERNaEx_pos	905.333148321062
THRS_pos	0.0
THRt4_pos	471.82341914330215
THYMDt1_pos	5.879359040735041
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2536.9864404758478
THYMDtm_pos	5090.057269155897
THYMt_neg	12208.986078616968
THYMt_pos	9.192044276322417
THYOXt2_neg	976.8296554677391
THYOXt2_pos	976.8296554677391
THYOXt_neg	976.8296554677391
THYOXt_pos	976.8296554677391
THYPX_pos	10.115002948709217
TIGCRNe_pos	12139.771199847626
TKT1_neg	19601.878277191787
TKT1_pos	15749.791939369532
TKT2_neg	19601.878277191794
TKT2_pos	15749.791939369534
TMABADH_pos	0.0
TMDK1_pos	2483.220635856252
TMDK1m_pos	1753.973589982406
TMDPK_pos	7642.605993047383
TMDPPK_pos	4229.910789599719
TMDPP_neg	10.635195075714877
TMDPP_pos	12208.986078616963
TMDS_pos	12190.360657349089
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37967.661263028276
TMNDNCCOAtx_pos	148.0242768704806
TMNDNCCPT1_pos	507.8643791963485
TMNDNCCPT2_pos	507.8643791963485
TMNDNCCRNt_pos	507.8643791963485
TMNDNCt_neg	247.0156112222892
TMNDNCt_pos	13.565210005487343
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.510649772790002
TPI_neg	9125.38168431649
TPI_pos	4105.575263260937
TRDR2_pos	5115.939065217715
TRDR3_pos	5154.569270646097
TRDR_pos	2806.112252890322
TRDRm_pos	297.3842379424239
TREH_pos	0.0
TREHe_pos	3.445779915429913
TRIODTHYSUFt_pos	21.313433018122986
TRIODTHYSULT_pos	21.313433018122986
TRIODTHYt2_neg	976.8296554677391
TRIODTHYt2_pos	976.8296554677391
TRIODTHYt_neg	976.8296554677391
TRIODTHYt_pos	976.8296554677391
TRIOK_pos	3505.964896219232
TRPATB0tc_pos	1542.1211563194606
TRPHYDRO2_pos	2002.876354050182
TRPO2_pos	9.704723319837774
TRPt4_pos	1265.8068216535537
TRPt_neg	879.1264025361827
TRPt_pos	879.1264025361827
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	68531.20978509392
TSTSTERONEGLCtr_neg	68531.20978509396
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	61055.493343370275
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	61055.493343370275
TSTSTERONEt_neg	54876.02511253402
TSTSTERONEt_pos	9.254434610186577
TSTSTERONEtr_neg	9.643131497836293
TSTSTERONEtr_pos	54876.02511253402
TSULt4_3_neg	0.0
TSULt4_3_pos	12.031286423515501
TTDCAFATPc_pos	8852.460869788069
TTDCAtr_neg	0.0
TTDCAtr_pos	3329.3969513065513
TTDCPT1_pos	10657.683334354326
TTDCPT2_pos	10657.683334354326
TTDCRNt_pos	10657.683334354326
TXA2te_neg	170.62915318029602
TXA2te_pos	0.0
TXA2tr_neg	170.62915318029602
TXA2tr_pos	0.0
TXASr_pos	170.62915318029602
TYMSFt_pos	19508.703359187857
TYMSULT_pos	19508.703359187857
TYR3MO2_pos	9955.084791660503
TYRASE_pos	12692.749890362893
TYRATB0tc_pos	1542.1211563194606
TYRCBOX_pos	10847.097454642328
TYRDOPO3_pos	12692.749890362893
TYRDOPO_pos	48817.050593908316
TYROXDAc_pos	10930.105408254654
TYRPHELAT2tc_pos	471.43040233637
TYRTA_neg	6825.366762631556
TYRTA_pos	8486.841437344518
TYRTAm_neg	0.0
TYRTAm_pos	46217.58255212968
TYRt4_pos	1265.8068216535537
TYRt_neg	471.43040233637
TYRt_pos	879.1264025361827
UAG2EMAi_pos	4189.06878850317
UAG4E_neg	884.6736397320316
UAG4E_pos	9728.462641308395
UAGALDP_pos	555.9398957656508
UAGDP_pos	4189.06878850317
UDPACGALtl_neg	7127.333287552299
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9245.399716551237
UDPDOLPT_U_pos	9245.399716551237
UDPG1P_pos	16594.942244128822
UDPG4E_neg	5026.442169106384
UDPG4E_pos	12029.317245723007
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6414.673678947085
UDPGD_pos	12732.268283474585
UDPGLCAter_neg	2066.347275386823
UDPGLCAter_pos	2066.347275386823
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	13053.018648566705
UDPGP_pos	3325.9403100297304
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7127.333287552298
UGALGTg_pos	6414.673678947085
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	11193.995471102804
UGCG_pos	12980.239594089891
UGLCNACtg_neg	0.0
UGLCNACtg_pos	19081.26979578241
UGLT_neg	374.8169726821017
UGLT_pos	374.8169726821017
UGT1A10r_neg	10.34256567858552
UGT1A10r_pos	65724.4952045422
UGT1A1r_pos	59962.85988702145
UGT1A2r_pos	42883.193844868554
UGT1A3r_pos	70009.60920618019
UGT1A4r_pos	68531.20978509393
UGT1A5r2_pos	3960.7231957241806
UGT1A5r_pos	3943.1146780242525
UGT1A6r_pos	57247.69236494191
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	69755.7756622131
UMPK2_neg	374.87071464686085
UMPK2_pos	374.87071464686085
UMPK2n_neg	376.7272872228395
UMPK2n_pos	376.7272872228395
UMPK3_neg	374.87071464686085
UMPK3_pos	374.87071464686085
UMPK3n_neg	376.7272872228395
UMPK3n_pos	376.7272872228395
UMPK4_neg	374.87071464686085
UMPK4_pos	374.87071464686085
UMPK4n_neg	376.7272872228395
UMPK4n_pos	376.7272872228395
UMPK5_neg	374.87071464686085
UMPK5_pos	374.87071464686085
UMPK5n_neg	376.7272872228395
UMPK5n_pos	376.7272872228395
UMPK6_neg	374.87071464686085
UMPK6_pos	374.87071464686085
UMPK6n_neg	376.7272872228395
UMPK6n_pos	376.7272872228395
UMPK7_neg	374.87071464686085
UMPK7_pos	374.87071464686085
UMPK7n_neg	376.7272872228395
UMPK7n_pos	376.7272872228395
UMPK_neg	374.87071464686085
UMPK_pos	374.87071464686085
UMPKm_neg	9330.196443073593
UMPKm_pos	0.0
UMPKn_neg	376.7272872228395
UMPKn_pos	376.7272872228395
UMPtr_neg	2066.347275386823
UMPtr_pos	2066.347275386823
UNK2_pos	15381.38095896684
UNK3_pos	15921.19143378769
UPP3S_pos	14771.892025593079
UPPDC1_pos	14771.892025593079
UPPN_pos	14548.772927787471
URATEt_pos	9033.254184430947
URATEtx_pos	11408.254184430943
URAt_neg	7373.530368060823
URAt_pos	5.441613105591551
URCN_pos	11628.884305078183
UREAt5_neg	1439.1808015826568
UREAt5_pos	1439.1808015826568
UREAt_neg	1439.1808015826568
UREAt_pos	1439.1808015826568
UREAtm_neg	14839.12655919404
UREAtm_pos	0.0
URIDK2m_neg	6616.224020003826
URIDK2m_pos	3648.997575866372
URIK1_pos	439.8330034002949
URIt4_pos	933.9968860238625
URIt5le_pos	1407.995514247279
URIt_neg	933.9968860238625
URIt_pos	12036.137326083852
UROLACer_neg	0.0
UROLACer_pos	6759.051317848421
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9330.196443073592
Uritm_pos	0.0
Uritn_neg	13332.205333923624
Uritn_pos	0.0
VACCCPT1_pos	90659.94975372878
VACCCPT2_pos	90659.94975372878
VACCCRNt_pos	90659.94975372878
VACCt_neg	8898.048541970635
VACCt_pos	7.872224781117712
VALATB0tc_pos	1618.483542350485
VALLAT1tc_pos	630.1351400526771
VALPHELAT2tc_pos	547.7927883673947
VALTA_neg	7740.997239615448
VALTA_pos	4145.212575759693
VALTAm_neg	4145.212575759693
VALTAm_pos	15185.720597779733
VALt4_pos	1342.1692076845782
VALt5m_neg	4145.212575759693
VALt5m_pos	15185.720597779735
VALtec_neg	547.7927883673947
VALtec_pos	955.4887885672074
VD3_neg	10994.168324856499
VD3_pos	77312.35444439584
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9943.659842260317
VITD3t2_pos	1053.9904668594631
VITD3t_pos	1053.9904668594631
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4189.520004357578
VITKtl_pos	4976.19434195508
VLCS2p_pos	66369.84679107177
VLCS2r_pos	75360.87708062772
VLCSp_pos	65318.565942552326
VLCSr_pos	71808.87318586312
WHDDCAte_neg	7.51064977279
WHDDCAte_pos	0.0
WHHDCAte_neg	18448.482690796543
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7507.03883218642
WHTTDCAte_pos	0.0
XANDp_pos	12578.97235549679
XANtx_pos	11408.254184430947
XAO2x_pos	11914.663287184805
XAOx_pos	11408.254184430945
XOL27OHtm_neg	10912.504777520377
XOL27OHtm_pos	11471.974837759684
XOL7AH2tm_neg	70014.97265427402
XOL7AH2tm_pos	10895.547544210203
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	10895.547544210203
XOL7AONEtr_pos	7945.270593048593
XOLDIOLONEt_neg	65318.565942552326
XOLDIOLONEt_pos	7945.270593048593
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6930.986085625987
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	54433.06202453514
XOLTRI24te_neg	0.0
XOLTRI24te_pos	54433.06202453514
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	54390.27169443898
XOLTRI25te_neg	0.0
XOLTRI25te_pos	54390.27169443898
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	54151.03293209493
XOLTRI27te_neg	0.0
XOLTRI27te_pos	54151.03293209499
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	65318.56594255233
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8294.696301628397
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8294.696301628397
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5081.538585255616
XYLUR_neg	1281.538585255617
XYLUR_pos	1288.042675241526
XYLt_neg	858.4789597411702
XYLt_pos	0.0
XYLtly_pos	858.4789597411703
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	226.0723503899648
q10h2tc_neg	5665.472096253263
q10h2tc_pos	7483.415933828904
q10tm_neg	5665.472096253263
q10tm_pos	7483.415933828904
r0002_neg	2091.382772344705
r0002_pos	2375.0
r0009_pos	4583.630178368163
r0010_pos	6023.872173421499
r0013_pos	42.22958550538831
r0016_neg	2673.5905546152326
r0016_pos	4160.299698812988
r0021_neg	1453.593087335469
r0021_pos	534.6208168259627
r0022_neg	5314.117763191519
r0022_pos	485.55877625085816
r0027_neg	1460.097177321378
r0027_pos	1247.2132150456507
r0028_pos	3531.5840840488236
r0033_pos	14328.413011529447
r0034_pos	11841.768827097001
r0047_pos	2407.468561809111
r0051_neg	3.9920278686653337
r0051_pos	27267.58854095256
r0055_neg	1510.5832508929677
r0055_pos	7710.933059299477
r0060_pos	7803.3065136082705
r0062_pos	3373.6254119190676
r0068_pos	3446.7214917937545
r0074_neg	1174.4429434305425
r0074_pos	2757.9450721019493
r0081_neg	353.6120391851573
r0081_pos	353.6120391851573
r0082_pos	3665.3725270254513
r0083_pos	334.30296532272473
r0084_pos	12563.653354461621
r0085_pos	5176.069377131668
r0086_pos	7038.559426789694
r0093_pos	5.376483518789739
r0097_pos	3446.7214917937545
r0113_pos	19517.288634345317
r0119_pos	3272.6347096807244
r0122_pos	550.4920404897791
r0127_pos	7349.014140343412
r0129_neg	2243.5211448301725
r0129_pos	7008.706720051017
r0130_neg	7498.867791211299
r0130_pos	2243.5211448301725
r0139_neg	3.2608088228881016
r0139_pos	7.810804951670193
r0142_pos	9481.762110021491
r0145_neg	1321.2527806437693
r0145_pos	58477.27051922916
r0149_neg	7.810804951670193
r0149_pos	3.2608088228881016
r0153_pos	550.4920404897791
r0156_pos	5176.069377131668
r0157_pos	7038.559426789694
r0160_pos	3505.964896219232
r0163_pos	11027.64150631123
r0165_pos	550.4920404897791
r0166_pos	12132.30745340591
r0170_neg	437.08825768823056
r0170_pos	75516.2595108478
r0173_neg	2654.272715716236
r0173_pos	2654.272715716236
r0178_neg	1295.6950117901526
r0178_pos	12519.448787930474
r0179_pos	1295.6950117901526
r0181_neg	3.260808822888101
r0181_pos	3.260808822888101
r0186_pos	11730.804031717616
r0191_pos	666.4705099461628
r0193_neg	8796.22284414845
r0193_pos	6845.003112694078
r0196_neg	350.4239320093834
r0196_pos	14896.857441480739
r0202_neg	2654.272715716236
r0202_pos	2654.272715716236
r0208_neg	3132.6367073322135
r0208_pos	18711.169845673176
r0210_pos	7912.020177003614
r0224_pos	618.4225901510549
r0226_pos	3565.3452346688828
r0233_pos	5891.230266115573
r0236_pos	1279.7498815537226
r0239_neg	0.0
r0239_pos	9.980305791580317
r0242_neg	3.4582963543427723
r0242_pos	3.4582963543427723
r0245_neg	4110.452592651831
r0245_pos	6794.386548960738
r0246_pos	11179.193628767023
r0249_neg	2468.5242678175987
r0249_pos	2468.5242678175987
r0265_pos	5891.230266115573
r0267_neg	2112.8839622757273
r0267_pos	2106.379872289818
r0268_neg	2106.379872289818
r0268_pos	2112.8839622757273
r0276_neg	3886.5826436266434
r0276_pos	414.18112658442186
r0280_pos	550.4920404897791
r0281_neg	4.749999999999999
r0281_pos	15216.212013807552
r0283_pos	4982.789133891004
r0287_pos	18119.861224675176
r0295_pos	563.8124067634685
r0301_pos	3886.582643626642
r0308_pos	7654.241552274398
r0309_neg	4984.876699590651
r0309_pos	17273.9890456482
r0310_pos	4921.412926912243
r0311_pos	8287.224430486716
r0317_neg	345.68472742828385
r0317_pos	345.68472742828385
r0321_pos	3932.0544037208056
r0330_pos	1273.2457915678135
r0331_pos	4142.955419667314
r0339_pos	5520.973338099586
r0340_pos	11179.193628767023
r0345_neg	997.3228991421686
r0345_pos	997.3228991421686
r0354_pos	3274.2825778998995
r0355_pos	3274.2825778998995
r0357_pos	4380.484965627538
r0358_pos	4380.484965627537
r0360_pos	5636.7824379889835
r0361_pos	5570.259370090649
r0363_pos	6903.273043219892
r0364_pos	6854.878531463086
r0365_pos	12678.869377324427
r0377_pos	3634.469605382751
r0381_neg	4131.30898684807
r0381_pos	10001.221643804845
r0383_pos	6938.109308836916
r0384_pos	10889.842322301261
r0385_pos	12307.399302867809
r0386_pos	10770.32972152572
r0388_neg	4358.062546029942
r0388_pos	10222.341392199045
r0389_neg	4358.062546029942
r0389_pos	9240.35056429978
r0390_neg	3018.2584451813436
r0390_pos	4.274999999999999
r0391_neg	11.868562577203651
r0391_pos	4283.853996011917
r0392_neg	3505.964896219232
r0392_pos	6303.156464339418
r0393_pos	11179.193628767023
r0394_neg	541.1375008192506
r0394_pos	5812.317540504287
r0395_pos	541.1375008192506
r0398_pos	5378.555505017465
r0399_neg	286.31270979585486
r0399_pos	5904.787390467383
r0400_neg	5055.602557491832
r0400_pos	19429.229859286283
r0402_pos	0.0
r0403_neg	2002.876354050182
r0403_pos	7.564678954088211
r0407_neg	605.212472295096
r0407_pos	2803.222153214977
r0408_neg	487.0819768492094
r0408_pos	487.0819768492094
r0409_neg	487.0819768492094
r0409_pos	487.0819768492094
r0410_neg	4.194385342821816
r0410_pos	4.714578726983899
r0413_pos	550.4920404897791
r0422_neg	0.0
r0422_pos	3665.3725270254517
r0423_pos	334.30296532272473
r0424_neg	0.0
r0424_pos	12563.653354461625
r0425_neg	366.8701020533091
r0425_pos	494.86004389920265
r0426_neg	345.68472742828385
r0426_pos	345.68472742828385
r0434_neg	2399.4050631445252
r0434_pos	5255.391116070348
r0437_neg	3109.1098541124143
r0437_pos	5255.391116070348
r0441_neg	0.0
r0441_pos	312.83691939740186
r0443_pos	300.73538773748294
r0450_neg	0.0
r0450_pos	4005.998686951635
r0451_pos	70.7342574163241
r0456_pos	3432.344360628564
r0463_neg	10164.598771461433
r0463_pos	0.0
r0464_neg	347.99969766136275
r0464_pos	350.66754674382173
r0470_pos	659.9974106467586
r0472_neg	7261.291196267316
r0472_pos	760.3227383856297
r0474_neg	7761.999953430099
r0474_pos	760.3227383856297
r0475_neg	5732.856237231756
r0475_pos	760.3227383856297
r0480_neg	16091.1924510139
r0480_pos	12813.132031917548
r0483_neg	353.6120391851573
r0483_pos	353.6120391851573
r0488_neg	20437.29280698264
r0488_pos	369.18349172000825
r0494_neg	3.2608088228881016
r0494_pos	7.810804951670193
r0497_neg	7.810804951670193
r0497_pos	3.2608088228881016
r0502_pos	9217.454617542468
r0504_pos	9033.254184430949
r0509_pos	427.12890279450147
r0512_neg	7462.117214380884
r0512_pos	624.9266801369641
r0514_pos	3758.526061102263
r0517_neg	350.4239320093834
r0517_pos	14896.857441480737
r0522_pos	1643.9480560192783
r0523_pos	1643.9480560192783
r0525_neg	404.65285882952355
r0525_pos	26.379983754506792
r0527_neg	12.542546198578494
r0527_pos	5304.473551796281
r0531_neg	439.8330034002949
r0531_pos	3504.851740076694
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14433.957514700305
r0541_neg	303.5564958935708
r0541_pos	80.86853135150278
r0545_pos	883.8170000370912
r0546_pos	0.0
r0547_neg	883.8170000370912
r0547_pos	18965.25455745167
r0548_pos	0.0
r0549_neg	350.66754674382173
r0549_pos	347.99969766136275
r0552_neg	419.2638345655454
r0552_pos	485.19138693344723
r0553_neg	485.19138693344723
r0553_pos	419.2638345655454
r0555_pos	6938.109308836916
r0556_neg	10889.842322301261
r0556_pos	0.0
r0557_pos	70.73425741632411
r0558_neg	1387.9640153640403
r0558_pos	1387.9640153640403
r0559_neg	1387.9640153640403
r0559_pos	1387.9640153640403
r0560_pos	12115.40148205819
r0561_pos	279.4391885583906
r0568_pos	7450.407759164658
r0570_neg	4360.981943132825
r0570_pos	6207.190139210521
r0571_neg	13083.839886338017
r0571_pos	2118.9394607680347
r0573_pos	7281.006751808158
r0575_neg	437.08825768823056
r0575_pos	75516.25951084781
r0578_neg	4016.080997275448
r0578_pos	4149.4465407409225
r0579_pos	4016.080997275448
r0580_pos	4518.549931391104
r0584_neg	5304.47355179628
r0584_pos	3444.5467099859848
r0587_neg	3.4582963543427723
r0587_pos	3.4582963543427723
r0590_pos	14328.413011529447
r0591_neg	41913.712124250436
r0591_pos	3356.2826675428832
r0594_pos	26.63249298728659
r0595_pos	8804.492715085167
r0596_pos	12678.869377324427
r0598_pos	0.0
r0603_neg	320.1083070556501
r0603_pos	9504.230686308438
r0604_pos	9759.547472351316
r0610_neg	587.4073045880805
r0610_pos	587.4073045880805
r0611_neg	587.4073045880805
r0611_pos	587.4073045880805
r0614_neg	4016.080997275448
r0614_pos	32499.030259449897
r0615_neg	813.8679727382596
r0615_pos	820.3720627241687
r0616_neg	771.310022149064
r0616_pos	12310.877361283696
r0617_neg	820.3720627241687
r0617_pos	813.8679727382596
r0618_pos	771.310022149064
r0620_neg	0.0
r0620_pos	11027.641506311227
r0625_pos	0.0
r0627_neg	4155.9349843457285
r0627_pos	9.618664083201768
r0629_neg	4024.892311216003
r0629_pos	11932.892431278182
r0630_neg	3234.010800469194
r0630_pos	13089.480810004015
r0633_neg	5340.365682363645
r0633_pos	18766.491212837598
r0634_neg	34048.676214715815
r0634_pos	502.4916301344078
r0636_pos	14090.749237665108
r0637_pos	14090.749237665108
r0638_neg	5246.746274934723
r0638_pos	19623.895527501245
r0639_pos	14396.981401240659
r0641_neg	3157.0224697003655
r0641_pos	3157.0224697003655
r0642_neg	1387.9640153640403
r0642_pos	519.8749762143515
r0643_neg	2118.9394607680347
r0643_pos	13083.839886338017
r0644_neg	1387.9640153640403
r0644_pos	519.8749762143515
r0645_neg	0.0
r0645_pos	47.61051105351103
r0647_neg	1181.3197881376614
r0647_pos	0.0
r0650_neg	4706.677981376815
r0650_pos	4706.677981376815
r0651_neg	4706.677981376815
r0651_pos	3290.9266756713596
r0652_neg	5247.835716203048
r0652_pos	15170.093006202569
r0653_pos	12604.489108076847
r0655_neg	327.4057582661004
r0655_pos	11194.593544190384
r0656_pos	10770.32972152572
r0660_neg	19082.07682331506
r0660_pos	5483.548331184549
r0661_pos	24853.634803602643
r0666_neg	0.0
r0666_pos	20572.867979352086
r0668_neg	5055.602557491831
r0668_pos	19429.22985928628
r0669_pos	12024.991726723416
r0670_pos	9759.547472351316
r0671_pos	14457.525768901456
r0672_neg	54390.27169443899
r0672_pos	12303.422360270637
r0673_pos	0.0
r0679_neg	15159.406300665449
r0679_pos	4016.080997275448
r0680_neg	4016.080997275448
r0680_pos	32499.030259449868
r0683_pos	12867.720160247292
r0686_neg	388.2648651311653
r0686_pos	12330.792256553217
r0688_neg	1238.2908331401295
r0688_pos	1244.7949231260386
r0698_pos	16056.214960106929
r0706_pos	65318.56594255227
r0707_neg	4.721190816658103
r0707_pos	6.594525067695228
r0714_pos	12604.489108076847
r0715_pos	24178.91096451928
r0716_pos	12604.489108076847
r0717_pos	24178.91096451928
r0718_pos	14396.981401240659
r0719_pos	24853.634803602643
r0720_pos	14396.981401240659
r0721_pos	24853.634803602643
r0722_neg	5483.548331184549
r0722_pos	19082.076823315063
r0723_pos	24853.634803602643
r0724_neg	19082.07682331506
r0724_pos	5483.548331184549
r0726_neg	502.4916301344078
r0726_pos	34048.67621471582
r0727_pos	24853.63480360265
r0728_neg	34048.67621471582
r0728_pos	502.4916301344078
r0729_pos	24853.63480360265
r0730_pos	18119.861224675176
r0731_pos	18119.861224675176
r0732_pos	18119.861224675176
r0733_pos	18119.861224675176
r0734_pos	18119.861224675176
r0735_neg	5265.556826728873
r0735_pos	33797.25747755035
r0739_neg	68148.22782736173
r0739_pos	8213.634175384434
r0741_neg	0.0
r0741_pos	69439.3715864879
r0743_pos	65318.56594255229
