	WT-EPA-d_S142_L007_R1_001
NTD5m_pos	1765.8885762994785
NTD6_pos	4192.827799101665
NTD6l_pos	0.0
NTD7_pos	3142.0174269601107
NTD7e_pos	9573.187809913508
NTD7l_pos	0.0
NTD8_pos	3455.8897404379345
NTD8l_pos	0.0
NTD9_pos	4601.342251127383
NTD9e_pos	21.93994394225805
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.1262475902537594
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3565.322180340245
O16G1e_pos	19.491552172851012
O16G2e_pos	21.73495005914173
O2St_neg	4.037785403149151
O2St_pos	9009.134580196607
O2Stm_neg	8974.982137866324
O2Stm_pos	5.305427929663702
O2Stn_neg	0.0
O2Stn_pos	9061.02176613096
O2Stx_neg	0.0
O2Stx_pos	8999.854466362358
O2t_neg	16268.091160701639
O2t_pos	4421.723173693758
O2ter_neg	24797.174057501907
O2ter_pos	10018.717170632124
O2tm_neg	9837.641438278664
O2tm_pos	5293.442163171511
O2tn_neg	9061.02176613096
O2tn_pos	0.0
O2tp_neg	5541.61218570192
O2tp_pos	4501.879623150664
OAADC_pos	6517.6763380296325
OAGD3te_neg	0.0
OAGD3te_pos	19708.33292477314
OAGD3tg_neg	19708.33292477315
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18962.633702377512
OAGT3tg_neg	18962.63370237751
OAGT3tg_pos	0.0
OBDHc_pos	4238.850084084922
OCBTm_pos	11886.799500315805
OCCOAtm_pos	12575.98999285223
OCCOAtx_neg	24232.59403247389
OCCOAtx_pos	14029.642336813713
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23454.917964478627
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23454.917964478627
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23454.917964478627
OCDCAFATPc_pos	4230.8004645143965
OCDCAtr_neg	544.8714171844101
OCDCAtr_pos	544.8714171844101
OCDCEAtr_neg	544.8714171844101
OCDCEAtr_pos	544.8714171844101
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2011.4672459278372
OCT11EFATP_pos	23454.917964478627
OCTAt_neg	0.0
OCTAt_pos	9008.672609116144
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.0091799791123
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15737.49277824275
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15737.492778242744
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15737.492778242746
OCTDECE1CRNe_pos	15737.49277824274
ODECOAtx_neg	22.49484764040128
ODECOAtx_pos	0.0
OIVD1m_pos	10458.399435610407
OIVD2m_pos	12041.192301732475
OIVD3m_pos	9470.46291894826
OLEICFATPtc_pos	4330.034179085861
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.519104593966968
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19983.586554802998
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15740.666315215134
OMHPALTD_neg	0.0
OMHPALTD_pos	30090.526745485015
OMPDC_pos	10233.510457348782
ONPTHLte_neg	7.519104593966968
ONPTHLte_pos	0.0
OPAHir_pos	5873.3801895897495
ORETNF2_pos	1513.759932322951
ORETNF_pos	1496.4057920606986
ORETNtn2_neg	0.0
ORETNtn2_pos	1513.7599323229513
ORETNtn_neg	0.0
ORETNtn_pos	1496.4057920606983
ORNALArBATtc_pos	1213.1494196846197
ORNDC_pos	11776.725523949299
ORNLEUrBATtc_pos	1213.1494196846197
ORNTArm_neg	9714.959649623172
ORNTArm_pos	26.947570635792143
ORNt3m_neg	372.76408324296733
ORNt3m_pos	372.76408324296733
ORNt4m_neg	372.76408324296733
ORNt4m_pos	372.76408324296733
ORNtiDF_pos	1113.271641599788
OROTGLUt_neg	3775.0905413508026
OROTGLUt_pos	2163.8310074757646
ORPT_neg	10233.510457348782
ORPT_pos	0.0
OXAHCOtex_pos	1009.9649716710519
OXAtp_pos	12527.49654366734
P45011A1m_pos	61685.73290505413
P45011B11m_pos	54715.97330192345
P45011B12m_pos	52117.49160101126
P45011B21m_pos	53713.72395242263
P45017A1r_pos	54901.3115057466
P45017A2r_pos	54901.31150574662
P45017A3r_pos	54901.31150574658
P45017A4r_pos	54901.31150574659
P45019A1r_pos	51850.63507158859
P45019A2r_pos	51931.447197083195
P4501B1r_pos	51059.05929306634
P45021A1r_pos	54715.973301923426
P45021A2r_pos	52117.49160101125
P45027A11m_pos	65457.292823929776
P45027A12m_pos	7386.0159991522205
P45027A13m_pos	7386.0159991522205
P45027A14m_pos	66481.64642033479
P45027A15m_pos	7214.926276465006
P45027A16m_pos	7380.195286878833
P45027A1m_pos	2164.1393638376676
P4502A6_pos	7.519104593966968
P4502C18_pos	7.910408332886462
P4502C19_pos	7.5191045939669685
P4502C8_pos	7.519104593966968
P4502C92_pos	7.519104593966968
P4502C93_pos	7.519104593966968
P4502C94_pos	7.519104593966966
P4502C9_pos	7.5191045939669685
P4502D6_pos	7.519104593966967
P4502E1_pos	14.176265845974577
P4502F1_pos	7.519104593966968
P45039A1r_pos	54339.89449841001
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.519104593966967
P4503A7r_pos	52615.49752867775
P45046A1r_pos	54339.89449841001
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.948642716127821
P4504F81r_pos	0.0
P4507A1r_pos	11667.164515492163
P4507B11r_pos	54509.78683753186
P4507B12r_pos	54164.744863288215
P4508B11r_pos	65621.83703458172
P4508B13r_pos	65457.29282392976
P450LTB4r_pos	0.0
P450SCC1m_neg	2164.1393638376676
P450SCC1m_pos	56170.305919156046
P5CDm_pos	1177.4856310114887
P5CR_pos	485.344599023306
P5CRm_pos	703.3869137773809
P5CRxm_pos	539.9416361183776
PACCOAL_pos	19053.469265340555
PAFH_pos	4280.796097316139
PAFHe_pos	6654.971844055366
PAFS_pos	4280.796097316139
PAFt_neg	6658.022943211156
PAFt_pos	6.941432032701462
PAIL45P_HStn_neg	6814.969994197716
PAIL45P_HStn_pos	7992.623198735515
PAIL4P_HStn_neg	4941.233723993213
PAIL4P_HStn_pos	5492.6850094118745
PAIL_HStn_neg	7980.555775375117
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8672.36906304343
PAN4PP_pos	4161.550383167869
PAN4PPe_pos	5733.863453492753
PAPStg_neg	0.0
PAPStg_pos	38798.435754144746
PAPtg_pos	38798.43575414475
PA_HSter_neg	5564.244538615443
PA_HSter_pos	0.0
PA_HStg_neg	5564.244538615443
PA_HStg_pos	0.0
PA_HStn_neg	17675.91690940514
PA_HStn_pos	0.0
PCFLOPm_pos	10351.536853971245
PCHOLHSTDe_pos	10560.990334613594
PCHOLP_hs_pos	756.2376715995151
PCHOLPg_hs_pos	5564.244538615443
PCHOLPm_hs_pos	13661.553365979189
PCHOLPr_hs_pos	5564.244538615443
PCHOL_HSter_neg	5765.414086320419
PCHOL_HSter_pos	5564.244538615443
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5564.244538615443
PCLAD_pos	47.63323705428359
PCREATtmdiffir_pos	3770.0642729150686
PCRNtc_pos	4892.580222501702
PCRNtm_pos	1687.6481207101333
PCm_pos	5617.880849460988
PCt_pos	12317.065035220441
PDE1_pos	3390.1777431924093
PDE1g_pos	0.0
PDE4_pos	3360.4060481366087
PDE4g_pos	0.0
PDE4n_pos	11194.852744685522
PDHm_pos	6652.233228332176
PDX5PO_pos	4320.839483701451
PDXPP_pos	4056.373187547071
PEAMNO_pos	19053.469265340555
PECDCHe_pos	5070.84558975973
PECGCHLe_pos	14475.796502622577
PECGONCOATr_pos	0.0
PECTCHLe_pos	15553.775366825435
PEFLIP_pos	4167.740957642163
PEFLIPm_pos	4550.735736559081
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5763.142963546396
PEPCKm_pos	8681.53935629774
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.519104593966967
PERILLYLte_pos	0.0
PEROXx_pos	47.187312018814765
PETHCT_pos	4242.749699186429
PETOHMm_hs_pos	10351.536853971245
PETOHMr_hs_pos	5765.414086320419
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4550.7357365590815
PE_HStm_pos	10351.536853971245
PEt_neg	4167.740957642163
PEt_pos	3325.0
PFK26_pos	3327.7022098105804
PFK_pos	626.4053510053159
PGCD_pos	3781.221668286031
PGDI_neg	2.502302911731215
PGDI_pos	136.84363458711547
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.26776606077054
PGISr_pos	163.925816951772
PGI_neg	5015.357179013934
PGI_pos	5804.299316787656
PGK_neg	3738.1412746648853
PGK_pos	5035.246294399946
PGLYCP_pos	0.0
PGLYCt_neg	13654.23916097902
PGLYCt_pos	226.79779323416855
PGL_pos	6560.959595401281
PGLc_pos	32108.694154357006
PGLer_pos	11249.750542740943
PGMT_neg	3830.4824178865642
PGMT_pos	5229.313449029281
PGM_neg	3635.7718121155017
PGM_pos	8333.689043459566
PGPPT_pos	13654.239160979016
PGPP_hs_pos	13654.239160979016
PGS_pos	121.23175060703483
PGSr_pos	163.92581695177194
PHACCOAGLNAC_pos	19053.469265340555
PHCDm_pos	390.93090867049193
PHCHGSm_neg	0.0
PHCHGSm_pos	1340.930908670492
PHEACGLNt_neg	0.0
PHEACGLNt_pos	19053.469265340555
PHEATB0tc_pos	1467.8820333164654
PHEMEe_pos	341.23366465000765
PHEMEt_pos	341.23366465000765
PHEMEtm_neg	0.0
PHEMEtm_pos	14805.280766145783
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	289.83933713336563
PHEt4_pos	421.7965469923441
PHEtec_neg	421.7965469923441
PHEtec_pos	498.7329700447402
PHEyLATthc_pos	758.1510100748069
PHYCBOXL_pos	19053.469265340555
PHYHx_pos	47.18731201881478
PHYQt_pos	4988.879446959165
PHYTt_neg	0.0
PHYTt_pos	47.18731201881479
PI345P3P_pos	3379.7501857009984
PI345P3Pn_pos	10155.755285108522
PI345P5P_pos	3421.400006624651
PI345P5Pn_pos	10938.791547077935
PI34P3Pn_pos	10938.791547077935
PI34P4Pn_pos	10938.791547077934
PI34P5K_pos	3421.400006624651
PI34P5Kn_pos	10938.791547077935
PI3P3Pn_pos	3070.6987020761703
PI3P4K_pos	8074.5722855396625
PI3P4Kn_pos	10938.791547077935
PI3P5K_pos	3830.8007489149068
PI45P3K_pos	3379.750185700999
PI45P3Kn_pos	10155.75528510852
PI45P4P_pos	4180.555775375122
PI45P5P_pos	3407.593192933236
PI45P5Pn_pos	3800.0
PI45PLC_pos	8924.680589586484
PI45PLCn_pos	0.0
PI4P3K_pos	6954.735048503424
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10938.791547077935
PI4P5K_pos	3407.593192933236
PI4P5Kn_pos	9997.274524546146
PI4PLC_pos	7504.339507382146
PI4PLCn_pos	18364.93119356787
PI4PP_pos	4180.555775375122
PI5P3K_pos	3441.0767912624488
PI5P3Ker_pos	0.0
PI5P4K_pos	4180.555775375121
PI5P4Kn_pos	10389.789527447285
PIACGT_pos	51.86303831365408
PIK3_pos	4159.708808496234
PIK3er_pos	7804.748109529874
PIK3n_pos	10836.433470176344
PIK4_pos	4180.555775375121
PIK4n_pos	10782.304530348432
PIK5_pos	4549.432766148692
PIK5n_pos	10389.789527447285
PIPLC_pos	3862.9378065545775
PIPLCn_pos	18979.14544169824
PIt7_neg	523.0411124993101
PIt7_pos	528.2189123639057
PIt8_neg	356.28351429496854
PIt8_pos	523.0411124993101
PIt9_neg	1085.5902296135607
PIt9_pos	1085.5902296135607
PIter_neg	377.44610976983586
PIter_pos	2025.8153699232787
PItg_pos	6430.562949612264
PItn_neg	4357.484997098858
PItn_pos	6046.539728646514
PItx_neg	4593.755781404573
PItx_pos	0.0
PLA2_2_pos	10425.02459019975
PLA2_2e_pos	11950.390496497695
PLA2_pos	0.0
PMANM_neg	17359.47252690831
PMANM_pos	0.0
PMEVKc_pos	20342.048444554217
PMEVKx_pos	18395.345115833537
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34423.94542507594
PMTCOAFABP1tc_pos	13755.269038426932
PMTCOAtx_neg	3100.8944636013334
PMTCOAtx_pos	5162.4515557144405
PNP_neg	8186.754085952029
PNP_pos	0.0
PNTEH_pos	14411.028284722317
PNTEHe_pos	6194.551526513303
PNTK_pos	14385.363055968463
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4304.412131342735
PNTOt5le_pos	4321.119808604629
PNTOte_neg	2072.775070316678
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3374.70053483267
PPA_pos	5939.299732164615
PPAer_pos	8903.056360418284
PPAm_pos	3529.736413635773
PPAn_pos	14003.35665244349
PPAt_pos	1612.4625145429347
PPAtm_pos	6297.8227222953055
PPBNGS_pos	14805.280766145785
PPCDC_pos	3992.0452799864556
PPCOACm_pos	4248.769422580241
PPCOAOm_pos	12680.757839305132
PPD2CSPp_pos	49.245902047540675
PPDOx_pos	1046.9792517141436
PPDOy_pos	416.3633057870633
PPItm_neg	6124.597811230932
PPItm_pos	3900.068203195473
PPItr_neg	2025.8153699232787
PPItr_pos	2025.8153699232787
PPItx_neg	6875.457620876274
PPItx_pos	4593.755781404571
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4640.213912123107
PPM_pos	3094.8956730555674
PPNCL3_pos	14385.363055968466
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14805.28076614579
PPPGOm_pos	14805.280766145794
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20667.349214698417
PRASCS_neg	0.0
PRASCS_pos	20667.349214698417
PRDX_pos	6717.145115325686
PRDXl_pos	12107.191481527452
PRFGS_pos	20667.349214698414
PRGNLONESULT_pos	8068.812036106535
PRGNLONEtm_neg	61685.73290505411
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54901.311505746606
PRGSTRNt_neg	61685.7329050541
PRGSTRNt_pos	6.282896417810372
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.18731201881477
PRISTCOAtcx_pos	4988.879446959165
PRISTCOAtx_neg	7242.335956082878
PRISTCOAtx_pos	4988.879446959165
PRISTtx_neg	49.13439121630982
PRISTtx_pos	7242.3359560828785
PRO1x_pos	485.344599023306
PRO1xm_pos	539.9416361183776
PROAKGOX1r_pos	0.0
PROD2_pos	1435.344599023306
PROD2m_pos	4190.209594528106
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1469.7735028436553
PRODt2r_pos	1469.7735028436553
PROGLYPEPT1tc_pos	9504.751318147259
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9504.751318147257
PROIMINOtc_pos	1533.8875359195845
PROSTGD2t_neg	646.7292235661844
PROSTGD2t_pos	646.7292235661844
PROSTGE1t3_pos	3817.2155398006735
PROSTGE1t_neg	646.7292235661844
PROSTGE1t_pos	646.7292235661844
PROSTGE2t2_neg	391.8007685509368
PROSTGE2t2_pos	391.8007685509368
PROSTGE2t3_pos	3752.5111743766574
PROSTGE2t_neg	391.8007685509368
PROSTGE2t_pos	391.8007685509368
PROSTGF2t_neg	530.1717887980175
PROSTGF2t_pos	530.1717887980175
PROSTGH2t_neg	1434.9265948720672
PROSTGH2t_pos	1434.9265948720672
PROSTGI2t_neg	1434.9265948720672
PROSTGI2t_pos	1434.9265948720672
PROSTGI2tr_neg	163.925816951772
PROSTGI2tr_pos	6.26776606077054
PRO_Dtde_neg	1469.7735028436553
PRO_Dtde_pos	1469.7735028436553
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	446.79545866846007
PROt2r_pos	930.0061430092348
PROt4_2_r_neg	940.535784225038
PROt4_2_r_pos	1061.1122625063736
PROt4_pos	446.79545866846007
PRPNCOAHYDm_pos	12673.41160954224
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4298.830219134252
PRPPS_pos	4014.1164224563245
PSDm_hs_pos	18826.998994410063
PSERT_pos	3781.221668286031
PSFLIP_pos	4550.7357365590815
PSFLIPm_pos	18826.998994410063
PSP_L_pos	3781.221668286031
PSSA1_hs_neg	756.2376715995151
PSSA1_hs_pos	4249.084284651143
PSSA2_hs_neg	16468.499406029965
PSSA2_hs_pos	4242.749699186432
PSYGCHe_pos	13802.741630333929
PSYTCHe_pos	15029.82021969178
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4550.735736559082
PSt3_pos	6.436914424864664
PTCRTD_neg	14536.6412414404
PTCRTD_pos	15.261944952679396
PTDCACRNCPT1_pos	29.11478169066887
PTDCACRNCPT2_pos	29.11478169066887
PTDCACRNt_pos	29.11478169066887
PTDCAt_neg	0.0
PTDCAt_pos	29.11478169066887
PTE2x_pos	0.0
PTE3x_pos	6840.678439287289
PTE4x_pos	6875.4576208762755
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3358.8044642345963
PTPATe_neg	13524.665675341386
PTPATe_pos	22777.31433612337
PTRCAT1_pos	0.0
PTRCOX1_pos	12508.262234275744
PUNP1_neg	6303.052658496226
PUNP1_pos	3096.0681365725827
PUNP2_neg	6732.305322221553
PUNP2_pos	5498.06563134427
PUNP3_neg	8082.924763291225
PUNP3_pos	1542.293672244257
PUNP4_neg	7740.399820206787
PUNP4_pos	6432.93681425842
PUNP5_neg	4817.966812813715
PUNP5_pos	3780.4546893006946
PUNP6_neg	0.0
PUNP6_pos	7346.472090729984
PUNP7_neg	1542.293672244257
PUNP7_pos	3953.3410983050762
PVD3_neg	10981.359620375706
PVD3_pos	77027.20423652741
PYAM5POr_pos	4320.839483701451
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4056.373187547071
PYDAMtr_neg	0.0
PYDAMtr_pos	10237.464750782003
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8055.8893783439935
PYDXK_pos	4056.373187547071
PYDXNK_pos	4056.373187547072
PYDXNtr_neg	0.0
PYDXNtr_pos	9246.602567271839
PYDXPP_pos	4056.373187547071
PYDXtr_neg	0.0
PYDXtr_pos	7932.637081857657
PYK_pos	444.7892508981014
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8055.60694163283
PYNP2r_pos	5302.093574000598
PYRt2m_neg	1332.5116782061075
PYRt2m_pos	1332.5116782061075
PYRt2p_neg	2652.229401984721
PYRt2p_pos	2652.229401984721
PYRt2r_neg	496.2995087227695
PYRt2r_pos	496.2995087227695
Q10H2e_neg	0.0
Q10H2e_pos	5610.140953250839
QUILSYN_pos	0.0
RADH2_pos	835.7946189518351
RADH3_pos	966.5790233751242
RADH4_pos	949.2807294183452
RADH_pos	836.1438861727921
RAHY_pos	1636.3717880800657
RAI1_neg	2226.7858024046627
RAI1_pos	2226.7858024046627
RAI2_neg	2226.7858024046627
RAI2_pos	2226.7858024046627
RAI3_neg	949.2807294183451
RAI3_pos	1224.4849323229512
RAI4_neg	1706.609932322951
RAI4_pos	1689.2557920606985
RAtn3_neg	0.0
RAtn3_pos	1224.4849323229514
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3433.743253106477
RBK_D_pos	0.0
RBK_pos	5675.398050111486
RBTt_pos	6466.302070623042
RDH1_neg	469.74361040935605
RDH1_pos	2226.7858024046627
RDH1a_pos	469.74361040935605
RDH2_neg	523.6155122101405
RDH2_pos	2226.7858024046627
RDH2a_pos	523.6155122101405
RDH3_neg	523.6155122101405
RDH3_pos	2226.7858024046627
RDH3a_pos	523.6155122101405
RDH4_neg	0.0
RDH4_pos	949.2807294183452
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5415.7448717688985
RE0344C_pos	3288.27733627804
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12538.260192649135
RE0383C_pos	5351.124928193936
RE0452M_neg	7801.254623679524
RE0452M_pos	30241.775661186894
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1155.0499066360571
RE0453C_pos	1155.0499066360571
RE0453M_neg	9842.568027434165
RE0453M_pos	29660.748719085546
RE0453N_neg	314.02005402590055
RE0453N_pos	314.02005402590055
RE0456M_neg	9304.893089278623
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.671614573735198
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12935.645378614483
RE0566C_neg	0.0
RE0566C_pos	12935.645378614483
RE0567C_neg	0.0
RE0567C_pos	12935.645378614483
RE0568C_neg	0.0
RE0568C_pos	12935.645378614481
RE0569C_pos	0.0
RE0569E_pos	5.257928626241512
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11756.564093270285
RE0577C_pos	3297.086183305867
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5177.487518056818
RE0583C_pos	7163.303799916563
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	16122.856641344977
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	25069.155528606014
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33888.78441567046
RE0690X_pos	0.0
RE0691C_neg	32330.02882052564
RE0691C_pos	4062.3301229248154
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.8551706098348015
RE0702E_pos	15.671800450764009
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	18054.075092634113
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	25069.155528606014
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	303.5353335657444
RE0830N_pos	303.5353335657444
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	8068.812036106532
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	8068.812036106535
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.1061770228067305
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.355048067219839
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
RE0935C_neg	0.0
RE0935C_pos	0.0
RE0935E_neg	12.74661313323932
RE0935E_pos	10.8
RE0936C_neg	0.0
RE0936C_pos	0.0
RE0936E_neg	4.75
RE0936E_pos	4.75
RE0937C_neg	0.0
RE0937C_pos	0.0
RE0937E_neg	4.75
RE0937E_pos	4.75
RE0938C_neg	0.0
RE0938C_pos	0.0
RE0938E_neg	4.75
RE0938E_pos	6.579277246339289
RE0944C_neg	0.0
RE0944C_pos	0.0
RE0944E_neg	19.28087222086518
RE0944E_pos	4.275
RE0958C_neg	0.0
RE0958C_pos	0.0
RE0958E_neg	3.1061770228067305
RE0958E_pos	4.275
RE1062C_neg	0.0
RE1062C_pos	0.0
RE1062M_neg	0.0
RE1062M_pos	0.0
RE1063C_neg	0.0
RE1063C_pos	0.0
RE1064C_neg	0.0
RE1064C_pos	0.0
RE1077C_neg	0.0
RE1077C_pos	0.0
RE1096C_pos	0.0
RE1096M_pos	0.0
RE1096R_pos	0.0
RE1099C_neg	0.0
RE1099C_pos	0.0
RE1099G_neg	0.0
RE1099G_pos	0.0
RE1099L_neg	0.0
RE1099L_pos	0.0
RE1099R_neg	0.0
RE1099R_pos	0.0
RE1100C_neg	0.0
RE1100C_pos	8068.812036106533
RE1100G_neg	0.0
RE1100G_pos	0.0
RE1100L_neg	0.0
RE1100L_pos	0.0
RE1100R_neg	0.0
RE1100R_pos	0.0
RE1134C_pos	0.0
RE1134M_pos	0.0
RE1134R_pos	0.0
RE1135C_neg	0.0
RE1135C_pos	8068.812036106533
RE1135G_neg	0.0
RE1135G_pos	0.0
RE1135L_neg	0.0
RE1135L_pos	0.0
RE1135R_neg	0.0
RE1135R_pos	0.0
RE1233C_neg	1185.235452220142
RE1233C_pos	0.0
RE1233M_neg	0.0
RE1233M_pos	0.0
RE1234C_neg	0.0
RE1234C_pos	0.0
RE1235C_neg	0.0
RE1235C_pos	0.0
RE1236C_neg	0.0
RE1236C_pos	0.0
RE1238X_neg	0.0
RE1238X_pos	0.0
RE1240C_neg	0.0
RE1240C_pos	0.0
RE1254C_neg	0.0
RE1254C_pos	49.245902047540675
RE1266C_pos	0.0
RE1303C_pos	7533.440833643755
RE1308C_pos	0.0
RE1308M_pos	0.0
RE1309C_pos	0.0
RE1309M_pos	0.0
RE1310C_pos	0.0
RE1310M_pos	0.0
RE1311C_pos	0.0
RE1311M_pos	0.0
RE1317C_neg	0.0
RE1317C_pos	0.0
RE1342C_neg	3738.8566199650168
RE1342C_pos	1269.3840540729198
RE1441G_neg	0.0
RE1441G_pos	0.0
RE1441R_pos	7201.025838097097
RE1447M_neg	0.0
RE1447M_pos	2422.523679729717
RE1447N_neg	3800.0
