	WT-e_S150_L007_R1_001
UMPK7_neg	374.6834598954532
UMPK7_pos	374.6834598954532
UMPK7n_neg	376.4881152441162
UMPK7n_pos	376.4881152441162
UMPK_neg	374.6834598954532
UMPK_pos	374.6834598954532
UMPKm_neg	9186.178381030886
UMPKm_pos	0.0
UMPKn_neg	376.4881152441162
UMPKn_pos	376.4881152441162
UMPtr_neg	2061.4249925374984
UMPtr_pos	2061.4249925374984
UNK2_pos	15494.661012681408
UNK3_pos	15954.08575806578
UPP3S_pos	14751.619869725275
UPPDC1_pos	14751.619869725275
UPPN_pos	14570.17494503788
URATEt_pos	9030.989607914917
URATEtx_pos	11405.989607914918
URAt_neg	7350.360487698842
URAt_pos	5.458664853054413
URCN_pos	11765.928524875517
UREAt5_neg	1820.5064662293266
UREAt5_pos	1820.5064662293266
UREAt_neg	1820.5064662293266
UREAt_pos	1820.5064662293266
UREAtm_neg	14627.565218411879
UREAtm_pos	0.0
URIDK2m_neg	6728.314309947171
URIDK2m_pos	3601.6357779156892
URIK1_pos	433.70587065796167
URIt4_pos	893.061340984899
URIt5le_pos	1407.4837109154848
URIt_neg	893.061340984899
URIt_pos	12125.058177009378
UROLACer_neg	0.0
UROLACer_pos	6756.56789456003
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9186.178381030888
Uritm_pos	0.0
Uritn_neg	13448.22313433985
Uritn_pos	0.0
VACCCPT1_pos	91039.4541656987
VACCCPT2_pos	91039.4541656987
VACCCRNt_pos	91039.4541656987
VACCt_neg	8901.98131368925
VACCt_pos	7.9245958927570355
VALATB0tc_pos	1653.6562651197028
VALLAT1tc_pos	707.764233098057
VALPHELAT2tc_pos	606.3392918535835
VALTA_neg	7753.843612842239
VALTA_pos	4089.8610338915714
VALTAm_neg	4089.8610338915714
VALTAm_pos	15219.819048637204
VALt4_pos	1385.8609713091769
VALt5m_neg	4089.8610338915714
VALt5m_pos	15219.819048637204
VALtec_neg	606.3392918535835
VALtec_pos	936.6540540063027
VD3_neg	11020.484386249696
VD3_pos	77208.95091131184
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9962.02312903351
VITD3t2_pos	1055.17077851498
VITD3t_pos	1055.17077851498
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4234.950011461618
VITKtl_pos	5009.21909347398
VLCS2p_pos	66537.34223136272
VLCS2r_pos	75436.52976708721
VLCSp_pos	65478.711720202904
VLCSr_pos	71923.18932965503
WHDDCAte_neg	7.553445490440861
WHDDCAte_pos	0.0
WHHDCAte_neg	18533.756879224566
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7505.340147434913
WHTTDCAte_pos	0.0
XANDp_pos	12574.654750661632
XANtx_pos	11405.989607914918
XAO2x_pos	11912.093856850259
XAOx_pos	11405.989607914918
XOL27OHtm_neg	11211.98983795671
XOL27OHtm_pos	11553.0788212484
XOL7AH2tm_neg	70180.36271815692
XOL7AH2tm_pos	11190.545278794265
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11190.545278794265
XOL7AONEtr_pos	7980.869142286295
XOLDIOLONEt_neg	65478.71172020287
XOLDIOLONEt_pos	7980.869142286295
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	7004.3774630668
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	54568.134006444285
XOLTRI24te_neg	0.0
XOLTRI24te_pos	54568.13400644427
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	54497.69322232814
XOLTRI25te_neg	0.0
XOLTRI25te_pos	54497.69322232814
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	54177.40145051856
XOLTRI27te_neg	0.0
XOLTRI27te_pos	54177.40145051856
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	65478.711720202824
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8359.647856622882
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8359.647856622882
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5080.498033990807
XYLUR_neg	1280.4980339908072
XYLUR_pos	1295.553219528727
XYLt_neg	855.5150089537076
XYLt_pos	0.0
XYLtly_pos	855.5150089537077
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	228.14841217383741
q10h2tc_neg	5677.356190631726
q10h2tc_pos	7494.702239146868
q10tm_neg	5677.356190631726
q10tm_pos	7494.702239146869
r0002_neg	2097.622946779563
r0002_pos	2375.0
r0009_pos	4617.822083750869
r0010_pos	6020.017021044387
r0013_pos	42.16396043423308
r0016_neg	2679.0122519868364
r0016_pos	4300.5076529251055
r0021_neg	1455.113112850279
r0021_pos	537.7673496694325
r0022_neg	5338.653632588642
r0022_pos	484.4003318333276
r0027_neg	1470.168298388199
r0027_pos	1250.4176326489826
r0028_pos	3608.992560733958
r0033_pos	14354.180593926209
r0034_pos	11896.006042493493
r0047_pos	2415.0699196373594
r0051_neg	3.988148799982431
r0051_pos	27316.280139455892
r0055_neg	1512.836668591333
r0055_pos	7768.365539733188
r0060_pos	7721.363948248553
r0062_pos	3440.3586933876454
r0068_pos	3458.222264199425
r0074_neg	1187.0944034951594
r0074_pos	2710.7465429218196
r0081_neg	358.9160202874406
r0081_pos	358.9160202874406
r0082_pos	3696.3427178278675
r0083_pos	344.96236183005715
r0084_pos	12605.76053903485
r0085_pos	5206.549486707787
r0086_pos	7076.277968351435
r0093_pos	5.432332212492833
r0097_pos	3458.222264199425
r0113_pos	19556.329132115166
r0119_pos	3226.621673869433
r0122_pos	540.5975534064457
r0127_pos	7309.158595910814
r0129_neg	2486.231706024306
r0129_pos	7096.5112761120245
r0130_neg	7460.145344364405
r0130_pos	2486.231706024306
r0139_neg	3.3032559875361693
r0139_pos	7.935912384317132
r0142_pos	9519.832164647803
r0145_neg	1163.7873710928627
r0145_pos	58482.62101368526
r0149_neg	7.935912384317131
r0149_pos	3.3032559875361693
r0153_pos	540.5975534064457
r0156_pos	5206.549486707787
r0157_pos	7076.277968351435
r0160_pos	3746.712788661871
r0163_pos	11085.886574587494
r0165_pos	540.5975534064457
r0166_pos	12222.655339537954
r0170_neg	424.3491336466614
r0170_pos	75420.14737672675
r0173_neg	2650.379686957498
r0173_pos	2650.379686957498
r0178_neg	1315.8650460063511
r0178_pos	12578.07860958924
r0179_pos	1315.8650460063511
r0181_neg	3.3032559875361693
r0181_pos	3.3032559875361693
r0186_pos	11778.363050453952
r0191_pos	703.14224627066
r0193_neg	8843.92836649647
r0193_pos	6860.29851688951
r0196_neg	361.48929409880856
r0196_pos	14881.819431757842
r0202_neg	2650.379686957498
r0202_pos	2650.379686957498
r0208_neg	3112.082176428976
r0208_pos	18719.621997720922
r0210_pos	7840.737119655307
r0224_pos	640.8610621410129
r0226_pos	3684.6974251378956
r0233_pos	5864.7326464241705
r0236_pos	1295.6560139090725
r0239_neg	0.0
r0239_pos	10.01476291116536
r0242_neg	3.4570687610216595
r0242_pos	3.4570687610216595
r0245_neg	4358.70891450986
r0245_pos	6766.442973286067
r0246_pos	11203.73237793582
r0249_neg	2490.001654060651
r0249_pos	2490.001654060651
r0265_pos	5864.7326464241705
r0267_neg	2119.7506657392164
r0267_pos	2104.6954802012965
r0268_neg	2104.6954802012965
r0268_pos	2119.7506657392164
r0276_neg	3872.9016738460805
r0276_pos	415.0527910956831
r0280_pos	540.5975534064457
r0281_neg	4.749999999999999
r0281_pos	15253.227788143358
r0283_pos	4851.322335457148
r0287_pos	18183.849434323565
r0295_pos	574.4289686081203
r0301_pos	3872.9016738460805
r0308_pos	7714.207692421893
r0309_neg	4999.3145375672075
r0309_pos	17359.907204540974
r0310_pos	4936.766759817478
r0311_pos	8318.98176832644
r0317_neg	351.83221462342976
r0317_pos	351.83221462342976
r0321_pos	3887.5848235032004
r0330_pos	1280.6008283711526
r0331_pos	4163.863933470764
r0339_pos	5706.279905056596
r0340_pos	11203.73237793582
r0345_neg	1079.1318382749573
r0345_pos	1079.1318382749573
r0354_pos	3272.5321560664497
r0355_pos	3272.5321560664493
r0357_pos	4390.668682597608
r0358_pos	4390.668682597608
r0360_pos	5692.1634142288
r0361_pos	5669.510132463882
r0363_pos	6938.499316131527
r0364_pos	6896.167461729224
r0365_pos	12701.17797265295
r0377_pos	3672.6679094759024
r0381_neg	4125.465383128378
r0381_pos	10064.30857687663
r0383_pos	7021.23378921928
r0384_pos	10942.388397319108
r0385_pos	12374.814207600715
r0386_pos	10822.060113538335
r0388_neg	4242.431280602244
r0388_pos	10232.174503925931
r0389_neg	4242.4312806022435
r0389_pos	9274.402244933483
r0390_neg	3039.963207966652
r0390_pos	4.274999999999999
r0391_neg	11.810241869370232
r0391_pos	4335.721881479604
r0392_neg	3746.712788661871
r0392_pos	6380.635090521377
r0393_pos	11203.73237793582
r0394_neg	556.1156505453494
r0394_pos	5854.059886000503
r0395_pos	556.1156505453494
r0398_pos	5393.86306311568
r0399_neg	288.73691331456797
r0399_pos	5932.6353052990435
r0400_neg	5018.267357926129
r0400_pos	19480.1816339414
r0402_pos	0.0
r0403_neg	2002.6202183593393
r0403_pos	7.5662837803602665
r0407_neg	632.8726723196918
r0407_pos	2834.6622227113476
r0408_neg	521.6938665873729
r0408_pos	521.6938665873729
r0409_neg	521.6938665873729
r0409_pos	521.6938665873729
r0410_neg	4.146862344453667
r0410_pos	4.709696301127863
r0413_pos	540.5975534064457
r0422_neg	0.0
r0422_pos	3696.3427178278675
r0423_pos	344.96236183005715
r0424_neg	0.0
r0424_pos	12605.76053903485
r0425_neg	374.5864303306275
r0425_pos	507.42248846156116
r0426_neg	351.83221462342976
r0426_pos	351.83221462342976
r0434_neg	2404.1659568251453
r0434_pos	5257.865545219967
r0437_neg	3109.467442300426
r0437_pos	5257.865545219967
r0441_neg	0.0
r0441_pos	313.1916811834842
r0443_pos	301.086920496425
r0450_neg	0.0
r0450_pos	3955.5362180911807
r0451_pos	70.88500442285721
r0456_pos	3471.6977460229023
r0463_neg	10222.670034081078
r0463_pos	0.0
r0464_neg	350.77468207059115
r0464_pos	360.3685176310267
r0470_pos	776.5469376866972
r0472_neg	7353.817579431338
r0472_pos	873.050119618185
r0474_neg	7877.5114692856405
r0474_pos	873.050119618185
r0475_neg	5891.730834482437
r0475_pos	873.050119618185
r0480_neg	16065.712961087074
r0480_pos	12896.531361226716
r0483_neg	358.9160202874406
r0483_pos	358.9160202874406
r0488_neg	20411.691195691874
r0488_pos	353.1210648072094
r0494_neg	3.3032559875361693
r0494_pos	7.935912384317132
r0497_neg	7.935912384317131
r0497_pos	3.3032559875361693
r0502_pos	9211.67878227098
r0504_pos	9030.989607914917
r0509_pos	430.9555969916128
r0512_neg	7486.000575353394
r0512_pos	655.9162476789326
r0514_pos	3800.1121447186024
r0517_neg	361.48929409880856
r0517_pos	14881.819431757842
r0522_pos	1650.8532165288789
r0523_pos	1650.8532165288789
r0525_neg	427.96876902806696
r0525_pos	26.5567858435613
r0527_neg	12.431755348711015
r0527_pos	5304.795513989785
r0531_neg	433.70587065796167
r0531_pos	3537.9979561626837
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14456.271379523023
r0541_neg	302.16912397900796
r0541_pos	81.08027295686578
r0545_pos	1194.8092583925682
r0546_pos	0.0
r0547_neg	1194.8092583925682
r0547_pos	19129.46564338227
r0548_pos	0.0
r0549_neg	360.3685176310267
r0549_pos	350.77468207059115
r0552_neg	424.44614594051285
r0552_pos	502.76605737116785
r0553_neg	502.76605737116785
r0553_pos	424.44614594051285
r0555_pos	7021.23378921928
r0556_neg	10942.388397319108
r0556_pos	0.0
r0557_pos	70.88500442285721
r0558_neg	1396.0301087474816
r0558_pos	1396.0301087474816
r0559_neg	1396.0301087474816
r0559_pos	1396.0301087474816
r0560_pos	12182.776885829979
r0561_pos	287.9719137192976
r0568_pos	7527.722266933452
r0570_neg	4421.393412207441
r0570_pos	6263.85029161365
r0571_neg	13142.510113075543
r0571_pos	2117.0516041024284
r0573_pos	7281.438503376526
r0575_neg	424.3491336466614
r0575_pos	75420.14737672672
r0578_neg	4047.5245574528008
r0578_pos	4189.94077241357
r0579_pos	4047.5245574528008
r0580_pos	4534.91511493114
r0584_neg	5304.795513989787
r0584_pos	3469.5986475124996
r0587_neg	3.4570687610216595
r0587_pos	3.4570687610216595
r0590_pos	14354.180593926209
r0591_neg	42197.60529968283
r0591_pos	3370.3149278056417
r0594_pos	26.744064620272596
r0595_pos	8852.31381693837
r0596_pos	12701.17797265295
r0598_pos	0.0
r0603_neg	324.2061577484507
r0603_pos	9559.630184228568
r0604_pos	9826.44476535174
r0610_neg	618.1970485188607
r0610_pos	618.1970485188607
r0611_neg	618.1970485188607
r0611_pos	618.1970485188607
r0614_neg	4047.5245574528008
r0614_pos	32558.406931525664
r0615_neg	732.9229640972108
r0615_pos	747.9781496351305
r0616_neg	694.6111317990255
r0616_pos	12262.922081509027
r0617_neg	747.9781496351305
r0617_pos	732.9229640972108
r0618_pos	694.6111317990255
r0620_neg	0.0
r0620_pos	11085.886574587494
r0625_pos	0.0
r0627_neg	4151.794559092752
r0627_pos	9.570448207132067
r0629_neg	4021.7368341010747
r0629_pos	11820.20959037558
r0630_neg	3258.563961705878
r0630_pos	13129.650597299536
r0633_neg	5363.165641161807
r0633_pos	18828.62341803682
r0634_neg	34393.22463444716
r0634_pos	516.2835864461784
r0636_pos	14130.667045281223
r0637_pos	14130.667045281223
r0638_neg	5264.699605612792
r0638_pos	19667.343804407697
r0639_pos	14440.302614709324
r0641_neg	3166.6666666666665
r0641_pos	3166.6666666666665
r0642_neg	1396.0301087474816
r0642_pos	529.2219326990373
r0643_neg	2117.051604102428
r0643_pos	13142.510113075547
r0644_neg	1396.0301087474816
r0644_pos	529.2219326990373
r0645_neg	0.0
r0645_pos	47.652363767548934
r0647_neg	1182.8228987759928
r0647_pos	0.0
r0650_neg	4717.321461304282
r0650_pos	4717.321461304282
r0651_neg	4717.321461304282
r0651_pos	3285.3171099131696
r0652_neg	5265.776256493876
r0652_pos	15197.384730118574
r0653_pos	12607.867429119045
r0655_neg	329.75509759916633
r0655_pos	11244.593536067923
r0656_pos	10822.060113538335
r0660_neg	19132.101732087896
r0660_pos	5518.557717048735
r0661_pos	24993.099884107854
r0666_neg	0.0
r0666_pos	20718.067548696054
r0668_neg	5018.26735792613
r0668_pos	19480.181633941407
r0669_pos	12091.206614807294
r0670_pos	9826.44476535174
r0671_pos	14483.859065386972
r0672_neg	54497.69322232815
r0672_pos	12323.342361224484
r0673_pos	0.0
r0679_neg	15183.51257237027
r0679_pos	4047.5245574528008
r0680_neg	4047.5245574528003
r0680_pos	32558.406931525664
r0683_pos	12897.541483540825
r0686_neg	403.4780513982706
r0686_pos	12283.679425087712
r0688_neg	1237.8873041528523
r0688_pos	1252.942489690772
r0698_pos	16259.043807039217
r0706_pos	65478.7117202029
r0707_neg	4.819757354311361
r0707_pos	6.6791124986610875
r0714_pos	12607.867429119045
r0715_pos	24314.26182778738
r0716_pos	12607.867429119045
r0717_pos	24314.26182778738
r0718_pos	14440.302614709324
r0719_pos	24993.099884107854
r0720_pos	14440.302614709324
r0721_pos	24993.099884107854
r0722_neg	5518.557717048737
r0722_pos	19132.101732087896
r0723_pos	24993.099884107854
r0724_neg	19132.10173208789
r0724_pos	5518.557717048737
r0726_neg	516.2835864461784
r0726_pos	34393.224634447164
r0727_pos	24993.099884107854
r0728_neg	34393.22463444716
r0728_pos	516.2835864461784
r0729_pos	24993.099884107854
r0730_pos	18183.84943432357
r0731_pos	18183.84943432357
r0732_pos	18183.84943432357
r0733_pos	18183.849434323565
r0734_pos	18183.849434323565
r0735_neg	5284.43611094271
r0735_pos	34133.5218132219
r0739_neg	68317.77516902518
r0739_pos	8352.682816625136
r0741_neg	0.0
r0741_pos	69579.49625274107
r0743_pos	65478.71172020285
r0744_pos	65478.71172020285
r0747_neg	11301.981243673861
r0747_pos	2104.695480201297
r0750_neg	65658.68906928031
r0750_pos	2104.695480201297
r0752_neg	1141.442240556463
r0752_pos	0.0
r0753_pos	1141.442240556463
r0754_neg	1141.442240556463
r0754_pos	0.0
r0755_pos	1141.442240556463
r0756_neg	1141.442240556463
r0756_pos	0.0
r0757_pos	1141.442240556463
r0758_neg	529.2219326990373
r0758_pos	0.0
r0774_neg	9.632845416929923
r0774_pos	9.632845416929923
r0779_pos	12091.206614807294
r0780_neg	75392.9073016263
r0780_pos	252.25686269658578
r0781_neg	0.0
r0781_pos	75392.9073016263
r0782_pos	10821.566344303501
r0783_neg	478.94133500734677
r0783_pos	5313.277020596462
r0784_neg	1280.4980339908072
r0784_pos	1295.553219528727
r0787_pos	3398.820906599518
r0788_neg	16065.712961087074
r0788_pos	12896.531361226716
r0789_neg	16065.712961087072
r0789_pos	12896.531361226715
r0791_neg	18828.623418036823
r0791_pos	5363.165641161809
r0792_neg	6846.987437344921
r0792_pos	713.0010742529133
r0795_pos	8852.31381693837
r0796_neg	0.0
r0796_pos	6451.858087722137
r0797_neg	4021.7368341010747
r0797_pos	63607.96041713735
r0801_neg	1719.77210197157
r0801_pos	1306.391034096176
r0809_neg	1180.0890977453666
r0809_pos	1180.0890977453666
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8116.6852584218095
r0817_neg	1164.2642991676537
r0817_pos	1108.4974140714507
r0818_pos	6728.314309947172
r0819_neg	456.62401351656484
r0819_pos	585.804903067339
r0821_neg	456.62401351656484
r0821_pos	456.62401351656484
r0822_neg	456.62401351656484
r0822_pos	456.62401351656484
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	456.62401351656484
r0829_pos	456.62401351656484
r0830_neg	456.62401351656484
r0830_pos	456.62401351656484
r0834_neg	608.8320180220865
r0834_pos	608.8320180220865
r0835_neg	608.8320180220865
r0835_pos	608.8320180220865
r0836_neg	608.8320180220865
r0836_pos	608.8320180220865
r0838_neg	4702.050139842496
r0838_pos	4969.544340331869
r0839_neg	2165.1120747312016
r0839_pos	4113.524978923918
r0840_neg	2490.001654060651
r0840_pos	2490.001654060651
r0841_neg	2490.001654060651
r0841_pos	2490.001654060651
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19556.329132115166
r0853_pos	5884.51787132855
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14505.756018696007
r0870_pos	0.0
r0871_neg	9721.81226850126
r0871_pos	9.244340051003594
r0879_pos	695.3798753696187
r0881_pos	1439.7260406030598
r0885_neg	450.7749608235154
r0885_pos	579.9558503742894
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.648265329863839
r0892_pos	11734.454214035433
r0899_neg	5009.219093473978
r0899_pos	1493.722079349292
r0907_neg	0.0
r0907_pos	23874.242433381572
r0908_neg	24558.74014482456
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24558.740144824555
r0911_neg	10479.39245569774
r0911_pos	5491.608562792591
r0913_neg	2029.180889550774
r0913_pos	2029.180889550774
r0915_neg	2052.208004505522
r0915_pos	2052.208004505522
r0917_neg	1199.558082714117
r0917_pos	1199.558082714117
r0921_pos	4163.863933470764
r0924_pos	8930.869142286294
r0925_pos	0.0
r0926_pos	11203.73237793582
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1323.6542552096066
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.483981590386277
r0940_pos	6865.709401073468
r0941_neg	14588.583556026913
r0941_pos	4262.205593541066
r0942_neg	1038.73881198649
r0942_pos	1028.4162673312185
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1216.2072718647719
r0946_pos	2114.2642991676535
r0950_pos	5865.4892504982845
r0954_neg	0.0
r0954_pos	18469.30337677446
r0960_neg	2971.650048812313
r0960_pos	2971.650048812313
r0961_pos	2089.5138936867925
r0962_pos	3800.1121447186024
r0963_pos	1329.8180745320092
r0968_pos	19556.329132115166
r0970_neg	0.0
r0970_pos	7281.438503376527
r0973_neg	4047.5245574528008
r0973_pos	0.0
r0974_neg	2073.8170226188813
r0974_pos	2071.2195810214007
r0975_pos	4163.863933470764
r0983_pos	2097.622946779563
r0984_neg	2097.622946779563
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7281.438503376526
r0990_neg	3258.563961705878
r0990_pos	5009.21909347398
r0993_pos	4187.605186913336
r0994_neg	4717.321461304282
r0994_pos	4717.321461304282
r0995_neg	1669.6985145247193
r0995_pos	1669.6985145247193
r0997_pos	14130.667045281223
r0998_neg	2404.1659568251453
r0998_pos	5257.865545219967
r0999_neg	3109.467442300426
r0999_pos	5257.865545219967
r1007_neg	0.0
r1007_pos	313.1916811834842
r1008_pos	301.086920496425
r1010_neg	4047.5245574528008
r1010_pos	32558.406931525664
r1011_pos	75436.52976708721
r1012_pos	75436.52976708721
r1013_pos	71923.18932965503
r1014_pos	71923.18932965503
r1015_pos	1016.3446923462758
r1017_pos	7873.075817022046
r1018_neg	4717.321461304282
r1018_pos	4717.321461304282
r1019_neg	3258.563961705878
r1019_pos	4208.563961705879
r1020_neg	68317.77516902519
r1020_pos	8352.682816625136
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7980.869142286297
r1025_pos	7980.869142286297
r1026_pos	3351.3203718239342
r1028_pos	3351.3203718239342
r1029_pos	7924.922421283261
r1030_neg	22.564815881121813
r1030_pos	11.808044794806783
r1043_pos	1615.4585790267174
r1044_pos	1615.4585790267174
r1045_pos	1385.0984740616773
r1050_neg	11020.484386249698
r1050_pos	1900.0
r1051_neg	2122.5328235712636
r1051_pos	2122.5328235712636
r1052_pos	2122.5328235712636
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	46168.71104210789
r1080_pos	0.0
r1088_neg	1502.4930037669742
r1088_pos	1635.8240046262285
r1090_pos	1297.238307498798
r1106_neg	5009.21909347398
r1106_pos	5009.219093473979
r1109_neg	5124.7432526300445
r1109_pos	4249.722423161223
r1116_neg	14099.31548328036
r1116_pos	14485.504916703647
r1117_neg	5043.079872578306
r1117_pos	2557.3834310335774
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1215.1120747312016
r1144_pos	2165.1120747312016
r1147_neg	2029.180889550774
r1147_pos	2029.180889550774
r1148_neg	12504.705682212636
r1148_pos	0.0
r1150_pos	7230.456662072275
r1154_neg	4271.84993717346
r1154_pos	18794.113303345166
r1155_pos	941.7377720920746
r1156_neg	433.70587065796167
r1156_pos	4236.091189797546
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4208.4071527962615
r1163_pos	1216.5261684128545
r1164_pos	8318.98176832644
r1167_pos	8318.981768326441
r1168_pos	8318.981768326441
r1172_pos	8318.98176832644
r1173_pos	0.0
r1177_pos	8318.981768326441
r1178_pos	0.0
r1179_pos	8318.981768326441
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	11248.507086062924
r1253_pos	0.0
r1254_pos	23.010937032441568
r1255_pos	8318.98176832644
r1257_pos	5136.906708398847
r1259_pos	7.226528006953446
r1260_pos	5128.905060173884
r1262_pos	313.1916811834842
r1291_neg	1737.0325491770827
r1291_pos	4797.71950621529
r1292_neg	5009.219093473979
r1292_pos	4675.098395429194
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5136.906708398847
r1318_pos	10009.560407102714
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	42.16396043423308
r1377_neg	1161.7902246413873
r1377_pos	1161.7902246413873
r1378_neg	1161.7902246413873
r1378_pos	1161.7902246413873
r1380_neg	478.94133500734677
r1380_pos	75392.9073016263
r1381_neg	75392.90730162627
r1381_pos	231.542354099619
r1384_neg	1574.7460619651442
r1384_pos	4901.889887589217
r1396_pos	3155.2878326187706
r1397_pos	3155.2878326187706
r1400_pos	2659.220470840715
r1401_pos	3463.610432629427
r1418_neg	3275.040926846681
r1418_pos	3322.650723174221
r1421_neg	21122.757013976556
r1421_pos	4.329268732290967
r1423_pos	1354.6291742813626
r1427_pos	2528.0520071578944
r1428_neg	2650.379686957498
r1428_pos	2650.379686957498
r1429_neg	2650.379686957498
r1429_pos	1900.0
r1431_pos	2940.9166779794677
r1432_pos	0.0
r1433_pos	311.4723175080501
r1434_pos	4343.842750683704
r1435_pos	5185.880433002159
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	24281.032023563646
r1444_pos	24993.099884107854
r1445_pos	24993.099884107854
r1446_pos	18514.260853927226
r1447_pos	4890.073756726826
r1448_pos	4888.439566439711
r1449_pos	4890.073756726826
r1450_pos	4888.439566439707
r1451_pos	4890.073756726825
r1453_neg	13484.903147198955
r1453_pos	12647.242909469825
r1454_pos	941.7377720920745
r1455_pos	2528.0520071578944
r1456_pos	2528.0520071578944
r1459_neg	7954.037671147093
r1459_pos	17465.629420368583
r1464_neg	1305.0602633644135
r1464_pos	1305.0602633644135
r1466_neg	24696.80344306501
r1466_pos	0.0
r1467_neg	1656.351958082027
r1467_pos	48622.023416382355
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24696.803443065008
r1488_neg	0.0
r1488_pos	18242.308363577784
r1492_pos	1331.4334627270073
r1493_pos	1301.105309913288
r1495_pos	4187.605186913336
r1497_pos	1387.7457494342552
r1498_pos	1387.7457494342552
r1499_pos	1492.2639719869508
r1500_pos	1492.2639719869508
r1512_pos	2033.306513878819
r1514_pos	3291.307852591358
r1515_pos	3348.409525529527
r1516_pos	3383.7614848514
r1517_pos	4234.950011461621
r1518_pos	3383.7614848514
r1519_pos	3373.751235922867
r1520_pos	3383.7614848514
r1521_pos	3383.7614848514
r1522_pos	3278.773651998773
r1523_pos	3374.1267167873966
r1525_pos	3383.7614848514004
r1527_pos	4234.950011461619
r1528_pos	5009.219093473979
r1529_pos	3374.1267167873975
r1530_pos	3645.4857183238937
r1536_pos	9421.497027396419
r1538_pos	1310.7334747081932
r1540_pos	778.5568443959672
r1544_neg	822.7957946596333
r1544_pos	822.7957946596333
r1546_neg	1054.8548563363127
r1546_pos	916.4124660319991
r1547_neg	949.0999692301439
r1547_pos	1101.7965228995004
r1548_neg	851.8024823353505
r1548_pos	866.8127302480824
r1549_neg	949.0999692301439
r1549_pos	1055.0916700303278
r1551_neg	1040.081422117596
r1551_pos	867.0078111262799
r1552_neg	952.6687038989526
r1552_pos	869.4931801911821
r1553_neg	868.3513760828338
r1553_pos	869.4931801911821
r1554_neg	1054.8548563363127
r1554_pos	1055.0916700303278
r1556_neg	1126.6455918432587
r1556_pos	902.1507659166573
r1557_neg	1054.8548563363127
r1557_pos	1055.0916700303278
r1559_neg	896.4472849908647
r1559_pos	774.4588823730329
r1560_neg	1052.1744063932128
r1560_pos	821.3781682138499
r1561_neg	946.4195192870442
r1561_pos	1006.7622250813512
r1562_neg	894.6576291368117
r1562_pos	771.7784324299332
r1563_neg	946.4195192870442
