	WT.e_S150_L007_R1_001	Ob.911.e_S155_L007_R1_001	WT.a_S116_L007_R1_001	Ob.911.d_S148_L007_R1_001
EX_paf_hs(e)_pos	0.0	0.0	0.0	0.0
EX_paf_hs(e)_neg	0.0	0.0	0.0	0.0
EX_pchol_hs(e)_pos	0.0	0.0	0.0	0.0
EX_pchol_hs(e)_neg	0.0	0.0	0.0	0.0
EX_pe_hs(e)_neg	0.0	0.0	0.0	0.0
EX_peplys(e)_pos	0.0	0.0	0.0	0.0
EX_peplys(e)_neg	0.0	0.0	0.0	0.0
EX_perillyl(e)_pos	0.0	0.0	0.0	0.0
EX_perillyl(e)_neg	0.0	0.0	0.0	0.0
EX_pglyc_hs(e)_pos	0.0	0.0	0.0	0.0
EX_pglyc_hs(e)_neg	0.0	0.0	0.0	0.0
EX_pheacgln(e)_pos	0.0	0.0	0.0	0.0
EX_pheacgln(e)_neg	0.0	0.0	0.0	0.0
EX_phe_L(e)_neg	0.0	0.0	0.0	0.0
EX_pheme(e)_neg	0.0	0.0	0.0	0.0
EX_phyQ(e)_pos	0.0	0.0	0.0	0.0
EX_phyQ(e)_neg	0.0	0.0	0.0	0.0
EX_phyt(e)_pos	0.0	0.0	0.0	0.0
EX_phyt(e)_neg	0.0	0.0	0.0	0.0
EX_pi(e)_pos	0.0	0.0	0.0	0.0
EX_pi(e)_neg	0.0	0.0	0.0	0.0
EX_pnto_R(e)_pos	0.0	0.0	0.0	0.0
EX_pnto_R(e)_neg	0.0	0.0	0.0	0.0
EX_ppa(e)_pos	0.0	0.0	0.0	0.0
EX_ppa(e)_neg	0.0	0.0	0.0	0.0
EX_prgstrn(e)_pos	0.0	0.0	0.0	0.0
EX_prgstrn(e)_neg	0.0	0.0	0.0	0.0
EX_pro_D(e)_pos	0.0	0.0	0.0	0.0
EX_pro_D(e)_neg	0.0	0.0	0.0	0.0
EX_pro_L(e)_pos	0.0	0.0	0.0	0.0
EX_pro_L(e)_neg	0.0	0.0	0.0	0.0
EX_prostgd2(e)_pos	0.0	0.0	0.0	0.0
EX_prostgd2(e)_neg	0.0	0.0	0.0	0.0
EX_prostge1(e)_pos	0.0	0.0	0.0	0.0
EX_prostge1(e)_neg	0.0	0.0	0.0	0.0
EX_prostge2(e)_pos	0.0	0.0	0.0	0.0
EX_prostge2(e)_neg	0.0	0.0	0.0	0.0
EX_prostgf2(e)_pos	0.0	0.0	0.0	0.0
EX_prostgf2(e)_neg	0.0	0.0	0.0	0.0
EX_ps_hs(e)_pos	0.0	0.0	0.0	0.0
EX_ps_hs(e)_neg	0.0	0.0	0.0	0.0
EX_ptdca(e)_pos	0.0	0.0	0.0	0.0
EX_ptdca(e)_neg	0.0	0.0	0.0	0.0
EX_pydam(e)_neg	0.0	0.0	0.0	0.0
EX_pydx(e)_neg	0.0	0.0	0.0	0.0
EX_pydxn(e)_neg	0.0	0.0	0.0	0.0
EX_pyr(e)_pos	0.0	0.0	0.0	0.0
EX_pyr(e)_neg	0.0	0.0	0.0	0.0
EX_rbt(e)_pos	0.0	0.0	0.0	0.0
EX_rbt(e)_neg	0.0	0.0	0.0	0.0
EX_retfa(e)_pos	0.0	0.0	0.0	0.0
EX_retfa(e)_neg	0.0	0.0	0.0	0.0
EX_retinol(e)_pos	0.0	0.0	0.0	0.0
EX_retinol(e)_neg	0.0	0.0	0.0	0.0
EX_retinol_9_cis(e)_pos	0.0	0.0	0.0	0.0
EX_retinol_9_cis(e)_neg	0.0	0.0	0.0	0.0
EX_retinol_cis_11(e)_pos	0.0	0.0	0.0	0.0
EX_retinol_cis_11(e)_neg	0.0	0.0	0.0	0.0
EX_retn(e)_pos	0.0	0.0	0.0	0.0
EX_retn(e)_neg	0.0	0.0	0.0	0.0
EX_retnglc(e)_pos	0.0	0.0	0.0	0.0
EX_retnglc(e)_neg	0.0	0.0	0.0	0.0
EX_rib_D(e)_neg	0.0	0.0	0.0	0.0
EX_ribflv(e)_neg	0.0	0.0	0.0	0.0
EX_Rtotal(e)_pos	0.0	0.0	0.0	0.0
EX_Rtotal(e)_neg	0.0	0.0	0.0	0.0
EX_Rtotal2(e)_pos	0.0	0.0	0.0	0.0
EX_Rtotal2(e)_neg	0.0	0.0	0.0	0.0
EX_Rtotal3(e)_pos	0.0	0.0	0.0	0.0
EX_Rtotal3(e)_neg	0.0	0.0	0.0	0.0
EX_s2l2fn2m2masn(e)_pos	0.0	0.0	0.0	0.0
EX_s2l2fn2m2masn(e)_neg	0.0	0.0	0.0	0.0
EX_s2l2n2m2masn(e)_pos	0.0	0.0	0.0	0.0
EX_s2l2n2m2masn(e)_neg	0.0	0.0	0.0	0.0
EX_sarcs(e)_pos	0.0	0.0	0.0	0.0
EX_sarcs(e)_neg	0.0	0.0	0.0	0.0
EX_sel(e)_pos	0.0	0.0	0.0	0.0
EX_sel(e)_neg	0.0	0.0	0.0	0.0
EX_ser_D(e)_pos	0.0	0.0	0.0	0.0
EX_ser_D(e)_neg	0.0	0.0	0.0	0.0
EX_ser_L(e)_pos	0.0	0.0	0.0	0.0
EX_ser_L(e)_neg	0.0	0.0	0.0	0.0
EX_sl_L(e)_pos	0.0	0.0	0.0	0.0
EX_sl_L(e)_neg	0.0	0.0	0.0	0.0
EX_so4(e)_pos	0.0	0.0	0.0	0.0
EX_so4(e)_neg	0.0	0.0	0.0	0.0
EX_spc_hs(e)_pos	0.0	0.0	0.0	0.0
EX_spc_hs(e)_neg	0.0	0.0	0.0	0.0
EX_sph1p(e)_pos	0.0	0.0	0.0	0.0
EX_sph1p(e)_neg	0.0	0.0	0.0	0.0
EX_sphs1p(e)_pos	0.0	0.0	0.0	0.0
EX_sphs1p(e)_neg	0.0	0.0	0.0	0.0
EX_srtn(e)_pos	0.0	0.0	0.0	0.0
EX_srtn(e)_neg	0.0	0.0	0.0	0.0
EX_strch1(e)_pos	0.0	0.0	0.0	0.0
EX_strch1(e)_neg	0.0	0.0	0.0	0.0
EX_strch2(e)_pos	0.0	0.0	0.0	0.0
EX_strch2(e)_neg	0.0	0.0	0.0	0.0
EX_strdnc(e)_pos	0.0	0.0	0.0	0.0
EX_strdnc(e)_neg	0.0	0.0	0.0	0.0
EX_succ(e)_pos	0.0	0.0	0.0	0.0
EX_succ(e)_neg	0.0	0.0	0.0	0.0
EX_sucr(e)_pos	0.0	0.0	0.0	0.0
EX_sucr(e)_neg	0.0	0.0	0.0	0.0
EX_tag_hs(e)_pos	0.0	0.0	0.0	0.0
EX_tag_hs(e)_neg	0.0	0.0	0.0	0.0
EX_tagat_D(e)_pos	0.0	0.0	0.0	0.0
EX_tagat_D(e)_neg	0.0	0.0	0.0	0.0
EX_taur(e)_pos	0.0	0.0	0.0	0.0
EX_taur(e)_neg	0.0	0.0	0.0	0.0
EX_taxol(e)_pos	0.0	0.0	0.0	0.0
EX_taxol(e)_neg	0.0	0.0	0.0	0.0
EX_tchola(e)_pos	0.0	0.0	0.0	0.0
EX_tchola(e)_neg	0.0	0.0	0.0	0.0
EX_tcynt(e)_pos	0.0	0.0	0.0	0.0
EX_tcynt(e)_neg	0.0	0.0	0.0	0.0
EX_tdchola(e)_pos	0.0	0.0	0.0	0.0
EX_tdchola(e)_neg	0.0	0.0	0.0	0.0
EX_tethex3(e)_pos	0.0	0.0	0.0	0.0
EX_tethex3(e)_neg	0.0	0.0	0.0	0.0
EX_tetpent3(e)_pos	0.0	0.0	0.0	0.0
EX_tetpent3(e)_neg	0.0	0.0	0.0	0.0
EX_tetpent6(e)_pos	0.0	0.0	0.0	0.0
EX_tetpent6(e)_neg	0.0	0.0	0.0	0.0
EX_tettet6(e)_pos	0.0	0.0	0.0	0.0
EX_tettet6(e)_neg	0.0	0.0	0.0	0.0
EX_thf(e)_pos	0.0	0.0	0.0	0.0
EX_thf(e)_neg	0.0	0.0	0.0	0.0
EX_thm(e)_neg	0.0	0.0	0.0	0.0
EX_thmmp(e)_pos	0.0	0.0	0.0	0.0
EX_thmmp(e)_neg	0.0	0.0	0.0	0.0
EX_thmtp(e)_pos	0.0	0.0	0.0	0.0
EX_thmtp(e)_neg	0.0	0.0	0.0	0.0
EX_thr_L(e)_pos	0.0	0.0	0.0	0.0
EX_thr_L(e)_neg	0.0	0.0	0.0	0.0
EX_thym(e)_pos	0.0	0.0	0.0	0.0
EX_thym(e)_neg	0.0	0.0	0.0	0.0
EX_thymd(e)_pos	0.0	0.0	0.0	0.0
EX_thymd(e)_neg	0.0	0.0	0.0	0.0
EX_thyox_L(e)_pos	0.0	0.0	0.0	0.0
EX_thyox_L(e)_neg	0.0	0.0	0.0	0.0
EX_tmndnc(e)_pos	0.0	0.0	0.0	0.0
EX_tmndnc(e)_neg	0.0	0.0	0.0	0.0
EX_tolbutamide(e)_pos	0.0	0.0	0.0	0.0
EX_tolbutamide(e)_neg	0.0	0.0	0.0	0.0
EX_tre(e)_pos	0.0	0.0	0.0	0.0
EX_tre(e)_neg	0.0	0.0	0.0	0.0
EX_triodthy(e)_pos	0.0	0.0	0.0	0.0
EX_triodthy(e)_neg	0.0	0.0	0.0	0.0
EX_triodthysuf(e)_pos	0.0	0.0	0.0	0.0
EX_triodthysuf(e)_neg	0.0	0.0	0.0	0.0
EX_trp_L(e)_pos	0.0	0.0	0.0	0.0
EX_trp_L(e)_neg	0.0	0.0	0.0	0.0
EX_tststerone(e)_pos	0.0	0.0	0.0	0.0
EX_tststerone(e)_neg	0.0	0.0	0.0	0.0
EX_tststeroneglc(e)_pos	0.0	0.0	0.0	0.0
EX_tststeroneglc(e)_neg	0.0	0.0	0.0	0.0
EX_tststerones(e)_pos	0.0	0.0	0.0	0.0
EX_tststerones(e)_neg	0.0	0.0	0.0	0.0
EX_tsul(e)_pos	0.0	0.0	0.0	0.0
EX_tsul(e)_neg	0.0	0.0	0.0	0.0
EX_ttdca(e)_neg	0.0	0.0	0.0	0.0
EX_txa2(e)_pos	0.0	0.0	0.0	0.0
EX_txa2(e)_neg	0.0	0.0	0.0	0.0
EX_tymsf(e)_pos	0.0	0.0	0.0	0.0
EX_tymsf(e)_neg	0.0	0.0	0.0	0.0
EX_Tyr_ggn(e)_pos	0.0	0.0	0.0	0.0
EX_Tyr_ggn(e)_neg	0.0	0.0	0.0	0.0
EX_tyr_L(e)_pos	0.0	0.0	0.0	0.0
EX_tyr_L(e)_neg	0.0	0.0	0.0	0.0
EX_udp(e)_pos	0.0	0.0	0.0	0.0
EX_udp(e)_neg	0.0	0.0	0.0	0.0
EX_ump(e)_pos	0.0	0.0	0.0	0.0
EX_ump(e)_neg	0.0	0.0	0.0	0.0
EX_ura(e)_pos	0.0	0.0	0.0	0.0
EX_ura(e)_neg	0.0	0.0	0.0	0.0
EX_urate(e)_pos	0.0	0.0	0.0	0.0
EX_urate(e)_neg	0.0	0.0	0.0	0.0
EX_urea(e)_pos	0.0	0.0	0.0	0.0
EX_urea(e)_neg	0.0	0.0	0.0	0.0
EX_uri(e)_pos	0.0	0.0	0.0	0.0
EX_uri(e)_neg	0.0	0.0	0.0	0.0
EX_utp(e)_pos	0.0	0.0	0.0	0.0
EX_utp(e)_neg	0.0	0.0	0.0	0.0
EX_vacc(e)_pos	0.0	0.0	0.0	0.0
EX_vacc(e)_neg	0.0	0.0	0.0	0.0
EX_val_L(e)_pos	0.0	0.0	0.0	0.0
EX_val_L(e)_neg	0.0	0.0	0.0	0.0
EX_vitd2(e)_pos	0.0	0.0	0.0	0.0
EX_vitd2(e)_neg	0.0	0.0	0.0	0.0
EX_vitd3(e)_neg	0.0	0.0	0.0	0.0
EX_whddca(e)_pos	0.0	0.0	0.0	0.0
EX_whddca(e)_neg	0.0	0.0	0.0	0.0
EX_whhdca(e)_pos	0.0	0.0	0.0	0.0
EX_whhdca(e)_neg	0.0	0.0	0.0	0.0
EX_whtststerone(e)_pos	0.0	0.0	0.0	0.0
EX_whtststerone(e)_neg	0.0	0.0	0.0	0.0
EX_whttdca(e)_pos	0.0	0.0	0.0	0.0
EX_whttdca(e)_neg	0.0	0.0	0.0	0.0
EX_xolest_hs(e)_pos	0.0	0.0	0.0	0.0
EX_xolest_hs(e)_neg	0.0	0.0	0.0	0.0
EX_xolest2_hs(e)_pos	0.0	0.0	0.0	0.0
EX_xolest2_hs(e)_neg	0.0	0.0	0.0	0.0
EX_xoltri24(e)_pos	0.0	0.0	0.0	0.0
EX_xoltri24(e)_neg	0.0	0.0	0.0	0.0
EX_xoltri25(e)_pos	0.0	0.0	0.0	0.0
EX_xoltri25(e)_neg	0.0	0.0	0.0	0.0
EX_xoltri27(e)_pos	0.0	0.0	0.0	0.0
EX_xoltri27(e)_neg	0.0	0.0	0.0	0.0
EX_xyl_D(e)_pos	0.0	0.0	0.0	0.0
EX_xyl_D(e)_neg	0.0	0.0	0.0	0.0
EX_xylt(e)_neg	0.0	0.0	0.0	0.0
EX_yvite(e)_pos	0.0	0.0	0.0	0.0
EX_yvite(e)_neg	0.0	0.0	0.0	0.0
F1Atg_pos	0.0	0.0	0.0	0.0
F1Atg_neg	0.0	0.0	0.0	0.0
F1PGT_pos	2.4982508675278257	3.1521834190550453	2.3589588258323295	2.575312330687437
F1PGT_neg	2.4982508675278257	3.1521834190550453	2.3589588258323295	2.575312330687437
F6Tg_pos	2.682573297347578	2.01435529297707	2.526068811667588	3.1969217338203295
FA120ACPH_pos	0.0	0.0	0.0	0.0
FA120ACPH_neg	0.0	0.0	0.0	0.0
FA140ACPH_pos	0.0	0.0	0.0	0.0
FA140ACPH_neg	0.0	0.0	0.0	0.0
FA141ACPH_pos	0.0	0.0	0.0	0.0
FA141ACPH_neg	0.0	0.0	0.0	0.0
FA160ACPH_pos	6.005175391331941	8.906349483503323	6.993221467368938	8.876731800039845
FA160ACPH_neg	6.005175391331941	8.906349483503323	6.993221467368938	8.876731800039845
FA161ACPH_pos	0.0	0.0	0.0	0.0
FA161ACPH_neg	0.0	0.0	0.0	0.0
FA180ACPH_pos	0.0	0.0	0.0	0.0
FA180ACPH_neg	0.0	0.0	0.0	0.0
FA181ACPH_pos	0.0	0.0	0.0	0.0
FA181ACPH_neg	0.0	0.0	0.0	0.0
FA1821ACPH_pos	0.0	0.0	0.0	0.0
FA1821ACPH_neg	0.0	0.0	0.0	0.0
FA1822ACPH_pos	0.0	0.0	0.0	0.0
FA1822ACPH_neg	0.0	0.0	0.0	0.0
FA182ACPH_pos	0.0	0.0	0.0	0.0
FA182ACPH_neg	0.0	0.0	0.0	0.0
FACOAL140i_pos	3.00539998774259	4.1626934322112366	3.1521834190550453	4.002702520379824
FACOAL150_pos	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL150_neg	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL160i_pos	8.785714009556687	9.531010991254346	8.944331391129841	9.49874950059569
FACOAL161_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL161_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL170_pos	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL170_neg	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL180i_pos	8.737314954567768	9.481940667623352	8.89730094003721	9.463033855317493
FACOAL1812_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL1812_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL1813_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL1813_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL181i_pos	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL1821_pos	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL1821_neg	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL1822_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL1822_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL1831_pos	8.785714009556687	9.531010991254346	8.944331391129841	9.49874950059569
FACOAL1831_neg	8.785714009556687	9.531010991254346	8.944331391129841	9.49874950059569
FACOAL1832_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL1832_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL184_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL184_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL191_pos	9.653006259083895	9.504699833775831	9.39718259966962	9.283227289676363
FACOAL200_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL203_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL203_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL204_pos	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL204_neg	8.0405637111587	8.22877059985967	7.933985654450427	7.907852071845964
FACOAL2042_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL2042_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL205_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL205_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL206_pos	9.653006259083895	9.504699833775831	9.39718259966962	9.283227289676363
FACOAL206_neg	9.653006259083895	9.504699833775831	9.39718259966962	9.283227289676363
FACOAL224_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL224_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL2251_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL2251_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL2252_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL2252_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL226_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL226_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL240_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL240_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL241_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL241_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL244_1_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL244_1_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL245_1_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL245_1_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL245_2_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL245_2_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL246_1_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL246_1_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL260_pos	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL260_neg	7.9171333511362665	8.013127229799819	7.786988345330493	7.69655030107857
FACOAL40im_pos	7.420044420354169	6.855117639487686	7.407097775433307	6.618532333976294
FACOAL80i_pos	3.00539998774259	4.1626934322112366	3.1521834190550453	4.002702520379824
FADDP_pos	4.944858445807539	5.295723024539968	5.0971893872351135	4.809414444235898
FADH2tru_pos	0.0	0.0	0.0	0.0
FADH2tx_pos	0.0	0.0	0.0	0.0
FADH2tx_neg	0.0	0.0	0.0	0.0
FADtru_pos	0.0	0.0	0.0	0.0
FADtx_pos	0.0	0.0	0.0	0.0
FADtx_neg	0.0	0.0	0.0	0.0
FAEL183_pos	0.0	0.0	0.0	0.0
FAEL184_pos	0.0	0.0	0.0	0.0
FAEL204_pos	0.0	0.0	0.0	0.0
FAEL205_pos	0.0	0.0	0.0	0.0
FAH1_pos	0.0	0.0	0.0	0.0
FAH2_pos	0.0	0.0	0.0	0.0
FAH3_pos	0.0	0.0	0.0	0.0
FALDH_pos	7.971141152605895	8.370818158740684	8.14639047567022	8.04362885087643
FALDH_neg	7.971141152605895	8.370818158740684	8.14639047567022	8.04362885087643
FALDtly_pos	0.0	0.0	0.0	0.0
FALDtly_neg	0.0	0.0	0.0	0.0
FALDtm_pos	0.0	0.0	0.0	0.0
FALDtm_neg	0.0	0.0	0.0	0.0
FAOXC11_pos	6.982765462583646	8.211596319969322	7.302319050948834	8.088576256930406
FAOXC140_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC150m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC160_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC16080m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC16080x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC161802m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC16180m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC170m_pos	6.982765462583646	8.211596319969322	7.302319050948834	8.088576256930406
FAOXC180_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC180x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC1811601m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC1811602m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC1811603m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC182806m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC18280m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC183803m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC183806m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC183806x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC18480m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC18480x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC200180m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC200180x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC2031836m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC204_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC204184m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC2051843m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC2051843x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC2242046m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC2242046x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC2251836m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC2251836x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC2252053m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC2252053x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC226_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC226205m_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAOXC226205x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC240200x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC241181x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC2442246x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC2452253x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC2452256x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC246226x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC260240x_pos	9.707497182417422	10.64018467201294	9.683392352291857	10.652534297142815
FAOXC80_pos	7.745976779316441	8.869840568488335	8.024253181763173	8.666863086111755
FAS100COA_pos	6.224355469062265	9.128312306284709	7.213995247179271	9.09868571090909
FAS120COA_pos	6.224355469062265	9.128312306284709	7.213995247179271	9.09868571090909
FAS140COA_pos	6.224355469062265	9.128312306284709	7.213995247179271	9.09868571090909
FAS160COA_pos	6.224355469062265	9.128312306284709	7.213995247179271	9.09868571090909
FAS180COA_pos	6.224355469062265	9.128312306284709	7.213995247179271	9.09868571090909
FAS80COA_L_pos	6.005175391331941	8.906349483503323	6.993221467368938	8.876731800039845
FATP1t_pos	3.9307373375628862	4.73226919950145	3.90977310414164	5.013462259806563
FATP1t_neg	3.9307373375628862	4.73226919950145	3.90977310414164	5.013462259806563
FATP2t_pos	2.204766750654613	2.4276061727818994	1.726831217032493	2.6667565918848033
FATP2t_neg	2.204766750654613	2.4276061727818994	1.726831217032493	2.6667565918848033
FATP3t_pos	2.204766750654613	2.4276061727818994	1.726831217032493	2.6667565918848033
FATP3t_neg	2.204766750654613	2.4276061727818994	1.726831217032493	2.6667565918848033
FATP4t_pos	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
FATP4t_neg	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
FATP5t_pos	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
FATP5t_neg	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
FATP6t_pos	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FATP6t_neg	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FATP7t_pos	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FATP7t_neg	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FATP8t_pos	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FATP8t_neg	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FATP9t_pos	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FATP9t_neg	10.223965485741537	10.231605208141653	10.197192115472408	9.85256071934332
FBA_pos	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
FBA_neg	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
FBA2_pos	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
FBA2_neg	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
FBA4_pos	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
FBA4_neg	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
FBA5_pos	11.20766716892796	13.102799176670631	11.470125008630822	13.428190033540124
FBA5_neg	11.20766716892796	13.102799176670631	11.470125008630822	13.428190033540124
FBP_pos	9.411807546818707	11.073679672908252	9.675639534551452	10.36770959444029
FBP26_pos	9.531849285751203	11.109393209831422	9.768796347654108	10.424754167004552
FCLTm_pos	5.904484097901423	6.299940629824065	5.958842675243241	6.124328135002202
FCOAH_pos	0.0	0.0	0.0	0.0
FDH_pos	8.972778799623404	9.886611111851002	9.187302580240376	8.75110884181332
FE2t_pos	0.0	0.0	0.0	0.0
FE2tm_pos	0.0	0.0	0.0	0.0
FE3R2e_pos	0.056583528366367514	0.32192809488736235	0.070389327891398	0.8875252707415875
