	Ob-c_S136_L007_R1_001
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8048.508751997308
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8048.508751997307
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5054.495083314127
XYLUR_neg	1254.495083314128
XYLUR_pos	1269.8391565492502
XYLt_neg	832.2552970826092
XYLt_pos	0.0
XYLtly_pos	832.2552970826092
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	219.75476462504622
q10h2tc_neg	5577.476708355146
q10h2tc_pos	7365.768157566382
q10tm_neg	5577.476708355146
q10tm_pos	7365.768157566382
r0002_neg	2091.398768874835
r0002_pos	2375.0
r0009_pos	4454.315565168022
r0010_pos	5850.379341816275
r0013_pos	40.875850223300894
r0016_neg	2673.1385404327534
r0016_pos	4097.061610946381
r0021_neg	1405.1181976066496
r0021_pos	485.26778555232477
r0022_neg	5173.301603148024
r0022_pos	432.1727624994812
r0027_neg	1420.462270841772
r0027_pos	1216.7401494636529
r0028_pos	3451.6919843382902
r0033_pos	13916.5595030473
r0034_pos	11531.971235116922
r0047_pos	2375.773652373124
r0051_neg	3.985003345064327
r0051_pos	26387.99604459026
r0055_neg	1480.9465097218354
r0055_pos	7560.781403571465
r0060_pos	7486.06757872038
r0062_pos	3349.5598391764725
r0068_pos	3343.404232517343
r0074_neg	1157.515754509288
r0074_pos	2285.145093425968
r0081_neg	316.94832503880264
r0081_pos	316.94832503880264
r0082_pos	3579.819506298933
r0083_pos	298.8022988091519
r0084_pos	12400.873163878012
r0085_pos	5070.79781270837
r0086_pos	6877.315759129498
r0093_pos	5.327021989964454
r0097_pos	3343.404232517343
r0113_pos	18792.62069173521
r0119_pos	3082.9521843561033
r0122_pos	494.64452472186434
r0127_pos	7019.99971607483
r0129_neg	2113.9120243580787
r0129_pos	6756.671991798214
r0130_neg	7288.653969765983
r0130_pos	2113.9120243580787
r0139_neg	3.2625515582508857
r0139_pos	7.815941434844715
r0142_pos	9169.799843950543
r0145_neg	1069.6259539843484
r0145_pos	57369.4599282608
r0149_neg	7.815941434844715
r0149_pos	3.2625515582508857
r0153_pos	494.64452472186434
r0156_pos	5070.79781270837
r0157_pos	6877.315759129498
r0160_pos	3309.4929750167853
r0163_pos	10913.515491785747
r0165_pos	494.64452472186434
r0166_pos	11517.835306157058
r0170_neg	420.53034044441335
r0170_pos	73972.68203613318
r0173_neg	2504.745628262754
r0173_pos	2504.745628262754
r0178_neg	1253.7255396174478
r0178_pos	12425.178333054704
r0179_pos	1253.7255396174478
r0181_neg	3.2625515582508853
r0181_pos	3.2625515582508853
r0186_pos	11432.30248471468
r0191_pos	595.1675360898857
r0193_neg	8562.537354938664
r0193_pos	6738.086125799128
r0196_neg	298.113175607028
r0196_pos	14545.788420200694
r0202_neg	2504.745628262754
r0202_pos	2504.745628262754
r0208_neg	3005.9733907083423
r0208_pos	18235.657819242944
r0210_pos	7592.721384650725
r0224_pos	561.6585122912231
r0226_pos	3408.0170842906655
r0233_pos	5736.50250889543
r0236_pos	1262.4314192520478
r0239_neg	0.0
r0239_pos	9.871277648623835
r0242_neg	3.3783214006025797
r0242_pos	3.3783214006025797
r0245_neg	3841.9294471822964
r0245_pos	6578.105301506512
r0246_pos	10840.404499039892
r0249_neg	2481.744806218568
r0249_pos	2481.744806218568
r0265_pos	5736.50250889543
r0267_neg	2103.722121378119
r0267_pos	2088.3780481429967
r0268_neg	2088.3780481429967
r0268_pos	2103.722121378119
r0276_neg	3708.696933751076
r0276_pos	394.63705494517217
r0280_pos	494.64452472186434
r0281_neg	4.239527720552468
r0281_pos	14655.153663403933
r0283_pos	4849.569206367984
r0287_pos	17545.113623034405
r0295_pos	497.04465941419335
r0301_pos	3708.696933751076
r0308_pos	7231.096679132373
r0309_neg	4841.564142611819
r0309_pos	16691.87744586325
r0310_pos	4777.744157074362
r0311_pos	8148.323661505442
r0317_neg	308.2515598870606
r0317_pos	308.2515598870606
r0321_pos	3716.1439690056154
r0330_pos	1247.0873460169255
r0331_pos	4078.9165451259832
r0339_pos	5269.214635730288
r0340_pos	10840.404499039892
r0345_neg	899.8661406270012
r0345_pos	899.8661406270012
r0354_pos	3117.9089447169167
r0355_pos	3117.9089447169167
r0357_pos	4099.713891554487
r0358_pos	4099.713891554487
r0360_pos	5338.332808258585
r0361_pos	5274.569905062453
r0363_pos	6563.615142923346
r0364_pos	6516.287413365166
r0365_pos	12368.821112436475
r0377_pos	3437.602538074634
r0381_neg	4091.57001643713
r0381_pos	9937.999274223237
r0383_pos	6639.455189207172
r0384_pos	10789.713704516678
r0385_pos	12024.00439942996
r0386_pos	10532.327962820122
r0388_neg	3945.1321319853373
r0388_pos	10007.647148846349
r0389_neg	3945.1321319853378
r0389_pos	8979.426421210455
r0390_neg	3001.562123233548
r0390_pos	4.274999999999999
r0391_neg	11.560030260729429
r0391_pos	4132.822362992152
r0392_neg	3309.4929750167853
r0392_pos	6061.079346082343
r0393_pos	10840.404499039892
r0394_neg	477.4364083999244
r0394_pos	5578.590250003323
r0395_pos	477.4364083999244
r0398_pos	5363.366660948146
r0399_neg	280.2174211380027
r0399_pos	5915.449627412581
r0400_neg	4953.71091683959
r0400_pos	18702.86866122703
r0402_pos	0.0
r0403_neg	1996.3412961301678
r0403_pos	7.3983282248210465
r0407_neg	548.3018800812818
r0407_pos	2659.8954547795574
r0408_neg	442.0081733757613
r0408_pos	442.0081733757613
r0409_neg	442.0081733757613
r0409_pos	442.0081733757613
r0410_neg	4.1263931847664095
r0410_pos	4.650856653339746
r0413_pos	494.64452472186434
r0422_neg	0.0
r0422_pos	3579.819506298933
r0423_pos	298.8022988091519
r0424_neg	0.0
r0424_pos	12400.873163878008
r0425_neg	338.7843421798936
r0425_pos	446.96850675808577
r0426_neg	308.2515598870606
r0426_pos	308.2515598870606
r0434_neg	2124.7258152274544
r0434_pos	4978.792064392912
r0437_neg	3059.4460988654373
r0437_pos	4978.792064392912
r0441_neg	0.0
r0441_pos	302.48077535210257
r0443_pos	290.5884104549861
r0450_neg	0.0
r0450_pos	3819.64462888455
r0451_pos	69.26078429599342
r0456_pos	3319.5078140311234
r0463_neg	9571.122625254342
r0463_pos	0.0
r0464_neg	326.74151524703433
r0464_pos	326.74151524703433
r0470_pos	621.1500299508575
r0472_neg	6882.706041983318
r0472_pos	717.7140010676734
r0474_neg	7342.473339837275
r0474_pos	717.7140010676734
r0475_neg	5311.902648402485
r0475_pos	717.7140010676734
r0480_neg	15667.504999001632
r0480_pos	12320.78628020856
r0483_neg	316.94832503880264
r0483_pos	316.94832503880264
r0488_neg	19907.44318767482
r0488_pos	389.05559450151594
r0494_neg	3.2625515582508857
r0494_pos	7.815941434844715
r0497_neg	7.815941434844715
r0497_pos	3.2625515582508857
r0502_pos	8969.242665923413
r0504_pos	8806.585161905989
r0509_pos	397.4356901890508
r0512_neg	7198.7285768139545
r0512_pos	577.0025855263455
r0514_pos	3662.5624166854213
r0517_neg	298.113175607028
r0517_pos	14545.788420200684
r0522_pos	1577.0380101077042
r0523_pos	1577.0380101077042
r0525_neg	382.27995271814086
r0525_pos	25.741727609341286
r0527_neg	12.296814032534346
r0527_pos	5335.175405080206
r0531_neg	362.7787784454936
r0531_pos	3358.9758962415067
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14092.000676999542
r0541_neg	279.74936061055826
r0541_pos	79.38562604843784
r0545_pos	944.2904451514673
r0546_pos	0.0
r0547_neg	944.2904451514673
r0547_pos	18649.698695316347
r0548_pos	0.0
r0549_neg	326.74151524703433
r0549_pos	326.74151524703433
r0552_neg	392.100169521116
r0552_pos	452.25157211237916
r0553_neg	452.25157211237916
r0553_pos	392.100169521116
r0555_pos	6639.455189207172
r0556_neg	10789.713704516684
r0556_pos	0.0
r0557_pos	69.26078429599342
r0558_neg	1300.6412801373438
r0558_pos	1300.6412801373438
r0559_neg	1300.6412801373438
r0559_pos	1300.6412801373438
r0560_pos	11856.905121564369
r0561_pos	265.87104028427444
r0568_pos	7204.69152187614
r0570_neg	4261.021910787204
r0570_pos	5938.298538112819
r0571_neg	12811.576920839798
r0571_pos	2103.700378097719
r0573_pos	7140.582134911529
r0575_neg	420.53034044441335
r0575_pos	73972.68203613316
r0578_neg	3938.1916523012883
r0578_pos	4049.874249608352
r0579_pos	3938.1916523012883
r0580_pos	4477.353272286469
r0584_neg	5335.175405080206
r0584_pos	3293.7898118438975
r0587_neg	3.3783214006025797
r0587_pos	3.3783214006025797
r0590_pos	13916.5595030473
r0591_neg	40627.92529854942
r0591_pos	3215.8056721534035
r0594_pos	25.91764804236489
r0595_pos	8570.71783764802
r0596_pos	12368.821112436475
r0598_pos	0.0
r0603_neg	278.236883944216
r0603_pos	9207.204847534878
r0604_pos	9447.114126443525
r0610_neg	538.5721444925773
r0610_pos	538.5721444925773
r0611_neg	538.5721444925773
r0611_pos	538.5721444925773
r0614_neg	3938.191652301288
r0614_pos	31829.49375218295
r0615_neg	693.2391196476656
r0615_pos	708.5831928827878
r0616_neg	655.4881698299442
r0616_pos	11964.986804275215
r0617_neg	708.5831928827878
r0617_pos	693.2391196476656
r0618_pos	655.4881698299442
r0620_neg	0.0
r0620_pos	10913.515491785747
r0625_pos	0.0
r0627_neg	4100.6067670312605
r0627_pos	9.271605343129798
r0629_neg	4014.253013062993
r0629_pos	11700.257058091214
r0630_neg	3232.2184885908246
r0630_pos	12945.279271539806
r0633_neg	5174.489366456308
r0633_pos	18244.67807672148
r0634_neg	32984.662444602516
r0634_pos	415.3626409488834
r0636_pos	13680.3351542432
r0637_pos	13680.3351542432
r0638_neg	5085.137053741335
r0638_pos	18942.660221043738
r0639_pos	13846.467440084709
r0641_neg	3166.6666666666665
r0641_pos	3166.6666666666665
r0642_neg	1300.6412801373438
r0642_pos	425.9548292999813
r0643_neg	2103.700378097719
r0643_pos	12811.576920839796
r0644_neg	1300.6412801373438
r0644_pos	425.9548292999813
r0645_neg	0.0
r0645_pos	46.78320019304486
r0647_neg	1216.5023431980749
r0647_pos	0.0
r0650_neg	4481.678485236852
r0650_pos	4481.678485236852
r0651_neg	4481.678485236852
r0651_pos	3152.3950973368974
r0652_neg	5085.851345746892
r0652_pos	14618.820041182717
r0653_pos	12037.740770510944
r0655_neg	305.33302720609504
r0655_pos	10957.924531784774
r0656_pos	10532.327962820122
r0660_neg	18374.335908824592
r0660_pos	5262.487071382641
r0661_pos	23867.24162945598
r0666_neg	0.0
r0666_pos	20114.174390052794
r0668_neg	4953.71091683959
r0668_pos	18702.868661227032
r0669_pos	11768.69660824595
r0670_pos	9447.114126443525
r0671_pos	14097.519613486882
r0672_neg	53469.972025625044
r0672_pos	11931.904514360594
r0673_pos	0.0
r0679_neg	14837.577411593289
r0679_pos	3938.1916523012883
r0680_neg	3938.1916523012883
r0680_pos	31829.49375218295
r0683_pos	12531.735827516562
r0686_neg	358.14285283456354
r0686_pos	11981.239589962175
r0688_neg	1213.6915973056348
r0688_pos	1229.0356705407569
r0698_pos	15631.818713051764
r0706_pos	64287.23705356652
r0707_neg	4.469885201575546
r0707_pos	6.5780167999857495
r0714_pos	12037.740770510944
r0715_pos	23212.379251768896
r0716_pos	12037.740770510944
r0717_pos	23212.379251768896
r0718_pos	13846.467440084709
r0719_pos	23867.24162945598
r0720_pos	13846.467440084709
r0721_pos	23867.24162945598
r0722_neg	5262.487071382642
r0722_pos	18374.33590882459
r0723_pos	23867.24162945598
r0724_neg	18374.33590882459
r0724_pos	5262.48707138264
r0726_neg	415.3626409488834
r0726_pos	32984.662444602516
r0727_pos	23867.24162945597
r0728_neg	32984.662444602516
r0728_pos	415.3626409488834
r0729_pos	23867.24162945597
r0730_pos	17545.113623034405
r0731_pos	17545.113623034405
r0732_pos	17545.113623034405
r0733_pos	17545.113623034405
r0734_pos	17545.113623034405
r0735_neg	5100.773755895933
r0735_pos	32785.34471582004
r0739_neg	66848.95602100705
r0739_pos	7980.469591610466
r0741_neg	0.0
r0741_pos	68163.28156726458
r0743_pos	64287.23705356645
r0744_pos	64287.23705356645
r0747_neg	11371.518899898265
r0747_pos	2088.3780481429967
r0750_neg	64454.43953626278
r0750_pos	2088.3780481429967
r0752_neg	891.1954220986239
r0752_pos	0.0
r0753_pos	891.1954220986239
r0754_neg	891.1954220986239
r0754_pos	0.0
r0755_pos	891.1954220986239
r0756_neg	891.1954220986239
r0756_pos	0.0
r0757_pos	891.1954220986239
r0758_neg	425.9548292999813
r0758_pos	0.0
r0774_neg	9.625414885787436
r0774_pos	9.625414885787436
r0779_pos	11768.69660824595
r0780_neg	73945.68709930537
r0780_pos	276.95913174221613
r0781_neg	0.0
r0781_pos	73945.68709930537
r0782_pos	10451.142412302863
r0783_neg	432.97084677455905
r0783_pos	5299.4482733811465
r0784_neg	1254.495083314128
r0784_pos	1269.8391565492502
r0787_pos	3255.4600417169054
r0788_neg	15667.50499900163
r0788_pos	12320.786280208558
r0789_neg	15667.504999001632
r0789_pos	12320.78628020856
r0791_neg	18244.67807672148
r0791_pos	5174.489366456308
r0792_neg	6730.0399194612055
r0792_pos	772.7313536968894
r0795_pos	8570.71783764802
r0796_neg	0.0
r0796_pos	6398.850306613174
r0797_neg	4014.253013062993
r0797_pos	62524.45790203838
r0801_neg	1772.6038376780477
r0801_pos	1336.6405198757202
r0809_neg	1203.7175110403368
r0809_pos	1203.7175110403368
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	7958.796136762627
r0817_neg	1149.2641582266963
r0817_pos	1108.6315789449077
r0818_pos	6138.561754233941
r0819_neg	330.084315105174
r0819_pos	435.14398683319126
r0821_neg	330.084315105174
r0821_pos	330.084315105174
r0822_neg	330.084315105174
r0822_pos	330.084315105174
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	330.084315105174
r0829_pos	330.084315105174
r0830_neg	330.084315105174
r0830_pos	330.084315105174
r0834_neg	440.112420140232
r0834_pos	440.112420140232
r0835_neg	440.112420140232
r0835_pos	440.112420140232
r0836_neg	440.112420140232
r0836_pos	440.112420140232
r0838_neg	4648.738208133714
r0838_pos	4838.844398394642
r0839_neg	2138.0853589690128
r0839_pos	3770.8652217604745
r0840_neg	2481.744806218568
r0840_pos	2481.744806218568
r0841_neg	2481.744806218568
r0841_pos	2481.744806218568
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	18792.62069173521
r0853_pos	5702.301624185751
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	13628.343880583247
r0870_pos	0.0
r0871_neg	9489.329195199725
r0871_pos	8.876908480579194
r0879_pos	571.7222970298687
r0881_pos	1345.5681620160067
r0885_neg	354.9194028306364
r0885_pos	459.9790745586537
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.595931816398406
r0892_pos	11178.398985456839
r0899_neg	4886.765548187903
r0899_pos	1410.7884824179262
r0907_neg	0.0
r0907_pos	23228.331073568588
r0908_neg	23768.998360825542
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	23768.998360825528
r0911_neg	9992.1761415312
r0911_pos	5345.257366156903
r0913_neg	2005.0596717280173
r0913_pos	2005.0596717280173
r0915_neg	2010.028105035058
r0915_pos	2010.028105035058
r0917_neg	1169.099256773724
r0917_pos	1169.099256773724
r0921_pos	4078.9165451259832
r0924_pos	8806.096623889538
r0925_pos	0.0
r0926_pos	10840.404499039892
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1285.9309510556632
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.330152530431029
r0940_pos	6745.032659334509
r0941_neg	14153.543625491395
r0941_pos	4200.838102070272
r0942_neg	830.5802087085019
r0942_pos	809.133557797464
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1201.2028028579132
r0946_pos	2099.264158226696
r0950_pos	5716.062975292852
r0954_neg	0.0
r0954_pos	18085.467040333286
r0960_neg	2969.33107570164
r0960_pos	2969.33107570164
r0961_pos	2041.6675648794114
r0962_pos	3662.5624166854213
r0963_pos	1256.768339891218
r0968_pos	18792.62069173521
r0970_neg	0.0
r0970_pos	7140.582134911529
r0973_neg	3938.1916523012883
r0973_pos	0.0
r0974_neg	2054.7993366623555
r0974_pos	2045.3214661534669
r0975_pos	4078.9165451259832
r0983_pos	2091.398768874835
r0984_neg	2091.398768874835
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7140.582134911529
r0990_neg	3232.2184885908246
r0990_pos	4886.7655481879
r0993_pos	4037.5473473645343
r0994_neg	4481.678485236852
r0994_pos	4481.678485236852
r0995_neg	1440.279716362017
r0995_pos	1440.279716362017
r0997_pos	13680.3351542432
r0998_neg	2124.7258152274544
r0998_pos	4978.792064392912
r0999_neg	3059.4460988654373
r0999_pos	4978.792064392912
r1007_neg	0.0
r1007_pos	302.4807753521027
r1008_pos	290.5884104549861
r1010_neg	3938.1916523012883
r1010_pos	31829.49375218295
r1011_pos	74195.35045149515
r1012_pos	74195.35045149515
r1013_pos	70537.56847238273
r1014_pos	70537.56847238273
r1015_pos	1067.5398236723117
r1017_pos	7709.461174761973
r1018_neg	4481.678485236852
r1018_pos	4481.678485236852
r1019_neg	3232.2184885908246
r1019_pos	4182.218488590825
r1020_neg	66848.95602100703
r1020_pos	7980.469591610467
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7856.096623889539
r1025_pos	7856.096623889541
r1026_pos	3196.8447219556097
r1028_pos	3196.8447219556106
r1029_pos	7745.599583567776
r1030_neg	22.33753289119138
r1030_pos	11.655760442997678
r1043_pos	1154.5994810772606
r1044_pos	1154.5994810772606
r1045_pos	1243.5843707147353
r1050_neg	10924.90931276512
r1050_pos	1900.0
r1051_neg	2128.5277871102135
r1051_pos	2128.5277871102135
r1052_pos	2128.5277871102135
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	45059.430297518404
r1080_pos	0.0
r1088_neg	1769.7432691171707
r1088_pos	1877.4077439259704
r1090_pos	1482.4963701690278
r1106_neg	4886.765548187901
r1106_pos	4886.765548187899
r1109_neg	5006.187835546763
r1109_pos	4153.823605541423
r1116_neg	13331.920972610045
r1116_pos	13580.89723696689
r1117_neg	4887.611599330621
r1117_pos	2494.4166919153554
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1188.0853589690128
r1144_pos	2112.8904937343495
r1147_neg	2005.0596717280173
r1147_pos	2005.0596717280173
r1148_neg	12312.695237691976
r1148_pos	0.0
r1150_pos	7068.7269410291365
r1154_neg	3980.4610911690515
r1154_pos	18140.713651435755
r1155_pos	842.8912991643484
r1156_neg	362.7787784454936
r1156_pos	3921.365226600767
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4054.7079745271544
r1163_pos	1182.3775756748762
r1164_pos	8148.323661505442
r1167_pos	8148.323661505442
r1168_pos	8148.323661505442
r1172_pos	8148.323661505442
r1173_pos	0.0
r1177_pos	8148.323661505442
r1178_pos	0.0
r1179_pos	8148.323661505442
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	10751.373706923874
r1253_pos	0.0
r1254_pos	21.54554845028518
r1255_pos	8148.323661505442
r1257_pos	5110.914611920616
r1259_pos	7.196681615152734
r1260_pos	5105.2828462779
r1262_pos	302.48077535210257
r1291_neg	1528.5631904451416
r1291_pos	4663.261369336316
r1292_neg	4886.7655481879
r1292_pos	4392.473303370409
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5110.914611920616
r1318_pos	9602.59059105962
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	40.875850223300894
r1377_neg	1150.6247910926031
r1377_pos	1150.6247910926031
r1378_neg	1150.6247910926031
r1378_pos	1150.6247910926031
r1380_neg	432.97084677455905
r1380_pos	73945.68709930542
r1381_neg	73945.68709930539
r1381_pos	244.86779601943024
r1384_neg	1434.4749720353357
r1384_pos	4661.598380041529
r1396_pos	3101.1716779436806
r1397_pos	3101.1716779436806
r1400_pos	2608.1204284424894
r1401_pos	3330.031962017835
r1418_neg	3218.3575237603777
r1418_pos	3243.6806792935326
r1421_neg	20941.87001674127
r1421_pos	4.315527506469425
r1423_pos	1289.2217650023474
r1427_pos	2511.169175794738
r1428_neg	2504.745628262754
r1428_pos	2504.745628262754
r1429_neg	2504.745628262754
r1429_pos	1900.0
r1431_pos	2643.3221519325434
r1432_pos	0.0
r1433_pos	273.47625275764443
r1434_pos	4289.892624761
r1435_pos	5045.158985393389
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	23166.920787771276
r1444_pos	23867.24162945598
r1445_pos	23867.24162945597
r1446_pos	17891.024938860377
r1447_pos	4726.099118979175
r1448_pos	4724.560410694411
r1449_pos	4726.099118979176
r1450_pos	4724.56041069441
r1451_pos	4726.099118979174
r1453_neg	12959.725613938279
r1453_pos	12233.346205646261
r1454_pos	842.8912991643484
r1455_pos	2511.169175794738
r1456_pos	2511.169175794738
r1459_neg	7819.329901058396
r1459_pos	17066.59621777751
r1464_neg	1237.4179628858685
r1464_pos	1237.4179628858685
r1466_neg	24229.714510154296
r1466_pos	0.0
r1467_neg	1524.3424067611925
r1467_pos	47776.524322331155
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24229.714510154296
r1488_neg	0.0
r1488_pos	17554.41587784434
r1492_pos	1270.6252898272212
r1493_pos	1269.023729649532
r1495_pos	4037.547347364534
r1497_pos	1331.3529431023985
r1498_pos	1331.3529431023983
r1499_pos	1459.0506520633448
r1500_pos	1459.0506520633448
r1512_pos	1997.6043334225706
r1514_pos	3151.1460107953644
r1515_pos	3184.3194790777125
r1516_pos	3233.917719479426
r1517_pos	4090.233443718362
r1518_pos	3235.932828155779
r1519_pos	3223.3498377935725
r1520_pos	3235.9328281557796
r1521_pos	3235.932828155779
r1522_pos	3136.887885676436
r1523_pos	3223.701281320318
r1525_pos	3235.9328281557787
r1527_pos	4090.233443718362
r1528_pos	4886.765548187899
r1529_pos	3223.7012813203173
r1530_pos	3488.8413339122903
r1536_pos	8889.677713611658
r1538_pos	1236.9890310328783
r1540_pos	676.1503866378936
r1544_neg	774.8121535996062
r1544_pos	774.8121535996062
r1546_neg	974.81848345993
r1546_pos	833.7126293485944
r1547_neg	876.4186895758237
r1547_pos	1020.0903955725913
r1548_neg	802.998686263425
r1548_pos	796.0607905085392
r1549_neg	876.4186895758237
r1549_pos	984.1123094751163
r1551_neg	974.81848345993
r1551_pos	796.122770498581
r1552_neg	828.7328644307172
r1552_pos	798.7977467342255
r1553_neg	796.1192037762887
r1553_pos	798.7977467342255
r1554_neg	974.81848345993
r1554_pos	984.1123094751163
r1556_neg	1084.8999385853167
r1556_pos	827.0153245161465
r1557_neg	974.81848345993
r1557_pos	984.1123094751163
r1559_neg	826.5874972683645
r1559_pos	703.3553109607427
r1560_neg	972.0815272342437
r1560_pos	738.2701935751116
r1561_neg	873.6817333501375
r1561_pos	924.6479597991087
r1562_neg	843.5320758861379
r1562_pos	700.6183547350564
r1563_neg	873.6817333501375
r1563_pos	888.6698737016335
r1564_neg	805.8320388438133
r1564_pos	763.9149151292941
r1565_neg	972.0815272342437
r1565_pos	700.6803347250982
r1566_neg	828.7328644307172
r1566_pos	703.3553109607427
r1567_neg	655.4805569195609
r1567_pos	655.4805569195609
r1568_neg	972.0815272342437
r1568_pos	888.6698737016335
r1569_neg	826.5874972683645
r1569_pos	763.2798671257788
r1570_neg	1115.0097526493787
r1570_pos	731.5728887426637
r1571_neg	972.0815272342437
r1571_pos	888.6698737016335
r1573_neg	974.81848345993
r1573_pos	831.0340863906576
r1574_neg	876.4186895758237
r1574_pos	1009.9125561020978
r1575_neg	817.8692765578039
r1575_pos	793.3822475506024
r1576_neg	876.4186895758237
r1576_pos	981.4337665171795
r1578_neg	974.81848345993
r1578_pos	793.4442275406443
r1579_neg	882.7453575318671
r1579_pos	796.1192037762887
r1580_neg	655.4805569195609
r1580_pos	655.4805569195609
r1581_neg	974.81848345993
r1581_pos	981.4337665171795
r1583_neg	1099.7705288796956
r1583_pos	824.3367815582099
r1584_neg	974.81848345993
r1584_pos	981.4337665171795
r1585_neg	974.81848345993
r1585_pos	929.1550651220771
r1586_neg	876.4186895758237
r1586_pos	981.1618829631823
r1587_neg	869.7702336439797
r1587_pos	891.5032262820218
r1588_neg	876.4186895758237
r1588_pos	981.1618829631823
r1589_neg	805.8320388438133
r1589_pos	805.8320388438133
r1590_neg	974.81848345993
r1590_pos	891.5652062720637
r1591_neg	828.7328644307172
r1591_pos	894.2401825077081
r1592_neg	796.1192037762887
r1592_pos	846.3654284665263
r1593_neg	974.81848345993
r1593_pos	1079.554745248599
r1594_neg	826.5874972683645
r1594_pos	826.5874972683645
r1595_neg	1117.746708875065
r1595_pos	922.4577602896293
r1596_neg	974.81848345993
r1596_pos	1079.554745248599
r1597_neg	895.9903294824736
r1597_pos	895.9903294824736
r1598_neg	847.9871624718975
r1598_pos	889.3418735506297
r1599_neg	895.9903294824736
r1599_pos	895.9903294824736
r1600_neg	890.6998847306804
r1600_pos	1028.316002004258
r1602_neg	917.660240146236
r1602_pos	974.81848345993
r1603_neg	831.0340863906576
r1603_pos	974.81848345993
r1604_neg	994.3901233665799
r1604_pos	994.3901233665799
r1605_neg	929.1550651220771
r1605_pos	1034.7430396249658
r1606_neg	1129.888414793789
r1606_pos	1003.036061241851
r1607_neg	994.3901233665799
r1607_pos	994.3901233665799
r1608_neg	790.9420796665233
r1608_pos	790.9420796665233
r1609_neg	797.5905355983673
r1609_pos	797.5905355983673
r1610_neg	929.9162081201517
r1610_pos	929.9162081201517
r1611_neg	895.9903294824736
r1611_pos	873.7437133401792
r1612_neg	1102.6698299226616
r1612_pos	876.4186895758237
r1613_neg	1009.9125561020978
r1613_pos	876.4186895758237
r1614_neg	895.9903294824736
r1614_pos	895.9903294824736
r1615_neg	981.1618829631823
r1615_pos	936.3432457408597
r1616_neg	1038.9185548976086
r1616_pos	904.6362673577447
r1617_neg	895.9903294824736
r1617_pos	895.9903294824736
r1618_neg	790.9420796665233
r1618_pos	658.0042902550457
r1619_neg	853.0480458906252
r1619_pos	658.0042902550457
r1620_neg	658.0042902550457
r1620_pos	658.0042902550457
r1621_neg	880.0084013061808
r1621_pos	869.7702336439797
r1622_neg	793.3822475506024
r1622_pos	658.0042902550457
r1623_neg	889.3418735506297
r1623_pos	658.0042902550457
r1624_neg	891.5032262820218
r1624_pos	658.0042902550457
r1625_neg	1032.2700989657646
r1625_pos	897.9878114259008
r1626_neg	889.3418735506297
r1626_pos	658.0042902550457
r1627_neg	929.9162081201517
r1627_pos	929.9162081201517
r1628_neg	846.0558092216228
r1628_pos	873.7437133401792
r1629_neg	1068.0599202727578
r1629_pos	876.4186895758237
r1630_neg	981.4337665171795
r1630_pos	876.4186895758237
r1631_neg	895.9903294824736
r1631_pos	895.9903294824736
r1632_neg	981.1618829631823
r1632_pos	936.3432457408597
r1633_neg	1038.9185548976086
r1633_pos	904.6362673577447
r1634_neg	895.9903294824736
r1634_pos	895.9903294824736
r1635_neg	846.0558092216228
r1635_pos	853.1100258806671
r1636_neg	943.3049617004184
r1636_pos	855.7850021163115
r1637_neg	815.3455432223191
r1637_pos	815.3455432223191
r1638_neg	1028.316002004258
