	WT-911-a_S119_L007_R1_001	WT-DHA-c_S134_L007_R1_001	WT-EPA-d_S142_L007_R1_001	Ob-a_S121_L007_R1_001
ADPRDP_pos	3.6427015718332325	4.341274183692174	3.782408564927373	4.008092420948722
ADPRDPm_pos	5.074248523347032	5.292413667827485	5.047014819517589	5.807354922057604
ADPRIBt_pos	2.9818526532897405	3.658782734012828	3.0089887832272546	3.0071955014042038
ADPT_pos	5.180307019969433	5.753818443173543	4.724104519866845	5.202025844609336
ADPtx_pos	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0
ADRNCPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
ADRNCPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
ADRNCRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
ADRNLPVESSEC_pos	1.4382928515791469	1.996388746447621	1.560714954474479	2.5969351423872324
ADRNt_pos	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0
ADSELK_pos	6.5447326559326235	6.180903709179382	6.034523875334392	5.950701690089008
ADSK_pos	6.5447326559326235	6.180903709179382	6.034523875334392	5.950701690089008
ADSL1_pos	3.0018022426339854	3.875780063068488	3.145677455195635	3.612352498752662
ADSL2_pos	3.0018022426339854	3.875780063068488	3.145677455195635	3.612352498752662
ADSS_pos	5.294988267691447	5.7300964655954685	5.408372203572677	5.699051844016849
AFLATOXINte_pos	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0
AG13T10g_pos	3.804260115634739	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T11g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T12g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T13g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T14g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T15g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T16g_pos	3.804260115634739	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T17g_pos	3.804260115634739	4.527320607877047	3.5372960670908413	3.4515408330178317
AG13T18g_pos	3.804260115634739	4.527320607877047	3.5372960670908413	3.4515408330178317
AG13T1g_pos	3.804260115634739	4.527320607877047	3.5372960670908413	3.4515408330178317
AG13T2g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T3g_pos	3.804260115634739	4.527320607877047	3.5372960670908418	3.451540833017832
AG13T4g_pos	3.804260115634739	4.527320607877047	3.5372960670908418	3.451540833017832
AG13T5g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T6g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T7g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T8g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AG13T9g_pos	3.8042601156347384	4.527320607877047	3.5372960670908418	3.4515408330178317
AGDC_pos	3.788685710613534	4.713145902490259	3.953265239014844	4.004501392234941
AGLPC_pos	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0
AGMTm_pos	7.079698105583953	6.918386234446348	6.955475553181568	7.182295025025483
AGPAT1_pos	8.517787475664338	8.708773522186553	8.559530052070643	9.113481728275959
AGPex_pos	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0
AGPRim_pos	1.0840642647884746	3.0426443374084937	0.722466024471091	1.1890338243900171
AGPSx_pos	1.8953026213333068	2.440952198029637	1.8639384504239715	1.9335726382610239
AGTim_pos	7.150864267527825	7.301770532455101	7.042534905539751	7.705217660919054
AGTix_pos	8.381845733960704	8.095080491901415	8.296273846706718	7.013685569928653
AHANDROSTANGLCte_pos	0.5753123306874368	1.4059923596758368	0.43295940727610627	0.6415460290875237
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0
AHC_pos	10.048786552883232	9.439290681042017	9.746195179837754	9.628554900114054
AHC_neg	10.048786552883232	9.439290681042017	9.746195179837754	9.628554900114054
AHCYStn_pos	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	5.7251958172266635	6.654206377944292	5.589763486984977	6.4376272483189485
AHEXASEly_pos	5.7251958172266635	6.654206377944292	5.589763486984977	6.4376272483189485
AICART_pos	3.4436066514756147	4.431622959713292	3.2539892662307865	3.8135246892978105
AICART_neg	3.4436066514756147	4.431622959713292	3.2539892662307865	3.8135246892978105
AIRCr_pos	7.299299615164611	7.164203001294126	6.842601771619549	6.469234793667656
AIRCr_neg	7.299299615164611	7.164203001294126	6.842601771619549	6.469234793667656
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0
AKGDm_pos	6.8770079932140185	7.21091481607392	6.8496657269155685	7.509906931997541
AKGMALtm_pos	6.5861642459309095	6.4584476274379226	6.695437110405369	7.830103175920036
AKGMALtm_neg	6.5861642459309095	6.4584476274379226	6.695437110405369	7.830103175920036
AKGt4_3_pos	2.8298495598446904	2.849999259466098	2.6182386555954547	4.20006486151431
AKGt4_3_neg	2.8298495598446904	2.849999259466098	2.6182386555954547	4.20006486151431
AKGtp_pos	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0
AKR1C1_pos	0.0	0.0	0.0	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0
AKR1D_pos	6.40667271575583	5.429281193335658	6.366322214245816	7.170425850272508
AKR1D2_pos	6.40667271575583	5.429281193335658	6.366322214245816	7.170425850272508
ALAASNNaEx_pos	1.1634987322828796	2.0214797274104517	0.765534746362977	1.4854268271702418
ALACYSNaEx_pos	1.9855004303048849	3.234194722953812	1.6369145803558778	3.426264754702098
ALADGLNexR_pos	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALADGLNexR_neg	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALADGLYexR_pos	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALADGLYexR_neg	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALAGLNexR_pos	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALAGLNexR_neg	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALAGLNNaEx_pos	1.1634987322828796	2.0214797274104517	0.765534746362977	1.4854268271702418
ALAGLYexR_pos	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALAGLYexR_neg	3.8273109439496666	5.414135532984451	3.9699332746978557	4.312156888313374
ALAR_pos	5.473786911614368	5.642990312961163	5.293885430302371	5.555202633878297
ALAR_neg	5.473786911614368	5.642990312961163	5.293885430302371	5.555202633878297
ALASERNaEx_pos	1.9855004303048849	3.234194722953812	1.6369145803558778	3.426264754702098
ALASm_pos	7.1081062236861285	7.857047916487163	7.152994605492435	7.821646445280166
ALAt2r_pos	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ALAt2r_neg	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ALAt2rL_pos	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ALAt2rL_neg	3.4489009511451276	4.06522762277562	3.726831217032493	3.8449881566826116
ALAt4_pos	9.02078552993919	9.2272308524798	8.778175715805174	8.539469034749887
ALATA_L_pos	8.49253420818245	8.518613817848989	8.172077418848254	8.76526952069059
ALATA_L_neg	8.49253420818245	8.518613817848989	8.172077418848254	8.76526952069059
ALATHRNaEx_pos	1.9855004303048849	3.234194722953812	1.6369145803558778	3.426264754702098
ALAtN1_pos	9.533251851928968	9.367698675396488	9.433147245964072	8.773468927905194
ALAtN1_neg	9.533251851928968	9.367698675396488	9.433147245964072	8.773468927905194
ALCD1_pos	8.9159988517389	8.735048241290857	8.795909776662576	9.17192735435346
ALCD1_neg	8.9159988517389	8.735048241290857	8.795909776662576	9.17192735435346
ALCD21_D_pos	8.9159988517389	8.735048241290857	8.795909776662576	9.17192735435346
ALCD21_L_pos	8.9159988517389	8.735048241290857	8.795909776662576	9.17192735435346
ALCD22_D_pos	8.9159988517389	8.735048241290857	8.795909776662576	9.17192735435346
ALCD22_L_pos	8.9159988517389	8.735048241290857	8.795909776662576	9.17192735435346
ALCD2if_pos	8.9159988517389	8.735048241290857	8.795909776662576	9.17192735435346
ALCD2yf_pos	7.973439078534141	8.306061689428342	7.966072794820211	8.817303475831991
ALDD20x_pos	9.78981074621793	9.707221068533155	9.847401922646258	11.424066535712415
ALDD20xm_pos	10.314594572812684	10.30757652135365	10.331745517682139	10.690286132326543
ALDD21_pos	6.182096347749002	7.197904697025821	6.5087455542444745	9.560199068206156
ALDD2x_pos	9.839613228583719	9.83687091096283	9.887327252132192	11.458832078881299
ALDD2xm_pos	10.099097914506599	10.1066676220014	10.137439482243282	10.494285592369398
ALDD2y_pos	7.884231584272817	8.493575287080336	7.911212201558612	9.969890117492021
ALDSTRNte_pos	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0
ALKP_pos	2.9068905956085187	4.346956889378885	3.3840498067951597	4.935931139752267
ALOX12_pos	0.7739963251111731	0.7048719644563528	0.5260688116675876	0.47508488294878287
ALOX12R_pos	0.0	0.0	0.0	0.0
ALOX15_pos	0.08406426478847456	0.0	0.0	0.21412480535284734
ALOX5_pos	0.070389327891398	0.0	0.0	0.0
ALOX52_pos	0.070389327891398	0.0	0.0	0.0
ALR2_pos	7.973439078534141	8.306061689428342	7.966072794820211	8.817303475831991
ALR3_pos	7.973439078534141	8.306061689428342	7.966072794820211	8.817303475831991
AMACR2p_pos	6.1544130851749665	6.269968200633338	5.900383816666934	6.199279721336625
AMACR2r_pos	6.1544130851749665	6.269968200633338	5.900383816666934	6.199279721336625
AMACRp_pos	6.1544130851749665	6.269968200633338	5.900383816666934	6.199279721336625
AMACRr_pos	6.1544130851749665	6.269968200633338	5.900383816666934	6.199279721336625
AMANK_pos	6.454998363444033	6.699468346461417	6.138937308958628	6.176322772640463
AMCOXO_pos	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0
AMETt2m_pos	3.2957230245399685	3.017921907997262	2.641546029087524	2.922197848396367
AMETt2m_neg	3.2957230245399685	3.017921907997262	2.641546029087524	2.922197848396367
AMETtn_pos	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0
AMPDA_pos	3.6099912952126787	3.876762490781555	3.9781956296816516	3.9900472195737944
AMPTASECG_pos	5.65792577227638	6.063287212206184	5.546277132090075	6.083426139437464
AMPTASECGe_pos	5.65792577227638	6.063287212206184	5.546277132090075	6.083426139437464
AMPtp_pos	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0
AMY1e_pos	5.295906655297028	6.9165363574006555	5.358079723348917	5.516015147003665
AMY2e_pos	5.295906655297028	6.9165363574006555	5.358079723348917	5.516015147003665
ANDRSTRNGLCte_pos	0.5753123306874368	1.4059923596758368	0.43295940727610627	0.6415460290875237
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0
AP4AH1_pos	3.7949356628035362	3.9569859246125763	4.218781167784069	4.208673319629471
APAT2rm_pos	6.71259578044703	6.44575980445338	6.575917361118149	7.141187525004999
APAT2rm_neg	6.71259578044703	6.44575980445338	6.575917361118149	7.141187525004999
APNNOXte_pos	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0
APRTO2_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
AQCOBALt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0
ARABR_pos	7.973439078534141	8.306061689428342	7.966072794820211	8.817303475831991
ARACHCOAtx_pos	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0
ARACHCPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
ARACHCPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
ARACHCRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0
ARACHDt2_pos	9.12350066435096	8.520579396289891	8.829659318525646	8.66266837551754
ARACHDt2_neg	9.12350066435096	8.520579396289891	8.829659318525646	8.66266837551754
ARACHDtr_pos	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0
ARGLYSex_pos	3.790772037862	5.412273444670823	3.9420452599160467	4.284292026394312
ARGN_pos	10.425887256033898	9.864681405572597	10.096688803653533	9.722978254208725
ARGNm_pos	0.15055967657538138	0.6780719051126377	0.0	0.21412480535284734
ARGSL_pos	8.707013948435046	8.344961613552895	8.327058562741092	8.239359850277467
ARGSL_neg	8.707013948435046	8.344961613552895	8.327058562741092	8.239359850277467
ARGSS_pos	11.73376105819606	11.447785800544837	11.318475022908618	10.65677342777506
ARGt4_pos	0.0	0.0	0.0	0.0
ARGtiDF_pos	8.939285356478686	9.116733826134015	8.67542783013302	8.425509658562735
ARGtm_pos	7.3011303305183075	7.2992080183872785	6.6455863859136075	7.229395653127401
ARGtm_neg	7.3011303305183075	7.2992080183872785	6.6455863859136075	7.229395653127401
ARSA_pos	4.044394119358453	4.8494989317201815	4.36387192485753	5.484782623077873
ARTCOAL1_pos	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0
ASAH1_pos	4.0798047546352585	4.846994686965573	4.359661722333877	4.4356285940520905
ASCBOX_pos	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0
ASCBt4_pos	5.451540833017832	5.2445065513959195	5.346956889378885	5.963705306579481
ASCBt4_neg	5.451540833017832	5.2445065513959195	5.346956889378885	5.963705306579481
ASNALANaEx_pos	1.1634987322828796	2.0214797274104517	0.765534746362977	1.4854268271702418
ASNCYSNaEx_pos	1.1634987322828796	2.0214797274104517	0.765534746362977	1.4854268271702418
ASNGLNNaEx_pos	1.1634987322828796	2.0214797274104517	0.765534746362977	1.4854268271702418
ASNNm_pos	2.493134922305505	2.643856189774725	2.523561956057013	2.9763636357327616
ASNS1_pos	0.6507645591169021	3.950468414150123	0.0	0.16349873228287956
ASNSERNaEx_pos	1.1634987322828796	2.0214797274104517	0.765534746362977	1.4854268271702418
ASNt4_pos	8.743521700036755	8.860031646361179	8.519321734629434	8.28021399581062
ASNTHRNaEx_pos	1.1634987322828796	2.0214797274104517	0.765534746362977	1.4854268271702418
ASNtm_pos	0.0	0.0	0.0	0.0
ASNtN1_pos	9.533251851928968	9.367698675396488	9.433147245964072	8.773468927905194
ASNtN1_neg	9.533251851928968	9.367698675396488	9.433147245964072	8.773468927905194
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0
ASP1DC_pos	0.0	0.0	0.0	0.0
ASPCTr_pos	1.6959938131099002	3.15704371014558	1.7004397181410922	1.8114710305298358
ASPCTr_neg	1.6959938131099002	3.15704371014558	1.7004397181410922	1.8114710305298358
ASPDt6_pos	4.93451650158608	3.533563348214512	5.189824558880018	4.91169158187234
ASPDxt_pos	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0
ASPGLUm_pos	6.6742629002007705	6.83932978216199	6.405141463136344	7.188737187185129
ASPNATm_pos	0.0	0.0	0.0	0.0
ASPt6_pos	4.93451650158608	3.533563348214512	5.189824558880018	4.91169158187234
ASPTA_pos	7.731047439337348	7.183784233127527	6.803227036434928	5.704595347632403
ASPTA_neg	7.731047439337348	7.183784233127527	6.803227036434928	5.704595347632403
ASPTAm_pos	8.15891258450803	8.375908263075013	8.310112863701816	8.831972218865868
ASPTAm_neg	8.15891258450803	8.375908263075013	8.310112863701816	8.831972218865868
ATP1ter_pos	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0
ATPasel_pos	11.540743765488465	11.953702935586238	11.41747280833261	11.836487221096437
ATPH1e_pos	5.501757585738664	6.472325296656458	5.455820365084918	7.36649707577453
ATPH2e_pos	5.501757585738664	6.472325296656458	5.455820365084918	7.36649707577453
ATPS4m_pos	16.496033166044846	16.105820316518273	16.109143340102683	16.58621114524836
ATPtm_pos	8.751912217341198	8.74153440048218	8.535858558616573	9.394441257674814
ATPtn_pos	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0
B_MANNASEly_pos	2.7548875021634687	3.372952097911829	2.5558161550616396	3.127633279725874
B3GALT3g_pos	0.7484612330040358	0.8875252707415875	0.3785116232537299	0.3785116232537299
B3GALT41g_pos	0.765534746362977	0.8479969065549501	0.0	0.18903382439001715
B3GALT42g_pos	0.765534746362977	0.8479969065549501	0.0	0.18903382439001715
B3GALT43g_pos	0.765534746362977	0.8479969065549501	0.0	0.18903382439001715
B3GALT44g_pos	0.765534746362977	0.8479969065549501	0.0	0.18903382439001715
B3GALT5g_pos	0.0	0.0	0.0	0.0
B3GALTg_pos	0.0	0.0	0.0	0.0
B3GNT11g_pos	3.177917792195843	4.316145742293356	3.0018022426339854	2.9945797242157473
B3GNT12g_pos	3.177917792195843	4.316145742293356	3.0018022426339854	2.9945797242157473
B3GNT310g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT311g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT312g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT313g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT314g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT315g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT31g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT32g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT33g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT34g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT35g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT36g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT37g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT39g_pos	1.2630344058337937	1.1890338243900171	0.44360665147561457	1.1309308698264486
B3GNT51g_pos	0.04264433740849372	0.12432813500220177	0.0	0.070389327891398
BAAT1x_pos	7.671505684425383	7.634665866007271	7.284292026394312	7.892633883424437
BAAT2x_pos	7.671505684425383	7.634665866007271	7.284292026394312	7.892633883424437
BAAT3x_pos	7.671505684425383	7.634665866007271	7.284292026394312	7.892633883424437
BAAT4x_pos	7.671505684425383	7.634665866007271	7.284292026394312	7.892633883424437
BACCL_pos	2.140778655782796	2.608809242675524	1.4059923596758368	2.53605290024021
BACCLm_pos	2.140778655782796	2.608809242675524	1.4059923596758368	2.53605290024021
BALAtmr_pos	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	0.0	0.0	0.0
BAMPPALDOX_pos	9.78981074621793	9.707221068533155	9.847401922646258	11.424066535712415
BAMPPALDOXm_pos	10.314594572812684	10.307576521353651	10.331745517682139	10.690286132326543
BBHOX_pos	6.4589397069290975	5.96116025813664	6.090641751917847	6.9096531145344775
BCDO_pos	0.0	0.0	0.0	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0
BDHm_pos	6.5060496682503235	6.859596903238742	6.349259109904453	7.827565006650136
BDHm_neg	6.5060496682503235	6.859596903238742	6.349259109904453	7.827565006650136
BDMT_L_pos	3.867896463992655	4.646162657157894	3.8278190246173196	3.9457949567400608
BDMT_U_pos	3.867896463992655	4.646162657157894	3.8278190246173196	3.9457949567400608
BETALDHxm_pos	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0
BHMT_pos	10.730920113131392	9.75360119373312	10.799103500027666	11.71740225068988
BILDGLCURt_pos	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0
BILDGLCURte_pos	5.197708157955851	5.388878338811989	5.81992359556066	6.442114122419225
BILDGLCURtr_pos	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.0	0.0	0.0
BILGLCURt_neg	0.0	0.0	0.0	0.0
BILGLCURte_pos	0.5753123306874368	1.4059923596758368	0.43295940727610627	0.6415460290875237
BILGLCURtr_pos	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0
BILIRED_pos	6.949651651195215	7.134528999487963	7.167317780946596	7.385862400641461
BILIRUBt2_pos	0.0	0.0	0.0	0.0
BILIRUBt2_neg	0.0	0.0	0.0	0.0
BILIRUBtr_pos	0.0	0.0	0.0	0.0
BILIRUBtr_neg	0.0	0.0	0.0	0.0
BIOCYTtn_pos	0.0	0.0	0.0	0.0
BIOCYTtn_neg	0.0	0.0	0.0	0.0
BMTer_L_pos	1.7180875839605168	2.855989697308481	1.765534746362977	2.1473066987802936
BMTer_U_pos	1.7180875839605168	2.855989697308481	1.765534746362977	2.1473066987802936
BPNT_pos	5.263410058756341	5.797012977836145	5.056583528366367	5.9271853578263665
BPNT2_pos	5.263410058756341	5.797012977836145	5.056583528366367	5.9271853578263665
BTND1_pos	5.7073591320808825	5.84749588378871	5.610581958492531	5.7303682363490065
BTND1n_pos	5.7073591320808825	5.84749588378871	5.610581958492531	5.7303682363490065
BTNDe_pos	5.7073591320808825	5.84749588378871	5.610581958492531	5.7303682363490065
BTNDm_pos	5.7073591320808825	5.84749588378871	5.610581958492531	5.7303682363490065
BTNPL_pos	2.140778655782796	2.608809242675524	1.4059923596758368	2.53605290024021
BTNPLm_pos	2.140778655782796	2.608809242675524	1.4059923596758368	2.53605290024021
BTNt2_pos	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BTNt2_neg	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BTNt2m_pos	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BTNt2m_neg	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BTNt3i_pos	1.7570232465074596	1.8836208162856714	1.6507645591169025	3.3645724322958563
BTNt4i_pos	0.0	0.0	0.49569516262406876	0.16349873228287956
BTNtn_pos	0.0	0.0	0.0	0.0
BTNtn_neg	0.0	0.0	0.0	0.0
BUP2_pos	8.206965497184216	7.752146450958854	8.168722254360656	7.866413481123453
BUTt2m_pos	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BUTt2m_neg	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BUTt2r_pos	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BUTt2r_neg	4.760220946466509	5.3739961421312366	3.967168607532628	5.646162657157894
BVITEt_pos	0.0	0.0	0.0	0.0
BZt_pos	0.0	0.0	0.0	0.0
BZt_neg	0.0	0.0	0.0	0.0
BZtr_pos	0.0	0.0	0.0	0.0
BZtr_neg	0.0	0.0	0.0	0.0
C14STRr_pos	6.957798547067071	5.295723024539968	6.79584485619723	5.835671479481623
C160CPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
C160CPT2_pos	7.536752313400936	7.922138369307455	7.446752484566551	8.330916878114618
C160CRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
C161CPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
C161CPT12_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
C161CPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
C161CPT22_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
C161CRN2t_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
C161CRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
C180CPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
C180CPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
C180CRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
