	Ob.EPA.c_S137_L007_R1_001
NACUP_pos	1900.0
NADH2_u10m_pos	4258.244365253082
NADHtpu_pos	1900.0
NADHtru_pos	5758.744259062472
NADK_pos	0.0
NADN_pos	7962.548838983773
NADNe_pos	4.747977205365664
NADPHtru_pos	5603.820896399373
NADPHtxu_pos	10147.29196140842
NADPN_pos	0.0
NADPNe_pos	4.747977205365663
NADPtru_pos	5603.820896399373
NADPtxu_pos	10147.291961408422
NADS2_pos	5351.52828994384
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9744.8887580415
NADtpu_pos	1900.0
NADtru_pos	5758.744259062471
NADtx_neg	3139.675909450182
NADtx_pos	3286.561799853286
NAGA2ly_pos	7018.281513507037
NAGAlby_pos	907.004289960734
NAGAly_pos	10960.691910343041
NAGLCAly_pos	7018.281513507037
NAHCO3_HCLt_neg	1214.9520970497563
NAHCO3_HCLt_pos	1184.9623271177588
NAIt_neg	2223.7143603862696
NAIt_pos	1724.2627116036128
NAt3_1_neg	445.96231256823205
NAt3_1_pos	445.96231256823205
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	655.2633358782131
NAt5_pos	655.2633358782131
NAt_neg	611.9126475042018
NAt_pos	606.5673952398815
NAtx_neg	4178.885339575518
NAtx_pos	1266.2637450279017
NBAHH_ir_pos	4908.53112357419
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1207.4841510263886
NCKt_neg	1945.198064270614
NCKt_pos	1918.7090217249333
NCNt_neg	1929.2366513958116
NCNt_pos	1929.2366513958116
NDP10ex_pos	7.479518465254701
NDP3ex_pos	7.327837372950147
NDP6_pos	4186.180504783021
NDP7er_pos	12730.934941195484
NDP7ex_pos	14903.934869368375
NDP7g_pos	6281.765528409134
NDP8_pos	5341.6414191607555
NDP8ex_pos	14927.919029435725
NDPK10_neg	4187.927584005857
NDPK10_pos	4187.927584005857
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4187.927584005857
NDPK10n_pos	4187.927584005857
NDPK1_neg	338.6464422890879
NDPK1_pos	338.6464422890879
NDPK1m_neg	409.17172168112097
NDPK1m_pos	409.17172168112097
NDPK1n_neg	339.92036423265836
NDPK1n_pos	339.92036423265836
NDPK2_neg	338.6464422890879
NDPK2_pos	338.6464422890879
NDPK2m_neg	8824.523444940402
NDPK2m_pos	0.0
NDPK2n_neg	339.92036423265836
NDPK2n_pos	339.92036423265836
NDPK3_neg	338.6464422890879
NDPK3_pos	338.6464422890879
NDPK3m_neg	0.0
NDPK3m_pos	13334.238824429496
NDPK3n_neg	339.92036423265836
NDPK3n_pos	339.92036423265836
NDPK4_neg	1142.689870059358
NDPK4_pos	361.02704342882475
NDPK4m_pos	9052.112143717697
NDPK4n_neg	292.85657091974866
NDPK4n_pos	292.85657091974866
NDPK5_neg	338.6464422890879
NDPK5_pos	338.6464422890879
NDPK5m_pos	1891.2599200284324
NDPK5n_neg	339.92036423265836
NDPK5n_pos	339.92036423265836
NDPK6_neg	367.94870956063505
NDPK6_pos	613.9712081658945
NDPK6m_neg	613.9712081658945
NDPK6m_pos	3987.7892172093075
NDPK6n_neg	0.0
NDPK6n_pos	14313.97700711586
NDPK7_neg	338.6464422890879
NDPK7_pos	338.6464422890879
NDPK7m_pos	24946.44942889241
NDPK7n_neg	339.92036423265836
NDPK7n_pos	339.92036423265836
NDPK8_neg	338.6464422890879
NDPK8_pos	338.6464422890879
NDPK8m_pos	8656.67659994249
NDPK8n_neg	292.85657091974866
NDPK8n_pos	292.85657091974866
NDPK9_neg	534.8250508852502
NDPK9_pos	534.8250508852502
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4187.927584005857
NDPK9n_pos	4187.927584005857
NH4t3r_neg	655.2633358782131
NH4t3r_pos	655.2633358782131
NH4tn_neg	12646.044760914789
NH4tn_pos	0.0
NH4tp_neg	9104.229594653829
NH4tp_pos	0.0
NICRNS_pos	4147.677487736257
NICRNTtn_neg	0.0
NICRNTtn_pos	11623.274800084637
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	769.7202424724226
NKCC2t_pos	796.2092850181034
NKCCt_neg	768.7509207737241
NKCCt_pos	795.239963319405
NMNATm_pos	0.0
NMNATn_pos	9744.888758041496
NMNATr_neg	5351.528289943839
NMNATr_pos	7962.548838983771
NMNS_pos	9719.044853680063
NMNtn_neg	0.0
NMNtn_pos	9744.888758041498
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11623.274800084637
NNATr_pos	3369.151385630036
NNMT_pos	46.47346268584009
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37191.189431634055
NOS1_pos	1184.5424149160579
NOS2_pos	1184.5424149160579
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4248.025264103451
NPTHLte_neg	0.0
NPTHLte_pos	7.512779301159849
NRPPHRSFt_pos	72188.75070198513
NRPPHRSULT_pos	72188.75070198513
NRPPHRVESSEC_pos	3516.6539000872986
NRPPHRt4_2_r_neg	1378.3237410052498
NRPPHRt4_2_r_pos	1364.8468180833397
NRPPHRtu_neg	1353.2034683610032
NRPPHRtu_pos	1353.2034683610032
NRVNCCOAtx_neg	5015.029751153317
NRVNCCOAtx_pos	21.471641304334693
NRVNCCOAtxc_pos	5015.029751153318
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1189.5036816777992
NRVNCt_pos	1194.8489339421196
NS26T2g_pos	218.30498380308168
NS26Tg_pos	367.5622458101236
NT5C_pos	4202.6695472354195
NTD10_pos	4362.729270481439
NTD11_pos	3918.9925151743914
NTD12_pos	0.0
NTD1_pos	3443.0831703122562
NTD1m_pos	1696.9262693383414
NTD2_pos	4200.444323987678
NTD2e_pos	11720.004729843156
NTD2l_pos	0.0
NTD2m_pos	8824.523444940402
NTD3_pos	3557.3864936855016
NTD3l_pos	0.0
NTD4_pos	3388.370018779814
NTD4e_pos	22.185991150575955
NTD4l_pos	0.0
NTD5_pos	3418.7294930280564
NTD5l_pos	0.0
NTD5m_pos	1696.926269338342
NTD6_pos	4199.403587855539
NTD6l_pos	0.0
NTD7_pos	3075.829301276744
NTD7e_pos	9327.134325444822
NTD7l_pos	0.0
NTD8_pos	3456.536549281615
NTD8l_pos	0.0
NTD9_pos	4417.035472231909
NTD9e_pos	21.814636145271987
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.096944822965228
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3555.9367209827565
O16G1e_pos	19.489984544607086
O16G2e_pos	21.716607126316802
O2St_neg	4.043777298200425
O2St_pos	8786.374867794671
O2Stm_neg	8753.966733365743
O2Stm_pos	5.244083704877331
O2Stn_neg	0.0
O2Stn_pos	8839.791549534104
O2Stx_neg	0.0
O2Stx_pos	8779.311966988433
O2t_neg	15947.026610184625
O2t_pos	4399.815017011603
O2ter_neg	24553.34506781728
O2ter_pos	9958.458891442615
O2tm_neg	9722.673815978773
O2tm_pos	5200.872861220777
O2tn_neg	8839.791549534104
O2tn_pos	0.0
O2tp_neg	5486.694574120727
O2tp_pos	4458.7445275337
OAADC_pos	6394.840925745288
OAGD3te_neg	0.0
OAGD3te_pos	19211.6878153106
OAGD3tg_neg	19211.687815310604
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18476.13067159806
OAGT3tg_neg	18476.130671598057
OAGT3tg_pos	0.0
OBDHc_pos	4044.87573385556
OCBTm_pos	11571.783295919782
OCCOAtm_pos	12378.323230099408
OCCOAtx_neg	23682.932834023166
OCCOAtx_pos	13792.188035689307
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23567.55939098331
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23567.55939098331
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23567.55939098331
OCDCAFATPc_pos	4165.057712890971
OCDCAtr_neg	541.0807833097412
OCDCAtr_pos	546.4260355740614
OCDCEAtr_neg	541.0807833097412
OCDCEAtr_pos	546.4260355740614
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1934.6444298999302
OCT11EFATP_pos	23567.55939098331
OCTAt_neg	0.0
OCTAt_pos	8904.000647138635
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.83265910061186
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15430.560933662047
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15430.560933662055
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15430.560933662045
OCTDECE1CRNe_pos	15430.560933662047
ODECOAtx_neg	21.471641304334693
ODECOAtx_pos	0.0
OIVD1m_pos	10350.346595934983
OIVD2m_pos	11844.985567664795
OIVD3m_pos	9280.183552397244
OLEICFATPtc_pos	4217.199432341991
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.512779301159848
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19705.829675837795
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15632.347350106958
OMHPALTD_neg	0.0
OMHPALTD_pos	29711.440468719673
OMPDC_pos	10378.615888922921
ONPTHLte_neg	7.512779301159849
ONPTHLte_pos	0.0
OPAHir_pos	5674.472331767595
ORETNF2_pos	1490.1606696117863
ORETNF_pos	1473.897563918735
ORETNtn2_neg	0.0
ORETNtn2_pos	1490.1606696117865
ORETNtn_neg	0.0
ORETNtn_pos	1473.8975639187347
ORNALArBATtc_pos	1210.9623523104963
ORNDC_pos	11894.236989714798
ORNLEUrBATtc_pos	1210.9623523104963
ORNTArm_neg	9606.476095913244
ORNTArm_pos	26.470685880528375
ORNt3m_neg	329.5601551350109
ORNt3m_pos	329.5601551350109
ORNt4m_neg	329.5601551350109
ORNt4m_pos	329.5601551350109
ORNtiDF_pos	1125.278885521696
OROTGLUt_neg	3756.8956047634074
OROTGLUt_pos	2148.3496575113986
ORPT_neg	10378.615888922923
ORPT_pos	0.0
OXAHCOtex_pos	830.540153551072
OXAtp_pos	12389.766294294712
P45011A1m_pos	61234.5173917248
P45011B11m_pos	54308.14426978375
P45011B12m_pos	51680.770334913985
P45011B21m_pos	53259.477195407715
P45017A1r_pos	54437.90046850546
P45017A2r_pos	54437.90046850544
P45017A3r_pos	54437.900468505446
P45017A4r_pos	54437.90046850545
P45019A1r_pos	51195.20110605294
P45019A2r_pos	51446.861325828526
P4501B1r_pos	50526.572973687566
P45021A1r_pos	54308.14426978378
P45021A2r_pos	51680.770334914
P45027A11m_pos	65120.290933389115
P45027A12m_pos	7313.253269091567
P45027A13m_pos	7313.253269091567
P45027A14m_pos	66059.72314083797
P45027A15m_pos	7126.4895414794455
P45027A16m_pos	7286.744450735374
P45027A1m_pos	2204.0459024681722
P4502A6_pos	7.512779301159848
P4502C18_pos	7.901456190495346
P4502C19_pos	7.512779301159848
P4502C8_pos	7.512779301159847
P4502C92_pos	7.512779301159848
P4502C93_pos	7.512779301159847
P4502C94_pos	7.512779301159849
P4502C9_pos	7.512779301159848
P4502D6_pos	7.512779301159848
P4502E1_pos	14.09445550466333
P4502F1_pos	7.512779301159849
P45039A1r_pos	53667.924481924456
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.512779301159848
P4503A7r_pos	52187.65939289627
P45046A1r_pos	53667.924481924456
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.901490438163991
P4504F81r_pos	0.0
P4507A1r_pos	11586.95977262815
P4507B11r_pos	54024.37841635426
P4507B12r_pos	53982.19656304052
P4508B11r_pos	65271.14314286383
P4508B13r_pos	65120.29093338913
P450LTB4r_pos	0.0
P450SCC1m_neg	2204.0459024681722
P450SCC1m_pos	56021.43861185824
P5CDm_pos	1163.4175172187975
P5CR_pos	479.39285043786094
P5CRm_pos	934.0046544132317
P5CRxm_pos	777.8040402898941
PACCOAL_pos	18764.9915766686
PAFH_pos	4188.85982997518
PAFHe_pos	6445.799620960279
PAFS_pos	4188.859829975179
PAFt_neg	6449.011767141746
PAFt_pos	6.803524646417623
PAIL45P_HStn_neg	6814.560826865578
PAIL45P_HStn_pos	8016.677045484479
PAIL4P_HStn_neg	4952.333162462548
PAIL4P_HStn_pos	5502.003006217127
PAIL_HStn_neg	8001.455906128057
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8479.106803916864
PAN4PP_pos	4183.432281879446
PAN4PPe_pos	5669.8962984493755
PAPStg_neg	0.0
PAPStg_pos	38251.87400196683
PAPtg_pos	38251.874001966826
PA_HSter_neg	5515.80402201389
PA_HSter_pos	0.0
PA_HStg_neg	5515.80402201389
PA_HStg_pos	0.0
PA_HStn_neg	17259.544888918834
PA_HStn_pos	0.0
PCFLOPm_pos	10171.604825605938
PCHOLHSTDe_pos	10444.049849136982
PCHOLP_hs_pos	707.3218610956237
PCHOLPg_hs_pos	5515.80402201389
PCHOLPm_hs_pos	13334.238824429493
PCHOLPr_hs_pos	5515.80402201389
PCHOL_HSter_neg	5715.252326075657
PCHOL_HSter_pos	5515.80402201389
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5515.80402201389
PCLAD_pos	46.94519971962594
PCREATtmdiffir_pos	3605.617043255971
PCRNtc_pos	4696.716902357443
PCRNtm_pos	1588.5710905299482
PCm_pos	5489.135319812946
PCt_pos	11986.00570441601
PDE1_pos	3308.187482178435
PDE1g_pos	0.0
PDE4_pos	3301.682755000433
PDE4g_pos	0.0
PDE4n_pos	10981.337807332755
PDHm_pos	6381.2396007278685
PDX5PO_pos	4324.1155493689375
PDXPP_pos	4067.6842156228445
PEAMNO_pos	18764.9915766686
PECDCHe_pos	5071.109084091879
PECGCHLe_pos	14288.722663617456
PECGONCOATr_pos	0.0
PECTCHLe_pos	15403.55797882445
PEFLIP_pos	4178.535217400618
PEFLIPm_pos	4576.886040753236
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5626.989142995431
PEPCKm_pos	8578.81953449297
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.512779301159848
PERILLYLte_pos	0.0
PEROXx_pos	45.856864010651975
PETHCT_pos	4066.608506898944
PETOHMm_hs_pos	10171.604825605937
PETOHMr_hs_pos	5715.252326075656
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4576.886040753234
PE_HStm_pos	10171.604825605938
PEt_neg	4178.5352174006175
PEt_pos	3325.0
PFK26_pos	3344.1285100266145
PFK_pos	538.8843417235958
PGCD_pos	3156.5448653041335
PGDI_neg	2.624661872680277
PGDI_pos	135.62630002084381
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.133620682500064
PGISr_pos	160.88869942266672
PGI_neg	4886.603179331434
PGI_pos	5609.596072414063
PGK_neg	3156.5448653041335
PGK_pos	4995.136812831844
PGLYCP_pos	0.0
PGLYCt_neg	13675.55597960451
PGLYCt_pos	227.0870612955519
PGL_pos	6382.026138351226
PGLc_pos	31504.67463802915
PGLer_pos	11147.038117370104
PGMT_neg	3703.0106582679355
PGMT_pos	5117.625123034958
PGM_neg	3477.981670777372
PGM_pos	7713.418917394608
PGPPT_pos	13675.555979604516
PGPP_hs_pos	13675.555979604516
PGS_pos	119.31773281553308
PGSr_pos	160.88869942266675
PHACCOAGLNAC_pos	18764.9915766686
PHCDm_pos	369.61813134213503
PHCHGSm_neg	0.0
PHCHGSm_pos	1319.6181313421348
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18764.9915766686
PHEATB0tc_pos	1434.9552286431917
PHEMEe_pos	308.30675270476024
PHEMEt_pos	308.30675270476024
PHEMEtm_neg	0.0
PHEMEtm_pos	14490.568452182682
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	279.81189603636835
PHEt4_pos	411.09554948705807
PHEtec_neg	411.09554948705807
PHEtec_pos	515.9590897642483
PHEyLATthc_pos	749.4827386311398
PHYCBOXL_pos	18764.9915766686
PHYHx_pos	45.856864010651975
PHYQt_pos	5015.029751153319
PHYTt_neg	0.0
PHYTt_pos	45.856864010651975
PI345P3P_pos	3386.648391007177
PI345P3Pn_pos	9965.738940182135
PI345P5P_pos	3451.9957269355186
PI345P5Pn_pos	10761.413695085294
PI34P3Pn_pos	10761.413695085294
PI34P4Pn_pos	10761.413695085294
PI34P5K_pos	3451.9957269355177
PI34P5Kn_pos	10761.413695085294
PI3P3Pn_pos	3042.4846009376224
PI3P4K_pos	8024.990011051837
PI3P4Kn_pos	10761.413695085292
PI3P5K_pos	3816.2571025084167
PI45P3K_pos	3386.648391007177
PI45P3Kn_pos	9965.738940182135
PI45P4P_pos	4201.455906128059
PI45P5P_pos	3431.237872350057
PI45P5Pn_pos	3800.0
PI45PLC_pos	8853.558032362556
PI45PLCn_pos	0.0
PI4P3K_pos	6921.808935832311
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10761.413695085294
PI4P5K_pos	3431.237872350058
PI4P5Kn_pos	9819.54493221535
PI4PLC_pos	7451.440183622357
PI4PLCn_pos	17914.733320378695
PI4PP_pos	4201.455906128058
PI5P3K_pos	3436.726308338173
PI5P3Ker_pos	0.0
PI5P4K_pos	4201.45590612806
PI5P4Kn_pos	10212.26451878256
PIACGT_pos	51.14756387099668
PIK3_pos	4179.035246318691
PIK3er_pos	7846.014658205385
PIK3n_pos	10655.095744339696
PIK4_pos	4201.455906128058
PIK4n_pos	10604.984105349775
PIK5_pos	4558.566040488934
PIK5n_pos	10212.264518782562
PIPLC_pos	3865.349269707533
PIPLCn_pos	18557.073345779165
PIt7_neg	491.318528515522
PIt7_pos	510.2589251713711
PIt8_neg	307.5078039140503
PIt8_pos	491.318528515522
PIt9_neg	1073.604808623396
PIt9_pos	1073.604808623396
PIter_neg	355.6663857028509
PIter_pos	2018.5554619009504
PItg_pos	6281.765528409134
PItn_neg	4357.280413432789
PItn_pos	6045.862817900619
PItx_neg	4556.476500506591
PItx_pos	0.0
PLA2_2_pos	9848.248882016813
PLA2_2e_pos	11348.787454837768
PLA2_pos	0.0
PMANM_neg	17143.557368846417
PMANM_pos	0.0
PMEVKc_pos	19900.107940486585
PMEVKx_pos	18137.037630538038
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33816.58333545604
PMTCOAFABP1tc_pos	13580.945200040218
PMTCOAtx_neg	3089.4469716331896
PMTCOAtx_pos	5047.459589548778
PNP_neg	7959.146120017676
PNP_pos	0.0
PNTEH_pos	14196.830367234748
PNTEHe_pos	6141.919751566239
PNTK_pos	14162.947697954665
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4215.289692937701
PNTOt5le_pos	4228.7682467431605
PNTOte_neg	2055.11871873218
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3392.836692422475
PPA_pos	5896.5294944657435
PPAer_pos	8874.855490009795
PPAm_pos	3440.2339568223115
PPAn_pos	13928.989007085764
PPAt_pos	1531.4726509365996
PPAtm_pos	5882.917610693719
PPBNGS_pos	14490.568452182682
PPCDC_pos	3982.0564299891107
PPCOACm_pos	4202.083784893249
PPCOAOm_pos	12458.770415428295
PPD2CSPp_pos	48.5477437629382
PPDOx_pos	1045.8736685668623
PPDOy_pos	400.176465026062
PPItm_neg	5914.645052369905
PPItm_pos	3814.858970190756
PPItr_neg	2018.5554619009504
PPItr_pos	2018.5554619009504
PPItx_neg	6663.800998352694
PPItx_pos	4556.476500506589
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4464.642037947175
PPM_pos	3022.358533652499
PPNCL3_pos	14162.947697954663
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14490.568452182684
PPPGOm_pos	14490.56845218268
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20705.52846623516
PRASCS_neg	0.0
PRASCS_pos	20705.528466235162
PRDX_pos	6638.419021935496
PRDXl_pos	12056.67688762587
PRFGS_pos	20705.528466235166
PRGNLONESULT_pos	7132.90828701155
PRGNLONEtm_neg	61234.51739172479
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54437.900468505475
PRGSTRNt_neg	61234.51739172478
PRGSTRNt_pos	6.220331142003226
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.85686401065199
PRISTCOAtcx_pos	5015.029751153316
PRISTCOAtx_neg	6958.705807113879
PRISTCOAtx_pos	5015.029751153317
PRISTtx_neg	47.76730599980622
PRISTtx_pos	6958.705807113879
PRO1x_pos	479.39285043786094
PRO1xm_pos	777.8040402898941
PROAKGOX1r_pos	0.0
PROD2_pos	1429.392850437861
PROD2m_pos	4333.103942522281
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1476.8151327823439
PRODt2r_pos	1471.4698805180235
PROGLYPEPT1tc_pos	9338.906999281093
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9338.906999281095
PROIMINOtc_pos	1536.5991046925628
PROSTGD2t_neg	755.6742120575574
PROSTGD2t_pos	755.6742120575574
PROSTGE1t3_pos	3675.718991462334
PROSTGE1t_neg	755.6742120575574
PROSTGE1t_pos	755.6742120575574
PROSTGE2t2_neg	401.36837061445635
PROSTGE2t2_pos	403.15012136922985
PROSTGE2t3_pos	3582.8514820212717
PROSTGE2t_neg	403.15012136922985
PROSTGE2t_pos	401.36837061445635
PROSTGF2t_neg	605.9136930004867
PROSTGF2t_pos	605.9136930004867
PROSTGH2t_neg	1503.2299801015324
PROSTGH2t_pos	1503.2299801015324
PROSTGI2t_neg	1503.2299801015324
PROSTGI2t_pos	1503.2299801015324
PROSTGI2tr_neg	160.88869942266672
PROSTGI2tr_pos	6.133620682500064
PRO_Dtde_neg	1476.8151327823439
PRO_Dtde_pos	1471.4698805180235
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	463.5504646479817
PROt2r_pos	977.8490830522269
PROt4_2_r_neg	1092.825521856074
PROt4_2_r_pos	1239.590611584798
PROt4_pos	463.5504646479817
PRPNCOAHYDm_pos	12454.326419464733
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4248.025264103452
PRPPS_pos	3823.9222893853494
PSDm_hs_pos	18565.326277953634
PSERT_pos	3156.5448653041335
PSFLIP_pos	4576.489905025701
PSFLIPm_pos	18565.326277953634
PSP_L_pos	3156.5448653041335
PSSA1_hs_neg	707.3218610956237
PSSA1_hs_pos	4082.777642299128
PSSA2_hs_neg	16316.76746460708
PSSA2_hs_pos	4066.608506898944
PSYGCHe_pos	13704.43643424887
PSYTCHe_pos	14909.82996823632
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4576.886040753237
PSt3_pos	6.418066139982662
PTCRTD_neg	14156.063212769086
PTCRTD_pos	15.305685346060528
PTDCACRNCPT1_pos	28.660264269598887
PTDCACRNCPT2_pos	28.660264269598887
PTDCACRNt_pos	28.660264269598887
PTDCAt_neg	0.0
PTDCAt_pos	28.66026426959889
PTE2x_pos	0.0
PTE3x_pos	6595.95806165307
PTE4x_pos	6663.800998352694
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3285.245849982474
PTPATe_neg	13103.035648466055
PTPATe_pos	22443.384350560387
PTRCAT1_pos	0.0
PTRCOX1_pos	12460.184832132321
PUNP1_neg	6006.062073367957
PUNP1_pos	3023.8980345553177
PUNP2_neg	6749.260847358131
PUNP2_pos	5146.215563789976
PUNP3_neg	7823.093531560134
PUNP3_pos	1483.258792945191
PUNP4_neg	7457.803976392876
PUNP4_pos	6204.020757237605
PUNP5_neg	4836.86942164866
PUNP5_pos	3660.9882024672547
PUNP6_neg	0.0
PUNP6_pos	7720.771180070065
PUNP7_neg	1483.258792945191
PUNP7_pos	3916.0460948829937
PVD3_neg	10906.220868970353
PVD3_pos	76728.63160440109
PYAM5POr_pos	4324.115549368937
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4067.684215622845
PYDAMtr_neg	0.0
PYDAMtr_pos	10168.156097341573
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8055.712263104192
PYDXK_pos	4067.684215622845
PYDXNK_pos	4067.6842156228445
PYDXNtr_neg	0.0
PYDXNtr_pos	9128.861001794347
PYDXPP_pos	4067.684215622844
PYDXtr_neg	0.0
PYDXtr_pos	7926.735409509376
PYK_pos	361.02704342882475
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8013.300439159147
PYNP2r_pos	4948.478463340544
PYRt2m_neg	1243.7717808062084
PYRt2m_pos	1243.7717808062084
PYRt2p_neg	2532.3634824908604
PYRt2p_pos	2532.3634824908604
PYRt2r_neg	388.7779504626376
PYRt2r_pos	388.7779504626376
Q10H2e_neg	0.0
Q10H2e_pos	5542.89565291366
QUILSYN_pos	0.0
RADH2_pos	816.0103734656129
RADH3_pos	942.0238442953527
RADH4_pos	928.805783459926
RADH_pos	816.7572926958528
RAHY_pos	1621.5610471801615
RAI1_neg	2188.4543794145666
RAI1_pos	2188.4543794145666
RAI2_neg	2188.4543794145666
RAI2_pos	2188.4543794145666
RAI3_neg	928.805783459926
RAI3_pos	1200.8856696117864
RAI4_neg	1683.0106696117864
RAI4_pos	1666.7475639187348
RAtn3_neg	0.0
RAtn3_pos	1200.8856696117864
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3418.9240591221837
RBK_D_pos	0.0
RBK_pos	5548.618520162429
RBTt_pos	6413.891633890706
RDH1_neg	430.266955679316
RDH1_pos	2188.4543794145666
RDH1a_pos	430.266955679316
RDH2_neg	495.7931663165502
RDH2_pos	2188.4543794145666
RDH2a_pos	495.7931663165502
RDH3_neg	495.7931663165502
RDH3_pos	2188.4543794145666
RDH3a_pos	495.7931663165502
RDH4_neg	0.0
RDH4_pos	928.805783459926
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5287.379104559936
RE0344C_pos	3207.285019110227
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12140.229654497332
RE0383C_pos	5314.329572093789
RE0452M_neg	7638.596252920676
RE0452M_pos	29782.580032141876
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1142.689870059358
RE0453C_pos	1142.689870059358
RE0453M_neg	9156.33551097684
RE0453M_pos	29054.60368726916
RE0453N_neg	292.85657091974866
RE0453N_pos	292.85657091974866
RE0456M_neg	8824.523444940402
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.12690409860911
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12574.235512348376
RE0566C_neg	0.0
RE0566C_pos	12574.235512348378
RE0567C_neg	0.0
RE0567C_pos	12574.235512348376
RE0568C_neg	0.0
RE0568C_pos	12574.235512348378
