	Ob-1012-a_S125_L007_R1_001
S6TASE5ly_neg	0.0
S6TASE5ly_pos	84.56060192698818
S6TASE6ly_neg	0.0
S6TASE6ly_pos	129.4921415797381
S6TASE7ly_neg	0.0
S6TASE7ly_pos	129.4921415797381
S6TASE8ly_neg	0.0
S6TASE8ly_pos	149.93964258560078
S6TASE9ly_neg	0.0
S6TASE9ly_pos	149.9396425856008
SACCD3m_pos	25.62735146363578
SACCD4m_pos	367.9412112742978
SADT_pos	7065.588266484034
SALMCOM2_pos	41891.96102990619
SALMCOM_pos	0.0
SAMHISTA_pos	12901.44934074498
SARCOXp_pos	0.0
SARCStex_pos	9.779336626669535
SARCStm_pos	10615.99702522794
SARCStp_pos	0.0
SARDHm_pos	10615.997025227935
SBCOAACOTx_pos	7815.967860926823
SBPP1er_pos	6312.478913310617
SBPP3er_pos	6312.478913310617
SBTD_D2_pos	2786.5546007318
SBTR_pos	1247.829751480595
SBT_Dtde_neg	4893.6021725552655
SBT_Dtde_pos	1900.0
SBTle_pos	1900.0
SCP21cx_pos	4067.533487480041
SCP21x_neg	4067.533487480041
SCP21x_pos	45.77485375515993
SCP22x_neg	3141.3343424587047
SCP22x_pos	2435.37570681141
SCP2x_pos	18017.06049286655
SCPx_pos	64516.97095037018
SEAHCYSHYD_pos	0.0
SEAHCYStn_neg	0.0
SEAHCYStn_pos	0.0
SEASMETtn_neg	0.0
SEASMETtn_pos	0.0
SEBACACT_pos	7815.967860926823
SEBACIDTD_neg	0.0
SEBACIDTD_pos	7815.967860926821
SEBCOACROT_neg	7815.967860926823
SEBCOACROT_pos	47432.790438319134
SEBCOAPET_pos	7815.967860926823
SELADT_pos	0.0
SELCYSLY2_pos	0.0
SELCYSLY_pos	0.0
SELCYSTGL_pos	0.0
SELCYSTS_pos	0.0
SELMETAT_pos	0.0
SELNPS_pos	0.0
SELt4_3_neg	0.0
SELt4_3_pos	0.0
SERALANaEx_pos	722.592542809339
SERASNNaEx_pos	874.0300594913429
SERATB0tc_pos	1286.9398142586185
SERCYSNaEx_pos	682.1787313573798
SERDGLNexR_neg	633.0382230713626
SERDGLNexR_pos	633.0382230713626
SERDGLYexR_neg	633.0382230713626
SERDGLYexR_pos	633.0382230713626
SERGLNNaEx_pos	696.4058743935158
SERGLNexR_neg	493.9974291970763
SERGLNexR_pos	633.0382230713626
SERGLYexR_neg	493.99742919707637
SERGLYexR_pos	633.0382230713626
SERHL_pos	7592.783541859042
SERLYSNaex_pos	564.4559584798961
SERPT_pos	19128.102994765784
SERTHRNaEx_pos	722.592542809339
SERt4_pos	406.4764622739818
SERtN1_neg	1181.4345284277927
SERtN1_pos	1213.8540263951027
SERtp_neg	0.0
SERtp_pos	11792.886457854485
SFCYSc_neg	0.0
SFCYSc_pos	20844.8042564264
SFCYSe_neg	0.0
SFCYSe_pos	20844.8042564264
SFGTH_pos	20805.68047670286
SGALSIDEtg_neg	38030.583200103305
SGALSIDEtg_pos	0.0
SGALSIDEtl_neg	0.0
SGALSIDEtl_pos	38030.583200103305
SGPL11r_pos	0.0
SGPL12r_pos	31990.983184584125
SIAASE2ly_pos	11846.274943404022
SIAASE3ly_pos	7583.096458050139
SIAASE4ly_pos	7505.807698356972
SIAASE_pos	0.0
SIAASEly_pos	17586.410636305078
SIAT4Bg_pos	11138.601909847082
SIAT9g_pos	19114.718271575814
SLCBK1_pos	3309.911730823157
SLDt_pos	14332.456541662936
SLDx_neg	14332.45654166294
SLDx_pos	0.0
SLDxm_neg	0.0
SLDxm_pos	0.0
SMPD3g_pos	7645.21943469221
SMPD3l_pos	59313.949692157876
SMPD4_pos	31939.353458066995
SMS_pos	7645.21943469221
SO4CLtex2_pos	5453.391932291791
SO4HCOtex_pos	1310.2402311668498
SO4OXAtex2_pos	5431.268926286678
SO4t4_2_neg	1295.993135623883
SO4t4_2_pos	4974.298119168412
SO4tl_neg	0.0
SO4tl_pos	37790.74659910818
SOAT11_pos	0.0
SOAT11r_pos	0.0
SOAT12_pos	0.0
SOAT12r_pos	0.0
SPC_HSt_neg	11.386736605813915
SPC_HSt_pos	27841.76271906551
SPH1Pte_neg	13.024143468642933
SPH1Pte_pos	19128.102994765784
SPH1Ptr_neg	0.0
SPH1Ptr_pos	6312.478913310617
SPHGNtr_neg	0.0
SPHGNtr_pos	6312.478913310615
SPHINGStl_neg	37915.400811549596
SPHINGStl_pos	0.0
SPHINGStr_neg	6312.478913310617
SPHINGStr_pos	0.0
SPHK21c_pos	6312.478913310616
SPHMDAc_pos	27841.762719065504
SPHMYLNtg_neg	0.0
SPHMYLNtg_pos	7645.219434692208
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	59313.949692157876
SPHS1Pte_neg	9.283934497995517
SPHS1Pte_pos	32074.817901524108
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6312.478913310616
SPMDOX_pos	4021.255731916681
SPMS_pos	23271.016719102627
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	8644.919902130485
SPODMe_pos	8677.834633284734
SPODMm_pos	8655.38423387633
SPODMn_pos	8765.046158149618
SPODMx_pos	8704.769902130483
SPRMS_pos	15033.355520383808
SPRMTDe_neg	15085.263143063703
SPRMTDe_pos	2.0037115338259675
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	11792.886457854489
SQLEr_pos	74171.8056599861
SQLSr_pos	409.3872744334909
SR5AR2r_pos	55579.95041359019
SR5ARr_pos	55119.39789567577
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	2114.0127862033123
SRTNt6_2_r_pos	2181.877914636425
SRTNtu_neg	1314.8557967254478
SRTNtu_pos	1314.8557967254478
ST3GAL21g_pos	12348.872638251056
ST3GAL22g_pos	12532.3419343469
ST3GAL23g_pos	12711.243597910252
ST3GAL31g_pos	11551.634805584334
ST3GAL61g_pos	11524.89817495831
ST3GAL62g_pos	10068.817190779915
ST6GALNAC21_pos	11138.601909847082
ST6GALNAC22_pos	11138.601909847082
ST6GALNAC23_pos	12292.9250816218
ST6GALNAC24_pos	12292.9250816218
ST6GALNAC25_pos	12714.054334309156
ST6GALNAC26_pos	12714.054334309156
ST6GALNAC27_pos	12987.280921708578
ST6GALNAC28_pos	12987.280921708574
ST6GALNAC31_pos	12535.721704943548
ST6GALNAC62_pos	12711.243597910254
ST8SIA11_pos	11174.706286667095
ST8SIA12_pos	19114.71827157581
ST8SIA51g_pos	18382.484033353816
ST8SIA52g_pos	12791.350650882434
ST8SIA53g_pos	12532.341934346898
ST8SIA54g_pos	12348.87263825105
ST8SIA55g_pos	13024.72813966609
ST8SIA56g_pos	12308.647490597623
STCOATxc_pos	4940.079085882464
STCOAtx_neg	4940.079085882464
STCOAtx_pos	8888.873434079098
STRDNCCOAtxc_pos	62.08284172946692
STRDNCCPT1_pos	39.86302681824477
STRDNCCPT2_pos	39.86302681824477
STRDNCCRNt_pos	39.86302681824477
STRDNCt_neg	6.950515440847175
STRDNCt_pos	4146.751398871471
STS1_pos	7065.588266484034
STS1r_pos	0.0
STS2_pos	7073.2964818691025
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	7815.967860926823
SUBERCACT_neg	7815.967860926823
SUBERCACT_pos	27420.459142170905
SUBERCROT_neg	7815.967860926823
SUBERCROT_pos	27420.459142170905
SUBERICACT_pos	7815.967860926822
SUCCACT_pos	7809.452876492715
SUCCCROT_neg	7815.967860926822
SUCCCROT_pos	43332.44365803138
SUCCOAPET_pos	7815.967860926822
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	354.91883500630104
SUCCt2m_pos	354.91883500630104
SUCCt4_2_neg	5505.596812441278
SUCCt4_2_pos	6.229774321387921
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	402.42707191221245
SUCD1m_pos	14749.283507011556
SUCOAS1m_neg	404.9432161403433
SUCOAS1m_pos	404.9432161403433
SUCOASm_neg	404.9432161403433
SUCOASm_pos	404.9432161403433
SUCRe_pos	3.4853876537724227
SULFOX_pos	8832.076791389338
Ser_Thrtg_neg	6960.71713402562
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	45129.88933142667
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	6.970626224568694
TAGHSTDe_pos	1900.0
TAGt_neg	5694.338869828419
TAGt_pos	1900.0
TALA_neg	2667.876844518599
TALA_pos	550.6995518872839
TAUBETAtc_pos	482.60020282764197
TAUPAT1c_pos	635.1590991038357
TAURCHAe_pos	1346.2246290762612
TAURt4_2_r_neg	482.60020282764197
TAURt4_2_r_pos	1397.1022862481418
TAURtcx_neg	1245.5537170191947
TAURtcx_pos	4170.4149200260035
TAXOLte_neg	0.0
TAXOLte_pos	7.46412327866111
TCHOLAt2_pos	1204.125239584229
TCHOLAt3_pos	3169.4178984911814
TCHOLAt_neg	1054.8642321347515
TCHOLAt_pos	1858.1755945490984
TCHOLAte_neg	1196.4637801651675
TCHOLAte_pos	1861.1172350983159
TCHOLAtx_neg	7767.32008570715
TCHOLAtx_pos	3220.414920026003
TCYNTt_pos	6.667343126572692
TCYNTtm_pos	11.994885192451376
TDCHOLAte_neg	1346.1264940344397
TDCHOLAte_pos	2161.14426289948
TDCHOLAtx_neg	4170.4149200260035
TDCHOLAtx_pos	3220.4149200260035
TDCRNe_pos	8015.282340988876
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8421.637248594157
TDPm_pos	7591.760350602055
TETDEC2CRNe_pos	12435.841142921308
TETDECE1CRNe_pos	12435.841142921308
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	22.39366082476426
TETHEX3t_neg	7.803992238877082
TETHEX3t_pos	10.046500165455512
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	10.753609443271085
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.803992238877082
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	10.753609443271086
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	10.753609443271086
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.04650016545551
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.046500165455505
THBPT4ACAMDASE_pos	266.1879315533574
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	64516.97095037012
THD1m_pos	1405.187932094887
THFt2_neg	4866.321375552674
THFt2_pos	41.08970990820505
THFtl_neg	3204.990435576637
THFtl_pos	0.0
THFtm_neg	3365.0802438711335
THFtm_pos	6798.400279457832
THMATPe_pos	4436.7803782100855
THMDt4_pos	7.0359521180912985
THMDt5le_pos	7.290665772673586
THMMPt4_neg	11992.27827370412
THMMPt4_pos	9.083429218963557
THMMPtm_neg	7591.760350602055
THMMPtm_pos	0.0
THMPPtm_pos	7591.760350602054
THMP_pos	7538.5992766101745
THMTP_pos	4182.307191866287
THMTPt_pos	27619.954453277827
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4436.7803782100855
THP2Ctp_neg	48.49935690427952
THP2Ctp_pos	0.0
THRALANaEx_pos	722.592542809339
THRASNNaEx_pos	874.0300594913429
THRATB0tc_pos	1286.9398142586185
THRCYSNaEx_pos	682.1787313573798
THRD_L_pos	4.827507176002544
THRGLNNaEx_pos	696.4058743935158
THRGLNexR_neg	556.0730373725589
THRGLNexR_pos	633.0382230713626
THRGLYexR_neg	556.0730373725589
THRGLYexR_pos	633.0382230713626
THRPHELAT2tc_pos	574.7567568314554
THRSERNaEx_pos	722.592542809339
THRS_pos	0.0
THRt4_pos	468.5520704494644
THYMDt1_pos	6.163056656031512
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2494.1308262801135
THYMDtm_pos	4953.668208466662
THYMt_neg	11822.090664872216
THYMt_pos	9.20291178552548
THYOXt2_neg	963.916149937468
THYOXt2_pos	966.8577904866853
THYOXt_neg	966.8577904866853
THYOXt_pos	963.916149937468
THYPX_pos	9.997465516161949
TIGCRNe_pos	11895.955999610816
TKT1_neg	19149.994579245173
TKT1_pos	15558.513420760286
TKT2_neg	19149.99457924517
TKT2_pos	15558.513420760286
TMABADH_pos	0.0
TMDK1_pos	2422.280631961774
TMDK1m_pos	1703.0105481504556
TMDPK_pos	7538.5992766101745
TMDPPK_pos	4182.307191866287
TMDPP_neg	10.663383203576789
TMDPP_pos	11822.090664872218
TMDS_pos	11778.729905895401
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37108.231184941564
TMNDNCCOAtx_pos	137.85930888321803
TMNDNCCPT1_pos	493.51276263498306
TMNDNCCPT2_pos	493.51276263498306
TMNDNCCRNt_pos	493.51276263498306
TMNDNCt_neg	239.69867342793472
TMNDNCt_pos	13.11083630369815
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.46412327866111
TPI_neg	9147.500920398892
TPI_pos	3243.973262859645
TRDR2_pos	5045.801751365517
TRDR3_pos	5081.328111409609
TRDR_pos	2599.259241688086
TRDRm_pos	268.75330489540113
TREH_pos	0.0
TREHe_pos	3.0386558680770897
TRIODTHYSUFt_pos	21.014441190777006
TRIODTHYSULT_pos	21.014441190777006
TRIODTHYt2_neg	963.916149937468
TRIODTHYt2_pos	966.8577904866853
TRIODTHYt_neg	966.8577904866853
TRIODTHYt_pos	963.916149937468
TRIOK_pos	2701.772788765705
TRPATB0tc_pos	1519.7560520712532
TRPHYDRO2_pos	1996.996940036844
TRPO2_pos	9.608254666443596
TRPt4_pos	1265.6592091064404
TRPt_neg	827.5002174660286
TRPt_pos	827.5002174660286
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	67631.40830126243
TSTSTERONEGLCtr_neg	67631.40830126246
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	59757.31265481352
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	59757.312654813504
TSTSTERONEt_neg	54126.9109159803
TSTSTERONEt_pos	8.90451283597042
TSTSTERONEtr_neg	9.531761816051281
TSTSTERONEtr_pos	54126.910915980305
TSULt4_3_neg	0.0
TSULt4_3_pos	11.994885192451374
TTDCAFATPc_pos	8680.80985861061
TTDCAtr_neg	0.0
TTDCAtr_pos	3290.806532151855
TTDCPT1_pos	10291.416584535644
TTDCPT2_pos	10291.416584535644
TTDCRNt_pos	10291.416584535644
TXA2te_neg	168.32876009169098
TXA2te_pos	0.0
TXA2tr_neg	168.32876009169098
TXA2tr_pos	0.0
TXASr_pos	168.32876009169098
TYMSFt_pos	19270.875300576176
TYMSULT_pos	19270.875300576176
TYR3MO2_pos	9882.349308937404
TYRASE_pos	12510.729621603283
TYRATB0tc_pos	1519.7560520712532
TYRCBOX_pos	10640.246749813554
TYRDOPO3_pos	12510.729621603283
TYRDOPO_pos	48162.35999148021
TYROXDAc_pos	10737.86714672961
TYRPHELAT2tc_pos	490.97117539918776
TYRTA_neg	6747.119010398794
TYRTA_pos	8070.609201142606
TYRTAm_neg	0.0
TYRTAm_pos	45129.88933142667
TYRt4_pos	1265.6592091064404
TYRt_neg	490.97117539918776
TYRt_pos	827.5002174660286
UAG2EMAi_pos	3856.793812801863
UAG4E_neg	868.8166354764962
UAG4E_pos	9463.51995823929
UAGALDP_pos	548.050072566574
UAGDP_pos	3856.793812801863
UDPACGALtl_neg	7002.276935229696
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9102.38160868545
UDPDOLPT_U_pos	9102.38160868545
UDPG1P_pos	16195.069493296536
UDPG4E_neg	4854.299196171754
UDPG4E_pos	11699.489909378566
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6269.469935812492
UDPGD_pos	12469.971386169878
UDPGLCAter_neg	2042.564954186688
UDPGLCAter_pos	2042.564954186688
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	12770.844792633301
UDPGP_pos	3222.2024033372
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7002.2769352297
UGALGTg_pos	6269.469935812492
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	10890.585394724483
UGCG_pos	12681.908425215554
UGLCNACtg_neg	0.0
UGLCNACtg_pos	18756.661125168943
UGLT_neg	378.2248143657471
UGLT_pos	378.2248143657471
UGT1A10r_neg	10.278571102518283
UGT1A10r_pos	64722.09499558441
UGT1A1r_pos	59102.86965305265
UGT1A2r_pos	42405.931620339295
UGT1A3r_pos	68978.71502052374
UGT1A4r_pos	67631.40830126245
UGT1A5r2_pos	3854.1891606291015
UGT1A5r_pos	3838.2803665921974
UGT1A6r_pos	56427.26229785955
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	68786.13116076893
UMPK2_neg	337.4552706045564
UMPK2_pos	337.4552706045564
UMPK2n_neg	338.6366194139671
UMPK2n_pos	338.6366194139671
UMPK3_neg	337.4552706045564
UMPK3_pos	337.4552706045564
UMPK3n_neg	338.6366194139671
UMPK3n_pos	338.6366194139671
UMPK4_neg	337.4552706045564
UMPK4_pos	337.4552706045564
UMPK4n_neg	338.6366194139671
UMPK4n_pos	338.6366194139671
UMPK5_neg	337.4552706045564
UMPK5_pos	337.4552706045564
UMPK5n_neg	338.6366194139671
UMPK5n_pos	338.6366194139671
UMPK6_neg	337.4552706045564
UMPK6_pos	337.4552706045564
UMPK6n_neg	338.6366194139671
UMPK6n_pos	338.6366194139671
UMPK7_neg	337.4552706045564
UMPK7_pos	337.4552706045564
UMPK7n_neg	338.6366194139671
UMPK7n_pos	338.6366194139671
UMPK_neg	337.4552706045564
UMPK_pos	337.4552706045564
UMPKm_neg	8852.686530135514
UMPKm_pos	0.0
UMPKn_neg	338.6366194139671
UMPKn_pos	338.6366194139671
UMPtr_neg	2042.564954186688
UMPtr_pos	2042.564954186688
UNK2_pos	15291.26260071234
UNK3_pos	15939.200123303015
UPP3S_pos	14422.65315383161
UPPDC1_pos	14422.65315383161
UPPN_pos	14143.475273757103
URATEt_pos	8866.560940760359
URATEtx_pos	11188.019014843198
URAt_neg	7253.504192934311
URAt_pos	5.636455030326478
URCN_pos	11382.304462192438
UREAt5_neg	1143.542294567213
UREAt5_pos	1143.542294567213
UREAt_neg	1143.542294567213
UREAt_pos	1143.542294567213
UREAtm_neg	14275.47265971351
UREAtm_pos	0.0
URIDK2m_neg	6053.887730767683
URIDK2m_pos	3521.4691207427154
URIK1_pos	375.7426542841242
URIt4_pos	724.2752445732506
URIt5le_pos	1371.0417388350147
URIt_neg	724.2752445732506
URIt_pos	11610.17886554623
UROLACer_neg	0.0
UROLACer_pos	6747.947017426526
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	8852.686530135514
Uritm_pos	0.0
Uritn_neg	13137.962568829164
Uritn_pos	0.0
VACCCPT1_pos	89038.32773253717
VACCCPT2_pos	89038.32773253717
VACCCRNt_pos	89038.32773253717
VACCt_neg	8797.393421511286
VACCt_pos	7.803992238877083
VALATB0tc_pos	1569.5084187941063
VALLAT1tc_pos	605.8236805787883
VALPHELAT2tc_pos	540.7235421220412
VALTA_neg	7658.498726940699
VALTA_pos	4039.64483679781
VALTAm_neg	4039.6448367978105
VALTAm_pos	14995.080804733101
VALt4_pos	1315.4115758292935
VALt5m_neg	4039.6448367978105
VALt5m_pos	14995.0808047331
VALtec_neg	540.7235421220412
VALtec_pos	877.252584188882
VD3_neg	10897.600577476423
VD3_pos	76057.34096551215
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9873.88155482302
VITD3t2_pos	1044.3866264866595
VITD3t_pos	1044.3866264866595
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4151.000017777348
VITKtl_pos	4940.079085882463
VLCS2p_pos	65507.85146646302
VLCS2r_pos	74487.19397955124
VLCSp_pos	64516.97095037014
VLCSr_pos	70959.86796231334
WHDDCAte_neg	7.464123278661108
WHDDCAte_pos	0.0
WHHDCAte_neg	17956.340217665325
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7466.994536514092
WHTTDCAte_pos	0.0
XANDp_pos	12233.817292319969
XANtx_pos	11188.019014843198
XAO2x_pos	11703.50089259557
XAOx_pos	11188.019014843203
XOL27OHtm_neg	11137.520149271646
XOL27OHtm_pos	11464.045542633356
XOL7AH2tm_neg	69117.20744791476
XOL7AH2tm_pos	11112.851952577023
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11112.851952577023
XOL7AONEtr_pos	7907.727736858282
XOLDIOLONEt_neg	64516.97095037012
XOLDIOLONEt_pos	7907.727736858284
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6754.193181424897
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	53539.41082423023
XOLTRI24te_neg	0.0
XOLTRI24te_pos	53539.410824230225
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	53652.33622831722
XOLTRI25te_neg	0.0
XOLTRI25te_pos	53652.33622831722
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	53646.08506550669
XOLTRI27te_neg	0.0
XOLTRI27te_pos	53646.08506550667
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	64516.97095037014
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8125.628277489088
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8125.628277489088
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5061.909128887246
XYLUR_neg	1261.909128887246
XYLUR_pos	1269.2572616852397
XYLt_neg	844.539435326579
XYLt_pos	0.0
XYLtly_pos	844.539435326579
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	223.15104104852045
q10h2tc_neg	5580.2958762205135
q10h2tc_pos	7374.234692601498
q10tm_neg	5580.2958762205135
q10tm_pos	7374.234692601498
r0002_neg	2093.046403940183
r0002_pos	2375.0
r0009_pos	4505.622140824231
r0010_pos	5814.735467345907
r0013_pos	40.67551134038806
r0016_neg	2671.0917291571986
r0016_pos	4190.451783091579
r0021_neg	1405.200732895103
r0021_pos	480.0516966704738
r0022_neg	5201.155967569374
r0022_pos	434.53756366806107
r0027_neg	1412.5488656930966
r0027_pos	1212.6661316390278
r0028_pos	3427.2256731305506
r0033_pos	14060.19714157798
r0034_pos	11489.383734025116
r0047_pos	2372.42012667656
r0051_neg	3.962926118604634
r0051_pos	26630.845733786162
r0055_neg	1484.8018013694095
r0055_pos	7677.681047060754
r0060_pos	7500.979324327322
r0062_pos	3200.79424587314
r0068_pos	3377.361350066769
r0074_neg	1154.9650137549193
r0074_pos	2232.0093412061233
r0081_neg	317.406415766873
r0081_pos	317.406415766873
r0082_pos	3549.0985422433073
r0083_pos	295.5387568424129
r0084_pos	12406.532776142278
r0085_pos	5138.015892562034
r0086_pos	6955.090578666294
r0093_pos	5.3449261845306655
r0097_pos	3377.361350066769
r0113_pos	18948.91517666501
r0119_pos	3130.6628902400575
r0122_pos	465.3775550327653
r0127_pos	6960.018577044504
r0129_neg	2026.9055676543144
r0129_pos	6838.75070330463
r0130_neg	7408.348635638384
r0130_pos	2026.9055676543144
r0139_neg	3.1845431234062227
r0139_pos	7.590786869590957
r0142_pos	9266.492508994479
r0145_neg	1381.1465646929767
r0145_pos	57668.98774355862
r0149_neg	7.587383275174425
r0149_pos	3.1861598307540744
r0153_pos	465.3775550327653
r0156_pos	5138.015892562034
r0157_pos	6955.090578666294
r0160_pos	2701.772788765705
r0163_pos	10912.635637015237
r0165_pos	465.3775550327653
r0166_pos	11704.540481294502
r0170_neg	409.3872744334909
r0170_pos	74198.08529441095
r0173_neg	2538.8046537678188
r0173_pos	2538.8046537678188
r0178_neg	1268.5262765411906
r0178_pos	12484.139048523644
r0179_pos	1268.5262765411906
r0181_neg	3.1845431234062223
r0181_pos	3.1861598307540744
r0186_pos	11550.262675708906
r0191_pos	602.4712905377355
r0193_neg	8578.504647104835
r0193_pos	6734.214579022117
r0196_neg	331.8897425202247
r0196_pos	14537.73399852531
r0202_neg	2538.8046537678188
r0202_pos	2538.8046537678188
r0208_neg	3033.678498600533
r0208_pos	18372.993172617054
r0210_pos	7600.695657068154
r0224_pos	556.7124770959897
r0226_pos	3365.0802438711335
r0233_pos	5720.8799050519765
r0236_pos	1258.3258399738438
r0239_neg	0.0
r0239_pos	9.867303110983867
r0242_neg	3.402660536137216
r0242_pos	3.402660536137216
r0245_neg	3243.973262859645
r0245_pos	6592.832053296863
r0246_pos	10403.604069220344
r0249_neg	2474.9715997194335
r0249_pos	2474.9715997194335
r0265_pos	5720.8799050519765
r0267_neg	2099.882734054069
r0267_pos	2092.534601256075
r0268_neg	2092.534601256075
r0268_pos	2099.882734054069
r0276_neg	3756.492049799241
r0276_pos	398.6960752830658
r0280_pos	465.3775550327653
r0281_neg	4.749999999999999
r0281_pos	14935.846892697238
r0283_pos	4893.098577697829
r0287_pos	17612.38632289224
r0295_pos	494.53214996309646
r0301_pos	3756.492049799241
r0308_pos	7350.1083904593315
r0309_neg	4883.910345505439
r0309_pos	16791.69400121631
r0310_pos	4821.625984121181
r0311_pos	8159.624278774492
r0317_neg	315.87188990292515
r0317_pos	315.87188990292515
r0321_pos	3751.40832023465
r0330_pos	1250.9777071758501
r0331_pos	4053.5870246451295
r0339_pos	4956.994954044893
r0340_pos	10403.604069220344
r0345_neg	1049.1590220694347
r0345_pos	1049.1590220694347
r0354_pos	3106.0261516467126
r0355_pos	3106.0261516467126
r0357_pos	4086.509086374702
r0358_pos	4086.509086374702
r0360_pos	5411.239771443829
r0361_pos	5347.632539408228
r0363_pos	6596.321034087078
r0364_pos	6552.865997776153
r0365_pos	12424.140220549252
r0377_pos	3473.8841652416504
r0381_neg	4088.2926814146567
r0381_pos	9893.870776937461
r0383_pos	6651.646889102
r0384_pos	10790.919325918765
r0385_pos	12075.875615775181
r0386_pos	10585.446934263478
r0388_neg	4111.547019098067
r0388_pos	10114.704836311716
r0389_neg	4111.547019098068
r0389_pos	9066.025478661793
r0390_neg	3010.345510160353
r0390_pos	4.274999999999999
r0391_neg	11.559017079211557
r0391_pos	4166.5667036696805
r0392_neg	2701.772788765705
r0392_pos	6067.779083297962
r0393_pos	10403.604069220344
r0394_neg	488.7217017527797
r0394_pos	5618.56248289454
r0395_pos	488.7217017527797
r0398_pos	5347.542760244524
r0399_neg	266.1879315533574
r0399_pos	5896.65206636281
r0400_neg	4961.24039179048
r0400_pos	18869.25114504498
r0402_pos	0.0
r0403_neg	1996.996940036844
r0403_pos	7.468565886641922
r0407_neg	550.6995518872839
r0407_pos	2666.937570928752
