	Tcon_Spleen_Tcon4_L2	exTreg_Spleen_exTreg7_L1	Treg_Spleen_Treg4_L1	Treg_Lymph_Treg8_L2	Tcon_Lymph_Tcon6_L2
r0629_pos	0.0	0.0	0.14578721973548553	0.0	0.26792252513133324
r0629_neg	0.0	0.0	0.14578721973548553	0.0	0.26792252513133324
r0630_pos	0.0	0.0	0.14578721973548553	0.0	0.26792252513133324
r0630_neg	0.0	0.0	0.14578721973548553	0.0	0.26792252513133324
r0633_pos	0.0	0.0	0.0	0.0	0.0
r0633_neg	0.0	0.0	0.0	0.0	0.0
r0634_pos	0.0	0.0	0.0	0.0	0.0
r0634_neg	0.0	0.0	0.0	0.0	0.0
r0636_pos	0.0	0.0	0.0	0.0	0.0
r0637_pos	0.0	0.0	0.0	0.0	0.0
r0638_pos	0.0	0.0	0.0	0.0	0.0
r0638_neg	0.0	0.0	0.0	0.0	0.0
r0639_pos	0.0	0.0	0.0	0.0	0.0
r0641_pos	5.042359094989967	1.8680146125188244	3.5015112497646856	2.302952751081015	5.737965123110066
r0641_neg	5.042359094989967	1.8680146125188244	3.5015112497646856	2.302952751081015	5.737965123110066
r0642_pos	0.0	0.0	0.0	0.0	0.0
r0642_neg	0.0	0.0	0.0	0.0	0.0
r0643_pos	0.0	0.0	0.0	0.0	0.0
r0643_neg	0.0	0.0	0.0	0.0	0.0
r0644_pos	0.0	0.0	0.0	0.044320704773014453	0.0
r0644_neg	0.0	0.0	0.0	0.044320704773014453	0.0
r0645_pos	0.0	0.0	0.0	0.0	0.0
r0645_neg	0.0	0.0	0.0	0.0	0.0
r0647_pos	0.0	0.0	0.0	0.0	0.0
r0647_neg	0.0	0.0	0.0	0.0	0.0
r0650_pos	0.9386719164499058	0.0	0.5485683700306347	0.5701459793441654	0.616095881968787
r0650_neg	0.9386719164499058	0.0	0.5485683700306347	0.5701459793441654	0.616095881968787
r0651_pos	0.9386719164499058	0.0	0.5485683700306347	0.5701459793441654	0.616095881968787
r0651_neg	0.9386719164499058	0.0	0.5485683700306347	0.5701459793441654	0.616095881968787
r0652_pos	0.0	0.0	0.0	0.0	0.0
r0652_neg	0.0	0.0	0.0	0.0	0.0
r0653_pos	0.0	0.0	0.0	0.0	0.0
r0655_pos	0.0	0.0	0.0	0.0	0.0
r0655_neg	0.0	0.0	0.0	0.0	0.0
r0656_pos	0.0	0.0	0.0	0.0	0.0
r0660_pos	0.0	0.0	0.0	0.0	0.0
r0660_neg	0.0	0.0	0.0	0.0	0.0
r0661_pos	0.0	0.0	0.0	0.0	0.0
r0666_pos	5.211336933139234	4.455389640710488	4.958337977710274	4.982117736475424	5.490925413563971
r0666_neg	5.211336933139234	4.455389640710488	4.958337977710274	4.982117736475424	5.490925413563971
r0668_pos	6.206805852038546	5.65997772541458	5.816258954766903	5.6573259350677185	6.073416856256817
r0668_neg	6.206805852038546	5.65997772541458	5.816258954766903	5.6573259350677185	6.073416856256817
r0669_pos	0.0	0.0	0.0	0.0	0.0
r0670_pos	0.0	0.0	0.0	0.0	0.0
r0671_pos	7.131604064092027	7.575182170606388	6.7363597410891325	7.717466317787037	7.450719565381601
r0672_pos	0.0	0.0	0.0	0.0	0.0
r0672_neg	0.0	0.0	0.0	0.0	0.0
r0673_pos	0.0	0.0	0.0	0.0	0.0
r0679_pos	5.240968044680526	4.019159185591518	4.792274123667056	5.224672693515973	4.956914527649284
r0679_neg	5.240968044680526	4.019159185591518	4.792274123667056	5.224672693515973	4.956914527649284
r0680_pos	5.240968044680526	4.019159185591518	4.792274123667056	5.224672693515973	4.956914527649284
r0680_neg	5.240968044680526	4.019159185591518	4.792274123667056	5.224672693515973	4.956914527649284
r0683_pos	0.0	0.0	0.0	0.0	0.0
r0686_pos	0.0	0.0	0.0	0.0	0.0
r0686_neg	0.0	0.0	0.0	0.0	0.0
r0688_pos	0.0	0.0	0.0	0.0	0.0
r0688_neg	0.0	0.0	0.0	0.0	0.0
r0698_pos	0.0	0.0	0.0	0.0	0.0
r0706_pos	0.0	0.0	0.0	0.0	0.0
r0707_pos	0.0	0.0	0.0	0.0	0.0
r0707_neg	0.0	0.0	0.0	0.0	0.0
r0714_pos	0.0	0.0	0.0	0.0	0.0
r0715_pos	0.0	0.0	0.0	0.0	0.0
r0716_pos	0.0	0.0	0.0	0.0	0.0
r0717_pos	0.0	0.0	0.0	0.0	0.0
r0718_pos	0.0	0.0	0.0	0.0	0.0
r0719_pos	0.0	0.0	0.0	0.0	0.0
r0720_pos	0.0	0.0	0.0	0.0	0.0
r0721_pos	0.0	0.0	0.0	0.0	0.0
r0722_pos	0.0	0.0	0.0	0.0	0.0
r0722_neg	0.0	0.0	0.0	0.0	0.0
r0723_pos	0.0	0.0	0.0	0.0	0.0
r0724_pos	0.0	0.0	0.0	0.0	0.0
r0724_neg	0.0	0.0	0.0	0.0	0.0
r0726_pos	0.0	0.0	0.0	0.0	0.0
r0726_neg	0.0	0.0	0.0	0.0	0.0
r0727_pos	0.0	0.0	0.0	0.0	0.0
r0728_pos	0.0	0.0	0.0	0.0	0.0
r0728_neg	0.0	0.0	0.0	0.0	0.0
r0729_pos	0.0	0.0	0.0	0.0	0.0
r0730_pos	0.0	0.0	0.0	0.0	0.0
r0731_pos	0.0	0.0	0.0	0.0	0.0
r0732_pos	0.0	0.0	0.0	0.0	0.0
r0733_pos	0.0	0.0	0.0	0.0	0.0
r0734_pos	0.0	0.0	0.0	0.0	0.0
r0735_pos	0.0	0.0	0.0	0.0	0.0
r0735_neg	0.0	0.0	0.0	0.0	0.0
r0739_pos	0.15966665924136383	1.3637920476496848	0.55822692449737	0.3010205964111481	0.15305123133738174
r0739_neg	0.15966665924136383	1.3637920476496848	0.55822692449737	0.3010205964111481	0.15305123133738174
r0741_pos	0.0	0.0	0.0	0.0	0.0
r0741_neg	0.0	0.0	0.0	0.0	0.0
r0743_pos	0.0	0.0	0.0	0.0	0.0
r0744_pos	0.0	0.0	0.0	0.0	0.0
r0747_pos	0.0	0.0	0.0	0.0	0.0
r0747_neg	0.0	0.0	0.0	0.0	0.0
r0750_pos	0.0	0.0	0.0	0.0	0.0
r0750_neg	0.0	0.0	0.0	0.0	0.0
r0752_pos	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0752_neg	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0753_pos	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0754_pos	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0754_neg	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0755_pos	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0756_pos	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0756_neg	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0757_pos	0.6352369794019268	1.4863459005328208	2.1754772396761655	0.19689765367038534	0.07529412831626733
r0758_pos	0.0	0.0	0.0	0.0	0.0
r0758_neg	0.0	0.0	0.0	0.0	0.0
r0774_pos	7.533430345192113	8.066104213787462	7.501736691822506	7.4737407261293765	7.724453217726501
r0774_neg	7.533430345192113	8.066104213787462	7.501736691822506	7.4737407261293765	7.724453217726501
r0779_pos	0.0	0.0	0.0	0.0	0.0
r0780_pos	4.638031923673666	3.9878200975691334	4.370902941723755	4.571524263903216	4.711108465374495
r0780_neg	4.638031923673666	3.9878200975691334	4.370902941723755	4.571524263903216	4.711108465374495
r0781_pos	4.924715543166512	3.2100768521140965	4.436391066864148	3.9454838553053904	3.611564122449809
r0781_neg	4.924715543166512	3.2100768521140965	4.436391066864148	3.9454838553053904	3.611564122449809
r0782_pos	0.0	0.0	0.0	0.0	0.0
r0783_pos	1.518418955306107	0.623298801905464	1.4606218577103238	0.8874347344979395	0.9974100320826526
r0783_neg	1.518418955306107	0.623298801905464	1.4606218577103238	0.8874347344979395	0.9974100320826526
r0784_pos	0.0	0.0	0.0	0.0	0.0
r0784_neg	0.0	0.0	0.0	0.0	0.0
r0787_pos	0.0	0.0	0.0	0.0	0.0
r0788_pos	0.0	0.0	0.0	0.0	0.0
r0788_neg	0.0	0.0	0.0	0.0	0.0
r0789_pos	0.0	0.0	0.0	0.0	0.0
r0789_neg	0.0	0.0	0.0	0.0	0.0
r0791_pos	0.0	0.0	0.0	0.0	0.0
r0791_neg	0.0	0.0	0.0	0.0	0.0
r0792_pos	3.3772083835525994	3.0619264867905507	3.128023225457163	3.3840188570616383	3.317095055514528
r0792_neg	3.3772083835525994	3.0619264867905507	3.128023225457163	3.3840188570616383	3.317095055514528
r0795_pos	0.0	0.0	0.0	0.0	0.0
r0796_pos	0.0	0.0	0.0	0.0	0.0
r0796_neg	0.0	0.0	0.0	0.0	0.0
r0797_pos	0.0	0.0	0.14578721973548553	0.0	0.26792252513133324
r0797_neg	0.0	0.0	0.14578721973548553	0.0	0.26792252513133324
r0801_pos	0.0	0.0	0.0	0.0	0.0
r0801_neg	0.0	0.0	0.0	0.0	0.0
r0809_pos	0.0	0.0	0.0	0.0	0.0
r0809_neg	0.0	0.0	0.0	0.0	0.0
r0812_pos	0.0	0.0	0.0	0.0	0.0
r0812_neg	0.0	0.0	0.0	0.0	0.0
r0813_pos	0.26276086536170257	1.0527501349662092	1.9066753998631851	1.0566943855105542	0.18993215888964696
r0817_pos	0.0	0.0	0.08518496947939065	0.0	0.0
r0817_neg	0.0	0.0	0.08518496947939065	0.0	0.0
r0818_pos	0.0	0.0	0.0	0.0	0.0
r0819_pos	0.0	0.0	0.0	0.0	0.0
r0819_neg	0.0	0.0	0.0	0.0	0.0
r0821_pos	0.0	0.0	0.0	0.0	0.0
r0821_neg	0.0	0.0	0.0	0.0	0.0
r0822_pos	0.0	0.0	0.0	0.0	0.0
r0822_neg	0.0	0.0	0.0	0.0	0.0
r0825_pos	0.0	0.0	0.0	0.0	0.0
r0826_pos	0.0	0.0	0.0	0.0	0.0
r0829_pos	0.0	0.0	0.0	0.0	0.0
r0829_neg	0.0	0.0	0.0	0.0	0.0
r0830_pos	0.0	0.0	0.0	0.0	0.0
r0830_neg	0.0	0.0	0.0	0.0	0.0
r0834_pos	0.0	0.0	0.0	0.0	0.0
r0834_neg	0.0	0.0	0.0	0.0	0.0
r0835_pos	0.0	0.0	0.0	0.0	0.0
r0835_neg	0.0	0.0	0.0	0.0	0.0
r0836_pos	0.0	0.0	0.0	0.0	0.0
r0836_neg	0.0	0.0	0.0	0.0	0.0
r0838_pos	0.0	0.0	0.0	0.0	0.0
r0838_neg	0.0	0.0	0.0	0.0	0.0
r0839_pos	0.0	0.0	0.0	0.0	0.0
r0839_neg	0.0	0.0	0.0	0.0	0.0
r0840_pos	0.0	0.0	0.0	0.0	0.0
r0840_neg	0.0	0.0	0.0	0.0	0.0
r0841_pos	0.0	0.0	0.0	0.0	0.0
r0841_neg	0.0	0.0	0.0	0.0	0.0
r0842_pos	0.0	0.0	0.0	0.0	0.0
r0842_neg	0.0	0.0	0.0	0.0	0.0
r0845_pos	2.722414844393892	2.0331657410097983	2.6100974027714794	3.1079077701579774	2.6232087396104036
r0853_pos	0.0	0.0	0.0	0.0	0.0
r0859_pos	0.0	0.0	0.0	0.0	0.0
r0860_pos	0.0	0.0	0.0	0.0	0.0
r0860_neg	0.0	0.0	0.0	0.0	0.0
r0870_pos	0.0	0.0	0.0	0.0	0.0
r0870_neg	0.0	0.0	0.0	0.0	0.0
r0871_pos	0.0	0.0	0.0	0.0	0.0
r0871_neg	0.0	0.0	0.0	0.0	0.0
r0879_pos	0.0	0.0	0.0	0.0	0.0
r0881_pos	0.0	0.0	0.0	0.0	0.0
r0885_pos	0.0	0.0	0.0	0.0	0.0
r0885_neg	0.0	0.0	0.0	0.0	0.0
r0886_pos	0.0	0.0	0.0	0.0	0.0
r0886_neg	0.0	0.0	0.0	0.0	0.0
r0892_pos	0.0	0.0	0.0	0.0	0.0
r0892_neg	0.0	0.0	0.0	0.0	0.0
r0899_pos	0.0	0.0	0.0	0.0	0.0
r0899_neg	0.0	0.0	0.0	0.0	0.0
r0907_pos	0.0	0.0	0.0	0.0	0.0
r0907_neg	0.0	0.0	0.0	0.0	0.0
r0908_pos	0.0	0.0	0.0	0.0	0.0
r0908_neg	0.0	0.0	0.0	0.0	0.0
r0909_pos	0.0	0.0	0.0	0.0	0.0
r0909_neg	0.0	0.0	0.0	0.0	0.0
r0911_pos	0.0	0.0	0.0	0.0	0.0
r0911_neg	0.0	0.0	0.0	0.0	0.0
r0913_pos	0.0	0.0	0.0	0.0	0.0
r0913_neg	0.0	0.0	0.0	0.0	0.0
r0915_pos	0.0	0.0	0.0	0.0	0.0
r0915_neg	0.0	0.0	0.0	0.0	0.0
r0917_pos	0.0	0.0	0.0	0.0	0.0
r0917_neg	0.0	0.0	0.0	0.0	0.0
r0921_pos	0.0	0.0	0.0	0.0	0.0
r0924_pos	0.0	0.0	0.0	0.0	0.0
r0925_pos	0.0	0.0	0.0	0.0	0.0
r0926_pos	0.0	0.0	0.0	0.0	0.0
r0931_pos	0.0	0.0	0.0	0.0	0.0
r0932_pos	0.0	0.0	0.0	0.0	0.0
r0932_neg	0.0	0.0	0.0	0.0	0.0
r0934_pos	4.336637034061417	3.344541499511574	4.469641456504666	4.90197701346015	4.335024011934266
r0936_pos	0.0	0.0	0.0	0.0	0.0
r0937_pos	0.0	0.0	0.0	0.0	0.0
r0937_neg	0.0	0.0	0.0	0.0	0.0
r0940_pos	0.0	0.0	0.0	0.0	0.0
r0940_neg	0.0	0.0	0.0	0.0	0.0
r0941_pos	0.0	0.0	0.0	0.0	0.0
r0941_neg	0.0	0.0	0.0	0.0	0.0
r0942_pos	1.3472701840507257	3.3433577344678223	2.600636248324182	2.668549103346457	0.24726392280719525
r0942_neg	1.3472701840507257	3.3433577344678223	2.600636248324182	2.668549103346457	0.24726392280719525
r0944_pos	0.0	0.0	0.0	0.0	0.0
r0944_neg	0.0	0.0	0.0	0.0	0.0
r0946_pos	0.0	0.0	0.0	0.0	0.0
r0946_neg	0.0	0.0	0.0	0.0	0.0
r0950_pos	0.0	0.0	0.0	0.0	0.0
r0954_pos	0.0	0.0	0.0	0.0	0.0
r0954_neg	0.0	0.0	0.0	0.0	0.0
r0960_pos	0.0	0.0	0.0	0.0	0.0
r0960_neg	0.0	0.0	0.0	0.0	0.0
r0961_pos	0.0	0.0	0.0	0.0	0.0
r0962_pos	0.0	0.0	0.0	0.0	0.0
r0963_pos	0.0	0.0	0.0	0.0	0.0
r0968_pos	0.0	0.0	0.0	0.0	0.0
r0970_pos	0.0	0.0	0.0	0.0	0.0
r0970_neg	0.0	0.0	0.0	0.0	0.0
r0973_pos	0.0	0.0	0.0	0.0	0.0
r0973_neg	0.0	0.0	0.0	0.0	0.0
r0974_pos	0.0	0.0	0.0	0.0	0.0
r0974_neg	0.0	0.0	0.0	0.0	0.0
r0975_pos	0.0	0.0	0.0	0.0	0.0
r0983_pos	0.9386719164499058	0.0	0.5485683700306347	0.5701459793441654	0.616095881968787
r0984_pos	0.9386719164499058	0.0	0.5485683700306347	0.5701459793441654	0.616095881968787
r0984_neg	0.9386719164499058	0.0	0.5485683700306347	0.5701459793441654	0.616095881968787
r0986_pos	0.0	0.0	0.0	0.0	0.0
r0987_pos	0.0	0.0	0.0	0.0	0.0
r0987_neg	0.0	0.0	0.0	0.0	0.0
r0988_pos	0.0	0.0	0.0	0.0	0.0
r0989_pos	0.0	0.0	0.0	0.0	0.0
r0989_neg	0.0	0.0	0.0	0.0	0.0
r0990_pos	0.0	0.0	0.0	0.0	0.0
r0990_neg	0.0	0.0	0.0	0.0	0.0
r0993_pos	0.0	0.0	0.0	0.0	0.0
r0994_pos	0.0	0.0	0.0	0.0	0.0
r0994_neg	0.0	0.0	0.0	0.0	0.0
r0995_pos	0.0	0.0	0.0	0.0	0.0
r0995_neg	0.0	0.0	0.0	0.0	0.0
r0997_pos	0.0	0.0	0.0	0.0	0.0
r0998_pos	0.0	0.0	0.0	0.0	0.0
r0998_neg	0.0	0.0	0.0	0.0	0.0
r0999_pos	0.0	0.0	0.0	0.0	0.0
r0999_neg	0.0	0.0	0.0	0.0	0.0
r1007_pos	0.0	0.0	0.0	0.0	0.0
r1007_neg	0.0	0.0	0.0	0.0	0.0
r1008_pos	0.0	0.0	0.0	0.0	0.0
r1010_pos	0.0	0.0	0.0	0.0	0.0
r1010_neg	0.0	0.0	0.0	0.0	0.0
r1011_pos	0.0	0.0	0.0	0.0	0.0
r1012_pos	0.0	0.0	0.0	0.0	0.0
r1013_pos	0.0	0.0	0.0	0.0	0.0
r1014_pos	0.0	0.0	0.0	0.0	0.0
r1015_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
r1017_pos	0.0	0.0	0.0	0.0	0.0
r1018_pos	0.0	0.0	0.0	0.0	0.0
r1018_neg	0.0	0.0	0.0	0.0	0.0
r1019_pos	0.0	0.0	0.0	0.0	0.0
r1019_neg	0.0	0.0	0.0	0.0	0.0
r1020_pos	0.0	0.0	0.0	0.0	0.0
r1020_neg	0.0	0.0	0.0	0.0	0.0
r1021_pos	0.0	0.0	0.0	0.0	0.0
r1021_neg	0.0	0.0	0.0	0.0	0.0
r1024_pos	0.0	0.0	0.0	0.0	0.0
r1025_pos	0.0	0.0	0.0	0.0	0.0
r1026_pos	0.036966718017688784	0.00836716712984374	0.0	0.0	0.22351712213703767
r1028_pos	0.036966718017688784	0.00836716712984374	0.0	0.0	0.22351712213703767
r1029_pos	0.0	0.0	0.0	0.0	0.0
r1030_pos	0.0	0.0	0.0	0.0	0.0
r1030_neg	0.0	0.0	0.0	0.0	0.0
r1043_pos	0.023226471137506373	0.13514474169705284	0.0	0.030619598535262943	0.0
r1044_pos	0.023226471137506373	0.13514474169705284	0.0	0.030619598535262943	0.0
r1045_pos	5.521173155000358	4.297528030841067	5.4977436142418785	5.733797287645725	5.5914308327832325
r1050_pos	0.0	0.0	0.0	0.0	0.0
r1050_neg	0.0	0.0	0.0	0.0	0.0
r1051_pos	0.0	0.0	0.0	0.0	0.0
r1051_neg	0.0	0.0	0.0	0.0	0.0
r1052_pos	0.0	0.0	0.0	0.0	0.0
r1059_pos	0.0	0.0	0.0	0.0	0.0
r1061_pos	0.0	0.0	0.0	0.0	0.0
r1062_pos	0.0	0.0	0.0	0.0	0.0
r1063_pos	0.0	0.0	0.0	0.0	0.0
r1064_pos	0.0	0.0	0.0	0.0	0.0
r1067_pos	0.0	0.0	0.0	0.0	0.0
r1068_pos	0.0	0.0	0.0	0.0	0.0
r1071_pos	0.0	0.0	0.0	0.0	0.0
r1073_pos	0.0	0.0	0.0	0.0	0.0
r1074_pos	0.0	0.0	0.0	0.0	0.0
r1076_pos	0.0	0.0	0.0	0.0	0.0
r1077_pos	0.0	0.0	0.0	0.0	0.0
r1078_pos	0.0	0.0	0.0	0.0	0.0
r1080_pos	0.0	0.0	0.0	0.0	0.0
r1088_pos	0.0	0.0	0.0	0.0	0.0
r1088_neg	0.0	0.0	0.0	0.0	0.0
r1090_pos	0.0	0.06777725437578823	0.0	0.0	0.0
r1106_pos	0.0	0.0	0.0	0.0	0.0
r1106_neg	0.0	0.0	0.0	0.0	0.0
r1109_pos	0.0	0.0	0.0	0.0	0.0
r1109_neg	0.0	0.0	0.0	0.0	0.0
r1116_pos	0.0	0.0	0.0	0.0	0.0
r1116_neg	0.0	0.0	0.0	0.0	0.0
r1117_pos	0.0	0.0	0.0	0.0	0.0
r1117_neg	0.0	0.0	0.0	0.0	0.0
r1135_pos	3.0260334925785353	1.8672787349645237	2.780577200327999	1.965683358404463	2.3197841432087563
r1135_neg	3.0260334925785353	1.8672787349645237	2.780577200327999	1.965683358404463	2.3197841432087563
r1140_pos	0.0	0.0	0.0	0.0	0.0
r1143_pos	0.0	0.0	0.0	0.0	0.0
r1144_pos	0.0	0.0	0.0	0.0	0.0
r1147_pos	0.0	0.0	0.0	0.0	0.0
r1147_neg	0.0	0.0	0.0	0.0	0.0
r1148_pos	0.0	0.0	0.0	0.0	0.0
r1148_neg	0.0	0.0	0.0	0.0	0.0
r1150_pos	0.0	0.0	0.0	0.0	0.0
r1154_pos	0.0	0.0	0.0	0.0	0.0
r1154_neg	0.0	0.0	0.0	0.0	0.0
r1155_pos	0.0	0.0	0.060493361440314704	0.059436278100032214	0.0
r1156_pos	7.734967597903098	7.25937120759231	7.28723378902375	7.497849128034218	7.490857158655944
r1156_neg	7.734967597903098	7.25937120759231	7.28723378902375	7.497849128034218	7.490857158655944
r1159_pos	0.0	0.0	0.0	0.0	0.0
r1159_neg	0.0	0.0	0.0	0.0	0.0
r1162_pos	0.0	0.0	0.0	0.0	0.0
r1163_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
r1164_pos	3.1974831949347395	3.464673065524622	3.857881683547588	4.374178864045958	3.289246651965571
r1167_pos	3.1974831949347395	3.464673065524622	3.857881683547588	4.374178864045958	3.289246651965571
r1168_pos	3.1974831949347395	3.464673065524622	3.857881683547588	4.374178864045958	3.289246651965571
r1172_pos	0.0	0.0	0.0	0.0	0.0
r1173_pos	0.0	0.0	0.0	0.0	0.0
r1177_pos	0.0	0.0	0.0	0.0	0.0
r1178_pos	0.0	0.0	0.0	0.0	0.0
r1179_pos	0.0	0.0	0.0	0.0	0.0
r1180_pos	0.0	0.0	0.0	0.0	0.0
r1251_pos	0.0	0.0	0.0	0.0	0.0
r1252_pos	0.0	0.0	0.0	0.0	0.0
r1253_pos	0.0	0.0	0.0	0.0	0.0
r1254_pos	0.0	0.0	0.0	0.0	0.0
r1255_pos	0.0	0.0	0.0	0.0	0.0
r1257_pos	0.0	0.0	0.0	0.0	0.0
r1259_pos	0.0	0.0	0.0	0.0	0.0
r1260_pos	0.0	0.0	0.0	0.0	0.0
r1262_pos	0.0	0.0	0.0	0.0	0.0
r1291_pos	0.0	0.0	0.0	0.0	0.0
r1291_neg	0.0	0.0	0.0	0.0	0.0
r1292_pos	0.0	0.0	0.0	0.0	0.0
r1292_neg	0.0	0.0	0.0	0.0	0.0
r1298_pos	0.0	0.0	0.0	0.0	0.0
r1299_pos	0.0	0.0	0.0	0.0	0.0
r1301_pos	0.0	0.0	0.0	0.0	0.0
r1302_pos	0.0	0.0	0.0	0.0	0.0
r1302_neg	0.0	0.0	0.0	0.0	0.0
r1303_pos	0.0	0.0	0.0	0.0	0.0
r1304_pos	0.0	0.0	0.0	0.0	0.0
r1318_pos	0.0	0.0	0.0	0.0	0.0
r1318_neg	0.0	0.0	0.0	0.0	0.0
r1364_pos	0.0	0.0	0.0	0.0	0.0
r1365_pos	0.0	0.0	0.0	0.0	0.0
r1367_pos	0.0	0.0	0.0	0.0	0.0
r1368_pos	0.0	0.0	0.0	0.0	0.0
r1374_pos	0.0	0.0	0.194937947075706	0.5899786893998914	0.0
r1375_pos	0.0	0.0	0.0	0.0	0.0
r1377_pos	0.0	0.0	0.0	0.0	0.0
r1377_neg	0.0	0.0	0.0	0.0	0.0
r1378_pos	0.0	0.0	0.0	0.0	0.0
r1378_neg	0.0	0.0	0.0	0.0	0.0
r1380_pos	1.518418955306107	0.623298801905464	1.4606218577103238	0.8874347344979395	0.9974100320826526
r1380_neg	1.518418955306107	0.623298801905464	1.4606218577103238	0.8874347344979395	0.9974100320826526
r1381_pos	6.507965405391776	7.199175601254904	6.572672295489363	6.509380817594035	6.437599099346437
r1381_neg	6.507965405391776	7.199175601254904	6.572672295489363	6.509380817594035	6.437599099346437
r1384_pos	0.0	0.0	0.0	0.0	0.0
r1384_neg	0.0	0.0	0.0	0.0	0.0
r1396_pos	0.0	0.0	0.0	0.0	0.0
r1397_pos	0.0	0.0	0.0	0.0	0.0
r1400_pos	0.0	0.0	0.0	0.0	0.0
r1401_pos	0.0	0.0	0.0	0.0	0.0
r1418_pos	4.044478345895501	4.210224631793366	4.112436032924101	3.6497612340205112	3.936137546226329
r1418_neg	4.044478345895501	4.210224631793366	4.112436032924101	3.6497612340205112	3.936137546226329
r1421_pos	0.0	0.0	0.0	0.0	0.0
r1421_neg	0.0	0.0	0.0	0.0	0.0
r1423_pos	0.0	0.0	0.0	0.0	0.0
r1427_pos	0.0	0.0	0.0	0.0	0.0
r1428_pos	0.0	0.0	0.0	0.0	0.0
r1428_neg	0.0	0.0	0.0	0.0	0.0
r1429_pos	0.0	0.0	0.0	0.0	0.0
r1429_neg	0.0	0.0	0.0	0.0	0.0
r1431_pos	4.529559336385308	4.3364796962586345	6.11342539322088	6.344700424793533	4.346107361719287
r1432_pos	4.529559336385308	4.3364796962586345	6.11342539322088	6.344700424793533	4.346107361719287
r1433_pos	0.0	0.0	0.0	0.0	0.0
r1434_pos	0.0	0.0	0.0	0.0	0.0
r1435_pos	0.0	0.0	0.0	0.0	0.0
r1436_pos	0.0	0.0	0.0	0.0	0.0
r1437_pos	0.0	0.0	0.0	0.0	0.0
r1440_pos	0.0	0.0	0.0	0.0	0.0
r1441_pos	0.0	0.0	0.0	0.0	0.0
r1443_pos	0.0	0.0	0.0	0.0	0.0
r1444_pos	0.0	0.0	0.0	0.0	0.0
r1445_pos	0.0	0.0	0.0	0.0	0.0
r1446_pos	0.0	0.0	0.0	0.0	0.0
r1447_pos	0.0	0.0	0.0	0.0	0.0
r1448_pos	0.0	0.0	0.0	0.0	0.0
r1449_pos	0.0	0.0	0.0	0.0	0.0
r1450_pos	0.0	0.0	0.0	0.0	0.0
r1451_pos	0.0	0.0	0.0	0.0	0.0
r1453_pos	0.0	0.0	0.0	0.0	0.0
r1453_neg	0.0	0.0	0.0	0.0	0.0
r1454_pos	0.0	0.0	0.060493361440314704	0.059436278100032214	0.0
r1455_pos	0.0	0.0	0.0	0.0	0.0
r1456_pos	0.0	0.0	0.0	0.0	0.0
r1459_pos	0.0	0.0	0.0	0.0	0.0
r1459_neg	0.0	0.0	0.0	0.0	0.0
r1464_pos	0.0	0.0	0.0	0.0	0.0
r1464_neg	0.0	0.0	0.0	0.0	0.0
r1466_pos	0.0	0.0	0.0	0.0	0.0
r1466_neg	0.0	0.0	0.0	0.0	0.0
r1467_pos	0.0	0.0	0.0	0.0	0.0
r1467_neg	0.0	0.0	0.0	0.0	0.0
r1468_pos	0.0	0.0	0.0	0.0	0.0
r1468_neg	0.0	0.0	0.0	0.0	0.0
r1487_pos	0.0	0.0	0.0	0.0	0.0
r1487_neg	0.0	0.0	0.0	0.0	0.0
r1488_pos	0.0	0.0	0.0	0.0	0.0
r1488_neg	0.0	0.0	0.0	0.0	0.0
r1492_pos	0.0	0.0	0.0	0.0	0.0
r1493_pos	0.0	0.0	0.0	0.0	0.0
r1495_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
r1497_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
r1498_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
r1499_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
r1500_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
r1512_pos	0.0	0.0	0.0	0.0	0.0
r1514_pos	1.049409922998268	0.4052614969069512	0.7583136311957784	2.0946220823790664	1.696535613444697
r1515_pos	1.049409922998268	0.4052614969069512	0.7583136311957784	2.0946220823790664	1.696535613444697
r1516_pos	1.049409922998268	0.4052614969069512	0.7583136311957784	2.0946220823790664	1.696535613444697
