	WT.1012.c_S135_L007_R1_001
NDPK3_neg	376.7198668952715
NDPK3_pos	376.7198668952715
NDPK3m_neg	0.0
NDPK3m_pos	13744.446898357077
NDPK3n_neg	378.47421049542993
NDPK3n_pos	378.47421049542993
NDPK4_neg	1150.5774471001978
NDPK4_pos	471.7926400359752
NDPK4m_pos	10149.58258911242
NDPK4n_neg	306.1292014507719
NDPK4n_pos	306.1292014507719
NDPK5_neg	376.7198668952715
NDPK5_pos	376.7198668952715
NDPK5m_pos	1917.4474852644214
NDPK5n_neg	378.47421049542993
NDPK5n_pos	378.47421049542993
NDPK6_neg	421.60761826792157
NDPK6_pos	679.4373731967449
NDPK6m_neg	679.4373731967449
NDPK6m_pos	4189.2755732560445
NDPK6n_neg	0.0
NDPK6n_pos	14614.181831791908
NDPK7_neg	376.7198668952715
NDPK7_pos	376.7198668952715
NDPK7m_pos	25743.968325674337
NDPK7n_neg	378.47421049542993
NDPK7n_pos	378.47421049542993
NDPK8_neg	376.7198668952715
NDPK8_pos	376.7198668952715
NDPK8m_pos	9017.368478235523
NDPK8n_neg	306.1292014507719
NDPK8n_pos	306.1292014507719
NDPK9_neg	614.7585736846196
NDPK9_pos	614.7585736846196
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4204.663581400712
NDPK9n_pos	4204.663581400712
NH4t3r_neg	764.2962431690611
NH4t3r_pos	764.2962431690611
NH4tn_neg	12839.670143171685
NH4tn_pos	0.0
NH4tp_neg	9190.809052911014
NH4tp_pos	0.0
NICRNS_pos	4258.414895012547
NICRNTtn_neg	0.0
NICRNTtn_pos	11791.578109161417
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	777.835061346344
NKCC2t_pos	790.4115923034423
NKCCt_neg	777.65606817498
NKCCt_pos	790.2325991320782
NMNATm_pos	0.0
NMNATn_pos	9794.32097733263
NMNATr_neg	5433.747914363503
NMNATr_pos	8125.628836610952
NMNS_pos	9885.875870750222
NMNtn_neg	0.0
NMNtn_pos	9794.32097733263
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11791.57810916142
NNATr_pos	3484.7512245565413
NNMT_pos	47.359972395986254
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37677.29644720244
NOS1_pos	1419.891584056552
NOS2_pos	1419.891584056552
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4394.827381318694
NPTHLte_neg	0.0
NPTHLte_pos	7.557985768722633
NRPPHRSFt_pos	72950.1917524133
NRPPHRSULT_pos	72950.1917524133
NRPPHRVESSEC_pos	3678.373861097898
NRPPHRt4_2_r_neg	1404.4972704794084
NRPPHRt4_2_r_pos	1404.4972704794084
NRPPHRtu_neg	1316.2941102218608
NRPPHRtu_pos	1316.2941102218608
NRVNCCOAtx_neg	5092.129673508191
NRVNCCOAtx_pos	22.624255659441456
NRVNCCOAtxc_pos	5092.129673508192
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1206.155492428981
NRVNCt_pos	1206.155492428981
NS26T2g_pos	223.15206742745113
NS26Tg_pos	376.3220349718984
NT5C_pos	4306.465794451679
NTD10_pos	4488.960306776841
NTD11_pos	4109.101109175411
NTD12_pos	0.0
NTD1_pos	3530.405267596509
NTD1m_pos	1718.7592340306119
NTD2_pos	4302.3453233741875
NTD2e_pos	12280.376149014706
NTD2l_pos	0.0
NTD2m_pos	9508.355863505662
NTD3_pos	3705.0497486292315
NTD3l_pos	0.0
NTD4_pos	3517.019674733168
NTD4e_pos	22.99750898529993
NTD4l_pos	0.0
NTD5_pos	3519.406081153777
NTD5l_pos	0.0
NTD5m_pos	1718.7592340306126
NTD6_pos	4303.0464812910195
NTD6l_pos	0.0
NTD7_pos	3193.3726064836856
NTD7e_pos	9677.502299857844
NTD7l_pos	0.0
NTD8_pos	3554.361969110947
NTD8l_pos	0.0
NTD9_pos	4646.347856552961
NTD9e_pos	22.430026862169118
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.1172099720226356
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3646.541488535779
O16G1e_pos	19.49613568119942
O16G2e_pos	21.741780420436996
O2St_neg	4.068448594663671
O2St_pos	9015.32957311139
O2Stm_neg	8982.52943106736
O2Stm_pos	5.332394006065801
O2Stn_neg	0.0
O2Stn_pos	9069.172155067557
O2Stx_neg	0.0
O2Stx_pos	9007.441700013182
O2t_neg	16339.587619469778
O2t_pos	4435.8148155884655
O2ter_neg	24789.580074310652
O2ter_pos	10040.257805874431
O2tm_neg	9805.996206380274
O2tm_pos	5308.209091955444
O2tn_neg	9069.17215506756
O2tn_pos	0.0
O2tp_neg	5551.933604484944
O2tp_pos	4493.014378336614
OAADC_pos	6525.926028522242
OAGD3te_neg	0.0
OAGD3te_pos	19899.357417714593
OAGD3tg_neg	19899.35741771459
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	19116.785879882027
OAGT3tg_neg	19116.78587988203
OAGT3tg_pos	0.0
OBDHc_pos	4268.22413927098
OCBTm_pos	11888.513898084686
OCCOAtm_pos	12621.85279913451
OCCOAtx_neg	24452.402926725103
OCCOAtx_pos	14065.249970757233
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23780.682733293128
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23780.682733293128
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23780.682733293128
OCDCAFATPc_pos	4265.695343768357
OCDCAtr_neg	579.704914326657
OCDCAtr_pos	579.7049143266571
OCDCEAtr_neg	579.704914326657
OCDCEAtr_pos	579.704914326657
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2009.646712680648
OCT11EFATP_pos	23780.682733293128
OCTAt_neg	0.0
OCTAt_pos	9064.91301830587
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.037458304779287
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15781.477194241335
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15781.477194241335
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15781.477194241335
OCTDECE1CRNe_pos	15781.477194241335
ODECOAtx_neg	22.62425565944146
ODECOAtx_pos	0.0
OIVD1m_pos	10467.020370159013
OIVD2m_pos	12066.67195025934
OIVD3m_pos	9468.240336177065
OLEICFATPtc_pos	4367.506129152008
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.557985768722633
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20027.433221580002
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15750.047395147483
OMHPALTD_neg	0.0
OMHPALTD_pos	30201.845966351517
OMPDC_pos	10457.990773782654
ONPTHLte_neg	7.557985768722633
ONPTHLte_pos	0.0
OPAHir_pos	5892.827244962418
ORETNF2_pos	1515.2824649092001
ORETNF_pos	1497.2011841243864
ORETNtn2_neg	0.0
ORETNtn2_pos	1515.2824649092
ORETNtn_neg	0.0
ORETNtn_pos	1497.201184124386
ORNALArBATtc_pos	1319.541768001707
ORNDC_pos	11953.439174334799
ORNLEUrBATtc_pos	1319.541768001707
ORNTArm_neg	9769.56836005173
ORNTArm_pos	27.095420013544643
ORNt3m_neg	352.65686437023413
ORNt3m_pos	352.65686437023413
ORNt4m_neg	352.65686437023413
ORNt4m_pos	352.65686437023413
ORNtiDF_pos	1214.1535686722782
OROTGLUt_neg	3838.590011825743
OROTGLUt_pos	2165.5763257243407
ORPT_neg	10457.990773782654
ORPT_pos	0.0
OXAHCOtex_pos	965.5154908276402
OXAtp_pos	12448.708504965729
P45011A1m_pos	61804.76742437405
P45011B11m_pos	54846.65679241382
P45011B12m_pos	52303.12910950366
P45011B21m_pos	53816.234952134866
P45017A1r_pos	55206.84057512908
P45017A2r_pos	55206.84057512909
P45017A3r_pos	55206.8405751291
P45017A4r_pos	55206.84057512907
P45019A1r_pos	51927.2310905815
P45019A2r_pos	52210.303616037774
P4501B1r_pos	51332.63108293101
P45021A1r_pos	54846.65679241383
P45021A2r_pos	52303.129109503665
P45027A11m_pos	65874.29074662858
P45027A12m_pos	7424.048675198745
P45027A13m_pos	7424.048675198745
P45027A14m_pos	66867.1744522988
P45027A15m_pos	7249.235937959948
P45027A16m_pos	7418.779104564813
P45027A1m_pos	2174.842862603176
P4502A6_pos	7.557985768722633
P4502C18_pos	7.914081017261822
P4502C19_pos	7.557985768722633
P4502C8_pos	7.557985768722632
P4502C92_pos	7.557985768722633
P4502C93_pos	7.557985768722632
P4502C94_pos	7.557985768722632
P4502C9_pos	7.557985768722633
P4502D6_pos	7.557985768722632
P4502E1_pos	14.214594890172316
P4502F1_pos	7.557985768722633
P45039A1r_pos	54685.97447395982
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.557985768722632
P4503A7r_pos	52921.06936118509
P45046A1r_pos	54685.97447395982
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.969032317152523
P4504F81r_pos	0.0
P4507A1r_pos	11555.273392882087
P4507B11r_pos	54562.9698222031
P4507B12r_pos	54367.27225775563
P4508B11r_pos	66046.6634331774
P4508B13r_pos	65874.29074662858
P450LTB4r_pos	0.0
P450SCC1m_neg	2174.842862603176
P450SCC1m_pos	56394.08821029234
P5CDm_pos	1181.218721791448
P5CR_pos	502.0959462854748
P5CRm_pos	838.4324094154135
P5CRxm_pos	671.1768174743163
PACCOAL_pos	19053.628858436085
PAFH_pos	4328.081438318601
PAFHe_pos	6680.997787402446
PAFS_pos	4328.081438318602
PAFt_neg	6684.172677070753
PAFt_pos	6.927019217951413
PAIL45P_HStn_neg	6818.688371156954
PAIL45P_HStn_pos	8094.505665295907
PAIL4P_HStn_neg	4991.554515092132
PAIL4P_HStn_pos	5544.393540860643
PAIL_HStn_neg	8081.495345675984
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8722.190304197104
PAN4PP_pos	4265.9337410845355
PAN4PPe_pos	5753.56528174245
PAPStg_neg	0.0
PAPStg_pos	38921.48435794529
PAPtg_pos	38921.48435794529
PA_HSter_neg	5572.759644201018
PA_HSter_pos	0.0
PA_HStg_neg	5572.759644201018
PA_HStg_pos	0.0
PA_HStn_neg	17360.375632126106
PA_HStn_pos	0.0
PCFLOPm_pos	10352.930736035078
PCHOLHSTDe_pos	10700.698721565976
PCHOLP_hs_pos	743.0057927506381
PCHOLPg_hs_pos	5572.759644201018
PCHOLPm_hs_pos	13744.446898357071
PCHOLPr_hs_pos	5572.759644201018
PCHOL_HSter_neg	5793.986334581547
PCHOL_HSter_pos	5572.759644201018
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5572.759644201018
PCLAD_pos	47.724450112469576
PCREATtmdiffir_pos	3679.629499309498
PCRNtc_pos	4941.857009733577
PCRNtm_pos	1701.4184262208341
PCm_pos	5454.260826475131
PCt_pos	12397.994674579457
PDE1_pos	3448.566675925018
PDE1g_pos	0.0
PDE4_pos	3415.901940916754
PDE4g_pos	0.0
PDE4n_pos	11075.122097674022
PDHm_pos	6641.820273451114
PDX5PO_pos	4592.662835441558
PDXPP_pos	4335.357480473326
PEAMNO_pos	19053.628858436085
PECDCHe_pos	5101.03567108294
PECGCHLe_pos	14498.177291190375
PECGONCOATr_pos	0.0
PECTCHLe_pos	15552.485824853722
PEFLIP_pos	4265.537076019443
PEFLIPm_pos	4705.239232379381
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5779.496404681852
PEPCKm_pos	8714.785202985688
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.557985768722632
PERILLYLte_pos	0.0
PEROXx_pos	47.34075571122047
PETHCT_pos	4267.40867665061
PETOHMm_hs_pos	10352.93073603508
PETOHMr_hs_pos	5793.986334581548
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4705.239232379381
PE_HStm_pos	10352.93073603508
PEt_neg	4265.537076019445
PEt_pos	3325.0
PFK26_pos	3431.2880455829622
PFK_pos	625.8047144078121
PGCD_pos	3751.766680705462
PGDI_neg	2.5431164071836276
PGDI_pos	137.3678783009538
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.110630533527995
PGISr_pos	163.46290356132744
PGI_neg	5064.696651055854
PGI_pos	5799.17965057879
PGK_neg	3742.030035088735
PGK_pos	5073.557819484519
PGLYCP_pos	0.0
PGLYCt_neg	13968.802697797739
PGLYCt_pos	233.08775882434978
PGL_pos	6567.458704297896
PGLc_pos	32365.414660326856
PGLer_pos	11256.26515645521
PGMT_neg	3887.6057536994726
PGMT_pos	5197.760085750646
PGM_neg	3646.295839365376
PGM_pos	8321.14913900859
PGPPT_pos	13968.802697797739
PGPP_hs_pos	13968.802697797739
PGS_pos	121.12946436615967
PGSr_pos	163.4629035613274
PHACCOAGLNAC_pos	19053.628858436085
PHCDm_pos	398.47431373254545
PHCHGSm_neg	0.0
PHCHGSm_pos	1348.4743137325454
PHEACGLNt_neg	0.0
PHEACGLNt_pos	19053.628858436085
PHEATB0tc_pos	1489.1161341664
PHEMEe_pos	338.04301922426015
PHEMEt_pos	338.04301922426015
PHEMEtm_neg	0.0
PHEMEtm_pos	14793.757805441197
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	290.8599575184075
PHEt4_pos	415.73265718528893
PHEtec_neg	415.73265718528893
PHEtec_pos	501.27608513476883
PHEyLATthc_pos	769.9067577426994
PHYCBOXL_pos	19053.628858436085
PHYHx_pos	47.34075571122046
PHYQt_pos	5092.1296735081905
PHYTt_neg	0.0
PHYTt_pos	47.34075571122046
PI345P3P_pos	3479.644894902417
PI345P3Pn_pos	10077.84981622971
PI345P5P_pos	3531.6965529650774
PI345P5Pn_pos	10862.479977350506
PI34P3Pn_pos	10862.479977350507
PI34P4Pn_pos	10862.47997735051
PI34P5K_pos	3531.6965529650774
PI34P5Kn_pos	10862.479977350506
PI3P3Pn_pos	3044.5667521454725
PI3P4K_pos	8230.139488874964
PI3P4Kn_pos	10862.479977350506
PI3P5K_pos	3910.938874653058
PI45P3K_pos	3479.644894902417
PI45P3Kn_pos	10077.849816229706
PI45P4P_pos	4281.49534567598
PI45P5P_pos	3513.1940364528605
PI45P5Pn_pos	3800.0
PI45PLC_pos	9049.709069002121
PI45PLCn_pos	0.0
PI4P3K_pos	7120.049084967122
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10862.479977350506
PI4P5K_pos	3513.19403645286
PI4P5Kn_pos	9924.15945430999
PI4PLC_pos	7629.766236199527
PI4PLCn_pos	18036.784208405817
PI4PP_pos	4281.495345675981
PI5P3K_pos	3524.9559109906886
PI5P3Ker_pos	0.0
PI5P4K_pos	4281.495345675981
PI5P4Kn_pos	10314.815268731514
PIACGT_pos	51.892454414191135
PIK3_pos	4260.845413362633
PIK3er_pos	7857.94543200344
PIK3n_pos	10756.45425835338
PIK4_pos	4281.495345675982
PIK4n_pos	10705.47108315304
PIK5_pos	4646.828377025002
PIK5n_pos	10314.815268731518
PIPLC_pos	3947.897126282727
PIPLCn_pos	18666.17860411646
PIt7_neg	523.1143448432895
PIt7_pos	527.7343073815258
PIt8_neg	374.4021009360994
PIt8_pos	523.1143448432895
PIt9_neg	1085.4681646202168
PIt9_pos	1085.4681646202168
PIter_neg	366.9123638514278
PIter_pos	2022.3041212838093
PItg_pos	6498.57517331706
PItn_neg	4359.344185578477
PItn_pos	6092.888547503234
PItx_neg	4665.872716179519
PItx_pos	0.0
PLA2_2_pos	10265.48268340374
PLA2_2e_pos	11815.866355123153
PLA2_pos	0.0
PMANM_neg	17501.402286150103
PMANM_pos	0.0
PMEVKc_pos	20493.869580618964
PMEVKx_pos	18509.43996911871
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34613.30543159244
PMTCOAFABP1tc_pos	13806.254562031327
PMTCOAtx_neg	3097.522115083623
PMTCOAtx_pos	5203.19282121966
PNP_neg	8122.283817782935
PNP_pos	0.0
PNTEH_pos	14526.184623743058
PNTEHe_pos	6210.36404458925
PNTK_pos	14497.550680824335
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4410.922804037931
PNTOt5le_pos	4426.009967913668
PNTOte_neg	2071.843082900294
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3484.6140484441025
PPA_pos	6108.813269762293
PPAer_pos	9080.475077843588
PPAm_pos	3542.26414071289
PPAn_pos	14122.347460117917
PPAt_pos	1596.6311360433847
PPAtm_pos	6300.534634819548
PPBNGS_pos	14793.757805441197
PPCDC_pos	4100.000750562687
PPCOACm_pos	4256.534130064417
PPCOAOm_pos	12675.214954640265
PPD2CSPp_pos	49.25853462046987
PPDOx_pos	1047.329549440509
PPDOy_pos	420.5300797703729
PPItm_neg	6154.599903634055
PPItm_pos	3903.6864073487095
PPItr_neg	2022.3041212838093
PPItr_pos	2022.3041212838093
PPItx_neg	6957.24529780236
PPItx_pos	4665.872716179519
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4685.954273514974
PPM_pos	3128.64778329531
PPNCL3_pos	14497.550680824335
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14793.757805441199
PPPGOm_pos	14793.7578054412
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	21009.539458153045
PRASCS_neg	0.0
PRASCS_pos	21009.539458153053
PRDX_pos	6746.598161956608
PRDXl_pos	12172.308322814873
PRFGS_pos	21009.53945815306
PRGNLONESULT_pos	8146.563650751209
PRGNLONEtm_neg	61804.767424374055
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	55206.84057512909
PRGSTRNt_neg	61804.76742437406
PRGSTRNt_pos	6.279018477639787
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.34075571122046
PRISTCOAtcx_pos	5092.129673508192
PRISTCOAtx_neg	7355.276397931982
PRISTCOAtx_pos	5092.1296735081905
PRISTtx_neg	49.3148185453181
PRISTtx_pos	7355.276397931981
PRO1x_pos	502.0959462854748
PRO1xm_pos	671.1768174743163
PROAKGOX1r_pos	0.0
PROD2_pos	1452.0959462854748
PROD2m_pos	4320.781348851775
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1489.2040542376687
PRODt2r_pos	1489.2040542376687
PROGLYPEPT1tc_pos	9508.950356775982
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9508.95035677598
PROIMINOtc_pos	1557.6757844887657
PROSTGD2t_neg	633.476199213922
PROSTGD2t_pos	633.476199213922
PROSTGE1t3_pos	4020.61742652681
PROSTGE1t_neg	633.476199213922
PROSTGE1t_pos	633.476199213922
PROSTGE2t2_neg	389.72160659216416
PROSTGE2t2_pos	389.72160659216416
PROSTGE2t3_pos	3958.50782643872
PROSTGE2t_neg	389.72160659216416
PROSTGE2t_pos	389.72160659216416
PROSTGF2t_neg	524.7550675398718
PROSTGF2t_pos	524.7550675398718
PROSTGH2t_neg	1425.1071494104415
PROSTGH2t_pos	1425.1071494104415
PROSTGI2t_neg	1425.1071494104415
PROSTGI2t_pos	1425.1071494104415
PROSTGI2tr_neg	163.46290356132744
PROSTGI2tr_pos	6.110630533527995
PRO_Dtde_neg	1489.2040542376687
PRO_Dtde_pos	1489.2040542376687
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	468.16789067711164
PROt2r_pos	934.8468210907546
PROt4_2_r_neg	1171.7743729074773
PROt4_2_r_pos	1308.5860264728258
PROt4_pos	468.16789067711164
PRPNCOAHYDm_pos	12670.178859105901
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4394.827381318696
PRPPS_pos	4017.4050210680894
PSDm_hs_pos	19092.051970738838
PSERT_pos	3751.766680705462
PSFLIP_pos	4704.93820433101
PSFLIPm_pos	19092.051970738838
PSP_L_pos	3751.766680705462
PSSA1_hs_neg	743.0057927506381
PSSA1_hs_pos	4268.774914870631
PSSA2_hs_neg	16578.998893288455
PSSA2_hs_pos	4267.408676650609
PSYGCHe_pos	13840.454520115085
PSYTCHe_pos	15024.60266649753
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4705.239232379383
PSt3_pos	6.393289220061203
PTCRTD_neg	14549.419214953992
PTCRTD_pos	15.36539767666909
PTDCACRNCPT1_pos	29.25335892124463
PTDCACRNCPT2_pos	29.25335892124463
PTDCACRNt_pos	29.25335892124463
PTDCAt_neg	0.0
PTDCAt_pos	29.253358921244626
PTE2x_pos	0.0
PTE3x_pos	6930.806158104692
PTE4x_pos	6957.245297802358
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3398.127709330188
PTPATe_neg	13697.547596200264
PTPATe_pos	22900.106628786645
PTRCAT1_pos	0.0
PTRCOX1_pos	12612.392594863171
PUNP1_neg	6284.186060345321
PUNP1_pos	3129.9663929204094
PUNP2_neg	6949.510572260515
PUNP2_pos	5390.5369233968595
PUNP3_neg	7998.027736915255
PUNP3_pos	1553.571614633983
PUNP4_neg	7896.154956968179
PUNP4_pos	6388.044302843055
PUNP5_neg	4936.380437693227
PUNP5_pos	3823.8082279202135
PUNP6_neg	0.0
PUNP6_pos	7668.093941338419
PUNP7_neg	1553.571614633983
PUNP7_pos	4021.114243828674
PVD3_neg	11007.578950104766
PVD3_pos	77739.65800425502
PYAM5POr_pos	4592.662835441556
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4335.357480473324
PYDAMtr_neg	0.0
PYDAMtr_pos	10323.549191684233
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8151.374263582498
PYDXK_pos	4335.357480473325
PYDXNK_pos	4335.357480473326
PYDXNtr_neg	0.0
PYDXNtr_pos	9317.44675177328
PYDXPP_pos	4335.357480473325
PYDXtr_neg	0.0
PYDXtr_pos	8026.293524543992
PYK_pos	471.7926400359752
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8215.348399866944
PYNP2r_pos	5184.07335185874
PYRt2m_neg	1287.202688726474
PYRt2m_pos	1287.202688726474
PYRt2p_neg	2626.9789057570497
PYRt2p_pos	2626.9789057570497
PYRt2r_neg	473.57861914866373
PYRt2r_pos	473.57861914866373
Q10H2e_neg	0.0
Q10H2e_pos	5613.17527166528
QUILSYN_pos	0.0
RADH2_pos	834.7499704247693
RADH3_pos	963.5121213947913
RADH4_pos	947.7778754073976
RADH_pos	834.4844372554669
RAHY_pos	1637.7952369960312
RAI1_neg	2243.7184980602647
RAI1_pos	2243.7184980602647
RAI2_neg	2243.7184980602647
RAI2_pos	2243.7184980602647
RAI3_neg	947.7778754073977
RAI3_pos	1226.0074649092
RAI4_neg	1708.1324649091998
RAI4_pos	1690.0511841243863
RAtn3_neg	0.0
RAtn3_pos	1226.0074649092
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3545.6027409294907
RBK_D_pos	0.0
RBK_pos	5683.653018710501
RBTt_pos	6470.293369219006
RDH1_neg	491.5366390415046
RDH1_pos	2243.7184980602647
RDH1a_pos	491.5366390415046
RDH2_neg	531.2102639942525
RDH2_pos	2243.7184980602647
RDH2a_pos	531.2102639942525
RDH3_neg	531.2102639942525
RDH3_pos	2243.7184980602647
RDH3a_pos	531.2102639942525
RDH4_neg	0.0
RDH4_pos	947.7778754073977
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5389.377913758702
RE0344C_pos	3324.292011853758
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12546.517180321915
RE0383C_pos	5371.150181183605
RE0452M_neg	7846.1438976128975
RE0452M_pos	30357.016330413782
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1150.5774471001978
RE0453C_pos	1150.5774471001978
RE0453M_neg	10065.426739969667
RE0453M_pos	29955.066893510837
RE0453N_neg	306.1292014507719
RE0453N_pos	306.1292014507719
RE0456M_neg	9508.355863505662
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.711563698267614
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	13029.349181413529
RE0566C_neg	0.0
RE0566C_pos	13029.34918141353
RE0567C_neg	0.0
RE0567C_pos	13029.34918141353
RE0568C_neg	0.0
RE0568C_pos	13029.34918141353
RE0569C_pos	0.0
RE0569E_pos	5.258589775363505
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11793.905244179008
RE0577C_pos	3330.85459030504
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5155.896671050829
RE0583C_pos	7162.257135755702
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	16144.445542481495
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	25089.17651357449
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	34050.66612160324
RE0690X_pos	0.0
RE0691C_neg	32504.322606958227
RE0691C_pos	4055.696491816884
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.880593289967827
RE0702E_pos	15.776859733768374
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	18069.942391772092
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	25089.17651357449
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	312.1892859819253
RE0830N_pos	312.1892859819253
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	8146.563650751209
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	8146.563650751209
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.106781791269368
