	Ob-911-c_S139_L007_R1_001
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7468.777689978071
WHTTDCAte_pos	0.0
XANDp_pos	12189.897884579925
XANtx_pos	11150.104592512165
XAO2x_pos	11664.25523449805
XAOx_pos	11150.104592512165
XOL27OHtm_neg	11106.921205576504
XOL27OHtm_pos	11483.990481052055
XOL7AH2tm_neg	69140.54729546802
XOL7AH2tm_pos	11084.543522937
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11084.543522937
XOL7AONEtr_pos	7916.627171490173
XOLDIOLONEt_neg	64540.54473532006
XOLDIOLONEt_pos	7916.627171490173
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6705.86518785949
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	53400.78931510512
XOLTRI24te_neg	0.0
XOLTRI24te_pos	53400.789315105125
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	53626.080315094136
XOLTRI25te_neg	0.0
XOLTRI25te_pos	53626.080315094136
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	53633.02052455093
XOLTRI27te_neg	0.0
XOLTRI27te_pos	53633.02052455093
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	64540.5447353201
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8096.40188852861
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8096.40188852861
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5066.513406614149
XYLUR_neg	1266.5134066141488
XYLUR_pos	1278.9432050299833
XYLt_neg	832.1580657576466
XYLt_pos	0.0
XYLtly_pos	832.1580657576465
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	223.2240565525264
q10h2tc_neg	5561.566237721578
q10h2tc_pos	7374.606717227498
q10tm_neg	5561.566237721578
q10tm_pos	7374.606717227498
r0002_neg	2090.2769765922776
r0002_pos	2375.0
r0009_pos	4509.86481433043
r0010_pos	5836.834290473266
r0013_pos	40.7007044535662
r0016_neg	2664.71593363588
r0016_pos	4127.180886193718
r0021_neg	1407.771616634775
r0021_pos	485.9738568722436
r0022_neg	5169.913004054762
r0022_pos	434.5979413143002
r0027_neg	1420.2014150506097
r0027_pos	1214.1696079363364
r0028_pos	3420.0145500452595
r0033_pos	14040.318434033865
r0034_pos	11534.0564468636
r0047_pos	2372.5560475461702
r0051_neg	3.9745591909725952
r0051_pos	26464.029561044128
r0055_neg	1498.9950858467305
r0055_pos	7676.702336664899
r0060_pos	7511.290837881821
r0062_pos	3425.137981258306
r0068_pos	3304.3186398339158
r0074_neg	1158.3314528148326
r0074_pos	2101.67351489764
r0081_neg	326.62834371135125
r0081_pos	326.62834371135125
r0082_pos	3531.0123452738208
r0083_pos	300.15201792783574
r0084_pos	12412.63697146837
r0085_pos	5126.950846052769
r0086_pos	6947.9591257048005
r0093_pos	5.323676542060069
r0097_pos	3304.3186398339158
r0113_pos	18986.302932828785
r0119_pos	3130.6295023731095
r0122_pos	474.0967079465988
r0127_pos	7031.955165163846
r0129_neg	2163.2834394918054
r0129_pos	6867.05668189471
r0130_neg	7197.621546808957
r0130_pos	2163.2834394918054
r0139_neg	3.1734444683131153
r0139_pos	7.558898378870934
r0142_pos	9175.80090745421
r0145_neg	969.0231153469883
r0145_pos	57595.88873426705
r0149_neg	7.554906688156149
r0149_pos	3.175340521402638
r0153_pos	474.0967079465988
r0156_pos	5126.950846052769
r0157_pos	6947.9591257048005
r0160_pos	3360.032238428919
r0163_pos	10948.985954147958
r0165_pos	474.0967079465988
r0166_pos	11675.529120769777
r0170_neg	378.44014623631233
r0170_pos	74361.06631340114
r0173_neg	2537.2276939999624
r0173_pos	2537.2276939999624
r0178_neg	1261.4651306727408
r0178_pos	12527.419663626837
r0179_pos	1261.4651306727408
r0181_neg	3.1734444683131153
r0181_pos	3.175340521402638
r0186_pos	11518.793977608244
r0191_pos	587.3667132404576
r0193_neg	8622.1782869886
r0193_pos	6734.16166026646
r0196_neg	342.2790290797792
r0196_pos	14626.868252247454
r0202_neg	2537.2276939999624
r0202_pos	2537.2276939999624
r0208_neg	3030.002454856598
r0208_pos	18372.339668014505
r0210_pos	7628.881046822666
r0224_pos	573.8078972104967
r0226_pos	3350.6186594123146
r0233_pos	5715.414019136367
r0236_pos	1266.3905197574734
r0239_neg	0.0
r0239_pos	9.857305220700528
r0242_neg	3.400827347900599
r0242_pos	3.400827347900599
r0245_neg	3886.657810205756
r0245_pos	6586.230196365398
r0246_pos	10855.35685009106
r0249_neg	2339.179458280507
r0249_pos	2339.179458280507
r0265_pos	5715.414019136367
r0267_neg	2106.0318071142733
r0267_pos	2093.6020086984386
r0268_neg	2093.6020086984386
r0268_pos	2106.0318071142733
r0276_neg	3760.3230805792386
r0276_pos	416.26699844577433
r0280_pos	474.0967079465988
r0281_neg	4.749999999999999
r0281_pos	14934.879010677088
r0283_pos	4874.548711321491
r0287_pos	17580.809162528556
r0295_pos	513.9581760657811
r0301_pos	3760.323080579238
r0308_pos	7343.6996657020845
r0309_neg	4862.183507967096
r0309_pos	16761.00770611683
r0310_pos	4797.130026647418
r0311_pos	8138.297548358453
r0317_neg	313.6371982322109
r0317_pos	313.6371982322109
r0321_pos	3700.5370676063258
r0330_pos	1253.9607213416386
r0331_pos	4078.353069761607
r0339_pos	5281.282512314354
r0340_pos	10855.35685009106
r0345_neg	1158.0094166798797
r0345_pos	1158.0094166798797
r0354_pos	3089.56553460818
r0355_pos	3089.565534608181
r0357_pos	4058.064093404799
r0358_pos	4058.064093404799
r0360_pos	5372.9981062461
r0361_pos	5307.055287093001
r0363_pos	6543.629067150905
r0364_pos	6498.53170734823
r0365_pos	12418.499747848005
r0377_pos	3477.1918392562643
r0381_neg	4090.0736914821664
r0381_pos	9908.516588021943
r0383_pos	6622.34842826807
r0384_pos	10823.73317274114
r0385_pos	12083.061654509893
r0386_pos	10587.493820926717
r0388_neg	4084.081950809033
r0388_pos	10080.829474771761
r0389_neg	4084.081950809033
r0389_pos	9049.62617127617
r0390_neg	2997.718871388016
r0390_pos	4.274999999999999
r0391_neg	11.532510374311961
r0391_pos	4189.459000803768
r0392_neg	3360.032238428919
r0392_pos	6032.331834257133
r0393_pos	10855.35685009106
r0394_neg	489.1196546987327
r0394_pos	5615.563651716198
r0395_pos	489.1196546987327
r0398_pos	5354.168467702494
r0399_neg	286.8035725192335
r0399_pos	5901.645348040209
r0400_neg	4962.669685470112
r0400_pos	18853.629651427458
r0402_pos	0.0
r0403_neg	1996.9087807424412
r0403_pos	7.420411146832506
r0407_neg	540.5851885500433
r0407_pos	2644.9732630619656
r0408_neg	441.46466617589857
r0408_pos	441.46466617589857
r0409_neg	441.46466617589857
r0409_pos	441.46466617589857
r0410_neg	4.164612464805832
r0410_pos	4.6681239124359175
r0413_pos	474.0967079465988
r0422_neg	0.0
r0422_pos	3531.01234527382
r0423_pos	300.15201792783574
r0424_neg	0.0
r0424_pos	12412.636971468368
r0425_neg	343.0191502149289
r0425_pos	452.72156001260055
r0426_neg	313.6371982322109
r0426_pos	313.6371982322109
r0434_neg	2166.737222067385
r0434_pos	5022.518521731248
r0437_neg	3072.3351655896404
r0437_pos	5022.518521731248
r0441_neg	0.0
r0441_pos	304.2653237697106
r0443_pos	292.306143335305
r0450_neg	0.0
r0450_pos	3951.292419667218
r0451_pos	69.58796613098109
r0456_pos	3375.2392667274585
r0463_neg	9623.661848272248
r0463_pos	0.0
r0464_neg	340.1664076545196
r0464_pos	340.1664076545196
r0470_pos	587.4763954056451
r0472_neg	7025.787164765867
r0472_pos	686.9948479363064
r0474_neg	7557.078738282405
r0474_pos	686.9948479363064
r0475_neg	5439.766422931755
r0475_pos	686.9948479363064
r0480_neg	15772.754977531693
r0480_pos	12391.741965407378
r0483_neg	326.62834371135125
r0483_pos	326.62834371135125
r0488_neg	19853.28105183937
r0488_pos	306.158301770631
r0494_neg	3.1734444683131153
r0494_pos	7.558898378870934
r0497_neg	7.554906688156149
r0497_pos	3.175340521402638
r0502_pos	8934.810453495638
r0504_pos	8775.104592512167
r0509_pos	406.8285714456754
r0512_neg	7226.546151997365
r0512_pos	586.2376956263312
r0514_pos	3666.3012061359263
r0517_neg	342.2790290797792
r0517_pos	14626.868252247452
r0522_pos	1604.0070558173697
r0523_pos	1604.0070558173697
r0525_neg	399.2099684592167
r0525_pos	25.75061948598474
r0527_neg	12.241773239372158
r0527_pos	5207.290678213445
r0531_neg	369.78428894540747
r0531_pos	3412.9462874498927
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14143.750623159676
r0541_neg	289.71388058198926
r0541_pos	79.6551513045886
r0545_pos	876.964844875637
r0546_pos	0.0
r0547_neg	876.964844875637
r0547_pos	18693.453986271295
r0548_pos	0.0
r0549_neg	340.1664076545196
r0549_pos	340.1664076545196
r0552_neg	399.63381581271176
r0552_pos	435.74544018504594
r0553_neg	435.74544018504594
r0553_pos	399.63381581271176
r0555_pos	6622.34842826807
r0556_neg	10823.733172741142
r0556_pos	0.0
r0557_pos	69.58796613098106
r0558_neg	1305.261080668901
r0558_pos	1305.261080668901
r0559_neg	1305.261080668901
r0559_pos	1305.261080668901
r0560_pos	11919.306229872378
r0561_pos	276.0202439125229
r0568_pos	7322.287879300353
r0570_neg	4320.812286021674
r0570_pos	6102.814082976798
r0571_neg	12867.352070283681
r0571_pos	2112.43541925673
r0573_pos	7169.496951339718
r0575_neg	378.44014623631233
r0575_pos	74361.06631340114
r0578_neg	3941.657375339304
r0578_pos	4105.429399993492
r0579_pos	3941.657375339305
r0580_pos	4478.849944033796
r0584_neg	5207.290678213445
r0584_pos	3329.2212439531154
r0587_neg	3.400827347900599
r0587_pos	3.400827347900599
r0590_pos	14040.318434033865
r0591_neg	40842.30435642823
r0591_pos	3241.848750336473
r0594_pos	25.966270224774565
r0595_pos	8630.368299657279
r0596_pos	12418.499747848005
r0598_pos	0.0
r0603_neg	295.211715677819
r0603_pos	9279.94171974137
r0604_pos	9528.79616579775
r0610_neg	540.9831187065599
r0610_pos	540.9831187065599
r0611_neg	540.9831187065599
r0611_pos	540.9831187065599
r0614_neg	3941.657375339304
r0614_pos	31985.807011948687
r0615_neg	680.6430959080076
r0615_pos	693.0728943238421
r0616_neg	641.6969787658988
r0616_pos	12002.007592613332
r0617_neg	693.0728943238421
r0617_pos	680.6430959080076
r0618_pos	641.6969787658988
r0620_neg	0.0
r0620_pos	10948.985954147958
r0625_pos	0.0
r0627_neg	4086.4771556581245
r0627_pos	9.22562078564423
r0629_neg	4025.0156998593266
r0629_pos	11753.001452434542
r0630_neg	3236.9954961174726
r0630_pos	12965.783396529565
r0633_neg	5188.948215002235
r0633_pos	18269.948244609895
r0634_neg	33221.682865600764
r0634_pos	434.7007378961464
r0636_pos	13719.646386456861
r0637_pos	13719.646386456861
r0638_neg	5105.6910197346915
r0638_pos	19048.643863031102
r0639_pos	13898.869197508113
r0641_neg	3149.8433445652176
r0641_pos	3149.8433445652176
r0642_neg	1305.261080668901
r0642_pos	432.5890264470661
r0643_neg	2112.43541925673
r0643_pos	12867.352070283681
r0644_neg	1305.261080668901
r0644_pos	432.5890264470661
r0645_neg	0.0
r0645_pos	46.9265753432342
r0647_neg	1225.9526813404823
r0647_pos	0.0
r0650_neg	4509.679033070022
r0650_pos	4509.679033070022
r0651_neg	4509.679033070022
r0651_pos	3182.19504954729
r0652_neg	5106.4660270670765
r0652_pos	14684.23098977349
r0653_pos	12184.71488593933
r0655_neg	319.1541537869946
r0655_pos	11004.118841995492
r0656_pos	10587.493820926717
r0660_neg	18483.73771257461
r0660_pos	5292.172550897524
r0661_pos	23992.83199345394
r0666_neg	0.0
r0666_pos	20446.28900968338
r0668_neg	4962.669685470113
r0668_pos	18853.629651427447
r0669_pos	11823.435149457327
r0670_pos	9528.79616579775
r0671_pos	14140.47525732129
r0672_neg	53626.080315094136
r0672_pos	12294.08809380147
r0673_pos	0.0
r0679_neg	14880.776971393654
r0679_pos	3941.657375339304
r0680_neg	3941.657375339304
r0680_pos	31985.807011948695
r0683_pos	12593.560204132682
r0686_neg	362.9873443711625
r0686_pos	12019.00107253179
r0688_neg	1220.9299544766036
r0688_pos	1233.3597528924379
r0698_pos	15655.41785223147
r0706_pos	64540.5447353201
r0707_neg	4.468213700196314
r0707_pos	6.409221213113761
r0714_pos	12184.71488593933
r0715_pos	23334.656702558903
r0716_pos	12184.71488593933
r0717_pos	23334.656702558903
r0718_pos	13898.869197508113
r0719_pos	23992.83199345393
r0720_pos	13898.869197508113
r0721_pos	23992.83199345393
r0722_neg	5292.172550897523
r0722_pos	18483.73771257461
r0723_pos	23992.83199345394
r0724_neg	18483.73771257461
r0724_pos	5292.172550897523
r0726_neg	434.7007378961464
r0726_pos	33221.68286560075
r0727_pos	23992.83199345393
r0728_neg	33221.68286560076
r0728_pos	434.7007378961464
r0729_pos	23992.83199345393
r0730_pos	17580.809162528556
r0731_pos	17580.809162528556
r0732_pos	17580.809162528556
r0733_pos	17580.809162528556
r0734_pos	17580.809162528556
r0735_neg	5121.632917861858
r0735_pos	33007.84508677998
r0739_neg	67209.33006042271
r0739_pos	7990.287584536601
r0741_neg	0.0
r0741_pos	68616.27594771251
r0743_pos	64540.54473532004
r0744_pos	64540.54473532004
r0747_neg	11189.136773945555
r0747_pos	2093.6020086984386
r0750_neg	64694.71525837442
r0750_pos	2093.6020086984386
r0752_neg	825.5889293176938
r0752_pos	0.0
r0753_pos	825.5889293176938
r0754_neg	825.5889293176938
r0754_pos	0.0
r0755_pos	825.5889293176938
r0756_neg	825.5889293176938
r0756_pos	0.0
r0757_pos	825.5889293176938
r0758_neg	432.5890264470661
r0758_pos	0.0
r0774_neg	9.62989483640019
r0774_pos	9.62989483640019
r0779_pos	11823.435149457327
r0780_neg	74336.77325566373
r0780_pos	254.91882804738577
r0781_neg	0.0
r0781_pos	74336.77325566369
r0782_pos	10469.728514897637
r0783_neg	427.39948873535616
r0783_pos	5164.279803977261
r0784_neg	1266.5134066141488
r0784_pos	1278.9432050299833
r0787_pos	3310.5796915254837
r0788_neg	15772.754977531695
r0788_pos	12391.741965407384
r0789_neg	15772.754977531693
r0789_pos	12391.741965407382
r0791_neg	18269.9482446099
r0791_pos	5188.948215002231
r0792_neg	6668.869636826807
r0792_pos	725.4924421944722
r0795_pos	8630.368299657279
r0796_neg	0.0
r0796_pos	6397.140143401592
r0797_neg	4025.0156998593266
r0797_pos	62774.604257862746
r0801_neg	1765.8025987842307
r0801_pos	1336.4064048276095
r0809_neg	1202.4295912526588
r0809_pos	1202.4295912526588
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8019.120571664854
r0817_neg	949.8698388832156
r0817_pos	904.7951644380228
r0818_pos	6271.899766784512
r0819_neg	346.38020714711865
r0819_pos	455.4686258182463
r0821_neg	346.38020714711865
r0821_pos	346.38020714711865
r0822_neg	346.38020714711865
r0822_pos	346.38020714711865
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	346.38020714711865
r0829_pos	346.38020714711865
r0830_neg	346.38020714711865
r0830_pos	346.38020714711865
r0834_neg	461.84027619615824
r0834_pos	461.84027619615824
r0835_neg	461.84027619615824
r0835_pos	461.84027619615824
r0836_neg	461.84027619615824
r0836_pos	461.84027619615824
r0838_neg	4657.08529821352
r0838_pos	4835.771192566065
r0839_neg	2142.8444473838117
r0839_pos	3820.392232175023
r0840_neg	2339.179458280507
r0840_pos	2339.179458280507
r0841_neg	2339.179458280507
r0841_pos	2339.179458280507
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	18986.302932828785
r0853_pos	5764.654612925914
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	13770.065035471758
r0870_pos	0.0
r0871_neg	9527.735214706494
r0871_pos	8.942270798893928
r0879_pos	599.5162817999809
r0881_pos	1356.1756460829208
r0885_neg	368.3398263327611
r0885_pos	477.4282450038887
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.613031275540374
r0892_pos	11312.284617286268
r0899_neg	4942.19119494807
r0899_pos	1426.7001506610584
r0907_neg	0.0
r0907_pos	23256.37321361731
r0908_neg	23979.184792812946
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	23979.184792812943
r0911_neg	10016.382455977053
r0911_pos	5356.784087489623
r0913_neg	2009.0884186711276
r0913_pos	2009.0884186711276
r0915_neg	2015.4600690490395
r0915_pos	2015.4600690490395
r0917_neg	1174.139319748107
r0917_pos	1174.139319748107
r0921_pos	4078.353069761607
r0924_pos	8866.627171490174
r0925_pos	0.0
r0926_pos	10855.35685009106
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1273.959592516293
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.312575787936968
r0940_pos	6740.279084077117
r0941_neg	14263.034832155958
r0941_pos	4190.301269478015
r0942_neg	792.8882748522373
r0942_pos	782.3828123927287
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1193.6972797348742
r0946_pos	1899.8698388832154
r0950_pos	5769.186184343704
r0954_neg	0.0
r0954_pos	18048.244716974896
r0960_neg	2974.4359765421004
r0960_pos	2974.4359765421004
r0961_pos	2047.7436741923023
r0962_pos	3666.3012061359263
r0963_pos	1005.7094189168666
r0968_pos	18986.302932828785
r0970_neg	0.0
r0970_pos	7169.496951339716
r0973_neg	3941.657375339304
r0973_pos	0.0
r0974_neg	2056.102040120089
r0974_pos	2052.279654901029
r0975_pos	4078.353069761607
r0983_pos	2090.2769765922776
r0984_neg	2090.2769765922776
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7169.496951339718
r0990_neg	3236.9954961174726
r0990_pos	4942.191194948067
r0993_pos	4099.5462407508685
r0994_neg	4509.679033070022
r0994_pos	4509.679033070022
r0995_neg	1469.4020564777447
r0995_pos	1469.4020564777447
r0997_pos	13719.646386456861
r0998_neg	2166.737222067385
r0998_pos	5022.518521731248
r0999_neg	3072.3351655896404
r0999_pos	5022.518521731248
r1007_neg	0.0
r1007_pos	304.2653237697106
r1008_pos	292.306143335305
r1010_neg	3941.657375339304
r1010_pos	31985.807011948687
r1011_pos	74640.87535396327
r1012_pos	74640.87535396327
r1013_pos	71001.71477489934
r1014_pos	71001.7147748994
r1015_pos	1039.0230085958256
r1017_pos	7762.379233057177
r1018_neg	4509.679033070022
r1018_pos	4509.679033070022
r1019_neg	3236.995496117473
r1019_pos	4186.995496117473
r1020_neg	67209.33006042271
r1020_pos	7990.287584536599
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7916.627171490174
r1025_pos	7916.627171490173
r1026_pos	3261.6009566848597
r1028_pos	3261.6009566848593
r1029_pos	7795.800525525623
r1030_neg	22.420699187314902
r1030_pos	11.664643799133644
r1043_pos	1577.336690389808
r1044_pos	1577.336690389808
r1045_pos	1560.0759801140487
r1050_neg	10888.620034369025
r1050_pos	1900.0
r1051_neg	2112.224976846488
r1051_pos	2112.224976846488
r1052_pos	2112.224976846488
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	45171.39155621663
r1080_pos	0.0
r1088_neg	1681.0958547301216
r1088_pos	1884.1459572123424
r1090_pos	1387.891849587315
r1106_neg	4942.191194948068
r1106_pos	4942.191194948068
r1109_neg	5018.217420378961
r1109_pos	4209.772098641904
r1116_neg	13463.749173755297
r1116_pos	13780.352595616634
r1117_neg	4938.972533867521
r1117_pos	2538.6640970746917
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1192.8444473838117
r1144_pos	2141.9630322211374
r1147_neg	2009.0884186711276
r1147_pos	2009.0884186711276
r1148_neg	12323.906909154823
r1148_pos	0.0
r1150_pos	7123.974385191345
r1154_neg	4011.3027804650123
r1154_pos	18360.369431564246
r1155_pos	857.3276043917077
r1156_neg	369.78428894540747
r1156_pos	3958.1253010155715
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4112.506771674087
r1163_pos	1190.0549889203915
r1164_pos	8138.297548358452
r1167_pos	8138.297548358453
r1168_pos	8138.297548358451
r1172_pos	8138.297548358452
r1173_pos	0.0
r1177_pos	8138.297548358453
r1178_pos	0.0
r1179_pos	8138.297548358451
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	10866.306915868183
r1253_pos	0.0
r1254_pos	21.658347076184917
r1255_pos	8138.297548358453
r1257_pos	5119.501132051973
r1259_pos	7.1979183734586805
r1260_pos	5107.641396866404
r1262_pos	304.2653237697106
r1291_neg	1565.441301513346
r1291_pos	4670.873659594579
r1292_neg	4942.191194948067
r1292_pos	4432.679771490985
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5119.501132051973
r1318_pos	9626.561642312978
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.233439650109233
r1375_pos	40.7007044535662
r1377_neg	1154.9206148670623
r1377_pos	1154.9206148670623
r1378_neg	1154.9206148670623
r1378_pos	1154.9206148670623
r1380_neg	427.39948873535616
r1380_pos	74336.77325566376
r1381_neg	74336.7732556637
r1381_pos	241.26099968308392
r1384_neg	1491.0770431400933
r1384_pos	4733.283592896119
r1396_pos	3116.0027323179534
r1397_pos	3116.0027323179534
r1400_pos	2623.655213580711
r1401_pos	3369.0433043108696
r1418_neg	3206.1052576577613
r1418_pos	3234.917646426281
r1421_neg	20970.993859301314
r1421_pos	4.3129204382079465
r1423_pos	1299.5333950350216
r1427_pos	2512.278595670393
r1428_neg	2537.2276939999624
r1428_pos	2537.2276939999624
r1429_neg	2537.2276939999624
r1429_pos	1900.0
r1431_pos	2587.772632722126
r1432_pos	0.0
r1433_pos	273.2172691738203
r1434_pos	4305.047803029671
r1435_pos	5056.362683641027
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	23291.039814313008
r1444_pos	23992.83199345393
r1445_pos	23992.83199345393
r1446_pos	17922.21638778532
r1447_pos	4747.129690050089
r1448_pos	4745.821506048121
r1449_pos	4747.129690050089
r1450_pos	4745.8215060481225
r1451_pos	4747.1296900500865
r1453_neg	12984.663788700904
r1453_pos	12251.337017583524
r1454_pos	857.3276043917077
r1455_pos	2512.278595670393
r1456_pos	2512.278595670393
r1459_neg	7771.987524525655
r1459_pos	17208.182057127306
r1464_neg	1239.9955977509553
r1464_pos	1239.9955977509553
r1466_neg	24234.321243328202
r1466_pos	0.0
r1467_neg	1562.956660453397
r1467_pos	47945.48788291724
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24234.3212433282
r1488_neg	0.0
r1488_pos	17626.11223627385
r1492_pos	1285.8397099522958
r1493_pos	1277.553903324925
r1495_pos	4099.5462407508685
r1497_pos	1346.8706245301478
r1498_pos	1346.8706245301478
r1499_pos	1474.408975126185
r1500_pos	1474.408975126185
r1512_pos	1999.769911201221
r1514_pos	3218.3435045538104
r1515_pos	3252.9462080431435
r1516_pos	3297.2934064069354
r1517_pos	4156.527315891555
r1518_pos	3301.665804187694
r1519_pos	3294.230421846057
r1520_pos	3301.665804187694
r1521_pos	3301.665804187693
r1522_pos	3207.9887564779847
r1523_pos	3294.492437889379
r1525_pos	3301.6658041876935
r1527_pos	4156.527315891555
r1528_pos	4942.191194948067
r1529_pos	3294.492437889378
r1530_pos	3579.0885138152153
r1536_pos	8827.135975497
r1538_pos	1165.5395967174168
r1540_pos	673.8953438901628
r1544_neg	707.5728602416802
r1544_pos	707.5728602416802
r1546_neg	893.6661868873518
r1546_pos	786.6477673169353
r1547_neg	823.3034534402942
r1547_pos	954.7969983476421
r1548_neg	731.6177580270414
r1548_pos	738.4330303294772
r1549_neg	823.3034534402942
r1549_pos	915.8578134832032
r1551_neg	893.6661868873518
r1551_pos	738.2964356028241
r1552_neg	789.69479703448
r1552_pos	741.2400267067213
r1553_neg	740.7400342177745
r1553_pos	741.2400267067213
r1554_neg	893.6661868873518
r1554_pos	915.8578134832032
r1556_neg	969.6059056759617
r1556_pos	767.1599499400239
r1557_neg	893.6661868873518
r1557_pos	915.8578134832032
r1559_neg	778.6720857116693
r1559_pos	650.1752417349921
r1560_neg	890.8591905101077
r1560_pos	695.5829823452061
r1561_neg	820.4964570630501
r1561_pos	870.0692533257073
r1562_neg	773.967298921937
r1562_pos	647.368245357748
r1563_neg	820.4964570630501
r1563_pos	824.7930285114741
r1564_neg	736.3225448167739
r1564_pos	715.8519742473427
r1565_neg	890.8591905101077
r1565_pos	647.2316506310949
r1566_neg	789.69479703448
r1566_pos	650.1752417349921
r1567_neg	596.5425157682109
r1567_pos	596.5425157682109
r1568_neg	890.8591905101077
r1568_pos	824.7930285114741
r1569_neg	778.6720857116693
r1569_pos	714.7050014773721
r1570_neg	1011.9554465708572
r1570_pos	676.0951649682947
r1571_neg	890.8591905101077
r1571_pos	824.7930285114741
r1573_neg	893.6661868873518
r1573_pos	786.1477748279884
r1574_neg	823.3034534402942
r1574_pos	944.6975832680599
r1575_neg	746.2175993247371
r1575_pos	737.9330378405303
r1576_neg	823.3034534402942
r1576_pos	915.3578209942564
r1578_neg	893.6661868873518
r1578_pos	737.7964431138772
r1579_neg	837.316174850909
r1579_pos	740.7400342177745
r1580_neg	596.5425157682109
r1580_pos	596.5425157682109
r1581_neg	893.6661868873518
r1581_pos	915.3578209942564
r1583_neg	984.2057469736574
r1583_pos	766.659957451077
r1584_neg	893.6661868873518
r1584_pos	915.3578209942564
r1585_neg	893.6661868873517
r1585_pos	877.7125522886645
r1586_neg	823.3034534402942
r1586_pos	944.6975832680599
r1587_neg	815.0773289292091
r1587_pos	829.4978153012064
r1588_neg	823.3034534402942
r1588_pos	944.6975832680599
r1589_neg	736.3225448167739
r1589_pos	736.3225448167739
r1590_neg	893.6661868873517
r1590_pos	829.3612205745533
r1591_neg	789.69479703448
r1591_pos	832.3048116784505
r1592_neg	740.7400342177745
r1592_pos	778.6720857116693
r1593_neg	893.6661868873518
r1593_pos	1006.9225984549324
r1594_neg	779.672070689563
r1594_pos	779.672070689563
r1595_neg	1012.955431548751
r1595_pos	858.2247349117531
r1596_neg	893.6661868873517
r1596_pos	1006.9225984549324
r1597_neg	805.1785034569485
r1597_pos	805.1785034569485
r1598_neg	773.822291759854
r1598_pos	796.9523789458635
r1599_neg	805.1785034569485
r1599_pos	805.1785034569485
r1600_neg	841.6629470647231
r1600_pos	898.0503217111781
r1602_neg	876.3123160079607
r1602_pos	893.6661868873517
r1603_neg	786.1477748279884
r1603_pos	893.6661868873518
r1604_neg	875.5412369040062
r1604_pos	875.5412369040062
r1605_neg	877.7125522886645
r1605_pos	958.1959466297317
r1606_neg	1011.8104394087743
r1606_pos	919.5861101206544
r1607_neg	875.5412369040062
r1607_pos	875.5412369040062
r1608_neg	726.589645498806
r1608_pos	726.589645498806
r1609_neg	734.815770009891
r1609_pos	734.815770009891
r1610_neg	827.6875882641206
r1610_pos	827.6875882641206
r1611_neg	805.1785034569485
r1611_pos	805.1785034569485
r1612_neg	1002.835072419736
r1612_pos	823.3034534402942
r1613_neg	944.6975832680599
