	Treg_Lymph_Treg7_L1	Treg_Spleen_Treg1_L2	Tcon_Spleen_Tcon1_L1	Tcon_Lymph_Tcon10_L2	exTreg_Lymph_exTreg3_L1
PI3P4Kn_pos	0.0	0.0	0.0	0.0	0.0
PI3P5K_pos	6.033226967151747	5.75949557988096	5.757278352244672	6.0789672385687705	5.415448247200026
PI45P3K_pos	9.774705060291785	9.643168130211384	9.9728044666241	9.916441813793295	10.330202608433643
PI45P3Kn_pos	0.0	0.0	0.0	0.0	0.0
PI45P4P_pos	0.0	0.0	0.0	0.0	0.0
PI45P5P_pos	6.508225754726787	6.565416695753352	6.367351044953036	6.524337940438902	5.6421760041885
PI45P5Pn_pos	0.0	0.0	0.0	0.0	0.0
PI45PLC_pos	7.086954414128383	6.798530321781924	6.644051430650239	6.5897182470468065	6.470444548267612
PI45PLCn_pos	0.0044598650313103505	0.0	0.0	0.0	0.0
PI4P3K_pos	9.783990221168589	9.649934530714686	9.97859759416063	9.92209410414747	10.331674837553464
PI4P3Ker_pos	1.0937570432791304	0.9026074355655401	1.1178736884471066	1.2687198985680221	0.033182291115403766
PI4P3Kn_pos	0.0	0.0	0.0	0.0	0.0
PI4P5K_pos	7.144116747305171	6.904699190238069	6.865995882341363	7.016536476284452	6.538637683465468
PI4P5Kn_pos	0.0	0.0	0.0	0.0	0.0
PI4PLC_pos	7.086954414128383	6.798530321781924	6.644051430650239	6.5897182470468065	6.470444548267612
PI4PLCn_pos	0.0044598650313103505	0.0	0.0	0.0	0.0
PI4PP_pos	0.0	0.0	0.0	0.0	0.0
PI5P3K_pos	9.80290492566392	9.66680491151551	9.989951815493818	9.937324295038646	10.341830557907484
PI5P3Ker_pos	1.0937570432791304	0.9026074355655401	1.1178736884471066	1.2687198985680221	0.033182291115403766
PI5P4K_pos	3.3904528704610524	2.96669361148124	2.871972302592377	2.861397860395758	1.6596098508337058
PI5P4Kn_pos	0.0	0.0	0.0	0.0	0.0
PIACGT_pos	12.443681886242588	12.512676962452709	12.438073166306733	12.30070920431538	12.55837096462178
PIK3_pos	9.80290492566392	9.66680491151551	9.989951815493818	9.937324295038646	10.341830557907484
PIK3er_pos	1.0937570432791304	0.9026074355655401	1.1178736884471066	1.2687198985680221	0.033182291115403766
PIK3n_pos	0.0	0.0	0.0	0.0	0.0
PIK4_pos	3.3904528704610524	2.96669361148124	2.871972302592377	2.861397860395758	1.6596098508337058
PIK4n_pos	0.0	0.0	0.0	0.0	0.0
PIK5_pos	6.033226967151747	5.75949557988096	5.757278352244672	6.0789672385687705	5.415448247200026
PIK5n_pos	0.0	0.0	0.0	0.0	0.0
PIPLC_pos	7.086954414128383	6.798530321781924	6.644051430650239	6.5897182470468065	6.470444548267612
PIPLCn_pos	0.0044598650313103505	0.0	0.0	0.0	0.0
PIt7_pos	0.04512053013459283	0.0	0.47196106720414766	0.08921730644105139	0.7996674405332597
PIt7_neg	0.04512053013459283	0.0	0.47196106720414766	0.08921730644105139	0.7996674405332597
PIter_pos	6.183828930677903	6.120513302571234	5.9246897460523265	6.230153694307092	5.735090831213815
PIter_neg	6.183828930677903	6.120513302571234	5.9246897460523265	6.230153694307092	5.735090831213815
PItg_pos	0.0	0.0	0.0	0.0	0.0
PItn_pos	0.0	0.0	0.0	0.0	0.0
PItn_neg	0.0	0.0	0.0	0.0	0.0
PItx_pos	0.0	0.0	0.0	0.0	0.0
PItx_neg	0.0	0.0	0.0	0.0	0.0
PLA2_pos	0.0	0.0	0.0	0.0	0.0
PLA2_2_pos	3.9164439868983028	3.3091637564064595	3.5129972784492685	4.1120778892979235	3.7567750271870826
PLA2_2e_pos	4.0521568212232655	4.281759855125428	3.482078014223828	4.123496692919748	3.817471146154579
PMANM_pos	6.20657275103582	6.110659882837043	6.215726151358274	6.1065076083794025	6.398207168572921
PMANM_neg	6.20657275103582	6.110659882837043	6.215726151358274	6.1065076083794025	6.398207168572921
PMEVKx_pos	4.691783001094736	4.633309853208171	4.806633944184923	4.709549398145014	4.265826986842946
PMI12346PH_pos	6.586708249000895	6.159356991713898	5.8839954045689185	6.204843179194428	5.253499643005037
PMI12346PHn_pos	6.6768982519967395	6.24759538226921	6.006695147065893	6.28358003942261	5.276683412101343
PMI1346PH_pos	6.586708249000895	6.159356991713898	5.8839954045689185	6.204843179194428	5.253499643005037
PMI1346PHn_pos	6.6768982519967395	6.24759538226921	6.006695147065893	6.28358003942261	5.276683412101343
PMTCOAtx_pos	0.0	0.0	0.0	0.0	0.0
PMTCOAtx_neg	0.0	0.0	0.0	0.0	0.0
PNP_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PNP_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PNTEH_pos	0.0	0.0	0.0	0.0	0.0
PNTK_pos	5.020958613719953	4.857195508394419	5.02924412397524	4.971703859018582	3.144966764606142
PNTKm_pos	0.0	0.0	0.0	0.0	0.0
PNTOt5_pos	3.998536185422803	3.3933757944220426	3.6374719270325357	3.902698547763048	0.0
PPA_pos	4.688284184683949	4.441529876408407	4.3938722433970145	4.896311378013059	5.324328039139754
PPA2_pos	0.0	0.0	0.0	0.0	0.0
PPA2m_pos	0.0	0.0	0.0	0.0	0.0
PPAer_pos	6.731077219145643	6.5701125347538305	5.822945590714865	5.7881337094481236	6.340476610916057
PPAm_pos	0.0	0.0	0.0	0.0	0.0
PPAn_pos	0.0	0.0	0.0	0.0	0.0
PPAP_pos	0.0	0.0	0.0	0.0	0.0
PPAt_pos	0.0	0.0	0.0	0.0	0.0
PPAtm_pos	0.0	0.0	0.0	0.0	0.0
PPBNGS_pos	5.754970614766529	5.914456439534952	4.9766050492650376	4.93760781203065	5.87867224250918
PPCDC_pos	4.970938996244768	4.801356315059342	4.629836974455152	4.895897690284777	2.9820652793644222
PPCOACm_pos	0.0	0.0	0.0	0.0	0.0
PPCOAOm_pos	0.0	0.0	0.0	0.0	0.0
PPD2CSPp_pos	0.0	0.0	0.0	0.0	0.0
PPDOx_pos	0.0	0.0	0.0	0.0	0.0
PPDOy_pos	8.492070329008262	8.57805693814426	8.430375050097142	8.450743561252992	8.689378703333224
PPItr_pos	0.0	0.0	0.0	0.0	0.0
PPItr_neg	0.0	0.0	0.0	0.0	0.0
PPItx_pos	0.0	0.0	0.0	0.0	0.0
PPItx_neg	0.0	0.0	0.0	0.0	0.0
PPM_pos	4.394913747226622	4.383264491789195	4.113226835686075	4.549523565819405	4.177068196746379
PPM_neg	4.394913747226622	4.383264491789195	4.113226835686075	4.549523565819405	4.177068196746379
PPMI12346Ptn_pos	0.0	0.0	0.0	0.0	0.0
PPMI12346Ptn_neg	0.0	0.0	0.0	0.0	0.0
PPMI1346Ptn_pos	0.0	0.0	0.0	0.0	0.0
PPMI1346Ptn_neg	0.0	0.0	0.0	0.0	0.0
PPNCL3_pos	7.124187835600953	7.460834092089951	7.304307570773587	7.078430619127563	7.074798250705135
PPOR_pos	0.134487063858126	0.0	0.386243771437284	0.26706166166137185	0.0
PPPG9tm_pos	0.0	0.0	0.0	0.0	0.0
PPPG9tm_neg	0.0	0.0	0.0	0.0	0.0
PPPGOm_pos	0.0	0.0	0.0	0.0	0.0
PPPItn_pos	0.0	0.0	0.0	0.0	0.0
PPPItn_neg	0.0	0.0	0.0	0.0	0.0
PRAGSr_pos	5.066306599415273	4.782599805279566	5.02748755565797	5.309385870263909	4.79865948201147
PRAGSr_neg	5.066306599415273	4.782599805279566	5.02748755565797	5.309385870263909	4.79865948201147
PRASCS_pos	6.495495666505723	6.581236539313527	6.34114159663018	6.632309033593157	5.562095337551621
PRASCS_neg	6.495495666505723	6.581236539313527	6.34114159663018	6.632309033593157	5.562095337551621
PRDX_pos	0.45411416031322827	0.1194991670966966	0.36803479423344715	0.25398409308608666	0.17262055350925976
PRDXl_pos	0.0	0.0	0.0	0.0	0.0
PRFGS_pos	5.200147900823694	5.053590078376839	5.016511102898318	5.263489311656916	4.513274096407399
PRGNLONESULT_pos	0.8162972376206773	0.7275429970380805	0.605072907689897	0.5922409219295832	0.38774223621698833
PRGNLONEtm_pos	0.0	0.0	0.0	0.0	0.0
PRGNLONEtm_neg	0.0	0.0	0.0	0.0	0.0
PRGNLONEtr_pos	0.0	0.0	0.0	0.0	0.0
PRGNLONEtr_neg	0.0	0.0	0.0	0.0	0.0
PRGSTRNt_pos	0.0	0.0	0.0	0.0	0.0
PRGSTRNt_neg	0.0	0.0	0.0	0.0	0.0
PRISTANALtx_pos	0.0	0.0	0.0	0.0	0.0
PRISTANALtx_neg	0.0	0.0	0.0	0.0	0.0
PRISTCOAtx_pos	0.0	0.0	0.0	0.0	0.0
PRISTCOAtx_neg	0.0	0.0	0.0	0.0	0.0
PRISTtx_pos	0.0	0.0	0.0	0.0	0.0
PRISTtx_neg	0.0	0.0	0.0	0.0	0.0
PRO1xm_pos	0.0	0.0	0.0	0.0	0.0
PROAKGOX1r_pos	8.059490257026138	8.13041100400834	7.779371992924309	7.925853231365176	7.882086298239367
PROD2_pos	0.0	0.0	0.0	0.0	0.0
PROD2m_pos	0.0	0.0	0.0	0.0	0.0
PRODt2r_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PRODt2r_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PRODt2rL_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PRODt2rL_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PROSTGD2t_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
PROSTGD2t_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
PROSTGE1t_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
PROSTGE1t_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
PROSTGE1t3_pos	1.7759867345347349	1.4925865314518927	1.5290227422759546	1.2454725661279278	0.8508504073153206
PROSTGE2t_pos	2.644428488473099	2.5022307793487673	2.706203912171207	2.4692205698619616	1.9439142534870095
PROSTGE2t_neg	2.644428488473099	2.5022307793487673	2.706203912171207	2.4692205698619616	1.9439142534870095
PROSTGE2t2_pos	1.338759292255578	0.8185475009509806	0.42233629610324247	0.11419056689336221	1.2856828935507842
PROSTGE2t2_neg	1.338759292255578	0.8185475009509806	0.42233629610324247	0.11419056689336221	1.2856828935507842
PROSTGE2t3_pos	1.7759867345347349	1.4925865314518927	1.5290227422759546	1.2454725661279278	0.8508504073153206
PROSTGF2t_pos	1.338759292255578	0.8185475009509806	0.42233629610324247	0.11419056689336221	1.2856828935507842
PROSTGF2t_neg	1.338759292255578	0.8185475009509806	0.42233629610324247	0.11419056689336221	1.2856828935507842
PROSTGH2t_pos	0.0	0.0	0.0	0.0	0.0
PROSTGH2t_neg	0.0	0.0	0.0	0.0	0.0
PROSTGI2t_pos	0.0	0.0	0.0	0.0	0.0
PROSTGI2t_neg	0.0	0.0	0.0	0.0	0.0
PROSTGI2tr_pos	0.0	0.0	0.0	0.0	0.0
PROSTGI2tr_neg	0.0	0.0	0.0	0.0	0.0
PROt2r_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PROt2r_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PROt2rL_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PROt2rL_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
PROt4_pos	8.081662635120178	7.972823666531887	8.103460112568737	8.257739267367565	7.272174044921626
PRPNCOAHYDm_pos	0.0	0.0	0.0	0.0	0.0
PRPNCOAHYDx_pos	0.0	0.0	0.0	0.0	0.0
PRPPS_pos	6.119834905280271	6.410544761340795	6.056453390363915	6.3033680283287215	6.307904485212827
PRPPS_neg	6.119834905280271	6.410544761340795	6.056453390363915	6.3033680283287215	6.307904485212827
PS_HSter_pos	0.0	0.0	0.0	0.0	0.0
PS_HSter_neg	0.0	0.0	0.0	0.0	0.0
PS_HStg_pos	0.0	0.0	0.0	0.0	0.0
PS_HStg_neg	0.0	0.0	0.0	0.0	0.0
PSDm_hs_pos	0.0	0.0	0.0	0.0	0.0
PSERT_pos	4.0901378693215396	4.0285396827279705	3.585163466165055	3.5254660312147488	4.550141311818514
PSFLIP_pos	2.9613323258703184	2.709129365611373	2.635914397595957	2.891541607158743	1.4499393236162852
PSFLIPm_pos	2.9613323258703184	2.709129365611373	2.635914397595957	2.891541607158743	1.4499393236162852
PSP_L_pos	5.646121905056677	5.638954202316379	5.759589485209053	5.886941247561391	5.862981433539106
PSSA1_hs_pos	3.8207672516282565	3.699029529420422	3.482046151371949	3.5999124780924983	3.2458330795259465
PSSA1_hs_neg	3.8207672516282565	3.699029529420422	3.482046151371949	3.5999124780924983	3.2458330795259465
PSSA2_hs_pos	3.2171179529413108	3.2838160134043446	2.801562823375926	2.6325141403019177	3.416608379242441
PSSA2_hs_neg	3.2171179529413108	3.2838160134043446	2.801562823375926	2.6325141403019177	3.416608379242441
PSt3_pos	0.0	0.0	0.0	0.0	0.0
PSt3_neg	0.0	0.0	0.0	0.0	0.0
PTDCACRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
PTDCACRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
PTDCACRNt_pos	0.0	0.0	0.0	0.0	0.0
PTDCAt_pos	0.0	0.0	0.0	0.0	0.0
PTDCAt_neg	0.0	0.0	0.0	0.0	0.0
PTE2x_pos	0.0	0.0	0.0	0.0	0.0
PTE3x_pos	0.0	0.0	0.0	0.0	0.0
PTE4x_pos	0.0	0.0	0.0	0.0	0.0
PTE5x_pos	0.0	0.0	0.0	0.0	0.0
PTHPS_pos	0.0	0.0	0.0	0.0	0.0
PTHPSn_pos	0.0	0.0	0.0	0.0	0.0
PTPAT_pos	0.0	0.0	0.0	0.0	0.0
PTRCAT1_pos	9.891090999133763	10.096413366782752	9.850906136258569	9.785654295216299	9.36362317756059
PTRCOX1_pos	4.036428336263919	4.156910317765195	3.5208192424340057	4.028391947953571	0.0
PUNP1_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP1_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP2_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP2_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP3_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP3_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP4_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP4_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP5_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP5_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP6_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP6_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP7_pos	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PUNP7_neg	0.572735295186849	0.5410704635789519	0.0	0.0	0.0
PVD3_pos	0.0	0.0	0.0	0.0	0.0
PVD3_neg	0.0	0.0	0.0	0.0	0.0
PYAM5POr_pos	6.18030539504669	5.798412449950377	5.770703651623835	6.399860663033868	6.287426593476241
PYAM5Ptm_pos	0.0	0.0	0.0	0.0	0.0
PYAM5Ptm_neg	0.0	0.0	0.0	0.0	0.0
PYDAMK_pos	4.221022224333375	3.7578043429531647	3.593708026849686	3.9258099062176997	3.7399908695309354
PYDAMtr_pos	0.0	0.0	0.0	0.0	0.0
PYDAMtr_neg	0.0	0.0	0.0	0.0	0.0
PYDX5Ptm_pos	0.0	0.0	0.0	0.0	0.0
PYDX5Ptm_neg	0.0	0.0	0.0	0.0	0.0
PYDXDH_pos	0.0	0.0	0.0	0.0	0.0
PYDXK_pos	4.221022224333375	3.7578043429531647	3.593708026849686	3.9258099062176997	3.7399908695309354
PYDXNK_pos	4.221022224333375	3.7578043429531647	3.593708026849686	3.9258099062176997	3.7399908695309354
PYDXNtr_pos	0.0	0.0	0.0	0.0	0.0
PYDXNtr_neg	0.0	0.0	0.0	0.0	0.0
PYDXPP_pos	4.941656085262748	4.614166007530837	4.958450409268856	5.07580369802469	5.6088623062700735
PYDXtr_pos	0.0	0.0	0.0	0.0	0.0
PYDXtr_neg	0.0	0.0	0.0	0.0	0.0
PYK_pos	0.0	0.0	0.0	0.0	0.0
PYLALDOX_pos	0.019006022517856113	0.0	0.0	0.0	0.0
PYLALDOXm_pos	0.0	0.0	0.0	0.0	0.0
PYNP2r_pos	0.020318076550341346	0.018980704041142854	0.06541637492194195	0.16724341842869972	0.0
PYNP2r_neg	0.020318076550341346	0.018980704041142854	0.06541637492194195	0.16724341842869972	0.0
PYRt2m_pos	0.0	0.0	0.0	0.0	0.0
PYRt2m_neg	0.0	0.0	0.0	0.0	0.0
PYRt2p_pos	0.00901567409533441	0.049798714135783774	0.0	0.009381263320795962	0.00620123673431273
PYRt2p_neg	0.00901567409533441	0.049798714135783774	0.0	0.009381263320795962	0.00620123673431273
PYRt2r_pos	3.7906497409239113	3.9095721565161385	1.5331914223333052	2.654113158956941	3.6692723590118073
PYRt2r_neg	3.7906497409239113	3.9095721565161385	1.5331914223333052	2.654113158956941	3.6692723590118073
QUILSYN_pos	0.0	0.0	0.0	0.0	0.0
RADH_pos	0.0	0.0	0.0	0.0	0.0
RADH2_pos	0.0	0.0	0.0	0.0	0.0
RADH3_pos	0.0	0.0	0.0	0.0	0.0
RADH4_pos	0.0	0.0	0.0	0.0	0.0
RAHY_pos	0.0	0.0	0.0	0.0	0.0
RAI1_pos	0.0	0.0	0.0	0.0	0.0
RAI1_neg	0.0	0.0	0.0	0.0	0.0
RAI2_pos	0.0	0.0	0.0	0.0	0.0
RAI2_neg	0.0	0.0	0.0	0.0	0.0
RAI3_pos	0.0	0.0	0.0	0.0	0.0
RAI3_neg	0.0	0.0	0.0	0.0	0.0
RAI4_pos	0.0	0.0	0.0	0.0	0.0
RAI4_neg	0.0	0.0	0.0	0.0	0.0
RAtn_pos	0.0	0.0	0.0	0.0	0.0
RAtn_neg	0.0	0.0	0.0	0.0	0.0
RAtn3_pos	0.0	0.0	0.0	0.0	0.0
RAtn3_neg	0.0	0.0	0.0	0.0	0.0
RBFK_pos	0.0	0.0	0.0	0.0	0.0
RBK_pos	1.4818435300185642	1.5656470810293488	1.43014625150464	1.5190384590886001	1.7966961986375918
RBK_D_pos	1.4818435300185642	1.5656470810293488	1.43014625150464	1.5190384590886001	1.7966961986375918
RBTt_pos	0.0	0.0	0.0	0.0	0.0
RDH1_pos	3.4810848023513787	2.4190554653525567	2.6715292580693117	3.525049191156174	0.4796143498291271
RDH1_neg	3.4810848023513787	2.4190554653525567	2.6715292580693117	3.525049191156174	0.4796143498291271
RDH1a_pos	4.904036557140684	4.946834620004347	4.175155784731548	4.538096873816477	3.7535835933044677
RDH2_pos	3.4726088929742938	2.4024850440986727	2.6598471294841097	3.525049191156174	0.4796143498291271
RDH2_neg	3.4726088929742938	2.4024850440986727	2.6598471294841097	3.525049191156174	0.4796143498291271
RDH2a_pos	4.544689051763153	4.6458449240734465	3.8608092407637136	4.255724611623361	3.7535835933044677
RDH3_pos	3.4726088929742938	2.4024850440986727	2.6598471294841097	3.525049191156174	0.4796143498291271
RDH3_neg	3.4726088929742938	2.4024850440986727	2.6598471294841097	3.525049191156174	0.4796143498291271
RDH3a_pos	4.544689051763153	4.6458449240734465	3.8608092407637136	4.255724611623361	3.7535835933044677
RDH4_pos	3.4726088929742938	2.4024850440986727	2.6598471294841097	3.525049191156174	0.4796143498291271
RDH4_neg	3.4726088929742938	2.4024850440986727	2.6598471294841097	3.525049191156174	0.4796143498291271
RETFA_pos	0.0	0.0	0.0	0.0	0.0
RETFAt_pos	0.0	0.0	0.0	0.0	0.0
RETFAt1_pos	0.0	0.0	0.0	0.0	0.0
RETFAt2_pos	0.0	0.0	0.0	0.0	0.0
RETH_pos	0.0	0.0	0.0	0.0	0.0
RETH1_pos	0.0	0.0	0.0	0.0	0.0
RETH1e_pos	0.0	0.0	0.0	0.0	0.0
RETH2_pos	0.0	0.0	0.0	0.0	0.0
RETH2e_pos	0.0	0.0	0.0	0.0	0.0
RETHe_pos	0.0	0.0	0.0	0.0	0.0
RETI1_pos	0.0	0.0	0.0	0.0	0.0
RETI1_neg	0.0	0.0	0.0	0.0	0.0
RETI2_pos	0.0	0.0	0.0	0.0	0.0
RETI2_neg	0.0	0.0	0.0	0.0	0.0
RETI3_pos	0.0	0.0	0.0	0.0	0.0
RETI3_neg	0.0	0.0	0.0	0.0	0.0
RETNCOA_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt2_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt2r_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCtr_pos	0.0	0.0	0.0	0.0	0.0
RETNt_pos	0.0	0.0	0.0	0.0	0.0
RETNt_neg	0.0	0.0	0.0	0.0	0.0
RETNtr_pos	0.0	0.0	0.0	0.0	0.0
RETNtr2_pos	0.0	0.0	0.0	0.0	0.0
RETt_pos	0.0	0.0	0.0	0.0	0.0
RIBFLVt3_pos	0.0	0.0	0.0	0.0	0.0
RIBt_pos	0.0	0.0	0.0	0.0	0.0
RIBt_neg	0.0	0.0	0.0	0.0	0.0
RIBt2_pos	0.0	0.0	0.0	0.0	0.0
RNDR1_pos	6.361792854502953	6.345534261665473	4.832490445195751	4.6495552508667926	3.1151182335640293
RNDR2_pos	6.361792854502953	6.345534261665473	4.832490445195751	4.6495552508667926	3.1151182335640293
RNDR3_pos	6.361792854502953	6.345534261665473	4.832490445195751	4.6495552508667926	3.1151182335640293
RNDR4_pos	6.361792854502953	6.345534261665473	4.832490445195751	4.6495552508667926	3.1151182335640293
RNMK_pos	1.4706211201873727	2.0058315179058863	2.067703234737268	2.473649910372546	0.5861313554725482
RPE_pos	4.978789312917897	5.166536728483738	4.6806944309872005	5.167321091493321	3.253869547669206
RPE_neg	4.978789312917897	5.166536728483738	4.6806944309872005	5.167321091493321	3.253869547669206
RPI_pos	1.8543016556349465	1.5254743018395396	2.473005041898384	1.6680037353382573	2.348413506616956
RPI_neg	1.8543016556349465	1.5254743018395396	2.473005041898384	1.6680037353382573	2.348413506616956
RTOTAL2CRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2CRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2CRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2t_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2t_neg	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3t_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3t_neg	0.0	0.0	0.0	0.0	0.0
RTOTALCRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTALCRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTALCRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTALt_pos	0.0	0.0	0.0	0.0	0.0
RTOTALt_neg	0.0	0.0	0.0	0.0	0.0
Rtotaltl_pos	0.0	0.0	0.0	0.0	0.0
Rtotaltl_neg	0.0	0.0	0.0	0.0	0.0
Rtotaltp_pos	0.0	0.0	0.0	0.0	0.0
Rtotaltp_neg	0.0	0.0	0.0	0.0	0.0
S23T2g_pos	4.699615816866411	4.481934736507786	3.9934669306726445	3.9549632657201417	4.619482466416385
S23T3g_pos	0.5746929155631234	0.618755881354348	0.5075142184756856	0.5513542396857972	0.3985568054551424
S23T4g_pos	4.699615816866411	4.481934736507786	3.9934669306726445	3.9549632657201417	4.619482466416385
S23Tg_pos	2.750030989256398	2.6662677417133507	2.86803414823717	2.7420224284792987	2.82310349194794
S26Tg_pos	4.232374697257555	3.7560227310450145	3.46257407812884	3.9496327528284945	3.8982243884926415
S2L2FN2M2MASNt_pos	0.0	0.0	0.0	0.0	0.0
S2L2FN2M2MASNtly_pos	0.0	0.0	0.0	0.0	0.0
S2L2N2M2MASNtly_pos	0.0	0.0	0.0	0.0	0.0
S2T1g_pos	0.6357271146823227	0.4318029818470341	1.015789933861832	1.1457386952407258	0.0
S2T2g_pos	0.6357271146823227	0.4318029818470341	1.015789933861832	1.1457386952407258	0.0
S2T3g_pos	0.6357271146823227	0.4318029818470341	1.015789933861832	1.1457386952407258	0.0
S2T4g_pos	1.306515738001957	1.2354426297447567	1.303127692278958	1.4535868284957671	0.0
S2TASE1ly_pos	3.4699230874343794	3.255896726382139	3.1628962753728738	3.0018732668698567	2.3866199152090224
S2TASE2ly_pos	3.4699230874343794	3.255896726382139	3.1628962753728738	3.0018732668698567	2.3866199152090224
S2TASE3ly_pos	3.4699230874343794	3.255896726382139	3.1628962753728738	3.0018732668698567	2.3866199152090224
S2TASE4ly_pos	0.0	0.0	0.0	0.0	0.0
S2TASE5ly_pos	0.0	0.0	0.0	0.0	0.0
S3T1g_pos	0.026208939563743355	0.0	0.0	0.0	0.0
S3T2g_pos	0.004691104316146002	0.03870544040369068	0.08542471744143894	0.0	0.0
S3T3g_pos	2.0697739057612514	2.4957444108901514	3.628336944184771	4.0856631842374425	2.4380641564411607
S3TASE1ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE1ly_neg	0.0	0.0	0.0	0.0	0.0
S3TASE2ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE2ly_neg	0.0	0.0	0.0	0.0	0.0
S3TASE3ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE3ly_neg	0.0	0.0	0.0	0.0	0.0
S4T1g_pos	6.166979296307083	6.013246285481835	6.143409841297313	5.941168183907644	5.863911985248643
S4T2g_pos	6.166979296307083	6.013246285481835	6.143409841297313	5.941168183907644	5.863911985248643
S4T3g_pos	6.166979296307083	6.013246285481835	6.143409841297313	5.941168183907644	5.863911985248643
S4T4g_pos	0.0	0.0	0.0	0.0	0.0
S4T5g_pos	0.0	0.0	0.0	0.0	0.0
S4T6g_pos	6.166979296307083	6.013246285481835	6.143409841297313	5.941168183907644	5.863911985248643
S4TASE1ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE1ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE2ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE2ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE3ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE3ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE4ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE4ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE5ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE5ly_neg	0.0	0.0	0.0	0.0	0.0
S6T10g_pos	6.97645139662982	7.0132552561837125	5.117940668845274	4.3733458616214405	4.542254859116374
S6T11g_pos	6.97645139662982	7.0132552561837125	5.117940668845274	4.3733458616214405	4.542254859116374
S6T12g_pos	6.97645139662982	7.0132552561837125	5.117940668845274	4.3733458616214405	4.542254859116374
S6T13g_pos	6.97645139662982	7.0132552561837125	5.117940668845274	4.3733458616214405	4.542254859116374
S6T14g_pos	6.97645139662982	7.0132552561837125	5.117940668845274	4.3733458616214405	4.542254859116374
