	exTreg_Spleen_exTreg6_L2	exTreg_Lymph_exTreg4_L2	Tcon_Lymph_Tcon7_L1	exTreg_Spleen_exTreg10_L2	Tcon_Spleen_Tcon3_L1
r0984_pos	0.0	0.0	1.0294801279941117	0.6224277380341269	0.6552079082528762
r0984_neg	0.0	0.0	1.0294801279941117	0.6224277380341269	0.6552079082528762
r0986_pos	0.0	0.0	0.0	0.0	0.0
r0987_pos	0.0	0.0	0.0	0.0	0.0
r0987_neg	0.0	0.0	0.0	0.0	0.0
r0988_pos	0.0	0.0	0.0	0.0	0.0
r0989_pos	0.0	0.0	0.0	0.0	0.0
r0989_neg	0.0	0.0	0.0	0.0	0.0
r0990_pos	0.0	0.0	0.0	0.0	0.0
r0990_neg	0.0	0.0	0.0	0.0	0.0
r0993_pos	0.0	0.0	0.0	0.0	0.0
r0994_pos	0.0	0.0	0.0	0.0	0.0
r0994_neg	0.0	0.0	0.0	0.0	0.0
r0995_pos	0.0	0.0	0.0	0.0	0.0
r0995_neg	0.0	0.0	0.0	0.0	0.0
r0997_pos	0.0	0.0	0.0	0.0	0.0
r0998_pos	0.0	0.0	0.0	0.0	0.0
r0998_neg	0.0	0.0	0.0	0.0	0.0
r0999_pos	0.0	0.0	0.0	0.0	0.0
r0999_neg	0.0	0.0	0.0	0.0	0.0
r1007_pos	0.0	0.0	0.0	0.0	0.0
r1007_neg	0.0	0.0	0.0	0.0	0.0
r1008_pos	0.0	0.0	0.0	0.0	0.0
r1010_pos	0.0	0.0	0.0	0.0	0.0
r1010_neg	0.0	0.0	0.0	0.0	0.0
r1011_pos	0.0	0.0	0.0	0.0	0.0
r1012_pos	0.0	0.0	0.0	0.0	0.0
r1013_pos	0.0	0.0	0.0	0.0	0.0
r1014_pos	0.0	0.0	0.0	0.0	0.0
r1015_pos	1.6276325272104943	2.5826596885986035	1.2147662254980511	1.7876000535682233	2.693668114053313
r1017_pos	0.0	0.0	0.0	0.0	0.0
r1018_pos	0.0	0.0	0.0	0.0	0.0
r1018_neg	0.0	0.0	0.0	0.0	0.0
r1019_pos	0.0	0.0	0.0	0.0	0.0
r1019_neg	0.0	0.0	0.0	0.0	0.0
r1020_pos	0.0	0.0	0.0	0.0	0.0
r1020_neg	0.0	0.0	0.0	0.0	0.0
r1021_pos	0.0	0.0	0.0	0.0	0.0
r1021_neg	0.0	0.0	0.0	0.0	0.0
r1024_pos	0.0	0.0	0.0	0.0	0.0
r1025_pos	0.0	0.0	0.0	0.0	0.0
r1026_pos	0.0	0.0	0.16714337673827415	0.0	0.038610310198291635
r1028_pos	0.0	0.0	0.16714337673827415	0.0	0.038610310198291635
r1029_pos	0.0	0.0	0.0	0.0	0.0
r1030_pos	0.0	0.0	0.0	0.0	0.0
r1030_neg	0.0	0.0	0.0	0.0	0.0
r1043_pos	0.0	0.0	0.0	0.0	0.0
r1044_pos	0.0	0.0	0.0	0.0	0.0
r1045_pos	4.537920400229366	4.175401896534864	5.512276865042562	4.2923422660927715	5.199083776379023
r1050_pos	0.0	0.0	0.0	0.0	0.0
r1050_neg	0.0	0.0	0.0	0.0	0.0
r1051_pos	0.0	0.0	0.0	0.0	0.0
r1051_neg	0.0	0.0	0.0	0.0	0.0
r1052_pos	0.0	0.0	0.0	0.0	0.0
r1059_pos	0.0	0.0	0.0	0.0	0.0
r1061_pos	0.0	0.0	0.0	0.0	0.0
r1062_pos	0.0	0.0	0.0	0.0	0.0
r1063_pos	0.0	0.0	0.0	0.0	0.0
r1064_pos	0.0	0.0	0.0	0.0	0.0
r1067_pos	0.0	0.0	0.0	0.0	0.0
r1068_pos	0.0	0.0	0.0	0.0	0.0
r1071_pos	0.0	0.0	0.0	0.0	0.0
r1073_pos	0.0	0.0	0.0	0.0	0.0
r1074_pos	0.0	0.0	0.0	0.0	0.0
r1076_pos	0.0	0.0	0.0	0.0	0.0
r1077_pos	0.0	0.0	0.0	0.0	0.0
r1078_pos	0.0	0.0	0.0	0.0	0.0
r1080_pos	0.0	0.0	0.0	0.0	0.0
r1088_pos	0.0	0.0	0.0	0.0	0.0
r1088_neg	0.0	0.0	0.0	0.0	0.0
r1090_pos	0.0	0.0	0.0	0.0	0.0
r1106_pos	0.0	0.0	0.0	0.0	0.0
r1106_neg	0.0	0.0	0.0	0.0	0.0
r1109_pos	0.0	0.0	0.0	0.0	0.0
r1109_neg	0.0	0.0	0.0	0.0	0.0
r1116_pos	0.0	0.0	0.0	0.0	0.0
r1116_neg	0.0	0.0	0.0	0.0	0.0
r1117_pos	0.0	0.0	0.0	0.0	0.0
r1117_neg	0.0	0.0	0.0	0.0	0.0
r1135_pos	2.3443498185666876	0.0	2.0432207063912378	3.16211893881762	2.701548447706466
r1135_neg	2.3443498185666876	0.0	2.0432207063912378	3.16211893881762	2.701548447706466
r1140_pos	0.0	0.0	0.0	0.0	0.0
r1143_pos	0.0	0.05684676983675197	0.0	0.0	0.0
r1144_pos	0.0	0.05684676983675197	0.0	0.0	0.0
r1147_pos	0.0	0.0	0.0	0.0	0.0
r1147_neg	0.0	0.0	0.0	0.0	0.0
r1148_pos	0.0	0.0	0.0	0.0	0.0
r1148_neg	0.0	0.0	0.0	0.0	0.0
r1150_pos	0.0	0.0	0.0	0.0	0.0
r1154_pos	0.0	0.0	0.0	0.0	0.0
r1154_neg	0.0	0.0	0.0	0.0	0.0
r1155_pos	0.0	0.006423121233891213	0.0	0.0	0.07022870302411072
r1156_pos	7.57956768379206	7.196369809049324	7.515831603932158	7.474439586238904	7.483569979121827
r1156_neg	7.57956768379206	7.196369809049324	7.515831603932158	7.474439586238904	7.483569979121827
r1159_pos	0.0	0.0	0.0	0.0	0.0
r1159_neg	0.0	0.0	0.0	0.0	0.0
r1162_pos	0.0	0.0	0.0	0.0	0.0
r1163_pos	1.6276325272104943	2.5826596885986035	1.2147662254980511	1.7876000535682233	2.693668114053313
r1164_pos	3.6458514243589546	4.009925237254669	3.481865036599904	3.3235860010002236	3.4318759369045746
r1167_pos	3.6458514243589546	4.009925237254669	3.481865036599904	3.3235860010002236	3.4318759369045746
r1168_pos	3.6458514243589546	4.009925237254669	3.481865036599904	3.3235860010002236	3.4318759369045746
r1172_pos	0.0	0.0	0.0	0.0	0.0
r1173_pos	0.0	0.0	0.0	0.0	0.0
r1177_pos	0.0	0.0	0.0	0.0	0.0
r1178_pos	0.0	0.0	0.0	0.0	0.0
r1179_pos	0.0	0.0	0.0	0.0	0.0
r1180_pos	0.0	0.0	0.0	0.0	0.0
r1251_pos	0.0	0.0	0.0	0.0	0.0
r1252_pos	0.0	0.0	0.0	0.0	0.0
r1253_pos	0.0	0.0	0.0	0.0	0.0
r1254_pos	0.0	0.0	0.0	0.0	0.0
r1255_pos	0.0	0.0	0.0	0.0	0.0
r1257_pos	0.0	0.0	0.0	0.0	0.0
r1259_pos	0.0	0.0	0.0	0.0	0.0
r1260_pos	0.0	0.0	0.0	0.0	0.0
r1262_pos	0.0	0.0	0.0	0.0	0.0
r1291_pos	0.0	0.0	0.0	0.0	0.0
r1291_neg	0.0	0.0	0.0	0.0	0.0
r1292_pos	0.0	0.0	0.0	0.0	0.0
r1292_neg	0.0	0.0	0.0	0.0	0.0
r1298_pos	0.0	0.0	0.0	0.0	0.0
r1299_pos	0.0	0.0	0.0	0.0	0.0
r1301_pos	0.0	0.0	0.0	0.0	0.0
r1302_pos	0.0	0.0	0.0	0.0	0.0
r1302_neg	0.0	0.0	0.0	0.0	0.0
r1303_pos	0.0	0.0	0.0	0.0	0.0
r1304_pos	0.0	0.0	0.0	0.0	0.0
r1318_pos	0.0	0.0	0.0	0.0	0.0
r1318_neg	0.0	0.0	0.0	0.0	0.0
r1364_pos	0.0	0.0	0.0	0.0	0.0
r1365_pos	0.0	0.0	0.0	0.0	0.0
r1367_pos	0.0	0.0	0.0	0.0	0.0
r1368_pos	0.0	0.0	0.0	0.0	0.0
r1374_pos	1.2184821378613537	0.0	0.8592382996741651	0.0	0.07029965817299651
r1375_pos	0.0	0.0	0.0	0.0	0.0
r1377_pos	0.0	0.0	0.0	0.0	0.0
r1377_neg	0.0	0.0	0.0	0.0	0.0
r1378_pos	0.0	0.0	0.0	0.0	0.0
r1378_neg	0.0	0.0	0.0	0.0	0.0
r1380_pos	0.5584847489550934	1.2506858530148288	0.5120219632403579	0.2499813609307918	1.0057571052445005
r1380_neg	0.5584847489550934	1.2506858530148288	0.5120219632403579	0.2499813609307918	1.0057571052445005
r1381_pos	7.064064802293097	7.219405899789893	6.491152446642903	7.0503957714890175	6.537238652495073
r1381_neg	7.064064802293097	7.219405899789893	6.491152446642903	7.0503957714890175	6.537238652495073
r1384_pos	0.0	0.0	0.0	0.0	0.0
r1384_neg	0.0	0.0	0.0	0.0	0.0
r1396_pos	0.0	0.0	0.0	0.0	0.0
r1397_pos	0.0	0.0	0.0	0.0	0.0
r1400_pos	0.0	0.0	0.0	0.0	0.0
r1401_pos	0.0	0.0	0.0	0.0	0.0
r1418_pos	4.178174648275223	2.7661069818081447	4.106067306841825	4.682880573272733	3.8698459936997938
r1418_neg	4.178174648275223	2.7661069818081447	4.106067306841825	4.682880573272733	3.8698459936997938
r1421_pos	0.0	0.0	0.0	0.0	0.0
r1421_neg	0.0	0.0	0.0	0.0	0.0
r1423_pos	0.0	0.0	0.0	0.0	0.0
r1427_pos	0.0	0.0	0.0	0.0	0.0
r1428_pos	0.0	0.0	0.0	0.0	0.0
r1428_neg	0.0	0.0	0.0	0.0	0.0
r1429_pos	0.0	0.0	0.0	0.0	0.0
r1429_neg	0.0	0.0	0.0	0.0	0.0
r1431_pos	4.37476981662785	4.521643745227444	4.043843104577626	3.869106317088566	4.626438450394855
r1432_pos	4.37476981662785	4.521643745227444	4.043843104577626	3.869106317088566	4.626438450394855
r1433_pos	0.0	0.0	0.0	0.0	0.0
r1434_pos	0.0	0.0	0.0	0.0	0.0
r1435_pos	0.0	0.0	0.0	0.0	0.0
r1436_pos	0.0	0.0	0.0	0.0	0.0
r1437_pos	0.0	0.0	0.0	0.0	0.0
r1440_pos	0.0	0.0	0.0	0.0	0.0
r1441_pos	0.0	0.0	0.0	0.0	0.0
r1443_pos	0.0	0.0	0.0	0.0	0.0
r1444_pos	0.0	0.0	0.0	0.0	0.0
r1445_pos	0.0	0.0	0.0	0.0	0.0
r1446_pos	0.0	0.0	0.0	0.0	0.0
r1447_pos	0.0	0.0	0.0	0.0	0.0
r1448_pos	0.0	0.0	0.0	0.0	0.0
r1449_pos	0.0	0.0	0.0	0.0	0.0
r1450_pos	0.0	0.0	0.0	0.0	0.0
r1451_pos	0.0	0.0	0.0	0.0	0.0
r1453_pos	0.0	0.0	0.0	0.0	0.0
r1453_neg	0.0	0.0	0.0	0.0	0.0
r1454_pos	0.0	0.006423121233891213	0.0	0.0	0.07022870302411072
r1455_pos	0.0	0.0	0.0	0.0	0.0
r1456_pos	0.0	0.0	0.0	0.0	0.0
r1459_pos	0.0	0.0	0.0	0.0	0.0
r1459_neg	0.0	0.0	0.0	0.0	0.0
r1464_pos	0.0	0.0	0.0	0.0	0.0
r1464_neg	0.0	0.0	0.0	0.0	0.0
r1466_pos	0.0	0.0	0.0	0.0	0.0
r1466_neg	0.0	0.0	0.0	0.0	0.0
r1467_pos	0.0	0.0	0.0	0.0	0.0
r1467_neg	0.0	0.0	0.0	0.0	0.0
r1468_pos	0.0	0.0	0.0	0.0	0.0
r1468_neg	0.0	0.0	0.0	0.0	0.0
r1487_pos	0.0	0.0	0.0	0.0	0.0
r1487_neg	0.0	0.0	0.0	0.0	0.0
r1488_pos	0.0	0.0	0.0	0.0	0.0
r1488_neg	0.0	0.0	0.0	0.0	0.0
r1492_pos	0.0	0.0	0.0	0.0	0.0
r1493_pos	0.0	0.0	0.0	0.0	0.0
r1495_pos	1.6276325272104943	2.5826596885986035	1.2147662254980511	1.7876000535682233	2.693668114053313
r1497_pos	1.6276325272104943	2.5826596885986035	1.2147662254980511	1.7876000535682233	2.693668114053313
r1498_pos	1.6276325272104943	2.5826596885986035	1.2147662254980511	1.7876000535682233	2.693668114053313
r1499_pos	1.6276325272104943	2.5826596885986035	1.2147662254980511	1.7876000535682233	2.693668114053313
r1500_pos	1.6276325272104943	2.5826596885986035	1.2147662254980511	1.7876000535682233	2.693668114053313
r1512_pos	0.0	0.0	0.0	0.0	0.0
r1514_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1515_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1516_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1517_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1518_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1519_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1520_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1521_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1522_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1523_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1525_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1527_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1528_pos	0.0	0.0	0.0	0.0	0.0
r1529_pos	0.01638459263850106	0.22722462548510206	1.9080044289289781	0.2366765234130542	1.0974769089883332
r1530_pos	1.592627829812366	1.1621313138146219	2.5555136360777797	1.8205722647863585	2.577730011258176
r1536_pos	1.394778855775837	0.7654317673589661	1.4149491091381554	1.520706856953837	1.4288282634524498
r1538_pos	0.11985233497829337	0.0	0.13799763431223566	0.1829548288722275	0.12255445604923579
r1540_pos	3.347726714171279	2.828779358567879	4.55705839575006	3.5416236991091763	4.210818061600399
r1544_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1544_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1546_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1546_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1547_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1547_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1548_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1548_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1549_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1549_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1551_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1551_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1552_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1552_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1553_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1553_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1554_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1554_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1556_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1556_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1557_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1557_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1559_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1559_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1560_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1560_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1561_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1561_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1562_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1562_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1563_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1563_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1564_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1564_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1565_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1565_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1566_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1566_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1567_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1567_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1568_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1568_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1569_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1569_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1570_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1570_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1571_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1571_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1573_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1573_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1574_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1574_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1575_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1575_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1576_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1576_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1578_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1578_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1579_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1579_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1580_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1580_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1581_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1581_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1583_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1583_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1584_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1584_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1585_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1585_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1586_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1586_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1587_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1587_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1588_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1588_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1589_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1589_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1590_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1590_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1591_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1591_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1592_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1592_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1593_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1593_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1594_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1594_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1595_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1595_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1596_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1596_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1597_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1597_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1598_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1598_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1599_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1599_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1600_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1600_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1602_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1602_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1603_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1603_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1604_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1604_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1605_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1605_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1606_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1606_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1607_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1607_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1608_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1608_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1609_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1609_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1610_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1610_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1611_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1611_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1612_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1612_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1613_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1613_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1614_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1614_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1615_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1615_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1616_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1616_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1617_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1617_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1618_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1618_neg	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
r1619_pos	3.6114007150977603	3.8921268719580056	5.1460085613538915	3.0537704849771954	4.567344530216653
