	WT.b_S126_L007_R1_001
r0082_pos	3674.7879541342572
r0083_pos	335.61430716302004
r0084_pos	12562.495459871701
r0085_pos	5242.094951426399
r0086_pos	7109.132993935719
r0093_pos	5.403718032529733
r0097_pos	3470.6730475718873
r0113_pos	19507.432158899792
r0119_pos	3258.5748079265336
r0122_pos	549.9973535464933
r0127_pos	7233.000685620595
r0129_neg	2725.678617591128
r0129_pos	7279.310168677987
r0130_neg	7706.826126555619
r0130_pos	2725.678617591128
r0139_neg	3.3439286177227165
r0139_pos	8.075516222018216
r0142_pos	9504.922363889056
r0145_neg	1273.0108664857917
r0145_pos	58606.52550565894
r0149_neg	8.061425784955283
r0149_pos	3.350621575327609
r0153_pos	549.9973535464933
r0156_pos	5242.094951426399
r0157_pos	7109.132993935719
r0160_pos	3512.238752715178
r0163_pos	11070.72047596838
r0165_pos	549.9973535464933
r0166_pos	12188.791411480483
r0170_neg	386.37489472931975
r0170_pos	75407.99765191042
r0173_neg	2622.1725341767683
r0173_pos	2622.1725341767683
r0178_neg	1303.3254815880323
r0178_pos	12490.069315276822
r0179_pos	1303.3254815880323
r0181_neg	3.3439286177227165
r0181_pos	3.3506215753276085
r0186_pos	11746.398375130688
r0191_pos	669.4837405361013
r0193_neg	8891.123691378441
r0193_pos	6854.694846013719
r0196_neg	363.49694770120914
r0196_pos	14887.201790673535
r0202_neg	2622.1725341767683
r0202_pos	2622.1725341767683
r0208_neg	3180.0034893372176
r0208_pos	18792.600012496998
r0210_pos	7950.9102290244555
r0224_pos	626.9916083062133
r0226_pos	3592.3719585177673
r0233_pos	5885.782236422109
r0236_pos	1293.8047993318849
r0239_neg	0.0
r0239_pos	9.991714897625942
r0242_neg	3.4855100248081357
r0242_pos	3.4855100248081357
r0245_neg	4105.132322304677
r0245_pos	6807.586355384037
r0246_pos	11196.474743838035
r0249_neg	2594.5657453516724
r0249_pos	2594.5657453516724
r0265_pos	5885.782236422109
r0267_neg	2118.1095296233557
r0267_pos	2102.1721125161557
r0268_neg	2102.1721125161557
r0268_pos	2118.1095296233557
r0276_neg	3936.6356444356275
r0276_pos	455.9946617653683
r0280_pos	549.9973535464933
r0281_neg	4.749999999999999
r0281_pos	15256.826217922691
r0283_pos	5006.03029650639
r0287_pos	18079.353569894924
r0295_pos	564.7264772394444
r0301_pos	3936.635644435626
r0308_pos	7724.278280109216
r0309_neg	4969.561043056362
r0309_pos	17221.25099834211
r0310_pos	4907.024252947533
r0311_pos	8373.510855294277
r0317_neg	354.33696254242506
r0317_pos	354.33696254242506
r0321_pos	3932.974108796456
r0330_pos	1277.8673822246851
r0331_pos	4157.389323565714
r0339_pos	5525.439889339187
r0340_pos	11196.474743838035
r0345_neg	1011.0440779264027
r0345_pos	1011.0440779264027
r0354_pos	3261.534738408439
r0355_pos	3261.534738408439
r0357_pos	4350.7618024525555
r0358_pos	4350.761802452556
r0360_pos	5624.524745299528
r0361_pos	5559.683208901382
r0363_pos	6908.1714526676915
r0364_pos	6861.936631024962
r0365_pos	12668.207698410544
r0377_pos	3671.4102068666652
r0381_neg	4128.568723744809
r0381_pos	10018.680894810534
r0383_pos	6934.7310926654745
r0384_pos	10929.992380008482
r0385_pos	12334.37580347095
r0386_pos	10760.354544393515
r0388_neg	4424.8271169281215
r0388_pos	10278.383377694054
r0389_neg	4424.8271169281215
r0389_pos	9312.379162880576
r0390_neg	3021.6088954059455
r0390_pos	4.274999999999999
r0391_neg	11.86746211620885
r0391_pos	4328.975013978803
r0392_neg	3512.238752715178
r0392_pos	6287.799092981074
r0393_pos	11196.474743838035
r0394_neg	566.6809046267634
r0394_pos	5842.999570954654
r0395_pos	566.6809046267634
r0398_pos	5393.849530746272
r0399_neg	291.5299143486302
r0399_pos	5933.28966428659
r0400_neg	5022.368687919649
r0400_pos	19546.697316539216
r0402_pos	0.0
r0403_neg	2001.4257972837097
r0403_pos	7.553366835628514
r0407_neg	608.8592980361085
r0407_pos	2808.358281068114
r0408_neg	489.39552478650455
r0408_pos	489.39552478650455
r0409_neg	489.39552478650455
r0409_pos	489.39552478650455
r0410_neg	4.157939678292751
r0410_pos	4.705109234377075
r0413_pos	549.9973535464933
r0422_neg	0.0
r0422_pos	3674.787954134258
r0423_pos	335.61430716302004
r0424_neg	0.0
r0424_pos	12562.495459871696
r0425_neg	367.552753013954
r0425_pos	498.3791575381995
r0426_neg	354.33696254242506
r0426_pos	354.33696254242506
r0434_neg	2290.831407176465
r0434_pos	5144.7318320787035
r0437_neg	3101.3266135147715
r0437_pos	5144.7318320787035
r0441_neg	0.0
r0441_pos	311.04381286024324
r0443_pos	299.0070106661033
r0450_neg	0.0
r0450_pos	4019.7580046912485
r0451_pos	70.76264354697335
r0456_pos	3496.6441188570366
r0463_neg	10055.846587374434
r0463_pos	0.0
r0464_neg	349.3302320534465
r0464_pos	357.19875011708586
r0470_pos	641.7025936734661
r0472_neg	7246.735546416502
r0472_pos	739.8287545539663
r0474_neg	7902.334576000201
r0474_pos	739.8287545539663
r0475_neg	5732.024147151209
r0475_pos	739.8287545539663
r0480_neg	16121.945307734846
r0480_pos	13017.749417458608
r0483_neg	362.26612632903465
r0483_pos	362.26612632903465
r0488_neg	20404.007579444926
r0488_pos	333.3725469708804
r0494_neg	3.3439286177227165
r0494_pos	8.075516222018216
r0497_neg	8.061425784955283
r0497_pos	3.350621575327609
r0502_pos	9273.419047312711
r0504_pos	9094.796616012514
r0509_pos	428.7929629938103
r0512_neg	7548.839098462421
r0512_pos	642.929025413413
r0514_pos	3781.5138867380374
r0517_neg	363.49694770120914
r0517_pos	14887.201790673538
r0522_pos	1630.3628687830746
r0523_pos	1630.3628687830746
r0525_neg	425.5763238164301
r0525_pos	26.432612014732793
r0527_neg	12.50743208802537
r0527_pos	5276.058704265504
r0531_neg	421.62286396334963
r0531_pos	3559.452911638039
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14495.116435654745
r0541_neg	302.67866546866713
r0541_pos	80.93308386262719
r0545_pos	1178.580764870076
r0546_pos	0.0
r0547_neg	1178.580764870076
r0547_pos	19153.728973216254
r0548_pos	0.0
r0549_neg	357.19875011708586
r0549_pos	349.3302320534465
r0552_neg	420.28164213951146
r0552_pos	490.07042103832947
r0553_neg	490.07042103832947
r0553_pos	420.28164213951146
r0555_pos	6934.7310926654745
r0556_neg	10929.992380008482
r0556_pos	0.0
r0557_pos	70.76264354697335
r0558_neg	1391.2388248574966
r0558_pos	1391.2388248574966
r0559_neg	1391.2388248574966
r0559_pos	1391.2388248574966
r0560_pos	12141.698550108056
r0561_pos	291.6360727075661
r0568_pos	7562.998501027475
r0570_neg	4429.383808896545
r0570_pos	6299.69216951672
r0571_neg	13091.621113769805
r0571_pos	2112.4768503267305
r0573_pos	7307.112538631549
r0575_neg	386.37489472931975
r0575_pos	75407.99765191042
r0578_neg	4028.323490486081
r0578_pos	4214.4301433766805
r0579_pos	4028.3234904860815
r0580_pos	4524.3002434475275
r0584_neg	5276.058704265506
r0584_pos	3485.9191191220116
r0587_neg	3.4855100248081357
r0587_pos	3.4855100248081357
r0590_pos	14446.755156508372
r0591_neg	41843.84155826585
r0591_pos	3388.174380719373
r0594_pos	26.59793008296237
r0595_pos	8899.458950364706
r0596_pos	12668.207698410544
r0598_pos	0.0
r0603_neg	317.86732253430404
r0603_pos	9503.87540712421
r0604_pos	9767.20541208529
r0610_neg	587.5216856670047
r0610_pos	587.5216856670047
r0611_neg	587.5216856670047
r0611_pos	587.5216856670047
r0614_neg	4028.3234904860815
r0614_pos	32689.2556010243
r0615_neg	686.3595836232428
r0615_pos	702.2970007304424
r0616_neg	649.7997518546971
r0616_pos	12234.043556336215
r0617_neg	702.2970007304424
r0617_pos	686.3595836232428
r0618_pos	649.7997518546971
r0620_neg	0.0
r0620_pos	11070.72047596838
r0625_pos	0.0
r0627_neg	4134.987811776934
r0627_pos	9.569508976066418
r0629_neg	4022.6380615164057
r0629_pos	11944.531064138226
r0630_neg	3245.621566962847
r0630_pos	13173.661194262697
r0633_neg	5330.395044353509
r0633_pos	18727.699825430103
r0634_neg	34172.32411074907
r0634_pos	499.18197270688955
r0636_pos	14057.795790003696
r0637_pos	14057.795790003696
r0638_neg	5234.159113683285
r0638_pos	19563.155830011314
r0639_pos	14350.725410654826
r0641_neg	3309.6143534622224
r0641_pos	3309.6143534622224
r0642_neg	1391.2388248574966
r0642_pos	524.0449652313016
r0643_neg	2112.4768503267305
r0643_pos	13091.621113769803
r0644_neg	1391.2388248574966
r0644_pos	524.0449652313016
r0645_neg	0.0
r0645_pos	47.668060313231614
r0647_neg	1185.3373741265495
r0647_pos	0.0
r0650_neg	4608.907333440147
r0650_pos	4608.907333440147
r0651_neg	4608.907333440147
r0651_pos	3314.5505971538196
r0652_neg	5235.186209927521
r0652_pos	15109.10816679811
r0653_pos	12551.528257273447
r0655_neg	329.2983780961759
r0655_pos	11181.345151945838
r0656_pos	10760.354544393515
r0660_neg	19020.985865475668
r0660_pos	5471.14503149019
r0661_pos	24759.144417173033
r0666_neg	0.0
r0666_pos	20818.732385624582
r0668_neg	5022.368687919651
r0668_pos	19546.697316539216
r0669_pos	12046.623245086874
r0670_pos	9767.20541208529
r0671_pos	14520.438221731141
r0672_neg	54506.64646511971
r0672_pos	12314.048386345034
r0673_pos	0.0
r0679_neg	15213.635024266327
r0679_pos	4028.3234904860815
r0680_neg	4028.3234904860815
r0680_pos	32689.2556010243
r0683_pos	12860.86635206071
r0686_neg	396.6081405308631
r0686_pos	12255.407268669514
r0688_neg	1234.978252889961
r0688_pos	1250.9156699971606
r0698_pos	16177.034256357489
r0706_pos	65501.55767414843
r0707_neg	4.778303843522143
r0707_pos	6.780953990190585
r0714_pos	12551.528257273447
r0715_pos	24084.731212589144
r0716_pos	12551.528257273447
r0717_pos	24084.731212589144
r0718_pos	14350.725410654826
r0719_pos	24759.14441717303
r0720_pos	14350.725410654826
r0721_pos	24759.14441717303
r0722_neg	5471.14503149019
r0722_pos	19020.985865475686
r0723_pos	24759.144417173033
r0724_neg	19020.985865475668
r0724_pos	5471.14503149019
r0726_neg	499.18197270688955
r0726_pos	34172.324110749076
r0727_pos	24759.14441717302
r0728_neg	34172.32411074907
r0728_pos	499.18197270688955
r0729_pos	24759.14441717302
r0730_pos	18079.35356989493
r0731_pos	18079.35356989493
r0732_pos	18079.35356989493
r0733_pos	18079.353569894924
r0734_pos	18079.353569894924
r0735_neg	5253.076621751877
r0735_pos	33924.7595242452
r0739_neg	68280.06054251544
r0739_pos	8307.38881455845
r0741_neg	0.0
r0741_pos	69688.82180374785
r0743_pos	65501.557674148455
r0744_pos	65501.557674148455
r0747_neg	11088.028779634704
r0747_pos	2102.1721125161557
r0750_neg	65676.98787347428
r0750_pos	2102.1721125161557
r0752_neg	1126.0835159943308
r0752_pos	0.0
r0753_pos	1126.0835159943308
r0754_neg	1126.0835159943308
r0754_pos	0.0
r0755_pos	1126.0835159943308
r0756_neg	1126.0835159943308
r0756_pos	0.0
r0757_pos	1126.0835159943308
r0758_neg	524.0449652313016
r0758_pos	0.0
r0774_neg	9.63119248959377
r0774_pos	9.63119248959377
r0779_pos	12046.623245086874
r0780_neg	75383.19524202001
r0780_pos	236.76254332954986
r0781_neg	0.0
r0781_pos	75383.19524202
r0782_pos	10874.065093172932
r0783_neg	453.9330215660277
r0783_pos	5039.539190643615
r0784_neg	1283.059604182405
r0784_pos	1298.9970212896048
r0787_pos	3424.3618410957915
r0788_neg	16121.945307734848
r0788_pos	13017.749417458608
r0789_neg	16121.945307734844
r0789_pos	13017.74941745861
r0791_neg	18727.699825430103
r0791_pos	5330.3950443535105
r0792_neg	6820.092735840197
r0792_pos	723.5421543941192
r0795_pos	8899.458950364706
r0796_neg	0.0
r0796_pos	6455.195774453108
r0797_neg	4022.6380615164057
r0797_pos	63628.22035308717
r0801_neg	1841.7737760042228
r0801_pos	1332.9555258506111
r0809_neg	1180.661964111614
r0809_pos	1180.661964111614
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8146.1324890675905
r0817_neg	1229.9131336868293
r0817_pos	1175.4845072120327
r0818_pos	6640.571142468786
r0819_neg	450.19725273936854
r0819_pos	576.0203168784766
r0821_neg	450.19725273936854
r0821_pos	450.19725273936854
r0822_neg	450.19725273936854
r0822_pos	450.19725273936854
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	450.19725273936854
r0829_pos	450.19725273936854
r0830_neg	450.19725273936854
r0830_pos	450.19725273936854
r0834_neg	600.2630036524914
r0834_pos	600.2630036524914
r0835_neg	600.2630036524914
r0835_pos	600.2630036524914
r0836_neg	600.2630036524914
r0836_pos	600.2630036524914
r0838_neg	4735.023098979618
r0838_pos	4978.899283589236
r0839_neg	2167.9469057878514
r0839_pos	4329.351245078154
r0840_neg	2594.5657453516724
r0840_pos	2594.5657453516724
r0841_neg	2594.5657453516724
r0841_pos	2594.5657453516724
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19507.432158899792
r0853_pos	5906.669240755297
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14509.874608626169
r0870_pos	0.0
r0871_neg	9712.012076344654
r0871_pos	9.38041677266143
r0879_pos	702.3447067390969
r0881_pos	1419.0501789083314
r0885_neg	440.5050918396473
r0885_pos	566.3281559787554
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.646365291764278
r0892_pos	11713.057847457156
r0899_neg	5039.806152828831
r0899_pos	1484.2627103811155
r0907_neg	0.0
r0907_pos	23792.831272708612
r0908_neg	24663.299864908186
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24663.299864908182
r0911_neg	10363.320866155278
r0911_pos	5450.708284544531
r0913_neg	2025.823064139108
r0913_pos	2025.823064139108
r0915_neg	2050.065750913123
r0915_pos	2050.065750913123
r0917_neg	1198.8104325456297
r0917_pos	1198.8104325456297
r0921_pos	4157.389323565714
r0924_pos	8965.349300589689
r0925_pos	0.0
r0926_pos	11196.474743838035
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1295.9670108928826
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.469216971941831
r0940_pos	6860.344959131504
r0941_neg	14522.580660314115
r0941_pos	4233.153019705527
r0942_neg	958.8912631609187
r0942_pos	956.0472303894014
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1206.1971505095041
r0946_pos	2179.9131336868295
r0950_pos	5977.223699772325
r0954_neg	0.0
r0954_pos	18452.929562047128
r0960_neg	2975.54314776086
r0960_pos	2975.54314776086
r0961_pos	2080.500853013608
r0962_pos	3781.5138867380374
r0963_pos	1374.7253394517818
r0968_pos	19507.432158899792
r0970_neg	0.0
r0970_pos	7307.112538631549
r0973_neg	4028.3234904860815
r0973_pos	0.0
r0974_neg	2073.8303173141076
r0974_pos	2073.3113239032173
r0975_pos	4157.389323565714
r0983_pos	2094.4025397784535
r0984_neg	2094.4025397784535
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7307.112538631549
r0990_neg	3245.621566962847
r0990_pos	5039.806152828829
r0993_pos	4223.438242656204
r0994_neg	4608.907333440147
r0994_pos	4608.907333440147
r0995_neg	1564.5047936616936
r0995_pos	1564.5047936616936
r0997_pos	14057.795790003696
r0998_neg	2290.831407176465
r0998_pos	5144.7318320787035
r0999_neg	3101.3266135147715
r0999_pos	5144.7318320787035
r1007_neg	0.0
r1007_pos	311.0438128602433
r1008_pos	299.0070106661033
r1010_neg	4028.3234904860815
r1010_pos	32689.255601024295
r1011_pos	75581.90732417107
r1012_pos	75581.90732417107
r1013_pos	72085.06680003103
r1014_pos	72085.06680003107
r1015_pos	1014.1976944011775
r1017_pos	7887.964878549877
r1018_neg	4608.907333440147
r1018_pos	4608.907333440147
r1019_neg	3245.6215669628473
r1019_pos	4195.621566962847
r1020_neg	68280.06054251545
r1020_pos	8307.38881455845
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	8015.349300589689
r1025_pos	8015.349300589687
r1026_pos	3383.4017188134067
r1028_pos	3383.401718813408
r1029_pos	7945.735960192691
r1030_neg	22.587781313416702
r1030_pos	11.837948028038765
r1043_pos	1722.4938909511382
r1044_pos	1722.4938909511382
r1045_pos	1588.5018345950825
r1050_neg	10989.076516407385
r1050_pos	1900.0
r1051_neg	2125.0183938935634
r1051_pos	2125.0183938935634
r1052_pos	2125.0183938935634
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	45991.61775238169
r1080_pos	0.0
r1088_neg	1547.4763614412764
r1088_pos	1676.8846118660215
r1090_pos	1168.3142810197912
r1106_neg	5039.80615282883
r1106_pos	5039.806152828829
r1109_neg	5107.593539179471
r1109_pos	4264.894391900624
r1116_neg	14043.508479057085
r1116_pos	14502.03628872154
r1117_neg	5145.576458962462
r1117_pos	2552.5042062219118
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1217.9469057878514
r1144_pos	2167.9469057878514
r1147_neg	2025.823064139108
r1147_pos	2025.823064139108
r1148_neg	12464.190664094973
r1148_pos	0.0
r1150_pos	7251.3780681919
r1154_neg	4192.699829664046
r1154_pos	18700.178255213395
r1155_pos	923.3234401276632
r1156_neg	421.62286396334963
r1156_pos	4259.139697235408
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4229.1351882598865
r1163_pos	1218.7892539073844
r1164_pos	8373.510855294277
r1167_pos	8373.510855294277
r1168_pos	8373.510855294277
r1172_pos	8373.510855294277
r1173_pos	0.0
r1177_pos	8373.510855294277
r1178_pos	0.0
r1179_pos	8373.510855294277
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	11194.89585200181
r1253_pos	0.0
r1254_pos	22.638922190539446
r1255_pos	8373.510855294277
r1257_pos	5130.64164207458
r1259_pos	7.216491428732455
r1260_pos	5122.088888954002
r1262_pos	311.04381286024335
r1291_neg	1672.0490488913124
r1291_pos	4782.733895932479
r1292_neg	5039.806152828829
r1292_pos	4560.840459768775
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5130.64164207458
r1318_pos	9957.256466790352
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	42.1866286972475
r1377_neg	1157.1504538432673
r1377_pos	1157.1504538432673
r1378_neg	1157.1504538432673
r1378_pos	1157.1504538432673
r1380_neg	453.9330215660277
r1380_pos	75383.19524202005
r1381_neg	75383.19524202005
r1381_pos	228.88196997451035
r1384_neg	1558.1699453353938
r1384_pos	4923.023992635976
r1396_pos	3151.8560387800367
r1397_pos	3151.8560387800367
r1400_pos	2653.756194457084
r1401_pos	3448.539136936567
r1418_neg	3247.2289091676516
r1418_pos	3291.928878861303
r1421_neg	21211.6866260183
r1421_pos	4.320611916052761
r1423_pos	1359.2819229029867
r1427_pos	2523.9004586313877
r1428_neg	2622.1725341767683
r1428_pos	2622.1725341767683
r1429_neg	2622.1725341767683
r1429_pos	1900.0
r1431_pos	2835.3013929673257
r1432_pos	0.0
r1433_pos	298.8555809131351
r1434_pos	4345.554325420898
r1435_pos	5196.424678455203
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	24050.103672986083
r1444_pos	24759.14441717303
r1445_pos	24759.14441717302
r1446_pos	18378.10068107407
r1447_pos	4859.336934269411
r1448_pos	4857.929770693543
r1449_pos	4859.336934269412
r1450_pos	4857.929770693543
r1451_pos	4859.336934269415
r1453_neg	13461.230912154746
r1453_pos	12536.908017907812
r1454_pos	923.3234401276632
r1455_pos	2523.9004586313877
r1456_pos	2523.9004586313877
r1459_neg	7893.878445568944
r1459_pos	17507.151117921876
r1464_neg	1285.255200220888
r1464_pos	1285.255200220888
r1466_neg	24664.443525646147
r1466_pos	0.0
r1467_neg	1641.4877995354475
r1467_pos	48404.946690991535
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24664.443525646147
r1488_neg	0.0
r1488_pos	18056.72753961341
r1492_pos	1344.3562996502017
r1493_pos	1274.8195709774136
r1495_pos	4223.438242656204
r1497_pos	1392.1005778106016
r1498_pos	1392.1005778106016
r1499_pos	1478.6488544733352
r1500_pos	1478.6488544733352
r1512_pos	2022.9034095161655
r1514_pos	3316.8253844181236
r1515_pos	3370.526352878816
r1516_pos	3410.3362616683594
r1517_pos	4263.134991779133
r1518_pos	3410.336261668359
r1519_pos	3402.2014472919113
r1520_pos	3410.3362616683594
r1521_pos	3410.3362616683594
r1522_pos	3305.8565720292136
r1523_pos	3402.578049640802
r1525_pos	3410.336261668359
r1527_pos	4263.134991779132
r1528_pos	5039.80615282883
r1529_pos	3402.5780496408024
r1530_pos	3757.6373762261596
r1536_pos	9362.721318393846
r1538_pos	1179.497292901123
r1540_pos	755.3035646812261
r1544_neg	900.17018591486
r1544_pos	900.17018591486
r1546_neg	1108.502385752314
r1546_pos	982.4850289148947
r1547_neg	1012.1071003830767
r1547_pos	1165.306098482899
r1548_neg	932.0256903546984
r1548_pos	930.3776413685332
r1549_neg	1012.1071003830767
r1549_pos	1129.131350781484
r1551_neg	1108.502385752314
r1551_pos	930.577247983444
r1552_neg	1000.1923869611205
r1552_pos	933.3009139997209
r1553_neg	927.8103170503259
r1553_pos	933.3009139997209
r1554_neg	1108.502385752314
r1554_pos	1129.131350781484
r1556_neg	1155.542301235458
r1556_pos	962.0776221193855
r1557_neg	1108.502385752314
r1557_pos	1129.131350781484
r1559_neg	971.5232992289909
r1559_pos	833.1778384061236
r1560_neg	1105.5791131211265
r1560_pos	882.3619533212973
r1561_neg	1009.183827751889
r1561_pos	1065.1830228893014
r1562_neg	970.0308574547468
r1562_pos	830.2545657749358
r1563_neg	1009.183827751889
r1563_pos	1029.0082751878863
r1564_neg	933.5181321289426
r1564_pos	892.3858927220881
r1565_neg	1105.5791131211265
r1565_pos	830.4541723898466
r1566_neg	1000.1923869611205
r1566_pos	833.1778384061236
r1567_neg	771.2771480417962
r1567_pos	771.2771480417962
r1568_neg	1105.5791131211265
r1568_pos	1029.0082751878863
r1569_neg	971.5232992289909
r1569_pos	892.171145542902
r1570_neg	1152.6190286042702
r1570_pos	861.9545465257881
r1571_neg	1105.5791131211265
r1571_pos	1029.0082751878863
r1573_neg	1108.502385752314
r1573_pos	976.9944319654998
r1574_neg	1012.1071003830767
r1574_pos	1040.4058445013113
r1575_neg	947.6641051394539
r1575_pos	924.8870444191383
r1576_neg	1012.1071003830767
r1576_pos	1040.4058445013113
r1578_neg	1108.502385752314
r1578_pos	925.086651034049
r1579_neg	1042.2679365099882
r1579_pos	927.8103170503259
r1580_neg	771.2771480417962
r1580_pos	771.2771480417962
r1581_neg	1108.502385752314
r1581_pos	1123.6407538320889
r1583_neg	1155.542301235458
r1583_pos	956.5870251699905
r1584_neg	1108.502385752314
r1584_pos	1123.6407538320889
r1585_neg	1108.502385752314
r1585_pos	1082.608104508492
r1586_neg	1012.1071003830767
r1586_pos	1040.4058445013113
r1587_neg	1006.2933456738746
r1587_pos	1030.5007169621306
r1588_neg	1012.1071003830767
r1588_pos	1040.4058445013113
r1589_neg	933.5181321289426
r1589_pos	933.5181321289426
r1590_neg	1108.502385752314
r1590_pos	1030.7003235770412
r1591_neg	1000.1923869611205
r1591_pos	1033.4239895933183
r1592_neg	927.8103170503259
r1592_pos	971.5232992289909
r1593_neg	1108.502385752314
r1593_pos	1136.8011298705487
r1594_neg	982.5044931277807
r1594_pos	982.5044931277807
r1595_neg	1155.542301235458
r1595_pos	1062.200697712983
r1596_neg	1108.502385752314
r1596_pos	1136.8011298705487
r1597_neg	993.3659290181674
r1597_pos	993.3659290181674
r1598_neg	980.785511871595
r1598_pos	987.5521743089653
r1599_neg	993.3659290181674
r1599_pos	993.3659290181674
r1600_neg	1041.4409509020315
r1600_pos	1167.7104400682786
r1602_neg	1082.843109493267
r1602_pos	1108.502385752314
r1603_neg	976.9944319654998
r1603_pos	1108.502385752314
r1604_neg	1089.7612143874048
r1604_pos	1089.7612143874048
r1605_neg	1082.608104508492
r1605_pos	1136.8011298705487
r1606_neg	1136.8011298705487
r1606_pos	1136.8011298705487
r1607_neg	1089.7612143874048
r1607_pos	1089.7612143874048
r1608_neg	891.156888939728
r1608_pos	891.156888939728
r1609_neg	896.97064364893
r1609_pos	896.97064364893
r1610_neg	1092.449968640733
r1610_pos	1071.3151546990412
r1611_neg	993.3659290181674
r1611_pos	993.3659290181674
r1612_neg	1274.2731209931662
r1612_pos	1012.1071003830767
r1613_neg	1040.4058445013113
r1613_pos	1012.1071003830767
r1614_neg	993.3659290181674
r1614_pos	993.3659290181674
r1615_neg	1040.4058445013113
r1615_pos	1040.4058445013113
r1616_neg	1040.4058445013113
r1616_pos	1040.4058445013113
r1617_neg	993.3659290181674
r1617_pos	993.3659290181674
r1618_neg	891.156888939728
r1618_pos	780.7659001663418
r1619_neg	989.3335633556702
r1619_pos	780.7659001663418
r1620_neg	780.7659001663418
r1620_pos	780.7659001663418
r1621_neg	1039.3446638788005
r1621_pos	1006.2933456738746
r1622_neg	924.8870444191383
r1622_pos	780.7659001663418
r1623_neg	987.5521743089653
r1623_pos	780.7659001663418
r1624_neg	1030.5007169621306
r1624_pos	780.7659001663418
r1625_neg	1034.5920897921092
r1625_pos	1034.5920897921092
r1626_neg	987.5521743089653
r1626_pos	780.7659001663418
r1627_neg	1092.449968640733
r1627_pos	1071.3151546990412
r1628_neg	979.5196095792924
r1628_pos	993.3659290181674
r1629_neg	1238.0983732917512
r1629_pos	1012.1071003830767
r1630_neg	1040.4058445013113
r1630_pos	1012.1071003830767
r1631_neg	993.3659290181674
r1631_pos	993.3659290181674
r1632_neg	1040.4058445013113
r1632_pos	1040.4058445013113
r1633_neg	1040.4058445013113
r1633_pos	1040.4058445013113
r1634_neg	993.3659290181674
r1634_pos	993.3659290181674
r1635_neg	979.5196095792924
r1635_pos	989.533169970581
r1636_neg	1101.4759908259527
r1636_pos	992.2568359868578
r1637_neg	938.1753530149083
r1637_pos	938.1753530149083
r1638_neg	1167.7104400682786
r1638_pos	1188.0872727686208
r1639_neg	933.5181321289426
r1639_pos	933.5181321289426
r1640_neg	1214.7503555514224
r1640_pos	1021.0335441065224
r1641_neg	1167.7104400682786
r1641_pos	1188.0872727686208
r1642_neg	1039.5442704937113
r1642_pos	1108.502385752314
r1643_neg	925.086651034049
r1643_pos	979.5196095792924
r1644_neg	1089.7612143874048
r1644_pos	782.0318024586444
r1645_neg	1030.7003235770412
r1645_pos	979.5196095792924
r1646_neg	1136.8011298705487
r1646_pos	1136.8011298705487
r1647_neg	1089.7612143874048
r1647_pos	782.0318024586444
r1648_neg	927.8103170503259
r1648_pos	1042.2679365099882
r1649_neg	1108.502385752314
r1649_pos	1238.0983732917512
r1650_neg	1033.4239895933183
r1650_pos	1101.2612436467666
r1651_neg	1155.542301235458
r1651_pos	1071.0446446296528
r1652_neg	1108.502385752314
r1652_pos	1238.0983732917512
r1653_neg	1108.502385752314
r1653_pos	1123.6407538320889
r1654_neg	971.5232992289909
r1654_pos	971.5232992289909
r1655_neg	1155.542301235458
r1655_pos	956.5870251699905
r1656_neg	1108.502385752314
r1656_pos	1123.6407538320889
r1657_neg	1136.8011298705487
r1657_pos	1136.8011298705487
r1658_neg	1136.8011298705487
r1658_pos	1136.8011298705487
