	exTreg_Lymph_exTreg2_L1	Tcon_Lymph_Tcon9_L2	exTreg_Spleen_exTreg8_L1	Tcon_Spleen_Tcon5_L2	Treg_Spleen_Treg5_L1
S6T13g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T14g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T15g_pos	0.0	0.32461213482834617	0.24388989388829616	0.47375914303861855	0.5686678968435369
S6T16g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T17g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T18g_pos	0.0	0.32461213482834617	0.24388989388829616	0.47375914303861855	0.5686678968435369
S6T19g_pos	0.1375281306713169	0.35321668363604575	0.3718506416637997	0.5299851351170343	0.67980172840155
S6T1g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T20g_pos	0.1375281306713169	0.35321668363604575	0.3718506416637997	0.5299851351170343	0.67980172840155
S6T21g_pos	0.1375281306713169	0.35321668363604575	0.3718506416637997	0.5299851351170343	0.67980172840155
S6T22g_pos	0.1375281306713169	0.035733543350534594	0.15033929132509483	0.07750423025858705	0.2417294620794595
S6T23g_pos	0.1375281306713169	0.035733543350534594	0.15033929132509483	0.07750423025858705	0.2417294620794595
S6T24g_pos	0.1375281306713169	0.35321668363604575	0.3718506416637997	0.5299851351170343	0.67980172840155
S6T25g_pos	1.2309632928577892	1.2031626695242164	0.6481336236676101	1.6501789036408177	1.2109424625787073
S6T2g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T3g_pos	0.0	0.32461213482834617	0.24388989388829616	0.47375914303861855	0.5686678968435369
S6T4g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T5g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T6g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T7g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T8g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6T9g_pos	5.4819268235596645	5.2294392009785104	6.038936709998651	5.417277331537207	6.960590693379002
S6TASE10ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE10ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE11ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE11ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE12ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE12ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE13ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE13ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE14ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE14ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE15ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE15ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE16ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE16ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE17ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE17ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE18ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE18ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE19ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE19ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE1ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE1ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE20ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE20ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE21ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE21ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE22ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE22ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE23ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE23ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE24ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE24ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE25ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE25ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE26ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE26ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE2ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE2ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE3ly_pos	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE3ly_neg	4.341552276748246	4.376732814678118	4.06253003855626	3.8003260387948203	4.423261285796991
S6TASE4ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE4ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE5ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE5ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE6ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE6ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE7ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE7ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE8ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE8ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE9ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
S6TASE9ly_neg	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
SACCD3m_pos	0.0	0.0	0.0	0.0	0.0
SACCD4m_pos	0.0	0.0	0.0	0.0	0.0
SADT_pos	3.2538966284734596	2.693620653422631	3.0954829827857355	2.4645596515005277	2.8636133248576123
SALMCOM_pos	0.0	0.0	0.0	0.0	0.0
SALMCOM2_pos	0.0	0.0	0.0	0.0	0.0
SAMHISTA_pos	0.0	0.0	0.0	0.0	0.0
SARCOXp_pos	0.0	1.3918672905178913	0.0	1.3082517770913957	1.3864304286483933
SARCStex_pos	0.0	0.0	0.0	0.0	0.0
SARCStm_pos	0.0	0.0	0.0	0.0	0.0
SARCStp_pos	0.0	0.0	0.0	0.0	0.0
SARDHm_pos	0.0	0.0	0.0	0.0	0.0
SBPP1er_pos	0.0	0.0	0.0	0.0	0.0
SBPP3er_pos	0.0	0.0	0.0	0.0	0.0
SBTD_D2_pos	0.0	0.0	0.0	0.0	0.0
SBTR_pos	8.962569932132956	8.531546076665537	8.933686911316011	8.404673214315453	8.544556899829265
SCP21x_pos	0.0	0.0	0.0	0.0	0.0
SCP21x_neg	0.0	0.0	0.0	0.0	0.0
SCP22x_pos	0.0	0.0	0.0	0.0	0.0
SCP22x_neg	0.0	0.0	0.0	0.0	0.0
SCP2x_pos	0.0	0.0	0.0	0.0	0.0
SCPx_pos	0.0	0.0	0.0	0.0	0.0
SEAHCYSHYD_pos	5.715768282147312	6.029649870446666	5.717777791469333	5.743668043320541	6.226692420860658
SEAHCYStn_pos	0.0	0.0	0.0	0.0	0.0
SEAHCYStn_neg	0.0	0.0	0.0	0.0	0.0
SEASMETtn_pos	0.0	0.0	0.0	0.0	0.0
SEASMETtn_neg	0.0	0.0	0.0	0.0	0.0
SELADT_pos	3.2538966284734596	2.693620653422631	3.0954829827857355	2.4645596515005277	2.8636133248576123
SELCYSLY_pos	4.013836079315182	4.522393255486022	3.9386045358088606	4.5981634134201625	4.585857523510487
SELCYSLY2_pos	4.013836079315182	4.522393255486022	3.9386045358088606	4.5981634134201625	4.585857523510487
SELCYSTGL_pos	0.0	0.0	0.0	0.0	0.0
SELCYSTS_pos	0.0	0.2648610437963905	0.0	0.05235825336781695	0.04949135901276014
SELMETAT_pos	8.51178675748928	9.617495757818501	9.541336643569258	9.742874264330107	9.624092193676493
SELNPS_pos	8.161753220106718	8.448776387274615	8.38270088915781	8.718613674969014	8.300573460595754
SELt4_3_pos	0.0	0.0	0.0	0.0	0.0
SELt4_3_neg	0.0	0.0	0.0	0.0	0.0
Ser_Thrtg_pos	0.0	0.0	0.0	0.0	0.0
Ser_Thrtg_neg	0.0	0.0	0.0	0.0	0.0
SERALANaEx_pos	6.393271761283027	7.165369327200712	7.569042996384021	7.367800100191259	7.8237538705125855
SERASNNaEx_pos	6.366343117433984	7.153096255550071	7.557063012131809	7.352132157090398	7.7977326512354015
SERCYSNaEx_pos	6.393271761283027	7.165369327200712	7.569042996384021	7.367800100191259	7.8237538705125855
SERDGLNexR_pos	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERDGLNexR_neg	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERDGLYexR_pos	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERDGLYexR_neg	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERGLNexR_pos	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERGLNexR_neg	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERGLNNaEx_pos	6.366343117433984	7.153096255550071	7.557063012131809	7.352132157090398	7.7977326512354015
SERGLYexR_pos	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERGLYexR_neg	6.228402792771763	6.308116973819266	6.3803788263397525	6.199781276840099	6.67994106671175
SERHL_pos	0.0	0.0	0.0	0.0	0.0
SERLYSNaex_pos	0.1606888319331796	0.014136927414438859	0.4581308919413672	0.2570623949379234	0.7619555086722349
SERPT_pos	2.7205358272449667	2.3607473672695614	2.339702196846647	1.9755372899427721	2.232633233794476
SERt4_pos	6.654317022194476	8.070654824451758	6.826166572527023	8.33457105865765	8.357455611907328
SERTHRNaEx_pos	6.393271761283027	7.165369327200712	7.569042996384021	7.367800100191259	7.8237538705125855
SERtN1_pos	0.0	0.0	0.0	0.0	0.40931856738156236
SERtN1_neg	0.0	0.0	0.0	0.0	0.40931856738156236
SERtp_pos	0.0	0.0	0.0	0.0	0.0
SERtp_neg	0.0	0.0	0.0	0.0	0.0
SFGTH_pos	6.098787770439526	5.689852399010143	6.2282978226198065	5.494207249450131	5.716479869894974
SGALSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
SGALSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
SGALSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
SGALSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
SGPL11r_pos	4.03737186127165	4.486847473847541	4.292543872633784	4.440387724843499	4.696059290609351
SGPL12r_pos	4.03737186127165	4.486847473847541	4.292543872633784	4.440387724843499	4.696059290609351
SIAASE_pos	0.0	0.0	0.0	0.017080944339474574	0.0
SIAASE2ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
SIAASE3ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
SIAASE4ly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
SIAASEly_pos	6.06200757448759	6.409958829636893	5.966422198112161	6.085062903508584	6.093690309601871
SIAT4Bg_pos	3.411981609494533	3.831936815972276	3.1760800840609495	2.551702466007993	3.705488850206331
SIAT9g_pos	1.0814358382306117	0.9021082190160783	0.051839890656908034	0.3091806191886775	0.9670565784666028
sink_citr(c)_pos	0.0	0.0	0.0	0.0	0.0
sink_pre_prot(r)_pos	0.0	0.0	0.0	0.0	0.0
sink_pre_prot(r)_neg	0.0	0.0	0.0	0.0	0.0
SLCBK1_pos	0.0	0.0	0.0	0.0	0.0
SLDt_pos	0.0	0.0	0.0	0.0	0.0
SLDx_pos	0.0	0.0	0.0	0.0	0.0
SLDx_neg	0.0	0.0	0.0	0.0	0.0
SLDxm_pos	0.0	0.0	0.0	0.0	0.0
SLDxm_neg	0.0	0.0	0.0	0.0	0.0
SMPD3g_pos	0.015939367775937255	0.0317963593507473	0.0	0.0	0.01660724982302882
SMPD3l_pos	0.015939367775937255	0.0317963593507473	0.0	0.0	0.01660724982302882
SMPD4_pos	0.0	0.0	0.0	0.0	0.0
SMS_pos	1.6492474041800236	2.1851754515943287	2.3091930138738217	2.670727658765959	2.468584612173664
SO4CLtex2_pos	1.2551313946188116	4.164854783618	3.727185038186334	3.831380745072425	3.496640759251261
SO4HCOtex_pos	5.1280806262448655	5.897576857152458	5.096830912094997	5.7373362046801075	6.302781724950996
SO4OXAtex2_pos	1.2551313946188116	4.164854783618	3.727185038186334	3.831380745072425	3.496640759251261
SO4t4_2_pos	0.0	0.0	0.0	0.0	0.03509321564161483
SO4t4_2_neg	0.0	0.0	0.0	0.0	0.03509321564161483
SO4tl_pos	0.0	0.0	0.0	0.0	0.0
SO4tl_neg	0.0	0.0	0.0	0.0	0.0
SOAT11_pos	2.67658691110252	3.6357605508644357	3.7248357148785662	3.767613300562029	4.2905860602593195
SOAT11r_pos	2.67658691110252	3.6357605508644357	3.7248357148785662	3.767613300562029	4.2905860602593195
SOAT12_pos	2.67658691110252	3.6357605508644357	3.7248357148785662	3.767613300562029	4.2905860602593195
SOAT12r_pos	2.67658691110252	3.6357605508644357	3.7248357148785662	3.767613300562029	4.2905860602593195
SPC_HSt_pos	0.0	0.0	0.0	0.0	0.0
SPC_HSt_neg	0.0	0.0	0.0	0.0	0.0
SPH1Pte_pos	0.0	0.0	0.0	0.0	0.0
SPH1Pte_neg	0.0	0.0	0.0	0.0	0.0
SPH1Ptr_pos	0.0	0.0	0.0	0.0	0.0
SPH1Ptr_neg	0.0	0.0	0.0	0.0	0.0
SPHGNtr_pos	0.0	0.0	0.0	0.0	0.0
SPHGNtr_neg	0.0	0.0	0.0	0.0	0.0
SPHINGStl_pos	0.0	0.0	0.0	0.0	0.0
SPHINGStl_neg	0.0	0.0	0.0	0.0	0.0
SPHINGStr_pos	0.0	0.0	0.0	0.0	0.0
SPHINGStr_neg	0.0	0.0	0.0	0.0	0.0
SPHK21c_pos	0.0	0.0	0.0	0.0	0.0
SPHMDAc_pos	0.0	0.0	0.0	0.0	0.0
SPHMYLNtg_pos	0.0	0.0	0.0	0.0	0.0
SPHMYLNtg_neg	0.0	0.0	0.0	0.0	0.0
SPHMYLNtl_pos	0.0	0.0	0.0	0.0	0.0
SPHMYLNtl_neg	0.0	0.0	0.0	0.0	0.0
SPHS1Pte_pos	0.0	0.0	0.0	0.0	0.0
SPHS1Pte_neg	0.0	0.0	0.0	0.0	0.0
SPHS1Ptr_pos	0.0	0.0	0.0	0.0	0.0
SPHS1Ptr_neg	0.0	0.0	0.0	0.0	0.0
SPMDOX_pos	0.0	0.0	0.0	0.0	0.0
SPMS_pos	7.327786674469096	8.078034112608712	7.11459659365135	7.63955680619428	7.6436746411497865
SPODM_pos	0.0	0.0	0.0	0.0	0.0
SPODMe_pos	0.0	0.0	0.0	0.0	0.0
SPODMm_pos	0.0	0.0	0.0	0.0	0.0
SPODMn_pos	0.0	0.0	0.0	0.0	0.0
SPODMx_pos	0.0	0.0	0.0	0.0	0.0
SPR_pos	0.0	0.0	0.0	0.0	0.0
SPRMS_pos	7.415363017424085	8.179528500197458	7.270731774688547	7.757161049114761	7.780630585276287
SPRn_pos	0.0	0.0	0.0	0.0	0.0
SPTix_pos	0.0	0.0	0.0	0.0	0.0
SQLEr_pos	1.2712129112947577	3.7126207429269567	3.7691542023744735	4.716272070010007	4.165270567071019
SQLSr_pos	4.1076146540306	4.038214420488961	4.2755302522374405	3.915317705457504	4.1239175620135
SR5AR2r_pos	0.0	0.1378013334665592	0.0	0.03923987884377306	0.14293103693013984
SR5ARr_pos	0.0	0.1378013334665592	0.0	0.03923987884377306	0.14293103693013984
SRTN23OX_pos	0.0	0.0	0.0	0.0	0.0
SRTNACT_pos	1.7130325491785139	0.0	0.0	0.0	0.3378081270163866
SRTNMTX_pos	0.0	0.0	0.0	0.0	0.0
SRTNt6_2_r_pos	0.04003023306792625	0.0	0.0	0.0	0.0
SRTNt6_2_r_neg	0.04003023306792625	0.0	0.0	0.0	0.0
SRTNtu_pos	0.7887593993394226	0.8196920977055113	0.02242598416072317	0.16102958367579853	0.7056866428983924
SRTNtu_neg	0.7887593993394226	0.8196920977055113	0.02242598416072317	0.16102958367579853	0.7056866428983924
ST3GAL21g_pos	3.411981609494533	3.831936815972276	3.1760800840609495	2.551702466007993	3.705488850206331
ST3GAL22g_pos	3.411981609494533	3.831936815972276	3.1760800840609495	2.551702466007993	3.705488850206331
ST3GAL23g_pos	3.411981609494533	3.831936815972276	3.1760800840609495	2.551702466007993	3.705488850206331
ST3GAL31g_pos	0.5308040124134928	0.2019396211528345	0.3649942135440221	0.4508226806333625	0.5732485536964179
ST3GAL61g_pos	1.8363244360789401	2.0251960342716013	1.7664668708614881	3.4429213851009246	1.4097767349329806
ST3GAL62g_pos	1.8363244360789401	2.0251960342716013	1.7664668708614881	3.4429213851009246	1.4097767349329806
ST6GALNAC21_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC22_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC23_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC24_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC25_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC26_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC27_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC28_pos	1.5561176541795452	0.5785503254641211	0.0	0.6256223751940018	1.5029597581047593
ST6GALNAC31_pos	1.6224032582876096	2.487596192965374	3.208283909202479	2.3311668724573975	3.2739945259014482
ST6GALNAC62_pos	1.5082690471493936	2.3900238407686416	3.1652422765930686	2.2700414336166745	3.217114902563125
ST8SIA11_pos	2.593285470243981	1.9277114565147153	1.751898950924427	1.9590820548060004	1.2989788391705952
ST8SIA12_pos	2.593285470243981	1.9277114565147153	1.751898950924427	1.9590820548060004	1.2989788391705952
ST8SIA51g_pos	0.0	0.0	0.0	0.0	0.0
ST8SIA52g_pos	0.0	0.0	0.0	0.0	0.0
ST8SIA53g_pos	0.0	0.0	0.0	0.0	0.0
ST8SIA54g_pos	0.0	0.0	0.0	0.0	0.0
ST8SIA55g_pos	0.0	0.0	0.0	0.0	0.0
ST8SIA56g_pos	0.0	0.0	0.0	0.0	0.0
STCOAtx_pos	0.0	0.0	0.0	0.0	0.0
STCOAtx_neg	0.0	0.0	0.0	0.0	0.0
STRDNCCPT1_pos	0.0	0.0	0.0	0.0	0.0
STRDNCCPT2_pos	0.0	0.0	0.0	0.0	0.0
STRDNCCRNt_pos	0.0	0.0	0.0	0.0	0.0
STRDNCt_pos	0.0	0.0	0.0	0.0	0.0
STRDNCt_neg	0.0	0.0	0.0	0.0	0.0
STS1_pos	0.0	0.0	0.0	0.0	0.0
STS1r_pos	0.0	0.0	0.0	0.0	0.0
STS2_pos	0.0	0.0	0.0	0.0	0.0
STS2r_pos	0.0	0.0	0.0	0.0	0.0
SUCCt2m_pos	0.0	0.0	0.0	0.0	0.0
SUCCt2m_neg	0.0	0.0	0.0	0.0	0.0
SUCCt4_2_pos	0.0	0.0	0.0	0.0	0.1610370611017151
SUCCt4_2_neg	0.0	0.0	0.0	0.0	0.1610370611017151
SUCCtp_pos	0.0	0.0	0.0	0.0	0.0
SUCCtp_neg	0.0	0.0	0.0	0.0	0.0
SUCD1m_pos	0.0	0.0	0.0	0.0	0.0
SUCD1m_neg	0.0	0.0	0.0	0.0	0.0
SUCOAS1m_pos	0.0	0.0	0.0	0.0	0.0
SUCOAS1m_neg	0.0	0.0	0.0	0.0	0.0
SUCOASm_pos	0.0	0.0	0.0	0.0	0.0
SUCOASm_neg	0.0	0.0	0.0	0.0	0.0
SUCRe_pos	0.0	0.0	0.0	0.0	0.0
SULFOX_pos	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLm_pos	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLm_neg	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLx_pos	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLx_neg	0.0	0.0	0.0	0.0	0.0
T4HCINNMFM_pos	0.0	0.0	0.0	0.0	0.0
T4HCINNOX_pos	0.0	0.0	0.0	0.0	0.0
TAGAT_Dt_pos	0.0	0.0	0.0	0.0	0.0
TAGt_pos	0.0	0.0	0.0	0.0	0.0
TAGt_neg	0.0	0.0	0.0	0.0	0.0
TALA_pos	8.19829845471601	7.890530537164514	8.562336236423427	8.084923000723037	8.162807429110964
TALA_neg	8.19829845471601	7.890530537164514	8.562336236423427	8.084923000723037	8.162807429110964
TAURt4_2_r_pos	3.2310484619262465	4.654712928782688	3.5687646205249512	4.270087841585777	4.510854849615047
TAURt4_2_r_neg	3.2310484619262465	4.654712928782688	3.5687646205249512	4.270087841585777	4.510854849615047
TAURtcx_pos	3.2310484619262465	4.654712928782688	3.5687646205249512	4.270087841585777	4.510854849615047
TAURtcx_neg	3.2310484619262465	4.654712928782688	3.5687646205249512	4.270087841585777	4.510854849615047
TAXOLte_pos	0.0	0.0	0.0	0.0	0.0
TAXOLte_neg	0.0	0.0	0.0	0.0	0.0
TCHOLAt_pos	0.5447318588032154	0.9023152995498624	1.837834831896592	1.2668398089587765	1.2583814789242243
TCHOLAt_neg	0.5447318588032154	0.9023152995498624	1.837834831896592	1.2668398089587765	1.2583814789242243
TCHOLAt2_pos	1.5339198252606083	2.128693545553332	1.675183898642183	1.65975388707173	1.6630232016662987
TCHOLAt3_pos	0.6708715265749274	0.5724669506785992	1.4134466205006508	0.9300195252319805	1.9802460540885407
TCHOLAte_pos	0.0	0.0	0.0	0.0	0.0
TCHOLAte_neg	0.0	0.0	0.0	0.0	0.0
TCHOLAtx_pos	0.0	0.0	0.0	0.0	0.0
TCHOLAtx_neg	0.0	0.0	0.0	0.0	0.0
TCYNTt_pos	0.0	0.0	0.0	0.0	0.0
TCYNTtm_pos	0.0	0.0	0.0	0.0	0.0
TDCHOLAte_pos	0.0	0.0	0.0	0.0	0.0
TDCHOLAte_neg	0.0	0.0	0.0	0.0	0.0
TDCHOLAtx_pos	0.0	0.0	0.0	0.0	0.0
TDCHOLAtx_neg	0.0	0.0	0.0	0.0	0.0
TDP_pos	0.0	0.0	0.0	0.0	0.0
TDPDRE_pos	0.0	0.0	0.0	0.0	0.0
TDPDRR_pos	0.0	0.0	0.0	0.0	0.0
TDPGDH_pos	4.0705469465953525	4.15438913498274	4.253136068943149	3.9329062784150515	3.7830462597887133
TDPm_pos	0.0	0.0	0.0	0.0	0.0
TETHEX3COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETHEX3COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETHEX3t_pos	0.0	0.0	0.0	0.0	0.0
TETHEX3t_neg	0.0	0.0	0.0	0.0	0.0
TETPENT3COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETPENT3CPT1_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3CPT2_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3CRNt_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3t_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3t_neg	0.0	0.0	0.0	0.0	0.0
TETPENT6COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETPENT6CPT1_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6CPT2_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6CRNt_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6t_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6t_neg	0.0	0.0	0.0	0.0	0.0
TETTET6COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETTET6COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETTET6CPT1_pos	0.0	0.0	0.0	0.0	0.0
TETTET6CPT2_pos	0.0	0.0	0.0	0.0	0.0
TETTET6CRNt_pos	0.0	0.0	0.0	0.0	0.0
TETTET6t_pos	0.0	0.0	0.0	0.0	0.0
TETTET6t_neg	0.0	0.0	0.0	0.0	0.0
THBPT4ACAMDASE_pos	2.319687862176699	1.223202125130223	1.4168654330028458	0.0	1.5758856134932093
THCHOLSTOICtm_pos	0.0	0.0	0.0	0.0	0.0
THCHOLSTOICtm_neg	0.0	0.0	0.0	0.0	0.0
THD1m_pos	0.0	0.0	0.0	0.0	0.0
THFt2_pos	4.336841954804665	4.5651907745436935	4.166767010753185	3.4992244334400273	4.1497365638150825
THFt2_neg	4.336841954804665	4.5651907745436935	4.166767010753185	3.4992244334400273	4.1497365638150825
THFtl_pos	0.0	0.0	0.0	0.0	0.0
THFtl_neg	0.0	0.0	0.0	0.0	0.0
THFtm_pos	0.0	0.0	0.0	0.0	0.0
THFtm_neg	0.0	0.0	0.0	0.0	0.0
THMDt4_pos	0.024414407385426166	0.024485280300202337	0.39215260867700047	0.07930014664252871	0.025434287229857917
THMMPt4_pos	4.336841954804665	4.5651907745436935	4.166767010753185	3.4992244334400273	4.1497365638150825
