	Ob-b_S131_L007_R1_001
HSAT4ly_pos	342.6625751292568
HSD11B1r_neg	1275.4738854436405
HSD11B1r_pos	1275.4738854436405
HSD11B2r_neg	1275.4738854436405
HSD11B2r_pos	1275.4738854436405
HSD17B1_neg	5436.725479658095
HSD17B1_pos	51204.71779765085
HSD17B2r_pos	54271.13505698364
HSD17B3r_pos	54869.90978073629
HSD17B42x_pos	68369.08426330272
HSD17B4x_pos	61909.84736821109
HSD17B7r_pos	5436.725479658095
HSD17B8r_pos	5573.262634718545
HSD17B9r_pos	30967.156131282227
HSD3A1r_neg	2133.776325077494
HSD3A1r_pos	2133.776325077494
HSD3A2r_neg	2133.776325077494
HSD3A2r_pos	2133.776325077494
HSD3B11_pos	61003.14818997112
HSD3B11r_pos	54276.624282163255
HSD3B12r_pos	54271.135056983636
HSD3B13_pos	0.0
HSD3B13r_pos	54276.62428216326
HSD3B2r_pos	30967.15613128223
HSD3B3r_pos	30980.37659714429
HSD3B7P_pos	508.00115152763726
HSPASEly_pos	342.6625751292567
HSPGt_pos	0.0
HSPGtly_pos	342.6625751292567
HTAXOLte_neg	7.485319951562108
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10209.565027630575
HTDCRNe_pos	10209.565027630577
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11756.069403097665
HXPRT_pos	4609.109456053636
HYPOE_pos	3723.443865600772
HYPTROX_pos	45073.326272839666
HYPTROXe_pos	46653.97540541651
HYXNt_neg	6122.933065976953
HYXNt_pos	5.780294272706631
Htg_neg	0.0
Htg_pos	5585.142156931384
Htm_pos	425.3198573273918
Htr_neg	5086.061539897183
Htr_pos	5796.452832139812
Htx_neg	2062.602292205743
Htx_pos	3102.2026412440096
ICDHxm_pos	353.27848320359516
ICDHy_pos	3512.8503217522566
ICDHyp_pos	12317.924765103975
ICDHyrm_neg	297.3816325932416
ICDHyrm_pos	11714.034730414
IDHPOXOX2b_pos	10.07255426433376
IDHPOXOX3_pos	10.846558415967909
IDHPOXOX4_pos	10.07255426433376
IDHPOXOXb_pos	10.846558415967905
IDOAASE1ly_pos	342.6625751292567
IDOAASE2ly_pos	342.6625751292567
IDOAASE3ly_pos	342.6625751292567
IDOAASE4ly_pos	100.33385492698474
IDOURte_neg	444.2943038418442
IDOURte_pos	0.0
IDOURtly_neg	444.29430384184434
IDOURtly_pos	0.0
IDPtn_neg	4192.680105075688
IDPtn_pos	4192.680105075688
ILEATB0tc_pos	1571.447452782107
ILELAT1tc_pos	655.0283642883759
ILEPHELAT2tc_pos	628.6617018888554
ILETA_neg	7745.727398228126
ILETA_pos	3994.6979453603763
ILETAm_neg	3994.6979453603763
ILETAm_pos	12367.451538736354
ILEt4_pos	1381.8579802523886
ILEt5m_neg	3994.6979453603763
ILEt5m_pos	12367.451538736355
ILEtec_neg	628.6617018888554
ILEtec_pos	913.5570902847676
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	11183.989932340091
IMPC_pos	12927.8410483331
IMPD_pos	3804.1297721498017
INOSTO_pos	12317.854301736961
INSK_pos	4169.310774148307
INSKm_pos	0.0
INSTt2r_neg	1367.4097136142996
INSTt2r_pos	1367.4097136142996
INSTt4_2_neg	1391.794347189437
INSTt4_2_pos	1380.733559604965
INSTt4_neg	1367.4097136142996
INSTt4_pos	1367.4097136142996
INSt4_pos	1014.8888308653137
INSt5le_pos	1375.7021643623884
INSt_neg	1014.8888308653137
INSt_pos	1205.275349202868
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	74699.47245720626
IPDDIx_neg	0.0
IPDDIx_pos	76297.95358023896
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	51313.7141338627
IPDPtx_pos	18320.250080190708
ITCOAL1m_neg	419.09093389355877
ITCOAL1m_pos	419.09093389355877
ITCOALm_neg	419.09093389355877
ITCOALm_pos	419.09093389355877
ITPtn_neg	4192.680105075688
ITPtn_pos	4192.680105075688
IVCOAACBP_pos	10725.57846861647
IVCRNe_pos	10725.57846861647
IZPN_pos	11489.234780522585
It_neg	2198.0644897609545
It_pos	1334.6555614337738
KAS8_pos	7814.551351835876
KCC2t_neg	469.67141156995586
KCC2t_pos	469.67141156995586
KCCt_neg	569.1420505253805
KCCt_pos	569.1420505253805
KDNH_pos	8691.914348920141
KHK2_pos	16511.054677746444
KHK3_pos	6.959948376155017
KHK_pos	5099.584878540684
KHte_neg	1401.0757864329998
KHte_pos	1401.0757864329998
KSII_CORE2t_pos	7530.99095829715
KSII_CORE2tly_pos	7647.654203595543
KSII_CORE4t_pos	7500.833622667603
KSII_CORE4tly_pos	7568.83678461695
KSIt_pos	10794.402938393223
KSItly_pos	11943.705336098821
KYN3OX_pos	11.710604834074864
KYNAKGAT_pos	1221.5049563823047
KYNATESYN_pos	1221.5049563823047
KYN_pos	9.939517017421611
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2062.602292205743
LACZe_pos	6358.024358963098
LACZly_pos	0.0
LALDO2x_pos	1044.5875838295487
LALDO_neg	298.09104032224184
LALDO_pos	2440.1483158439232
LAPCOAe_pos	11.528344410509662
LAPCOAl_pos	7142.265858612163
LCADi_D_pos	1564.5980984671623
LCADi_Dm_pos	0.0
LCADi_pos	2171.2801822504043
LCADim_pos	0.0
LCAT1e_pos	14969.728217959428
LCTStg_pos	6357.476546667022
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14863.47946957951
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	15006.844303486123
LDH_D_neg	3562.9621755838575
LDH_D_pos	1490.335585840485
LDH_L_neg	2527.911457445855
LDH_L_pos	2171.2304921241603
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1571.447452782107
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9699.058861818961
LEUGLYPEPT1tc_pos	9699.058861818961
LEUKTRA4t_neg	1449.7280099943473
LEUKTRA4t_pos	1449.7280099943473
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17638.590398027438
LEUKTRB4t_neg	1449.7280099943473
LEUKTRB4t_pos	1449.7280099943473
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2000.8293877063309
LEUKTRC4t_pos	1997.1424585115067
LEUKTRD4t_neg	1449.7280099943473
LEUKTRD4t_pos	1449.7280099943473
LEUKTRD4tr_neg	17638.590398027434
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2198.6084541262962
LEUKTRE4t_pos	2198.6084541262962
LEUKTRF4t_neg	1449.7280099943473
LEUKTRF4t_pos	1449.7280099943473
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10222.368455944412
LEULEUPEPT1tc_pos	10222.368455944415
LEUPHELAT2tc_neg	590.1960328042564
LEUPHELAT2tc_pos	628.6617018888554
LEUTA_neg	7737.048825695827
LEUTA_pos	3994.6979453603763
LEUTAm_neg	3994.6979453603763
LEUTAm_pos	12084.950516565008
LEUt4_pos	527.1858016592237
LEUt5m_neg	3994.6979453603763
LEUt5m_pos	12084.950516565008
LEUtec_neg	527.1858016592237
LEUtec_pos	628.6617018888554
LEUyLAThtc_pos	858.0857001871369
LFORKYNHYD_pos	9.939517017421611
LGNCCOAtcx_pos	4962.332869333881
LGNCCOAtx_neg	4962.332869333881
LGNCCOAtx_pos	20.72559099800087
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	312.22078391996877
LGNCt_pos	323.2815715044409
LGTHL_pos	298.09104032224184
LIMNENte_neg	0.0
LIMNENte_pos	7.485319951562109
LINKDEG1ly_pos	342.6625751292568
LINKDEG2ly_pos	184.79399782228418
LINKDEG3ly_pos	211.22073134803762
LINKDEG4ly_pos	148.3007824423253
LINOFATPtc_pos	340.63632286303925
LIPOti_pos	0.0
LNELDCCPT1_pos	22170.67635839542
LNELDCCPT2_pos	22170.67635839542
LNELDCCRNt_pos	22170.67635839542
LNELDCt_neg	9100.099764540393
LNELDCt_pos	13.557969475134115
LNLCCPT1_pos	9.680909905351415
LNLCCPT2_pos	9.680909905351415
LNLCCRNt_pos	9.680909905351415
LNLCt_neg	340.63632286303925
LNLCt_pos	3322.804051784698
LNLNCACPT1_pos	19.696490808476103
LNLNCACPT2_pos	19.696490808476103
LNLNCACRNt_pos	19.696490808476103
LNLNCAt_neg	0.0
LNLNCAt_pos	3320.1172095227716
LNLNCGCPT1_pos	112.1470109877207
LNLNCGCPT2_pos	112.1470109877207
LNLNCGCRNt_pos	112.1470109877207
LNLNCGt_neg	49.3071239872161
LNLNCGt_pos	3323.6260147435196
LNS14DM_pos	0.0
LNSTLSr_pos	74663.73772515298
LPASE_pos	10078.140875011617
LPCHOLt_neg	0.0
LPCHOLt_pos	11403.205234496989
LPCOXp_pos	48.427624468404794
LPS2_pos	4321.358605148155
LPS2e_pos	5774.710396515562
LPS3_pos	7803.9845346226075
LPS3e_pos	5199.008915456045
LPS4e_pos	17537.69575381797
LPS_pos	4194.922548170251
LPSe_pos	5715.877358480427
LRAT1_pos	11854.38536210124
LRAT2_pos	11854.38536210124
LRAT_pos	11128.535848712663
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	74664.49519227885
LSTO2r_pos	74663.73772515298
LTA4H_pos	3514.8818280545734
LTC4CP_neg	3189.6480486604496
LTC4CP_pos	3189.6480486604496
LTC4Sr_pos	17638.590398027434
LTD4DP_neg	3189.6480486604496
LTD4DP_pos	3189.6480486604496
LTDCL_pos	0.0
LYSATB0tc_pos	1720.3303701620773
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.427624468404794
LYSt4_pos	865.120738139911
LYStiDF_pos	661.5452619076225
LYStip_pos	48.427624468404794
LYStm_neg	1487.3414377676565
LYStm_pos	1186.756007201518
LYStn_neg	9360.203146916143
LYStn_pos	0.0
L_LACDcm_pos	3954.5307543027393
L_LACt2r_neg	396.1273778103033
L_LACt2r_pos	396.1273778103033
L_LACt4r_neg	1210.848723609674
L_LACt4r_pos	1210.848723609674
M1316Mg_pos	17145.469873507882
M13N2Tg_pos	17145.469873507882
M13N4Tg_pos	910.2519574921067
M14NTg_pos	17145.469873507882
M16N4Tg_pos	910.2519574921067
M16N6Tg_pos	910.2519574921067
M16NTg_pos	17145.469873507882
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	56.332708180240346
M4CET3er_pos	56.332708180240346
M4MPDOL_Lter_pos	17145.46987350788
M4MPDOL_Uter_pos	17145.46987350788
M7MASNBterg_pos	17145.46987350788
M8MASNterg_pos	17150.431301042074
MACACI_pos	45760.73033443702
MACOXO_pos	12971.877208782573
MAGt_neg	9872.234048648674
MAGt_pos	5697.766296600523
MALSO3tm_neg	330.85775932437826
MALSO3tm_pos	330.85775932437826
MALSO4tm_neg	330.85775932437826
MALSO4tm_pos	330.85775932437826
MALTSULtm_neg	330.85775932437826
MALTSULtm_pos	330.85775932437826
MALT_pos	4036.6382182824636
MALTe_pos	3012.518452981803
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4036.6382182824636
MAL_Lte_neg	9200.82214028066
MAL_Lte_pos	5346.234419908413
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.132619694542967
MALtm_neg	325.94625873077837
MALtm_pos	330.85775932437826
MAN1PT2_pos	3098.3850093140177
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9018.945380015117
MAN6PI_pos	5153.842681091004
MANt1r_neg	1081.6234219249434
MANt1r_pos	1092.6842095094155
MANt4_neg	1092.6842095094155
MANt4_pos	1081.6234219249434
MANter_pos	17145.46987350788
MANtg_pos	17150.43130104207
MANtly_pos	17452.584072667018
MAOLNOR_pos	0.0
MAOX_pos	39464.18250837821
MCCCrm_neg	12364.29945825799
MCCCrm_pos	11514.603456823628
MCD_pos	4260.194692946941
MCDm_pos	4285.595761115793
MCDp_pos	0.0
MCITS_pos	14430.279386531247
MCLACCYSR_pos	16149.057535881007
MCLOR_neg	16149.057535881006
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.743099827255461
MDH_neg	2495.6239910808763
MDH_pos	5819.496594882857
MDHm_neg	5345.152465546934
MDHm_pos	2495.6239910808763
MDHx_neg	11.132619694542969
MDHx_pos	0.0
MDRPD_pos	14996.895657818131
ME1m_pos	5301.79072304415
ME2_pos	5892.556750748529
ME2m_pos	5404.859739494858
MECOALm_neg	419.0909338935588
MECOALm_pos	419.0909338935588
MECOAS1m_neg	419.0909338935588
MECOAS1m_pos	419.0909338935588
MELATN23DOX_pos	0.0
MELATNOX_pos	6257.694253772869
MEOHt2_neg	21925.375108883913
MEOHt2_pos	5.621980453147653
MEOHtly_neg	0.0
MEOHtly_pos	11995.306161292585
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41986.11568275135
MERCPLACCYSt_pos	16149.057535881007
MESCOALm_pos	0.0
METATB0tc_pos	1571.447452782107
METAT_pos	12535.1933667357
METLEUex_pos	713.9037812751177
METS_pos	9892.381173037107
METt4_pos	566.8471454310514
METtec_neg	566.8471454310514
METtec_pos	913.5570902847676
METyLATthc_pos	858.0857001871369
MEVK1c_pos	20216.283385308252
MEVK1x_pos	18314.08442599038
MG1er_pos	17145.46987350788
MG2er_pos	17145.46987350788
MG3er_pos	17145.46987350788
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12364.29945825799
MGCHrm_pos	11514.603456823626
MGSA2_pos	6209.228790420435
MGSA_pos	6209.593765057849
MHISOR_pos	12971.877208782573
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13711.24742847888
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15082.96945569783
MI134PK_pos	0.0
MI134PP_pos	13711.247428478884
MI13PP_pos	15082.96945569783
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13711.24742847888
MI145PKn_pos	0.0
MI145PP_pos	8803.372964728225
MI14P4P_pos	8091.50709068313
MI14PP_pos	7412.283581838061
MI14Ptn_neg	18001.32627718041
MI14Ptn_pos	0.0
MI1PP_pos	3820.6852812282154
MI1PS_pos	6311.510325920623
MI1P_Dtn_neg	18645.607482605657
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13711.247428478884
MI3PP_pos	13711.247428478884
MI4PP_pos	7412.283581838061
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.50018452981803
MLTG1ly_pos	0.0
MM5ag_pos	17150.431301042074
MM5bg_pos	17145.46987350788
MM5cg_pos	17145.46987350788
MM6B1ag_pos	17145.46987350788
MM6B1bg_pos	17145.46987350788
MM6B2g_pos	17145.46987350788
MM6ag_pos	17170.175320627266
MM6bg_pos	17150.431301042074
MM7Ag_pos	17170.175320627266
MM7B1g_pos	17145.46987350788
MM7B2g_pos	17145.46987350788
MM7Cag_pos	17150.431301042077
MM7Cbg_pos	17150.431301042077
MM8Ag_pos	17150.431301042074
MM8Ber_pos	17145.46987350788
MM8Cg_pos	17150.431301042077
MMCD_pos	0.0
MMCDm_pos	4198.803205153031
MMCDp_pos	0.0
MMEm_neg	12719.935129181302
MMEm_pos	2100.7161568468014
MMMm_neg	8860.528494855493
MMMm_pos	12668.397184024334
MMSAD1m_pos	5205.92522437049
MMSAD3m_pos	10742.65718657258
MMTSADm_pos	2100.7161568468014
MOGAT_pos	4321.358605148156
MTAP_pos	14996.895657818131
MTHFC_neg	5178.420239812775
MTHFC_pos	8628.800489062305
MTHFCm_neg	12821.37135697088
MTHFCm_pos	5178.420239812775
MTHFD2_neg	1099.1668662543786
MTHFD2_pos	1114.879083997613
MTHFD2m_neg	1059.8579095927355
MTHFD2m_pos	1059.8579095927355
MTHFD_neg	1114.879083997613
MTHFD_pos	1099.1668662543784
MTHFDm_neg	1059.8579095927355
MTHFDm_pos	1059.8579095927355
MTHFR3_pos	904.6493137525686
MTHFTe_pos	1295.1347702273474
MTHGXLt_pos	4712.363668112539
MTRI_neg	0.0
MTRI_pos	14996.895657818131
N2M2NMASNt_pos	17145.469873507882
N2M2NMASNtly_pos	17178.5790537775
N3Tg_pos	7685.02082240722
N4Tg_pos	6979.256735164905
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7378.336623080101
NACASPtm_pos	7378.336623080101
NACDe_pos	1900.0
NACHEX10ly_pos	11945.559130960271
NACHEX11ly_pos	11945.559130960262
NACHEX12ly_pos	11945.559130960266
NACHEX13ly_pos	11945.55913096027
NACHEX14ly_pos	11945.559130960264
NACHEX15ly_pos	11945.559130960268
NACHEX16ly_pos	11945.559130960262
NACHEX17ly_pos	11945.55913096027
NACHEX18ly_pos	11945.559130960264
NACHEX19ly_pos	11945.559130960262
NACHEX1ly_pos	84.08164529799974
NACHEX20ly_pos	11945.559130960266
NACHEX21ly_pos	11943.705336098816
NACHEX22ly_pos	11943.705336098816
NACHEX23ly_pos	7652.86836393911
NACHEX24ly_pos	7719.293572187562
NACHEX25ly_pos	7713.957680474104
NACHEX26ly_pos	7573.640491751791
NACHEX27ly_pos	23800.338582582357
NACHEX2ly_pos	184.79399782228418
NACHEX3ly_pos	100.50152399118517
NACHEX4ly_pos	83.90802737931725
NACHEX5ly_pos	83.90802737931723
NACHEX6ly_pos	128.44807286676854
NACHEX7ly_pos	128.4480728667685
NACHEX8ly_pos	148.632952231355
NACHEX9ly_pos	148.63295223135506
NACHEXA10ly_pos	11943.705336098816
NACHEXA11ly_pos	11943.705336098817
NACHEXA12ly_pos	11943.70533609882
NACHEXA13ly_pos	11943.705336098817
NACHEXA14ly_pos	11943.705336098816
NACHEXA15ly_pos	11943.70533609882
NACHEXA16ly_pos	11943.705336098817
NACHEXA17ly_pos	11943.705336098817
NACHEXA18ly_pos	11943.705336098817
NACHEXA19ly_pos	11943.705336098817
NACHEXA1ly_pos	83.9139762337993
NACHEXA20ly_pos	7647.654203595541
NACHEXA21ly_pos	7713.957680474103
NACHEXA22ly_pos	7568.83678461695
NACHEXA2ly_pos	100.33385492698471
NACHEXA3ly_pos	83.74630716959884
NACHEXA4ly_pos	83.74630716959884
NACHEXA5ly_pos	128.28635265705012
NACHEXA6ly_pos	128.2863526570501
NACHEXA7ly_pos	148.30078244232521
NACHEXA8ly_pos	148.30078244232524
NACHEXA9ly_pos	11943.70533609882
NACHORCTL3le_pos	2193.118425687871
NACUP_pos	1900.0
NADH2_u10m_pos	4234.545696586344
NADHtpu_pos	1900.0
NADHtru_pos	6012.955095418743
NADK_pos	0.0
NADN_pos	7870.566121106019
NADNe_pos	4.703527839198507
NADPHtru_pos	5796.452832139812
NADPHtxu_pos	10158.831265928775
NADPN_pos	0.0
NADPNe_pos	4.703527839198507
NADPtru_pos	5796.452832139812
NADPtxu_pos	10158.831265928775
NADS2_pos	5273.27031918945
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9707.198932673447
NADtpu_pos	1900.0
NADtru_pos	6012.955095418743
NADtx_neg	3129.751122446042
NADtx_pos	3292.353414651785
NAGA2ly_pos	7063.087936273132
NAGAlby_pos	908.6310516621741
NAGAly_pos	11063.832896936448
NAGLCAly_pos	7063.087936273132
NAHCO3_HCLt_neg	1100.510535876037
NAHCO3_HCLt_pos	1056.4342404102622
NAIt_neg	2221.4894361191796
NAIt_pos	1590.25109515371
NAt3_1_neg	395.24889464241835
NAt3_1_pos	395.24889464241835
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	572.7022667112194
NAt5_pos	572.7022667112194
NAt_neg	556.7423396110302
NAt_pos	545.681552026558
NAtx_neg	4203.726117443014
NAtx_pos	1313.9077290819628
NBAHH_ir_pos	4924.448073271351
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1201.3932649125968
NCKt_neg	1861.644816096185
NCKt_pos	1847.019558431034
NCNt_neg	1953.2233430160863
NCNt_pos	1953.2233430160863
NDP10ex_pos	7.438676473634963
NDP3ex_pos	7.282490060628324
NDP6_pos	4135.673580368153
NDP7er_pos	12788.33441820096
NDP7ex_pos	14871.999880832627
NDP7g_pos	6357.476546667023
NDP8_pos	5645.64437183464
NDP8ex_pos	14896.847783514175
NDPK10_neg	4192.680105075688
NDPK10_pos	4192.680105075688
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4192.680105075688
NDPK10n_pos	4192.680105075688
NDPK1_neg	344.2171879136356
NDPK1_pos	344.2171879136356
NDPK1m_neg	426.8384520083031
NDPK1m_pos	426.8384520083031
NDPK1n_neg	345.4857087612944
NDPK1n_pos	345.48570876129435
NDPK2_neg	344.2171879136356
NDPK2_pos	344.2171879136356
NDPK2m_neg	9159.672475851226
NDPK2m_pos	0.0
NDPK2n_neg	345.48570876129435
NDPK2n_pos	345.48570876129435
NDPK3_neg	344.2171879136356
NDPK3_pos	344.2171879136356
NDPK3m_neg	0.0
NDPK3m_pos	13476.644267216529
NDPK3n_neg	345.4857087612944
NDPK3n_pos	345.4857087612944
NDPK4_neg	1145.0715316901853
NDPK4_pos	415.72724580194904
NDPK4m_pos	9591.535939489435
NDPK4n_neg	296.41286007825425
NDPK4n_pos	296.41286007825425
NDPK5_neg	344.2171879136356
NDPK5_pos	344.2171879136356
NDPK5m_pos	1928.522945345584
NDPK5n_neg	345.48570876129435
NDPK5n_pos	345.48570876129435
NDPK6_neg	379.4864200320734
NDPK6_pos	649.3132911959115
NDPK6m_neg	649.3132911959115
NDPK6m_pos	4055.2856409540723
NDPK6n_neg	0.0
NDPK6n_pos	14703.454999579304
NDPK7_neg	344.2171879136356
NDPK7_pos	344.2171879136356
NDPK7m_pos	25157.559920488875
NDPK7n_neg	345.4857087612944
NDPK7n_pos	345.48570876129435
NDPK8_neg	344.2171879136356
NDPK8_pos	344.2171879136356
NDPK8m_pos	8792.19057741405
NDPK8n_neg	296.41286007825425
NDPK8n_pos	296.41286007825425
NDPK9_neg	557.2240688934489
NDPK9_pos	557.2240688934489
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4192.680105075688
NDPK9n_pos	4192.680105075688
NH4t3r_neg	572.7022667112194
NH4t3r_pos	572.7022667112194
NH4tn_neg	12740.555874081821
NH4tn_pos	0.0
NH4tp_neg	9115.966804320138
NH4tp_pos	0.0
NICRNS_pos	4103.920937099358
NICRNTtn_neg	0.0
NICRNTtn_pos	11653.425146970943
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	777.5473114266848
NKCC2t_pos	792.1725690918357
NKCCt_neg	777.2682408458539
NKCCt_pos	791.893498511005
NMNATm_pos	0.0
NMNATn_pos	9707.198932673447
NMNATr_neg	5273.270319189451
NMNATr_pos	7870.56612110602
NMNS_pos	9648.464593227241
NMNtn_neg	0.0
NMNtn_pos	9707.198932673447
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11653.425146970943
NNATr_pos	3393.461527239298
NNMT_pos	46.433384937732036
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36982.71843527232
NOS1_pos	1088.5180363177535
NOS2_pos	1088.5180363177535
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4219.50696897629
NPTHLte_neg	0.0
NPTHLte_pos	7.485319951562108
NRPPHRSFt_pos	71450.04425774945
NRPPHRSULT_pos	71450.04425774945
NRPPHRVESSEC_pos	3421.141669210447
NRPPHRt4_2_r_neg	1369.914791275015
NRPPHRt4_2_r_pos	1346.48984491679
NRPPHRtu_neg	1346.48984491679
NRPPHRtu_pos	1347.0338092821316
NRVNCCOAtx_neg	4962.332869333882
NRVNCCOAtx_pos	21.34798778858587
NRVNCCOAtxc_pos	4962.33286933388
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1179.2808554129106
NRVNCt_pos	1190.3416429973827
NS26T2g_pos	217.04235902986878
NS26Tg_pos	366.0650310748614
NT5C_pos	4151.197023067234
NTD10_pos	4333.386172451706
NTD11_pos	3910.6632185334474
NTD12_pos	0.0
NTD1_pos	3392.8461519551247
NTD1m_pos	1708.9332162053308
NTD2_pos	4152.908737037865
NTD2e_pos	11649.793276754619
NTD2l_pos	0.0
NTD2m_pos	9159.672475851226
NTD3_pos	3498.193601246246
NTD3l_pos	0.0
NTD4_pos	3342.069680933518
NTD4e_pos	22.078658215065595
NTD4l_pos	0.0
NTD5_pos	3363.659728279857
NTD5l_pos	0.0
NTD5m_pos	1708.9332162053313
NTD6_pos	4148.254026473409
NTD6l_pos	0.0
NTD7_pos	3076.7562208155737
NTD7e_pos	9295.65690082728
NTD7l_pos	0.0
NTD8_pos	3394.312356441056
NTD8l_pos	0.0
NTD9_pos	4429.386577363121
NTD9e_pos	21.673763071962785
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.081559127713181
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3504.8520138660233
O16G1e_pos	19.4964152767041
O16G2e_pos	21.721452182667704
O2St_neg	4.031195043852031
O2St_pos	8742.371751916386
O2Stm_neg	8709.532865104708
O2Stm_pos	5.221731673554806
O2Stn_neg	0.0
O2Stn_pos	8795.421072450494
O2Stx_neg	0.0
O2Stx_pos	8734.817382305868
O2t_neg	15886.826671968985
O2t_pos	4410.5381350889365
O2ter_neg	24593.26777005912
O2ter_pos	9959.248155281528
O2tm_neg	9606.081299401545
O2tm_pos	5207.580661670243
O2tn_neg	8795.421072450494
O2tn_pos	0.0
O2tp_neg	5446.7418787607185
O2tp_pos	4441.270436645001
OAADC_pos	6433.633989691768
OAGD3te_neg	0.0
OAGD3te_pos	19226.25841712927
OAGD3tg_neg	19226.258417129266
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18467.869514126687
OAGT3tg_neg	18467.869514126687
OAGT3tg_pos	0.0
OBDHc_pos	4019.413365711027
OCBTm_pos	11710.462799951816
OCCOAtm_pos	12342.040839889054
OCCOAtx_neg	23633.54697719738
OCCOAtx_pos	13698.199033847766
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23149.85881457345
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23149.858814573454
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23149.85881457345
OCDCAFATPc_pos	4175.458020703389
OCDCAtr_neg	479.9140506648761
OCDCAtr_pos	490.9748382493482
OCDCEAtr_neg	479.9140506648761
OCDCEAtr_pos	490.9748382493482
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2172.493424896373
OCT11EFATP_pos	23149.858814573457
OCTAt_neg	0.0
OCTAt_pos	8905.650720090636
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.680909905351417
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15327.680055949853
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15327.680055949855
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15327.680055949855
OCTDECE1CRNe_pos	15327.680055949857
ODECOAtx_neg	21.347987788585865
