	WT.DHA.c_S134_L007_R1_001
VALtec_neg	479.26533417930614
VALtec_pos	710.5922215601213
VD3_neg	10953.826135572192
VD3_pos	76362.83192964338
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9919.621520702734
VITD3t2_pos	1051.3235169696966
VITD3t_pos	1051.3235169696966
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4138.0595927991935
VITKtl_pos	4943.419617712916
VLCS2p_pos	65696.9130301439
VLCS2r_pos	74637.58575132155
VLCSp_pos	64812.52631767606
VLCSr_pos	71083.34325795062
WHDDCAte_neg	7.458497392293894
WHDDCAte_pos	0.0
WHHDCAte_neg	18142.408829858217
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7484.892825260336
WHTTDCAte_pos	0.0
XANDp_pos	12310.74689426784
XANtx_pos	11235.600492138918
XAO2x_pos	11748.590855236793
XAOx_pos	11235.600492138914
XOL27OHtm_neg	10974.56636781234
XOL27OHtm_pos	11431.983588475548
XOL7AH2tm_neg	69304.53509066036
XOL7AH2tm_pos	10955.65033868847
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	10955.65033868847
XOL7AONEtr_pos	7917.5297346873
XOLDIOLONEt_neg	64812.52631767606
XOLDIOLONEt_pos	7917.5297346873
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6745.795895114014
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	54190.464232157545
XOLTRI24te_neg	0.0
XOLTRI24te_pos	54190.46423215756
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	53706.65301529853
XOLTRI25te_neg	0.0
XOLTRI25te_pos	53706.65301529849
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	53571.60074297029
XOLTRI27te_neg	0.0
XOLTRI27te_pos	53571.60074297028
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	64812.5263176761
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8151.303306584113
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8151.303306584113
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5087.367156730767
XYLUR_neg	1287.367156730767
XYLUR_pos	1298.745348370597
XYLt_neg	846.5618622853617
XYLt_pos	0.0
XYLtly_pos	846.5618622853618
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	223.81059953853742
q10h2tc_neg	5626.6040780892945
q10h2tc_pos	7435.058488157493
q10tm_neg	5626.6040780892945
q10tm_pos	7435.058488157491
r0002_neg	2099.5676860528483
r0002_pos	2375.0
r0009_pos	4511.97826455076
r0010_pos	5868.37920568645
r0013_pos	41.06386764360062
r0016_neg	2677.084429188929
r0016_pos	4137.35633975524
r0021_neg	1404.6641836613765
r0021_pos	482.2844765469602
r0022_neg	5257.125135621533
r0022_pos	433.9277156454296
r0027_neg	1416.0423753012064
r0027_pos	1204.994637613675
r0028_pos	3427.7308095182116
r0033_pos	14108.689945538288
r0034_pos	11709.89307911481
r0047_pos	2388.071436061292
r0051_neg	3.964351044100077
r0051_pos	26835.57020342132
r0055_neg	1502.726116708608
r0055_pos	7638.913599604238
r0060_pos	7631.981190990368
r0062_pos	3291.553534420382
r0068_pos	3437.6132886060527
r0074_neg	1176.9235185756656
r0074_pos	2037.473304067512
r0081_neg	354.1521895214847
r0081_pos	354.1521895214847
r0082_pos	3592.690759678463
r0083_pos	314.99172428857173
r0084_pos	12501.424666028473
r0085_pos	5153.378092727493
r0086_pos	6984.773028600969
r0093_pos	5.356425928082997
r0097_pos	3437.6132886060527
r0113_pos	19141.80724393489
r0119_pos	3146.879344598108
r0122_pos	489.51386645435093
r0127_pos	6889.849035665384
r0129_neg	2244.2186179659802
r0129_pos	6871.103853024896
r0130_neg	7437.64955485089
r0130_pos	2244.2186179659802
r0139_neg	3.1801962093978373
r0139_pos	7.573209880330468
r0142_pos	9433.912387075834
r0145_neg	1071.4589596149249
r0145_pos	57814.80180649985
r0149_neg	7.573209880330468
r0149_pos	3.1801962093978373
r0153_pos	489.51386645435093
r0156_pos	5153.378092727493
r0157_pos	6984.773028600969
r0160_pos	2560.495721933218
r0163_pos	11100.121992460945
r0165_pos	489.51386645435093
r0166_pos	11832.92364155018
r0170_neg	481.0857438288698
r0170_pos	74556.12466492371
r0173_neg	2592.1491601529024
r0173_pos	2592.1491601529024
r0178_neg	1298.4119743118813
r0178_pos	12584.602984588348
r0179_pos	1298.4119743118813
r0181_neg	3.1801962093978373
r0181_pos	3.1801962093978373
r0186_pos	11622.21977071882
r0191_pos	641.745343989594
r0193_neg	8650.979762668027
r0193_pos	6824.987208158597
r0196_neg	330.31049902703927
r0196_pos	14623.7345035969
r0202_neg	2592.1491601529024
r0202_pos	2592.1491601529024
r0208_neg	3045.119610805127
r0208_pos	18410.505769864907
r0210_pos	7741.460721575063
r0224_pos	600.4350029812608
r0226_pos	3415.9469407157467
r0233_pos	5784.531419524248
r0236_pos	1287.5135639978457
r0239_neg	0.0
r0239_pos	9.868596963809713
r0242_neg	3.4035615384362057
r0242_pos	3.4035615384362057
r0245_neg	3178.399657852837
r0245_pos	6682.960880891976
r0246_pos	10442.863889683053
r0249_neg	2382.5587529980803
r0249_pos	2382.5587529980803
r0265_pos	5784.531419524248
r0267_neg	2111.0477376875315
r0267_pos	2099.6695460477013
r0268_neg	2099.6695460477013
r0268_pos	2111.0477376875315
r0276_neg	3761.334309948346
r0276_pos	400.31074509885855
r0280_pos	489.51386645435093
r0281_neg	4.749999999999999
r0281_pos	15116.026915941029
r0283_pos	4786.318687849008
r0287_pos	17787.41095402204
r0295_pos	534.6943617961938
r0301_pos	3761.3343099483463
r0308_pos	7398.7859997554215
r0309_neg	4951.908889826657
r0309_pos	17029.580889086556
r0310_pos	4891.245149245181
r0311_pos	8117.938318571516
r0317_neg	337.8927823590077
r0317_pos	337.8927823590077
r0321_pos	3875.84849976515
r0330_pos	1276.1353723580157
r0331_pos	4140.389117836313
r0339_pos	4997.447879467608
r0340_pos	10442.863889683053
r0345_neg	1157.5779230071691
r0345_pos	1157.5779230071691
r0354_pos	3196.692451322625
r0355_pos	3196.6924513226245
r0357_pos	4172.781502891308
r0358_pos	4172.781502891308
r0360_pos	5387.355210615598
r0361_pos	5325.482082513129
r0363_pos	6699.144733665571
r0364_pos	6655.58637815937
r0365_pos	12568.751498719657
r0377_pos	3504.3877417447434
r0381_neg	4085.9276779198394
r0381_pos	9975.411794890178
r0383_pos	6840.808847872287
r0384_pos	10969.654598409916
r0385_pos	12204.752420828252
r0386_pos	10673.314133017382
r0388_neg	4231.924072653337
r0388_pos	10160.396913800238
r0389_neg	4231.924072653336
r0389_pos	9125.434515636696
r0390_neg	3017.6602995487747
r0390_pos	4.274999999999999
r0391_neg	11.564687711968201
r0391_pos	4204.743338144191
r0392_neg	2560.495721933218
r0392_pos	6252.003902047501
r0393_pos	10442.863889683053
r0394_neg	506.79099556970425
r0394_pos	5655.2797620931005
r0395_pos	506.79099556970425
r0398_pos	5354.051130015401
r0399_neg	291.83449403227314
r0399_pos	5874.887348370331
r0400_neg	4975.144138200355
r0400_pos	19000.956362263252
r0402_pos	0.0
r0403_neg	2002.338674816625
r0403_pos	7.452675720227291
r0407_neg	586.4842733892216
r0407_pos	2767.5177914549126
r0408_neg	465.65534444430386
r0408_pos	465.65534444430386
r0409_neg	465.65534444430386
r0409_pos	465.65534444430386
r0410_neg	4.137796645715669
r0410_pos	4.67517626292742
r0413_pos	489.51386645435093
r0422_neg	0.0
r0422_pos	3592.690759678464
r0423_pos	314.99172428857173
r0424_neg	0.0
r0424_pos	12501.424666028473
r0425_neg	358.88578591259494
r0425_pos	475.0481163995415
r0426_neg	337.8927823590077
r0426_pos	337.8927823590077
r0434_neg	2273.39346093277
r0434_pos	5128.305711854159
r0437_neg	3084.742419122178
r0437_pos	5128.305711854159
r0441_neg	0.0
r0441_pos	308.5575423108614
r0443_pos	296.5230812121005
r0450_neg	0.0
r0450_pos	4005.9580721672937
r0451_pos	70.08314791102393
r0456_pos	3373.475941795388
r0463_neg	9957.947360293054
r0463_pos	0.0
r0464_neg	350.8371313190973
r0464_pos	350.8371313190973
r0470_pos	556.0301954146975
r0472_neg	6808.531085870775
r0472_pos	652.4435855111723
r0474_neg	7273.153539238165
r0474_pos	652.4435855111723
r0475_neg	5177.431229162315
r0475_pos	652.4435855111723
r0480_neg	15726.89744261559
r0480_pos	12544.228882203586
r0483_neg	354.1521895214847
r0483_pos	354.1521895214847
r0488_neg	20208.11047902473
r0488_pos	378.24077550227094
r0494_neg	3.1801962093978373
r0494_pos	7.573209880330468
r0497_neg	7.573209880330468
r0497_pos	3.1801962093978373
r0502_pos	9017.045982728334
r0504_pos	8860.600492138914
r0509_pos	431.217538076556
r0512_neg	7405.987526134575
r0512_pos	611.8131946210908
r0514_pos	3738.2613073852317
r0517_neg	330.31049902703927
r0517_pos	14623.734503596897
r0522_pos	1622.1186853566094
r0523_pos	1622.1186853566094
r0525_neg	403.15622476670916
r0525_pos	26.085511660847423
r0527_neg	12.213350542634652
r0527_pos	5239.6605911896895
r0531_neg	435.5244374426396
r0531_pos	3449.3786664532627
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14286.355979629183
r0541_neg	305.81219088206035
r0541_pos	80.226262079134
r0545_pos	761.9478728071408
r0546_pos	0.0
r0547_neg	761.9478728071408
r0547_pos	18763.075747173523
r0548_pos	0.0
r0549_neg	350.8371313190973
r0549_pos	350.8371313190973
r0552_neg	410.71728373523285
r0552_pos	510.80737612028383
r0553_neg	510.80737612028383
r0553_pos	410.71728373523285
r0555_pos	6840.808847872287
r0556_neg	10969.654598409916
r0556_pos	0.0
r0557_pos	70.08314791102394
r0558_neg	1338.1638620051467
r0558_pos	1338.1638620051467
r0559_neg	1338.1638620051467
r0559_pos	1338.1638620051467
r0560_pos	12025.337986960341
r0561_pos	269.7926774992418
r0568_pos	7347.172730449749
r0570_neg	4306.3133822221625
r0570_pos	5971.934971906691
r0571_neg	12978.79464597009
r0571_pos	2117.9627979378115
r0573_pos	7209.09766140671
r0575_neg	481.0857438288698
r0575_pos	74556.12466492371
r0578_neg	3989.4860081431093
r0578_pos	4113.918888233362
r0579_pos	3989.486008143109
r0580_pos	4504.806195002543
r0584_neg	5239.66059118969
r0584_pos	3358.5735566863477
r0587_neg	3.4035615384362057
r0587_pos	3.4035615384362057
r0590_pos	14108.689945538288
r0591_neg	41189.18201838366
r0591_pos	3268.033308625017
r0594_pos	26.37326723843159
r0595_pos	8659.240003367428
r0596_pos	12568.751498719657
r0598_pos	0.0
r0603_neg	305.07849238640716
r0603_pos	9395.55150458091
r0604_pos	9641.600674819701
r0610_neg	562.0687345407787
r0610_pos	562.0687345407787
r0611_neg	562.0687345407787
r0611_pos	562.0687345407787
r0614_neg	3989.4860081431093
r0614_pos	32277.399317908432
r0615_neg	636.9710416793525
r0615_pos	648.3492333191824
r0616_neg	599.9924724176518
r0616_pos	12064.585925730036
r0617_neg	648.3492333191824
r0617_pos	636.9710416793525
r0618_pos	599.9924724176518
r0620_neg	0.0
r0620_pos	11100.121992460945
r0625_pos	0.0
r0627_neg	4083.062959669846
r0627_pos	9.382546857522474
r0629_neg	4020.0432569695454
r0629_pos	11734.213913958976
r0630_neg	3218.5953556403615
r0630_pos	12987.844087602694
r0633_neg	5297.581711293718
r0633_pos	18449.384335966493
r0634_neg	33461.62980267054
r0634_pos	472.64160631360096
r0636_pos	13833.738843914154
r0637_pos	13833.738843914154
r0638_neg	5216.587356746908
r0638_pos	19255.586896587698
r0639_pos	14081.069262896219
r0641_neg	3141.6785087189137
r0641_pos	3141.6785087189137
r0642_neg	1338.1638620051467
r0642_pos	469.5093503981473
r0643_neg	2117.9627979378115
r0643_pos	12978.79464597009
r0644_neg	1338.1638620051467
r0644_pos	469.5093503981473
r0645_neg	0.0
r0645_pos	47.14482267978247
r0647_neg	1170.9300212093383
r0647_pos	0.0
r0650_neg	4613.21872786344
r0650_pos	4613.21872786344
r0651_neg	4613.21872786344
r0651_pos	3210.9619113627687
r0652_neg	5217.2548865335875
r0652_pos	14856.096364624646
r0653_pos	12358.69988783006
r0655_neg	316.89952075075
r0655_pos	11099.355955119081
r0656_pos	10673.314133017382
r0660_neg	18708.95600554637
r0660_pos	5412.947870639867
r0661_pos	24505.62630715203
r0666_neg	0.0
r0666_pos	20442.201410590635
r0668_neg	4975.144138200356
r0668_pos	19000.95636226325
r0669_pos	11931.830639393258
r0670_pos	9641.600674819701
r0671_pos	14307.559291508713
r0672_neg	53706.65301529853
r0672_pos	12107.848678344355
r0673_pos	0.0
r0679_neg	15022.270744835412
r0679_pos	3989.4860081431093
r0680_neg	3989.4860081431093
r0680_pos	32277.39931790843
r0683_pos	12756.72506703945
r0686_neg	389.6144953616662
r0686_pos	12077.059249994889
r0688_neg	1231.0150344407018
r0688_pos	1242.3932260805318
r0698_pos	15799.128313353223
r0706_pos	64812.52631767607
r0707_neg	4.550454827925452
r0707_pos	6.41961613673806
r0714_pos	12358.69988783006
r0715_pos	23838.058041523207
r0716_pos	12358.69988783006
r0717_pos	23838.058041523207
r0718_pos	14081.069262896219
r0719_pos	24505.62630715203
r0720_pos	14081.069262896219
r0721_pos	24505.62630715203
r0722_neg	5412.947870639868
r0722_pos	18708.95600554637
r0723_pos	24505.62630715203
r0724_neg	18708.95600554637
r0724_pos	5412.947870639868
r0726_neg	472.64160631360096
r0726_pos	33461.62980267055
r0727_pos	24505.62630715203
r0728_neg	33461.62980267054
r0728_pos	472.64160631360096
r0729_pos	24505.62630715203
r0730_pos	17787.41095402204
r0731_pos	17787.41095402204
r0732_pos	17787.41095402204
r0733_pos	17787.41095402204
r0734_pos	17787.41095402204
r0735_neg	5233.516626888496
r0735_pos	33228.98666568385
r0739_neg	67343.89701926906
r0739_pos	8051.375930953699
r0741_neg	0.0
r0741_pos	68705.98149684383
r0743_pos	64812.526317676056
r0744_pos	64812.526317676056
r0747_neg	11062.632645029094
r0747_pos	2099.6695460477013
r0750_neg	65003.46362094241
r0750_pos	2099.6695460477013
r0752_neg	713.5911119056101
r0752_pos	0.0
r0753_pos	713.5911119056101
r0754_neg	713.5911119056101
r0754_pos	0.0
r0755_pos	713.5911119056101
r0756_neg	713.5911119056101
r0756_pos	0.0
r0757_pos	713.5911119056101
r0758_neg	469.5093503981473
r0758_pos	0.0
r0774_neg	9.631997273052185
r0774_pos	9.631997273052185
r0779_pos	11931.830639393258
r0780_neg	74525.24251917962
r0780_pos	301.79218377206695
r0781_neg	0.0
r0781_pos	74525.24251917958
r0782_pos	10465.568828814394
r0783_neg	454.1514121244726
r0783_pos	5045.271209108027
r0784_neg	1287.367156730767
r0784_pos	1298.745348370597
r0787_pos	3322.202714011428
r0788_neg	15726.89744261559
r0788_pos	12544.228882203583
r0789_neg	15726.89744261559
r0789_pos	12544.228882203583
r0791_neg	18449.384335966497
r0791_pos	5297.581711293715
r0792_neg	6582.593202238001
r0792_pos	636.8607636792335
r0795_pos	8659.240003367428
r0796_neg	0.0
r0796_pos	6414.83225808778
r0797_neg	4020.0432569695454
r0797_pos	62878.14345547211
r0801_neg	1766.5143553737564
r0801_pos	1313.5254408996275
r0809_neg	1191.2534712162676
r0809_pos	1191.2534712162676
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8051.738900785542
r0817_neg	960.9822574448696
r0817_pos	918.032571986306
r0818_pos	6047.984226715072
r0819_neg	454.398830184596
r0819_pos	581.7711799622048
r0821_neg	454.398830184596
r0821_pos	454.398830184596
r0822_neg	454.398830184596
r0822_pos	454.398830184596
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	454.398830184596
r0829_pos	454.398830184596
r0830_neg	454.398830184596
r0830_pos	454.398830184596
r0834_neg	605.8651069127947
r0834_pos	605.8651069127947
r0835_neg	605.8651069127947
r0835_pos	605.8651069127947
r0836_neg	605.8651069127947
r0836_pos	605.8651069127947
r0838_neg	4715.103330772111
r0838_pos	4864.848239551919
r0839_neg	2148.690409213603
r0839_pos	3890.659172098298
r0840_neg	2382.5587529980803
r0840_pos	2382.5587529980803
r0841_neg	2382.5587529980803
r0841_pos	2382.5587529980803
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19141.80724393489
r0853_pos	5785.1953585453875
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	13993.969356474989
r0870_pos	0.0
r0871_neg	9612.794004779098
r0871_pos	9.168469097685199
r0879_pos	649.6736644741729
r0881_pos	1375.7947078972336
r0885_neg	445.7363007057461
r0885_pos	573.108650483355
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.642577014003513
r0892_pos	11409.027640127311
r0899_neg	4943.419617712916
r0899_pos	1434.2049383055314
r0907_neg	0.0
r0907_pos	23682.591601037446
r0908_neg	24082.79220710811
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24082.7922071081
r0911_neg	10066.158060700498
r0911_pos	5430.371033713888
r0913_neg	2027.3723497776089
r0913_pos	2027.3723497776089
r0915_neg	2051.466276728199
r0915_pos	2051.466276728199
r0917_neg	1184.8331977231026
r0917_pos	1184.8331977231026
r0921_pos	4140.389117836313
r0924_pos	8867.5297346873
r0925_pos	0.0
r0926_pos	10442.863889683053
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1247.1041973416318
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.34946787172928
r0940_pos	6848.533250034537
r0941_neg	14316.648191929984
r0941_pos	4241.082000685034
r0942_neg	772.2978840999242
r0942_pos	759.3411265971116
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1185.23411621644
r0946_pos	1910.9822574448694
r0950_pos	5791.144828169535
r0954_neg	0.0
r0954_pos	18311.127424907427
r0960_neg	2974.1101169743865
r0960_pos	2974.1101169743865
r0961_pos	2058.555037117724
r0962_pos	3738.2613073852317
r0963_pos	1151.3799979051437
r0968_pos	19141.80724393489
r0970_neg	0.0
r0970_pos	7209.097661406709
r0973_neg	3989.486008143109
r0973_pos	0.0
r0974_neg	2060.883049243531
r0974_pos	2057.0596597345084
r0975_pos	4140.389117836313
r0983_pos	2099.5676860528483
r0984_neg	2099.5676860528483
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7209.09766140671
r0990_neg	3218.5953556403615
r0990_pos	4943.419617712916
r0993_pos	4131.286060023583
r0994_neg	4613.21872786344
r0994_pos	4613.21872786344
r0995_neg	1563.6510418105913
r0995_pos	1563.6510418105913
r0997_pos	13833.738843914154
r0998_neg	2273.39346093277
r0998_pos	5128.305711854159
r0999_neg	3084.742419122178
r0999_pos	5128.305711854159
r1007_neg	0.0
r1007_pos	308.5575423108613
r1008_pos	296.5230812121005
r1010_neg	3989.4860081431093
r1010_pos	32277.39931790844
r1011_pos	74637.58575132155
r1012_pos	74637.58575132155
r1013_pos	71083.34325795062
r1014_pos	71083.34325795063
r1015_pos	1029.8307866483276
r1017_pos	7782.3541578798295
r1018_neg	4613.21872786344
r1018_pos	4613.21872786344
r1019_neg	3218.595355640361
r1019_pos	4168.595355640361
r1020_neg	67343.89701926906
r1020_pos	8051.375930953697
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7917.5297346873
r1025_pos	7917.5297346873
r1026_pos	3285.913860474363
r1028_pos	3285.913860474363
r1029_pos	7845.620184034248
r1030_neg	22.473223064140786
r1030_pos	11.667337107953479
r1043_pos	1594.5889560611843
r1044_pos	1594.5889560611843
r1045_pos	1160.9046438944122
r1050_neg	10953.826135572193
r1050_pos	1900.0
r1051_neg	2113.0316330066967
r1051_pos	2113.0316330066967
r1052_pos	2113.0316330066967
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	45746.93682200731
r1080_pos	0.0
r1088_neg	1360.5645008054921
r1088_pos	1844.580113891096
r1090_pos	1045.1699318426015
r1106_neg	4943.419617712915
r1106_pos	4943.419617712914
r1109_neg	5074.984319122025
r1109_pos	4101.210943484225
r1116_neg	13655.944145084619
r1116_pos	14051.227290912893
r1117_neg	4958.849033983796
r1117_pos	2507.7059256263715
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1198.690409213603
r1144_pos	2148.5710003191202
r1147_neg	2027.3723497776089
r1147_pos	2027.3723497776089
r1148_neg	12408.578913202658
r1148_pos	0.0
r1150_pos	7138.125381687892
r1154_neg	4164.165361283594
r1154_pos	17642.293128468686
r1155_pos	896.685208738794
r1156_neg	435.5244374426396
r1156_pos	4058.3952610118945
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4113.32898047139
r1163_pos	1211.456109046645
r1164_pos	8117.938318571516
r1167_pos	8117.938318571516
r1168_pos	8117.938318571516
r1172_pos	8117.938318571516
r1173_pos	0.0
r1177_pos	8117.938318571516
r1178_pos	0.0
r1179_pos	8117.938318571516
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	11030.032279044304
r1253_pos	0.0
r1254_pos	21.88177128009542
r1255_pos	8117.938318571517
r1257_pos	5133.587015772675
r1259_pos	7.224771996106765
r1260_pos	5125.204310053916
r1262_pos	308.55754231086144
r1291_neg	1660.2369111628288
r1291_pos	4742.48174717661
r1292_neg	4943.419617712916
r1292_pos	4563.423588311937
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5133.587015772676
r1318_pos	9700.086015098874
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	41.06386764360062
r1377_neg	1162.4417434669704
r1377_pos	1162.4417434669704
r1378_neg	1162.4417434669704
r1378_pos	1162.4417434669704
r1380_neg	454.1514121244726
r1380_pos	74525.24251917958
r1381_neg	74525.24251917965
r1381_pos	237.28989915585225
r1384_neg	1495.448467687798
r1384_pos	4750.371546907727
r1396_pos	3141.4664073151043
r1397_pos	3141.4664073151043
r1400_pos	2641.4583259711635
r1401_pos	3425.8152398347765
r1418_neg	3244.6482042436637
r1418_pos	3271.9670848072815
r1421_neg	21094.959477554938
r1421_pos	4.327478718250768
r1423_pos	1317.3550021295741
r1427_pos	2521.798213825361
r1428_neg	2592.1491601529024
r1428_pos	2592.1491601529024
r1429_neg	2592.1491601529024
r1429_pos	1900.0
r1431_pos	2654.728381203652
r1432_pos	0.0
r1433_pos	266.1145500245056
r1434_pos	4326.495869324546
r1435_pos	5029.8640713484365
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	23798.64795429182
r1444_pos	24505.62630715203
r1445_pos	24505.62630715203
r1446_pos	18155.665688230212
r1447_pos	4841.6664999133045
r1448_pos	4840.096980214234
r1449_pos	4841.6664999133045
r1450_pos	4840.096980214233
r1451_pos	4841.666499913307
r1453_neg	13273.133292093818
r1453_pos	12259.598107371172
r1454_pos	896.685208738794
r1455_pos	2521.7982138253615
r1456_pos	2521.7982138253615
r1459_neg	7697.730060624697
r1459_pos	17135.52050195877
r1464_neg	1248.086154687365
r1464_pos	1248.086154687365
r1466_neg	24316.432076373352
r1466_pos	0.0
r1467_neg	1618.6703104401536
r1467_pos	48253.77913234186
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24316.432076373363
r1488_neg	0.0
r1488_pos	17830.047440768045
r1492_pos	1302.945859841314
r1493_pos	1252.1101582471924
r1495_pos	4131.2860600235845
r1497_pos	1368.515768781153
r1498_pos	1368.515768781153
r1499_pos	1462.2950311966654
r1500_pos	1462.2950311966654
r1512_pos	2007.4762803758954
r1514_pos	3197.534649430214
r1515_pos	3245.2571643708848
r1516_pos	3287.8434358256186
r1517_pos	4138.059592799194
r1518_pos	3287.843435825619
r1519_pos	3276.5240794853257
r1520_pos	3287.8434358256186
r1521_pos	3287.8434358256186
r1522_pos	3183.918874523636
r1523_pos	3276.8981365114823
r1525_pos	3287.843435825619
r1527_pos	4138.059592799195
r1528_pos	4943.419617712915
r1529_pos	3276.898136511483
r1530_pos	3502.048977232929
r1536_pos	9014.40819390816
r1538_pos	1123.2161665301153
r1540_pos	664.8616615247872
r1544_neg	624.0680170973935
r1544_pos	624.0680170973935
r1546_neg	832.6239445874849
r1546_pos	730.1385649746168
r1547_neg	767.136703438706
r1547_pos	873.4394160803874
r1548_neg	642.1125286995723
r1548_pos	684.1176572561715
r1549_neg	767.136703438706
r1549_pos	830.3719625527374
r1551_neg	788.3668339961382
r1551_pos	683.2863820182811
r1552_neg	752.6877311193488
r1552_pos	687.576963183044
r1553_neg	705.1525266503481
r1553_pos	687.576963183044
r1554_neg	832.6239445874846
r1554_pos	830.3719625527374
r1556_neg	873.4394160803874
r1556_pos	708.7435349855172
r1557_neg	832.6239445874849
r1557_pos	830.3719625527374
r1559_neg	673.8019367245438
r1559_pos	613.5217771712532
r1560_neg	829.1646386606124
r1560_pos	656.0833789628261
r1561_neg	763.6773975118335
r1561_pos	814.2035271539347
r1562_neg	707.0969969321368
r1562_pos	610.0624712443808
r1563_neg	763.6773975118335
r1563_pos	756.3167765409466
r1564_neg	643.9685954265879
r1564_pos	643.9685954265877
r1565_neg	829.1646386606124
r1565_pos	609.2311960064903
r1566_neg	752.6877311193488
r1566_pos	613.5217771712532
r1567_neg	560.8426916355709
r1567_pos	560.8426916355709
r1568_neg	829.1646386606124
r1568_pos	756.3167765409466
r1569_neg	673.8019367245438
r1569_pos	663.373570220392
r1570_neg	872.270482573876
r1570_pos	634.6883489737265
r1571_neg	829.1646386606124
r1571_pos	756.3167765409466
r1573_neg	823.95607065417
r1573_pos	730.1385649746168
r1574_neg	758.4688295053912
r1574_pos	758.4688295053912
r1575_neg	652.0452916683341
r1575_pos	684.1176572561715
r1576_neg	758.4688295053912
r1576_pos	758.4688295053912
r1578_neg	798.2995969649
r1578_pos	683.2863820182811
r1579_neg	801.075046392237
r1579_pos	687.576963183044
r1580_neg	560.8426916355709
r1580_pos	560.8426916355709
r1581_neg	823.95607065417
r1581_pos	823.95607065417
r1583_neg	867.0619145674339
r1583_pos	708.7435349855172
r1584_neg	823.95607065417
r1584_pos	823.95607065417
r1585_neg	823.95607065417
r1585_pos	804.1937509864075
r1586_neg	758.4688295053912
r1586_pos	758.4688295053912
r1587_neg	753.6980654733852
r1587_pos	753.6980654733852
r1588_neg	758.4688295053912
r1588_pos	758.4688295053912
r1589_neg	643.9685954265877
r1589_pos	643.9685954265877
r1590_neg	823.95607065417
r1590_pos	757.3415680300717
r1591_neg	752.6877311193487
r1591_pos	761.6321491948346
r1592_neg	705.1525266503481
r1592_pos	708.9530636591521
r1593_neg	823.95607065417
r1593_pos	823.95607065417
r1594_neg	673.8019367245438
r1594_pos	673.8019367245438
r1595_neg	867.0619145674339
r1595_pos	782.7987209973079
r1596_neg	823.95607065417
r1596_pos	823.95607065417
r1597_neg	715.3629855921274
r1597_pos	715.3629855921274
r1598_neg	671.3748945935995
r1598_pos	710.5922215601213
r1599_neg	715.3629855921274
r1599_pos	715.3629855921274
