	Treg_Spleen_Treg3_L2	exTreg_Lymph_exTreg1_L1	Treg_Lymph_Treg6_L2	Treg_Spleen_Treg2_L1	exTreg_Spleen_exTreg9_L1
THRSERNaEx_pos	7.660882247982778	6.7531754169621045	7.158685309948765	7.585874484771989	7.412247106268234
THRt4_pos	8.217423562280668	6.794195857245728	8.111176353817754	7.885955670474098	6.902047300550118
THYMDt1_pos	6.388820224576877	6.343903969221645	6.581417455122292	6.652567822393283	6.232072333415817
THYMDtl_pos	3.3092397754227623	2.669398891321859	2.9829498150030083	2.650251205601457	2.9597840365412624
THYMDtl_neg	3.3092397754227623	2.669398891321859	2.9829498150030083	2.650251205601457	2.9597840365412624
THYMDtm_pos	6.265165342339531	6.256312331602275	6.477178581077176	6.556195987301067	6.142684247610058
THYMDtm_neg	6.265165342339531	6.256312331602275	6.477178581077176	6.556195987301067	6.142684247610058
THYMt_pos	2.9787636247990728	2.532301560444933	2.9402040786767327	2.907063432431958	2.4636417408687796
THYMt_neg	2.9787636247990728	2.532301560444933	2.9402040786767327	2.907063432431958	2.4636417408687796
THYOXt_pos	1.7113314636117574	1.4848902164088136	0.882997065000052	1.7674121326246344	1.472662339997974
THYOXt_neg	1.7113314636117574	1.4848902164088136	0.882997065000052	1.7674121326246344	1.472662339997974
THYOXt2_pos	0.03306614522297394	0.12119695685351135	0.010079684706715886	0.034163240578132484	0.0
THYOXt2_neg	0.03306614522297394	0.12119695685351135	0.010079684706715886	0.034163240578132484	0.0
THYPX_pos	0.0	0.0	0.0	0.0	0.0
TKT1_pos	6.5036590762508455	5.690300742458502	6.427454318070122	6.400516409597903	6.395222075982871
TKT1_neg	6.5036590762508455	5.690300742458502	6.427454318070122	6.400516409597903	6.395222075982871
TKT2_pos	6.5036590762508455	5.690300742458502	6.427454318070122	6.400516409597903	6.395222075982871
TKT2_neg	6.5036590762508455	5.690300742458502	6.427454318070122	6.400516409597903	6.395222075982871
TMABADH_pos	0.0	0.0	0.0	0.0	0.0
TMDK1_pos	5.071159765602978	4.08383171354889	4.496589125025133	5.1368430883830385	3.1202662006544224
TMDK1m_pos	0.0	0.0	0.0	0.0	0.0
TMDPK_pos	0.5650407448850505	0.0	0.4765956115849794	0.5351270676006734	0.1843141733894871
TMDPP_pos	2.4655010476030257	0.5606505560210703	1.9013811967243648	1.116871276648618	1.364198950049205
TMDPP_neg	2.4655010476030257	0.5606505560210703	1.9013811967243648	1.116871276648618	1.364198950049205
TMDPPK_pos	0.0	0.0	0.0	0.0	0.0
TMDS_pos	0.0	0.0	0.0	0.0	0.0
TMLYSOX_pos	0.0	0.0	0.0	0.0	0.0
TMLYSter_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCOAtx_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCOAtx_neg	0.0	0.0	0.0	0.0	0.0
TMNDNCCPT1_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCPT2_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCRNt_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCt_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCt_neg	0.0	0.0	0.0	0.0	0.0
TOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0	0.0
TOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0	0.0
TPI_pos	8.337793171167865	8.012954587499975	8.234333053010879	8.669055291984275	7.86970897049205
TPI_neg	8.337793171167865	8.012954587499975	8.234333053010879	8.669055291984275	7.86970897049205
TRDR_pos	0.0	0.0	0.0	0.0	0.0
TRDR2_pos	0.0	0.0	0.0	0.0	0.0
TRDR3_pos	0.0	0.0	0.0	0.0	0.0
TRDRm_pos	0.0	0.0	0.0	0.0	0.0
TREH_pos	0.0	0.0	0.0	0.0	0.0
TREHe_pos	0.0	0.0	0.0	0.0	0.0
TRIODTHYSUFt_pos	0.0	0.0	0.0	0.0	0.0
TRIODTHYSULT_pos	0.0	0.0	0.0	0.0	0.0
TRIODTHYt_pos	1.7113314636117574	1.5801710850368662	0.882997065000052	1.7674121326246344	1.472662339997974
TRIODTHYt_neg	1.7113314636117574	1.5801710850368662	0.882997065000052	1.7674121326246344	1.472662339997974
TRIODTHYt2_pos	0.03306614522297394	0.12119695685351135	0.010079684706715886	0.034163240578132484	0.0
TRIODTHYt2_neg	0.03306614522297394	0.12119695685351135	0.010079684706715886	0.034163240578132484	0.0
TRIOK_pos	0.0	0.0	0.0	0.0	0.0
TRPHYDRO2_pos	0.0	0.18501259385014246	1.3414753042794947	0.050562144144877454	0.0
TRPO2_pos	0.7699324592166916	2.299617179096481	1.0681512155210346	0.8313339220684497	0.06591949266807112
TRPt_pos	1.15178334271344	0.9117676038588035	0.9796368539644333	1.2957745727876644	0.3830211955083328
TRPt_neg	1.15178334271344	0.9117676038588035	0.9796368539644333	1.2957745727876644	0.3830211955083328
TRPt4_pos	0.0	0.48291911636563667	0.0	0.0	0.0
TRYPTAOX_pos	3.87784290012401	0.40960333083560513	3.5752558042558262	3.385702870826962	2.9162413472950806
TS3_pos	0.0	0.0	0.0	0.0	0.0
TS3_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONEGLCte_pos	2.7728370220373026	1.6388053875267663	2.598389062242452	2.9901206812965504	2.0297338427673473
TSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONESte_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONESte_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONESULT_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEt_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEt_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONEtr_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEtr_neg	0.0	0.0	0.0	0.0	0.0
TSULt4_3_pos	0.0	0.38291199826906497	0.0	0.0	0.0
TSULt4_3_neg	0.0	0.38291199826906497	0.0	0.0	0.0
TTDCAtr_pos	0.0	0.0	0.0	0.0	0.0
TTDCAtr_neg	0.0	0.0	0.0	0.0	0.0
TTDCPT1_pos	0.0	0.0	0.0	0.0	0.0
TTDCPT2_pos	0.0	0.0	0.0	0.0	0.0
TTDCRNt_pos	0.0	0.0	0.0	0.0	0.0
TXA2te_pos	0.0	0.0	0.0	0.0	0.0
TXA2te_neg	0.0	0.0	0.0	0.0	0.0
TXA2tr_pos	0.0	0.0	0.0	0.0	0.0
TXA2tr_neg	0.0	0.0	0.0	0.0	0.0
TXASr_pos	0.4858267774761441	0.26658287443852	0.07053016515070412	0.24550809635152454	0.048476420417791696
TYMSFt_pos	0.0	0.0	0.0	0.0	0.0
TYMSULT_pos	0.0	0.0	0.0	0.0	0.0
TYR3MO2_pos	0.0	0.0	0.0	0.0	0.0
TYRASE_pos	0.0	1.4814603288608732	0.06988749052087823	0.0	0.07146039920286976
TYRCBOX_pos	1.0057672910244173	0.9110435614129537	1.0132231424551135	1.6736739418653168	0.6738968092092774
TYRDOPO_pos	0.0	0.025235339606365564	0.0	0.0	0.0
TYRDOPO3_pos	0.0	0.025235339606365564	0.0	0.0	0.0
TYROXDAc_pos	0.0	0.0	0.0	0.0	0.0
TYRt_pos	1.15178334271344	0.9117676038588035	0.9796368539644333	1.2957745727876644	0.3830211955083328
TYRt_neg	1.15178334271344	0.9117676038588035	0.9796368539644333	1.2957745727876644	0.3830211955083328
TYRt4_pos	0.0	0.48291911636563667	0.0	0.0	0.0
TYRTA_pos	4.353679844046219	3.617562360687751	4.352850944378382	4.458032110807624	3.9764030270023403
TYRTA_neg	4.353679844046219	3.617562360687751	4.352850944378382	4.458032110807624	3.9764030270023403
TYRTAm_pos	0.0	0.0	0.0	0.0	0.0
TYRTAm_neg	0.0	0.0	0.0	0.0	0.0
UAG2EMAi_pos	3.8796229559545976	3.462450600817983	4.112604316270485	3.721787323842495	3.9557702155490895
UAG4E_pos	6.273304094506371	6.252007418014885	5.344700743606284	5.5765589533835564	6.245616666568004
UAG4E_neg	6.273304094506371	6.252007418014885	5.344700743606284	5.5765589533835564	6.245616666568004
UAGALDP_pos	0.0	0.0	0.0	0.0	0.0
UAGDP_pos	6.687201011610769	6.769353165924186	6.306401010960513	6.738707694750576	6.842376509917948
UDPACGALtl_pos	0.0	0.0	0.0	0.0	0.0
UDPACGALtl_neg	0.0	0.0	0.0	0.0	0.0
UDPDOLPT_L_pos	5.578789919798226	6.026558899350845	5.813517635107213	5.629130693834302	5.464340896864123
UDPDOLPT_U_pos	5.578789919798226	6.026558899350845	5.813517635107213	5.629130693834302	5.464340896864123
UDPG1P_pos	0.0	0.0	0.0	0.0	0.0
UDPG4E_pos	6.273304094506371	6.252007418014885	5.344700743606284	5.5765589533835564	6.245616666568004
UDPG4E_neg	6.273304094506371	6.252007418014885	5.344700743606284	5.5765589533835564	6.245616666568004
UDPGALt2g_pos	0.0	0.0	0.0	0.0	0.0
UDPGALtg_pos	0.0	0.0	0.0	0.0	0.0
UDPGALtg_neg	0.0	0.0	0.0	0.0	0.0
UDPGD_pos	4.298610116429324	3.8688073302039245	4.237920662406924	4.445921895549242	3.2225733351832213
UDPGLCAter_pos	3.2212648421227925	2.3313691322968997	3.259098074779794	2.8282525551681736	2.584486578365258
UDPGLCAter_neg	3.2212648421227925	2.3313691322968997	3.259098074779794	2.8282525551681736	2.584486578365258
UDPGLCAtg_pos	0.0	0.0	0.0	0.0	0.0
UDPGLCAtg_neg	0.0	0.0	0.0	0.0	0.0
UDPGLCter_pos	0.0	0.0	0.0	0.0	0.0
UDPGLCter_neg	0.0	0.0	0.0	0.0	0.0
UDPGLCtg_pos	5.222314851605829	4.602120647531312	5.051276304721037	4.955536552307075	4.885475279933749
UDPGLCtg_neg	5.222314851605829	4.602120647531312	5.051276304721037	4.955536552307075	4.885475279933749
UDPGLDCg_pos	0.0	0.0	0.0	0.0	0.0
UDPGNP_pos	0.0	0.0	0.0	0.0	0.0
UDPGP_pos	2.6691440298472506	2.576995280504737	2.6891193036324434	2.7067899060119567	2.6001182637659803
UDPtl_pos	0.0	0.0	0.0	0.0	0.0
UDPtl_neg	0.0	0.0	0.0	0.0	0.0
UDPXYLter_pos	0.0	0.0	0.0	0.0	0.0
UDPXYLter_neg	0.0	0.0	0.0	0.0	0.0
UDPXYLtg_pos	4.096339803213728	3.8925700411171698	4.161292989735502	3.8705388722034986	3.007364260116847
UDPXYLtg_neg	4.096339803213728	3.8925700411171698	4.161292989735502	3.8705388722034986	3.007364260116847
UGALGTg_pos	4.9892303303898915	5.050405812155933	5.122353191275401	4.971797124783175	5.1651416642620855
UGALNACter_pos	3.2212648421227925	2.3313691322968997	3.259098074779794	2.8282525551681736	2.584486578365258
UGALNACter_neg	3.2212648421227925	2.3313691322968997	3.259098074779794	2.8282525551681736	2.584486578365258
UGALNACtg_pos	0.0	0.0	0.0	0.0	0.0
UGALNACtg_neg	0.0	0.0	0.0	0.0	0.0
UGCG_pos	4.84858114735837	4.3063903228140985	5.368712145387142	4.730361410094502	3.321181709964611
UGLCNACtg_pos	3.796998745942638	3.2497719680400783	3.545080547028703	3.6295490132219284	4.15030868348156
UGLCNACtg_neg	3.796998745942638	3.2497719680400783	3.545080547028703	3.6295490132219284	4.15030868348156
UGLT_pos	6.661624153641819	7.106402792276093	6.999582785534507	7.014421850927366	6.733466107184409
UGLT_neg	6.661624153641819	7.106402792276093	6.999582785534507	7.014421850927366	6.733466107184409
UGT1A10r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A10r_neg	0.0	0.0	0.0	0.0	0.0
UGT1A1r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A2r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A3r_pos	0.0	1.041409214866779	0.0	0.0	0.0
UGT1A4r_pos	0.0	0.9527917531952909	0.0	0.0	0.0
UGT1A5r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A5r2_pos	0.0	1.041409214866779	0.0	0.0	0.0
UGT1A6r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A7r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A8r_pos	0.0	0.9527917531952909	0.0	0.0	0.0
UGT1A9r_pos	0.0	0.9527917531952909	0.0	0.0	0.0
UMPK_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK2_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK2_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK2n_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK2n_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK3_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK3_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK3n_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK3n_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK4_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK4_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK4n_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK4n_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK5_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK5_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK5n_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK5n_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK6_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK6_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK6n_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK6n_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK7_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK7_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK7n_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPK7n_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPKm_pos	0.0	0.0	0.0	0.0	0.0
UMPKm_neg	0.0	0.0	0.0	0.0	0.0
UMPKn_pos	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPKn_neg	5.403587834556456	4.683133453700843	5.286409172584439	5.3925036228462915	5.318477994025353
UMPtr_pos	0.0	0.0	0.0	0.0	0.0
UMPtr_neg	0.0	0.0	0.0	0.0	0.0
UNK2_pos	0.0	0.0	0.0	0.0	0.0
UNK3_pos	0.0	0.0	0.0	0.0	0.0
UPP3S_pos	0.0	0.0	0.0	0.0	0.0
UPPDC1_pos	7.5243506304010825	8.036294192087867	7.512746309409583	7.530438766256059	7.567027410122263
UPPN_pos	0.13083862662204654	0.4423702636488752	0.11918762720989017	0.3446262896854821	0.9115751838002556
URAt_pos	2.9787636247990728	2.532301560444933	2.9402040786767327	2.907063432431958	2.4636417408687796
URAt_neg	2.9787636247990728	2.532301560444933	2.9402040786767327	2.907063432431958	2.4636417408687796
URATEt_pos	0.0	0.0	0.0	0.0	0.0
URATEtx_pos	0.0	0.0	0.0	0.0	0.0
URCN_pos	0.0	1.3947123576005844	0.0	0.0	0.0
UREAt_pos	3.874815806369777	4.550237550758787	4.209753358077274	4.366471107449724	2.982730772331627
UREAt_neg	3.874815806369777	4.550237550758787	4.209753358077274	4.366471107449724	2.982730772331627
UREAt5_pos	0.046599422742661926	0.4781389637710618	0.0	0.0	0.0
UREAt5_neg	0.046599422742661926	0.4781389637710618	0.0	0.0	0.0
UREAtm_pos	0.3584575380581168	0.4162809724877856	0.12474269672360389	0.024530274602681673	0.0
UREAtm_neg	0.3584575380581168	0.4162809724877856	0.12474269672360389	0.024530274602681673	0.0
URIDK2m_pos	0.0	0.0	0.0	0.0	0.0
URIDK2m_neg	0.0	0.0	0.0	0.0	0.0
URIK1_pos	7.570659839540676	7.10288610324393	7.335519207512705	7.322903495885144	7.931949968335421
URIt_pos	6.388820224576877	6.343903969221645	6.581417455122292	6.652567822393283	6.232072333415817
URIt_neg	6.388820224576877	6.343903969221645	6.581417455122292	6.652567822393283	6.232072333415817
URIt4_pos	5.351169993828978	3.8137659033391147	5.5218151979181265	5.252435653094704	4.673354072385781
Uritl_pos	3.3092397754227623	2.669398891321859	2.9829498150030083	2.650251205601457	2.9597840365412624
Uritl_neg	3.3092397754227623	2.669398891321859	2.9829498150030083	2.650251205601457	2.9597840365412624
Uritm_pos	6.265165342339531	6.256312331602275	6.477178581077176	6.556195987301067	6.142684247610058
Uritm_neg	6.265165342339531	6.256312331602275	6.477178581077176	6.556195987301067	6.142684247610058
Uritn_pos	0.0	0.0	0.0	0.0	0.0
Uritn_neg	0.0	0.0	0.0	0.0	0.0
UROLACer_pos	0.0	0.0	0.0	0.0	0.0
UROLACer_neg	0.0	0.0	0.0	0.0	0.0
UTPtn_pos	0.0	0.0	0.0	0.0	0.0
UTPtn_neg	0.0	0.0	0.0	0.0	0.0
VACCCPT1_pos	0.0	0.0	0.0	0.0	0.0
VACCCPT2_pos	0.0	0.0	0.0	0.0	0.0
VACCCRNt_pos	0.0	0.0	0.0	0.0	0.0
VACCt_pos	0.0	0.0	0.0	0.0	0.0
VACCt_neg	0.0	0.0	0.0	0.0	0.0
VALt4_pos	0.0	0.48291911636563667	0.0	0.0	0.0
VALt5m_pos	0.0	0.0	0.0	0.0	0.0
VALt5m_neg	0.0	0.0	0.0	0.0	0.0
VALTA_pos	0.0	0.0	0.0	0.0	0.0
VALTA_neg	0.0	0.0	0.0	0.0	0.0
VALTAm_pos	0.0	0.0	0.0	0.0	0.0
VALTAm_neg	0.0	0.0	0.0	0.0	0.0
VALtec_pos	3.155908950348179	3.725172979701581	3.4950025068474884	3.2220162815985174	3.8142892834081517
VALtec_neg	3.155908950348179	3.725172979701581	3.4950025068474884	3.2220162815985174	3.8142892834081517
VD3_pos	0.0	0.0	0.0	0.0	0.0
VD3_neg	0.0	0.0	0.0	0.0	0.0
VITD2Hm_pos	0.0	0.0	0.0	0.0	0.0
VITD2t_pos	0.0	0.0	0.0	0.0	0.0
VITD2tm_pos	0.0	0.0	0.0	0.0	0.0
VITD2tm_neg	0.0	0.0	0.0	0.0	0.0
VITD3Hm_pos	0.0	0.0	0.0	0.0	0.0
VITD3t_pos	0.0	0.0	0.0	0.0	0.0
VITD3t2_pos	0.0	0.0	0.0	0.0	0.0
VITD3tm_pos	0.0	0.0	0.0	0.0	0.0
VITD3tm3_pos	0.0	0.0	0.0	0.0	0.0
VLCS2p_pos	1.0534703893483781	2.7101270504550556	0.7736822415247272	1.007603278584871	0.0
VLCS2r_pos	1.0534703893483781	2.7101270504550556	0.7736822415247272	1.007603278584871	0.0
VLCSp_pos	0.0	0.0	0.0	0.0	0.0
VLCSr_pos	0.0	0.0	0.0	0.0	0.0
WHDDCAte_pos	0.0	0.0	0.0	0.0	0.0
WHDDCAte_neg	0.0	0.0	0.0	0.0	0.0
WHHDCAte_pos	0.0	0.0	0.0	0.0	0.0
WHHDCAte_neg	0.0	0.0	0.0	0.0	0.0
WHTSTSTERONEte_pos	0.0	0.0	0.0	0.0	0.0
WHTSTSTERONEte_neg	0.0	0.0	0.0	0.0	0.0
WHTTDCAte_pos	0.0	0.0	0.0	0.0	0.0
WHTTDCAte_neg	0.0	0.0	0.0	0.0	0.0
XANDp_pos	3.151260547079532	1.1060734247324349	2.560790062646514	3.3029582680337017	1.9921741126693249
XANtx_pos	0.0	0.0	0.0	0.0	0.0
XAO2x_pos	3.151260547079532	1.1060734247324349	2.560790062646514	3.3029582680337017	1.9921741126693249
XAOx_pos	3.151260547079532	1.1060734247324349	2.560790062646514	3.3029582680337017	1.9921741126693249
XOL27OHtm_pos	0.0	0.0	0.0	0.0	0.0
XOL27OHtm_neg	0.0	0.0	0.0	0.0	0.0
XOL7AH2tm_pos	0.0	0.0	0.0	0.0	0.0
XOL7AH2tm_neg	0.0	0.0	0.0	0.0	0.0
XOL7AH2tr_pos	0.0	0.0	0.0	0.0	0.0
XOL7AH2tr_neg	0.0	0.0	0.0	0.0	0.0
XOL7AONEtr_pos	0.0	0.0	0.0	0.0	0.0
XOL7AONEtr_neg	0.0	0.0	0.0	0.0	0.0
XOLDIOLONEt_pos	0.0	0.0	0.0	0.0	0.0
XOLDIOLONEt_neg	0.0	0.0	0.0	0.0	0.0
XOLDIOLONEtm_pos	0.0	0.0	0.0	0.0	0.0
XOLDIOLONEtm_neg	0.0	0.0	0.0	0.0	0.0
XOLEST2te_pos	0.0	0.0	0.0	0.0	0.0
XOLEST2te_neg	0.0	0.0	0.0	0.0	0.0
XOLESTte_pos	0.0	0.0	0.0	0.0	0.0
XOLESTte_neg	0.0	0.0	0.0	0.0	0.0
XOLTRI24tc_pos	0.0	0.0	0.0	0.0	0.0
XOLTRI24tc_neg	0.0	0.0	0.0	0.0	0.0
XOLTRI24te_pos	0.0	0.0	0.0	0.0	0.0
XOLTRI24te_neg	0.0	0.0	0.0	0.0	0.0
XOLTRI25tc_pos	0.0	0.0	0.0	0.0	0.0
XOLTRI25tc_neg	0.0	0.0	0.0	0.0	0.0
XOLTRI25te_pos	0.0	0.0	0.0	0.0	0.0
XOLTRI25te_neg	0.0	0.0	0.0	0.0	0.0
XOLTRI27tc_pos	0.0	0.0	0.0	0.0	0.0
XOLTRI27tc_neg	0.0	0.0	0.0	0.0	0.0
XOLTRI27te_pos	0.0	0.0	0.0	0.0	0.0
XOLTRI27te_neg	0.0	0.0	0.0	0.0	0.0
XOLTRIOLtm_pos	0.0	0.0	0.0	0.0	0.0
XOLTRIOLtm_neg	0.0	0.0	0.0	0.0	0.0
XOLTRIOLtr_pos	0.0	0.0	0.0	0.0	0.0
XOLTRIOLtr_neg	0.0	0.0	0.0	0.0	0.0
XSERtg_pos	0.0	0.0	0.0	0.0	0.0
XYLK_pos	0.48185334353045867	0.34081550714292946	0.2819644623332205	0.5232336084735575	0.0
XYLt_pos	3.6484132542584584	2.8566040178866565	4.190540105179341	3.8596941142290313	2.885572705954455
XYLt_neg	3.6484132542584584	2.8566040178866565	4.190540105179341	3.8596941142290313	2.885572705954455
XYLTD_Dr_pos	0.0	0.0	0.0	0.0	0.0
XYLTD_Dr_neg	0.0	0.0	0.0	0.0	0.0
XYLTer_pos	5.835306748494339	5.627464763461729	5.940944735481577	5.741866677744762	5.885801897797052
XYLtly_pos	0.0	0.0	0.0	0.0	0.0
XYLTt_pos	0.0	0.0	0.0	0.0	0.0
XYLTt_neg	0.0	0.0	0.0	0.0	0.0
XYLUR_pos	6.563899221180216	6.5713665817142966	6.132289032288025	6.679615066110066	6.619535496252677
XYLUR_neg	6.563899221180216	6.5713665817142966	6.132289032288025	6.679615066110066	6.619535496252677
YVITEt_pos	0.0	0.0	0.0	0.0	0.0
EX_4abutn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4abutn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acmana(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acmana(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ahdt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ahdt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ctp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ctp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dgmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dgmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dgtp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dgtp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dha(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dha(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dhap(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dhap(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dtmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dtmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dttp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dttp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fad(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fad(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fald(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fald(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_g1p(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_g1p(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00229(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00229(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00250(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00250(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01104(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01104(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01361(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01361(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01440(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01440(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01441(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01441(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01444(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01444(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01446(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01446(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01577(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01577(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01609(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01609(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01610(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01610(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01700(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01700(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02160(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02160(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02161(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02161(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_itp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_itp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_orot(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_orot(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prpp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prpp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ptrc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ptrc(e)_neg	0.0	0.0	0.0	0.0	0.0
