	Tcon_Spleen_Tcon3_L2	exTreg_Spleen_exTreg10_L1	Tcon_Lymph_Tcon7_L2	exTreg_Lymph_exTreg4_L1	exTreg_Lymph_exTreg1_L2	Treg_Lymph_Treg6_L1	Tcon_Lymph_Tcon8_L1	exTreg_Lymph_exTreg5_L2	Tcon_Spleen_Tcon2_L1	exTreg_Spleen_exTreg9_L2	Treg_Spleen_Treg2_L2
NDPK9_pos	0.8098818552133632	0.5055058535163779	0.8946711318741987	0.1832028500293652	0.7345689801627932	0.6873832173900215	0.7213836567305985	0.5553787018853751	0.7731073308730491	0.5378011331841046	0.8799718115672585
NDPK9_neg	0.8098818552133632	0.5055058535163779	0.8946711318741987	0.1832028500293652	0.7345689801627932	0.6873832173900215	0.7213836567305985	0.5553787018853751	0.7731073308730491	0.5378011331841046	0.8799718115672585
NDPK9m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDPK9m_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDPK9n_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDPK9n_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH4t3r_pos	0.0	0.0	0.0	0.0	0.6808252339231202	0.0	0.0	0.0	0.0	0.0	0.09446319500936408
NH4t3r_neg	0.0	0.0	0.0	0.0	0.6808252339231202	0.0	0.0	0.0	0.0	0.0	0.09446319500936408
NH4tn_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH4tn_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH4tp_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH4tp_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NICRNS_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NICRNTtn_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NICRNTtn_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NIFEDIPINEte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NIFEDIPINEte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKCC2t_pos	1.0208259033934328	0.22294834124989413	1.2589660999091097	0.7150699632500537	1.2020928066803809	1.6026142790964542	0.5957809540209187	0.45794942059542276	0.862673919568506	0.7205209594806921	1.9296977322321478
NKCC2t_neg	1.0208259033934328	0.22294834124989413	1.2589660999091097	0.7150699632500537	1.2020928066803809	1.6026142790964542	0.5957809540209187	0.45794942059542276	0.862673919568506	0.7205209594806921	1.9296977322321478
NKCCt_pos	1.0208259033934328	0.22294834124989413	1.2589660999091097	0.7150699632500537	1.2020928066803809	1.6026142790964542	0.5957809540209187	0.45794942059542276	0.862673919568506	0.7205209594806921	1.9296977322321478
NKCCt_neg	1.0208259033934328	0.22294834124989413	1.2589660999091097	0.7150699632500537	1.2020928066803809	1.6026142790964542	0.5957809540209187	0.45794942059542276	0.862673919568506	0.7205209594806921	1.9296977322321478
NMNATm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMNATn_pos	1.7290387148852229	2.130512100086386	2.510896422979288	1.2695676114517094	2.0990405248055466	2.635968723626569	2.4924328729476586	1.8393712094290178	2.174647408693507	0.7785137737999642	2.515850448919749
NMNATr_pos	0.2932030594723908	0.3531049539449546	0.21770651490090095	0.013179894880617467	0.04264325468646936	0.1448625161080261	0.051320456142792736	0.17994366397634912	0.3745063363794588	0.4398582534892799	0.18174839888075933
NMNATr_neg	0.2932030594723908	0.3531049539449546	0.21770651490090095	0.013179894880617467	0.04264325468646936	0.1448625161080261	0.051320456142792736	0.17994366397634912	0.3745063363794588	0.4398582534892799	0.18174839888075933
NMNS_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMNtn_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMNtn_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMPTRCOX_pos	3.8171048306499435	2.1977966211462667	3.7511828353349284	3.6666179819922844	1.1347087892186778	3.7379389092730166	4.112960239725084	0.0	3.355790093277295	2.6422678888945117	3.5612561900185824
NNATm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NNATn_pos	1.7290387148852229	2.130512100086386	2.510896422979288	1.2695676114517094	2.0990405248055466	2.635968723626569	2.4924328729476586	1.8393712094290178	2.174647408693507	0.7785137737999642	2.515850448919749
NNATr_pos	1.823923111459051	2.2191020531765577	2.551546701610326	1.2750490430258925	2.109107392191078	2.660278039068575	2.5016872497911704	1.8919556860278544	2.266381769361907	1.050908336997309	2.54932532209644
NNMT_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORANMT_pos	0.0	0.0	0.5836216381571243	0.0	4.8457926474507635	0.0	0.0	0.0	0.0	0.0	0.0
NOS1_pos	0.0	0.0	0.0	0.0	1.1889025230423578	0.03136809537579141	0.030733458751267075	0.718114188941196	0.0	0.0	0.0
NOS2_pos	0.0	0.0	0.0	0.0	1.1889025230423578	0.03136809537579141	0.030733458751267075	0.718114188941196	0.0	0.0	0.0
NOt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOt_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NP1_pos	0.28307021009580974	0.6782480492270095	0.0	0.0	1.0877652473166408	1.1301306656417858	0.3686222979442108	0.0	0.13892802589145076	0.0	1.7671972926533996
NPTHLte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPTHLte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRPPHRSFt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRPPHRSULT_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRPPHRt4_2_r_pos	0.0	0.0	0.0	0.0	1.141089091008176	0.0	0.0	0.0	0.0	0.0	0.0
NRPPHRt4_2_r_neg	0.0	0.0	0.0	0.0	1.141089091008176	0.0	0.0	0.0	0.0	0.0	0.0
NRPPHRtu_pos	0.2923853446369924	0.61656667877576	0.27981618660557644	0.4671211165518536	0.7878436826540864	1.4980359502207288	0.3630486943753545	0.24425232240168646	0.0	0.0	0.6829747268942451
NRPPHRtu_neg	0.2923853446369924	0.61656667877576	0.27981618660557644	0.4671211165518536	0.7878436826540864	1.4980359502207288	0.3630486943753545	0.24425232240168646	0.0	0.0	0.6829747268942451
NRPPHRVESSEC_pos	3.1823945032660204	1.80510545699556	2.9111442783182753	1.5623275791261078	0.924190454394181	2.876220580917229	2.8110354761930685	2.083623259769369	2.9428638954965107	1.4565086106569578	2.770773346570895
NRVNCCOAtx_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRVNCCOAtx_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRVNCCPT1_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRVNCCPT2_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRVNCCRNt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRVNCt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRVNCt_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NS26T2g_pos	1.6659728234037867	0.0	1.3586550843370282	2.3903045572097734	1.2692426686269949	0.0	1.3903390426968254	0.0	2.1021847731573304	0.0	0.4673167333390581
NS26Tg_pos	1.6659728234037867	0.0	1.3586550843370282	2.3903045572097734	1.2692426686269949	0.0	1.3903390426968254	0.0	2.1021847731573304	0.0	0.4673167333390581
NT5C_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD1_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTD10_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD11_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD12_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTD1m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTD2_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTD2e_pos	4.456273854903808	5.855406602165443	4.641189768901099	4.522136674949909	4.612447929932245	6.7560802900631325	4.246537159352133	5.815760672384155	4.9989243002963875	5.197580227296006	6.489721874057875
NTD2l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTD2m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTD3_pos	4.456273854903808	5.855406602165443	4.641189768901099	4.522136674949909	4.616039993721491	6.7560802900631325	4.246537159352133	5.815760672384155	4.9989243002963875	5.197580227296006	6.489721874057875
NTD3l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTD4_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD4e_pos	4.456273854903808	5.855406602165443	4.641189768901099	4.522136674949909	4.612447929932245	6.7560802900631325	4.246537159352133	5.815760672384155	4.9989243002963875	5.197580227296006	6.489721874057875
NTD4l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTD5_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD5l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTD5m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTD6_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD6l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTD7_pos	1.9425621372292328	1.7044878448925083	1.863269027720589	0.950047211883906	1.3165447493064804	1.7122757325204687	2.0402892945249937	1.9924940664328252	1.6639325529810247	1.5324484947039372	1.9224032156924382
NTD7e_pos	4.456273854903808	5.855406602165443	4.641189768901099	4.522136674949909	4.612447929932245	6.7560802900631325	4.246537159352133	5.815760672384155	4.9989243002963875	5.197580227296006	6.489721874057875
NTD7l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTD8_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD8l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTD9_pos	4.632022475508653	5.910630194685814	4.786185894453068	4.579495444837031	4.697790873964279	6.786153317218894	4.465646600850915	5.890117724257963	5.093599902418809	5.270136801618435	6.533838734873317
NTD9e_pos	4.456273854903808	5.855406602165443	4.641189768901099	4.522136674949909	4.612447929932245	6.7560802900631325	4.246537159352133	5.815760672384155	4.9989243002963875	5.197580227296006	6.489721874057875
NTD9l_pos	4.150613190958192	4.286510113120276	3.979900839109475	3.4703131590872025	3.1011181766963762	4.592919633152236	4.250721345567158	3.597946877466247	4.515252250850408	4.430746791301986	4.707150073322191
NTMELYStner_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTP3e_pos	7.003393298228713	6.772563449561286	7.001889593035442	6.587549723215199	6.803776341174748	7.127242115635363	7.116170194256433	7.123201711187619	7.002473252150295	6.7564443021685445	6.8325951405478005
NTPP10_pos	5.278755039681847	4.840372715386291	5.157793544825686	5.080357950690285	5.187932608125039	5.053668791270014	4.769501349265955	4.8827193742243455	4.87375505785676	5.5062240947581635	4.9933055584117385
NTPP11_pos	5.278755039681847	4.840372715386291	5.157793544825686	5.080357950690285	5.187932608125039	5.053668791270014	4.769501349265955	4.8827193742243455	4.87375505785676	5.5062240947581635	4.9933055584117385
NTPP9_pos	5.278755039681847	4.840372715386291	5.157793544825686	5.080357950690285	5.187932608125039	5.053668791270014	4.769501349265955	4.8827193742243455	4.87375505785676	5.5062240947581635	4.9933055584117385
O16G1e_pos	0.0	0.0	0.0	0.0	0.2466004791604009	0.0	0.0	0.0	0.0	0.0	0.0
O16G2e_pos	0.0	0.0	0.0	0.0	0.2466004791604009	0.0	0.0	0.0	0.0	0.0	0.0
O2St_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2St_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2Stm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2Stm_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2Stn_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2Stn_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2Stx_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2Stx_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2t_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2t_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2ter_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2ter_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2tm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2tm_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2tn_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2tn_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2tp_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2tp_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGD3te_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGD3te_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGD3tg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGD3tg_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGT3te_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGT3te_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGT3tg_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAGT3tg_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OBDHc_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCCOAtm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCCOAtx_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCCOAtx_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCDCAtr_pos	1.0429429975918283	0.848572001642201	1.2645602975713932	0.0	2.9554115013541034	0.3383679404755332	1.085417169448242	0.0	0.3445086160467623	0.12630370015384862	0.9383252238803065
OCDCAtr_neg	1.0429429975918283	0.848572001642201	1.2645602975713932	0.0	2.9554115013541034	0.3383679404755332	1.085417169448242	0.0	0.3445086160467623	0.12630370015384862	0.9383252238803065
OCDCEAtr_pos	1.0429429975918283	0.848572001642201	1.2645602975713932	0.0	2.9554115013541034	0.3383679404755332	1.085417169448242	0.0	0.3445086160467623	0.12630370015384862	0.9383252238803065
OCDCEAtr_neg	1.0429429975918283	0.848572001642201	1.2645602975713932	0.0	2.9554115013541034	0.3383679404755332	1.085417169448242	0.0	0.3445086160467623	0.12630370015384862	0.9383252238803065
OCOAT1m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCTAt_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OCTAt_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ODECOAtx_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ODECOAtx_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OIVD1m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OIVD2m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OIVD3m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OMEPRAZOLEte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OMEPRAZOLEte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OMPDC_pos	5.37787688683199	5.141903242238379	5.42530188208817	6.196241690158428	5.03401693482799	5.425402657328176	5.503819010490397	5.888355261757406	5.3089405236752345	5.552716443568109	5.452097120746412
ONPTHLte_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ONPTHLte_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OPAHir_pos	1.9637154958864074	0.9201605333785079	1.818713798945967	1.3827348910104498	1.2224052575554198	1.3946898069574039	1.4637840662610895	0.23100688338055653	1.844976266497283	0.2639190920794758	1.5113698446219983
ORETNF_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORETNF2_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORETNtn_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORETNtn_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORETNtn2_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORETNtn2_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNDC_pos	7.260465624032213	8.423660209324568	7.827137909261593	7.572634569959691	8.416614328109802	8.534634469640926	6.978482038235413	8.167599324908455	8.070215388389272	7.83027721317651	9.085789398208894
ORNt3m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNt3m_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNTArm_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNTArm_neg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORNtiDF_pos	3.2308321683909904	2.6564231477460982	3.102794595798697	2.786091495058433	3.007923794744075	3.2496050806048364	3.6481355801529918	3.5991730207957473	3.2119441932296438	2.3990927901394414	3.346260506767865
ORPT_pos	5.37787688683199	5.141903242238379	5.42530188208817	6.196241690158428	5.03401693482799	5.425402657328176	5.503819010490397	5.888355261757406	5.3089405236752345	5.552716443568109	5.452097120746412
ORPT_neg	5.37787688683199	5.141903242238379	5.42530188208817	6.196241690158428	5.03401693482799	5.425402657328176	5.503819010490397	5.888355261757406	5.3089405236752345	5.552716443568109	5.452097120746412
OXAHCOtex_pos	4.591862106611974	5.06547249008319	4.601134605099069	3.372248543346785	3.7859978359729203	5.45326746058844	4.90266867972015	5.12116163266456	4.94300976668369	3.667956478663563	6.0255689389018405
OXAtp_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45011A1m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45011B11m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45011B12m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45011B21m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45017A1r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45017A2r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45017A3r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45017A4r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45019A1r_pos	0.0	0.0	0.0	0.0	0.2690041761295912	0.0	0.0	0.0	0.0	0.0	0.0
P45019A2r_pos	0.0	0.0	0.0	0.0	0.2690041761295912	0.0	0.0	0.0	0.0	0.0	0.0
P4501B1r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45021A1r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45021A2r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45027A11m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45027A12m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45027A13m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45027A14m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45027A15m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45027A16m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P45027A1m_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4502A6_pos	0.0	0.0	0.0	0.0	0.2009474266795476	0.0	0.0	0.0	0.0	0.0	0.0
P4502C18_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4502C19_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4502C8_pos	0.0	0.0	0.0	0.0	0.5281455855135865	0.0	0.0	0.0	0.0	0.0	0.0
P4502C9_pos	0.0	0.0	0.0	0.0	0.7746952115754963	0.0	0.0	0.0	0.0	0.0	0.0
P4502C92_pos	0.0	0.0	0.0	0.0	0.7746952115754963	0.0	0.0	0.0	0.0	0.0	0.0
P4502C93_pos	0.0	0.0	0.0	0.0	0.7746952115754963	0.0	0.0	0.0	0.0	0.0	0.0
P4502C94_pos	0.0	0.0	0.0	0.0	0.7746952115754963	0.0	0.0	0.0	0.0	0.0	0.0
P4502D6_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4502E1_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4502F1_pos	0.0	0.0	0.0	0.0	0.12378427544922674	0.0	0.0	0.0	0.0	0.0	0.0
P45039A1r_pos	0.23974375688676725	0.0	0.5783666965607667	0.0	0.23386225582149223	0.1552249146146484	0.4264610777788093	0.3818844562288325	0.10267522862624323	0.2284523893545293	0.237555677625961
P4503A4_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4503A43r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4503A5_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4503A7r_pos	0.0	0.0	0.0	0.0	0.1188758858466217	0.042981506261304106	0.0	0.04501452317999347	0.0	0.0	0.143826501806593
P45046A1r_pos	0.0	0.0	0.0	0.0	0.28824096815713673	0.04424895839824335	0.08545011055325645	0.0	0.1313855106265895	0.0	0.0
P4504B1r_pos	0.0	0.0	0.0	0.0	0.12378427544922674	0.0	0.0	0.0	0.0	0.0	0.0
P4504F121r_pos	0.10748035132829924	0.0	0.0	0.0	0.0	0.190780966946543	0.0	0.0	0.0	0.1021967095729029	0.0
P4504F122r_pos	4.6578320552029675	4.45049434734724	5.30071082262049	4.556580203842827	4.739118318868209	4.696948663864087	4.741349464638384	4.7570504945124785	4.811764933264798	4.2205591513487635	4.795324308042274
P4504F123r_pos	0.10748035132829924	0.0	0.0	0.0	0.0	0.190780966946543	0.0	0.0	0.0	0.1021967095729029	0.0
P4504F81r_pos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4507A1r_pos	0.0	0.0	0.0	0.0	0.576999624088776	0.0	0.2260143295202475	0.0	0.0	0.0	0.0
P4507B11r_pos	0.0	0.0	0.0	0.0	0.060916382680049244	0.0	0.0	0.0	0.0	0.0	0.0
