	WT.EPA.b_S127_L007_R1_001	Ob.911.a_S124_L007_R1_001	Ob.b_S131_L007_R1_001	WT.1012.b_S130_L007_R1_001
r0974_neg	0.0	0.0	0.0	0.0
r0975_pos	0.0	0.0	0.0	0.0
r0983_pos	8.877897589486892	9.067972077885702	8.744699314207837	8.837722533023305
r0984_pos	8.877897589486892	9.067972077885702	8.744699314207837	8.837722533023305
r0984_neg	8.877897589486892	9.067972077885702	8.744699314207837	8.837722533023305
r0986_pos	0.0	0.0	0.0	0.0
r0987_pos	0.0	0.0	0.0	0.0
r0987_neg	0.0	0.0	0.0	0.0
r0988_pos	0.0	0.0	0.0	0.0
r0989_pos	0.0	0.0	0.0	0.0
r0989_neg	0.0	0.0	0.0	0.0
r0990_pos	0.0	0.0	0.0	0.0
r0990_neg	0.0	0.0	0.0	0.0
r0993_pos	0.0	0.0	0.0	0.0
r0994_pos	0.0	0.0	0.0	0.0
r0994_neg	0.0	0.0	0.0	0.0
r0995_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
r0995_neg	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
r0997_pos	8.560447480918532	8.172327491657617	9.526440552042954	8.477677327565306
r0998_pos	0.0	0.0	0.0	0.0
r0998_neg	0.0	0.0	0.0	0.0
r0999_pos	0.0	0.0	0.0	0.0
r0999_neg	0.0	0.0	0.0	0.0
r1007_pos	0.0	0.0	0.0	0.0
r1007_neg	0.0	0.0	0.0	0.0
r1008_pos	0.0	0.0	0.0	0.0
r1010_pos	0.0	0.0	0.0	0.0
r1010_neg	0.0	0.0	0.0	0.0
r1011_pos	0.0	0.0	0.0	0.0
r1012_pos	0.0	0.0	0.0	0.0
r1013_pos	0.0	0.0	0.0	0.0
r1014_pos	0.0	0.0	0.0	0.0
r1015_pos	8.796136975288142	9.044120855783266	9.364484887464926	8.90743150483471
r1017_pos	0.0	0.0	0.0	0.0
r1018_pos	0.0	0.0	0.0	0.0
r1018_neg	0.0	0.0	0.0	0.0
r1019_pos	0.0	0.0	0.0	0.0
r1019_neg	0.0	0.0	0.0	0.0
r1020_pos	0.0	0.0	0.0	0.0
r1020_neg	0.0	0.0	0.0	0.0
r1021_pos	0.0	0.0	0.0	0.0
r1021_neg	0.0	0.0	0.0	0.0
r1024_pos	0.0	0.0	0.0	0.0
r1025_pos	0.0	0.0	0.0	0.0
r1026_pos	7.8640003779685	7.714588975599155	6.822985018546877	7.841658689825639
r1028_pos	7.8640003779685	7.714588975599155	6.822985018546877	7.841658689825639
r1029_pos	0.0	0.0	0.0	0.0
r1030_pos	0.0	0.0	0.0	0.0
r1030_neg	0.0	0.0	0.0	0.0
r1043_pos	0.12432813500220177	0.46466826700344427	0.9107326619029126	0.23878685958711648
r1044_pos	0.12432813500220177	0.46466826700344427	0.9107326619029126	0.23878685958711648
r1045_pos	0.47508488294878287	0.6135316529179271	0.28688114778816154	0.9107326619029126
r1050_pos	0.0	0.0	0.0	0.0
r1050_neg	0.0	0.0	0.0	0.0
r1051_pos	0.0	0.0	0.0	0.0
r1051_neg	0.0	0.0	0.0	0.0
r1052_pos	0.0	0.0	0.0	0.0
r1059_pos	8.540786741527597	9.351557662450427	8.57228336665041	8.23510474425706
r1061_pos	0.0	0.0	0.0	0.0
r1062_pos	0.0	0.0	0.0	0.0
r1063_pos	0.0	0.0	0.0	0.0
r1064_pos	0.0	0.0	0.0	0.0
r1067_pos	0.0	0.0	0.0	0.0
r1068_pos	0.0	0.0	0.0	0.0
r1071_pos	0.0	0.0	0.0	0.0
r1073_pos	0.0	0.0	0.0	0.0
r1074_pos	0.0	0.0	0.0	0.0
r1076_pos	0.0	0.0	0.0	0.0
r1077_pos	0.0	0.0	0.0	0.0
r1078_pos	0.0	0.0	0.0	0.0
r1080_pos	0.0	0.0	0.0	0.0
r1088_pos	0.0	0.0	0.0	0.0
r1088_neg	0.0	0.0	0.0	0.0
r1090_pos	0.5753123306874368	0.4005379295837288	0.18903382439001715	1.207892851641333
r1106_pos	0.0	0.0	0.0	0.0
r1106_neg	0.0	0.0	0.0	0.0
r1109_pos	0.0	0.0	0.0	0.0
r1109_neg	0.0	0.0	0.0	0.0
r1116_pos	0.0	0.0	0.0	0.0
r1116_neg	0.0	0.0	0.0	0.0
r1117_pos	0.0	0.0	0.0	0.0
r1117_neg	0.0	0.0	0.0	0.0
r1135_pos	4.265286857565172	4.7230123963923685	3.3348542693316325	3.5861642459309095
r1135_neg	4.265286857565172	4.7230123963923685	3.3348542693316325	3.5861642459309095
r1140_pos	0.0	0.0	0.0	0.0
r1143_pos	9.553763670429682	9.89634754228845	9.187327326932675	9.303872055100388
r1144_pos	9.553763670429682	9.89634754228845	9.187327326932675	9.303872055100388
r1147_pos	0.0	0.0	0.0	0.0
r1147_neg	0.0	0.0	0.0	0.0
r1148_pos	0.0	0.0	0.0	0.0
r1148_neg	0.0	0.0	0.0	0.0
r1150_pos	0.0	0.0	0.0	0.0
r1154_pos	6.611172380044005	7.2508194944154125	7.093391153253013	6.531888264340624
r1154_neg	6.611172380044005	7.2508194944154125	7.093391153253013	6.531888264340624
r1155_pos	5.37851162325373	6.662205499653616	7.130416117959965	5.1945598860226125
r1156_pos	4.5963388642052	5.994353436858858	5.738767836800192	4.868884273028773
r1156_neg	4.5963388642052	5.994353436858858	5.738767836800192	4.868884273028773
r1159_pos	0.0	0.0	0.0	0.0
r1159_neg	0.0	0.0	0.0	0.0
r1162_pos	0.0	0.0	0.0	0.0
r1163_pos	8.796136975288142	9.044120855783266	9.364484887464926	8.90743150483471
r1164_pos	1.2387868595871168	1.9855004303048849	1.4594316186372973	1.4276061727818994
r1167_pos	1.2387868595871168	1.9855004303048849	1.4594316186372973	1.4276061727818994
r1168_pos	1.2387868595871168	1.9855004303048849	1.4594316186372973	1.4276061727818994
r1172_pos	0.0	0.0	0.0	0.0
r1173_pos	0.0	0.0	0.0	0.0
r1177_pos	0.0	0.0	0.0	0.0
r1178_pos	0.0	0.0	0.0	0.0
r1179_pos	0.0	0.0	0.0	0.0
r1180_pos	0.0	0.0	0.0	0.0
r1251_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1252_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1253_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1254_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1255_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1257_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1259_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1260_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1262_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1291_pos	0.0	0.0	0.0	0.0
r1291_neg	0.0	0.0	0.0	0.0
r1292_pos	0.0	0.0	0.0	0.0
r1292_neg	0.0	0.0	0.0	0.0
r1298_pos	0.0	0.0	0.0	0.0
r1299_pos	0.0	0.0	0.0	0.0
r1301_pos	0.0	0.0	0.0	0.0
r1302_pos	0.0	0.0	0.0	0.0
r1302_neg	0.0	0.0	0.0	0.0
r1303_pos	0.0	0.0	0.0	0.0
r1304_pos	0.0	0.0	0.0	0.0
r1318_pos	0.0	0.0	0.0	0.0
r1318_neg	0.0	0.0	0.0	0.0
r1364_pos	0.0	0.0	0.0	0.0
r1365_pos	0.0	0.0	0.0	0.0
r1367_pos	0.0	0.0	0.0	0.0
r1368_pos	0.0	0.0	0.0	0.0
r1374_pos	0.0	0.0	0.0	0.0
r1375_pos	0.0	0.0	0.0	0.0
r1377_pos	0.0	0.0	0.0	0.0
r1377_neg	0.0	0.0	0.0	0.0
r1378_pos	8.216212326092542	8.549938649861273	8.345050351100031	8.181003133392295
r1378_neg	8.216212326092542	8.549938649861273	8.345050351100031	8.181003133392295
r1380_pos	7.354381632113322	9.27153305994443	8.704145732143813	6.904845328560796
r1380_neg	7.354381632113322	9.27153305994443	8.704145732143813	6.904845328560796
r1381_pos	7.359134582065828	7.214804794948052	6.726013748860151	7.262000855660977
r1381_neg	7.359134582065828	7.214804794948052	6.726013748860151	7.262000855660977
r1384_pos	0.0	0.0	0.0	0.0
r1384_neg	0.0	0.0	0.0	0.0
r1396_pos	0.0	0.0	0.0	0.0
r1397_pos	0.0	0.0	0.0	0.0
r1400_pos	0.0	0.0	0.0	0.0
r1401_pos	0.0	0.0	0.0	0.0
r1418_pos	0.0	0.0	0.0	0.0
r1418_neg	0.0	0.0	0.0	0.0
r1421_pos	0.0	0.0	0.0	0.0
r1421_neg	0.0	0.0	0.0	0.0
r1423_pos	0.0	0.0	0.0	0.0
r1427_pos	0.0	0.0	0.0	0.0
r1428_pos	0.0	0.0	0.0	0.0
r1428_neg	0.0	0.0	0.0	0.0
r1429_pos	0.0	0.0	0.0	0.0
r1429_neg	0.0	0.0	0.0	0.0
r1431_pos	1.7019186470670054	2.7019186470670054	1.7570232465074598	1.5913602719193067
r1432_pos	1.7019186470670054	2.7019186470670054	1.7570232465074598	1.5913602719193067
r1433_pos	6.134836993449116	6.905928478173135	6.35860724911781	5.895302621333307
r1434_pos	0.0	0.0	0.0	0.0
r1435_pos	0.0	0.0	0.0	0.0
r1436_pos	0.0	0.0	0.0	0.0
r1437_pos	0.0	0.0	0.0	0.0
r1440_pos	0.0	0.0	0.0	0.0
r1441_pos	0.0	0.0	0.0	0.0
r1443_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1444_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1445_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1446_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1447_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1448_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1449_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1450_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1451_pos	9.304145941202945	9.884674229432378	10.57357145348239	9.130544823146002
r1453_pos	7.039577103060678	7.55596949459953	6.658497136656478	6.7546203116745325
r1453_neg	7.039577103060678	7.55596949459953	6.658497136656478	6.7546203116745325
r1454_pos	5.37851162325373	6.662205499653616	7.130416117959965	5.1945598860226125
r1455_pos	0.0	0.0	0.0	0.0
r1456_pos	0.0	0.0	0.0	0.0
r1459_pos	0.0	0.0	0.0	0.0
r1459_neg	0.0	0.0	0.0	0.0
r1464_pos	0.0	0.0	0.0	0.0
r1464_neg	0.0	0.0	0.0	0.0
r1466_pos	0.0	0.0	0.0	0.0
r1466_neg	0.0	0.0	0.0	0.0
r1467_pos	0.0	0.0	0.0	0.0
r1467_neg	0.0	0.0	0.0	0.0
r1468_pos	0.0	0.0	0.0	0.0
r1468_neg	0.0	0.0	0.0	0.0
r1487_pos	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1487_neg	10.321003572208994	10.589866458065202	11.220668530533988	10.346956889378884
r1488_pos	0.0	0.0	0.0	0.0
r1488_neg	0.0	0.0	0.0	0.0
r1492_pos	0.0	0.0	0.0	0.0
r1493_pos	0.0	0.0	0.0	0.0
r1495_pos	8.796136975288142	9.044120855783266	9.364484887464926	8.90743150483471
r1497_pos	8.796136975288142	9.044120855783266	9.364484887464926	8.90743150483471
r1498_pos	8.796136975288142	9.044120855783266	9.364484887464926	8.90743150483471
r1499_pos	8.796136975288142	9.044120855783266	9.364484887464926	8.90743150483471
r1500_pos	8.796136975288142	9.044120855783266	9.364484887464926	8.90743150483471
r1512_pos	0.0	0.0	0.0	0.0
r1514_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1515_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1516_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1517_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1518_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1519_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1520_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1521_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1522_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1523_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1525_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1527_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1528_pos	0.0	0.0	0.0	0.0
r1529_pos	4.714245517666122	5.019701914442548	4.79960542245267	4.615887073916057
r1530_pos	2.127633279725874	2.538538163629804	1.6276068381296498	1.6959938131099002
r1536_pos	0.7824085649273732	2.7398481026993275	2.4724877714627436	0.6690267655096306
r1538_pos	0.0	0.16349873228287956	0.0	0.0
r1540_pos	4.826802684285827	5.555202633878297	4.221103725367875	4.491211756003092
r1544_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1544_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1546_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1546_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1547_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1547_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1548_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1548_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1549_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1549_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1551_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1551_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1552_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1552_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1553_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1553_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1554_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1554_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1556_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1556_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1557_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1557_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1559_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1559_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1560_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1560_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1561_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1561_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1562_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1562_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1563_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1563_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1564_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1564_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1565_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1565_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1566_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1566_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1567_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1567_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1568_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1568_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1569_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1569_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1570_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1570_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1571_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1571_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1573_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1573_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1574_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1574_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1575_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1575_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1576_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1576_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1578_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1578_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1579_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1579_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1580_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1580_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1581_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1581_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1583_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1583_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1584_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1584_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1585_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1585_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1586_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1586_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1587_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1587_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1588_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1588_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1589_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1589_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1590_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1590_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1591_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1591_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1592_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1592_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1593_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1593_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1594_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1594_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1595_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1595_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1596_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1596_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1597_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1597_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1598_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1598_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1599_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1599_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1600_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1600_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1602_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1602_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1603_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1603_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1604_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1604_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1605_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1605_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1606_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1606_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1607_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1607_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1608_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1608_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1609_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1609_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1610_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1610_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1611_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1611_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1612_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1612_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1613_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1613_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1614_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1614_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1615_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1615_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1616_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1616_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1617_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1617_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1618_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1618_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1619_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1619_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1620_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1620_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1621_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1621_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1622_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1622_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1623_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1623_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1624_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1624_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1625_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1625_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1626_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1626_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1627_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1627_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1628_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1628_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1629_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1629_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1630_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1630_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1631_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1631_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1632_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1632_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1633_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1633_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1634_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1634_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1635_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1635_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1636_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1636_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1637_pos	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
r1637_neg	0.7824085649273732	0.9708536543404835	1.0285691521967708	1.2630344058337937
