	Treg_Spleen_Treg5_L2	Tcon_Spleen_Tcon5_L1	exTreg_Spleen_exTreg8_L2	Tcon_Lymph_Tcon9_L1	exTreg_Lymph_exTreg2_L2
SUCCtp_pos	0.0	0.0	0.0	0.0	0.0
SUCCtp_neg	0.0	0.0	0.0	0.0	0.0
SUCD1m_pos	0.0	0.0	0.0	0.0	0.0
SUCD1m_neg	0.0	0.0	0.0	0.0	0.0
SUCOAS1m_pos	0.0	0.0	0.0	0.0	0.0
SUCOAS1m_neg	0.0	0.0	0.0	0.0	0.0
SUCOASm_pos	0.0	0.0	0.0	0.0	0.0
SUCOASm_neg	0.0	0.0	0.0	0.0	0.0
SUCRe_pos	0.0	0.0	0.0	0.0	0.0
SULFOX_pos	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLm_pos	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLm_neg	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLx_pos	0.0	0.0	0.0	0.0	0.0
T2M26DCOAHLx_neg	0.0	0.0	0.0	0.0	0.0
T4HCINNMFM_pos	0.0	0.0	0.0	0.0	0.0
T4HCINNOX_pos	0.0	0.02163935740457056	0.0	0.0	0.0
TAGAT_Dt_pos	0.0	0.0	0.0	0.0	0.0
TAGt_pos	0.0	0.0	0.0	0.0	0.0
TAGt_neg	0.0	0.0	0.0	0.0	0.0
TALA_pos	8.149927795584762	8.099539127749438	8.586906482080623	7.8687872982719815	8.166394613481552
TALA_neg	8.149927795584762	8.099539127749438	8.586906482080623	7.8687872982719815	8.166394613481552
TAURt4_2_r_pos	4.4936526191937665	4.260744266634023	3.5029546856680605	4.620579078492839	3.2454084077072642
TAURt4_2_r_neg	4.4936526191937665	4.260744266634023	3.5029546856680605	4.620579078492839	3.2454084077072642
TAURtcx_pos	4.4936526191937665	4.260744266634023	3.5029546856680605	4.620579078492839	3.2454084077072642
TAURtcx_neg	4.4936526191937665	4.260744266634023	3.5029546856680605	4.620579078492839	3.2454084077072642
TAXOLte_pos	0.0	0.0	0.0	0.0	0.0
TAXOLte_neg	0.0	0.0	0.0	0.0	0.0
TCHOLAt_pos	1.7936741839288164	1.5889359517978094	2.096060515910595	0.8583425246232778	0.5491137186236219
TCHOLAt_neg	1.7936741839288164	1.5889359517978094	2.096060515910595	0.8583425246232778	0.5491137186236219
TCHOLAt2_pos	1.8373856445021486	1.95525551712088	1.8914340667493268	2.059968725584483	1.79482952103066
TCHOLAt3_pos	2.0336577458810856	1.039153061582999	1.4806638320007766	0.4454121382362423	0.6046696845191498
TCHOLAte_pos	0.0	0.0	0.0	0.0	0.0
TCHOLAte_neg	0.0	0.0	0.0	0.0	0.0
TCHOLAtx_pos	0.0	0.0	0.0	0.0	0.0
TCHOLAtx_neg	0.0	0.0	0.0	0.0	0.0
TCYNTt_pos	0.0	0.0	0.0	0.0	0.0
TCYNTtm_pos	0.0	0.0	0.0	0.0	0.0
TDCHOLAte_pos	0.0	0.0	0.0	0.0	0.0
TDCHOLAte_neg	0.0	0.0	0.0	0.0	0.0
TDCHOLAtx_pos	0.0	0.0	0.0	0.0	0.0
TDCHOLAtx_neg	0.0	0.0	0.0	0.0	0.0
TDP_pos	0.0	0.0	0.0	0.0	0.0
TDPDRE_pos	0.0	0.0	0.0	0.0	0.0
TDPDRR_pos	0.0	0.0	0.0	0.0	0.0
TDPGDH_pos	3.9910324381028013	4.000127524998514	4.508543549488745	4.333134322687032	4.087518960147297
TDPm_pos	0.0	0.0	0.0	0.0	0.0
TETHEX3COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETHEX3COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETHEX3t_pos	0.0	0.0	0.0	0.0	0.0
TETHEX3t_neg	0.0	0.0	0.0	0.0	0.0
TETPENT3COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETPENT3CPT1_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3CPT2_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3CRNt_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3t_pos	0.0	0.0	0.0	0.0	0.0
TETPENT3t_neg	0.0	0.0	0.0	0.0	0.0
TETPENT6COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETPENT6CPT1_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6CPT2_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6CRNt_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6t_pos	0.0	0.0	0.0	0.0	0.0
TETPENT6t_neg	0.0	0.0	0.0	0.0	0.0
TETTET6COAtx_pos	0.0	0.0	0.0	0.0	0.0
TETTET6COAtx_neg	0.0	0.0	0.0	0.0	0.0
TETTET6CPT1_pos	0.0	0.0	0.0	0.0	0.0
TETTET6CPT2_pos	0.0	0.0	0.0	0.0	0.0
TETTET6CRNt_pos	0.0	0.0	0.0	0.0	0.0
TETTET6t_pos	0.0	0.0	0.0	0.0	0.0
TETTET6t_neg	0.0	0.0	0.0	0.0	0.0
THBPT4ACAMDASE_pos	1.1375765517803345	0.2726901740824731	1.34741255477925	0.8139374610200952	2.5826971083070016
THCHOLSTOICtm_pos	0.0	0.0	0.0	0.0	0.0
THCHOLSTOICtm_neg	0.0	0.0	0.0	0.0	0.0
THD1m_pos	0.0	0.0	0.0	0.0	0.0
THFt2_pos	4.231018498979776	3.492873924646815	4.234124098926581	4.5965198636644145	4.166802354282163
THFt2_neg	4.231018498979776	3.492873924646815	4.234124098926581	4.5965198636644145	4.166802354282163
THFtl_pos	0.0	0.0	0.0	0.0	0.0
THFtl_neg	0.0	0.0	0.0	0.0	0.0
THFtm_pos	0.0	0.0	0.0	0.0	0.0
THFtm_neg	0.0	0.0	0.0	0.0	0.0
THMDt4_pos	0.0	0.10395214309830725	0.36729201050455146	0.0	0.02464855489806731
THMMPt4_pos	4.231018498979776	3.492873924646815	4.234124098926581	4.5965198636644145	4.166802354282163
THMMPt4_neg	4.231018498979776	3.492873924646815	4.234124098926581	4.5965198636644145	4.166802354282163
THMMPtm_pos	0.0	0.0	0.0	0.0	0.0
THMMPtm_neg	0.0	0.0	0.0	0.0	0.0
THMP_pos	0.0	0.0	0.0	0.0	0.0
THMPPtm_pos	0.0	0.0	0.0	0.0	0.0
THMt2m_pos	0.0	0.0	0.0	0.0	0.0
THMt3_pos	2.543183116793558	2.5751305067345025	2.2029941458993654	2.4526182714832663	0.0
THMt3_neg	2.543183116793558	2.5751305067345025	2.2029941458993654	2.4526182714832663	0.0
THMTP_pos	3.105253217071973	3.4116619118644547	3.955647782856892	3.036597831125483	1.9873267262064633
THMTPt_pos	4.231018498979776	3.492873924646815	4.234124098926581	4.5965198636644145	4.166802354282163
THP2Ctp_pos	0.0	0.0	0.0	0.0	0.0
THP2Ctp_neg	0.0	0.0	0.0	0.0	0.0
THRALANaEx_pos	7.795309684995387	7.344850692356216	7.560446908747085	7.17661701135712	6.472204684763002
THRASNNaEx_pos	7.765258736246232	7.330283918578399	7.546693235415059	7.163579018201613	6.443355060752013
THRCYSNaEx_pos	7.795309684995387	7.344850692356216	7.560446908747085	7.17661701135712	6.472204684763002
THRD_L_pos	0.0	0.0	0.0	0.0	0.0
THRGLNexR_pos	6.708644865677446	6.178609875475721	6.419339890022668	6.288103951029181	6.228081914406889
THRGLNexR_neg	6.708644865677446	6.178609875475721	6.419339890022668	6.288103951029181	6.228081914406889
THRGLNNaEx_pos	7.765258736246232	7.330283918578399	7.546693235415059	7.163579018201613	6.443355060752013
THRGLYexR_pos	6.708644865677446	6.178609875475721	6.419339890022668	6.288103951029181	6.228081914406889
THRGLYexR_neg	6.708644865677446	6.178609875475721	6.419339890022668	6.288103951029181	6.228081914406889
THRS_pos	2.62360236988828	2.5107326588451544	0.872302571696055	3.161645767755432	0.0
THRSERNaEx_pos	7.795309684995387	7.344850692356216	7.560446908747085	7.17661701135712	6.472204684763002
THRt4_pos	8.310020211241204	8.413781006458136	6.878355604482185	8.078263561810356	6.654182505526945
THYMDt1_pos	6.567943950506807	6.024576579299519	6.596805790453131	6.393691493427745	6.5794229777036914
THYMDtl_pos	2.934739037446392	2.9370092292888055	2.7549479872209495	3.080392728662777	2.3424186959353657
THYMDtl_neg	2.934739037446392	2.9370092292888055	2.7549479872209495	3.080392728662777	2.3424186959353657
THYMDtm_pos	6.465145386926891	5.862557178057528	6.516004765300009	6.1921144188607276	6.493124116946843
THYMDtm_neg	6.465145386926891	5.862557178057528	6.516004765300009	6.1921144188607276	6.493124116946843
THYMt_pos	2.9116894961460016	2.9846485834889678	2.6489209332526773	3.580638060174286	2.7121048478359726
THYMt_neg	2.9116894961460016	2.9846485834889678	2.6489209332526773	3.580638060174286	2.7121048478359726
THYOXt_pos	1.7936741839288164	1.5889359517978094	2.096060515910595	0.8583425246232778	0.5491137186236219
THYOXt_neg	1.7936741839288164	1.5889359517978094	2.096060515910595	0.8583425246232778	0.5491137186236219
THYOXt2_pos	0.011520234574872385	0.047339808051642424	0.0	0.010916737215428497	0.0
THYOXt2_neg	0.011520234574872385	0.047339808051642424	0.0	0.010916737215428497	0.0
THYPX_pos	0.0	0.0	0.0	0.0	0.0
TKT1_pos	6.443369545582571	6.163913701885713	6.4205877199536525	6.179734622015891	6.227981152280677
TKT1_neg	6.443369545582571	6.163913701885713	6.4205877199536525	6.179734622015891	6.227981152280677
TKT2_pos	6.443369545582571	6.163913701885713	6.4205877199536525	6.179734622015891	6.227981152280677
TKT2_neg	6.443369545582571	6.163913701885713	6.4205877199536525	6.179734622015891	6.227981152280677
TMABADH_pos	0.0	0.0	0.0	0.0	0.0
TMDK1_pos	5.316417322901666	3.912609195842863	3.226584228004415	4.468167368601537	3.697440526954756
TMDK1m_pos	0.0	0.0	0.0	0.0	0.0
TMDPK_pos	0.6353501748406905	0.47302303938630175	0.2717936359275784	0.5598864668789475	0.2735914389926846
TMDPP_pos	0.8335472142236596	1.5009896044754758	0.8667231162266987	2.115771908831697	3.8957089164333665
TMDPP_neg	0.8335472142236596	1.5009896044754758	0.8667231162266987	2.115771908831697	3.8957089164333665
TMDPPK_pos	0.0	0.0	0.0	0.0	0.0
TMDS_pos	0.0	0.0	0.0	0.0	0.0
TMLYSOX_pos	0.0	0.0	0.0	0.0	0.0
TMLYSter_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCOAtx_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCOAtx_neg	0.0	0.0	0.0	0.0	0.0
TMNDNCCPT1_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCPT2_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCCRNt_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCt_pos	0.0	0.0	0.0	0.0	0.0
TMNDNCt_neg	0.0	0.0	0.0	0.0	0.0
TOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0	0.0
TOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0	0.0
TPI_pos	8.80341319577038	7.550641908029214	8.673924134337607	7.988650575151031	8.607466870949509
TPI_neg	8.80341319577038	7.550641908029214	8.673924134337607	7.988650575151031	8.607466870949509
TRDR_pos	0.0	0.0	0.0	0.0	0.0
TRDR2_pos	0.0	0.0	0.0	0.0	0.0
TRDR3_pos	0.0	0.0	0.0	0.0	0.0
TRDRm_pos	0.0	0.0	0.0	0.0	0.0
TREH_pos	0.0	0.0	0.0	0.0	0.0
TREHe_pos	0.0	0.0	0.0	0.0	0.0
TRIODTHYSUFt_pos	0.0	0.0	0.0	0.0	0.0
TRIODTHYSULT_pos	0.0	0.0	0.0	0.0	0.0
TRIODTHYt_pos	1.7936741839288164	1.5889359517978094	2.096060515910595	0.8583425246232778	0.5491137186236219
TRIODTHYt_neg	1.7936741839288164	1.5889359517978094	2.096060515910595	0.8583425246232778	0.5491137186236219
TRIODTHYt2_pos	0.011520234574872385	0.047339808051642424	0.0	0.010916737215428497	0.0
TRIODTHYt2_neg	0.011520234574872385	0.047339808051642424	0.0	0.010916737215428497	0.0
TRIOK_pos	0.0	0.0	0.0	0.0	0.0
TRPHYDRO2_pos	0.0	0.0	0.0	1.3370322413153402	0.048732284191638116
TRPO2_pos	0.655170622063844	1.098593378166497	0.10214229264099074	1.0629183280565422	0.0
TRPt_pos	1.5949257836107371	1.2771743515770897	0.9902828747754469	0.9688383584932052	1.2426175915779039
TRPt_neg	1.5949257836107371	1.2771743515770897	0.9902828747754469	0.9688383584932052	1.2426175915779039
TRPt4_pos	0.0	0.0	0.0	0.0	0.0
TRYPTAOX_pos	3.9700760434371913	3.988289976306199	1.4923898708617067	3.681422696092576	4.842146545799625
TS3_pos	0.0	0.0	0.0	0.0	0.0
TS3_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONEGLCte_pos	3.008964211860472	2.443599582783	2.3246894277862356	2.6157744795304154	2.368286694578763
TSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONESte_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONESte_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONESULT_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEt_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEt_neg	0.0	0.0	0.0	0.0	0.0
TSTSTERONEtr_pos	0.0	0.0	0.0	0.0	0.0
TSTSTERONEtr_neg	0.0	0.0	0.0	0.0	0.0
TSULt4_3_pos	0.0	0.0	0.0	0.0	0.0
TSULt4_3_neg	0.0	0.0	0.0	0.0	0.0
TTDCAtr_pos	0.0	0.0	0.0	0.0	0.0
TTDCAtr_neg	0.0	0.0	0.0	0.0	0.0
TTDCPT1_pos	0.0	0.0	0.0	0.0	0.0
TTDCPT2_pos	0.0	0.0	0.0	0.0	0.0
TTDCRNt_pos	0.0	0.0	0.0	0.0	0.0
TXA2te_pos	0.0	0.0	0.0	0.0	0.0
TXA2te_neg	0.0	0.0	0.0	0.0	0.0
TXA2tr_pos	0.0	0.0	0.0	0.0	0.0
TXA2tr_neg	0.0	0.0	0.0	0.0	0.0
TXASr_pos	0.4364797079574775	0.07673453642908204	0.12498006730923705	0.03863209954404451	0.006594761586673619
TYMSFt_pos	0.0	0.0	0.0	0.0	0.0
TYMSULT_pos	0.0	0.0	0.0	0.0	0.0
TYR3MO2_pos	0.0	0.0	0.0	0.0	0.0
TYRASE_pos	0.0	0.0	0.0	0.07556314273242726	0.0
TYRCBOX_pos	1.374253542997433	0.11972180956942845	0.715747712041222	0.9006332759824668	1.5438859136615308
TYRDOPO_pos	0.0	0.02163935740457056	0.0	0.0	0.0
TYRDOPO3_pos	0.0	0.02163935740457056	0.0	0.0	0.0
TYROXDAc_pos	0.0	0.0	0.0	0.0	0.0
TYRt_pos	1.5949257836107371	1.2771743515770897	0.9902828747754469	0.9688383584932052	1.2426175915779039
TYRt_neg	1.5949257836107371	1.2771743515770897	0.9902828747754469	0.9688383584932052	1.2426175915779039
TYRt4_pos	0.0	0.0	0.0	0.0	0.0
TYRTA_pos	4.41502160813087	4.194155485501762	3.954159481170094	4.616348434262493	4.416893829130013
TYRTA_neg	4.41502160813087	4.194155485501762	3.954159481170094	4.616348434262493	4.416893829130013
TYRTAm_pos	0.0	0.0	0.0	0.0	0.0
TYRTAm_neg	0.0	0.0	0.0	0.0	0.0
UAG2EMAi_pos	3.782119311224584	3.4802472356276493	4.125650576023222	4.142134450374165	3.214546434790512
UAG4E_pos	5.806629532995173	5.89680042920871	5.318516374316466	5.51225926080906	7.141316354086621
UAG4E_neg	5.806629532995173	5.89680042920871	5.318516374316466	5.51225926080906	7.141316354086621
UAGALDP_pos	0.0	0.0	0.0	0.0	0.0
UAGDP_pos	6.801063704178696	6.335393832344095	7.028346288104324	6.025743109906383	7.36522295884364
UDPACGALtl_pos	0.0	0.0	0.0	0.0	0.0
UDPACGALtl_neg	0.0	0.0	0.0	0.0	0.0
UDPDOLPT_L_pos	5.462778922219688	5.446132831832065	5.571809126278443	5.659083554824293	6.111615679835869
UDPDOLPT_U_pos	5.462778922219688	5.446132831832065	5.571809126278443	5.659083554824293	6.111615679835869
UDPG1P_pos	0.0	0.0	0.0	0.0	0.0
UDPG4E_pos	5.806629532995173	5.89680042920871	5.318516374316466	5.51225926080906	7.141316354086621
UDPG4E_neg	5.806629532995173	5.89680042920871	5.318516374316466	5.51225926080906	7.141316354086621
UDPGALt2g_pos	0.0	0.0	0.0	0.0	0.0
UDPGALtg_pos	0.0	0.0	0.0	0.0	0.0
UDPGALtg_neg	0.0	0.0	0.0	0.0	0.0
UDPGD_pos	4.3238372471687025	3.9099785703664223	3.956880015018355	4.370946001055973	2.8392470534818663
UDPGLCAter_pos	3.0671404706945076	2.6601024420063415	2.435587748137217	3.2287518542340763	2.2597807791107485
UDPGLCAter_neg	3.0671404706945076	2.6601024420063415	2.435587748137217	3.2287518542340763	2.2597807791107485
UDPGLCAtg_pos	0.0	0.0	0.0	0.0	0.0
UDPGLCAtg_neg	0.0	0.0	0.0	0.0	0.0
UDPGLCter_pos	0.0	0.0	0.0	0.0	0.0
UDPGLCter_neg	0.0	0.0	0.0	0.0	0.0
UDPGLCtg_pos	5.229354636357068	5.159134723320704	5.144716058569279	5.454480141545567	4.638357391360418
UDPGLCtg_neg	5.229354636357068	5.159134723320704	5.144716058569279	5.454480141545567	4.638357391360418
UDPGLDCg_pos	0.0	0.0	0.0	0.0	0.0
UDPGNP_pos	0.0	0.0	0.0	0.0	0.0
UDPGP_pos	2.6945795205340266	2.1009025418909015	2.701774405163372	2.520294840670461	2.3568828057344615
UDPtl_pos	0.0	0.0	0.0	0.0	0.0
UDPtl_neg	0.0	0.0	0.0	0.0	0.0
UDPXYLter_pos	0.0	0.0	0.0	0.0	0.0
UDPXYLter_neg	0.0	0.0	0.0	0.0	0.0
UDPXYLtg_pos	4.27415532661322	3.989471209612056	4.073399735214361	4.620797108886581	3.672666689755096
UDPXYLtg_neg	4.27415532661322	3.989471209612056	4.073399735214361	4.620797108886581	3.672666689755096
UGALGTg_pos	5.011458214402063	5.330356474813746	4.846244822061576	5.210440543401448	4.765469878259289
UGALNACter_pos	3.0671404706945076	2.6601024420063415	2.435587748137217	3.2287518542340763	2.2597807791107485
UGALNACter_neg	3.0671404706945076	2.6601024420063415	2.435587748137217	3.2287518542340763	2.2597807791107485
UGALNACtg_pos	0.0	0.0	0.0	0.0	0.0
UGALNACtg_neg	0.0	0.0	0.0	0.0	0.0
UGCG_pos	5.145039265063097	5.624334976308617	2.9453588788153966	5.117008201236201	3.9192589040086387
UGLCNACtg_pos	3.6996371867326032	3.9322426168297873	3.6577728539279417	3.7340699969040116	3.336657997270869
UGLCNACtg_neg	3.6996371867326032	3.9322426168297873	3.6577728539279417	3.7340699969040116	3.336657997270869
UGLT_pos	6.824540330747729	7.151049150283437	6.30848541357018	7.011166213592886	6.6272622614769805
UGLT_neg	6.824540330747729	7.151049150283437	6.30848541357018	7.011166213592886	6.6272622614769805
UGT1A10r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A10r_neg	0.0	0.0	0.0	0.0	0.0
UGT1A1r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A2r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A3r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A4r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A5r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A5r2_pos	0.0	0.0	0.0	0.0	0.0
UGT1A6r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A7r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A8r_pos	0.0	0.0	0.0	0.0	0.0
UGT1A9r_pos	0.0	0.0	0.0	0.0	0.0
UMPK_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK2_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK2_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK2n_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK2n_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK3_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK3_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK3n_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK3n_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK4_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK4_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK4n_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK4n_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK5_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK5_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK5n_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK5n_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK6_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK6_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK6n_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK6n_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK7_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK7_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK7n_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPK7n_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPKm_pos	0.0	0.0	0.0	0.0	0.0
UMPKm_neg	0.0	0.0	0.0	0.0	0.0
UMPKn_pos	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPKn_neg	5.527632056558169	5.542375057496652	5.0556856074353895	5.4769225608367496	5.355534411274594
UMPtr_pos	0.0	0.0	0.0	0.0	0.0
UMPtr_neg	0.0	0.0	0.0	0.0	0.0
UNK2_pos	0.0	0.0	0.0	0.0	0.0
UNK3_pos	0.0	0.0	0.0	0.0	0.0
UPP3S_pos	0.0	0.0	0.0	0.0	0.0
UPPDC1_pos	7.392725404757549	7.40022428692627	7.166360994274065	7.334413088757425	7.808776535161004
UPPN_pos	0.16748749726032308	0.036481937032589486	0.18684002517448758	0.03326516497373446	0.7325222162536139
URAt_pos	2.9116894961460016	2.9846485834889678	2.6489209332526773	3.580638060174286	2.7121048478359726
URAt_neg	2.9116894961460016	2.9846485834889678	2.6489209332526773	3.580638060174286	2.7121048478359726
URATEt_pos	0.0	0.0	0.0	0.0	0.0
URATEtx_pos	0.0	0.0	0.0	0.0	0.0
URCN_pos	0.0	0.0	0.0	0.0	0.0
UREAt_pos	3.7652783653734607	2.5867799929753845	3.2930996095587712	4.267074441145771	3.6612485180262753
UREAt_neg	3.7652783653734607	2.5867799929753845	3.2930996095587712	4.267074441145771	3.6612485180262753
UREAt5_pos	0.0	0.0	0.0	0.0	0.0
UREAt5_neg	0.0	0.0	0.0	0.0	0.0
UREAtm_pos	0.1417886244639033	0.6202257666857485	0.0	0.13466990494684544	0.0
UREAtm_neg	0.1417886244639033	0.6202257666857485	0.0	0.13466990494684544	0.0
URIDK2m_pos	0.0	0.0	0.0	0.0	0.0
URIDK2m_neg	0.0	0.0	0.0	0.0	0.0
URIK1_pos	7.311560749369977	7.464565994317428	7.201673513195941	7.523062154664718	7.93007598560599
URIt_pos	6.567943950506807	6.024576579299519	6.596805790453131	6.393691493427745	6.5794229777036914
URIt_neg	6.567943950506807	6.024576579299519	6.596805790453131	6.393691493427745	6.5794229777036914
URIt4_pos	5.496431126963973	5.457296149776724	4.550845089905518	5.616061368837077	4.690428212455089
Uritl_pos	2.934739037446392	2.9370092292888055	2.7549479872209495	3.080392728662777	2.3424186959353657
Uritl_neg	2.934739037446392	2.9370092292888055	2.7549479872209495	3.080392728662777	2.3424186959353657
Uritm_pos	6.465145386926891	5.862557178057528	6.516004765300009	6.1921144188607276	6.493124116946843
Uritm_neg	6.465145386926891	5.862557178057528	6.516004765300009	6.1921144188607276	6.493124116946843
Uritn_pos	0.0	0.0	0.0	0.0	0.0
Uritn_neg	0.0	0.0	0.0	0.0	0.0
UROLACer_pos	0.0	0.0	0.0	0.0	0.0
UROLACer_neg	0.0	0.0	0.0	0.0	0.0
UTPtn_pos	0.0	0.0	0.0	0.0	0.0
UTPtn_neg	0.0	0.0	0.0	0.0	0.0
VACCCPT1_pos	0.0	0.0	0.0	0.0	0.0
VACCCPT2_pos	0.0	0.0	0.0	0.0	0.0
VACCCRNt_pos	0.0	0.0	0.0	0.0	0.0
VACCt_pos	0.0	0.0	0.0	0.0	0.0
VACCt_neg	0.0	0.0	0.0	0.0	0.0
VALt4_pos	0.0	0.0	0.0	0.0	0.0
VALt5m_pos	0.0	0.0	0.0	0.0	0.0
VALt5m_neg	0.0	0.0	0.0	0.0	0.0
VALTA_pos	0.0	0.0	0.0	0.0	0.0
VALTA_neg	0.0	0.0	0.0	0.0	0.0
VALTAm_pos	0.0	0.0	0.0	0.0	0.0
VALTAm_neg	0.0	0.0	0.0	0.0	0.0
VALtec_pos	3.515748903460734	3.5262745486035763	3.3108273366520566	3.3978197313839016	3.4428484466418197
VALtec_neg	3.515748903460734	3.5262745486035763	3.3108273366520566	3.3978197313839016	3.4428484466418197
VD3_pos	0.0	0.0	0.0	0.0	0.0
VD3_neg	0.0	0.0	0.0	0.0	0.0
VITD2Hm_pos	0.0	0.0	0.0	0.0	0.0
VITD2t_pos	0.0	0.0	0.0	0.0	0.0
VITD2tm_pos	0.0	0.0	0.0	0.0	0.0
VITD2tm_neg	0.0	0.0	0.0	0.0	0.0
VITD3Hm_pos	0.0	0.0	0.0	0.0	0.0
VITD3t_pos	0.0	0.0	0.0	0.0	0.0
VITD3t2_pos	0.0	0.0	0.0	0.0	0.0
VITD3tm_pos	0.0	0.0	0.0	0.0	0.0
VITD3tm3_pos	0.0	0.0	0.0	0.0	0.0
VLCS2p_pos	1.549518798831119	1.0391972062249952	1.1901056484893546	0.5660728797214217	0.0
VLCS2r_pos	1.549518798831119	1.0391972062249952	1.1901056484893546	0.5660728797214217	0.0
VLCSp_pos	0.0	0.0	0.0	0.0	0.0
VLCSr_pos	0.0	0.0	0.0	0.0	0.0
WHDDCAte_pos	0.0	0.0	0.0	0.0	0.0
WHDDCAte_neg	0.0	0.0	0.0	0.0	0.0
WHHDCAte_pos	0.0	0.0	0.0	0.0	0.0
WHHDCAte_neg	0.0	0.0	0.0	0.0	0.0
WHTSTSTERONEte_pos	0.0	0.0	0.0	0.0	0.0
WHTSTSTERONEte_neg	0.0	0.0	0.0	0.0	0.0
WHTTDCAte_pos	0.0	0.0	0.0	0.0	0.0
