	WT.1012.d_S145_L007_R1_001
ONPTHLte_pos	0.0
OPAHir_pos	5801.673963941203
ORETNF2_pos	1510.8650981249496
ORETNF_pos	1491.688502155512
ORETNtn2_neg	0.0
ORETNtn2_pos	1510.8650981249493
ORETNtn_neg	0.0
ORETNtn_pos	1491.6885021555115
ORNALArBATtc_pos	1185.003347973842
ORNDC_pos	11851.775705860138
ORNLEUrBATtc_pos	1185.003347973842
ORNTArm_neg	9731.405670389378
ORNTArm_pos	26.853936383875727
ORNt3m_neg	349.83507647526056
ORNt3m_pos	349.83507647526056
ORNt4m_neg	349.83507647526056
ORNt4m_pos	349.83507647526056
ORNtiDF_pos	1088.9684735394992
OROTGLUt_neg	3846.8189123041584
OROTGLUt_pos	2154.696662464417
ORPT_neg	10290.09304935763
ORPT_pos	0.0
OXAHCOtex_pos	926.1608661430688
OXAtp_pos	12469.508915301147
P45011A1m_pos	61498.41179920293
P45011B11m_pos	54612.855451223906
P45011B12m_pos	52070.60183541941
P45011B21m_pos	53595.837987123814
P45017A1r_pos	54869.88351101956
P45017A2r_pos	54869.88351101956
P45017A3r_pos	54869.883511019565
P45017A4r_pos	54869.88351101957
P45019A1r_pos	51774.55565345237
P45019A2r_pos	51938.06962180733
P4501B1r_pos	51015.83953263815
P45021A1r_pos	54612.855451223906
P45021A2r_pos	52070.601835419395
P45027A11m_pos	65423.882166261574
P45027A12m_pos	7390.763714082014
P45027A13m_pos	7390.763714082014
P45027A14m_pos	66455.24694932817
P45027A15m_pos	7214.8178577666695
P45027A16m_pos	7382.9168517911
P45027A1m_pos	2171.040007677006
P4502A6_pos	7.554869773300941
P4502C18_pos	7.914855750776961
P4502C19_pos	7.554869773300941
P4502C8_pos	7.55486977330094
P4502C92_pos	7.554869773300941
P4502C93_pos	7.55486977330094
P4502C94_pos	7.554869773300938
P4502C9_pos	7.554869773300941
P4502D6_pos	7.554869773300941
P4502E1_pos	14.225913809283842
P4502F1_pos	7.55486977330094
P45039A1r_pos	54495.65689438259
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.55486977330094
P4503A7r_pos	52595.32565785553
P45046A1r_pos	54495.65689438259
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.956094516757318
P4504F81r_pos	0.0
P4507A1r_pos	11522.785634748969
P4507B11r_pos	54321.31641265684
P4507B12r_pos	54085.93566189203
P4508B11r_pos	65593.38900807216
P4508B13r_pos	65423.882166261625
P450LTB4r_pos	0.0
P450SCC1m_neg	2171.040007677006
P450SCC1m_pos	56108.01714634454
P5CDm_pos	1178.7988587652708
P5CR_pos	496.5165257973116
P5CRm_pos	1043.7828543380278
P5CRxm_pos	877.6395365307882
PACCOAL_pos	19000.86368345916
PAFH_pos	4287.292214637878
PAFHe_pos	6661.011057349054
PAFS_pos	4287.292214637878
PAFt_neg	6664.073959862917
PAFt_pos	6.905170439838448
PAIL45P_HStn_neg	6809.877610897467
PAIL45P_HStn_pos	8009.848710753342
PAIL4P_HStn_neg	4949.632025922652
PAIL4P_HStn_pos	5499.127882354297
PAIL_HStn_neg	7998.962812719162
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8708.982498885533
PAN4PP_pos	4179.7697867027055
PAN4PPe_pos	5740.1857851184695
PAPStg_neg	0.0
PAPStg_pos	38895.17017387203
PAPtg_pos	38895.17017387203
PA_HSter_neg	5562.474177163981
PA_HSter_pos	0.0
PA_HStg_neg	5562.474177163981
PA_HStg_pos	0.0
PA_HStn_neg	17340.292185663
PA_HStn_pos	0.0
PCFLOPm_pos	10278.035255915616
PCHOLHSTDe_pos	10669.324803322861
PCHOLP_hs_pos	776.0448546004253
PCHOLPg_hs_pos	5562.474177163981
PCHOLPm_hs_pos	13736.681144248
PCHOLPr_hs_pos	5562.474177163981
PCHOL_HSter_neg	5784.671470106179
PCHOL_HSter_pos	5562.474177163981
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5562.474177163981
PCLAD_pos	47.62344923755895
PCREATtmdiffir_pos	3646.308459562604
PCRNtc_pos	4960.789694093958
PCRNtm_pos	1712.4125165864973
PCm_pos	5471.283073840327
PCt_pos	12306.932267511987
PDE1_pos	3398.1168869559547
PDE1g_pos	0.0
PDE4_pos	3387.1106005689276
PDE4g_pos	0.0
PDE4n_pos	10851.991953303303
PDHm_pos	6627.326178774313
PDX5PO_pos	4508.6413081866385
PDXPP_pos	4254.114468173777
PEAMNO_pos	19000.86368345916
PECDCHe_pos	5121.774205996001
PECGCHLe_pos	14520.369636922287
PECGONCOATr_pos	0.0
PECTCHLe_pos	15669.563765012714
PEFLIP_pos	4182.236305095964
PEFLIPm_pos	4479.3770185867725
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5762.610956505381
PEPCKm_pos	8707.748287887778
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.55486977330094
PERILLYLte_pos	0.0
PEROXx_pos	47.285017205492956
PETHCT_pos	4238.437267740874
PETOHMm_hs_pos	10278.035255915614
PETOHMr_hs_pos	5784.671470106178
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4479.377018586771
PE_HStm_pos	10278.035255915616
PEt_neg	4182.236305095964
PEt_pos	3325.0
PFK26_pos	3345.269420908255
PFK_pos	616.0115987124151
PGCD_pos	3340.2453211872166
PGDI_neg	2.5000403779548597
PGDI_pos	136.4475416683465
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.158733287931079
PGISr_pos	162.94226673369081
PGI_neg	5018.941580711216
PGI_pos	5785.34800750224
PGK_neg	3340.2453211872166
PGK_pos	5048.36690921376
PGLYCP_pos	0.0
PGLYCt_neg	13759.419568687097
PGLYCt_pos	228.17134831719275
PGL_pos	6575.413970009249
PGLc_pos	32175.052950000983
PGLer_pos	11247.356798190212
PGMT_neg	3832.412347527891
PGMT_pos	5214.220893835033
PGM_neg	3627.8478686793205
PGM_pos	7910.544951345624
PGPPT_pos	13759.419568687099
PGPP_hs_pos	13759.419568687099
PGS_pos	120.73348145665484
PGSr_pos	162.94226673369081
PHACCOAGLNAC_pos	19000.86368345916
PHCDm_pos	394.9421765725102
PHCHGSm_neg	0.0
PHCHGSm_pos	1344.94217657251
PHEACGLNt_neg	0.0
PHEACGLNt_pos	19000.863683459163
PHEATB0tc_pos	1472.4920506266822
PHEMEe_pos	329.4233213438257
PHEMEt_pos	329.4233213438257
PHEMEtm_neg	0.0
PHEMEtm_pos	14722.138396238299
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	295.38596534926995
PHEt4_pos	405.2775208696143
PHEtec_neg	405.2775208696143
PHEtec_pos	489.8335200151956
PHEyLATthc_pos	741.588180104448
PHYCBOXL_pos	19000.86368345916
PHYHx_pos	47.28501720549294
PHYQt_pos	5009.5866709230195
PHYTt_neg	0.0
PHYTt_pos	47.285017205492956
PI345P3P_pos	3392.6334577502103
PI345P3Pn_pos	10031.629274971976
PI345P5P_pos	3442.3242992062083
PI345P5Pn_pos	10820.070026982326
PI34P3Pn_pos	10820.070026982325
PI34P4Pn_pos	10820.070026982326
PI34P5K_pos	3442.3242992062083
PI34P5Kn_pos	10820.070026982326
PI3P3Pn_pos	3046.4874891376785
PI3P4K_pos	8087.807112804294
PI3P4Kn_pos	10820.070026982326
PI3P5K_pos	3820.8717031787996
PI45P3K_pos	3392.6334577502107
PI45P3Kn_pos	10031.62927497198
PI45P4P_pos	4198.962812719163
PI45P5P_pos	3419.7263216508077
PI45P5Pn_pos	3800.0
PI45PLC_pos	8928.732527294384
PI45PLCn_pos	0.0
PI4P3K_pos	6973.756898106838
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10820.070026982325
PI4P5K_pos	3419.726321650809
PI4P5Kn_pos	9874.175341613485
PI4PLC_pos	7520.63483484488
PI4PLCn_pos	18018.864063317582
PI4PP_pos	4198.962812719163
PI5P3K_pos	3440.614299253453
PI5P3Ker_pos	0.0
PI5P4K_pos	4198.962812719162
PI5P4Kn_pos	10269.236536164746
PIACGT_pos	51.61266291685677
PIK3_pos	4177.645273039817
PIK3er_pos	7752.306488627524
PIK3n_pos	10714.313885106912
PIK4_pos	4198.962812719163
PIK4n_pos	10664.297730716013
PIK5_pos	4557.902676965165
PIK5n_pos	10269.236536164746
PIPLC_pos	3888.9959899824503
PIPLCn_pos	18647.75178461448
PIt7_neg	513.3760269961181
PIt7_pos	520.9189026328951
PIt8_neg	338.044403298184
PIt8_pos	513.3760269961181
PIt9_neg	1083.5328714410916
PIt9_pos	1083.5328714410916
PIter_neg	376.44046651726467
PIter_pos	2025.480155505755
PItg_pos	6418.436302111976
PItn_neg	4354.938805448734
PItn_pos	6049.426235541368
PItx_neg	4603.524567622819
PItx_pos	0.0
PLA2_2_pos	10271.830165876874
PLA2_2e_pos	11806.022587276797
PLA2_pos	0.0
PMANM_neg	17339.6473527789
PMANM_pos	0.0
PMEVKc_pos	20373.089662389404
PMEVKx_pos	18438.740235839465
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34480.596087447644
PMTCOAFABP1tc_pos	13798.58621207263
PMTCOAtx_neg	3092.762225790043
PMTCOAtx_pos	5216.527592533065
PNP_neg	7861.514150369638
PNP_pos	0.0
PNTEH_pos	14432.334511656403
PNTEHe_pos	6195.323180381328
PNTK_pos	14407.709935548954
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4283.108023529822
PNTOt5le_pos	4300.614180529068
PNTOte_neg	2063.107131375433
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3390.7463104168874
PPA_pos	5966.490157616642
PPAer_pos	8941.507592116885
PPAm_pos	3553.9499817891574
PPAn_pos	13817.578870543834
PPAt_pos	1574.4470038312695
PPAtm_pos	6239.935055272954
PPBNGS_pos	14722.138396238302
PPCDC_pos	4024.8097894047964
PPCOACm_pos	4243.470367816362
PPCOAOm_pos	12680.952863061319
PPD2CSPp_pos	49.20485712962524
PPDOx_pos	1046.8099232286997
PPDOy_pos	423.0734269559877
PPItm_neg	6111.179138135517
PPItm_pos	3909.547849540577
PPItr_neg	2025.480155505755
PPItr_pos	2025.480155505755
PPItx_neg	6859.049565659305
PPItx_pos	4603.524567622819
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4635.461955136846
PPM_pos	3093.723348874142
PPNCL3_pos	14407.709935548955
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14722.138396238304
PPPGOm_pos	14722.1383962383
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20671.734204563414
PRASCS_neg	0.0
PRASCS_pos	20671.734204563392
PRDX_pos	6739.987230280616
PRDXl_pos	12162.018888397348
PRFGS_pos	20671.7342045634
PRGNLONESULT_pos	7845.912479360798
PRGNLONEtm_neg	61498.41179920292
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54869.88351101957
PRGSTRNt_neg	61498.411799202884
PRGSTRNt_pos	6.272430973939123
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.28501720549296
PRISTCOAtcx_pos	5009.586670923019
PRISTCOAtx_neg	7211.086066359142
PRISTCOAtx_pos	5009.5866709230195
PRISTtx_neg	49.2683226952196
PRISTtx_pos	7211.086066359141
PRO1x_pos	496.5165257973116
PRO1xm_pos	877.6395365307882
PROAKGOX1r_pos	0.0
PROD2_pos	1446.5165257973117
PROD2m_pos	4495.1624646141545
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1459.1430186516059
PRODt2r_pos	1453.0787449437457
PROGLYPEPT1tc_pos	9494.948461524406
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9494.948461524406
PROIMINOtc_pos	1524.4637045914249
PROSTGD2t_neg	633.000749605124
PROSTGD2t_pos	633.000749605124
PROSTGE1t3_pos	3890.5134391603415
PROSTGE1t_neg	633.000749605124
PROSTGE1t_pos	633.000749605124
PROSTGE2t2_neg	383.8820225895975
PROSTGE2t2_pos	385.90344715888415
PROSTGE2t3_pos	3829.7328374858876
PROSTGE2t_neg	385.90344715888415
PROSTGE2t_pos	383.8820225895975
PROSTGF2t_neg	523.7677841366914
PROSTGF2t_pos	523.7677841366914
PROSTGH2t_neg	1424.750562203843
PROSTGH2t_pos	1424.750562203843
PROSTGI2t_neg	1424.750562203843
PROSTGI2t_pos	1424.750562203843
PROSTGI2tr_neg	162.94226673369084
PROSTGI2tr_pos	6.158733287931079
PRO_Dtde_neg	1459.1430186516059
PRO_Dtde_pos	1453.0787449437457
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	439.54290202794476
PROt2r_pos	854.1702809564149
PROt4_2_r_neg	1094.4278095272216
PROt4_2_r_pos	1214.048893937997
PROt4_pos	439.54290202794476
PRPNCOAHYDm_pos	12676.667157575626
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4306.603821324631
PRPPS_pos	4000.2823961678946
PSDm_hs_pos	18716.930165853733
PSERT_pos	3340.2453211872166
PSFLIP_pos	4479.377018586772
PSFLIPm_pos	18716.930165853733
PSP_L_pos	3340.2453211872166
PSSA1_hs_neg	776.0448546004253
PSSA1_hs_pos	4277.366172612373
PSSA2_hs_neg	16466.893430342712
PSSA2_hs_pos	4238.437267740874
PSYGCHe_pos	13796.790690328215
PSYTCHe_pos	15060.972348629637
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4479.377018586772
PSt3_pos	6.405254836452407
PTCRTD_neg	14494.372862526492
PTCRTD_pos	15.374330999578074
PTDCACRNCPT1_pos	29.256299271629615
PTDCACRNCPT2_pos	29.256299271629615
PTDCACRNt_pos	29.256299271629615
PTDCAt_neg	0.0
PTDCAt_pos	29.25629927162961
PTE2x_pos	0.0
PTE3x_pos	6814.662078981691
PTE4x_pos	6859.049565659306
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3359.356756871365
PTPATe_neg	13498.8443515556
PTPATe_pos	22707.489913937283
PTRCAT1_pos	0.0
PTRCOX1_pos	12563.900614846158
PUNP1_neg	6343.224226136161
PUNP1_pos	3094.918934032856
PUNP2_neg	6841.884943572784
PUNP2_pos	5495.044285448228
PUNP3_neg	8066.244967810882
PUNP3_pos	1519.030579175415
PUNP4_neg	7741.470272634606
PUNP4_pos	6445.58125763515
PUNP5_neg	4836.683597067432
PUNP5_pos	3794.295748393986
PUNP6_neg	0.0
PUNP6_pos	7416.699298760434
PUNP7_neg	1519.030579175415
PUNP7_pos	3963.27205257667
PVD3_neg	10983.153606616668
PVD3_pos	77101.4154586764
PYAM5POr_pos	4508.641308186638
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4254.114468173777
PYDAMtr_neg	0.0
PYDAMtr_pos	10244.302281826178
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8083.539943312963
PYDXK_pos	4254.114468173778
PYDXNK_pos	4254.114468173778
PYDXNtr_neg	0.0
PYDXNtr_pos	9260.009991608062
PYDXPP_pos	4254.114468173778
PYDXtr_neg	0.0
PYDXtr_pos	7956.838706463658
PYK_pos	450.9777031055688
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8082.103954331538
PYNP2r_pos	5298.293146773893
PYRt2m_neg	1276.1078002484346
PYRt2m_pos	1276.1078002484346
PYRt2p_neg	2615.920011659406
PYRt2p_pos	2615.920011659406
PYRt2r_neg	459.8961447205054
PYRt2r_pos	459.8961447205054
Q10H2e_neg	0.0
Q10H2e_pos	5592.696626294198
QUILSYN_pos	0.0
RADH2_pos	832.2445926266207
RADH3_pos	964.7974199197854
RADH4_pos	947.1327687357352
RADH_pos	832.1212529390833
RAHY_pos	1633.7174995312487
RAI1_neg	2255.425726155212
RAI1_pos	2255.425726155212
RAI2_neg	2255.425726155212
RAI2_pos	2255.425726155212
RAI3_neg	947.1327687357353
RAI3_pos	1221.5900981249495
RAI4_neg	1703.7150981249492
RAI4_pos	1684.5385021555117
RAtn3_neg	0.0
RAtn3_pos	1221.5900981249495
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3449.512115101227
RBK_D_pos	0.0
RBK_pos	5721.449754375438
RBTt_pos	6455.614130394815
RDH1_neg	491.7308734434135
RDH1_pos	2255.425726155212
RDH1a_pos	491.7308734434135
RDH2_neg	539.5737240551123
RDH2_pos	2255.425726155212
RDH2a_pos	539.5737240551123
RDH3_neg	539.5737240551123
RDH3_pos	2255.425726155212
RDH3a_pos	539.5737240551123
RDH4_neg	0.0
RDH4_pos	947.1327687357355
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5397.151491360265
RE0344C_pos	3291.964123471134
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12543.92994494186
RE0383C_pos	5362.676987823535
RE0452M_neg	7816.421619291663
RE0452M_pos	30181.532635657466
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1147.7200147724982
RE0453C_pos	1147.7200147724982
RE0453M_neg	9906.349200733033
RE0453M_pos	29659.418990103608
RE0453N_neg	301.3349343179609
RE0453N_pos	301.3349343179609
RE0456M_neg	9378.696625465196
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.715388772489536
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	13017.08904917631
RE0566C_neg	0.0
RE0566C_pos	13017.08904917631
RE0567C_neg	0.0
RE0567C_pos	13017.089049176311
RE0568C_neg	0.0
RE0568C_pos	13017.08904917631
RE0569C_pos	0.0
RE0569E_pos	5.2585979401600405
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11786.685180232253
RE0577C_pos	3301.124133684407
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5162.3510349087055
RE0583C_pos	7141.227426808119
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	16118.95827555098
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	25023.16488121144
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	34003.42469458768
RE0690X_pos	0.0
RE0691C_neg	32393.51003210955
RE0691C_pos	4070.7207969465967
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.858521001143197
RE0702E_pos	15.714038584657118
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	18037.816584228636
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	25023.16488121144
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	311.66256750453385
RE0830N_pos	311.66256750453385
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	8077.265221863071
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	8077.265221863071
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.1063918717125496
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.355681306100147
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
RE0935C_neg	0.0
RE0935C_pos	0.0
RE0935E_neg	12.747868303162788
RE0935E_pos	10.8
RE0936C_neg	0.0
RE0936C_pos	0.0
RE0936E_neg	4.75
RE0936E_pos	4.75
RE0937C_neg	0.0
RE0937C_pos	0.0
RE0937E_neg	4.75
RE0937E_pos	4.75
RE0938C_neg	0.0
RE0938C_pos	0.0
RE0938E_neg	4.75
RE0938E_pos	6.5812293060083755
RE0944C_neg	0.0
RE0944C_pos	0.0
RE0944E_neg	19.28295286290048
RE0944E_pos	4.275
RE0958C_neg	0.0
RE0958C_pos	0.0
RE0958E_neg	3.1063918717125496
RE0958E_pos	4.275
RE1062C_neg	0.0
RE1062C_pos	0.0
RE1062M_neg	0.0
RE1062M_pos	0.0
RE1063C_neg	0.0
RE1063C_pos	0.0
RE1064C_neg	0.0
RE1064C_pos	0.0
RE1077C_neg	0.0
RE1077C_pos	0.0
RE1096C_pos	0.0
RE1096M_pos	0.0
RE1096R_pos	0.0
RE1099C_neg	0.0
RE1099C_pos	0.0
RE1099G_neg	0.0
RE1099G_pos	0.0
RE1099L_neg	0.0
RE1099L_pos	0.0
RE1099R_neg	0.0
RE1099R_pos	0.0
RE1100C_neg	0.0
RE1100C_pos	8077.265221863072
RE1100G_neg	0.0
RE1100G_pos	0.0
RE1100L_neg	0.0
RE1100L_pos	0.0
RE1100R_neg	0.0
RE1100R_pos	0.0
RE1134C_pos	0.0
RE1134M_pos	0.0
RE1134R_pos	0.0
RE1135C_neg	0.0
RE1135C_pos	7845.912479360799
RE1135G_neg	0.0
RE1135G_pos	0.0
RE1135L_neg	0.0
RE1135L_pos	0.0
RE1135R_neg	0.0
RE1135R_pos	0.0
RE1233C_neg	1182.8942499187237
RE1233C_pos	0.0
RE1233M_neg	0.0
RE1233M_pos	0.0
RE1234C_neg	0.0
RE1234C_pos	0.0
RE1235C_neg	0.0
RE1235C_pos	0.0
RE1236C_neg	0.0
RE1236C_pos	0.0
RE1238X_neg	0.0
RE1238X_pos	0.0
RE1240C_neg	0.0
RE1240C_pos	0.0
RE1254C_neg	0.0
RE1254C_pos	49.204857129625246
RE1266C_pos	0.0
RE1303C_pos	7521.728462353016
RE1308C_pos	0.0
RE1308M_pos	0.0
RE1309C_pos	0.0
RE1309M_pos	0.0
RE1310C_pos	0.0
RE1310M_pos	0.0
RE1311C_pos	0.0
RE1311M_pos	0.0
RE1317C_neg	0.0
RE1317C_pos	0.0
RE1342C_neg	3738.113550153811
RE1342C_pos	1276.263503727288
RE1441G_neg	0.0
RE1441G_pos	0.0
RE1441R_pos	7210.709386877389
RE1447M_neg	0.0
RE1447M_pos	2423.3673862774126
RE1447N_neg	3800.0
RE1447N_pos	9909.58823248226
RE1448N_neg	3046.4874891376785
RE1448N_pos	9909.58823248226
RE1448R_neg	0.0
RE1448R_pos	7210.709386877389
RE1473C_neg	0.0
RE1473C_pos	0.0
RE1508C_neg	0.0
RE1508C_pos	0.0
RE1514M_neg	0.0
RE1514M_pos	0.0
RE1514X_neg	0.0
RE1514X_pos	0.0
RE1516M_neg	0.0
RE1516M_pos	23.715388772489536
RE1516X_neg	0.0
RE1516X_pos	0.0
RE1517M_neg	0.0
RE1517M_pos	23.715388772489536
RE1517X_neg	0.0
RE1517X_pos	0.0
RE1518M_neg	2964.0942243100485
RE1518M_pos	23.896344839677912
RE1518X_neg	0.0
RE1518X_pos	0.0
RE1519M_neg	2964.0942243100476
RE1519M_pos	23.89634483967792
RE1519X_neg	0.0
RE1519X_pos	0.0
RE1520M_neg	0.0
RE1520M_pos	23.715388772489536
RE1520X_neg	0.0
RE1520X_pos	0.0
RE1521M_neg	5664.349684833263
RE1521M_pos	23.715388772489536
RE1521X_neg	0.0
RE1521X_pos	0.0
RE1522M_neg	0.0
RE1522M_pos	23.715388772489536
RE1522X_neg	0.0
RE1522X_pos	0.0
RE1523M_neg	0.0
RE1523M_pos	23.715388772489543
RE1523X_neg	0.0
RE1523X_pos	0.0
RE1525C_neg	0.0
RE1525C_pos	0.0
RE1525M_neg	0.0
RE1525M_pos	23.715388772489536
RE1525X_neg	0.0
RE1525X_pos	0.0
RE1526C_neg	0.0
RE1526C_pos	0.0
RE1526M_neg	5664.349684833263
RE1526M_pos	23.715388772489536
RE1526X_neg	0.0
RE1526X_pos	0.0
RE1527C_neg	0.0
RE1527C_pos	0.0
RE1527M_neg	0.0
RE1527M_pos	23.715388772489536
RE1527X_neg	0.0
RE1527X_pos	0.0
RE1530C_neg	1214.6198443966937
RE1530C_pos	4283.455818536976
RE1530M_neg	23124.653024717278
RE1530M_pos	1956.18262013294
RE1531M_neg	0.0
RE1531M_pos	23.715388772489536
RE1531X_neg	0.0
RE1531X_pos	0.0
RE1532M_neg	0.0
RE1532M_pos	23.715388772489536
RE1532X_neg	0.0
RE1532X_pos	0.0
RE1533M_neg	5664.349684833263
RE1533M_pos	23.715388772489536
RE1533X_neg	0.0
RE1533X_pos	0.0
RE1534M_neg	0.0
RE1534M_pos	23.715388772489536
RE1534X_neg	0.0
RE1534X_pos	0.0
RE1537C_pos	0.0
RE1537X_pos	0.0
RE1538C_pos	0.0
RE1538X_pos	0.0
RE1539C_pos	0.0
RE1539X_pos	0.0
RE1573M_neg	5664.349684833263
RE1573M_pos	23.715388772489536
RE1573X_neg	0.0
RE1573X_pos	0.0
RE1582C_pos	0.0
RE1582L_pos	0.0
RE1582R_pos	0.0
RE1587C_pos	0.0
RE1587L_pos	0.0
RE1587R_pos	0.0
RE1627C_neg	0.0
RE1627C_pos	0.0
RE1628C_neg	0.0
RE1628C_pos	0.0
RE1629C_neg	0.0
RE1629C_pos	0.0
RE1630C_neg	0.0
RE1630C_pos	0.0
RE1630R_neg	0.0
RE1630R_pos	0.0
RE1631C_neg	0.0
RE1631C_pos	0.0
RE1632C_pos	0.0
RE1632R_pos	0.0
RE1635C_neg	0.0
RE1635C_pos	0.0
RE1635M_neg	0.0
RE1635M_pos	0.0
