	WT.EPA.b_S127_L007_R1_001
r0268_neg	2099.563876718805
r0268_pos	2112.9378217695394
r0276_neg	3830.232973611855
r0276_pos	418.1801962077293
r0280_pos	526.2204138884315
r0281_neg	4.749999999999999
r0281_pos	15153.035734289328
r0283_pos	4758.636456116848
r0287_pos	17968.901048199186
r0295_pos	539.9652609660634
r0301_pos	3830.232973611855
r0308_pos	7584.33656258051
r0309_neg	4959.124698741583
r0309_pos	17170.71987886458
r0310_pos	4895.267602323462
r0311_pos	8300.008933426921
r0317_neg	344.1592935377421
r0317_pos	344.1592935377421
r0321_pos	3849.523931858427
r0330_pos	1270.6293339922781
r0331_pos	4132.335074505626
r0339_pos	5468.806875818852
r0340_pos	11090.725734843874
r0345_neg	977.6280966781679
r0345_pos	977.6280966781679
r0354_pos	3229.2306783989757
r0355_pos	3229.2306783989757
r0357_pos	4263.377602708098
r0358_pos	4263.3776027080985
r0360_pos	5500.642212660886
r0361_pos	5436.941092763338
r0363_pos	6804.973056712345
r0364_pos	6761.1319818963575
r0365_pos	12613.161663721772
r0377_pos	3570.1815210427353
r0381_neg	4113.102558136365
r0381_pos	9987.354991247974
r0383_pos	6896.973338951231
r0384_pos	10878.732032854092
r0385_pos	12278.746685233373
r0386_pos	10736.287018170868
r0388_neg	4470.59361324857
r0388_pos	10187.204232341772
r0389_neg	4470.5936132485685
r0389_pos	9189.76080159754
r0390_neg	3017.6636724869118
r0390_pos	4.274999999999999
r0391_neg	11.711644921686473
r0391_pos	4262.416178990255
r0392_neg	3451.1692226957875
r0392_pos	6262.279724656672
r0393_pos	11090.725734843874
r0394_neg	523.4401193026395
r0394_pos	5758.487981241582
r0395_pos	523.4401193026395
r0398_pos	5372.275446927946
r0399_neg	286.2278384934481
r0399_pos	5910.4218642444785
r0400_neg	5009.445392508968
r0400_pos	19285.620694803205
r0402_pos	0.0
r0403_neg	2000.4742086381589
r0403_pos	7.532504879164153
r0407_neg	607.5690663844176
r0407_pos	2804.788716869683
r0408_neg	489.64533196672994
r0408_pos	489.64533196672994
r0409_neg	489.64533196672994
r0409_pos	489.64533196672994
r0410_neg	4.137133215553281
r0410_pos	4.6838276637241165
r0413_pos	526.2204138884315
r0422_neg	0.0
r0422_pos	3650.5572546601156
r0423_pos	326.0681831517764
r0424_neg	0.0
r0424_pos	12529.6599716903
r0425_neg	361.14141540434946
r0425_pos	486.1042771494498
r0426_neg	344.1592935377421
r0426_pos	344.1592935377421
r0434_neg	2322.624634383291
r0434_pos	5175.820227048763
r0437_neg	3106.2605701805833
r0437_pos	5175.820227048763
r0441_neg	0.0
r0441_pos	310.9549519635791
r0443_pos	298.89924956505905
r0450_neg	0.0
r0450_pos	3915.62263659544
r0451_pos	70.41926486226002
r0456_pos	3412.832525366935
r0463_neg	10018.127044744355
r0463_pos	0.0
r0464_neg	345.5942245750172
r0464_pos	349.7985029410086
r0470_pos	751.7786181408042
r0472_neg	7272.666011706707
r0472_pos	848.5310984361707
r0474_neg	7800.783374748425
r0474_pos	848.5310984361707
r0475_neg	5815.196742203614
r0475_pos	848.5310984361707
r0480_neg	15940.758083074472
r0480_pos	12741.530228708572
r0483_neg	350.7589187153548
r0483_pos	350.7589187153548
r0488_neg	20216.3270756322
r0488_pos	336.03301206186
r0494_neg	3.305926599057944
r0494_pos	7.987526523550202
r0497_neg	7.956281621286707
r0497_pos	3.3207679276331046
r0502_pos	9142.109097098602
r0504_pos	8970.501414587075
r0509_pos	420.2735703854895
r0512_neg	7440.435216609924
r0512_pos	629.650928808637
r0514_pos	3752.491981598023
r0517_neg	348.7508368264463
r0517_pos	14805.19277830936
r0522_pos	1619.6653437303023
r0523_pos	1619.6653437303023
r0525_neg	407.10828545291486
r0525_pos	26.228896617757545
r0527_neg	12.23530187861126
r0527_pos	5106.052415778155
r0531_neg	436.2601559567904
r0531_pos	3476.255254553821
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14351.218382016417
r0541_neg	296.3239445295924
r0541_pos	80.48505163501933
r0545_pos	924.8077904609959
r0546_pos	0.0
r0547_neg	924.8077904609959
r0547_pos	18914.410128985273
r0548_pos	0.0
r0549_neg	349.7985029410086
r0549_pos	345.5942245750172
r0552_neg	412.50169848834446
r0552_pos	477.7545976109559
r0553_neg	477.7545976109559
r0553_pos	412.5016984883446
r0555_pos	6896.973338951231
r0556_neg	10878.732032854094
r0556_pos	0.0
r0557_pos	70.41926486226004
r0558_neg	1362.590825309701
r0558_pos	1362.590825309701
r0559_neg	1362.590825309701
r0559_pos	1362.590825309701
r0560_pos	12091.321641891853
r0561_pos	273.894988762862
r0568_pos	7409.582172971757
r0570_neg	4336.030484665297
r0570_pos	6173.0919087382845
r0571_neg	13053.701807742587
r0571_pos	2110.7990068414206
r0573_pos	7240.695791218716
r0575_neg	390.3162921009698
r0575_pos	74884.99165889944
r0578_neg	4009.641174520006
r0578_pos	4131.621859009761
r0579_pos	4009.6411745200057
r0580_pos	4514.733066634427
r0584_neg	5106.0524157781565
r0584_pos	3405.0322684623784
r0587_neg	3.5079487372407385
r0587_pos	3.5079487372407385
r0590_pos	14213.985073868736
r0591_neg	41566.99860118026
r0591_pos	3320.8525780571877
r0594_pos	26.47478491856251
r0595_pos	8742.473674132965
r0596_pos	12613.161663721772
r0598_pos	0.0
r0603_neg	313.18846809898764
r0603_pos	9471.026057685085
r0604_pos	9721.694587162945
r0610_neg	586.3978122620965
r0610_pos	586.3978122620965
r0611_neg	586.3978122620965
r0611_pos	586.3978122620965
r0614_neg	4009.641174520006
r0614_pos	32375.063982087097
r0615_neg	720.989504143872
r0615_pos	734.3634491946063
r0616_neg	684.3194679887195
r0616_pos	12188.213776479142
r0617_neg	734.3634491946063
r0617_pos	720.989504143872
r0618_pos	684.3194679887195
r0620_neg	0.0
r0620_pos	11019.177149521483
r0625_pos	0.0
r0627_neg	4128.558378640438
r0627_pos	9.487699454849928
r0629_neg	4024.1994177309734
r0629_pos	11769.299381371502
r0630_neg	3237.2390899961824
r0630_pos	13019.33815641568
r0633_neg	5309.2408844398215
r0633_pos	18621.58240922339
r0634_neg	33836.351080262066
r0634_pos	484.0399091326648
r0636_pos	13970.943731615658
r0637_pos	13970.943731615658
r0638_neg	5218.324937584169
r0638_pos	19462.420903590155
r0639_pos	14260.228072361295
r0641_neg	3130.499861083047
r0641_pos	3130.499861083047
r0642_neg	1362.590825309701
r0642_pos	494.03774559152725
r0643_neg	2110.7990068414206
r0643_pos	13053.701807742582
r0644_neg	1362.590825309701
r0644_pos	494.03774559152725
r0645_neg	0.0
r0645_pos	47.33527830743103
r0647_neg	1174.511942652987
r0647_pos	0.0
r0650_neg	4633.712687256077
r0650_pos	4633.712687256077
r0651_neg	4633.712687256077
r0651_pos	3250.0311762905526
r0652_neg	5219.263169498472
r0652_pos	15025.179677731347
r0653_pos	12495.090885738982
r0655_neg	319.77324267775333
r0655_pos	11164.301096920355
r0656_pos	10736.287018170868
r0660_neg	18917.44793854492
r0660_pos	5442.416095181753
r0661_pos	24641.72886262364
r0666_neg	0.0
r0666_pos	20462.356042788782
r0668_neg	5009.445392508969
r0668_pos	19285.620694803212
r0669_pos	12002.492371767003
r0670_pos	9721.694587162945
r0671_pos	14374.968346509993
r0672_neg	54248.86817204132
r0672_pos	12291.901917506311
r0673_pos	0.0
r0679_neg	15083.117013250672
r0679_pos	4009.6411745200057
r0680_neg	4009.641174520006
r0680_pos	32375.063982087097
r0683_pos	12797.752175121708
r0686_neg	383.36779392031184
r0686_pos	12208.430489617936
r0688_neg	1231.0107970006316
r0688_pos	1244.3847420513657
r0698_pos	15982.02011085644
r0706_pos	65169.83644940076
r0707_neg	4.72008138580782
r0707_pos	6.726856372909728
r0714_pos	12495.090885738982
r0715_pos	23970.941561121443
r0716_pos	12495.090885738982
r0717_pos	23970.941561121443
r0718_pos	14260.228072361295
r0719_pos	24641.728862623637
r0720_pos	14260.228072361295
r0721_pos	24641.728862623637
r0722_neg	5442.416095181753
r0722_pos	18917.447938544916
r0723_pos	24641.72886262364
r0724_neg	18917.447938544916
r0724_pos	5442.416095181753
r0726_neg	484.0399091326648
r0726_pos	33836.351080262066
r0727_pos	24641.728862623626
r0728_neg	33836.35108026207
r0728_pos	484.0399091326648
r0729_pos	24641.728862623626
r0730_pos	17968.901048199194
r0731_pos	17968.901048199194
r0732_pos	17968.901048199194
r0733_pos	17968.901048199186
r0734_pos	17968.901048199186
r0735_neg	5236.378656351729
r0735_pos	33590.589819562185
r0739_neg	67898.9051163817
r0739_pos	8246.357051531497
r0741_neg	0.0
r0741_pos	69142.0929277152
r0743_pos	65169.83644940078
r0744_pos	65169.83644940078
r0747_neg	11197.845296740565
r0747_pos	2099.5638767188047
r0750_neg	65339.07913738052
r0750_pos	2099.5638767188047
r0752_neg	874.7638092551092
r0752_pos	0.0
r0753_pos	874.7638092551092
r0754_neg	874.7638092551092
r0754_pos	0.0
r0755_pos	874.7638092551092
r0756_neg	874.7638092551092
r0756_pos	0.0
r0757_pos	874.7638092551092
r0758_neg	494.03774559152725
r0758_pos	0.0
r0774_neg	9.62976962832017
r0774_pos	9.62976962832017
r0779_pos	12002.492371767003
r0780_neg	74859.93624045567
r0780_pos	245.62443395866407
r0781_neg	0.0
r0781_pos	74859.93624045572
r0782_pos	10713.096595419021
r0783_neg	454.72182616900625
r0783_pos	5179.55989418405
r0784_neg	1272.1285744193738
r0784_pos	1285.5025194701082
r0787_pos	3342.7066693304973
r0788_neg	15940.758083074476
r0788_pos	12741.530228708569
r0789_neg	15940.758083074472
r0789_pos	12741.530228708572
r0791_neg	18621.582409223385
r0791_pos	5309.240884439821
r0792_neg	6787.6349976999
r0792_pos	709.3040260704204
r0795_pos	8742.473674132965
r0796_neg	0.0
r0796_pos	6436.623058328192
r0797_neg	4024.1994177309734
r0797_pos	63324.604855813064
r0801_neg	1756.149234152172
r0801_pos	1314.049192307707
r0809_neg	1180.4724456652573
r0809_pos	1180.4724456652573
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8049.296443510863
r0817_neg	1061.1060445980954
r0817_pos	1016.5937673089629
r0818_pos	6665.161075695464
r0819_neg	434.38363989142226
r0819_pos	558.4173030213104
r0821_neg	434.38363989142226
r0821_pos	434.38363989142226
r0822_neg	434.38363989142226
r0822_pos	434.38363989142226
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	434.38363989142226
r0829_pos	434.38363989142226
r0830_neg	434.38363989142226
r0830_pos	434.38363989142226
r0834_neg	579.1781865218964
r0834_pos	579.1781865218964
r0835_neg	579.1781865218964
r0835_pos	579.1781865218964
r0836_neg	579.1781865218964
r0836_pos	579.1781865218964
r0838_neg	4677.798113247177
r0838_pos	4927.268798307337
r0839_neg	2154.8340999412385
r0839_pos	3905.704810130394
r0840_neg	2443.52565415737
r0840_pos	2443.52565415737
r0841_neg	2443.52565415737
r0841_pos	2443.52565415737
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19370.18181437046
r0853_pos	5812.002538857737
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14160.348872953562
r0870_pos	0.0
r0871_neg	9631.50767634912
r0871_pos	9.468714790350631
r0879_pos	669.952883931492
r0881_pos	1414.0368804292398
r0885_neg	429.75499356295984
r0885_pos	553.788656692848
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.645474507121192
r0892_pos	11492.906105202259
r0899_neg	4957.576634072229
r0899_pos	1445.7598780655953
r0907_neg	0.0
r0907_pos	23557.686670324452
r0908_neg	24346.304231793285
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24346.30423179327
r0911_neg	10148.452235946143
r0911_pos	5423.59989853366
r0913_neg	2024.0336631298883
r0913_pos	2024.0336631298883
r0915_neg	2044.794546630474
r0915_pos	2044.794546630474
r0917_neg	1189.9130746081023
r0917_pos	1189.9130746081023
r0921_pos	4132.335074505626
r0924_pos	8882.21498900639
r0925_pos	0.0
r0926_pos	11090.725734843874
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1276.0793445304175
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.374895335556104
r0940_pos	6841.69724959987
r0941_neg	14500.003362119
r0941_pos	4232.970828164136
r0942_neg	1008.1536974570498
r0942_pos	990.3279409098035
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1193.587951710517
r0946_pos	2011.1060445980954
r0950_pos	5831.314371505687
r0954_neg	0.0
r0954_pos	18308.093082449504
r0960_neg	2974.6383549341645
r0960_pos	2974.6383549341645
r0961_pos	2074.4016682303613
r0962_pos	3752.491981598023
r0963_pos	1128.7107535182722
r0968_pos	19370.18181437046
r0970_neg	0.0
r0970_pos	7240.6957912187145
r0973_neg	4009.641174520006
r0973_pos	0.0
r0974_neg	2073.3112739325406
r0974_pos	2064.8188191687705
r0975_pos	4132.335074505626
r0983_pos	2092.348623053369
r0984_neg	2092.348623053369
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7240.695791218716
r0990_neg	3237.2390899961824
r0990_pos	4957.576634072228
r0993_pos	4150.102590550126
r0994_neg	4633.712687256077
r0994_pos	4633.712687256077
r0995_neg	1591.3640642027076
r0995_pos	1591.3640642027076
r0997_pos	13970.943731615658
r0998_neg	2322.624634383291
r0998_pos	5175.820227048763
r0999_neg	3106.2605701805833
r0999_pos	5175.820227048763
r1007_neg	0.0
r1007_pos	310.95495196357905
r1008_pos	298.89924956505905
r1010_neg	4009.641174520006
r1010_pos	32375.063982087093
r1011_pos	75083.5139518492
r1012_pos	75083.5139518492
r1013_pos	71512.27501957752
r1014_pos	71512.27501957752
r1015_pos	977.7884487272441
r1017_pos	7822.866713814969
r1018_neg	4633.712687256077
r1018_pos	4633.712687256077
r1019_neg	3237.2390899961824
r1019_pos	4187.239089996183
r1020_neg	67898.9051163817
r1020_pos	8246.357051531499
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7932.214989006389
r1025_pos	7932.21498900639
r1026_pos	3307.277676232798
r1028_pos	3307.277676232797
r1029_pos	7893.8550034895525
r1030_neg	22.442967346656083
r1030_pos	11.749594981116562
r1043_pos	1542.7545453138719
r1044_pos	1542.7545453138719
r1045_pos	1341.8362201097239
r1050_neg	10968.723173541573
r1050_pos	1900.0
r1051_neg	2115.8826977977815
r1051_pos	2115.8826977977815
r1052_pos	2115.8826977977815
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	45602.12129504799
r1080_pos	0.0
r1088_neg	1516.4147875886954
r1088_pos	1628.916318143169
r1090_pos	1153.1932937025997
r1106_neg	4957.576634072229
r1106_pos	4957.576634072228
r1109_neg	5088.990359307257
r1109_pos	4231.204290352113
r1116_neg	13825.20574847701
r1116_pos	14113.819833790107
r1117_neg	4987.600504243175
r1117_pos	2520.1110962115413
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1204.8340999412385
r1144_pos	2154.6050082260326
r1147_neg	2024.0336631298883
r1147_pos	2024.0336631298883
r1148_neg	12433.604153873477
r1148_pos	0.0
r1150_pos	7164.372666834897
r1154_neg	4189.928390086398
r1154_pos	18422.953746755455
r1155_pos	920.7206268219464
r1156_neg	436.2601559567904
r1156_pos	4190.2310842355155
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4138.910321084585
r1163_pos	1211.795821674603
r1164_pos	8300.00893342692
r1167_pos	8300.00893342692
r1168_pos	8300.00893342692
r1172_pos	8300.00893342692
r1173_pos	0.0
r1177_pos	8300.00893342692
r1178_pos	0.0
r1179_pos	8300.00893342692
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	11148.730832501093
r1253_pos	0.0
r1254_pos	22.055627072003116
r1255_pos	8300.008933426923
r1257_pos	5128.83567752207
r1259_pos	7.2123396174843935
r1260_pos	5119.990994431024
r1262_pos	310.95495196357916
r1291_neg	1684.882151045157
r1291_pos	4753.689552761636
r1292_neg	4957.576634072228
r1292_pos	4586.423879883618
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5128.835677522069
r1318_pos	9910.030408031776
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	41.85685703923903
r1377_neg	1156.158444789819
r1377_pos	1156.158444789819
r1378_neg	1156.158444789819
r1378_pos	1156.158444789819
r1380_neg	454.72182616900625
r1380_pos	74859.93624045567
r1381_neg	74859.93624045569
r1381_pos	227.29625672929936
r1384_neg	1517.5026833974293
r1384_pos	4821.120061053043
r1396_pos	3145.545735779394
r1397_pos	3145.545735779394
r1400_pos	2652.6368799343545
r1401_pos	3447.094506092067
r1418_neg	3234.9577855767525
r1418_pos	3276.100532847781
r1421_neg	21139.949801251198
r1421_pos	4.319366556064393
r1423_pos	1342.9665509922413
r1427_pos	2522.8454935270106
r1428_neg	2630.990911064262
r1428_pos	2630.990911064262
r1429_neg	2630.990911064262
r1429_pos	1900.0
r1431_pos	2879.504768018016
r1432_pos	0.0
r1433_pos	288.4578502055107
r1434_pos	4308.508327964443
r1435_pos	5172.60294713798
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	23935.46044929393
r1444_pos	24641.728862623637
r1445_pos	24641.728862623626
r1446_pos	18310.95198793669
r1447_pos	4847.962206151311
r1448_pos	4846.589362799507
r1449_pos	4847.962206151311
r1450_pos	4846.589362799504
r1451_pos	4847.962206151315
r1453_neg	13312.711255519915
r1453_pos	12353.004950434964
r1454_pos	920.7206268219464
r1455_pos	2522.8454935270106
r1456_pos	2522.8454935270106
r1459_neg	7878.466639169211
r1459_pos	17344.719264659154
r1464_neg	1299.803367076917
r1464_pos	1299.803367076917
r1466_neg	24603.46570395811
r1466_pos	0.0
r1467_neg	1640.0034687808993
r1467_pos	48304.4634053465
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24603.465703958114
r1488_neg	0.0
r1488_pos	18043.85439908901
r1492_pos	1316.5066844470864
r1493_pos	1255.4500346094246
r1495_pos	4150.102590550126
r1497_pos	1376.6146408433738
r1498_pos	1376.6146408433738
r1499_pos	1460.6951505060001
r1500_pos	1460.6951505060001
r1512_pos	2022.292880095361
r1514_pos	3226.997935184063
r1515_pos	3279.9033060836596
r1516_pos	3320.0021150775406
r1517_pos	4173.8278035508565
r1518_pos	3320.0021150775406
r1519_pos	3314.060592150642
r1520_pos	3320.0021150775406
r1521_pos	3320.002115077541
r1522_pos	3217.673902698059
r1523_pos	3314.4147974354023
r1525_pos	3320.002115077541
r1527_pos	4173.8278035508565
r1528_pos	4957.57663407223
r1529_pos	3314.4147974354028
r1530_pos	3568.7984636694355
r1536_pos	9258.582163715382
r1538_pos	1289.2204873991318
r1540_pos	719.9398381293714
r1544_neg	851.6680959428801
r1544_pos	851.6680959428801
r1546_neg	1024.9246558428563
r1546_pos	919.4681851681996
r1547_neg	951.3643172695071
r1547_pos	1102.532595961014
r1548_neg	882.9941527403993
r1548_pos	868.5796976905538
r1549_neg	951.3643172695071
r1549_pos	1067.2243737157246
r1551_neg	1024.9246558428563
r1551_pos	868.9315833012688
r1552_neg	914.231224872238
r1552_pos	871.9518844638977
r1553_neg	861.4654243593709
r1553_pos	871.9518844638977
r1554_neg	1024.9246558428563
r1554_pos	1067.2243737157246
r1556_neg	1069.7343955160302
r1556_pos	895.5758943024957
r1557_neg	1024.9246558428563
r1557_pos	1067.2243737157246
r1559_neg	914.020710157042
r1559_pos	771.450143586903
r1560_neg	1021.5524690695123
r1560_pos	818.9664442912049
r1561_neg	947.9921304961632
r1561_pos	1002.0308550840193
r1562_neg	911.6619044282235
r1562_pos	768.0779568135591
r1563_neg	947.9921304961632
r1563_pos	966.72263283873
r1564_neg	880.3358476307043
r1564_pos	825.1626195472506
r1565_neg	1021.5524690695123
r1565_pos	768.4298424242742
r1566_neg	914.231224872238
r1566_pos	771.450143586903
r1567_neg	713.0172284030526
r1567_pos	713.0172284030526
r1568_neg	1021.5524690695123
r1568_pos	966.72263283873
r1569_neg	914.020710157042
r1569_pos	824.7987887990726
r1570_neg	1066.362208742686
r1570_pos	795.0741534255011
r1571_neg	1021.5524690695123
r1571_pos	966.72263283873
r1573_neg	1024.9246558428563
r1573_pos	908.9817250636729
r1574_neg	951.3643172695071
r1574_pos	962.1850139118355
r1575_neg	898.9499621109393
r1575_pos	858.093237586027
r1576_neg	951.3643172695071
r1576_pos	962.1850139118355
r1578_neg	1024.9246558428563
r1578_pos	858.4451231967421
r1579_neg	962.0724225939637
r1579_pos	861.4654243593709
r1580_neg	713.0172284030526
r1580_pos	713.0172284030526
r1581_neg	1024.9246558428563
r1581_pos	1035.7453524851846
r1583_neg	1069.7343955160302
r1583_pos	885.089434197969
r1584_neg	1024.9246558428563
r1584_pos	1035.7453524851846
r1585_neg	1024.9246558428563
r1585_pos	1019.9699260451944
r1586_neg	951.3643172695071
r1586_pos	962.1850139118355
r1587_neg	944.1937570250964
r1587_pos	955.014453667425
r1588_neg	951.3643172695071
r1588_pos	962.1850139118355
r1589_neg	885.3529584692178
r1589_pos	885.3529584692178
r1590_neg	1024.9246558428563
r1590_pos	969.4333241782635
r1591_neg	914.2312248722379
r1591_pos	972.4536253408924
r1592_neg	861.4654243593709
r1592_pos	914.020710157042
r1593_neg	1024.9246558428563
r1593_pos	1035.7453524851846
r1594_neg	934.9936303660955
r1594_pos	934.9936303660955
r1595_neg	1069.7343955160302
r1595_pos	996.0776351794905
r1596_neg	1024.9246558428563
r1596_pos	1035.7453524851846
r1597_neg	917.3752742386615
r1597_pos	917.3752742386615
r1598_neg	910.2047139942509
r1598_pos	910.2047139942509
r1599_neg	917.3752742386615
r1599_pos	917.3752742386615
r1600_neg	978.3071588335865
r1600_pos	1066.9990471814663
r1602_neg	1009.5887232982656
r1602_pos	1024.9246558428563
r1603_neg	908.9817250636729
r1603_pos	1024.9246558428563
r1604_neg	990.9356128120107
r1604_pos	990.9356128120107
r1605_neg	1019.9699260451944
r1605_pos	1035.7453524851846
r1606_neg	1035.7453524851846
r1606_pos	1035.7453524851846
r1607_neg	990.9356128120107
r1607_pos	990.9356128120107
r1608_neg	836.6443754209017
r1608_pos	836.6443754209017
r1609_neg	843.8149356653124
r1609_pos	843.8149356653124
r1610_neg	993.4387086081173
r1610_pos	993.4387086081173
r1611_neg	917.3752742386615
r1611_pos	917.3752742386615
r1612_neg	1175.6482733460452
r1612_pos	951.3643172695071
r1613_neg	962.1850139118355
r1613_pos	951.3643172695071
r1614_neg	917.3752742386615
r1614_pos	917.3752742386615
r1615_neg	962.1850139118355
r1615_pos	962.1850139118355
r1616_neg	962.1850139118355
r1616_pos	962.1850139118355
r1617_neg	917.3752742386615
r1617_pos	917.3752742386615
r1618_neg	836.6443754209017
r1618_pos	731.6313428832876
r1619_neg	927.4186713559408
r1619_pos	731.6313428832876
r1620_neg	731.6313428832876
r1620_pos	731.6313428832876
r1621_neg	958.7002358206197
r1621_pos	944.1937570250964
r1622_neg	858.093237586027
r1622_pos	731.6313428832876
r1623_neg	910.2047139942509
r1623_pos	731.6313428832876
r1624_neg	955.014453667425
r1624_pos	731.6313428832876
r1625_neg	955.014453667425
r1625_pos	955.014453667425
r1626_neg	910.2047139942509
r1626_pos	731.6313428832876
r1627_neg	993.4387086081173
r1627_pos	993.4387086081173
r1628_neg	917.3752742386615
r1628_pos	917.3752742386615
r1629_neg	1157.3449118457904
r1629_pos	951.3643172695071
r1630_neg	962.1850139118355
r1630_pos	951.3643172695071
r1631_neg	917.3752742386615
r1631_pos	917.3752742386615
r1632_neg	962.1850139118355
r1632_pos	962.1850139118355
r1633_neg	962.1850139118355
r1633_pos	962.1850139118355
r1634_neg	917.3752742386615
r1634_pos	917.3752742386615
r1635_neg	930.2760189084585
r1635_pos	927.7705569666558
r1636_neg	1015.7848985543112
r1636_pos	930.7908581292846
r1637_neg	880.3358476307043
r1637_pos	880.3358476307043
r1638_neg	1066.9990471814663
r1638_pos	1066.9990471814663
r1639_neg	885.3529584692178
r1639_pos	885.3529584692178
r1640_neg	1111.8087868546404
r1640_pos	954.4148679678827
r1641_neg	1066.9990471814663
r1641_pos	1066.9990471814663
r1642_neg	959.0521214313347
r1642_pos	1024.9246558428563
r1643_neg	858.4451231967421
r1643_pos	930.2760189084585
r1644_neg	990.9356128120107
r1644_pos	733.4150306824718
r1645_neg	969.4333241782635
r1645_pos	930.2760189084585
r1646_neg	1035.7453524851846
r1646_pos	1035.7453524851846
r1647_neg	990.9356128120107
r1647_pos	733.4150306824718
r1648_neg	861.4654243593709
r1648_pos	962.0724225939637
r1649_neg	1024.9246558428563
r1649_pos	1157.3449118457904
r1650_neg	972.4536253408924
r1650_pos	1015.4210678061331
r1651_neg	1069.7343955160302
r1651_pos	985.6964324325617
r1652_neg	1024.9246558428563
r1652_pos	1157.3449118457904
r1653_neg	1024.9246558428563
r1653_pos	1035.7453524851846
r1654_neg	914.020710157042
r1654_pos	914.020710157042
r1655_neg	1069.7343955160302
r1655_pos	885.089434197969
r1656_neg	1024.9246558428563
r1656_pos	1035.7453524851846
r1657_neg	1035.7453524851846
r1657_pos	1035.7453524851846
r1658_neg	1035.7453524851846
r1658_pos	1035.7453524851846
r1659_neg	990.9356128120107
r1659_pos	990.9356128120107
r1660_neg	1080.5550921583585
r1660_pos	996.0776351794905
r1661_neg	1035.7453524851846
r1661_pos	1035.7453524851846
r1662_neg	1035.7453524851846
r1662_pos	1035.7453524851846
r1664_neg	1834.0613218412645
r1664_pos	1442.6019024396228
r1665_neg	1263.289497287781
r1665_pos	1360.9775911228792
r1666_neg	1016.5937673089629
r1666_pos	1442.6524407948996
r1667_neg	1799.7122118726152
r1667_pos	1306.7735851170428
r1668_neg	1286.8791156520206
r1668_pos	1159.2014186011324
r1669_neg	1016.5937673089629
r1669_pos	1306.8241234723196
r1670_neg	1163.5611215145227
r1670_pos	1837.8273205171777
r1671_neg	1020.359765984876
r1671_pos	1312.8918580842856
r1672_pos	1164.7903205981943
r1673_pos	1267.801834282613
r1674_pos	1164.7903205981943
r1675_pos	1268.76301341914
r1676_pos	1195.202674845791
r1677_pos	1188.0321146013803
r1678_pos	1195.202674845791
r1679_pos	1115.1496487013164
r1680_pos	1268.76301341914
r1681_pos	1277.3227775705295
r1682_pos	1277.3227775705295
r1683_pos	1268.76301341914
r1684_pos	1164.7903205981943
r1685_pos	1300.9467874091276
r1686_pos	1268.76301341914
r1687_pos	1164.7903205981943
r1690_pos	1168.2612725421454
r1691_pos	1094.7009339687963
r1692_pos	1087.5303737243858
r1693_pos	1094.7009339687963
r1695_pos	1168.2612725421454
r1696_pos	1202.250315572991
r1698_pos	1168.2612725421454
r1700_pos	1213.0710122153193
r1701_pos	1168.2612725421454
r1702_pos	1282.468267928968
r1705_pos	1258.2765533146135
r1706_pos	1184.7162147412641
r1707_pos	1177.5456544968536
r1708_pos	1184.7162147412641
r1710_pos	1258.2765533146135
r1711_pos	1292.265596345459
r1713_pos	1258.2765533146135
r1715_pos	1303.0862929877874
r1716_pos	1258.2765533146135
r1717_pos	1164.7903205981943
r1720_pos	1369.264754296135
r1721_pos	1295.7044157227856
r1722_pos	1288.533855478375
r1723_pos	1295.7044157227856
r1725_pos	1369.264754296135
r1726_pos	1403.2537973269805
r1728_pos	1369.264754296135
r1730_pos	1414.0744939693088
