	Tcon_Spleen_Tcon4_L1	exTreg_Lymph_exTreg3_L2	Tcon_Lymph_Tcon10_L1	Treg_Lymph_Treg8_L1	Tcon_Lymph_Tcon6_L1
PYDXDH_pos	0.0	0.0	0.0	0.0	0.0
PYDXK_pos	3.8531679962748377	3.7596428540205586	3.9573198768275555	4.406571780708636	3.8095944179628005
PYDXNK_pos	3.8531679962748377	3.7596428540205586	3.9573198768275555	4.406571780708636	3.8095944179628005
PYDXNtr_pos	0.0	0.0	0.0	0.0	0.0
PYDXNtr_neg	0.0	0.0	0.0	0.0	0.0
PYDXPP_pos	5.044345558300465	5.350600408113623	5.165231842112945	4.942555660267351	4.9009094290296025
PYDXtr_pos	0.0	0.0	0.0	0.0	0.0
PYDXtr_neg	0.0	0.0	0.0	0.0	0.0
PYK_pos	0.0	0.0	0.0	0.15184797245016718	0.0
PYLALDOX_pos	0.0	0.0	0.0	0.0	0.0
PYLALDOXm_pos	0.0	0.0	0.0	0.0	0.0
PYNP2r_pos	0.0	0.0	0.24143038533641822	0.0446095695121819	0.0
PYNP2r_neg	0.0	0.0	0.24143038533641822	0.0446095695121819	0.0
PYRt2m_pos	0.0	0.0	0.0	0.0	0.0
PYRt2m_neg	0.0	0.0	0.0	0.0	0.0
PYRt2p_pos	0.007572256875490728	0.0	0.01847995846000988	0.08740995006224749	0.0
PYRt2p_neg	0.007572256875490728	0.0	0.01847995846000988	0.08740995006224749	0.0
PYRt2r_pos	2.5482747405446444	3.452355030949902	2.681429893714905	3.4313520906887107	1.3064018745325978
PYRt2r_neg	2.5482747405446444	3.452355030949902	2.681429893714905	3.4313520906887107	1.3064018745325978
QUILSYN_pos	0.0	0.0	0.0	0.0	0.0
RADH_pos	0.0	0.0	0.0	0.0	0.0
RADH2_pos	0.0	0.0	0.0	0.0	0.0
RADH3_pos	0.0	0.0	0.0	0.0	0.0
RADH4_pos	0.0	0.0	0.0	0.0	0.0
RAHY_pos	0.0	0.0	0.0	0.0	0.0
RAI1_pos	0.0	0.0	0.0	0.0	0.0
RAI1_neg	0.0	0.0	0.0	0.0	0.0
RAI2_pos	0.0	0.0	0.0	0.0	0.0
RAI2_neg	0.0	0.0	0.0	0.0	0.0
RAI3_pos	0.0	0.0	0.0	0.5822971829488578	0.44979649374826275
RAI3_neg	0.0	0.0	0.0	0.5822971829488578	0.44979649374826275
RAI4_pos	0.0	0.0	0.0	0.0	0.0
RAI4_neg	0.0	0.0	0.0	0.0	0.0
RAtn_pos	0.0	0.0	0.0	0.0	0.0
RAtn_neg	0.0	0.0	0.0	0.0	0.0
RAtn3_pos	0.0	0.0	0.0	0.0	0.0
RAtn3_neg	0.0	0.0	0.0	0.0	0.0
RBFK_pos	0.0	0.0	0.0	0.0	0.0
RBK_pos	1.7334206956835376	1.8483504088867	1.5077750848580591	1.5777713085035479	1.4695216237304791
RBK_D_pos	1.7334206956835376	1.8483504088867	1.5077750848580591	1.5777713085035479	1.4695216237304791
RBTt_pos	0.0	0.0	0.0	0.0	0.0
RDH1_pos	2.4416094796282044	0.6375034916522628	2.905242972057162	2.763590889257105	2.456264758467614
RDH1_neg	2.4416094796282044	0.6375034916522628	2.905242972057162	2.763590889257105	2.456264758467614
RDH1a_pos	4.72688446767802	3.9028045081552247	4.427773809703073	4.7729449352771685	4.686699881201599
RDH2_pos	2.4416094796282044	0.6375034916522628	2.905242972057162	2.7481237602624202	2.456264758467614
RDH2_neg	2.4416094796282044	0.6375034916522628	2.905242972057162	2.7481237602624202	2.456264758467614
RDH2a_pos	4.368134908545036	3.9028045081552247	3.9920140270284157	4.57237307820695	4.42594499496467
RDH3_pos	2.4416094796282044	0.6375034916522628	2.905242972057162	2.7481237602624202	2.456264758467614
RDH3_neg	2.4416094796282044	0.6375034916522628	2.905242972057162	2.7481237602624202	2.456264758467614
RDH3a_pos	4.3598935331371464	3.9028045081552247	3.9920140270284157	4.57237307820695	4.42594499496467
RDH4_pos	2.4416094796282044	0.6375034916522628	2.905242972057162	2.7481237602624202	2.456264758467614
RDH4_neg	2.4416094796282044	0.6375034916522628	2.905242972057162	2.7481237602624202	2.456264758467614
RETFA_pos	0.0	0.0	0.0	0.0	0.0
RETFAt_pos	0.0	0.0	0.0	0.0	0.0
RETFAt1_pos	0.0	0.0	0.0	0.0	0.0
RETFAt2_pos	0.0	0.0	0.0	0.0	0.0
RETH_pos	0.0	0.0	0.0	0.0	0.0
RETH1_pos	0.0	0.0	0.0	0.0	0.0
RETH1e_pos	0.0	0.0	0.0	0.0	0.0
RETH2_pos	0.0	0.0	0.0	0.0	0.0
RETH2e_pos	0.0	0.0	0.0	0.0	0.0
RETHe_pos	0.0	0.0	0.0	0.0	0.0
RETI1_pos	0.0	0.0	0.0	0.0	0.0
RETI1_neg	0.0	0.0	0.0	0.0	0.0
RETI2_pos	0.0	0.0	0.0	0.0	0.0
RETI2_neg	0.0	0.0	0.0	0.0	0.0
RETI3_pos	0.0	0.0	0.0	0.0	0.0
RETI3_neg	0.0	0.0	0.0	0.0	0.0
RETNCOA_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt2_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt2r_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCtr_pos	0.0	0.0	0.0	0.0	0.0
RETNt_pos	0.0	0.0	0.0	0.0	0.0
RETNt_neg	0.0	0.0	0.0	0.0	0.0
RETNtr_pos	0.0	0.0	0.0	0.0	0.0
RETNtr2_pos	0.0	0.0	0.0	0.0	0.0
RETt_pos	0.0	0.0	0.0	0.0	0.0
RIBFLVt3_pos	0.0	0.0	0.0	0.0	0.0
RIBt_pos	0.0	0.0	0.0	0.0	0.0
RIBt_neg	0.0	0.0	0.0	0.0	0.0
RIBt2_pos	0.0	0.0	0.0	0.0	0.0
RNDR1_pos	5.1294461958987325	3.252166983670679	4.6119938347493505	6.908115494746695	4.904088289721072
RNDR2_pos	5.1294461958987325	3.252166983670679	4.6119938347493505	6.908115494746695	4.904088289721072
RNDR3_pos	5.1294461958987325	3.252166983670679	4.6119938347493505	6.908115494746695	4.904088289721072
RNDR4_pos	5.1294461958987325	3.252166983670679	4.6119938347493505	6.908115494746695	4.904088289721072
RNMK_pos	2.1695948272688885	0.40518839668974527	2.387420621102263	2.38146264100759	1.75557037904041
RPE_pos	4.994191545850807	3.159070051723717	5.114805195349353	4.874046813867416	5.057073008363928
RPE_neg	4.994191545850807	3.159070051723717	5.114805195349353	4.874046813867416	5.057073008363928
RPI_pos	1.7649307965052128	2.1267465718768297	1.4960521936504128	1.749009435391771	2.005682472472734
RPI_neg	1.7649307965052128	2.1267465718768297	1.4960521936504128	1.749009435391771	2.005682472472734
RTOTAL2CRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2CRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2CRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2t_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2t_neg	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3t_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3t_neg	0.0	0.0	0.0	0.0	0.0
RTOTALCRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTALCRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTALCRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTALt_pos	0.0	0.0	0.0	0.0	0.0
RTOTALt_neg	0.0	0.0	0.0	0.0	0.0
Rtotaltl_pos	0.0	0.0	0.0	0.0	0.0
Rtotaltl_neg	0.0	0.0	0.0	0.0	0.0
Rtotaltp_pos	0.0	0.0	0.0	0.0	0.0
Rtotaltp_neg	0.0	0.0	0.0	0.0	0.0
S23T2g_pos	3.757641350947091	4.4905590923750225	3.9710061125599467	4.608652037822672	4.106784083282389
S23T3g_pos	0.41283186300274916	0.4047434688626099	0.5405137852327546	0.37528879426844086	0.5403623305010578
S23T4g_pos	3.757641350947091	4.4905590923750225	3.9710061125599467	4.608652037822672	4.106784083282389
S23Tg_pos	2.796258756885788	2.728286829060328	2.8028401087225046	3.0220648736843088	2.886107836629103
S26Tg_pos	3.7544482896297393	3.8343324353801043	3.8970680141839367	3.856307934880603	3.708607922834767
S2L2FN2M2MASNt_pos	0.0	0.0	0.0	0.0	0.0
S2L2FN2M2MASNtly_pos	0.0	0.0	0.0	0.0	0.0
S2L2N2M2MASNtly_pos	0.0	0.0	0.0	0.0	0.0
S2T1g_pos	1.012981757882643	0.0	1.0292222771592092	0.49177524050552046	0.9952319594725123
S2T2g_pos	1.012981757882643	0.0	1.0292222771592092	0.49177524050552046	0.9952319594725123
S2T3g_pos	1.012981757882643	0.0	1.0292222771592092	0.49177524050552046	0.9952319594725123
S2T4g_pos	1.3356150224358458	0.0	1.4508711632030808	0.82666021991112	1.4759968045240106
S2TASE1ly_pos	3.406172517627507	2.35675882822036	2.931241841628538	3.4210498494488792	2.459510072621186
S2TASE2ly_pos	3.406172517627507	2.35675882822036	2.931241841628538	3.4210498494488792	2.459510072621186
S2TASE3ly_pos	3.406172517627507	2.35675882822036	2.931241841628538	3.4210498494488792	2.459510072621186
S2TASE4ly_pos	0.0	0.0	0.0	0.0	0.0
S2TASE5ly_pos	0.0	0.0	0.0	0.0	0.0
S3T1g_pos	0.015692311517943563	0.0	0.0	0.015522068455589073	0.0
S3T2g_pos	0.02727482508286686	0.0	0.0	0.015522068455589073	0.0
S3T3g_pos	4.118192424432677	2.5032581465959707	4.179752579480039	2.0937733747131473	3.493486228303321
S3TASE1ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE1ly_neg	0.0	0.0	0.0	0.0	0.0
S3TASE2ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE2ly_neg	0.0	0.0	0.0	0.0	0.0
S3TASE3ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE3ly_neg	0.0	0.0	0.0	0.0	0.0
S4T1g_pos	5.818257785693527	6.045111487650916	6.0343723365049025	6.092246295709552	5.678884405228334
S4T2g_pos	5.818257785693527	6.045111487650916	6.0343723365049025	6.092246295709552	5.678884405228334
S4T3g_pos	5.818257785693527	6.045111487650916	6.0343723365049025	6.092246295709552	5.678884405228334
S4T4g_pos	0.0	0.0	0.0	0.0	0.0
S4T5g_pos	0.0	0.0	0.0	0.0	0.0
S4T6g_pos	5.818257785693527	6.045111487650916	6.0343723365049025	6.092246295709552	5.678884405228334
S4TASE1ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE1ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE2ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE2ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE3ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE3ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE4ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE4ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE5ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE5ly_neg	0.0	0.0	0.0	0.0	0.0
S6T10g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T11g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T12g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T13g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T14g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T15g_pos	0.09925332281469419	0.0	0.2672909499966206	0.12951092695143815	0.0
S6T16g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T17g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T18g_pos	0.09925332281469419	0.0	0.2672909499966206	0.12951092695143815	0.0
S6T19g_pos	0.19156349837859105	0.0	0.30152350523840676	0.4906493727874039	0.032656345227746644
S6T1g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T20g_pos	0.19156349837859105	0.0	0.30152350523840676	0.4906493727874039	0.032656345227746644
S6T21g_pos	0.19156349837859105	0.0	0.30152350523840676	0.4906493727874039	0.032656345227746644
S6T22g_pos	0.09866448115035457	0.0	0.041102046895886375	0.39083755812652937	0.032656345227746644
S6T23g_pos	0.09866448115035457	0.0	0.041102046895886375	0.39083755812652937	0.032656345227746644
S6T24g_pos	0.19156349837859105	0.0	0.30152350523840676	0.4906493727874039	0.032656345227746644
S6T25g_pos	0.9572820032521823	0.0014544452890239308	1.3215908843773778	1.1845232790327764	1.2863406567476143
S6T2g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T3g_pos	0.09925332281469419	0.0	0.2672909499966206	0.12951092695143815	0.0
S6T4g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T5g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T6g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T7g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T8g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6T9g_pos	4.684353817556598	4.3479224735483895	4.427848022478112	6.639847799100907	4.326663535294514
S6TASE10ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE10ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE11ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE11ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE12ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE12ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE13ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE13ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE14ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE14ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE15ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE15ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE16ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE16ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE17ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE17ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE18ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE18ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE19ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE19ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE1ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE1ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE20ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE20ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE21ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE21ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE22ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE22ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE23ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE23ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE24ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE24ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE25ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE25ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE26ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE26ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE2ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE2ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE3ly_pos	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE3ly_neg	4.128258930350078	3.4324774874897734	4.424119144049857	4.342185641257498	4.38659216987055
S6TASE4ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE4ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE5ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE5ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE6ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE6ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE7ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE7ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE8ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE8ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE9ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
S6TASE9ly_neg	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
SACCD3m_pos	0.0	0.0	0.0	0.0	0.0
SACCD4m_pos	0.0	0.0	0.0	0.0	0.0
SADT_pos	2.8456336591451636	1.1837752621343045	2.81874244386239	2.6015259216106363	2.766630215294822
SALMCOM_pos	0.0	0.0	0.0	0.0	0.0
SALMCOM2_pos	0.0	0.0	0.0	0.0	0.0
SAMHISTA_pos	0.0	0.0	0.0	0.0	0.0
SARCOXp_pos	0.4137991471512118	0.0	0.31514096733762237	0.9077953179325523	0.3309775708211908
SARCStex_pos	0.0	0.0	0.0	0.0	0.0
SARCStm_pos	0.0	0.0	0.0	0.0	0.0
SARCStp_pos	0.0	0.0	0.0	0.0	0.0
SARDHm_pos	0.0	0.0	0.0	0.0	0.0
SBPP1er_pos	0.0	0.0	0.0	0.0	0.0
SBPP3er_pos	0.0	0.0	0.0	0.0	0.0
SBTD_D2_pos	0.0	0.0	0.0	0.0	0.0
SBTR_pos	8.48289549410407	8.692836705762398	8.46748649430196	8.489079679114338	8.496112303610708
SCP21x_pos	0.0	0.0	0.0	0.0	0.0
SCP21x_neg	0.0	0.0	0.0	0.0	0.0
SCP22x_pos	0.0	0.0	0.0	0.0	0.0
SCP22x_neg	0.0	0.0	0.0	0.0	0.0
SCP2x_pos	0.0	0.0	0.0	0.0	0.0
SCPx_pos	0.0	0.0	0.0	0.0	0.0
SEAHCYSHYD_pos	5.841998793313166	5.027409994480784	5.737213944435199	6.082977035657921	5.596667232502813
SEAHCYStn_pos	0.0	0.0	0.0	0.0	0.0
SEAHCYStn_neg	0.0	0.0	0.0	0.0	0.0
SEASMETtn_pos	0.0	0.0	0.0	0.0	0.0
SEASMETtn_neg	0.0	0.0	0.0	0.0	0.0
SELADT_pos	2.8456336591451636	1.1837752621343045	2.81874244386239	2.6015259216106363	2.766630215294822
SELCYSLY_pos	4.129704973210289	4.490669826341867	3.457815758093093	4.257790211365923	3.18637779403289
SELCYSLY2_pos	4.129704973210289	4.490669826341867	3.457815758093093	4.257790211365923	3.18637779403289
SELCYSTGL_pos	0.0	0.0	0.0	0.0	0.0
SELCYSTS_pos	0.0884109526093047	0.0	0.05478591510445154	0.32197039177761366	0.0
SELMETAT_pos	9.604948253277604	9.145506739172703	9.647458147989566	9.37090629716255	9.649863307760729
SELNPS_pos	8.640661556255123	7.9233417100547285	8.576604575670476	8.612168176604472	8.709999420147717
SELt4_3_pos	0.0	0.0	0.0	0.0	0.0
SELt4_3_neg	0.0	0.0	0.0	0.0	0.0
Ser_Thrtg_pos	0.0	0.0	0.0	0.0	0.0
Ser_Thrtg_neg	0.0	0.0	0.0	0.0	0.0
SERALANaEx_pos	7.144635504035373	7.4697417226867735	6.777405632047479	7.362586315030183	6.65011477797301
SERASNNaEx_pos	7.12597209163038	7.469545043138279	6.765543723398859	7.352718028110019	6.627450294598665
SERCYSNaEx_pos	7.144635504035373	7.4697417226867735	6.777405632047479	7.362586315030183	6.65011477797301
SERDGLNexR_pos	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERDGLNexR_neg	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERDGLYexR_pos	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERDGLYexR_neg	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERGLNexR_pos	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERGLNexR_neg	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERGLNNaEx_pos	7.12597209163038	7.469545043138279	6.765543723398859	7.352718028110019	6.627450294598665
SERGLYexR_pos	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERGLYexR_neg	5.9122543880200995	6.331743505676743	5.847814012076214	6.425320888479037	6.051582160489664
SERHL_pos	0.0	0.0	0.0	0.0	0.0
SERLYSNaex_pos	0.039550176478994156	0.0	0.1550721655870917	0.10206294779382842	0.3030238230078156
SERPT_pos	2.1945052364453126	2.27476832332341	2.3162729854745945	2.3778093046796225	2.300224167799213
SERt4_pos	8.120571680324934	7.256727671890008	8.19594154633162	7.671694574883654	8.088311892140885
SERTHRNaEx_pos	7.144635504035373	7.4697417226867735	6.777405632047479	7.362586315030183	6.65011477797301
SERtN1_pos	0.0	0.0	0.0	0.0	0.0
SERtN1_neg	0.0	0.0	0.0	0.0	0.0
SERtp_pos	0.0	0.0	0.0	0.0	0.0
SERtp_neg	0.0	0.0	0.0	0.0	0.0
SFGTH_pos	5.958927227219926	6.558943416961579	5.67626942971902	5.734805622764778	5.613305042420978
SGALSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
SGALSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
SGALSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
SGALSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
SGPL11r_pos	4.263113682753709	4.276276637124538	4.236039630576303	4.567015593735599	4.319891684320225
SGPL12r_pos	4.263113682753709	4.276276637124538	4.236039630576303	4.567015593735599	4.319891684320225
SIAASE_pos	0.02908650604485805	0.0	0.0	0.0	0.0
SIAASE2ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
SIAASE3ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
SIAASE4ly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
SIAASEly_pos	6.495160920008814	6.02680770118728	6.334495585840339	6.15273576636728	6.33641661702342
SIAT4Bg_pos	1.8577173196093235	3.119815496696885	2.5972481451160747	3.613160772512224	2.614943917882505
SIAT9g_pos	0.41153203478357436	1.285286950174193	0.6220888307150622	0.8213093856134903	0.8546989122908465
sink_citr(c)_pos	0.0	0.0	0.0	0.0	0.0
sink_pre_prot(r)_pos	0.0	0.0	0.0	0.0	0.0
sink_pre_prot(r)_neg	0.0	0.0	0.0	0.0	0.0
SLCBK1_pos	0.0	0.0	0.0	0.0	0.0
SLDt_pos	0.0	0.0	0.0	0.0	0.0
SLDx_pos	0.0	0.0	0.0	0.0	0.0
SLDx_neg	0.0	0.0	0.0	0.0	0.0
SLDxm_pos	0.0	0.0	0.0	0.0	0.0
SLDxm_neg	0.0	0.0	0.0	0.0	0.0
SMPD3g_pos	0.0	0.0	0.0	0.0	0.05753600436712432
SMPD3l_pos	0.0	0.0	0.0	0.0	0.05753600436712432
SMPD4_pos	0.0	0.0	0.0	0.0	0.0
SMS_pos	2.5585333689487832	1.996405711573766	2.29019911262986	1.9428659704089724	2.365556752042631
SO4CLtex2_pos	4.107900171707637	0.0	4.121537453483315	4.214340917475125	3.8524999317459705
SO4HCOtex_pos	5.585791256967179	4.5020020981649	5.583047135422173	5.856216263416553	5.370930679004793
SO4OXAtex2_pos	4.107900171707637	0.0	4.121537453483315	4.214340917475125	3.8524999317459705
SO4t4_2_pos	0.0	0.0	0.0	0.2343892249954184	0.0
SO4t4_2_neg	0.0	0.0	0.0	0.2343892249954184	0.0
SO4tl_pos	0.0	0.0	0.0	0.0	0.0
SO4tl_neg	0.0	0.0	0.0	0.0	0.0
SOAT11_pos	3.356585308081702	3.79266410036186	3.394440105902126	4.307892917366942	3.2919507767121123
SOAT11r_pos	3.356585308081702	3.79266410036186	3.394440105902126	4.307892917366942	3.2919507767121123
SOAT12_pos	3.356585308081702	3.79266410036186	3.394440105902126	4.307892917366942	3.2919507767121123
SOAT12r_pos	3.356585308081702	3.79266410036186	3.394440105902126	4.307892917366942	3.2919507767121123
SPC_HSt_pos	0.0	0.0	0.0	0.0	0.0
SPC_HSt_neg	0.0	0.0	0.0	0.0	0.0
SPH1Pte_pos	0.0	0.0	0.0	0.0	0.0
SPH1Pte_neg	0.0	0.0	0.0	0.0	0.0
SPH1Ptr_pos	0.0	0.0	0.0	0.0	0.0
SPH1Ptr_neg	0.0	0.0	0.0	0.0	0.0
SPHGNtr_pos	0.0	0.0	0.0	0.0	0.0
SPHGNtr_neg	0.0	0.0	0.0	0.0	0.0
SPHINGStl_pos	0.0	0.0	0.0	0.0	0.0
SPHINGStl_neg	0.0	0.0	0.0	0.0	0.0
SPHINGStr_pos	0.0	0.0	0.0	0.0	0.0
SPHINGStr_neg	0.0	0.0	0.0	0.0	0.0
SPHK21c_pos	0.0	0.0	0.0	0.0	0.0
SPHMDAc_pos	0.0	0.0	0.0	0.0	0.0
SPHMYLNtg_pos	0.0	0.0	0.0	0.0	0.0
