	WT-a_S116_L007_R1_001
TKT2_neg	19626.51589477721
TKT2_pos	15779.183488051833
TMABADH_pos	0.0
TMDK1_pos	2472.706322346959
TMDK1m_pos	1733.1271437686623
TMDPK_pos	7689.655372615938
TMDPPK_pos	4262.587177645304
TMDPP_neg	10.926575486772437
TMDPP_pos	12223.467918985993
TMDS_pos	12206.951606379058
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37706.32035132681
TMNDNCCOAtx_pos	146.29817636875228
TMNDNCCPT1_pos	506.55834695518723
TMNDNCCPT2_pos	506.55834695518723
TMNDNCCRNt_pos	506.55834695518723
TMNDNCt_neg	245.00614286016994
TMNDNCt_pos	13.464445750144243
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.490667243139097
TPI_neg	9334.7540324647
TPI_pos	4123.241619784096
TRDR2_pos	5101.980730901032
TRDR3_pos	5137.161857772256
TRDR_pos	2839.9557746597407
TRDRm_pos	293.8308991670958
TREH_pos	0.0
TREHe_pos	3.4422429919307724
TRIODTHYSUFt_pos	21.27768614023609
TRIODTHYSULT_pos	21.27768614023609
TRIODTHYt2_neg	1046.4608022193536
TRIODTHYt2_pos	1051.4087102852934
TRIODTHYt_neg	1051.4087102852934
TRIODTHYt_pos	1046.4608022193536
TRIOK_pos	3540.5270063961834
TRPATB0tc_pos	1548.989320256309
TRPHYDRO2_pos	1999.724294066139
TRPO2_pos	9.725006837781953
TRPt4_pos	1265.4315521745511
TRPt_neg	872.851775050556
TRPt_pos	872.851775050556
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	68525.7877649586
TSTSTERONEGLCtr_neg	68525.78776495857
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	60931.49105096729
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	60931.49105096729
TSTSTERONEt_neg	54886.19411613069
TSTSTERONEt_pos	9.1966711083579
TSTSTERONEtr_neg	9.607949636350064
TSTSTERONEtr_pos	54886.19411613068
TSULt4_3_neg	0.0
TSULt4_3_pos	12.010567077953551
TTDCAFATPc_pos	8858.5165877933
TTDCAtr_neg	0.0
TTDCAtr_pos	3364.2448850339406
TTDCPT1_pos	10621.27747292816
TTDCPT2_pos	10621.27747292816
TTDCRNt_pos	10621.27747292816
TXA2te_neg	170.38572337422102
TXA2te_pos	0.0
TXA2tr_neg	170.38572337422102
TXA2tr_pos	0.0
TXASr_pos	170.38572337422102
TYMSFt_pos	19468.40708649869
TYMSULT_pos	19468.40708649869
TYR3MO2_pos	9943.897359109145
TYRASE_pos	12515.408383502574
TYRATB0tc_pos	1548.989320256309
TYRCBOX_pos	10848.68885923712
TYRDOPO3_pos	12515.408383502574
TYRDOPO_pos	48804.644366523
TYROXDAc_pos	10925.812752409856
TYRPHELAT2tc_pos	511.94652072653116
TYRTA_neg	6816.753298657845
TYRTA_pos	8479.913926497538
TYRTAm_neg	0.0
TYRTAm_pos	46055.75167392781
TYRt4_pos	1265.4315521745511
TYRt_neg	511.94652072653116
TYRt_pos	872.851775050556
UAG2EMAi_pos	4156.018503455747
UAG4E_neg	879.6713281965817
UAG4E_pos	9691.54509615086
UAGALDP_pos	553.0312218394014
UAGDP_pos	4156.018503455746
UDPACGALtl_neg	7132.689571461552
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9203.245512383755
UDPDOLPT_U_pos	9203.245512383755
UDPG1P_pos	16550.460656859606
UDPG4E_neg	4973.533888771194
UDPG4E_pos	11980.215805407426
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6394.143059645456
UDPGD_pos	12674.317905307538
UDPGLCAter_neg	2063.7166020873638
UDPGLCAter_pos	2063.7166020873638
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	12983.95520954204
UDPGP_pos	3324.9767284108893
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7132.689571461552
UGALGTg_pos	6394.143059645455
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	11127.758443888462
UGCG_pos	13001.901340659815
UGLCNACtg_neg	0.0
UGLCNACtg_pos	19083.246763665862
UGLT_neg	363.5048340844074
UGLT_pos	363.5048340844074
UGT1A10r_neg	10.306266898180766
UGT1A10r_pos	65783.73154474483
UGT1A1r_pos	59998.46604615644
UGT1A2r_pos	42966.0848944068
UGT1A3r_pos	69957.22150104419
UGT1A4r_pos	68525.78776495857
UGT1A5r2_pos	3936.2581094422394
UGT1A5r_pos	3918.629200202908
UGT1A6r_pos	57295.12364060927
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	69741.68542409968
UMPK2_neg	370.0975042244212
UMPK2_pos	370.0975042244212
UMPK2n_neg	371.7612735405755
UMPK2n_pos	371.7612735405755
UMPK3_neg	370.0975042244212
UMPK3_pos	370.0975042244212
UMPK3n_neg	371.7612735405755
UMPK3n_pos	371.7612735405755
UMPK4_neg	370.0975042244212
UMPK4_pos	370.0975042244212
UMPK4n_neg	371.7612735405755
UMPK4n_pos	371.7612735405755
UMPK5_neg	370.0975042244212
UMPK5_pos	370.0975042244212
UMPK5n_neg	371.7612735405755
UMPK5n_pos	371.7612735405755
UMPK6_neg	370.0975042244212
UMPK6_pos	370.0975042244212
UMPK6n_neg	371.7612735405755
UMPK6n_pos	371.7612735405755
UMPK7_neg	370.0975042244212
UMPK7_pos	370.0975042244212
UMPK7n_neg	371.7612735405755
UMPK7n_pos	371.7612735405755
UMPK_neg	370.0975042244212
UMPK_pos	370.0975042244212
UMPKm_neg	9170.350965499667
UMPKm_pos	0.0
UMPKn_neg	371.7612735405755
UMPKn_pos	371.7612735405755
UMPtr_neg	2063.7166020873638
UMPtr_pos	2063.7166020873638
UNK2_pos	15368.596285324675
UNK3_pos	16051.533211677379
UPP3S_pos	14730.55708920953
UPPDC1_pos	14730.55708920953
UPPN_pos	14535.164624598418
URATEt_pos	8975.00468510344
URATEtx_pos	11350.004685103442
URAt_neg	7444.580499780177
URAt_pos	5.649279185040032
URCN_pos	11668.751702247479
UREAt5_neg	1306.196430738013
UREAt5_pos	1306.196430738013
UREAt_neg	1306.196430738013
UREAt_pos	1306.196430738013
UREAtm_neg	14672.73508579677
UREAtm_pos	0.0
URIDK2m_neg	6450.451338200869
URIDK2m_pos	3587.451322915608
URIK1_pos	417.9511830287531
URIt4_pos	1020.9946458402242
URIt5le_pos	1377.223645477322
URIt_neg	1020.9946458402242
URIt_pos	12042.550436156833
UROLACer_neg	0.0
UROLACer_pos	6755.308121787021
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9170.350965499665
Uritm_pos	0.0
Uritn_neg	13435.054621210822
Uritn_pos	0.0
VACCCPT1_pos	90578.88073726794
VACCCPT2_pos	90578.88073726794
VACCCRNt_pos	90578.88073726794
VACCt_neg	8855.810475364857
VACCt_pos	7.846405311293068
VALATB0tc_pos	1673.1325432215403
VALLAT1tc_pos	738.8626465274808
VALPHELAT2tc_pos	636.0897436917626
VALTA_neg	7791.957616846188
VALTA_pos	4117.934573670244
VALTAm_neg	4117.934573670244
VALTAm_pos	15155.759652942581
VALt4_pos	1389.5747751397823
VALt5m_neg	4117.934573670244
VALt5m_pos	15155.75965294258
VALtec_neg	636.0897436917626
VALtec_pos	996.9949980157874
VD3_neg	10978.000508969339
VD3_pos	77194.85019005268
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9938.617156368487
VITD3t2_pos	1053.3435665079335
VITD3t_pos	1053.3435665079335
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4222.873978454865
VITKtl_pos	5001.692603353971
VLCS2p_pos	66356.81212184833
VLCS2r_pos	75426.68376035057
VLCSp_pos	65300.85671895768
VLCSr_pos	71835.71247925084
WHDDCAte_neg	7.490667243139097
WHDDCAte_pos	0.0
WHHDCAte_neg	18428.059826240573
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7494.9108513769725
WHTTDCAte_pos	0.0
XANDp_pos	12513.647148607259
XANtx_pos	11350.004685103439
XAO2x_pos	11859.860730861446
XAOx_pos	11350.004685103439
XOL27OHtm_neg	11045.483619625013
XOL27OHtm_pos	11545.332377635428
XOL7AH2tm_neg	70001.70510273511
XOL7AH2tm_pos	11026.796731835491
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11026.796731835491
XOL7AONEtr_pos	7971.47612816375
XOLDIOLONEt_neg	65300.85671895769
XOLDIOLONEt_pos	7971.476128163752
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	7037.130066400979
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	54400.93404797699
XOLTRI24te_neg	0.0
XOLTRI24te_pos	54400.934047976996
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	54447.872459459206
XOLTRI25te_neg	0.0
XOLTRI25te_pos	54447.872459459184
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	54165.55762468531
XOLTRI27te_neg	0.0
XOLTRI27te_pos	54165.557624685294
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	65300.8567189577
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8285.350325950942
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8285.35032595094
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5073.970985071721
XYLUR_neg	1273.9709850717202
XYLUR_pos	1286.5674430076779
XYLt_neg	854.2765022996572
XYLt_pos	0.0
XYLtly_pos	854.2765022996572
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	227.4734016431452
q10h2tc_neg	5644.379503791206
q10h2tc_pos	7461.4451420294
q10tm_neg	5644.379503791206
q10tm_pos	7461.4451420294
r0002_neg	2090.6131747829077
r0002_pos	2375.0
r0009_pos	4613.602363652789
r0010_pos	5964.859994380848
r0013_pos	42.05225891398788
r0016_neg	2670.0086730851694
r0016_pos	4255.636125264546
r0021_neg	1442.2133136877735
r0021_pos	523.4650056866152
r0022_neg	5305.179399260088
r0022_pos	473.9192220605585
r0027_neg	1454.8097716237314
r0027_pos	1240.8962210159132
r0028_pos	3571.507091346959
r0033_pos	14360.749356477343
r0034_pos	11762.044676872449
r0047_pos	2398.260296191883
r0051_neg	3.986500736169524
r0051_pos	27256.525139732163
r0055_neg	1501.8914595808105
r0055_pos	7767.520663282879
r0060_pos	7712.420292545072
r0062_pos	3442.6929093172284
r0068_pos	3444.379431271977
r0074_neg	1173.8602479004558
r0074_pos	2856.8601412672506
r0081_neg	354.3460829661579
r0081_pos	354.3460829661579
r0082_pos	3657.374983182383
r0083_pos	335.4650587924808
r0084_pos	12550.02136994983
r0085_pos	5200.673590196118
r0086_pos	7062.878887370272
r0093_pos	5.414626544408715
r0097_pos	3444.379431271977
r0113_pos	19441.403885213094
r0119_pos	3218.6851494766383
r0122_pos	547.6236787642101
r0127_pos	7450.255733031871
r0129_neg	2176.9749502938535
r0129_pos	7082.777380182075
r0130_neg	7534.1500541336145
r0130_pos	2176.9749502938535
r0139_neg	3.273928606924912
r0139_pos	7.875177608403822
r0142_pos	9467.251994266644
r0145_neg	1198.2283257044958
r0145_pos	58350.07797250355
r0149_neg	7.856817737280605
r0149_pos	3.2826495457084395
r0153_pos	547.6236787642101
r0156_pos	5200.673590196118
r0157_pos	7062.878887370272
r0160_pos	3540.5270063961834
r0163_pos	11000.108884988153
r0165_pos	547.6236787642101
r0166_pos	12143.54764595874
r0170_neg	417.1002305162067
r0170_pos	75402.03513720854
r0173_neg	2644.511636530179
r0173_pos	2644.511636530179
r0178_neg	1300.7604038606837
r0178_pos	12487.777954839185
r0179_pos	1300.7604038606837
r0181_neg	3.2739286069249114
r0181_pos	3.2826495457084395
r0186_pos	11728.040062563667
r0191_pos	674.2450189919264
r0193_neg	8806.808819850587
r0193_pos	6823.790826053078
r0196_neg	355.09107883782656
r0196_pos	14857.867652295512
r0202_neg	2644.511636530179
r0202_pos	2644.511636530179
r0208_neg	3108.5576143477156
r0208_pos	18674.82290666322
r0210_pos	7824.783509908813
r0224_pos	598.693595139478
r0226_pos	3598.615791426841
r0233_pos	5847.957444903248
r0236_pos	1283.161530653134
r0239_neg	0.0
r0239_pos	9.998025249010158
r0242_neg	3.4900866131294186
r0242_pos	3.4900866131294186
r0245_neg	4130.400109212755
r0245_pos	6750.930256903911
r0246_pos	11118.606407587245
r0249_neg	2451.3229061499255
r0249_pos	2451.3229061499255
r0265_pos	5847.957444903248
r0267_neg	2113.9135506078183
r0267_pos	2101.3170926718603
r0268_neg	2101.3170926718603
r0268_pos	2113.9135506078183
r0276_neg	3867.9089110847012
r0276_pos	421.1961958447135
r0280_pos	547.6236787642101
r0281_neg	4.749999999999999
r0281_pos	15175.933276476393
r0283_pos	4972.524394941068
r0287_pos	18105.74074253338
r0295_pos	561.5555880673027
r0301_pos	3867.9089110847
r0308_pos	7772.263280376474
r0309_neg	4980.484288226011
r0309_pos	17251.306861893434
r0310_pos	4916.712510969838
r0311_pos	8379.057666890847
r0317_neg	347.1154300673396
r0317_pos	347.1154300673396
r0321_pos	3885.1671220599064
r0330_pos	1270.565072717176
r0331_pos	4131.022262369954
r0339_pos	5515.5453955556595
r0340_pos	11118.606407587245
r0345_neg	1162.5899596621969
r0345_pos	1162.5899596621969
r0354_pos	3214.7027436363987
r0355_pos	3214.702743636399
r0357_pos	4274.665793292421
r0358_pos	4274.665793292421
r0360_pos	5599.835182795853
r0361_pos	5535.801859876092
r0363_pos	6844.462832347942
r0364_pos	6798.177808654375
r0365_pos	12651.459362310748
r0377_pos	3682.91950353015
r0381_neg	4114.050212859862
r0381_pos	10001.187818572364
r0383_pos	6928.182978073227
r0384_pos	10861.183344114328
r0385_pos	12318.41090164115
r0386_pos	10771.307821557666
r0388_neg	4353.326968920882
r0388_pos	10238.47759438282
r0389_neg	4353.326968920882
r0389_pos	9260.989364963012
r0390_neg	3020.978848611023
r0390_pos	4.274999999999999
r0391_neg	11.796220592915686
r0391_pos	4280.57733485839
r0392_neg	3540.5270063961834
r0392_pos	6259.811358981858
r0393_pos	11118.606407587245
r0394_neg	546.2225381616523
r0394_pos	5768.030483309171
r0395_pos	546.2225381616523
r0398_pos	5373.71831351125
r0399_neg	285.53390148742005
r0399_pos	5914.906979986153
r0400_neg	5007.876927084335
r0400_pos	19366.049162037252
r0402_pos	0.0
r0403_neg	1999.724294066139
r0403_pos	7.544029683318364
r0407_neg	611.5404518343457
r0407_pos	2798.1953792053814
r0408_neg	497.5920207610971
r0408_pos	497.5920207610971
r0409_neg	497.5920207610971
r0409_pos	497.5920207610971
r0410_neg	4.137796645715669
r0410_pos	4.698306847508435
r0413_pos	547.6236787642101
r0422_neg	0.0
r0422_pos	3657.374983182382
r0423_pos	335.4650587924808
r0424_neg	0.0
r0424_pos	12550.02136994983
r0425_neg	366.00879091650273
r0425_pos	496.8026271712311
r0426_neg	347.1154300673396
r0426_pos	347.1154300673396
r0434_neg	2337.402166152257
r0434_pos	5189.7232953356
r0437_neg	3112.7673533555144
r0437_pos	5189.7232953356
r0441_neg	0.0
r0441_pos	311.94853038083954
r0443_pos	299.8748934906288
r0450_neg	0.0
r0450_pos	3981.609590703651
r0451_pos	70.62046468454398
r0456_pos	3460.96889824381
r0463_neg	10087.417424359419
r0463_pos	0.0
r0464_neg	347.54844706718745
r0464_pos	353.411520908868
r0470_pos	713.3920308698667
r0472_neg	7192.211783103578
r0472_pos	810.3097556661089
r0474_neg	7712.722305959345
r0474_pos	810.3097556661089
r0475_neg	5594.971714199046
r0475_pos	810.3097556661089
r0480_neg	16082.19602614177
r0480_pos	12813.830502179399
r0483_neg	354.3460829661579
r0483_pos	354.3460829661579
r0488_neg	20383.901504541365
r0488_pos	331.48826252746665
r0494_neg	3.273928606924912
r0494_pos	7.875177608403822
r0497_neg	7.856817737280605
r0497_pos	3.2826495457084395
r0502_pos	9153.186592424372
r0504_pos	8975.004685103442
r0509_pos	420.65592866471525
r0512_neg	7405.907569285988
r0512_pos	611.2900530754357
r0514_pos	3734.1125686717155
r0517_neg	355.09107883782656
r0517_pos	14857.867652295512
r0522_pos	1633.577676066045
r0523_pos	1633.577676066045
r0525_neg	408.6440795404541
r0525_pos	26.290422091292402
r0527_neg	12.408400811157282
r0527_pos	5246.823660419226
r0531_neg	417.9511830287531
r0531_pos	3515.221929606777
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14400.002150481396
r0541_neg	296.9799295863756
r0541_pos	80.66662464304905
r0545_pos	975.2244785026605
r0546_pos	0.0
r0547_neg	975.2244785026605
r0547_pos	18994.380584340684
r0548_pos	0.0
r0549_neg	353.411520908868
r0549_pos	347.54844706718745
r0552_neg	415.23064327967853
r0552_pos	481.88005660772217
r0553_neg	481.88005660772217
r0553_pos	415.23064327967853
r0555_pos	6928.182978073227
r0556_neg	10861.18334411433
r0556_pos	0.0
r0557_pos	70.62046468454398
r0558_neg	1389.488366871946
r0558_pos	1389.488366871946
r0559_neg	1389.488366871946
r0559_pos	1389.488366871946
r0560_pos	12128.103758567231
r0561_pos	275.9475619277705
r0568_pos	7504.773376668728
r0570_neg	4380.479436151577
r0570_pos	6290.188536105246
r0571_neg	13094.477684923915
r0571_pos	2114.084036567844
r0573_pos	7266.539285013843
r0575_neg	417.1002305162067
r0575_pos	75402.03513720857
r0578_neg	4017.563227269292
r0578_pos	4178.297372871575
r0579_pos	4017.563227269292
r0580_pos	4518.638638396201
r0584_neg	5246.823660419228
r0584_pos	3442.9650931927067
r0587_neg	3.4900866131294186
r0587_pos	3.4900866131294186
r0590_pos	14360.749356477343
r0591_neg	41833.14580242569
r0591_pos	3359.578278033522
r0594_pos	26.522106044853395
r0595_pos	8815.14158744911
r0596_pos	12651.459362310748
r0598_pos	0.0
r0603_neg	315.45713029305415
r0603_pos	9497.376186408901
r0604_pos	9751.243749071806
r0610_neg	594.5097455573393
r0610_pos	594.5097455573393
r0611_neg	594.5097455573393
r0611_pos	594.5097455573393
r0614_neg	4017.5632272692915
r0614_pos	32435.83260395243
r0615_neg	727.4620118398695
r0615_pos	740.0584697758272
r0616_neg	690.5126861497704
r0616_pos	12230.755114272342
r0617_neg	740.0584697758272
r0617_pos	727.4620118398695
r0618_pos	690.5126861497704
r0620_neg	0.0
r0620_pos	11000.10888498815
r0625_pos	0.0
r0627_neg	4168.887295214563
r0627_pos	9.54555005978095
r0629_neg	4019.8607124132823
r0629_pos	11884.78992617816
r0630_neg	3234.93778814115
r0630_pos	13126.31166040397
r0633_neg	5331.142578839088
r0633_pos	18750.65899461325
r0634_neg	34046.545086775695
r0634_pos	499.1945581047145
r0636_pos	14074.227478862982
r0637_pos	14074.227478862982
r0638_neg	5242.759510053968
r0638_pos	19608.936342977915
r0639_pos	14386.864093235863
r0641_neg	3165.5328688508134
r0641_pos	3165.5328688508134
r0642_neg	1389.488366871946
r0642_pos	521.672250362827
r0643_neg	2114.084036567844
r0643_pos	13094.477684923913
r0644_neg	1389.488366871946
r0644_pos	521.672250362827
r0645_neg	0.0
r0645_pos	47.53430481427095
r0647_neg	1182.235686629652
r0647_pos	0.0
r0650_neg	4640.247987579651
r0650_pos	4640.247987579651
r0651_neg	4640.247987579651
r0651_pos	3277.7613385391633
r0652_neg	5243.911251943034
r0652_pos	15140.853329059173
r0653_pos	12592.457120131445
r0655_neg	323.31977593674856
r0655_pos	11200.73261583638
r0656_pos	10771.307821557666
r0660_neg	19069.904412504555
r0660_pos	5475.476803878362
r0661_pos	24796.043214600086
r0666_neg	0.0
r0666_pos	20596.48440717693
r0668_neg	5007.876927084336
r0668_pos	19366.04916203724
r0669_pos	12038.741738231662
r0670_pos	9751.243749071806
r0671_pos	14420.862937270236
r0672_neg	54447.8724594592
r0672_pos	12291.654102167147
r0673_pos	0.0
r0679_neg	15131.947399448318
r0679_pos	4017.5632272692915
r0680_neg	4017.5632272692915
r0680_pos	32435.83260395241
r0683_pos	12841.010783840942
r0686_neg	388.2280148822173
r0686_pos	12247.19986756296
r0688_neg	1233.5009761627412
r0688_pos	1246.0974340986988
r0698_pos	16064.696501487047
r0706_pos	65300.856718957686
r0707_neg	4.778825852550664
r0707_pos	6.646154078032568
r0714_pos	12592.457120131445
r0715_pos	24121.269275633793
r0716_pos	12592.457120131445
r0717_pos	24121.269275633793
r0718_pos	14386.864093235863
r0719_pos	24796.04321460009
r0720_pos	14386.864093235863
r0721_pos	24796.04321460009
r0722_neg	5475.47680387836
r0722_pos	19069.904412504555
r0723_pos	24796.043214600086
r0724_neg	19069.90441250455
r0724_pos	5475.476803878362
r0726_neg	499.1945581047145
r0726_pos	34046.5450867757
r0727_pos	24796.04321460009
r0728_neg	34046.545086775695
r0728_pos	499.1945581047145
r0729_pos	24796.04321460009
r0730_pos	18105.740742533373
r0731_pos	18105.740742533373
r0732_pos	18105.740742533373
r0733_pos	18105.74074253338
r0734_pos	18105.74074253338
r0735_neg	5261.605051068555
r0735_pos	33792.66265456922
r0739_neg	68206.6986461635
r0739_pos	8279.17734175818
r0741_neg	0.0
r0741_pos	69464.9714171077
r0743_pos	65300.85671895769
r0744_pos	65300.85671895769
r0747_neg	11135.352369202874
r0747_pos	2101.3170926718603
r0750_neg	65475.260860804425
r0750_pos	2101.3170926718603
r0752_neg	925.6786948766039
r0752_pos	0.0
r0753_pos	925.6786948766039
r0754_neg	925.6786948766039
r0754_pos	0.0
r0755_pos	925.6786948766039
r0756_neg	925.6786948766039
r0756_pos	0.0
r0757_pos	925.6786948766039
r0758_neg	521.672250362827
r0758_pos	0.0
r0774_neg	9.630671214281842
r0774_pos	9.630671214281842
r0779_pos	12038.741738231662
r0780_neg	75375.26038806266
r0780_pos	253.2417447095272
r0781_neg	0.0
r0781_pos	75375.2603880627
r0782_pos	10781.934352419106
r0783_neg	462.5306429550648
r0783_pos	5144.799215981872
r0784_neg	1273.9709850717202
r0784_pos	1286.5674430076779
r0787_pos	3386.7543066513276
r0788_neg	16082.19602614177
r0788_pos	12813.830502179395
r0789_neg	16082.196026141772
r0789_pos	12813.8305021794
r0791_neg	18750.65899461325
r0791_pos	5331.142578839091
r0792_neg	6822.206698137961
r0792_pos	764.3923344090653
r0795_pos	8815.14158744911
r0796_neg	0.0
r0796_pos	6433.770390976242
r0797_neg	4019.8607124132823
r0797_pos	63414.55203087994
r0801_neg	1784.1947399761473
r0801_pos	1324.5890971759964
r0809_neg	1170.903829489734
r0809_pos	1170.903829489734
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8097.889075519476
r0817_neg	1173.7932846106833
r0817_pos	1115.8030956661871
r0818_pos	6450.45133820087
r0819_neg	443.887221679553
r0819_pos	569.4859926924619
r0821_neg	443.887221679553
r0821_pos	443.887221679553
r0822_neg	443.887221679553
r0822_pos	443.887221679553
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	443.887221679553
r0829_pos	443.887221679553
r0830_neg	443.887221679553
r0830_pos	443.887221679553
r0834_neg	591.8496289060707
r0834_pos	591.8496289060707
r0835_neg	591.8496289060707
r0835_pos	591.8496289060707
r0836_neg	591.8496289060707
r0836_pos	591.8496289060707
r0838_neg	4698.909498937586
r0838_pos	4929.958139067637
r0839_neg	2152.387843386242
r0839_pos	3819.9822838342934
r0840_neg	2451.3229061499255
r0840_pos	2451.3229061499255
r0841_neg	2451.3229061499255
r0841_pos	2451.3229061499255
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19441.403885213094
r0853_pos	5855.265697207081
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14456.720204592046
r0870_pos	0.0
r0871_neg	9678.999583700834
r0871_pos	9.31547576279668
r0879_pos	702.9715771891747
r0881_pos	1435.7961555989732
r0885_neg	437.2592419008333
r0885_pos	562.8580129137421
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.626495596357337
r0892_pos	11653.811305928608
r0899_neg	5001.69260335397
r0899_pos	1475.122546772469
r0907_neg	0.0
r0907_pos	23524.538073448926
r0908_neg	24480.759906726664
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24480.759906726664
r0911_neg	10250.689576134837
r0911_pos	5407.553653533386
r0913_neg	2025.5987710129089
r0913_pos	2025.5987710129089
r0915_neg	2047.9624072265176
r0915_pos	2047.9624072265176
r0917_neg	1191.7216764374548
r0917_pos	1191.7216764374548
r0921_pos	4131.022262369954
r0924_pos	8921.476128163751
r0925_pos	0.0
r0926_pos	11118.606407587245
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1280.1541514557362
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.421792922599485
r0940_pos	6829.420681065093
r0941_neg	14549.011398345301
r0941_pos	4235.930856870138
r0942_neg	1028.5307986313082
r0942_pos	997.5869224510813
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1192.7378571579547
r0946_pos	2123.7932846106833
r0950_pos	5900.779352394145
r0954_neg	0.0
r0954_pos	18422.224201696277
r0960_neg	2969.7835248097763
r0960_pos	2969.7835248097763
r0961_pos	2072.025139931644
r0962_pos	3734.1125686717155
r0963_pos	1315.0398925094244
r0968_pos	19441.403885213094
r0970_neg	0.0
r0970_pos	7266.539285013842
r0973_neg	4017.563227269292
r0973_pos	0.0
r0974_neg	2073.229589564047
r0974_pos	2058.3858653662273
r0975_pos	4131.022262369954
r0983_pos	2090.6131747829077
r0984_neg	2090.6131747829077
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7266.539285013843
r0990_neg	3234.93778814115
r0990_pos	5001.692603353972
r0993_pos	4182.891825731191
r0994_neg	4640.247987579651
r0994_pos	4640.247987579651
r0995_neg	1599.6348127967426
r0995_pos	1599.6348127967426
r0997_pos	14074.227478862982
r0998_neg	2337.402166152257
r0998_pos	5189.7232953356
r0999_neg	3112.7673533555144
r0999_pos	5189.7232953356
r1007_neg	0.0
r1007_pos	311.9485303808395
r1008_pos	299.8748934906288
r1010_neg	4017.563227269292
r1010_pos	32435.832603952407
r1011_pos	75426.68376035057
r1012_pos	75426.68376035057
r1013_pos	71835.71247925084
r1014_pos	71835.71247925084
r1015_pos	1049.4195779959741
r1017_pos	7866.162607788892
r1018_neg	4640.247987579651
r1018_pos	4640.247987579651
r1019_neg	3234.93778814115
r1019_pos	4184.93778814115
r1020_neg	68206.6986461635
r1020_pos	8279.177341758183
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7971.476128163752
r1025_pos	7971.476128163748
r1026_pos	3339.488344748756
r1028_pos	3339.488344748756
r1029_pos	7927.408061964238
r1030_neg	22.46116367964613
r1030_pos	11.823896302648375
r1043_pos	1792.052164790063
r1044_pos	1792.052164790063
r1045_pos	1594.2090305191925
r1050_neg	10978.000508969342
r1050_pos	1900.0
r1051_neg	2125.850053057722
r1051_pos	2125.850053057722
r1052_pos	2125.850053057722
r1059_pos	0.0
r1061_pos	0.0
