	Tcon_Spleen_Tcon2_L2	exTreg_Lymph_exTreg5_L1	Tcon_Lymph_Tcon8_L2	exTreg_Spleen_exTreg6_L1	Treg_Spleen_Treg3_L1
PROSTGE1t_pos	0.11526423016914626	0.03592194255516227	0.0	0.0	0.025461519668554023
PROSTGE1t_neg	0.11526423016914626	0.03592194255516227	0.0	0.0	0.025461519668554023
PROSTGE1t3_pos	1.5322218136371246	1.3612838822746653	1.4460390437315613	1.302631790409407	1.7534300336441742
PROSTGE2t_pos	2.5529602319203533	1.9769057041792848	2.2894629862239206	2.573892875183131	2.795637443053663
PROSTGE2t_neg	2.5529602319203533	1.9769057041792848	2.2894629862239206	2.573892875183131	2.795637443053663
PROSTGE2t2_pos	0.05691171802850096	0.29113795562653677	0.4437092595114429	0.2998195542299534	0.9455791246526257
PROSTGE2t2_neg	0.05691171802850096	0.29113795562653677	0.4437092595114429	0.2998195542299534	0.9455791246526257
PROSTGE2t3_pos	1.5322218136371246	1.3612838822746653	1.4460390437315613	1.302631790409407	1.7534300336441742
PROSTGF2t_pos	0.05691171802850096	0.29113795562653677	0.4437092595114429	0.2998195542299534	0.9455791246526257
PROSTGF2t_neg	0.05691171802850096	0.29113795562653677	0.4437092595114429	0.2998195542299534	0.9455791246526257
PROSTGH2t_pos	0.0	0.0	0.0	0.0	0.0
PROSTGH2t_neg	0.0	0.0	0.0	0.0	0.0
PROSTGI2t_pos	0.0	0.0	0.0	0.0	0.0
PROSTGI2t_neg	0.0	0.0	0.0	0.0	0.0
PROSTGI2tr_pos	0.0	0.0	0.0	0.0	0.0
PROSTGI2tr_neg	0.0	0.0	0.0	0.0	0.0
PROt2r_pos	1.4039938446225273	1.943971631955666	1.9103741617475487	0.7343503327761302	1.8473838669735274
PROt2r_neg	1.4039938446225273	1.943971631955666	1.9103741617475487	0.7343503327761302	1.8473838669735274
PROt2rL_pos	1.4039938446225273	1.943971631955666	1.9103741617475487	0.7343503327761302	1.8473838669735274
PROt2rL_neg	1.4039938446225273	1.943971631955666	1.9103741617475487	0.7343503327761302	1.8473838669735274
PROt4_pos	8.13135750674941	7.278349774817867	8.516693423232246	6.964924139918314	8.17560901748729
PRPNCOAHYDm_pos	0.0	0.0	0.0	0.0	0.0
PRPNCOAHYDx_pos	0.0	0.0	0.0	0.0	0.0
PRPPS_pos	6.135514890151608	6.148895112949863	6.230164882297293	6.3519310127644975	6.1957981382475555
PRPPS_neg	6.135514890151608	6.148895112949863	6.230164882297293	6.3519310127644975	6.1957981382475555
PS_HSter_pos	0.0	0.0	0.0	0.0	0.0
PS_HSter_neg	0.0	0.0	0.0	0.0	0.0
PS_HStg_pos	0.0	0.0	0.0	0.0	0.0
PS_HStg_neg	0.0	0.0	0.0	0.0	0.0
PSDm_hs_pos	0.0	0.0	0.0	0.0	0.0
PSERT_pos	3.6028399920258845	3.425442009508925	3.4752138011918285	4.048152163486346	4.232703116917826
PSFLIP_pos	2.707788294784492	1.9715294604872167	2.8274660474341125	1.788529265551192	2.7447800404498413
PSFLIPm_pos	2.707788294784492	1.9715294604872167	2.8274660474341125	1.788529265551192	2.7447800404498413
PSP_L_pos	5.737176767533676	5.632337926526666	5.951638689665512	5.609995206198848	5.587353286995461
PSSA1_hs_pos	3.6248550152220065	3.340642432648603	3.5354654458210875	3.6395143527355973	3.8334791198863547
PSSA1_hs_neg	3.6248550152220065	3.340642432648603	3.5354654458210875	3.6395143527355973	3.8334791198863547
PSSA2_hs_pos	2.6829086474379604	3.151229168908973	2.8820277639652727	3.3451962344132404	3.286692583353836
PSSA2_hs_neg	2.6829086474379604	3.151229168908973	2.8820277639652727	3.3451962344132404	3.286692583353836
PSt3_pos	0.0	0.0	0.0	0.0	0.0
PSt3_neg	0.0	0.0	0.0	0.0	0.0
PTDCACRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
PTDCACRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
PTDCACRNt_pos	0.0	0.0	0.0	0.0	0.0
PTDCAt_pos	0.0	0.0	0.0	0.0	0.0
PTDCAt_neg	0.0	0.0	0.0	0.0	0.0
PTE2x_pos	0.0	0.0	0.0	0.0	0.0
PTE3x_pos	0.0	0.0	0.0	0.0	0.0
PTE4x_pos	0.0	0.0	0.0	0.0	0.0
PTE5x_pos	0.0	0.0	0.0	0.0	0.0
PTHPS_pos	0.0	0.0	0.0	0.0	0.0
PTHPSn_pos	0.0	0.0	0.0	0.0	0.0
PTPAT_pos	0.0	0.0	0.0	0.0	0.0
PTRCAT1_pos	10.079712615689388	9.654917982879695	9.692949398051754	9.688678017879615	10.040883928037871
PTRCOX1_pos	3.2128133401994368	0.0	3.979385821552863	1.177644521469833	3.7612632284725094
PUNP1_pos	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP1_neg	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP2_pos	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP2_neg	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP3_pos	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP3_neg	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP4_pos	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP4_neg	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP5_pos	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP5_neg	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP6_pos	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP6_neg	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP7_pos	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PUNP7_neg	0.0	0.0	0.25779409307005074	0.6644891718250507	1.207198988321467
PVD3_pos	0.0	0.0	0.0	0.0	0.0
PVD3_neg	0.0	0.0	0.0	0.0	0.0
PYAM5POr_pos	6.057734655883843	6.187003816356331	6.1456786847462235	5.927621590824063	5.959730008371867
PYAM5Ptm_pos	0.0	0.0	0.0	0.0	0.0
PYAM5Ptm_neg	0.0	0.0	0.0	0.0	0.0
PYDAMK_pos	3.673412882260597	4.012467351456815	3.9770350155354133	3.480520484915462	4.081997315093408
PYDAMtr_pos	0.0	0.0	0.0	0.0	0.0
PYDAMtr_neg	0.0	0.0	0.0	0.0	0.0
PYDX5Ptm_pos	0.0	0.0	0.0	0.0	0.0
PYDX5Ptm_neg	0.0	0.0	0.0	0.0	0.0
PYDXDH_pos	0.01673546083088114	0.0	0.016069325953653738	0.0	0.0
PYDXK_pos	3.673412882260597	4.012467351456815	3.9770350155354133	3.480520484915462	4.081997315093408
PYDXNK_pos	3.673412882260597	4.012467351456815	3.9770350155354133	3.480520484915462	4.081997315093408
PYDXNtr_pos	0.0	0.0	0.0	0.0	0.0
PYDXNtr_neg	0.0	0.0	0.0	0.0	0.0
PYDXPP_pos	5.010959810893395	4.175777939886564	5.403182896740688	4.445366346718762	4.676384896119105
PYDXtr_pos	0.0	0.0	0.0	0.0	0.0
PYDXtr_neg	0.0	0.0	0.0	0.0	0.0
PYK_pos	0.0	0.0	0.0	0.0	0.0
PYLALDOX_pos	0.0	0.0	0.0	0.0	0.017027017094455855
PYLALDOXm_pos	0.0	0.0	0.0	0.0	0.0
PYNP2r_pos	0.0056935274540470095	0.01148250853571231	0.005466070645127147	0.046043111902691496	0.17235700907222548
PYNP2r_neg	0.0056935274540470095	0.01148250853571231	0.005466070645127147	0.046043111902691496	0.17235700907222548
PYRt2m_pos	0.0	0.0	0.0	0.0	0.0
PYRt2m_neg	0.0	0.0	0.0	0.0	0.0
PYRt2p_pos	0.0	0.0	0.0	0.0	0.13883926050595652
PYRt2p_neg	0.0	0.0	0.0	0.0	0.13883926050595652
PYRt2r_pos	2.4694157399170367	3.4556893494096155	2.933299077913488	3.751164822665501	4.137604621980843
PYRt2r_neg	2.4694157399170367	3.4556893494096155	2.933299077913488	3.751164822665501	4.137604621980843
QUILSYN_pos	0.0	0.0	0.0	0.0	0.0
RADH_pos	0.0	0.0	0.0	0.0	0.0
RADH2_pos	0.0	0.0	0.0	0.0	0.0
RADH3_pos	0.0	0.0	0.0	0.0	0.0
RADH4_pos	0.0	0.0	0.0	0.0	0.0
RAHY_pos	0.0	0.0	0.0	0.0	0.0
RAI1_pos	0.0	0.0	0.0	0.0	0.0
RAI1_neg	0.0	0.0	0.0	0.0	0.0
RAI2_pos	0.0	0.0	0.0	0.0	0.0
RAI2_neg	0.0	0.0	0.0	0.0	0.0
RAI3_pos	0.0	0.0	0.0	0.0	0.0
RAI3_neg	0.0	0.0	0.0	0.0	0.0
RAI4_pos	0.0	0.0	0.0	0.0	0.0
RAI4_neg	0.0	0.0	0.0	0.0	0.0
RAtn_pos	0.0	0.0	0.0	0.0	0.0
RAtn_neg	0.0	0.0	0.0	0.0	0.0
RAtn3_pos	0.0	0.0	0.0	0.0	0.0
RAtn3_neg	0.0	0.0	0.0	0.0	0.0
RBFK_pos	0.0	0.0	0.0	0.0	0.0
RBK_pos	1.335769930187138	1.7078920081130164	1.4501201520527238	1.117656464355598	1.5771129264464208
RBK_D_pos	1.335769930187138	1.7078920081130164	1.4501201520527238	1.117656464355598	1.5771129264464208
RBTt_pos	0.0	0.0	0.0	0.0	0.0
RDH1_pos	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RDH1_neg	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RDH1a_pos	4.720016032925466	5.18034996596638	4.44881590216198	4.7569184249291725	4.922640418806254
RDH2_pos	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RDH2_neg	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RDH2a_pos	4.43080885705164	4.966366975144963	4.037005703976419	4.594478205106477	4.676990731588505
RDH3_pos	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RDH3_neg	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RDH3a_pos	4.43080885705164	4.966366975144963	4.037005703976419	4.594478205106477	4.676990731588505
RDH4_pos	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RDH4_neg	2.462638789954509	1.8164428445985232	2.786260787335146	2.3927847547161485	2.7112933579867113
RETFA_pos	0.0	0.0	0.0	0.0	0.0
RETFAt_pos	0.0	0.0	0.0	0.0	0.0
RETFAt1_pos	0.0	0.0	0.0	0.0	0.0
RETFAt2_pos	0.0	0.0	0.0	0.0	0.0
RETH_pos	0.0	0.0	0.0	0.0	0.0
RETH1_pos	0.0	0.0	0.0	0.0	0.0
RETH1e_pos	0.0	0.0	0.0	0.0	0.0
RETH2_pos	0.0	0.0	0.0	0.0	0.0
RETH2e_pos	0.0	0.0	0.0	0.0	0.0
RETHe_pos	0.0	0.0	0.0	0.0	0.0
RETI1_pos	0.0	0.0	0.0	0.0	0.0
RETI1_neg	0.0	0.0	0.0	0.0	0.0
RETI2_pos	0.0	0.0	0.0	0.0	0.0
RETI2_neg	0.0	0.0	0.0	0.0	0.0
RETI3_pos	0.0	0.0	0.0	0.0	0.0
RETI3_neg	0.0	0.0	0.0	0.0	0.0
RETNCOA_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt2_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCt2r_pos	0.0	0.0	0.0	0.0	0.0
RETNGLCtr_pos	0.0	0.0	0.0	0.0	0.0
RETNt_pos	0.0	0.0	0.0	0.0	0.0
RETNt_neg	0.0	0.0	0.0	0.0	0.0
RETNtr_pos	0.0	0.0	0.0	0.0	0.0
RETNtr2_pos	0.0	0.0	0.0	0.0	0.0
RETt_pos	0.0	0.0	0.0	0.0	0.0
RIBFLVt3_pos	0.0	0.0	0.0	0.0	0.0
RIBt_pos	0.0	0.0	0.0	0.0	0.0
RIBt_neg	0.0	0.0	0.0	0.0	0.0
RIBt2_pos	0.0	0.0	0.0	0.0	0.0
RNDR1_pos	5.320039350315723	4.607227065175194	4.3994156283649986	4.926624345763346	6.6942503404583595
RNDR2_pos	5.320039350315723	4.607227065175194	4.3994156283649986	4.926624345763346	6.6942503404583595
RNDR3_pos	5.320039350315723	4.607227065175194	4.3994156283649986	4.926624345763346	6.6942503404583595
RNDR4_pos	5.320039350315723	4.607227065175194	4.3994156283649986	4.926624345763346	6.6942503404583595
RNMK_pos	2.2992212066298254	1.8113638380054018	1.4186257627962726	1.237591704372168	2.044429993229627
RPE_pos	4.7603404057200915	4.266631401042279	4.735761037818695	3.9400129744929666	4.930717147732292
RPE_neg	4.7603404057200915	4.266631401042279	4.735761037818695	3.9400129744929666	4.930717147732292
RPI_pos	1.34954317447839	1.7427166527149294	1.2951527781681778	1.5383855914309723	1.7713974269259132
RPI_neg	1.34954317447839	1.7427166527149294	1.2951527781681778	1.5383855914309723	1.7713974269259132
RTOTAL2CRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2CRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2CRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2t_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL2t_neg	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3CRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3t_pos	0.0	0.0	0.0	0.0	0.0
RTOTAL3t_neg	0.0	0.0	0.0	0.0	0.0
RTOTALCRNCPT1_pos	0.0	0.0	0.0	0.0	0.0
RTOTALCRNCPT2_pos	0.0	0.0	0.0	0.0	0.0
RTOTALCRNt_pos	0.0	0.0	0.0	0.0	0.0
RTOTALt_pos	0.0	0.0	0.0	0.0	0.0
RTOTALt_neg	0.0	0.0	0.0	0.0	0.0
Rtotaltl_pos	0.0	0.0	0.0	0.0	0.0
Rtotaltl_neg	0.0	0.0	0.0	0.0	0.0
Rtotaltp_pos	0.0	0.0	0.0	0.0	0.0
Rtotaltp_neg	0.0	0.0	0.0	0.0	0.0
S23T2g_pos	4.050420510959893	4.387327483361748	4.036647088016526	4.115299537474949	4.538180684757377
S23T3g_pos	0.4722766951969017	0.8447858198254348	0.5589472140703573	0.3538025680047023	0.6112759641904326
S23T4g_pos	4.050420510959893	4.387327483361748	4.036647088016526	4.115299537474949	4.538180684757377
S23Tg_pos	2.8362829620351095	2.403696373074975	3.0056009907458248	2.748412056445576	3.00235835579459
S26Tg_pos	3.5970696751769546	3.4142500807238547	3.927857572478751	3.252801690141987	3.6538019919525384
S2L2FN2M2MASNt_pos	0.0	0.0	0.0	0.0	0.0
S2L2FN2M2MASNtly_pos	0.0	0.0	0.0	0.0	0.0
S2L2N2M2MASNtly_pos	0.0	0.0	0.0	0.0	0.0
S2T1g_pos	0.7205575907442888	0.6598508877645317	1.1068630245576452	0.4814374832247748	0.6298692745764638
S2T2g_pos	0.7205575907442888	0.6598508877645317	1.1068630245576452	0.4814374832247748	0.6298692745764638
S2T3g_pos	0.7205575907442888	0.6598508877645317	1.1068630245576452	0.4814374832247748	0.6298692745764638
S2T4g_pos	1.3214606748523916	1.0101663302388368	1.6537842461900354	0.8075265290822478	1.1922626301140236
S2TASE1ly_pos	3.4610081786734224	1.9814385323473902	2.993722321642895	2.3660758747742143	3.2352756217021748
S2TASE2ly_pos	3.4610081786734224	1.9814385323473902	2.993722321642895	2.3660758747742143	3.2352756217021748
S2TASE3ly_pos	3.4610081786734224	1.9814385323473902	2.993722321642895	2.3660758747742143	3.2352756217021748
S2TASE4ly_pos	0.0	0.0	0.0	0.0	0.0
S2TASE5ly_pos	0.0	0.0	0.0	0.0	0.0
S3T1g_pos	0.0	0.0	0.0	0.0	0.04659580771578091
S3T2g_pos	0.0	0.0	0.0	0.11976871223223802	0.057405712061457635
S3T3g_pos	3.7663065832609655	3.0117504271612896	4.2324322402017724	2.597651781348565	2.580932566942696
S3TASE1ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE1ly_neg	0.0	0.0	0.0	0.0	0.0
S3TASE2ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE2ly_neg	0.0	0.0	0.0	0.0	0.0
S3TASE3ly_pos	0.0	0.0	0.0	0.0	0.0
S3TASE3ly_neg	0.0	0.0	0.0	0.0	0.0
S4T1g_pos	6.079108913737598	6.0957680944671075	6.040414004663841	5.556538243372057	6.239390415018773
S4T2g_pos	6.079108913737598	6.0957680944671075	6.040414004663841	5.556538243372057	6.239390415018773
S4T3g_pos	6.079108913737598	6.0957680944671075	6.040414004663841	5.556538243372057	6.239390415018773
S4T4g_pos	0.0	0.0	0.0	0.0	0.0
S4T5g_pos	0.0	0.0	0.0	0.0	0.0
S4T6g_pos	6.079108913737598	6.0957680944671075	6.040414004663841	5.556538243372057	6.239390415018773
S4TASE1ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE1ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE2ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE2ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE3ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE3ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE4ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE4ly_neg	0.0	0.0	0.0	0.0	0.0
S4TASE5ly_pos	0.0	0.0	0.0	0.0	0.0
S4TASE5ly_neg	0.0	0.0	0.0	0.0	0.0
S6T10g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T11g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T12g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T13g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T14g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T15g_pos	0.3867939220185867	0.0	0.34763310941397463	0.10781047242978647	0.35443820524451025
S6T16g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T17g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T18g_pos	0.3867939220185867	0.0	0.34763310941397463	0.10781047242978647	0.35443820524451025
S6T19g_pos	0.5806707691020123	0.03386653665853628	0.37299428414893976	0.2780363728462769	0.5406416084503368
S6T1g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T20g_pos	0.5806707691020123	0.03386653665853628	0.37299428414893976	0.2780363728462769	0.5406416084503368
S6T21g_pos	0.5806707691020123	0.03386653665853628	0.37299428414893976	0.2780363728462769	0.5406416084503368
S6T22g_pos	0.24860752403568306	0.03386653665853628	0.03219477401852318	0.18263105095170806	0.23404955937230054
S6T23g_pos	0.24860752403568306	0.03386653665853628	0.03219477401852318	0.18263105095170806	0.23404955937230054
S6T24g_pos	0.5806707691020123	0.03386653665853628	0.37299428414893976	0.2780363728462769	0.5406416084503368
S6T25g_pos	0.8489012105033302	0.0	1.4423590258861247	0.9465949851765715	1.1223741245893033
S6T2g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T3g_pos	0.3867939220185867	0.0	0.34763310941397463	0.10781047242978647	0.35443820524451025
S6T4g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T5g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T6g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T7g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T8g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6T9g_pos	5.334785225964152	4.216940904750566	3.4933078252229364	6.053176307767183	6.594619451402628
S6TASE10ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE10ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE11ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE11ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE12ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE12ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE13ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE13ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE14ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE14ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE15ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE15ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE16ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE16ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE17ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE17ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE18ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE18ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE19ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE19ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE1ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE1ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE20ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE20ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE21ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE21ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE22ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE22ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE23ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE23ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE24ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE24ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE25ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE25ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE26ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE26ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE2ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE2ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE3ly_pos	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE3ly_neg	4.235907448998329	4.614438689128379	4.361224668299007	4.028170325380721	4.366847778519747
S6TASE4ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE4ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE5ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE5ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE6ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE6ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE7ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE7ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE8ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE8ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE9ly_pos	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
S6TASE9ly_neg	6.164166539882147	6.433768631831789	6.462527949551214	5.990357533774216	6.215487251803667
SACCD3m_pos	0.0	0.0	0.0	0.0	0.0
SACCD4m_pos	0.0	0.0	0.0	0.0	0.0
SADT_pos	2.5703032500941987	1.9728457928251417	2.6110868202602795	2.6778774169377644	2.69641162276656
SALMCOM_pos	0.0	0.0	0.0	0.0	0.0
SALMCOM2_pos	0.0	0.0	0.0	0.0	0.0
SAMHISTA_pos	0.0	0.0	0.0	0.0	0.02934430339432077
SARCOXp_pos	0.7892193222286613	0.0	0.530884568305027	0.0	0.5110780702821269
SARCStex_pos	0.0	0.0	0.0	0.0	0.0
SARCStm_pos	0.0	0.0	0.0	0.0	0.0
SARCStp_pos	0.0	0.0	0.0	0.0	0.0
SARDHm_pos	0.0	0.0	0.0	0.0	0.0
SBPP1er_pos	0.0	0.0	0.0	0.0	0.0
SBPP3er_pos	0.0	0.0	0.0	0.0	0.0
SBTD_D2_pos	0.0	0.0	0.0	0.0	0.0
SBTR_pos	8.49801566632329	8.787845266614227	8.561821148437385	8.815784237902255	8.637069973379239
SCP21x_pos	0.0	0.0	0.0	0.0	0.0
SCP21x_neg	0.0	0.0	0.0	0.0	0.0
SCP22x_pos	0.0	0.0	0.0	0.0	0.0
SCP22x_neg	0.0	0.0	0.0	0.0	0.0
SCP2x_pos	0.0	0.0	0.0	0.0	0.0
SCPx_pos	0.0	0.0	0.0	0.0	0.0
SEAHCYSHYD_pos	5.784995322432873	5.421537939696334	5.81017807045959	5.506884761414818	5.953295552522611
SEAHCYStn_pos	0.0	0.0	0.0	0.0	0.0
SEAHCYStn_neg	0.0	0.0	0.0	0.0	0.0
SEASMETtn_pos	0.0	0.0	0.0	0.0	0.0
SEASMETtn_neg	0.0	0.0	0.0	0.0	0.0
SELADT_pos	2.5703032500941987	1.9728457928251417	2.6110868202602795	2.6778774169377644	2.69641162276656
SELCYSLY_pos	4.514803164538922	4.132290742846961	3.375934576341854	4.4091085537352	4.721018452960186
SELCYSLY2_pos	4.514803164538922	4.132290742846961	3.375934576341854	4.4091085537352	4.721018452960186
SELCYSTGL_pos	0.0	0.0	0.0	0.0	0.0
