	Ob.EPA.c_S137_L007_R1_001	Ob.EPA.e_S153_L007_R1_001	Ob.1012.b_S133_L007_R1_001	WT.911.b_S129_L007_R1_001
ADPRDP_pos	4.150559676575382	4.0435194936627425	3.859969548221026	3.723558561472103
ADPRDPm_pos	5.845490050944375	5.808899839257769	5.741466986401147	5.067380578019059
ADPRIBt_pos	2.990954860396993	3.3854310371935203	3.1193561770396756	3.142413437873741
ADPT_pos	5.26566192452189	5.409051438538562	5.33199177823206	4.980939266085512
ADPtx_pos	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0
ADRNCPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
ADRNCPT2_pos	6.735928284277653	6.83035674741922	6.454175893185802	6.185271905593818
ADRNCRNt_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
ADRNLPVESSEC_pos	2.1984941536390834	2.682573297347578	2.229587922740652	1.5360529002402097
ADRNt_pos	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0
ADSELK_pos	6.273702368735646	6.535119821599801	6.155830171556525	6.1622906135457995
ADSK_pos	6.273702368735646	6.535119821599801	6.155830171556525	6.1622906135457995
ADSL1_pos	2.8972404255747994	3.0738202332916713	3.4195388915137843	3.412781525338476
ADSL2_pos	2.8972404255747994	3.0738202332916713	3.4195388915137843	3.412781525338476
ADSS_pos	5.838447592548458	5.884353706847985	5.844486087757799	5.2024177215751815
AFLATOXINte_pos	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0
AG13T10g_pos	3.5335633482145123	3.6111723800440045	3.3262497008374563	3.7782085763980877
AG13T11g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T12g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T13g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T14g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T15g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T16g_pos	3.5335633482145123	3.6111723800440045	3.3262497008374563	3.7782085763980877
AG13T17g_pos	3.5335633482145123	3.6111723800440045	3.3262497008374563	3.7782085763980877
AG13T18g_pos	3.5335633482145123	3.6111723800440045	3.3262497008374563	3.7782085763980877
AG13T1g_pos	3.5335633482145123	3.6111723800440045	3.3262497008374563	3.7782085763980877
AG13T2g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T3g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T4g_pos	3.533563348214512	3.6111723800440045	3.326249700837456	3.7782085763980877
AG13T5g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T6g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T7g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T8g_pos	3.5335633482145123	3.611172380044005	3.326249700837456	3.7782085763980877
AG13T9g_pos	3.533563348214512	3.611172380044005	3.326249700837456	3.7782085763980877
AGDC_pos	4.3298411765306275	4.574707046415546	4.517905553529951	3.776103988073164
AGLPC_pos	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0
AGMTm_pos	6.754753913104538	6.870118083965933	6.928962440835979	6.961044467371226
AGPAT1_pos	9.198862441758125	9.467157185348999	9.340206179911712	8.57198012018773
AGPex_pos	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0
AGPRim_pos	1.2448870591235344	1.8073549220576042	1.3785116232537298	0.28688114778816154
AGPSx_pos	1.9523335663696857	2.060047383669939	1.7004397181410922	1.7612852733616193
AGTim_pos	8.017587912153454	8.196872568075241	7.59946657883123	7.211109564324876
AGTix_pos	7.508111681193465	6.879460722538024	6.998872453994275	8.155830171556525
AHANDROSTANGLCte_pos	1.2265085298086797	0.765534746362977	0.6135316529179271	0.48542682717024166
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0
AHC_pos	9.88749480810915	10.273783945733912	9.841202645870242	10.007251575215001
AHC_neg	9.88749480810915	10.273783945733912	9.841202645870242	10.007251575215001
AHCYStn_pos	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	6.727920454563199	6.8011586560936985	6.499925591789775	5.357200084860054
AHEXASEly_pos	6.727920454563199	6.8011586560936985	6.499925591789775	5.357200084860054
AICART_pos	3.8904466926799057	3.957914598632985	3.5668151540108965	3.699329525673156
AICART_neg	3.8904466926799057	3.957914598632985	3.5668151540108965	3.699329525673156
AIRCr_pos	6.6634869461102335	6.627315001365048	6.400537929583729	7.2325648297287755
AIRCr_neg	6.6634869461102335	6.627315001365048	6.400537929583729	7.2325648297287755
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0
AKGDm_pos	7.517984266738409	7.892937397834681	7.358079723348917	6.839707698350369
AKGMALtm_pos	7.798050514767515	7.938285791884053	7.785354377909031	6.670443812122809
AKGMALtm_neg	7.798050514767515	7.938285791884053	7.785354377909031	6.670443812122809
AKGt4_3_pos	3.326249700837456	4.074676686294496	3.646162657157894	2.62993940943954
AKGt4_3_neg	3.326249700837456	4.074676686294496	3.646162657157894	2.62993940943954
AKGtp_pos	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0
AKR1C1_pos	0.0	0.0	0.0	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0
AKR1D_pos	7.5288057065197345	7.73159057159445	7.200849574637213	6.476219650723027
AKR1D2_pos	7.5288057065197345	7.73159057159445	7.200849574637213	6.476219650723027
ALAASNNaEx_pos	1.4168397419128291	1.2509615735332187	1.6461626571578936	1.6040713236688608
ALACYSNaEx_pos	2.9523335663696857	3.0373822220030804	2.851998837112446	2.0036022366801953
ALADGLNexR_pos	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALADGLNexR_neg	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALADGLYexR_pos	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALADGLYexR_neg	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALAGLNexR_pos	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALAGLNexR_neg	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALAGLNNaEx_pos	1.4168397419128291	1.2509615735332187	1.6461626571578936	1.6040713236688608
ALAGLYexR_pos	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALAGLYexR_neg	4.07638806851284	4.160678213220501	4.1201860275318625	4.05006629830629
ALAR_pos	5.506208389306745	5.843481425432457	5.532316959332765	5.430619810959776
ALAR_neg	5.506208389306745	5.843481425432457	5.532316959332765	5.430619810959776
ALASERNaEx_pos	2.9523335663696857	3.0373822220030804	2.851998837112446	2.0036022366801953
ALASm_pos	7.525285887113241	7.930205097784433	7.606442228131607	7.468827655230951
ALAt2r_pos	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ALAt2r_neg	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ALAt2rL_pos	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ALAt2rL_neg	3.456806149230474	4.040015678847879	3.72137265947682	3.5298209465286954
ALAt4_pos	9.037464590333839	9.245433863219173	8.857296796470683	8.650979913520718
ALATA_L_pos	8.940196121011232	9.418611628316139	8.902013264712147	8.191059214531656
ALATA_L_neg	8.940196121011232	9.418611628316139	8.902013264712147	8.191059214531656
ALATHRNaEx_pos	2.9523335663696857	3.0373822220030804	2.851998837112446	2.0036022366801953
ALAtN1_pos	9.189750445929795	9.691481821608948	9.330558400030803	9.219410563083464
ALAtN1_neg	9.189750445929795	9.691481821608948	9.330558400030803	9.219410563083464
ALCD1_pos	8.908872938740945	9.151803018345962	8.844611621370312	8.984931072769223
ALCD1_neg	8.908872938740945	9.151803018345962	8.844611621370312	8.984931072769223
ALCD21_D_pos	8.908872938740945	9.151803018345962	8.844611621370312	8.984931072769223
ALCD21_L_pos	8.908872938740945	9.151803018345962	8.844611621370312	8.984931072769223
ALCD22_D_pos	8.908872938740945	9.151803018345962	8.844611621370312	8.984931072769223
ALCD22_L_pos	8.908872938740945	9.151803018345962	8.844611621370312	8.984931072769223
ALCD2if_pos	8.908872938740945	9.151803018345962	8.844611621370312	8.984931072769223
ALCD2yf_pos	8.623149900220454	8.76904439109142	8.65323919604103	7.965726575706265
ALDD20x_pos	10.847198319174934	11.086866014905132	10.7929610654555	9.6977321257776
ALDD20xm_pos	10.710419023234163	10.986986817431832	10.75802328932175	10.320789268970136
ALDD21_pos	8.485950031269306	8.844988156682613	8.390340951317327	6.166916251569974
ALDD2x_pos	10.92656286126633	11.158281478783616	10.84106895049089	9.748058639157167
ALDD2xm_pos	10.48908527749345	10.758064942732567	10.571022580244975	10.141098094763649
ALDD2y_pos	9.366890436740597	9.66929256779144	9.214221966348331	7.940225490941728
ALDSTRNte_pos	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0
ALKP_pos	4.15704371014558	4.705425039042727	4.087462841250339	3.3204846780176935
ALOX12_pos	0.28688114778816154	0.8399595874895318	0.5558161550616397	0.32192809488736235
ALOX12R_pos	0.0	0.0	0.0	0.0
ALOX15_pos	0.6229303509201767	0.46466826700344427	0.0	0.0
ALOX5_pos	0.16349873228287956	0.15055967657538138	0.17632277264046287	0.12432813500220177
ALOX52_pos	0.16349873228287956	0.15055967657538138	0.17632277264046287	0.12432813500220177
ALR2_pos	8.623149900220454	8.76904439109142	8.65323919604103	7.965726575706265
ALR3_pos	8.623149900220454	8.76904439109142	8.65323919604103	7.965726575706265
AMACR2p_pos	5.697662633470518	5.740657771623893	5.612647377658316	6.170125361839952
AMACR2r_pos	5.697662633470518	5.740657771623893	5.612647377658316	6.170125361839952
AMACRp_pos	5.697662633470518	5.740657771623893	5.612647377658316	6.170125361839952
AMACRr_pos	5.697662633470518	5.740657771623893	5.612647377658316	6.170125361839952
AMANK_pos	6.014132086503214	6.378164779871631	6.134015530058444	6.349966746971192
AMCOXO_pos	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0
AMETt2m_pos	3.5472030247569317	3.3589588258323295	3.5323169593327655	2.541019153133559
AMETt2m_neg	3.5472030247569317	3.3589588258323295	3.5323169593327655	2.541019153133559
AMETtn_pos	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0
AMPDA_pos	4.137503523749935	4.2964574073712445	4.026800059343715	3.8728287595348854
AMPTASECG_pos	5.878480131138581	6.345005983008724	5.8109571587378	5.450551443306483
AMPTASECGe_pos	5.878480131138581	6.345005983008724	5.8109571587378	5.450551443306483
AMPtp_pos	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0
AMY1e_pos	5.429281193335658	5.597978036560412	5.287065907350544	5.417515002885087
AMY2e_pos	5.429281193335658	5.597978036560412	5.287065907350544	5.417515002885087
ANDRSTRNGLCte_pos	1.2265085298086797	0.765534746362977	0.6135316529179271	0.48542682717024166
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0
AP4AH1_pos	3.8914191868460786	4.730639955916791	4.578334948681608	4.008092420948722
APAT2rm_pos	6.989820220117596	7.594100623531474	6.7520795309485955	6.534808661231747
APAT2rm_neg	6.989820220117596	7.594100623531474	6.7520795309485955	6.534808661231747
APNNOXte_pos	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0
APRTO2_pos	7.457955380049278	7.460742563789644	7.1656105087627315	6.980825052014211
AQCOBALt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0
ARABR_pos	8.623149900220454	8.76904439109142	8.65323919604103	7.965726575706265
ARACHCOAtx_pos	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0
ARACHCPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
ARACHCPT2_pos	6.735928284277653	6.83035674741922	6.454175893185802	6.185271905593818
ARACHCRNt_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0
ARACHDt2_pos	8.880410035293535	9.120756272978472	8.809446600953146	8.979568100095186
ARACHDt2_neg	8.880410035293535	9.120756272978472	8.809446600953146	8.979568100095186
ARACHDtr_pos	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0
ARGLYSex_pos	4.0802312720192635	4.170726276131552	4.103077946597573	4.018812185742817
ARGN_pos	10.675180802374475	10.868714541477273	10.448364134379533	10.021132670429152
ARGNm_pos	0.0	0.43295940727610627	0.18903382439001715	0.23878685958711648
ARGSL_pos	9.256892715323477	9.675851207908444	9.163221961082055	8.44174074876707
ARGSL_neg	9.256892715323477	9.675851207908444	9.163221961082055	8.44174074876707
ARGSS_pos	11.709441425597134	11.856534465885623	11.343335641322168	11.622106743348983
ARGt4_pos	0.0	0.0	0.0	0.0
ARGtiDF_pos	8.967975516209826	9.176297836462556	8.783718557790365	8.532706571542022
ARGtm_pos	7.647890091059215	7.859534786382653	7.107164755692888	7.086613947409496
ARGtm_neg	7.647890091059215	7.859534786382653	7.107164755692888	7.086613947409496
ARSA_pos	5.020146573111776	5.40973035386445	5.2630344058337934	4.144862142915734
ARTCOAL1_pos	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0
ASAH1_pos	4.780310099043375	5.040015678847879	4.5410191531335595	4.318316841334983
ASCBOX_pos	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0
ASCBt4_pos	5.951867504326902	6.474436043252266	6.17672169288105	5.193377510564362
ASCBt4_neg	5.951867504326902	6.474436043252266	6.17672169288105	5.193377510564362
ASNALANaEx_pos	1.4168397419128291	1.2509615735332187	1.6461626571578936	1.6040713236688608
ASNCYSNaEx_pos	1.4168397419128291	1.2509615735332187	1.6461626571578936	1.6040713236688608
ASNGLNNaEx_pos	1.4168397419128291	1.2509615735332187	1.6461626571578936	1.6040713236688608
ASNNm_pos	3.4776773275653072	3.599317793698226	3.137503523749935	2.6229303509201767
ASNS1_pos	0.22650852980867975	0.722466024471091	0.8718436485093178	0.48542682717024166
ASNSERNaEx_pos	1.4168397419128291	1.2509615735332187	1.6461626571578936	1.6040713236688608
ASNt4_pos	8.773732650607855	8.985130373466898	8.619266268489191	8.395919659458956
ASNTHRNaEx_pos	1.4168397419128291	1.2509615735332187	1.6461626571578936	1.6040713236688608
ASNtm_pos	0.0	0.0	0.0	0.0
ASNtN1_pos	9.189750445929795	9.691481821608948	9.330558400030803	9.219410563083464
ASNtN1_neg	9.189750445929795	9.691481821608948	9.330558400030803	9.219410563083464
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0
ASP1DC_pos	0.0	0.0	0.0	0.0
ASPCTr_pos	1.6369145803558778	1.84799690655495	1.4541758931858022	1.9335726382610239
ASPCTr_neg	1.6369145803558778	1.84799690655495	1.4541758931858022	1.9335726382610239
ASPDt6_pos	4.776103988073165	5.437294331497144	5.093813673402728	4.66732447027863
ASPDxt_pos	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0
ASPGLUm_pos	7.041001987167506	7.432625411432298	6.723695070441395	6.648609245174544
ASPNATm_pos	0.0	0.0	0.0	0.0
ASPt6_pos	4.776103988073165	5.437294331497144	5.093813673402728	4.66732447027863
ASPTA_pos	7.76593249347046	8.010052490595216	7.430452551665532	6.4961747022797685
ASPTA_neg	7.76593249347046	8.010052490595216	7.430452551665532	6.4961747022797685
ASPTAm_pos	8.841249829516796	9.128277932873363	8.780211658523335	8.147866326591235
ASPTAm_neg	8.841249829516796	9.128277932873363	8.780211658523335	8.147866326591235
ATP1ter_pos	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0
ATPasel_pos	11.938285332366082	11.946780380300579	12.01935312624645	11.472632840924133
ATPH1e_pos	7.048214384608036	7.281327329659484	6.8607145495496855	5.365972427593384
ATPH2e_pos	7.048214384608036	7.281327329659484	6.8607145495496855	5.365972427593384
ATPS4m_pos	16.733654740384683	16.614541496547247	16.792361835292073	16.509234812941067
ATPtm_pos	9.39902151756372	9.6748278321868	9.520107901637548	8.869470464792382
ATPtn_pos	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0
B_MANNASEly_pos	2.7484612330040354	3.0617761975866897	2.6507645591169022	3.058316495590823
B3GALT3g_pos	0.6599245584023783	0.632268215499513	0.2016338611696504	0.15055967657538138
B3GALT41g_pos	0.879705766282288	0.2630344058337938	0.3103401206121505	0.4005379295837288
B3GALT42g_pos	0.879705766282288	0.2630344058337938	0.3103401206121505	0.4005379295837288
B3GALT43g_pos	0.879705766282288	0.2630344058337938	0.3103401206121505	0.4005379295837288
B3GALT44g_pos	0.879705766282288	0.2630344058337938	0.3103401206121505	0.4005379295837288
B3GALT5g_pos	0.0	0.0	0.0	0.0
B3GALTg_pos	0.0	0.0	0.0	0.0
B3GNT11g_pos	2.8953026213333066	3.270528942380718	2.6758159311722696	3.18269229751619
B3GNT12g_pos	2.8953026213333066	3.270528942380718	2.6758159311722696	3.18269229751619
B3GNT310g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT311g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT312g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT313g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT314g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT315g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT31g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT32g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT33g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT34g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT35g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT36g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT37g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT39g_pos	1.4489009511451278	1.2868811477881617	0.8399595874895318	1.3673710656485294
B3GNT51g_pos	0.0	0.0	0.11103131238874395	0.08406426478847456
BAAT1x_pos	7.606886339275915	7.728124595078252	7.3363726607855275	7.614268135164198
BAAT2x_pos	7.606886339275915	7.728124595078252	7.3363726607855275	7.614268135164198
BAAT3x_pos	7.606886339275915	7.728124595078252	7.3363726607855275	7.614268135164198
BAAT4x_pos	7.606886339275915	7.728124595078252	7.3363726607855275	7.614268135164198
BACCL_pos	2.84799690655495	3.769771739249448	3.0874628412503395	1.8196681834964554
BACCLm_pos	2.84799690655495	3.769771739249448	3.0874628412503395	1.8196681834964554
BALAtmr_pos	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	0.0	0.0	0.0
BAMPPALDOX_pos	10.847198319174934	11.086866014905132	10.7929610654555	9.6977321257776
BAMPPALDOXm_pos	10.710419023234163	10.986986817431832	10.75802328932175	10.320789268970136
BBHOX_pos	6.863814587359642	7.131239632811231	6.676662334857967	6.094447221699913
BCDO_pos	0.0	0.0	0.0	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0
BDHm_pos	7.317683941548177	7.268191079219813	7.160779041053011	6.6002102744200934
BDHm_neg	7.317683941548177	7.268191079219813	7.160779041053011	6.6002102744200934
BDMT_L_pos	3.9662458732249397	3.889473542531109	3.9791107550157854	3.6322682154995127
BDMT_U_pos	3.9662458732249397	3.889473542531109	3.9791107550157854	3.6322682154995127
BETALDHxm_pos	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0
BHMT_pos	11.348473668704926	12.067804062810934	11.557142960678917	10.627442687213627
BILDGLCURt_pos	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0
BILDGLCURte_pos	6.335032986586849	6.768581342173613	6.255123014847789	5.4252578719992135
BILDGLCURtr_pos	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.0	0.0	0.0
BILGLCURt_neg	0.0	0.0	0.0	0.0
BILGLCURte_pos	1.2265085298086797	0.765534746362977	0.6135316529179271	0.48542682717024166
BILGLCURtr_pos	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0
BILIRED_pos	7.479133533079846	7.170225531605026	7.526616606162316	6.898450232807866
BILIRUBt2_pos	0.0	0.0	0.0	0.0
BILIRUBt2_neg	0.0	0.0	0.0	0.0
BILIRUBtr_pos	0.0	0.0	0.0	0.0
BILIRUBtr_neg	0.0	0.0	0.0	0.0
BIOCYTtn_pos	0.0	0.0	0.0	0.0
BIOCYTtn_neg	0.0	0.0	0.0	0.0
BMTer_L_pos	2.2357270598380583	2.4489009511451276	2.493134922305505	2.678071905112638
BMTer_U_pos	2.2357270598380583	2.4489009511451276	2.493134922305505	2.678071905112638
BPNT_pos	5.825022364044702	5.954196310386875	5.678916986679839	5.2082831384125186
BPNT2_pos	5.825022364044702	5.954196310386875	5.678916986679839	5.2082831384125186
BTND1_pos	5.9092930858238235	6.078951341394822	5.781097381486317	5.919101679559393
BTND1n_pos	5.9092930858238235	6.078951341394822	5.781097381486317	5.919101679559393
BTNDe_pos	5.9092930858238235	6.078951341394822	5.781097381486317	5.919101679559393
BTNDm_pos	5.9092930858238235	6.078951341394822	5.781097381486317	5.919101679559393
BTNPL_pos	2.84799690655495	3.769771739249448	3.0874628412503395	1.8196681834964554
BTNPLm_pos	2.84799690655495	3.769771739249448	3.0874628412503395	1.8196681834964554
BTNt2_pos	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BTNt2_neg	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BTNt2m_pos	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BTNt2m_neg	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BTNt3i_pos	2.980025300238734	3.702657543390911	3.6016965164809576	2.211012193485512
BTNt4i_pos	0.0	0.0	0.13750352374993502	0.0
BTNtn_pos	0.0	0.0	0.0	0.0
BTNtn_neg	0.0	0.0	0.0	0.0
BUP2_pos	7.801934646273351	8.007307646846437	7.897058866956246	8.101082735319352
BUTt2m_pos	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BUTt2m_neg	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BUTt2r_pos	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BUTt2r_neg	5.467605550082998	5.613531652917927	5.12350066435096	4.5668151540108965
BVITEt_pos	0.0	0.0	0.0	0.0
BZt_pos	0.0	0.0	0.0	0.0
BZt_neg	0.0	0.0	0.0	0.0
BZtr_pos	0.0	0.0	0.0	0.0
BZtr_neg	0.0	0.0	0.0	0.0
C14STRr_pos	6.681168120416691	6.791293148592206	6.582706526780788	6.590811576417844
C160CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C160CPT2_pos	7.860404179081675	8.229635986140483	7.774852934583075	7.40973035386445
C160CRNt_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C161CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C161CPT12_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C161CPT2_pos	6.735928284277653	6.83035674741922	6.454175893185802	6.185271905593818
C161CPT22_pos	6.735928284277653	6.83035674741922	6.454175893185802	6.185271905593818
C161CRN2t_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C161CRNt_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C180CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
