	WT-911-a_S119_L007_R1_001
S6TASE19ly_pos	12140.681003339969
S6TASE1ly_neg	0.0
S6TASE1ly_pos	350.0812681355357
S6TASE20ly_neg	0.0
S6TASE20ly_pos	12140.68100333997
S6TASE21ly_neg	0.0
S6TASE21ly_pos	12140.681003339976
S6TASE22ly_neg	0.0
S6TASE22ly_pos	7737.915549410045
S6TASE23ly_neg	0.0
S6TASE23ly_pos	7743.6307737964
S6TASE24ly_neg	0.0
S6TASE24ly_pos	7813.972829142516
S6TASE25ly_neg	0.0
S6TASE25ly_pos	7661.892430467474
S6TASE26ly_neg	0.0
S6TASE26ly_pos	7667.157758411562
S6TASE2ly_neg	0.0
S6TASE2ly_pos	350.0812681355356
S6TASE3ly_neg	0.0
S6TASE3ly_pos	350.08126813553554
S6TASE4ly_neg	0.0
S6TASE4ly_pos	85.09725654380627
S6TASE5ly_neg	0.0
S6TASE5ly_pos	85.09725654380628
S6TASE6ly_neg	0.0
S6TASE6ly_pos	130.5033033414585
S6TASE7ly_neg	0.0
S6TASE7ly_pos	130.50330334145846
S6TASE8ly_neg	0.0
S6TASE8ly_pos	151.29829929275041
S6TASE9ly_neg	0.0
S6TASE9ly_pos	151.29829929275041
SACCD3m_pos	26.158101674638825
SACCD4m_pos	408.0821338674806
SADT_pos	7779.674698615652
SALMCOM2_pos	42430.85622638725
SALMCOM_pos	0.0
SAMHISTA_pos	13019.6536539949
SARCOXp_pos	0.0
SARCStex_pos	10.04448980566761
SARCStm_pos	10965.718093285255
SARCStp_pos	0.0
SARDHm_pos	10965.718093285253
SBCOAACOTx_pos	7998.311521193206
SBPP1er_pos	6371.0480678066815
SBPP3er_pos	6371.0480678066815
SBTD_D2_pos	2834.5357831438523
SBTR_pos	1269.595160649124
SBT_Dtde_neg	4985.361959739101
SBT_Dtde_pos	1900.0
SBTle_pos	1900.0
SCP21cx_pos	4126.070730654053
SCP21x_neg	4126.070730654053
SCP21x_pos	46.96384499777741
SCP22x_neg	3165.995481264251
SCP22x_pos	2524.179987900181
SCP2x_pos	18402.94837310526
SCPx_pos	65207.08908444558
SEAHCYSHYD_pos	0.0
SEAHCYStn_neg	0.0
SEAHCYStn_pos	0.0
SEASMETtn_neg	0.0
SEASMETtn_pos	0.0
SEBACACT_pos	7998.311521193206
SEBACIDTD_neg	0.0
SEBACIDTD_pos	7998.311521193206
SEBCOACROT_neg	7998.311521193205
SEBCOACROT_pos	48241.12314944222
SEBCOAPET_pos	7998.311521193205
SELADT_pos	0.0
SELCYSLY2_pos	0.0
SELCYSLY_pos	0.0
SELCYSTGL_pos	0.0
SELCYSTS_pos	0.0
SELMETAT_pos	0.0
SELNPS_pos	0.0
SELt4_3_neg	0.0
SELt4_3_pos	0.0
SERALANaEx_pos	859.2514092019454
SERASNNaEx_pos	980.1503613545109
SERATB0tc_pos	1334.1275557578724
SERCYSNaEx_pos	828.2864494682484
SERDGLNexR_neg	707.7217139290004
SERDGLNexR_pos	707.7217139290004
SERDGLYexR_neg	707.7217139290004
SERDGLYexR_pos	707.7217139290004
SERGLNNaEx_pos	799.7692191669681
SERGLNexR_neg	536.3514152189164
SERGLNexR_pos	707.7217139290004
SERGLYexR_neg	544.5593118259553
SERGLYexR_pos	707.7217139290004
SERHL_pos	7891.491389298915
SERLYSNaex_pos	637.8078420506133
SERPT_pos	19689.598774130667
SERTHRNaEx_pos	875.6672024160233
SERt4_pos	446.160844125145
SERtN1_neg	1199.3639087235242
SERtN1_pos	1236.9875064953922
SERtp_neg	0.0
SERtp_pos	12464.973958580962
SFCYSc_neg	0.0
SFCYSc_pos	21627.264790878704
SFCYSe_neg	0.0
SFCYSe_pos	21627.264790878708
SFGTH_pos	21066.2254887087
SGALSIDEtg_neg	38970.416767358765
SGALSIDEtg_pos	0.0
SGALSIDEtl_neg	0.0
SGALSIDEtl_pos	38970.416767358765
SGPL11r_pos	0.0
SGPL12r_pos	32643.006486013463
SIAASE2ly_pos	12138.649064753254
SIAASE3ly_pos	7737.915549410047
SIAASE4ly_pos	7661.892430467474
SIAASE_pos	0.0
SIAASEly_pos	17894.312286986362
SIAT4Bg_pos	11396.743454629413
SIAT9g_pos	19598.668836479836
SLCBK1_pos	3364.621712787274
SLDt_pos	14962.161999697526
SLDx_neg	14962.161999697531
SLDx_pos	0.0
SLDxm_neg	0.0
SLDxm_pos	0.0
SMPD3g_pos	8334.054626992482
SMPD3l_pos	60584.641307854356
SMPD4_pos	32639.98712934916
SMS_pos	8334.054626992482
SO4CLtex2_pos	5325.294004233593
SO4HCOtex_pos	1140.3940451524406
SO4OXAtex2_pos	5295.426651043922
SO4t4_2_neg	1107.6010976791185
SO4t4_2_pos	4821.724117350481
SO4tl_neg	0.0
SO4tl_pos	38704.54687610119
SOAT11_pos	0.0
SOAT11r_pos	0.0
SOAT12_pos	0.0
SOAT12r_pos	0.0
SPC_HSt_neg	11.636928387501598
SPC_HSt_pos	28726.596564414645
SPH1Pte_neg	13.332212076127732
SPH1Pte_pos	19689.59877413067
SPH1Ptr_neg	0.0
SPH1Ptr_pos	6371.0480678066815
SPHGNtr_neg	0.0
SPHGNtr_pos	6371.048067806682
SPHINGStl_neg	38501.23050198058
SPHINGStl_pos	0.0
SPHINGStr_neg	6371.0480678066815
SPHINGStr_pos	0.0
SPHK21c_pos	6371.048067806682
SPHMDAc_pos	28726.59656441464
SPHMYLNtg_neg	0.0
SPHMYLNtg_pos	8334.054626992482
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	60584.64130785437
SPHS1Pte_neg	9.287550158734893
SPHS1Pte_pos	32945.85208816227
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6371.0480678066815
SPMDOX_pos	4068.3245073189305
SPMS_pos	23657.605020681145
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	8884.86696929349
SPODMe_pos	8917.285478775088
SPODMm_pos	8895.201672509755
SPODMn_pos	9006.140424323288
SPODMx_pos	8944.716969293491
SPRMS_pos	15337.940979233403
SPRMTDe_neg	15392.138879537331
SPRMTDe_pos	2.0082875130947633
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	12464.97395858096
SQLEr_pos	75276.97760794379
SQLSr_pos	409.71489198720127
SR5AR2r_pos	56346.09791883574
SR5ARr_pos	55869.77243318974
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	2242.329796805366
SRTNt6_2_r_pos	2376.93715039583
SRTNtu_neg	1317.7630091223298
SRTNtu_pos	1317.7630091223298
ST3GAL21g_pos	12665.12557078719
ST3GAL22g_pos	12846.217307765832
ST3GAL23g_pos	13033.711769441972
ST3GAL31g_pos	11797.74079102224
ST3GAL61g_pos	11762.48311000406
ST3GAL62g_pos	10313.260408256861
ST6GALNAC21_pos	11396.743454629412
ST6GALNAC22_pos	11396.743454629412
ST6GALNAC23_pos	12632.327235620287
ST6GALNAC24_pos	12632.327235620287
ST6GALNAC25_pos	13055.944914553203
ST6GALNAC26_pos	13055.944914553203
ST6GALNAC27_pos	13334.698265867393
ST6GALNAC28_pos	13334.698265867397
ST6GALNAC31_pos	12851.153413304368
ST6GALNAC62_pos	13033.71176944197
ST8SIA11_pos	11422.996834404044
ST8SIA12_pos	19598.668836479832
ST8SIA51g_pos	18874.97404601365
ST8SIA52g_pos	13112.337190868298
ST8SIA53g_pos	12846.217307765824
ST8SIA54g_pos	12665.125570787188
ST8SIA55g_pos	13362.09726272237
ST8SIA56g_pos	12616.212975303917
STCOATxc_pos	4996.564776519194
STCOAtx_neg	4996.564776519194
STCOAtx_pos	9195.393973547387
STRDNCCOAtxc_pos	65.2019907946067
STRDNCCPT1_pos	40.70028490815493
STRDNCCPT2_pos	40.70028490815493
STRDNCCRNt_pos	40.70028490815493
STRDNCt_neg	7.025768335126443
STRDNCt_pos	4210.468061606348
STS1_pos	7792.785883823824
STS1r_pos	0.0
STS2_pos	8057.382903006048
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	7998.311521193207
SUBERCACT_neg	7998.311521193205
SUBERCACT_pos	28104.358719235897
SUBERCROT_neg	7998.311521193206
SUBERCROT_pos	28104.358719235894
SUBERICACT_pos	7998.311521193206
SUCCACT_pos	7994.300699880947
SUCCCROT_neg	7998.311521193206
SUCCCROT_pos	44074.92071482352
SUCCOAPET_pos	7998.3115211932045
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	441.59709703551584
SUCCt2m_pos	441.59709703551584
SUCCt4_2_neg	5358.454954080977
SUCCt4_2_pos	6.051210233630311
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	419.6829604112844
SUCD1m_pos	14957.975753897566
SUCOAS1m_neg	431.07518879776154
SUCOAS1m_pos	431.07518879776154
SUCOASm_neg	431.07518879776154
SUCOASm_pos	431.07518879776154
SUCRe_pos	3.4938456903059376
SULFOX_pos	8994.277139599479
Ser_Thrtg_neg	7106.342034792713
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	45990.82915440654
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	7.0663882612220235
TAGHSTDe_pos	1900.0
TAGt_neg	5832.672811749244
TAGt_pos	1900.0
TALA_neg	2795.7345480580266
TALA_pos	611.297901571258
TAUBETAtc_pos	554.7893389741298
TAUPAT1c_pos	705.1497585007564
TAURCHAe_pos	1402.8648378527164
TAURt4_2_r_neg	554.7893389741298
TAURt4_2_r_pos	1445.7709798876795
TAURtcx_neg	1286.0670732170502
TAURtcx_pos	4187.141967040916
TAXOLte_neg	0.0
TAXOLte_pos	7.525162887532749
TCHOLAt2_pos	1123.1374633161613
TCHOLAt3_pos	3215.7847228496385
TCHOLAt_neg	959.5085463661509
TCHOLAt_pos	1761.3986080974805
TCHOLAte_neg	1207.3557526950551
TCHOLAte_pos	1764.0147373773711
TCHOLAtx_neg	7856.542454773611
TCHOLAtx_pos	3237.141967040916
TCYNTt_pos	6.723416719083932
TCYNTtm_pos	11.975218100582252
TDCHOLAte_neg	1371.2244743346325
TDCHOLAte_pos	2159.475496027567
TDCHOLAtx_neg	4187.141967040916
TDCHOLAtx_pos	3237.1419670409155
TDCRNe_pos	8216.120954381442
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8578.977478081766
TDPm_pos	7717.599123913891
TETDEC2CRNe_pos	12691.180080828277
TETDECE1CRNe_pos	12691.180080828275
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	22.95111795627419
TETHEX3t_neg	7.881927278411216
TETHEX3t_pos	10.331291834898792
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	11.026567352144497
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.881927278411216
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	11.026567352144495
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	11.026567352144495
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.33129183489879
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.33129183489879
THBPT4ACAMDASE_pos	283.6327725677589
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	65207.089084445564
THD1m_pos	1419.3218818634548
THFt2_neg	5078.717315285047
THFt2_pos	41.887468730942715
THFtl_neg	3224.1991235692635
THFtl_pos	0.0
THFtm_neg	3570.8704440324714
THFtm_pos	7082.817657732294
THMATPe_pos	4509.816276622066
THMDt4_pos	7.1800579470629105
THMDt5le_pos	7.428410401078402
THMMPt4_neg	12241.282108686297
THMMPt4_pos	9.34334825520078
THMMPtm_neg	7717.599123913891
THMMPtm_pos	0.0
THMPPtm_pos	7717.59912391389
THMP_pos	7674.698487204614
THMTP_pos	4248.43567771071
THMTPt_pos	28261.263652808597
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4509.816276622064
THP2Ctp_neg	49.00803674583156
THP2Ctp_pos	0.0
THRALANaEx_pos	859.2514092019454
THRASNNaEx_pos	980.1503613545109
THRATB0tc_pos	1334.1275557578724
THRCYSNaEx_pos	828.2864494682484
THRD_L_pos	4.96310322863178
THRGLNNaEx_pos	799.7692191669681
THRGLNexR_neg	600.3025237399161
THRGLNexR_pos	707.7217139290004
THRGLYexR_neg	608.510420346955
THRGLYexR_pos	707.7217139290004
THRPHELAT2tc_pos	612.7416082763723
THRSERNaEx_pos	875.6672024160233
THRS_pos	0.0
THRt4_pos	510.1119526461446
THYMDt1_pos	6.264038318854199
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2532.393932398507
THYMDtm_pos	5057.5557993468765
THYMt_neg	12265.52438496545
THYMt_pos	9.35995111539513
THYOXt2_neg	952.4872768268013
THYOXt2_pos	955.103406106692
THYOXt_neg	955.103406106692
THYOXt_pos	952.4872768268013
THYPX_pos	10.142931056823855
TIGCRNe_pos	12088.278950167483
TKT1_neg	19589.03484863672
TKT1_pos	15760.584032538329
TKT2_neg	19589.03484863672
TKT2_pos	15760.584032538327
TMABADH_pos	0.0
TMDK1_pos	2480.9696626688396
TMDK1m_pos	1742.0899892687796
TMDPK_pos	7674.698487204615
TMDPPK_pos	4248.43567771071
TMDPP_neg	10.932564076489522
TMDPP_pos	12265.524384965447
TMDS_pos	12244.686030817678
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37688.653963433586
TMNDNCCOAtx_pos	144.78813324873386
TMNDNCCPT1_pos	503.43588322141574
TMNDNCCPT2_pos	503.43588322141574
TMNDNCCRNt_pos	503.43588322141574
TMNDNCt_neg	244.48014145477993
TMNDNCt_pos	13.440152164947442
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.52516288753275
TPI_neg	9363.403473598779
TPI_pos	4048.289785968308
TRDR2_pos	5104.905568494481
TRDR3_pos	5140.3746351830605
TRDR_pos	2812.494351218102
TRDRm_pos	288.72152183610785
TREH_pos	0.0
TREHe_pos	3.575002604328554
TRIODTHYSUFt_pos	21.34643743158274
TRIODTHYSULT_pos	21.34643743158274
TRIODTHYt2_neg	952.4872768268013
TRIODTHYt2_pos	955.103406106692
TRIODTHYt_neg	955.103406106692
TRIODTHYt_pos	952.4872768268013
TRIOK_pos	3465.7222000002303
TRPATB0tc_pos	1553.239245758152
TRPHYDRO2_pos	1999.910107207933
TRPO2_pos	9.706749449472111
TRPt4_pos	1268.4079445139607
TRPt_neg	891.0943830145791
TRPt_pos	891.0943830145791
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	68461.11459377258
TSTSTERONEGLCtr_neg	68461.11459377258
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	60821.57300430064
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	60821.573004300626
TSTSTERONEt_neg	54827.87087435918
TSTSTERONEt_pos	9.166843439093649
TSTSTERONEtr_neg	9.619846599129794
TSTSTERONEtr_pos	54827.87087435918
TSULt4_3_neg	0.0
TSULt4_3_pos	11.975218100582252
TTDCAFATPc_pos	8838.33861741529
TTDCAtr_neg	0.0
TTDCAtr_pos	3353.58193604632
TTDCPT1_pos	10570.481609215609
TTDCPT2_pos	10570.481609215609
TTDCRNt_pos	10570.481609215609
TXA2te_neg	170.20427266335963
TXA2te_pos	0.0
TXA2tr_neg	170.20427266335963
TXA2tr_pos	0.0
TXASr_pos	170.20427266335963
TYMSFt_pos	19496.36967232849
TYMSULT_pos	19496.36967232849
TYR3MO2_pos	9955.38754129709
TYRASE_pos	12678.34925283416
TYRATB0tc_pos	1553.239245758152
TYRCBOX_pos	10850.391389852004
TYRDOPO3_pos	12678.349252834156
TYRDOPO_pos	48794.97230444913
TYROXDAc_pos	10922.628133446256
TYRPHELAT2tc_pos	498.2405299170897
TYRTA_neg	6828.95411245573
TYRTA_pos	8451.526922671303
TYRTAm_neg	0.0
TYRTAm_pos	45990.82915440655
TYRt4_pos	1268.4079445139607
TYRt_neg	498.2405299170897
TYRt_pos	891.0943830145791
UAG2EMAi_pos	4169.881218421793
UAG4E_neg	880.0136650261369
UAG4E_pos	9675.487185101934
UAGALDP_pos	553.2382248984148
UAGDP_pos	4169.881218421793
UDPACGALtl_neg	7148.762456101722
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9235.213511467222
UDPDOLPT_U_pos	9235.213511467222
UDPG1P_pos	16612.81096290867
UDPG4E_neg	4984.483468103683
UDPG4E_pos	12008.152841941655
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6422.5303173799575
UDPGD_pos	12715.3243819649
UDPGLCAter_neg	2062.24086555863
UDPGLCAter_pos	2062.24086555863
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	13030.26871582427
UDPGP_pos	3331.1457745900425
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7148.762456101723
UGALGTg_pos	6422.5303173799575
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	11137.335149531542
UGCG_pos	12952.08602815316
UGLCNACtg_neg	0.0
UGLCNACtg_pos	19090.565785737646
UGLT_neg	373.55409664852755
UGLT_pos	373.55409664852755
UGT1A10r_neg	10.305831263263206
UGT1A10r_pos	65704.75082827258
UGT1A1r_pos	59910.9568646095
UGT1A2r_pos	42968.41870472798
UGT1A3r_pos	69883.36646333171
UGT1A4r_pos	68461.11459377257
UGT1A5r2_pos	3940.392749110544
UGT1A5r_pos	3922.773946186669
UGT1A6r_pos	57176.20987285513
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	69666.66892646445
UMPK2_neg	367.5158848918555
UMPK2_pos	367.5158848918555
UMPK2n_neg	369.18111010490134
UMPK2n_pos	369.18111010490134
UMPK3_neg	367.5158848918555
UMPK3_pos	367.5158848918555
UMPK3n_neg	369.18111010490134
UMPK3n_pos	369.18111010490134
UMPK4_neg	367.5158848918555
UMPK4_pos	367.5158848918555
UMPK4n_neg	369.18111010490134
UMPK4n_pos	369.18111010490134
UMPK5_neg	367.5158848918555
UMPK5_pos	367.5158848918555
UMPK5n_neg	369.18111010490134
UMPK5n_pos	369.18111010490134
UMPK6_neg	367.5158848918555
UMPK6_pos	367.5158848918555
UMPK6n_neg	369.18111010490134
UMPK6n_pos	369.18111010490134
UMPK7_neg	367.5158848918555
UMPK7_pos	367.5158848918555
UMPK7n_neg	369.18111010490134
UMPK7n_pos	369.18111010490134
UMPK_neg	367.5158848918555
UMPK_pos	367.5158848918555
UMPKm_neg	9406.917339835938
UMPKm_pos	0.0
UMPKn_neg	369.18111010490134
UMPKn_pos	369.18111010490134
UMPtr_neg	2062.24086555863
UMPtr_pos	2062.24086555863
UNK2_pos	15450.706877151308
UNK3_pos	16023.811474876957
UPP3S_pos	14694.109380614655
UPPDC1_pos	14694.109380614655
UPPN_pos	14460.667224402836
URATEt_pos	8987.676722337177
URATEtx_pos	11361.647655900415
URAt_neg	7420.62390130982
URAt_pos	5.690784978271368
URCN_pos	11667.424705013796
UREAt5_neg	1499.8247797046074
UREAt5_pos	1499.8247797046074
UREAt_neg	1499.8247797046074
UREAt_pos	1499.8247797046074
UREAtm_neg	14666.601525836517
UREAtm_pos	0.0
URIDK2m_neg	6616.733431807255
URIDK2m_pos	3571.180656227778
URIK1_pos	430.3597510638193
URIt4_pos	950.3121148456399
URIt5le_pos	1391.1028043341057
URIt_neg	950.3121148456399
URIt_pos	11963.088018384697
UROLACer_neg	0.0
UROLACer_pos	6755.867994610065
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9406.91733983594
Uritm_pos	0.0
Uritn_neg	13397.124751977151
Uritn_pos	0.0
VACCCPT1_pos	90597.23883588395
VACCCPT2_pos	90597.23883588395
VACCCRNt_pos	90597.23883588395
VACCt_neg	8860.336459501461
VACCt_pos	7.868144589256635
VALATB0tc_pos	1629.9736810155796
VALLAT1tc_pos	659.9710520829651
VALPHELAT2tc_pos	574.9749651745171
VALTA_neg	7744.065548502809
VALTA_pos	4086.5583397330606
VALTAm_neg	4086.5583397330606
VALTAm_pos	15134.885793269434
VALt4_pos	1345.1423797713883
VALt5m_neg	4086.5583397330606
VALt5m_pos	15134.885793269434
VALtec_neg	574.9749651745171
VALtec_pos	967.8288182720064
VD3_neg	10969.397129419613
VD3_pos	77121.05533310126
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9922.987522534826
VITD3t2_pos	1053.7241038425118
VITD3t_pos	1053.7241038425118
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4214.872199842122
VITKtl_pos	4996.564776519194
VLCS2p_pos	66225.03657841535
VLCS2r_pos	75272.38293779909
VLCSp_pos	65207.08908444558
VLCSr_pos	71748.55330422995
WHDDCAte_neg	7.525162887532749
WHDDCAte_pos	0.0
WHHDCAte_neg	18372.563778590767
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7501.958767525668
WHTTDCAte_pos	0.0
XANDp_pos	12503.813336302097
XANtx_pos	11361.647655900415
XAO2x_pos	11869.007166702377
XAOx_pos	11361.647655900417
XOL27OHtm_neg	11186.268474218217
XOL27OHtm_pos	11520.173482912527
XOL7AH2tm_neg	69868.63529963703
XOL7AH2tm_pos	11163.613872661192
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11163.613872661192
XOL7AONEtr_pos	7966.389425829377
XOLDIOLONEt_neg	65207.08908444555
XOLDIOLONEt_pos	7966.389425829377
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	7014.101246927719
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	54364.78281663693
XOLTRI24te_neg	0.0
XOLTRI24te_pos	54364.7828166369
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	54328.74479706759
XOLTRI25te_neg	0.0
XOLTRI25te_pos	54328.74479706759
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	54108.39672679434
XOLTRI27te_neg	0.0
XOLTRI27te_pos	54108.396726794344
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	65207.08908444554
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8259.374567875142
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8259.374567875142
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5073.518352162642
XYLUR_neg	1273.5183521626427
XYLUR_pos	1285.5727525136924
XYLt_neg	854.1664399153889
XYLt_pos	0.0
XYLtly_pos	854.1664399153889
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	227.2341663168381
q10h2tc_neg	5642.333023721458
q10h2tc_pos	7469.605872525211
q10tm_neg	5642.333023721458
q10tm_pos	7469.6058725252105
r0002_neg	2087.6821134304546
r0002_pos	2375.0
r0009_pos	4611.3925754898955
r0010_pos	6005.303228436979
r0013_pos	42.07526995699777
r0016_neg	2670.0417254960057
r0016_pos	4196.054305537839
r0021_neg	1446.5686046434137
r0021_pos	535.6479239673063
r0022_neg	5284.430827312767
r0022_pos	485.907730136791
r0027_neg	1458.6230049944636
r0027_pos	1244.8958389554048
r0028_pos	3619.7742269357077
r0033_pos	14318.128947552786
r0034_pos	11796.160614737626
r0047_pos	2395.3548567015478
r0051_neg	3.9820078263387586
r0051_pos	27171.59879392609
r0055_neg	1504.0197270977005
r0055_pos	7757.580655665213
r0060_pos	7784.894153863824
r0062_pos	3431.9289980297367
r0068_pos	3437.132914049748
r0074_neg	1174.2337730157633
r0074_pos	2472.7652366633015
r0081_neg	349.2210980366609
r0081_pos	349.2210980366609
r0082_pos	3650.7509479277596
r0083_pos	331.5032937331108
r0084_pos	12537.116644808988
r0085_pos	5193.342513644581
r0086_pos	7053.067723635385
r0093_pos	5.394564533312229
r0097_pos	3437.132914049748
r0113_pos	19438.799645058494
r0119_pos	3228.3539794835206
r0122_pos	531.0840099155866
r0127_pos	7375.790480640541
r0129_neg	2145.7131785493652
r0129_pos	7091.244561451207
r0130_neg	7549.8256960824765
r0130_pos	2145.7131785493652
r0139_neg	3.330184252386868
r0139_pos	8.038847666660219
r0142_pos	9424.322221442828
r0145_neg	1290.8235097918493
r0145_pos	58282.85482877613
r0149_neg	8.022013548882793
r0149_pos	3.338180458331146
r0153_pos	531.0840099155866
r0156_pos	5193.342513644581
r0157_pos	7053.067723635385
r0160_pos	3465.7222000002303
r0163_pos	10987.955009564534
r0165_pos	531.0840099155866
r0166_pos	12065.114442373828
r0170_neg	409.71489198720127
r0170_pos	75303.27827299188
r0173_neg	2623.294030725193
r0173_pos	2623.294030725193
r0178_neg	1303.3083720665097
r0178_pos	12485.788240154434
r0179_pos	1303.3083720665097
r0181_neg	3.330184252386868
r0181_pos	3.3381804583311454
r0186_pos	11709.429171261576
r0191_pos	675.061094549572
r0193_neg	8792.96351149081
r0193_pos	6834.845756380963
r0196_neg	375.01168372343443
r0196_pos	14834.787676542857
r0202_neg	2623.294030725193
r0202_pos	2623.294030725193
r0208_neg	3134.303080775649
r0208_pos	18688.64164687488
r0210_pos	7890.007515206653
r0224_pos	600.8139024897284
r0226_pos	3570.8704440324714
r0233_pos	5859.31163668349
r0236_pos	1283.3013543622392
r0239_neg	0.0
r0239_pos	9.986413883128014
r0242_neg	3.490880164759099
r0242_pos	3.490880164759099
r0245_neg	4051.651769107896
r0245_pos	6757.615651445113
r0246_pos	11091.706173830291
r0249_neg	2412.2273196124133
r0249_pos	2412.2273196124133
r0265_pos	5859.31163668349
r0267_neg	2113.727166039059
r0267_pos	2101.672765688009
r0268_neg	2101.672765688009
r0268_pos	2113.727166039059
r0276_neg	3899.6629599000767
r0276_pos	444.9097584012147
r0280_pos	531.0840099155866
r0281_neg	4.749999999999999
r0281_pos	15162.210248499749
r0283_pos	4983.670006420127
r0287_pos	18000.99867612445
r0295_pos	553.1733190567638
r0301_pos	3899.6629599000776
r0308_pos	7643.301356625435
r0309_neg	4952.787420892416
r0309_pos	17150.470005276034
r0310_pos	4889.109138943983
r0311_pos	8363.42801214282
r0317_neg	347.3259413662521
r0317_pos	347.3259413662521
r0321_pos	3896.416075422697
r0330_pos	1271.2469540111892
r0331_pos	4130.065845139987
r0339_pos	5485.210052955068
r0340_pos	11091.706173830291
r0345_neg	1045.4224456012093
r0345_pos	1045.4224456012093
r0354_pos	3248.5317378915825
r0355_pos	3248.531737891584
r0357_pos	4374.655338828023
r0358_pos	4374.655338828023
r0360_pos	5628.057717978337
r0361_pos	5564.34246021232
r0363_pos	6910.917325277451
r0364_pos	6867.179798613574
r0365_pos	12610.488046051158
r0377_pos	3670.5114641727973
r0381_neg	4124.071112214302
