	Ob.1012.b_S133_L007_R1_001
HDCAter_pos	2850.0
HDCAtr_neg	404.42091649787506
HDCAtr_pos	412.26247968561495
HDCEAtr_neg	0.0
HDCEAtr_pos	3267.7714204763383
HDD2COAtx_neg	17663.167833156378
HDD2COAtx_pos	23470.174299601254
HDDACBP_neg	0.0
HDDACBP_pos	12307.41585552551
HDECAACBP_neg	0.0
HDECAACBP_pos	10629.943545942511
HDECEACBP_neg	0.0
HDECEACBP_pos	10285.146083177511
HEDCECRNe_pos	10285.146083177511
HESTRATRIOLte_neg	0.0
HESTRATRIOLte_pos	50342.76126200382
HESTRATRIOLtr_neg	50342.7612620038
HESTRATRIOLtr_pos	0.0
HEX10_pos	6340.268517533448
HEX1_pos	3014.141944023591
HEX4_pos	5205.525024154306
HEX7_pos	3861.233116333877
HEXCCOAtx_neg	0.0
HEXCCOAtx_pos	9.916709306368958
HEXCCPT1_pos	0.0
HEXCCPT2_pos	0.0
HEXCCRNt_pos	0.0
HEXCOAACBP_pos	13247.23340296578
HEXCt_neg	0.0
HEXCt_pos	9.916709306368956
HEXDCRNe_pos	10629.943545942511
HEXDIACTD_neg	0.0
HEXDIACTD_pos	29607.901282463663
HEXDICOAACBP_neg	0.0
HEXDICOAACBP_pos	29607.90128246366
HEXDICOAACBPx_pos	45386.63416788346
HGNTOR_pos	45689.761830314914
HIBDm_neg	0.0
HIBDm_pos	11866.358635401482
HISCAT1_neg	1006.6377011355052
HISCAT1_pos	706.4606305027496
HISDC_pos	5276.3892657963215
HISD_pos	11423.64787606533
HISSNAT5tc_neg	1195.4125022205847
HISSNAT5tc_pos	1203.2540654083245
HISTASE_pos	0.0
HISTAVESSEC_pos	3474.2178910965204
HISTAtu_neg	1452.7338365342757
HISTAtu_pos	1452.7338365342757
HIShPTtc_pos	0.0
HISt4_pos	409.07039897699553
HIStN1_neg	409.07039897699553
HIStN1_pos	998.7961379477654
HIStiDF_pos	499.5039094566249
HISyLATtc_pos	520.10722154926
HISyLATthc_pos	666.6936461856257
HIVCACBP_neg	0.0
HIVCACBP_pos	13046.66198359687
HIVCRNe_pos	13046.66198359687
HKYNH_pos	47.08859098131671
HKt_pos	4236.216421366915
HMBS_pos	14493.706948223778
HMGCOARc_pos	340.3458915547244
HMGCOARr_pos	0.0
HMGCOASi_pos	6497.732328183011
HMGCOASim_pos	1746.038735783695
HMGCOAtm_neg	6573.298619958674
HMGCOAtm_pos	8507.67792637917
HMGCOAtx_neg	18265.695765653396
HMGCOAtx_pos	6333.602080972755
HMGLm_pos	1746.0387357836937
HMGLx_pos	5720.304401355538
HOCDACBP_neg	0.0
HOCDACBP_pos	8463.83553525514
HOCTDACBP_neg	0.0
HOCTDACBP_pos	15440.358837559648
HOCTDEC2CRNe_pos	9.796842250289643
HOCTDECCRNe_pos	8463.83553525514
HOMt4_pos	598.709915504988
HOXG_pos	50591.53560029825
HPACtr_neg	0.0
HPACtr_pos	10883.45246237873
HPCLx_pos	45.88076888169413
HPDCACRNCPT1_pos	32.820705739326336
HPDCACRNCPT2_pos	32.820705739326336
HPDCACRNt_pos	32.820705739326336
HPDCAt_neg	0.0
HPDCAt_pos	32.82070573932633
HPETFABP1tc_neg	0.0
HPETFABP1tc_pos	2375.0
HPYRDC_pos	14933.821134968388
HPYRDCm_pos	0.0
HPYRR2x_pos	6415.348128742559
HPYRRy_pos	3209.8564387031984
HPYRtp_neg	12200.953728110144
HPYRtp_pos	0.0
HRETNtn_neg	0.0
HRETNtn_pos	1622.6296479693497
HS1ly_pos	344.65767134344605
HS2ly_pos	344.65767134344594
HS3ly_pos	344.6576713434461
HS4ly_pos	344.65767134344605
HSAT1ly_pos	344.65767134344605
HSAT2ly_pos	344.65767134344594
HSAT3ly_pos	344.6576713434461
HSAT4ly_pos	344.65767134344605
HSD11B1r_neg	1172.8891324511144
HSD11B1r_pos	1172.8891324511144
HSD11B2r_neg	1172.8891324511144
HSD11B2r_pos	1172.8891324511144
HSD17B1_neg	5218.96739515464
HSD17B1_pos	51126.12689742288
HSD17B2r_pos	54172.97834854327
HSD17B3r_pos	54780.987293876155
HSD17B42x_pos	68460.70722120388
HSD17B4x_pos	61899.99516569605
HSD17B7r_pos	5218.96739515464
HSD17B8r_pos	5413.536846478701
HSD17B9r_pos	30916.805937793255
HSD3A1r_neg	2146.832629447157
HSD3A1r_pos	2146.832629447157
HSD3A2r_neg	2146.832629447157
HSD3A2r_pos	2146.832629447157
HSD3B11_pos	60940.31341747352
HSD3B11r_pos	54178.32076702004
HSD3B12r_pos	54172.97834854326
HSD3B13_pos	0.0
HSD3B13r_pos	54178.32076702004
HSD3B2r_pos	30916.805937793248
HSD3B3r_pos	30929.30976793012
HSD3B7P_pos	549.7282148568083
HSPASEly_pos	344.65767134344605
HSPGt_pos	0.0
HSPGtly_pos	344.65767134344605
HTAXOLte_neg	7.479181027687727
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10291.176287578877
HTDCRNe_pos	10291.176287578875
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11757.091201152936
HXPRT_pos	4583.362962611918
HYPOE_pos	3684.346864473397
HYPTROX_pos	45036.48404610638
HYPTROXe_pos	46609.351387990326
HYXNt_neg	6013.9516685176295
HYXNt_pos	5.694235308631024
Htg_neg	0.0
Htg_pos	5568.202941996557
Htm_pos	425.47649334887234
Htr_neg	5065.874619761878
Htr_pos	5694.479863081564
Htx_neg	2055.140017462657
Htx_pos	3102.9005365973603
ICDHxm_pos	363.94852223033337
ICDHy_pos	3493.482010609855
ICDHyp_pos	12341.071316120426
ICDHyrm_neg	305.6341983716619
ICDHyrm_pos	11719.138789530687
IDHPOXOX2b_pos	10.0368739716225
IDHPOXOX3_pos	10.801891002770983
IDHPOXOX4_pos	10.036873971622502
IDHPOXOXb_pos	10.801891002770983
IDOAASE1ly_pos	344.65767134344605
IDOAASE2ly_pos	344.6576713434461
IDOAASE3ly_pos	344.65767134344605
IDOAASE4ly_pos	100.53819418070735
IDOURte_neg	446.9606998712138
IDOURte_pos	0.0
IDOURtly_neg	446.9606998712137
IDOURtly_pos	0.0
IDPtn_neg	4187.376161451931
IDPtn_pos	4187.376161451931
ILEATB0tc_pos	1587.4816400857978
ILELAT1tc_pos	647.1892728552233
ILEPHELAT2tc_pos	577.4934401216797
ILETA_neg	7623.052254538141
ILETA_pos	3958.3322813200184
ILETAm_neg	3958.3322813200184
ILETAm_pos	12327.37835952941
ILEt4_pos	1334.5378897529047
ILEt5m_neg	3958.3322813200184
ILEt5m_pos	12327.37835952941
ILEtec_neg	577.4934401216797
ILEtec_pos	906.3827662840622
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	11032.251955788308
IMPC_pos	12907.8999792836
IMPD_pos	3740.079534920711
INOSTO_pos	12787.539551117106
INSK_pos	4118.867695690635
INSKm_pos	0.0
INSTt2r_neg	1472.6776255445566
INSTt2r_pos	1472.6776255445566
INSTt4_2_neg	1662.82871289708
INSTt4_2_pos	1654.9871497093402
INSTt4_neg	1472.6776255445566
INSTt4_pos	1472.6776255445566
INSt4_pos	1009.2687394689195
INSt5le_pos	1381.1968513863153
INSt_neg	1009.2687394689195
INSt_pos	1198.5844100309284
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	74265.54980280856
IPDDIx_neg	0.0
IPDDIx_pos	75807.23104978504
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	50849.2449947179
IPDPtx_pos	18075.81714653975
ITCOAL1m_neg	396.25213198695315
ITCOAL1m_pos	396.25213198695315
ITCOALm_neg	396.25213198695315
ITCOALm_pos	396.25213198695315
ITPtn_neg	4187.376161451931
ITPtn_pos	4187.376161451931
IVCOAACBP_pos	10804.97305640775
IVCRNe_pos	10804.973056407749
IZPN_pos	11423.64787606533
It_neg	2206.904646370851
It_pos	1392.2918009408863
KAS8_pos	7782.334623223514
KCC2t_neg	461.60656237677995
KCC2t_pos	461.60656237677995
KCCt_neg	510.83778113971744
KCCt_pos	510.83778113971744
KDNH_pos	8560.755973606068
KHK2_pos	16500.65364227823
KHK3_pos	6.971367310407935
KHK_pos	5010.12523381829
KHte_neg	1420.392274301329
KHte_pos	1420.392274301329
KSII_CORE2t_pos	7475.52860547101
KSII_CORE2tly_pos	7593.37585457971
KSII_CORE4t_pos	7447.630460758727
KSII_CORE4tly_pos	7516.100022775267
KSIt_pos	10706.29406885659
KSItly_pos	11875.861648501674
KYN3OX_pos	11.755757793432076
KYNAKGAT_pos	1233.4255368259528
KYNATESYN_pos	1233.4255368259528
KYN_pos	9.930338705963184
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2055.140017462657
LACZe_pos	6284.991635931768
LACZly_pos	0.0
LALDO2x_pos	1046.499489927848
LALDO_neg	302.28619704758853
LALDO_pos	2449.4306621114238
LAPCOAe_pos	11.537112642785505
LAPCOAl_pos	7101.992685004929
LCADi_D_pos	1577.851628962009
LCADi_Dm_pos	0.0
LCADi_pos	2154.6835829309225
LCADim_pos	0.0
LCAT1e_pos	14912.329836227937
LCTStg_pos	6284.49083343202
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14622.593534735714
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	14800.4486065162
LDH_D_neg	3536.3139922498763
LDH_D_pos	1501.0293602319223
LDH_L_neg	2546.0010800364607
LDH_L_pos	2154.6835829309225
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1587.4816400857978
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9619.308630946709
LEUGLYPEPT1tc_pos	9619.308630946713
LEUKTRA4t_neg	1502.6644314020164
LEUKTRA4t_pos	1502.6644314020164
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17345.840466893063
LEUKTRB4t_neg	1502.6644314020164
LEUKTRB4t_pos	1502.6644314020164
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2009.6516977144854
LEUKTRC4t_pos	2007.0378433185722
LEUKTRD4t_neg	1502.6644314020164
LEUKTRD4t_pos	1502.6644314020164
LEUKTRD4tr_neg	17345.840466893067
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2224.754926922439
LEUKTRE4t_pos	2224.754926922439
LEUKTRF4t_neg	1502.6644314020164
LEUKTRF4t_pos	1502.6644314020164
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10100.372262896402
LEULEUPEPT1tc_pos	10100.3722628964
LEUPHELAT2tc_neg	577.4934401216797
LEUPHELAT2tc_pos	577.4934401216797
LEUTA_neg	7620.116224458526
LEUTA_pos	3958.3322813200184
LEUTAm_neg	3958.3322813200184
LEUTAm_pos	12077.024048341787
LEUt4_pos	480.62654973123256
LEUt5m_neg	3958.3322813200184
LEUt5m_pos	12077.024048341787
LEUtec_neg	480.62654973123256
LEUtec_pos	577.4934401216797
LEUyLAThtc_pos	812.6849322670055
LFORKYNHYD_pos	9.930338705963184
LGNCCOAtcx_pos	4902.083806667885
LGNCCOAtx_neg	4902.0838066678825
LGNCCOAtx_pos	20.874563047822395
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	327.46732992887803
LGNCt_pos	335.30889311661787
LGTHL_pos	302.28619704758853
LIMNENte_neg	0.0
LIMNENte_pos	7.479181027687727
LINKDEG1ly_pos	344.657671343446
LINKDEG2ly_pos	185.49411597409298
LINKDEG3ly_pos	212.15014538112575
LINKDEG4ly_pos	149.04355155126385
LINOFATPtc_pos	363.19972790039117
LIPOti_pos	0.0
LNELDCCPT1_pos	22288.69501578676
LNELDCCPT2_pos	22288.69501578676
LNELDCCRNt_pos	22288.69501578676
LNELDCt_neg	9084.320521998145
LNELDCt_pos	13.74901438103434
LNLCCPT1_pos	9.796842250289647
LNLCCPT2_pos	9.796842250289647
LNLCCRNt_pos	9.796842250289647
LNLCt_neg	363.19972790039117
LNLCt_pos	3274.262990917886
LNLNCACPT1_pos	19.92699671300219
LNLNCACPT2_pos	19.92699671300219
LNLNCACRNt_pos	19.92699671300219
LNLNCAt_neg	0.0
LNLNCAt_pos	3271.5359165326317
LNLNCGCPT1_pos	113.12579230564627
LNLNCGCPT2_pos	113.12579230564627
LNLNCGCRNt_pos	113.12579230564627
LNLNCGt_neg	49.235783647209985
LNLNCGt_pos	3274.993778867203
LNS14DM_pos	0.0
LNSTLSr_pos	74224.75994516097
LPASE_pos	10041.465332850217
LPCHOLt_neg	0.0
LPCHOLt_pos	11360.918303220245
LPCOXp_pos	48.582322155312866
LPS2_pos	4244.984754647971
LPS2e_pos	5719.500579137259
LPS3_pos	7763.137874566536
LPS3e_pos	5204.758856299696
LPS4e_pos	17259.803906349927
LPS_pos	4136.278997459496
LPSe_pos	5654.149720532943
LRAT1_pos	11803.922645304945
LRAT2_pos	11803.922645304945
LRAT_pos	11077.769852937276
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	74224.82550770692
LSTO2r_pos	74224.75994516099
LTA4H_pos	3429.393422319922
LTC4CP_neg	3168.399001905645
LTC4CP_pos	3168.399001905645
LTC4Sr_pos	17345.840466893063
LTD4DP_neg	3168.399001905645
LTD4DP_pos	3168.399001905645
LTDCL_pos	0.0
LYSATB0tc_pos	1689.7373514405303
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.582322155312866
LYSt4_pos	895.3109668800038
LYStiDF_pos	645.0485643383191
LYStip_pos	48.582322155312866
LYStm_neg	1484.98424030449
LYStm_pos	1184.360600438743
LYStn_neg	9267.147318037192
LYStn_pos	0.0
L_LACDcm_pos	4034.5180198022254
L_LACt2r_neg	403.013725072885
L_LACt2r_pos	403.013725072885
L_LACt4r_neg	1220.5232784414798
L_LACt4r_pos	1220.5232784414798
M1316Mg_pos	17059.59644960548
M13N2Tg_pos	17059.59644960548
M13N4Tg_pos	908.6842775655776
M14NTg_pos	17059.59644960548
M16N4Tg_pos	908.6842775655776
M16N6Tg_pos	908.6842775655776
M16NTg_pos	17059.59644960548
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	56.17645205836865
M4CET3er_pos	56.176452058368646
M4MPDOL_Lter_pos	17059.59644960548
M4MPDOL_Uter_pos	17059.59644960548
M7MASNBterg_pos	17059.596449605477
M8MASNterg_pos	17064.383888285884
MACACI_pos	45689.761830314914
MACOXO_pos	12778.252852166812
MAGt_neg	9842.643049146653
MAGt_pos	5663.80995773313
MALSO3tm_neg	344.5698210595272
MALSO3tm_pos	344.5698210595272
MALSO4tm_neg	344.5698210595272
MALSO4tm_pos	344.5698210595272
MALTSULtm_neg	344.5698210595272
MALTSULtm_pos	344.5698210595272
MALT_pos	4109.40220924091
MALTe_pos	3020.357074984061
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4109.40220924091
MAL_Lte_neg	9141.46947208035
MAL_Lte_pos	5340.412949963351
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.187048994302616
MALtm_neg	337.84772508329115
MALtm_pos	344.5698210595272
MAN1PT2_pos	3012.206931111373
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	8883.238429226516
MAN6PI_pos	5206.162071231252
MANt1r_neg	1071.139394864178
MANt1r_pos	1078.980958051918
MANt4_neg	1078.980958051918
MANt4_pos	1071.139394864178
MANter_pos	17059.596449605477
MANtg_pos	17064.38388828588
MANtly_pos	17369.440175372536
MAOLNOR_pos	0.0
MAOX_pos	39232.64146658493
MCCCrm_neg	12489.057719414674
MCCCrm_pos	11554.762526538489
MCD_pos	4175.127828511087
MCDm_pos	4204.6211022451125
MCDp_pos	0.0
MCITS_pos	14379.104310348494
MCLACCYSR_pos	15796.139716836831
MCLOR_neg	15796.139716836822
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.714673907413542
MDH_neg	2465.8631091298535
MDH_pos	5693.612556162861
MDHm_neg	5400.891397546158
MDHm_pos	2465.8631091298535
MDHx_neg	11.187048994302616
MDHx_pos	0.0
MDRPD_pos	14932.77983088181
ME1m_pos	5361.836173618272
ME2_pos	5851.683746086037
ME2m_pos	5479.00364597072
MECOALm_neg	396.25213198695315
MECOALm_pos	396.25213198695315
MECOAS1m_neg	396.25213198695315
MECOAS1m_pos	396.25213198695315
MELATN23DOX_pos	0.0
MELATNOX_pos	6255.341530174708
MEOHt2_neg	21839.765984531125
MEOHt2_pos	5.632950319464498
MEOHtly_neg	0.0
MEOHtly_pos	11926.742818112754
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41907.992403892415
MERCPLACCYSt_pos	15796.139716836831
MESCOALm_pos	0.0
METATB0tc_pos	1587.4816400857978
METAT_pos	12421.836160131174
METLEUex_pos	647.1892728552233
METS_pos	9789.420069731628
METt4_pos	536.606795206225
METtec_neg	536.606795206225
METtec_pos	906.3827662840622
METyLATthc_pos	812.6849322670055
MEVK1c_pos	19854.0160283891
MEVK1x_pos	18059.81998975164
MG1er_pos	17059.59644960548
MG2er_pos	17059.59644960548
MG3er_pos	17059.59644960548
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12489.057719414672
MGCHrm_pos	11554.762526538489
MGSA2_pos	6111.357683921821
MGSA_pos	6111.66958969279
MHISOR_pos	12778.252852166812
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13500.026693412727
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	14897.534707324681
MI134PK_pos	0.0
MI134PP_pos	13500.026693412727
MI13PP_pos	14897.534707324681
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13500.026693412727
MI145PKn_pos	0.0
MI145PP_pos	8713.819503432944
MI14P4P_pos	7972.4683284560815
MI14PP_pos	7310.97818800653
MI14Ptn_neg	18034.985492163458
MI14Ptn_pos	0.0
MI1PP_pos	3765.4707987237907
MI1PS_pos	6351.93023714701
MI1P_Dtn_neg	18650.072429116426
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13500.026693412727
MI3PP_pos	13500.026693412727
MI4PP_pos	7310.97818800653
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.57857074984061
MLTG1ly_pos	0.0
MM5ag_pos	17064.38388828588
MM5bg_pos	17059.59644960548
MM5cg_pos	17059.59644960548
MM6B1ag_pos	17059.59644960548
MM6B1bg_pos	17059.59644960548
MM6B2g_pos	17059.59644960548
MM6ag_pos	17089.19309772411
MM6bg_pos	17064.383888285887
MM7Ag_pos	17089.19309772411
MM7B1g_pos	17059.59644960548
MM7B2g_pos	17059.59644960548
MM7Cag_pos	17064.383888285884
MM7Cbg_pos	17064.383888285884
MM8Ag_pos	17064.38388828588
MM8Ber_pos	17059.596449605477
MM8Cg_pos	17064.383888285884
MMCD_pos	0.0
MMCDm_pos	4177.472775541327
MMCDp_pos	0.0
MMEm_neg	12754.5213738584
MMEm_pos	2103.886132428071
MMMm_neg	8824.931343088268
MMMm_pos	12703.793532474941
MMSAD1m_pos	5187.227439898311
MMSAD3m_pos	10769.716071220657
MMTSADm_pos	2103.886132428071
MOGAT_pos	4244.984754647971
MTAP_pos	14932.779830881811
MTHFC_neg	5107.191378046814
MTHFC_pos	8581.15122739856
MTHFCm_neg	12726.258305454723
MTHFCm_pos	5107.191378046814
MTHFD2_neg	905.2792966198438
MTHFD2_pos	920.9187416308129
MTHFD2m_neg	866.6156931815635
MTHFD2m_pos	866.6156931815635
MTHFD_neg	920.9187416308129
MTHFD_pos	905.2792966198439
MTHFDm_neg	866.6156931815635
MTHFDm_pos	866.6156931815635
MTHFR3_pos	815.4970241299833
MTHFTe_pos	1282.0158145671758
MTHGXLt_pos	4673.754112154906
MTRI_neg	0.0
MTRI_pos	14932.779830881813
N2M2NMASNt_pos	17059.59644960548
N2M2NMASNtly_pos	17093.99946793237
N3Tg_pos	7631.844695075775
N4Tg_pos	6915.8091716593335
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7327.871260023824
NACASPtm_pos	7327.871260023824
NACDe_pos	1900.0
NACHEX10ly_pos	11877.83341554537
NACHEX11ly_pos	11877.833415545365
NACHEX12ly_pos	11877.833415545369
NACHEX13ly_pos	11877.833415545363
NACHEX14ly_pos	11877.833415545365
NACHEX15ly_pos	11877.833415545367
NACHEX16ly_pos	11877.833415545367
NACHEX17ly_pos	11877.833415545369
NACHEX18ly_pos	11877.833415545365
NACHEX19ly_pos	11877.833415545367
NACHEX1ly_pos	84.34529362057609
NACHEX20ly_pos	11877.833415545367
NACHEX21ly_pos	11875.861648501672
NACHEX22ly_pos	11875.861648501672
NACHEX23ly_pos	7598.921834741694
NACHEX24ly_pos	7667.005140465478
NACHEX25ly_pos	7661.329682167413
NACHEX26ly_pos	7521.209429222017
NACHEX27ly_pos	23782.55291194766
NACHEX2ly_pos	185.49411597409298
NACHEX3ly_pos	100.71539841884187
NACHEX4ly_pos	84.15311267501079
NACHEX5ly_pos	84.15311267501079
NACHEX6ly_pos	128.93470705749445
NACHEX7ly_pos	128.93470705749442
NACHEX8ly_pos	149.38584819651425
NACHEX9ly_pos	149.38584819651425
NACHEXA10ly_pos	11875.861648501676
NACHEXA11ly_pos	11875.861648501666
NACHEXA12ly_pos	11875.861648501672
NACHEXA13ly_pos	11875.861648501674
NACHEXA14ly_pos	11875.86164850167
NACHEXA15ly_pos	11875.861648501676
NACHEXA16ly_pos	11875.861648501666
NACHEXA17ly_pos	11875.861648501674
NACHEXA18ly_pos	11875.861648501672
NACHEXA19ly_pos	11875.861648501674
NACHEXA1ly_pos	84.16808938244158
NACHEXA20ly_pos	7593.375854579709
NACHEXA21ly_pos	7661.329682167414
NACHEXA22ly_pos	7516.100022775265
NACHEXA2ly_pos	100.53819418070735
NACHEXA3ly_pos	83.99088514430706
NACHEXA4ly_pos	83.99088514430707
NACHEXA5ly_pos	128.77247952679068
NACHEXA6ly_pos	128.7724795267907
NACHEXA7ly_pos	149.04355155126387
NACHEXA8ly_pos	149.04355155126385
NACHEXA9ly_pos	11875.86164850167
NACHORCTL3le_pos	2200.0387478217913
NACUP_pos	1900.0
NADH2_u10m_pos	4254.757083511075
NADHtpu_pos	1900.0
NADHtru_pos	5837.128736795028
NADK_pos	0.0
NADN_pos	7859.0050821119885
NADNe_pos	4.735494499945366
NADPHtru_pos	5694.479863081564
NADPHtxu_pos	10157.684667105588
NADPN_pos	0.0
NADPNe_pos	4.735494499945367
NADPtru_pos	5694.479863081564
NADPtxu_pos	10157.684667105588
NADS2_pos	5243.398463809074
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9719.62240233288
NADtpu_pos	1900.0
NADtru_pos	5837.128736795028
NADtx_neg	3143.418328818383
NADtx_pos	3298.55834628104
NAGA2ly_pos	6998.876184419234
NAGAlby_pos	908.1518414253329
NAGAly_pos	10964.226050005236
NAGLCAly_pos	6998.876184419234
NAHCO3_HCLt_neg	1032.5946306012513
NAHCO3_HCLt_pos	995.3550959592535
NAIt_neg	2224.8988609581093
NAIt_pos	1651.2248938022303
NAt3_1_neg	430.6069658547835
NAt3_1_pos	430.6069658547835
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	613.7626551338757
NAt5_pos	613.7626551338757
NAt_neg	590.3573238556817
NAt_pos	582.5157606679418
NAtx_neg	4205.800765965907
NAtx_pos	1305.767783294917
NBAHH_ir_pos	4862.215969134868
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1078.628866317191
NCKt_neg	1705.8363024843302
NCKt_pos	1689.5508974232216
NCNt_neg	1769.285425023159
NCNt_pos	1769.285425023159
NDP10ex_pos	7.449839186516827
NDP3ex_pos	7.302384617436334
NDP6_pos	4077.366400765943
NDP7er_pos	12710.213719845087
NDP7ex_pos	14573.32288337671
NDP7g_pos	6284.49083343202
NDP8_pos	5489.595605428302
NDP8ex_pos	14596.982868304603
NDPK10_neg	4187.376161451931
NDPK10_pos	4187.376161451931
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4187.376161451931
NDPK10n_pos	4187.376161451931
NDPK1_neg	346.7774852107753
NDPK1_pos	346.7774852107753
NDPK1m_neg	396.25213198695315
NDPK1m_pos	396.25213198695315
NDPK1n_neg	348.04097190742505
NDPK1n_pos	348.04097190742505
NDPK2_neg	346.7774852107753
NDPK2_pos	346.7774852107753
NDPK2m_neg	8836.611434376526
NDPK2m_pos	0.0
NDPK2n_neg	348.04097190742505
NDPK2n_pos	348.04097190742505
NDPK3_neg	346.7774852107753
NDPK3_pos	346.7774852107753
NDPK3m_neg	0.0
NDPK3m_pos	13339.910489421485
NDPK3n_neg	348.04097190742505
NDPK3n_pos	348.04097190742505
NDPK4_neg	1142.4245940293158
NDPK4_pos	372.0548624443934
NDPK4m_pos	9146.494407479584
NDPK4n_neg	292.4273511339228
NDPK4n_pos	292.4273511339228
NDPK5_neg	346.7774852107753
NDPK5_pos	346.7774852107753
NDPK5m_pos	1888.1626989098725
NDPK5n_neg	348.04097190742505
NDPK5n_pos	348.04097190742505
NDPK6_neg	364.80019101110736
NDPK6_pos	594.1963466687106
NDPK6m_neg	594.1963466687106
NDPK6m_pos	3978.1885960739687
NDPK6n_neg	0.0
NDPK6n_pos	14575.838594156405
NDPK7_neg	346.7774852107753
NDPK7_pos	346.7774852107753
NDPK7m_pos	24784.014604775657
NDPK7n_neg	348.04097190742505
NDPK7n_pos	348.04097190742505
NDPK8_neg	346.7774852107753
NDPK8_pos	346.7774852107753
NDPK8m_pos	8615.27135763308
NDPK8n_neg	292.4273511339228
NDPK8n_pos	292.4273511339228
NDPK9_neg	543.4455970211532
NDPK9_pos	543.4455970211532
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4187.376161451931
NDPK9n_pos	4187.376161451931
NH4t3r_neg	613.7626551338755
NH4t3r_pos	613.7626551338757
NH4tn_neg	12684.469446240817
NH4tn_pos	0.0
NH4tp_neg	9101.956094136794
NH4tp_pos	0.0
NICRNS_pos	4053.4367454669587
NICRNTtn_neg	0.0
NICRNTtn_pos	11593.856641116125
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	716.7360024455168
NKCC2t_pos	745.8798986157503
NKCCt_neg	716.5897772697147
NKCCt_pos	745.7336734399482
NMNATm_pos	0.0
NMNATn_pos	9719.622402332878
NMNATr_neg	5243.398463809078
NMNATr_pos	7859.005082111991
NMNS_pos	9625.199354777613
NMNtn_neg	0.0
NMNtn_pos	9719.622402332876
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11593.856641116125
NNATr_pos	3339.37574105361
NNMT_pos	46.28294747793503
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36940.97877977055
NOS1_pos	1168.8505743492678
NOS2_pos	1168.8505743492678
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4181.414027830007
NPTHLte_neg	0.0
NPTHLte_pos	7.479181027687728
NRPPHRSFt_pos	71473.08044312839
NRPPHRSULT_pos	71473.08044312839
NRPPHRVESSEC_pos	3397.0064255750985
