	WT.1012.a_S120_L007_R1_001
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	62153.8344628643
SPHS1Pte_neg	9.342256172130506
SPHS1Pte_pos	34008.966764160024
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6535.306071508791
SPMDOX_pos	4105.421152158434
SPMS_pos	24023.532536244846
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	9208.053655816304
SPODMe_pos	9240.997145884226
SPODMm_pos	9219.36833091063
SPODMn_pos	9331.610338779532
SPODMx_pos	9267.903655816302
SPRMS_pos	15618.310612803416
SPRMTDe_neg	15676.461154868419
SPRMTDe_pos	2.016184899230785
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	12529.645826117012
SQLEr_pos	76203.8819849108
SQLSr_pos	414.0703996630946
SR5AR2r_pos	57065.81304774655
SR5ARr_pos	56588.83273506164
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	2426.800819895984
SRTNt6_2_r_pos	2576.1775856174136
SRTNtu_neg	1372.2738294986239
SRTNtu_pos	1372.2738294986239
ST3GAL21g_pos	13077.199271494508
ST3GAL22g_pos	13257.29233698233
ST3GAL23g_pos	13454.033365041805
ST3GAL31g_pos	12123.018417276397
ST3GAL61g_pos	12127.166224798637
ST3GAL62g_pos	10645.549938997145
ST6GALNAC21_pos	11726.103296091
ST6GALNAC22_pos	11726.103296091
ST6GALNAC23_pos	13031.54804950331
ST6GALNAC24_pos	13031.54804950331
ST6GALNAC25_pos	13464.61072252166
ST6GALNAC26_pos	13464.61072252166
ST6GALNAC27_pos	13742.696641749137
ST6GALNAC28_pos	13742.696641749133
ST6GALNAC31_pos	13263.870317494577
ST6GALNAC62_pos	13454.033365041802
ST8SIA11_pos	11755.631750241553
ST8SIA12_pos	20188.643116352323
ST8SIA51g_pos	19432.881309297925
ST8SIA52g_pos	13529.914877479132
ST8SIA53g_pos	13257.29233698232
ST8SIA54g_pos	13077.199271494503
ST8SIA55g_pos	13775.220006119063
ST8SIA56g_pos	13009.31449526901
STCOATxc_pos	5100.948592553261
STCOAtx_neg	5100.94859255326
STCOAtx_pos	9592.64822964082
STRDNCCOAtxc_pos	68.27450372786772
STRDNCCPT1_pos	41.68771230617545
STRDNCCPT2_pos	41.68771230617545
STRDNCCRNt_pos	41.68771230617545
STRDNCt_neg	7.159297367138013
STRDNCt_pos	4344.9592722508905
STS1_pos	8261.249246117433
STS1r_pos	0.0
STS2_pos	8259.21770077429
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	8163.013799407292
SUBERCACT_neg	8163.013799407292
SUBERCACT_pos	28854.943025160996
SUBERCROT_neg	8163.013799407293
SUBERCROT_pos	28854.943025160996
SUBERICACT_pos	8163.013799407293
SUCCACT_pos	8160.285798578297
SUCCCROT_neg	8163.013799407292
SUCCCROT_pos	44739.38303452757
SUCCOAPET_pos	8163.013799407292
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	488.8633867382206
SUCCt2m_pos	488.8633867382206
SUCCt4_2_neg	5417.538035980084
SUCCt4_2_pos	6.138554668229583
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	437.38572882906305
SUCD1m_pos	15133.575791200732
SUCOAS1m_neg	444.5085422704253
SUCOAS1m_pos	444.5085422704253
SUCOASm_neg	444.5085422704253
SUCOASm_pos	444.5085422704253
SUCRe_pos	3.5273961267447094
SULFOX_pos	9244.275191507853
Ser_Thrtg_neg	7200.594341744904
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	46730.66527313481
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	7.218121652738602
TAGHSTDe_pos	1900.0
TAGt_neg	6009.761418649993
TAGt_pos	1900.0
TALA_neg	2878.0562348581175
TALA_pos	645.8144720372807
TAUBETAtc_pos	624.8286687482411
TAUPAT1c_pos	776.2771262939219
TAURCHAe_pos	1455.524410156891
TAURt4_2_r_neg	624.8286687482411
TAURt4_2_r_pos	1491.263244842108
TAURtcx_neg	1345.312504382352
TAURtcx_pos	4225.966253506123
TAXOLte_neg	0.0
TAXOLte_pos	7.585530511833835
TCHOLAt2_pos	1311.5717636751751
TCHOLAt3_pos	3333.9206669393325
TCHOLAt_neg	1139.9263934110359
TCHOLAt_pos	1933.3518317670894
TCHOLAte_neg	1221.1102258609237
TCHOLAte_pos	1935.8107686934654
TCHOLAtx_neg	7970.8740620356975
TCHOLAtx_pos	3275.966253506123
TCYNTt_pos	6.794373716941957
TCYNTtm_pos	12.086462783547281
TDCHOLAte_neg	1392.9137221863896
TDCHOLAte_pos	2206.088930267839
TDCHOLAtx_neg	4225.966253506123
TDCHOLAtx_pos	3275.966253506123
TDCRNe_pos	8461.351409152423
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8824.08399358463
TDPm_pos	7879.167830439232
TETDEC2CRNe_pos	13006.130440505107
TETDECE1CRNe_pos	13006.130440505107
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	23.654640151537894
TETHEX3t_neg	8.006430615646863
TETHEX3t_pos	10.679830865012429
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	11.36338545108147
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	8.006430615646863
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	11.363385451081472
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	11.363385451081474
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.67983086501243
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.679830865012429
THBPT4ACAMDASE_pos	298.50731578969146
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	66088.43156804281
THD1m_pos	1433.073107295084
THFt2_neg	5325.791769275107
THFt2_pos	42.63654916395666
THFtl_neg	3254.1870968394164
THFtl_pos	0.0
THFtm_neg	3744.5417373932064
THFtm_pos	7036.065989549466
THMATPe_pos	4651.8353793614015
THMDt4_pos	7.4267408670934065
THMDt5le_pos	7.598544363418873
THMMPt4_neg	12547.235359449181
THMMPt4_pos	9.688190040716474
THMMPtm_neg	7879.167830439234
THMMPtm_pos	0.0
THMPPtm_pos	7879.167830439234
THMP_pos	7840.5949984545505
THMTP_pos	4379.654543635875
THMTPt_pos	28937.652643749407
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4651.8353793614015
THP2Ctp_neg	49.69533418766857
THP2Ctp_pos	0.0
THRALANaEx_pos	920.3063117079083
THRASNNaEx_pos	1048.0985638289205
THRATB0tc_pos	1376.0019035005566
THRCYSNaEx_pos	888.958747779122
THRD_L_pos	5.084554344074896
THRGLNNaEx_pos	855.4595874292896
THRGLNexR_neg	662.5253228160303
THRGLNexR_pos	774.7060817904471
THRGLYexR_neg	674.690187490222
THRGLYexR_pos	774.7060817904471
THRPHELAT2tc_pos	703.1833207600102
THRSERNaEx_pos	944.6360410562919
THRS_pos	0.0
THRt4_pos	566.2058346162148
THYMDt1_pos	6.428957170118545
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2569.689827206633
THYMDtm_pos	5215.543026860671
THYMt_neg	12762.29877909949
THYMt_pos	9.555203895658284
THYOXt2_neg	1156.9680903711185
THYOXt2_pos	1159.4270272974945
THYOXt_neg	1159.4270272974945
THYOXt_pos	1156.9680903711185
THYPX_pos	10.264955328281442
TIGCRNe_pos	12296.844584306937
TKT1_neg	20181.81332416169
TKT1_pos	16134.492077641014
TKT2_neg	20181.813324161685
TKT2_pos	16134.492077641013
TMABADH_pos	0.0
TMDK1_pos	2534.6771915074874
TMDK1m_pos	1765.186370464512
TMDPK_pos	7840.594998454551
TMDPPK_pos	4379.654543635874
TMDPP_neg	11.10425244509046
TMDPP_pos	12762.29877909949
TMDS_pos	12738.93882778365
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	38301.69766206965
TMNDNCCOAtx_pos	151.30345202361454
TMNDNCCPT1_pos	514.8172180076633
TMNDNCCPT2_pos	514.8172180076633
TMNDNCCRNt_pos	514.8172180076633
TMNDNCt_neg	249.64697665131314
TMNDNCt_pos	13.68969761644249
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.585530511833835
TPI_neg	9412.769567332425
TPI_pos	4034.2979577085853
TRDR2_pos	5196.885121016867
TRDR3_pos	5228.878847711238
TRDR_pos	3028.8547979492946
TRDRm_pos	318.99964006753027
TREH_pos	0.0
TREHe_pos	3.468468283124519
TRIODTHYSUFt_pos	21.684701728785406
TRIODTHYSULT_pos	21.684701728785406
TRIODTHYt2_neg	1156.9680903711185
TRIODTHYt2_pos	1159.4270272974945
TRIODTHYt_neg	1159.4270272974945
TRIODTHYt_pos	1156.9680903711185
TRIOK_pos	3398.655852205985
TRPATB0tc_pos	1616.0380901489712
TRPHYDRO2_pos	2001.6909578344191
TRPO2_pos	9.816613196947317
TRPt4_pos	1299.193242527431
TRPt_neg	975.7390997566519
TRPt_pos	975.7390997566519
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	69459.13040810914
TSTSTERONEGLCtr_neg	69459.13040810914
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	61835.976818359166
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	61835.97681835918
TSTSTERONEt_neg	55525.51872619753
TSTSTERONEt_pos	9.343567747771747
TSTSTERONEtr_neg	9.71085949389866
TSTSTERONEtr_pos	55525.51872619753
TSULt4_3_neg	0.0
TSULt4_3_pos	12.086462783547281
TTDCAFATPc_pos	9039.545804167325
TTDCAtr_neg	0.0
TTDCAtr_pos	3491.464944392894
TTDCPT1_pos	10863.490086741906
TTDCPT2_pos	10863.490086741906
TTDCRNt_pos	10863.490086741906
TXA2te_neg	172.07571942203535
TXA2te_pos	0.0
TXA2tr_neg	172.07571942203535
TXA2tr_pos	0.0
TXASr_pos	172.07571942203535
TYMSFt_pos	19823.114173826714
TYMSULT_pos	19823.114173826714
TYR3MO2_pos	10023.185586423297
TYRASE_pos	12587.083384906371
TYRATB0tc_pos	1616.0380901489712
TYRCBOX_pos	11075.767511432548
TYRDOPO3_pos	12587.08338490637
TYRDOPO_pos	49376.86376516415
TYROXDAc_pos	11165.381860757927
TYRPHELAT2tc_pos	560.3325745809441
TYRTA_neg	6887.381606436111
TYRTA_pos	8507.185824250062
TYRTAm_neg	0.0
TYRTAm_pos	46730.665273134815
TYRt4_pos	1299.193242527431
TYRt_neg	560.3325745809441
TYRt_pos	975.7390997566519
UAG2EMAi_pos	4328.063423927759
UAG4E_neg	894.9810299802633
UAG4E_pos	9993.187936432447
UAGALDP_pos	561.4228119067706
UAGDP_pos	4328.06342392776
UDPACGALtl_neg	7243.584064281257
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9372.202232762935
UDPDOLPT_U_pos	9372.202232762935
UDPG1P_pos	16927.481295557314
UDPG4E_neg	5092.2004311170995
UDPG4E_pos	12388.838953999155
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6559.105130795045
UDPGD_pos	12928.94652548708
UDPGLCAter_neg	2085.6907855964955
UDPGLCAter_pos	2085.6907855964955
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	13245.870244510885
UDPGP_pos	3450.142865383697
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7243.584064281257
UGALGTg_pos	6559.105130795045
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	11410.394331360361
UGCG_pos	13345.847346894816
UGLCNACtg_neg	0.0
UGLCNACtg_pos	19488.73418586766
UGLT_neg	381.42755142562015
UGLT_pos	381.42755142562015
UGT1A10r_neg	10.418481273542199
UGT1A10r_pos	66705.28459653491
UGT1A1r_pos	60756.121744226715
UGT1A2r_pos	43685.63460390093
UGT1A3r_pos	70982.94524685988
UGT1A4r_pos	69459.13040810912
UGT1A5r2_pos	4071.6806623677394
UGT1A5r_pos	4052.7952253103745
UGT1A6r_pos	58096.35747332082
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	70683.35654814863
UMPK2_neg	388.2459960020351
UMPK2_pos	388.2459960020351
UMPK2n_neg	389.5418559030824
UMPK2n_pos	389.5418559030824
UMPK3_neg	388.2459960020351
UMPK3_pos	388.2459960020351
UMPK3n_neg	389.5418559030824
UMPK3n_pos	389.5418559030824
UMPK4_neg	388.2459960020351
UMPK4_pos	388.2459960020351
UMPK4n_neg	389.5418559030824
UMPK4n_pos	389.5418559030824
UMPK5_neg	388.2459960020352
UMPK5_pos	388.2459960020352
UMPK5n_neg	389.5418559030824
UMPK5n_pos	389.5418559030824
UMPK6_neg	388.2459960020352
UMPK6_pos	388.2459960020352
UMPK6n_neg	389.5418559030824
UMPK6n_pos	389.5418559030824
UMPK7_neg	388.2459960020352
UMPK7_pos	388.2459960020352
UMPK7n_neg	389.5418559030824
UMPK7n_pos	389.5418559030824
UMPK_neg	388.2459960020351
UMPK_pos	388.2459960020351
UMPKm_neg	9422.391763563786
UMPKm_pos	0.0
UMPKn_neg	389.5418559030824
UMPKn_pos	389.5418559030824
UMPtr_neg	2085.6907855964955
UMPtr_pos	2085.6907855964955
UNK2_pos	15817.41377907443
UNK3_pos	16174.53615536246
UPP3S_pos	14862.528615529922
UPPDC1_pos	14862.528615529922
UPPN_pos	14978.495740989136
URATEt_pos	9246.260306573266
URATEtx_pos	11621.260306573267
URAt_neg	7708.152055069405
URAt_pos	5.821677138427284
URCN_pos	11992.099302377806
UREAt5_neg	1469.2206557681425
UREAt5_pos	1469.2206557681425
UREAt_neg	1469.2206557681425
UREAt_pos	1469.2206557681425
UREAtm_neg	15077.352168755553
UREAtm_pos	0.0
URIDK2m_neg	6695.509271525301
URIDK2m_pos	3647.884395340525
URIK1_pos	429.05501849992197
URIt4_pos	861.9492150157621
URIt5le_pos	1417.6267920015362
URIt_neg	861.9492150157621
URIt_pos	12301.271085293709
UROLACer_neg	0.0
UROLACer_pos	6759.63131930641
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9422.391763563783
Uritm_pos	0.0
Uritn_neg	13605.225290074137
Uritn_pos	0.0
VACCCPT1_pos	91827.6922831364
VACCCPT2_pos	91827.6922831364
VACCCRNt_pos	91827.6922831364
VACCt_neg	8993.645492779622
VACCt_pos	7.998482413688752
VALATB0tc_pos	1703.2897342347821
VALLAT1tc_pos	747.6131414288157
VALPHELAT2tc_pos	647.5842186667552
VALTA_neg	7797.700600215065
VALTA_pos	4148.507753350752
VALTAm_neg	4148.507753350752
VALTAm_pos	15303.271457480638
VALt4_pos	1386.4448866132423
VALt5m_neg	4148.507753350752
VALt5m_pos	15303.27145748064
VALtec_neg	647.5842186667552
VALtec_pos	1062.990743842463
VD3_neg	11073.462116098633
VD3_pos	78071.24968213022
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9996.096890296805
VITD3t2_pos	1061.3668338695434
VITD3t_pos	1061.3668338695434
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4349.5497441146645
VITKtl_pos	5100.948592553261
VLCS2p_pos	67111.37772936496
VLCS2r_pos	76019.84204533677
VLCSp_pos	66088.43156804278
VLCSr_pos	72648.29742107242
WHDDCAte_neg	7.585530511833834
WHDDCAte_pos	0.0
WHHDCAte_neg	18727.22122743111
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7559.04980155326
WHTTDCAte_pos	0.0
XANDp_pos	12821.618243871406
XANtx_pos	11621.260306573267
XAO2x_pos	12135.65240476844
XAOx_pos	11621.26030657327
XOL27OHtm_neg	11219.68212190629
XOL27OHtm_pos	11589.111622450479
XOL7AH2tm_neg	70757.58185879217
XOL7AH2tm_pos	11198.887107707562
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11198.887107707564
XOL7AONEtr_pos	8083.580263724299
XOLDIOLONEt_neg	66088.43156804278
XOLDIOLONEt_pos	8083.580263724301
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	7149.665288300152
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	55129.635710386945
XOLTRI24te_neg	0.0
XOLTRI24te_pos	55129.63571038697
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	55018.895092673534
XOLTRI25te_neg	0.0
XOLTRI25te_pos	55018.895092673505
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	54695.422902550905
XOLTRI27te_neg	0.0
XOLTRI27te_pos	54695.422902550876
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	66088.43156804278
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8536.510386464379
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8536.510386464379
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5086.351279360126
XYLUR_neg	1286.3512793601258
XYLUR_pos	1311.1780550325016
XYLt_neg	868.9497027969437
XYLt_pos	0.0
XYLtly_pos	868.9497027969437
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	234.14311361070526
q10h2tc_neg	5747.886770086481
q10h2tc_pos	7535.052011289593
q10tm_neg	5747.886770086481
q10tm_pos	7535.052011289593
r0002_neg	2105.7335029823016
r0002_pos	2375.0
r0009_pos	4737.204710672982
r0010_pos	6207.957081400583
r0013_pos	42.87278037536904
r0016_neg	2674.5619619189747
r0016_pos	4378.023742149848
r0021_neg	1478.963324928232
r0021_pos	573.7580535510212
r0022_neg	5376.643059367875
r0022_pos	512.4728979272788
r0027_neg	1503.7901006006077
r0027_pos	1269.1071721741564
r0028_pos	3732.94647918788
r0033_pos	14705.397405168123
r0034_pos	12068.16881636127
r0047_pos	2410.2861306514933
r0051_neg	3.9795396989981615
r0051_pos	27586.854086912415
r0055_neg	1552.1940677185723
r0055_pos	7932.923600723747
r0060_pos	8070.051822711288
r0062_pos	3487.3625872524703
r0068_pos	3565.347947687607
r0074_neg	1204.0675984665422
r0074_pos	2605.705861606186
r0081_neg	383.9869865720309
r0081_pos	383.9869865720309
r0082_pos	3757.724750491429
r0083_pos	355.1151279520392
r0084_pos	12682.057866997993
r0085_pos	5307.781042488319
r0086_pos	7205.378833978894
r0093_pos	5.4677563338052275
r0097_pos	3565.347947687607
r0113_pos	19995.11813905459
r0119_pos	3334.8393182889836
r0122_pos	538.6001895609805
r0127_pos	7407.084874006945
r0129_neg	2297.1474522828667
r0129_pos	7307.158907535591
r0130_neg	7706.36642358941
r0130_pos	2297.1474522828667
r0139_neg	3.3398466461891987
r0139_pos	8.056211297682989
r0142_pos	9664.365264735414
r0145_neg	1479.7512255410911
r0145_pos	59237.26046561986
r0149_neg	8.047316468006986
r0149_pos	3.3440716902852996
r0153_pos	538.6001895609805
r0156_pos	5307.781042488319
r0157_pos	7205.378833978894
r0160_pos	3398.655852205985
r0163_pos	11189.499215326683
r0165_pos	538.6001895609805
r0166_pos	12408.303829687662
r0170_neg	414.0703996630946
r0170_pos	76230.46224133015
r0173_neg	2689.1947400218905
r0173_pos	2689.1947400218905
r0178_neg	1335.0127145132674
r0178_pos	12573.531052980707
r0179_pos	1335.0127145132674
r0181_neg	3.3398466461891982
r0181_pos	3.344071690285299
r0186_pos	11945.93918897605
r0191_pos	713.187875542157
r0193_neg	9085.829337072573
r0193_pos	6945.837875721172
r0196_neg	388.3291858771908
r0196_pos	15008.267359415093
r0202_neg	2689.1947400218905
r0202_pos	2689.1947400218905
r0208_neg	3273.51788805746
r0208_pos	19102.997818293126
r0210_pos	8199.78932295212
r0224_pos	651.253556906416
r0226_pos	3744.5417373932064
r0233_pos	5981.815268910924
r0236_pos	1323.237831541859
r0239_neg	0.0
r0239_pos	10.095734391374869
r0242_neg	3.50229674087702
r0242_pos	3.50229674087702
r0245_neg	4034.5049320495327
r0245_pos	6893.932747937594
r0246_pos	11227.178179409488
r0249_neg	2524.4568175912023
r0249_pos	2524.4568175912023
r0265_pos	5981.815268910924
r0267_neg	2134.6829284264513
r0267_pos	2109.8561527540755
r0268_neg	2109.8561527540755
r0268_pos	2134.6829284264513
r0276_neg	4042.1131115617195
r0276_pos	438.01902884863824
r0280_pos	538.6001895609807
r0281_neg	4.749999999999999
r0281_pos	15432.59570247473
r0283_pos	4960.32651573335
r0287_pos	18389.90762971913
r0295_pos	637.4262572349957
r0301_pos	4042.1131115617172
r0308_pos	7982.519902514189
r0309_neg	5037.348544017289
r0309_pos	17544.79548893736
r0310_pos	4975.930723294642
r0311_pos	8430.157073461336
r0317_neg	381.482073143266
r0317_pos	381.482073143266
r0321_pos	4005.313639442054
r0330_pos	1298.411055869483
r0331_pos	4223.6995138120365
r0339_pos	5533.656532709993
r0340_pos	11227.178179409488
r0345_neg	1167.9153755304728
r0345_pos	1167.9153755304728
r0354_pos	3363.6511772985928
r0355_pos	3363.6511772985928
r0357_pos	4442.67606473065
r0358_pos	4442.67606473065
r0360_pos	5770.6157128332125
r0361_pos	5724.871317935341
r0363_pos	6986.4305073607275
r0364_pos	6944.270210069176
r0365_pos	12820.27648099468
r0377_pos	3784.098619716327
r0381_neg	4174.315502319372
r0381_pos	10156.151489809843
r0383_pos	7140.752857137825
r0384_pos	11032.622644717845
r0385_pos	12477.973396342375
r0386_pos	10908.206586334061
r0388_neg	4452.954868285447
r0388_pos	10372.385599210878
r0389_neg	4452.954868285448
r0389_pos	9455.925688610625
r0390_neg	3052.3141444864195
r0390_pos	4.274999999999999
r0391_neg	12.12603175792151
r0391_pos	4481.627865170183
r0392_neg	3398.655852205985
r0392_pos	6437.655033417296
r0393_pos	11227.178179409488
r0394_neg	641.4541642202938
r0394_pos	5994.9477818519035
r0395_pos	641.4541642202938
r0398_pos	5463.211259098741
r0399_neg	298.50731578969146
r0399_pos	6015.459502265106
r0400_neg	5088.2343066083795
r0400_pos	19980.013526431194
r0402_pos	0.0
r0403_neg	2001.6909578344191
r0403_pos	7.676799331167835
r0407_neg	645.8144720372807
r0407_pos	2877.0447221340514
r0408_neg	524.895565454164
r0408_pos	524.895565454164
r0409_neg	524.895565454164
r0409_pos	524.895565454164
r0410_neg	4.161786296352952
r0410_pos	4.733158704355709
r0413_pos	538.6001895609807
r0422_neg	0.0
r0422_pos	3757.72475049143
r0423_pos	355.1151279520392
r0424_neg	0.0
r0424_pos	12682.057866997993
r0425_neg	386.3520956683197
r0425_pos	524.5513431346865
r0426_neg	381.482073143266
r0426_pos	381.482073143266
r0434_neg	2477.126348291019
r0434_pos	5331.073191452756
r0437_neg	3128.219131237811
r0437_pos	5331.073191452756
r0441_neg	0.0
r0441_pos	316.3285113447048
r0443_pos	304.1317502656337
r0450_neg	0.0
r0450_pos	4035.0742510609384
r0451_pos	72.08213236137962
r0456_pos	3550.6046316379648
r0463_neg	10405.56139616361
r0463_pos	0.0
r0464_neg	364.4958248443386
r0464_pos	380.6285633683083
r0470_pos	782.3303232969165
r0472_neg	7461.027032508387
r0472_pos	879.6452883464394
r0474_neg	8020.651613718221
r0474_pos	879.6452883464394
r0475_neg	5841.803232083276
r0475_pos	879.6452883464394
r0480_neg	16348.256058467014
r0480_pos	13372.284696813802
r0483_neg	383.9869865720309
r0483_pos	383.9869865720309
r0488_neg	20765.917138332687
r0488_pos	404.6001923375052
r0494_neg	3.3398466461891987
r0494_pos	8.056211297682989
r0497_neg	8.047316468006986
r0497_pos	3.3440716902852996
r0502_pos	9440.451673847268
r0504_pos	9246.260306573267
r0509_pos	437.38572882906305
r0512_neg	7718.784853962621
r0512_pos	676.0803325787917
r0514_pos	3854.9808082118325
r0517_neg	388.3291858771908
r0517_pos	15008.267359415091
r0522_pos	1676.759869069927
r0523_pos	1676.759869069927
r0525_neg	462.4639363697836
r0525_pos	26.89640609854557
r0527_neg	12.914186495463051
r0527_pos	5618.365896606962
r0531_neg	429.05501849992197
r0531_pos	3620.5815367537407
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14679.265238414051
r0541_neg	304.5124561542586
r0541_pos	82.05788113816521
r0545_pos	1191.6205200784684
r0546_pos	0.0
r0547_neg	1191.6205200784684
r0547_pos	19336.221959665458
r0548_pos	0.0
r0549_neg	380.6285633683083
r0549_pos	364.4958248443386
r0552_neg	444.5390811805267
r0552_pos	526.9083594648685
r0553_neg	526.9083594648685
r0553_pos	444.5390811805267
r0555_pos	7140.752857137825
r0556_neg	11032.622644717845
r0556_pos	0.0
r0557_pos	72.08213236137964
r0558_neg	1474.1434179155133
r0558_pos	1474.1434179155133
r0559_neg	1474.1434179155133
r0559_pos	1474.1434179155133
r0560_pos	12279.01080913417
r0561_pos	280.6834321962426
r0568_pos	7725.331157977791
r0570_neg	4514.617832936056
r0570_pos	6387.358473722964
r0571_neg	13236.259637710085
r0571_pos	2116.593722801546
r0573_pos	7396.162389558705
r0575_neg	414.0703996630946
r0575_pos	76230.46224133023
r0578_neg	4052.813819303024
r0578_pos	4287.648387454152
r0579_pos	4052.813819303024
r0580_pos	4537.801409009752
r0584_neg	5618.3658966069615
r0584_pos	3575.7709802101895
r0587_neg	3.50229674087702
r0587_pos	3.50229674087702
r0590_pos	14705.397405168123
r0591_neg	42502.49522904623
r0591_pos	3480.3185025701796
r0594_pos	27.199014085374344
r0595_pos	9094.275241642004
r0596_pos	12820.27648099468
r0598_pos	0.0
r0603_neg	336.9550452195106
r0603_pos	9661.773442898922
r0604_pos	9936.467177277733
r0610_neg	622.210530503687
r0610_pos	622.210530503687
r0611_neg	622.210530503687
r0611_pos	622.210530503687
r0614_neg	4052.813819303024
r0614_pos	33082.82741742931
r0615_neg	770.8558749201695
r0615_pos	795.6826505925453
r0616_neg	734.3974949688029
r0616_pos	12399.397591062143
r0617_neg	795.6826505925453
r0617_pos	770.8558749201695
r0618_pos	734.3974949688029
r0620_neg	0.0
r0620_pos	11189.499215326683
r0625_pos	0.0
r0627_neg	4247.200215610294
r0627_pos	9.818378725136686
r0629_neg	4028.310001314947
r0629_pos	12014.84115400207
r0630_neg	3275.966253506123
r0630_pos	13431.527618214446
r0633_neg	5410.308206049712
r0633_pos	19035.329021335336
r0634_neg	34715.09032572796
r0634_pos	538.5892935882142
r0636_pos	14313.804014436486
r0637_pos	14313.804014436486
r0638_neg	5306.684676462408
r0638_pos	19982.573902944638
r0639_pos	14657.4074001587
r0641_neg	3157.5270516777305
r0641_pos	3157.5270516777305
r0642_neg	1474.1434179155133
r0642_pos	610.8423043168675
r0643_neg	2116.593722801546
r0643_pos	13236.259637710085
r0644_neg	1474.1434179155133
r0644_pos	610.8423043168675
