	WT.EPA.e_S151_L007_R1_001
O2tn_pos	0.0
O2tp_neg	5511.20410942162
O2tp_pos	4475.658246002246
OAADC_pos	6502.079341810447
OAGD3te_neg	0.0
OAGD3te_pos	19620.062804714486
OAGD3tg_neg	19620.062804714482
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18881.518856253268
OAGT3tg_neg	18881.518856253286
OAGT3tg_pos	0.0
OBDHc_pos	4221.215132693106
OCBTm_pos	11816.423329110112
OCCOAtm_pos	12567.218816319564
OCCOAtx_neg	24240.598934821104
OCCOAtx_pos	14003.594918464603
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23398.56440171436
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23398.564401714353
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23398.56440171436
OCDCAFATPc_pos	4228.230894909029
OCDCAtr_neg	548.9389862867195
OCDCAtr_pos	561.4366729416927
OCDCEAtr_neg	548.9389862867195
OCDCEAtr_pos	561.4366729416927
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1942.2195637366112
OCT11EFATP_pos	23398.564401714357
OCTAt_neg	0.0
OCTAt_pos	9022.234035018018
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.989435747007466
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15710.313176966216
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15710.313176966216
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15710.313176966216
OCTDECE1CRNe_pos	15710.313176966218
ODECOAtx_neg	22.384752144895966
ODECOAtx_pos	0.0
OIVD1m_pos	10430.920382864759
OIVD2m_pos	12001.770610518852
OIVD3m_pos	9416.63950591576
OLEICFATPtc_pos	4321.300488071517
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.50265709384345
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19993.537147398107
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15717.00142430087
OMHPALTD_neg	0.0
OMHPALTD_pos	30126.42537829944
OMPDC_pos	10271.988611857818
ONPTHLte_neg	7.502657093843449
ONPTHLte_pos	0.0
OPAHir_pos	5805.992675313702
ORETNF2_pos	1507.6856157198342
ORETNF_pos	1490.5106529380537
ORETNtn2_neg	0.0
ORETNtn2_pos	1507.6856157198345
ORETNtn_neg	0.0
ORETNtn_pos	1490.5106529380537
ORNALArBATtc_pos	1309.2178028577118
ORNDC_pos	11795.401036562072
ORNLEUrBATtc_pos	1309.2178028577118
ORNTArm_neg	9739.066277583846
ORNTArm_pos	26.863880854461
ORNt3m_neg	349.68230963951476
ORNt3m_pos	349.68230963951476
ORNt4m_neg	349.68230963951476
ORNt4m_pos	349.68230963951476
ORNtiDF_pos	1205.5552072284077
OROTGLUt_neg	3646.730641192506
OROTGLUt_pos	2149.549102566703
ORPT_neg	10271.988611857818
ORPT_pos	0.0
OXAHCOtex_pos	883.0745193777201
OXAtp_pos	12408.628718819893
P45011A1m_pos	61437.0465642438
P45011B11m_pos	54548.696643906085
P45011B12m_pos	52044.20391164921
P45011B21m_pos	53528.25592270742
P45017A1r_pos	54933.279310131235
P45017A2r_pos	54933.27931013126
P45017A3r_pos	54933.27931013126
P45017A4r_pos	54933.27931013126
P45019A1r_pos	51761.58185523011
P45019A2r_pos	51995.41764636293
P4501B1r_pos	51042.01538696735
P45021A1r_pos	54548.69664390611
P45021A2r_pos	52044.2039116492
P45027A11m_pos	65219.41351501231
P45027A12m_pos	7354.133747983815
P45027A13m_pos	7354.133747983815
P45027A14m_pos	66216.10488657186
P45027A15m_pos	7183.699211848107
P45027A16m_pos	7348.45845762462
P45027A1m_pos	2155.472824613267
P4502A6_pos	7.50265709384345
P4502C18_pos	7.907166976713171
P4502C19_pos	7.502657093843449
P4502C8_pos	7.502657093843449
P4502C92_pos	7.50265709384345
P4502C93_pos	7.502657093843449
P4502C94_pos	7.50265709384345
P4502C9_pos	7.502657093843449
P4502D6_pos	7.502657093843449
P4502E1_pos	14.150187268869024
P4502F1_pos	7.502657093843449
P45039A1r_pos	54320.35287481372
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.502657093843449
P4503A7r_pos	52636.58004140617
P45046A1r_pos	54320.35287481372
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.956493559413632
P4504F81r_pos	0.0
P4507A1r_pos	11475.612681202154
P4507B11r_pos	54266.714250102064
P4507B12r_pos	54073.76864386898
P4508B11r_pos	65381.28686700563
P4508B13r_pos	65219.41351501231
P450LTB4r_pos	0.0
P450SCC1m_neg	2155.472824613267
P450SCC1m_pos	56090.642767881334
P5CDm_pos	1177.7319697657722
P5CR_pos	496.0726210981242
P5CRm_pos	765.6604531558532
P5CRxm_pos	602.7141254895967
PACCOAL_pos	18994.880250489212
PAFH_pos	4282.171082496821
PAFHe_pos	6648.6849792574085
PAFS_pos	4282.171082496821
PAFt_neg	6651.781848117499
PAFt_pos	6.894264533249445
PAIL45P_HStn_neg	6817.931506112135
PAIL45P_HStn_pos	7993.601540254879
PAIL4P_HStn_neg	4941.641113949202
PAIL4P_HStn_pos	5495.739480560105
PAIL_HStn_neg	7983.866767364553
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8700.31929013578
PAN4PP_pos	4164.637838765875
PAN4PPe_pos	5717.749890624671
PAPStg_neg	0.0
PAPStg_pos	38794.738783823515
PAPtg_pos	38794.73878382352
PA_HSter_neg	5567.688042599602
PA_HSter_pos	0.0
PA_HStg_neg	5567.688042599602
PA_HStg_pos	0.0
PA_HStn_neg	17486.846524318855
PA_HStn_pos	0.0
PCFLOPm_pos	10169.944063618643
PCHOLHSTDe_pos	10575.349099046238
PCHOLP_hs_pos	766.1621272199138
PCHOLPg_hs_pos	5567.688042599602
PCHOLPm_hs_pos	13679.514020013388
PCHOLPr_hs_pos	5567.688042599602
PCHOL_HSter_neg	5770.943973034576
PCHOL_HSter_pos	5567.688042599602
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5567.688042599602
PCLAD_pos	47.414031318291755
PCREATtmdiffir_pos	3683.0026011849905
PCRNtc_pos	4890.160740419742
PCRNtm_pos	1676.2290834896326
PCm_pos	5463.988943497338
PCt_pos	12237.286340041157
PDE1_pos	3391.8415108602812
PDE1g_pos	0.0
PDE4_pos	3368.8882392587957
PDE4g_pos	0.0
PDE4n_pos	11069.537918283326
PDHm_pos	6592.858746163187
PDX5PO_pos	4308.4684975663495
PDXPP_pos	4047.206615374028
PEAMNO_pos	18994.880250489223
PECDCHe_pos	5059.9171603548
PECGCHLe_pos	14432.843341769982
PECGONCOATr_pos	0.0
PECTCHLe_pos	15393.258576921497
PEFLIP_pos	4167.549417953041
PEFLIPm_pos	4466.892277240914
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5749.875260481395
PEPCKm_pos	8670.389662149702
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.502657093843449
PERILLYLte_pos	0.0
PEROXx_pos	47.0178409713316
PETHCT_pos	4237.690736705721
PETOHMm_hs_pos	10169.944063618645
PETOHMr_hs_pos	5770.9439730345775
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4466.892277240916
PE_HStm_pos	10169.944063618645
PEt_neg	4167.549417953041
PEt_pos	3325.0
PFK26_pos	3333.1923824676446
PFK_pos	610.7963415425892
PGCD_pos	3585.0761457960543
PGDI_neg	2.4925203425588816
PGDI_pos	135.86318492659538
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.059121288558926
PGISr_pos	161.80886307492045
PGI_neg	4991.0565669839825
PGI_pos	5753.614079201474
PGK_neg	3581.0731375305054
PGK_pos	4955.029208556257
PGLYCP_pos	0.0
PGLYCt_neg	13693.072159249825
PGLYCt_pos	226.87581662869525
PGL_pos	6541.6416500910655
PGLc_pos	31957.93558633882
PGLer_pos	11245.461732106236
PGMT_neg	3810.734697481358
PGMT_pos	5147.525300260652
PGM_neg	3610.4844568749627
PGM_pos	8068.489626165806
PGPPT_pos	13693.072159249823
PGPP_hs_pos	13693.072159249823
PGS_pos	120.16184533524581
PGSr_pos	161.80886307492045
PHACCOAGLNAC_pos	18994.880250489212
PHCDm_pos	390.6782974320289
PHCHGSm_neg	0.0
PHCHGSm_pos	1340.678297432029
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18994.880250489216
PHEATB0tc_pos	1477.1228638488678
PHEMEe_pos	320.3393425573347
PHEMEt_pos	320.3393425573347
PHEMEtm_neg	0.0
PHEMEtm_pos	14691.466317176388
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	285.18163576367584
PHEt4_pos	401.5995008944154
PHEtec_neg	401.5995008944154
PHEtec_pos	501.425852281471
PHEyLATthc_pos	741.78896111153
PHYCBOXL_pos	18994.880250489223
PHYHx_pos	47.01784097133161
PHYQt_pos	4992.55532174565
PHYTt_neg	0.0
PHYTt_pos	47.0178409713316
PI345P3P_pos	3372.1591121956963
PI345P3Pn_pos	10082.206974851912
PI345P5P_pos	3427.2637765126
PI345P5Pn_pos	10873.897424962299
PI34P3Pn_pos	10873.897424962299
PI34P4Pn_pos	10873.897424962297
PI34P5K_pos	3427.2637765126005
PI34P5Kn_pos	10873.897424962297
PI3P3Pn_pos	3043.8719223899107
PI3P4K_pos	8049.765941225682
PI3P4Kn_pos	10873.897424962297
PI3P5K_pos	3792.29878644454
PI45P3K_pos	3372.1591121956963
PI45P3Kn_pos	10082.206974851913
PI45P4P_pos	4183.866767364551
PI45P5P_pos	3411.533046367015
PI45P5Pn_pos	3800.0
PI45PLC_pos	8867.31635728656
PI45PLCn_pos	0.0
PI4P3K_pos	6944.529975056198
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10873.897424962297
PI4P5K_pos	3411.5330463670143
PI4P5Kn_pos	9934.926263549918
PI4PLC_pos	7462.280809057198
PI4PLCn_pos	18153.480055544165
PI4PP_pos	4183.866767364552
PI5P3K_pos	3412.6421713193463
PI5P3Ker_pos	0.0
PI5P4K_pos	4183.866767364551
PI5P4Kn_pos	10325.960510493851
PIACGT_pos	51.63937587948819
PIK3_pos	4160.004916065297
PIK3er_pos	7731.100471881478
PIK3n_pos	10767.774185999475
PIK4_pos	4183.866767364551
PIK4n_pos	10716.994757437782
PIK5_pos	4539.661531190491
PIK5n_pos	10325.960510493851
PIPLC_pos	3864.2822036671355
PIPLCn_pos	18805.96406908833
PIt7_neg	516.5441519562571
PIt7_pos	520.8708446186074
PIt8_neg	332.81023200436937
PIt8_pos	516.5441519562571
PIt9_neg	1084.8016622717525
PIt9_pos	1084.8016622717525
PIter_neg	376.07954781787595
PIter_pos	2025.3598492726253
PItg_pos	6393.93096545935
PItn_neg	4358.965753056067
PItn_pos	6040.733201307838
PItx_neg	4588.600274123839
PItx_pos	0.0
PLA2_2_pos	10181.918097009177
PLA2_2e_pos	11690.393975044013
PLA2_pos	0.0
PMANM_neg	17366.287852183013
PMANM_pos	0.0
PMEVKc_pos	20352.715245557338
PMEVKx_pos	18404.188340353438
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34334.5253785314
PMTCOAFABP1tc_pos	13791.993739364501
PMTCOAtx_neg	3098.8019406987783
PMTCOAtx_pos	5166.407158424276
PNP_neg	8066.561082814495
PNP_pos	0.0
PNTEH_pos	14387.585685139893
PNTEHe_pos	6176.992659182337
PNTK_pos	14359.481430229234
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4297.174353567617
PNTOt5le_pos	4314.956798734796
PNTOte_neg	2057.536125502398
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3381.129784716167
PPA_pos	5922.941104243313
PPAer_pos	8887.685770206512
PPAm_pos	3537.2142791532483
PPAn_pos	13961.542786296593
PPAt_pos	1579.075048993322
PPAtm_pos	6153.587872038565
PPBNGS_pos	14691.466317176384
PPCDC_pos	4018.6755897749595
PPCOACm_pos	4232.715044113786
PPCOAOm_pos	12630.165429644165
PPD2CSPp_pos	48.95756842335254
PPDOx_pos	1045.044798001384
PPDOy_pos	412.3499465429812
PPItm_neg	6068.326974543866
PPItm_pos	3896.245511716317
PPItr_neg	2025.3598492726253
PPItr_pos	2025.3598492726253
PPItx_neg	6858.30319036254
PPItx_pos	4588.600274123838
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4583.4949918792045
PPM_pos	3071.884821587957
PPNCL3_pos	14359.481430229234
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14691.466317176399
PPPGOm_pos	14691.466317176386
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20579.410973535225
PRASCS_neg	0.0
PRASCS_pos	20579.41097353522
PRDX_pos	6673.461021028048
PRDXl_pos	12068.447664230074
PRFGS_pos	20579.41097353527
PRGNLONESULT_pos	7861.340655326969
PRGNLONEtm_neg	61437.04656424377
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54933.27931013126
PRGSTRNt_neg	61437.04656424376
PRGSTRNt_pos	6.254510347684485
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.0178409713316
PRISTCOAtcx_pos	4992.55532174565
PRISTCOAtx_neg	7191.209766406575
PRISTCOAtx_pos	4992.555321745651
PRISTtx_neg	48.9715641185439
PRISTtx_pos	7191.209766406576
PRO1x_pos	496.0726210981242
PRO1xm_pos	602.7141254895967
PROAKGOX1r_pos	0.0
PROD2_pos	1446.072621098124
PROD2m_pos	4227.385679743233
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1456.3323125759516
PRODt2r_pos	1443.8346259209782
PROGLYPEPT1tc_pos	9412.469016039762
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9412.469016039764
PROIMINOtc_pos	1514.7301099760716
PROSTGD2t_neg	623.5832277881439
PROSTGD2t_pos	623.5832277881439
PROSTGE1t3_pos	3827.9576650591384
PROSTGE1t_neg	623.5832277881439
PROSTGE1t_pos	623.5832277881439
PROSTGE2t2_neg	383.18444410373803
PROSTGE2t2_pos	387.3503396553958
PROSTGE2t3_pos	3764.537229283745
PROSTGE2t_neg	387.3503396553958
PROSTGE2t_pos	383.18444410373803
PROSTGF2t_neg	516.9364207626118
PROSTGF2t_pos	516.9364207626118
PROSTGH2t_neg	1417.6874208411077
PROSTGH2t_pos	1417.6874208411077
PROSTGI2t_neg	1417.6874208411077
PROSTGI2t_pos	1417.6874208411077
PROSTGI2tr_neg	161.80886307492048
PROSTGI2tr_pos	6.059121288558926
PRO_Dtde_neg	1456.3323125759516
PRO_Dtde_pos	1443.8346259209782
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	434.6687649102715
PROt2r_pos	922.5730305314923
PROt4_2_r_neg	1218.4040766490627
PROt4_2_r_pos	1335.5776877309731
PROt4_pos	434.6687649102715
PRPNCOAHYDm_pos	12625.900567162138
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4264.818365805176
PRPPS_pos	3966.06343438153
PSDm_hs_pos	18648.78712184559
PSERT_pos	3585.0761457960543
PSFLIP_pos	4466.892277240915
PSFLIPm_pos	18648.78712184559
PSP_L_pos	3585.0761457960543
PSSA1_hs_neg	766.1621272199138
PSSA1_hs_pos	4257.5624727368395
PSSA2_hs_neg	16322.565904647916
PSSA2_hs_pos	4237.690736705721
PSYGCHe_pos	13803.880647580596
PSYTCHe_pos	14854.611556923002
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4466.892277240915
PSt3_pos	6.382033188044008
PTCRTD_neg	14439.378855944447
PTCRTD_pos	15.368616482871404
PTDCACRNCPT1_pos	29.056108765251754
PTDCACRNCPT2_pos	29.056108765251754
PTDCACRNt_pos	29.056108765251754
PTDCAt_neg	0.0
PTDCAt_pos	29.056108765251754
PTE2x_pos	0.0
PTE3x_pos	6809.159207714061
PTE4x_pos	6858.303190362538
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3354.623144559451
PTPATe_neg	13383.10717415532
PTPATe_pos	22513.551350600646
PTRCAT1_pos	0.0
PTRCOX1_pos	12539.026707540736
PUNP1_neg	6285.900590891839
PUNP1_pos	3073.2572265212
PUNP2_neg	6719.7917125521035
PUNP2_pos	5467.64401234103
PUNP3_neg	8028.177745275971
PUNP3_pos	1530.9216038379614
PUNP4_neg	7634.236848910087
PUNP4_pos	6401.680213189134
PUNP5_neg	4801.297884039371
PUNP5_pos	3774.5205379896743
PUNP6_neg	0.0
PUNP6_pos	7381.883782741196
PUNP7_neg	1530.9216038379614
PUNP7_pos	3950.1953227273975
PVD3_neg	10985.99457930679
PVD3_pos	76813.75105075224
PYAM5POr_pos	4308.4684975663495
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4047.206615374027
PYDAMtr_neg	0.0
PYDAMtr_pos	10222.414352067839
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8042.933372326844
PYDXK_pos	4047.206615374027
PYDXNK_pos	4047.2066153740266
PYDXNtr_neg	0.0
PYDXNtr_pos	9251.702099948772
PYDXPP_pos	4047.206615374027
PYDXtr_neg	0.0
PYDXtr_pos	7924.388839438654
PYK_pos	438.00466174609915
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8055.60801946536
PYNP2r_pos	5265.699432990259
PYRt2m_neg	1286.9599017275207
PYRt2m_pos	1286.9599017275207
PYRt2p_neg	2624.4940141582306
PYRt2p_pos	2624.4940141582306
PYRt2r_neg	464.06447811989744
PYRt2r_pos	464.06447811989744
Q10H2e_neg	0.0
Q10H2e_pos	5578.8728896555085
QUILSYN_pos	0.0
RADH2_pos	831.2320557204348
RADH3_pos	960.8454806639248
RADH4_pos	944.6977693567928
RADH_pos	831.3062312835598
RAHY_pos	1630.6907563133004
RAI1_neg	2233.8401101531995
RAI1_pos	2233.8401101531995
RAI2_neg	2233.8401101531995
RAI2_pos	2233.8401101531995
RAI3_neg	944.697769356793
RAI3_pos	1218.4106157198346
RAI4_neg	1700.535615719834
RAI4_pos	1683.3606529380534
RAtn3_neg	0.0
RAtn3_pos	1218.4106157198346
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3423.3390987110006
RBK_D_pos	0.0
RBK_pos	5639.539820489084
RBTt_pos	6442.325298850174
RDH1_neg	470.9221518101127
RDH1_pos	2233.8401101531995
RDH1a_pos	470.9221518101127
RDH2_neg	523.5820056267249
RDH2_pos	2233.8401101531995
RDH2a_pos	523.5820056267249
RDH3_neg	523.5820056267249
RDH3_pos	2233.8401101531995
RDH3a_pos	523.5820056267249
RDH4_neg	0.0
RDH4_pos	944.6977693567928
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5369.766364551356
RE0344C_pos	3287.039592164446
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12492.354153673517
RE0383C_pos	5373.180771325135
RE0452M_neg	7713.349680565607
RE0452M_pos	30042.67157343627
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1145.662475408996
RE0453C_pos	1145.662475408996
RE0453M_neg	9510.100107373055
RE0453M_pos	29310.448702310376
RE0453N_neg	298.55535759198403
RE0453N_pos	298.55535759198403
RE0456M_neg	9052.909850302474
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.556826632102823
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12918.861905437572
RE0566C_neg	0.0
RE0566C_pos	12918.861905437572
RE0567C_neg	0.0
RE0567C_pos	12918.861905437572
RE0568C_neg	0.0
RE0568C_pos	12918.861905437572
RE0569C_pos	0.0
RE0569E_pos	5.257486612935717
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11736.207951087781
RE0577C_pos	3296.2039871172865
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5140.079816063756
RE0583C_pos	7117.724581324149
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	16046.584954500595
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	24945.572389441084
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33775.68688330266
RE0690X_pos	0.0
RE0691C_neg	32281.349548557224
RE0691C_pos	4045.5125200917446
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.844630466315039
RE0702E_pos	15.61779128349876
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	17976.271374713917
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	24945.572389441084
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	299.13235248016116
RE0830N_pos	299.13235248016116
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	8059.183789597837
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	8059.183789597836
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.106628873973494
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.356379839079771
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
RE0935C_neg	0.0
RE0935C_pos	0.0
RE0935E_neg	12.74925289531883
RE0935E_pos	10.8
RE0936C_neg	0.0
RE0936C_pos	0.0
RE0936E_neg	4.75
RE0936E_pos	4.75
RE0937C_neg	0.0
RE0937C_pos	0.0
RE0937E_neg	4.75
RE0937E_pos	4.75
RE0938C_neg	0.0
RE0938C_pos	0.0
RE0938E_neg	4.75
RE0938E_pos	6.550472804750194
RE0944C_neg	0.0
RE0944C_pos	0.0
RE0944E_neg	19.285248042690675
RE0944E_pos	4.275
RE0958C_neg	0.0
RE0958C_pos	0.0
RE0958E_neg	3.106628873973494
RE0958E_pos	4.275
RE1062C_neg	0.0
RE1062C_pos	0.0
RE1062M_neg	0.0
RE1062M_pos	0.0
RE1063C_neg	0.0
RE1063C_pos	0.0
RE1064C_neg	0.0
RE1064C_pos	0.0
RE1077C_neg	0.0
RE1077C_pos	0.0
RE1096C_pos	0.0
RE1096M_pos	0.0
RE1096R_pos	0.0
RE1099C_neg	0.0
RE1099C_pos	0.0
RE1099G_neg	0.0
RE1099G_pos	0.0
RE1099L_neg	0.0
RE1099L_pos	0.0
RE1099R_neg	0.0
RE1099R_pos	0.0
RE1100C_neg	0.0
RE1100C_pos	8059.183789597837
RE1100G_neg	0.0
RE1100G_pos	0.0
RE1100L_neg	0.0
RE1100L_pos	0.0
RE1100R_neg	0.0
RE1100R_pos	0.0
RE1134C_pos	0.0
RE1134M_pos	0.0
RE1134R_pos	0.0
RE1135C_neg	0.0
RE1135C_pos	7861.340655326968
RE1135G_neg	0.0
RE1135G_pos	0.0
RE1135L_neg	0.0
RE1135L_pos	0.0
RE1135R_neg	0.0
RE1135R_pos	0.0
RE1233C_neg	1177.8963380770765
RE1233C_pos	0.0
RE1233M_neg	0.0
RE1233M_pos	0.0
RE1234C_neg	0.0
RE1234C_pos	0.0
RE1235C_neg	0.0
RE1235C_pos	0.0
RE1236C_neg	0.0
RE1236C_pos	0.0
RE1238X_neg	0.0
RE1238X_pos	0.0
RE1240C_neg	0.0
RE1240C_pos	0.0
RE1254C_neg	0.0
RE1254C_pos	48.95756842335254
RE1266C_pos	0.0
RE1303C_pos	7509.768149088214
RE1308C_pos	0.0
RE1308M_pos	0.0
RE1309C_pos	0.0
RE1309M_pos	0.0
RE1310C_pos	0.0
RE1310M_pos	0.0
RE1311C_pos	0.0
RE1311M_pos	0.0
RE1317C_neg	0.0
RE1317C_pos	0.0
RE1342C_neg	3725.8189113063913
RE1342C_pos	1267.3051485415972
RE1441G_neg	0.0
RE1441G_pos	0.0
RE1441R_pos	7195.281581193143
RE1447M_neg	0.0
RE1447M_pos	2420.542163180996
RE1447N_neg	3800.0
RE1447N_pos	9893.312847712847
RE1448N_neg	3043.8719223899107
RE1448N_pos	9893.312847712847
RE1448R_neg	0.0
RE1448R_pos	7195.281581193146
RE1473C_neg	0.0
RE1473C_pos	0.0
RE1508C_neg	0.0
RE1508C_pos	0.0
RE1514M_neg	0.0
RE1514M_pos	0.0
RE1514X_neg	0.0
RE1514X_pos	0.0
RE1516M_neg	0.0
RE1516M_pos	23.556826632102826
RE1516X_neg	0.0
RE1516X_pos	0.0
RE1517M_neg	0.0
RE1517M_pos	23.556826632102826
RE1517X_neg	0.0
RE1517X_pos	0.0
RE1518M_neg	2924.9492529878244
RE1518M_pos	23.738988476220587
RE1518X_neg	0.0
RE1518X_pos	0.0
RE1519M_neg	2924.9492529878244
RE1519M_pos	23.73898847622059
RE1519X_neg	0.0
RE1519X_pos	0.0
RE1520M_neg	0.0
RE1520M_pos	23.556826632102823
RE1520X_neg	0.0
RE1520X_pos	0.0
RE1521M_neg	5624.171532885461
RE1521M_pos	23.55682663210282
RE1521X_neg	0.0
