	Ob.a_S121_L007_R1_001
SEBACIDTD_pos	7765.376604347459
SEBCOACROT_neg	7765.376604347461
SEBCOACROT_pos	47535.09406761736
SEBCOAPET_pos	7765.37660434746
SELADT_pos	0.0
SELCYSLY2_pos	0.0
SELCYSLY_pos	0.0
SELCYSTGL_pos	0.0
SELCYSTS_pos	0.0
SELMETAT_pos	0.0
SELNPS_pos	0.0
SELt4_3_neg	0.0
SELt4_3_pos	0.0
SERALANaEx_pos	725.6896522771713
SERASNNaEx_pos	908.8586139563349
SERATB0tc_pos	1286.8726914999265
SERCYSNaEx_pos	685.1668787285796
SERDGLNexR_neg	647.5390793252647
SERDGLNexR_pos	647.5390793252647
SERDGLYexR_neg	647.5390793252647
SERDGLYexR_pos	647.5390793252647
SERGLNNaEx_pos	714.4547626712379
SERGLNexR_neg	517.2613666203404
SERGLNexR_pos	647.5390793252647
SERGLYexR_neg	517.2613666203404
SERGLYexR_pos	647.5390793252647
SERHL_pos	7680.899952910444
SERLYSNaex_pos	649.4666702273366
SERPT_pos	19227.12154928341
SERTHRNaEx_pos	725.6896522771713
SERt4_pos	427.84382681744245
SERtN1_neg	1199.0087472116463
SERtN1_pos	1226.0370052483445
SERtp_neg	0.0
SERtp_pos	12194.168708734613
SFCYSc_neg	0.0
SFCYSc_pos	21363.299871524683
SFCYSe_neg	0.0
SFCYSe_pos	21363.29987152469
SFGTH_pos	20850.949966064192
SGALSIDEtg_neg	38162.01000821931
SGALSIDEtg_pos	0.0
SGALSIDEtl_neg	0.0
SGALSIDEtl_pos	38162.0100082193
SGPL11r_pos	0.0
SGPL12r_pos	32108.06421507653
SIAASE2ly_pos	11924.719302466145
SIAASE3ly_pos	7632.593494734093
SIAASE4ly_pos	7547.867665239151
SIAASE_pos	0.0
SIAASEly_pos	17582.267307975642
SIAT4Bg_pos	11152.51418036311
SIAT9g_pos	19112.567718278242
SLCBK1_pos	3303.813032929939
SLDt_pos	14723.870496520607
SLDx_neg	14723.870496520605
SLDx_pos	0.0
SLDxm_neg	0.0
SLDxm_pos	0.0
SMPD3g_pos	7706.507057238974
SMPD3l_pos	59556.141861090124
SMPD4_pos	32045.481909478352
SMS_pos	7706.507057238974
SO4CLtex2_pos	5181.6112835528365
SO4HCOtex_pos	1088.072912208648
SO4OXAtex2_pos	5172.26964844487
SO4t4_2_neg	1072.8317188469327
SO4t4_2_pos	4699.7368005975095
SO4tl_neg	0.0
SO4tl_pos	37914.46880181818
SOAT11_pos	0.0
SOAT11r_pos	0.0
SOAT12_pos	0.0
SOAT12r_pos	0.0
SPC_HSt_neg	11.366947923266482
SPC_HSt_pos	28051.44407773024
SPH1Pte_neg	13.094452146804805
SPH1Pte_pos	19227.121549283413
SPH1Ptr_neg	0.0
SPH1Ptr_pos	6308.401899974175
SPHGNtr_neg	0.0
SPHGNtr_pos	6308.401899974175
SPHINGStl_neg	37974.964306097274
SPHINGStl_pos	0.0
SPHINGStr_neg	6308.401899974173
SPHINGStr_pos	0.0
SPHK21c_pos	6308.401899974175
SPHMDAc_pos	28051.444077730237
SPHMYLNtg_neg	0.0
SPHMYLNtg_pos	7706.507057238972
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	59556.141861090124
SPHS1Pte_neg	9.29370785682549
SPHS1Pte_pos	32177.783800438126
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6308.401899974174
SPMDOX_pos	4019.727300886656
SPMS_pos	23332.447307070513
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	8626.437017687493
SPODMe_pos	8659.525063939946
SPODMm_pos	8637.04425149017
SPODMn_pos	8747.65496660538
SPODMx_pos	8686.287017687491
SPRMS_pos	15115.59319627442
SPRMTDe_neg	15165.35384602328
SPRMTDe_pos	1.9994218776200994
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	12194.168708734613
SQLEr_pos	74666.89216339642
SQLSr_pos	436.81491173336906
SR5AR2r_pos	55711.63204018817
SR5ARr_pos	55244.19856460208
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	1943.1104310237622
SRTNt6_2_r_pos	2076.044497138017
SRTNtu_neg	1339.857150250299
SRTNtu_pos	1339.857150250299
ST3GAL21g_pos	12386.545714817568
ST3GAL22g_pos	12557.047171423452
ST3GAL23g_pos	12719.503876751123
ST3GAL31g_pos	11580.660655298701
ST3GAL61g_pos	11546.478594473188
ST3GAL62g_pos	10092.85775659403
ST6GALNAC21_pos	11155.185889993998
ST6GALNAC22_pos	11155.185889993998
ST6GALNAC23_pos	12376.288497969774
ST6GALNAC24_pos	12376.288497969774
ST6GALNAC25_pos	12789.109810155367
ST6GALNAC26_pos	12789.109810155367
ST6GALNAC27_pos	13041.898290811505
ST6GALNAC28_pos	13041.898290811503
ST6GALNAC31_pos	12561.306898296278
ST6GALNAC62_pos	12719.503876751129
ST8SIA11_pos	11152.51418036311
ST8SIA12_pos	19112.56771827825
ST8SIA51g_pos	18338.70624366526
ST8SIA52g_pos	12798.86958892605
ST8SIA53g_pos	12557.047171423448
ST8SIA54g_pos	12386.545714817565
ST8SIA55g_pos	13053.19964390384
ST8SIA56g_pos	12307.942873139265
STCOATxc_pos	4931.701897245969
STCOAtx_neg	4931.701897245971
STCOAtx_pos	8916.893500593585
STRDNCCOAtxc_pos	61.81172600554461
STRDNCCPT1_pos	39.69033378974376
STRDNCCPT2_pos	39.69033378974376
STRDNCCRNt_pos	39.69033378974376
STRDNCt_neg	6.956628274612705
STRDNCt_pos	4143.639723900232
STS1_pos	7135.471791811424
STS1r_pos	0.0
STS2_pos	7142.995956447553
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	7765.376604347459
SUBERCACT_neg	7765.376604347458
SUBERCACT_pos	27326.395548339104
SUBERCROT_neg	7765.376604347461
SUBERCROT_pos	27326.39554833911
SUBERICACT_pos	7765.376604347459
SUCCACT_pos	7761.343431110904
SUCCCROT_neg	7765.376604347461
SUCCCROT_pos	43300.22521277333
SUCCOAPET_pos	7765.37660434746
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	337.48051298494374
SUCCt2m_pos	337.48051298494374
SUCCt4_2_neg	5551.711024163974
SUCCt4_2_pos	6.25605075751618
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	404.15429828455274
SUCD1m_pos	14816.804290076747
SUCOAS1m_neg	398.4757161839102
SUCOAS1m_pos	398.4757161839102
SUCOASm_neg	398.4757161839102
SUCOASm_pos	398.4757161839102
SUCRe_pos	3.495209678253433
SULFOX_pos	8859.847060895097
Ser_Thrtg_neg	6956.086903959056
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	45530.735451039756
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	6.946441016583608
TAGHSTDe_pos	1900.0
TAGt_neg	5682.349658421006
TAGt_pos	1900.0
TALA_neg	2672.63996254652
TALA_pos	546.6101747623605
TAUBETAtc_pos	531.2475670232487
TAUPAT1c_pos	658.5571875042817
TAURCHAe_pos	1362.7390084561566
TAURt4_2_r_neg	531.2475670232487
TAURt4_2_r_pos	1422.621644390008
TAURtcx_neg	1281.676998622389
TAURtcx_pos	4179.4984818211615
TAXOLte_neg	0.0
TAXOLte_pos	7.477561302418025
TCHOLAt2_pos	1132.3879400944622
TCHOLAt3_pos	3154.3000774175925
TCHOLAt_neg	979.1405092685584
TCHOLAt_pos	1785.1824014116994
TCHOLAte_neg	1196.2191562164635
TCHOLAte_pos	1787.9130376940518
TCHOLAtx_neg	7752.772969742832
TCHOLAtx_pos	3229.498481821161
TCYNTt_pos	6.732461544605139
TCYNTtm_pos	11.8578351524124
TDCHOLAte_neg	1349.6107287558702
TDCHOLAte_pos	2190.4352726301995
TDCHOLAtx_neg	4179.498481821161
TDCHOLAtx_pos	3229.498481821161
TDCRNe_pos	8073.237843805271
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8386.080959165025
TDPm_pos	7570.137327762937
TETDEC2CRNe_pos	12439.066043199085
TETDECE1CRNe_pos	12439.066043199085
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	22.337224889573413
TETHEX3t_neg	7.808311747222919
TETHEX3t_pos	10.015202923948877
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	10.721820064675157
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.808311747222919
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	10.721820064675157
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	10.721820064675157
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.015202923948877
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.015202923948879
THBPT4ACAMDASE_pos	286.3284255668054
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	64679.77194311996
THD1m_pos	1404.1295460079295
THFt2_neg	4939.6542844827345
THFt2_pos	41.515910895123845
THFtl_neg	3208.611803584186
THFtl_pos	0.0
THFtm_neg	3449.189889907929
THFtm_pos	6965.126924731575
THMATPe_pos	4445.553923990414
THMDt4_pos	6.644167124832754
THMDt5le_pos	7.079595009605284
THMMPt4_neg	12000.330239829462
THMMPt4_pos	9.069054304380499
THMMPtm_neg	7570.1373277629355
THMMPtm_pos	0.0
THMPPtm_pos	7570.137327762937
THMP_pos	7518.560983157218
THMTP_pos	4183.810648121666
THMTPt_pos	27620.31936028751
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4445.553923990413
THP2Ctp_neg	48.512819314263155
THP2Ctp_pos	0.0
THRALANaEx_pos	725.6896522771713
THRASNNaEx_pos	908.8586139563349
THRATB0tc_pos	1286.8726914999265
THRCYSNaEx_pos	685.1668787285796
THRD_L_pos	4.830041796059026
THRGLNNaEx_pos	714.4547626712379
THRGLNexR_neg	576.7092528380142
THRGLNexR_pos	647.5390793252647
THRGLYexR_neg	576.7092528380142
THRGLYexR_pos	647.5390793252647
THRPHELAT2tc_pos	602.8982441505816
THRSERNaEx_pos	725.6896522771713
THRS_pos	0.0
THRt4_pos	487.29171303511623
THYMDt1_pos	5.951570170737209
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2518.4978557968006
THYMDtm_pos	4925.4243310516595
THYMt_neg	11890.310624336911
THYMt_pos	9.130372924947963
THYOXt2_neg	963.9104649905973
THYOXt2_pos	966.6411012729499
THYOXt_neg	966.6411012729499
THYOXt_pos	963.9104649905973
THYPX_pos	10.035742254795466
TIGCRNe_pos	11896.423610538492
TKT1_neg	19190.835923146442
TKT1_pos	15430.60411481675
TKT2_neg	19190.83592314643
TKT2_pos	15430.604114816751
TMABADH_pos	0.0
TMDK1_pos	2441.233993781684
TMDK1m_pos	1702.2874844889532
TMDPK_pos	7518.560983157218
TMDPPK_pos	4183.8106481216655
TMDPP_neg	10.580362654576183
TMDPP_pos	11890.310624336907
TMDS_pos	11862.851568337323
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37254.41511333028
TMNDNCCOAtx_pos	137.27452346216054
TMNDNCCPT1_pos	492.2758547535567
TMNDNCCPT2_pos	492.2758547535567
TMNDNCCRNt_pos	492.2758547535567
TMNDNCt_neg	239.56479431491746
TMNDNCt_pos	13.112278341597301
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.477561302418025
TPI_neg	9126.936641498993
TPI_pos	3803.297911183305
TRDR2_pos	5073.496695432219
TRDR3_pos	5104.522439815086
TRDR_pos	2686.3013847080224
TRDRm_pos	280.71791061992724
TREH_pos	0.0
TREHe_pos	3.0646279205261724
TRIODTHYSUFt_pos	21.051530435288257
TRIODTHYSULT_pos	21.051530435288257
TRIODTHYt2_neg	963.9104649905973
TRIODTHYt2_pos	966.6411012729499
TRIODTHYt_neg	966.6411012729499
TRIODTHYt_pos	963.9104649905973
TRIOK_pos	3265.087411450171
TRPATB0tc_pos	1540.7468505086574
TRPHYDRO2_pos	1996.1898486016248
TRPO2_pos	9.65240086419669
TRPt4_pos	1280.3409095621087
TRPt_neg	966.4275991276696
TRPt_pos	966.4275991276696
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	67716.53526556697
TSTSTERONEGLCtr_neg	67716.53526556696
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	59994.981313027
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	59994.981313027
TSTSTERONEt_neg	54260.60598209583
TSTSTERONEt_pos	8.976948426502851
TSTSTERONEtr_neg	9.549846099926633
TSTSTERONEtr_pos	54260.60598209584
TSULt4_3_neg	0.0
TSULt4_3_pos	11.8578351524124
TTDCAFATPc_pos	8637.086671250701
TTDCAtr_neg	0.0
TTDCAtr_pos	3282.9650954280573
TTDCPT1_pos	10346.141526339348
TTDCPT2_pos	10346.141526339348
TTDCRNt_pos	10346.141526339348
TXA2te_neg	169.15480725039316
TXA2te_pos	0.0
TXA2tr_neg	169.15480725039316
TXA2tr_pos	0.0
TXASr_pos	169.15480725039316
TYMSFt_pos	19391.066774171486
TYMSULT_pos	19391.066774171486
TYR3MO2_pos	9813.510692071122
TYRASE_pos	12304.594836944532
TYRATB0tc_pos	1540.7468505086574
TYRCBOX_pos	10744.863984476517
TYRDOPO3_pos	12304.594836944532
TYRDOPO_pos	48205.99331465676
TYROXDAc_pos	10863.743235962062
TYRPHELAT2tc_pos	521.7495660047796
TYRTA_neg	6697.209824291163
TYRTA_pos	8378.503036832637
TYRTAm_neg	0.0
TYRTAm_pos	45530.735451039705
TYRt4_pos	1280.3409095621087
TYRt_neg	521.7495660047796
TYRt_pos	966.4275991276696
UAG2EMAi_pos	3920.828771001774
UAG4E_neg	871.4313516884059
UAG4E_pos	9497.714724097714
UAGALDP_pos	548.4479653427913
UAGDP_pos	3920.828771001773
UDPACGALtl_neg	6997.613163347748
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9106.973103535849
UDPDOLPT_U_pos	9106.973103535849
UDPG1P_pos	16205.849154958358
UDPG4E_neg	4876.433058414332
UDPG4E_pos	11790.166301416846
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6272.350311651592
UDPGD_pos	12520.592024102501
UDPGLCAter_neg	2050.993124138756
UDPGLCAter_pos	2050.993124138756
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	12822.986628258766
UDPGP_pos	3222.1307101517436
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	6997.613163347748
UGALGTg_pos	6272.350311651591
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	10890.329947624567
UGCG_pos	12751.52834611196
UGLCNACtg_neg	0.0
UGLCNACtg_pos	18740.39804726217
UGLT_neg	385.67122581780865
UGLT_pos	385.67122581780865
UGT1A10r_neg	10.326603095396386
UGT1A10r_pos	64817.44638933124
UGT1A1r_pos	59231.775944656845
UGT1A2r_pos	42473.65622439369
UGT1A3r_pos	69062.5509799853
UGT1A4r_pos	67716.53526556691
UGT1A5r2_pos	3888.882315738928
UGT1A5r_pos	3871.8454842617175
UGT1A6r_pos	56543.6549179036
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	68807.52592048513
UMPK2_neg	337.85214019231125
UMPK2_pos	337.85214019231125
UMPK2n_neg	339.1173895017333
UMPK2n_pos	339.1173895017333
UMPK3_neg	337.85214019231125
UMPK3_pos	337.85214019231125
UMPK3n_neg	339.1173895017333
UMPK3n_pos	339.1173895017333
UMPK4_neg	337.85214019231125
UMPK4_pos	337.85214019231125
UMPK4n_neg	339.1173895017333
UMPK4n_pos	339.1173895017333
UMPK5_neg	337.85214019231125
UMPK5_pos	337.85214019231125
UMPK5n_neg	339.1173895017333
UMPK5n_pos	339.1173895017333
UMPK6_neg	337.85214019231125
UMPK6_pos	337.85214019231125
UMPK6n_neg	339.1173895017333
UMPK6n_pos	339.1173895017333
UMPK7_neg	337.85214019231125
UMPK7_pos	337.85214019231125
UMPK7n_neg	339.1173895017333
UMPK7n_pos	339.1173895017333
UMPK_neg	337.85214019231125
UMPK_pos	337.85214019231125
UMPKm_neg	8802.506371503183
UMPKm_pos	0.0
UMPKn_neg	339.1173895017333
UMPKn_pos	339.1173895017333
UMPtr_neg	2050.993124138756
UMPtr_pos	2050.993124138756
UNK2_pos	15105.228547711487
UNK3_pos	15819.877587568302
UPP3S_pos	14518.13541606591
UPPDC1_pos	14518.13541606591
UPPN_pos	14237.124170315881
URATEt_pos	8905.506833990397
URATEtx_pos	11267.099155741531
URAt_neg	7230.056978600711
URAt_pos	5.51939471989357
URCN_pos	11430.983403516195
UREAt5_neg	1144.3503189790379
UREAt5_pos	1144.3503189790379
UREAt_neg	1144.3503189790379
UREAt_pos	1144.3503189790379
UREAtm_neg	14401.624786375605
UREAtm_pos	0.0
URIDK2m_neg	6306.075664144956
URIDK2m_pos	3468.8283424628316
URIK1_pos	365.6018402270382
URIt4_pos	913.0056606960252
URIt5le_pos	1385.5414512895522
URIt_neg	913.0056606960252
URIt_pos	11610.58546713095
UROLACer_neg	0.0
UROLACer_pos	6746.767916193961
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	8802.506371503185
Uritm_pos	0.0
Uritn_neg	13102.49022826498
Uritn_pos	0.0
VACCCPT1_pos	88871.4511018597
VACCCPT2_pos	88871.4511018597
VACCCRNt_pos	88871.4511018597
VACCt_neg	8824.503193405404
VACCt_pos	7.80831174722292
VALATB0tc_pos	1626.1859479278319
VALLAT1tc_pos	694.3079264495213
VALPHELAT2tc_pos	607.1886634239538
VALTA_neg	7622.435353090545
VALTA_pos	4058.823917035615
VALTAm_neg	4058.823917035615
VALTAm_pos	15058.810711574355
VALt4_pos	1365.780006981283
VALt5m_neg	4058.823917035615
VALt5m_pos	15058.810711574355
VALtec_neg	607.1886634239538
VALtec_pos	1051.866696546844
VD3_neg	10953.458804225604
VD3_pos	76511.22741981271
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9869.643498385336
VITD3t2_pos	1046.623543969857
VITD3t_pos	1046.623543969857
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4148.017100539836
VITKtl_pos	4931.70189724597
VLCS2p_pos	65597.00467808802
VLCS2r_pos	74672.0865505959
VLCSp_pos	64679.77194311996
VLCSr_pos	70982.39049070653
WHDDCAte_neg	7.477561302418027
WHDDCAte_pos	0.0
WHHDCAte_neg	18067.642440481126
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7484.660315212934
WHTTDCAte_pos	0.0
XANDp_pos	12315.603046757686
XANtx_pos	11267.099155741527
XAO2x_pos	11779.869638849837
XAOx_pos	11267.099155741527
XOL27OHtm_neg	11326.890039822512
XOL27OHtm_pos	11502.842409484469
XOL7AH2tm_neg	69193.022474149
XOL7AH2tm_pos	11299.690510965977
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11299.690510965977
XOL7AONEtr_pos	7903.136940862517
XOLDIOLONEt_neg	64679.77194311997
XOLDIOLONEt_pos	7903.136940862517
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6827.923279685492
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	53653.26823456425
XOLTRI24te_neg	0.0
XOLTRI24te_pos	53653.26823456424
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	53855.51978552061
XOLTRI25te_neg	0.0
XOLTRI25te_pos	53855.51978552062
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	53800.98274446351
XOLTRI27te_neg	0.0
XOLTRI27te_pos	53800.982744463494
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	64679.77194311995
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8127.72034400986
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8127.72034400986
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5059.604763646714
XYLUR_neg	1259.6047636467133
XYLUR_pos	1277.0168415695873
XYLt_neg	845.6571455920498
XYLt_pos	0.0
XYLtly_pos	845.6571455920497
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	222.59968216596786
q10h2tc_neg	5602.108038220649
q10h2tc_pos	7402.477997175243
q10tm_neg	5602.108038220649
q10tm_pos	7402.477997175243
r0002_neg	2096.633054779574
r0002_pos	2375.0
r0009_pos	4504.909723826113
r0010_pos	5869.611103037511
r0013_pos	40.928545107895836
r0016_neg	2672.7028220724346
r0016_pos	4204.385121721807
r0021_neg	1414.7714007253956
r0021_pos	500.09010209945995
r0022_neg	5199.352353321664
r0022_pos	446.01674996062076
r0027_neg	1432.1834786482698
r0027_pos	1224.6091879634967
r0028_pos	3492.5889244975224
r0033_pos	14041.154388281764
r0034_pos	11556.788195164503
r0047_pos	2380.101601688956
r0051_neg	3.9812736342868957
r0051_pos	26691.018824116476
r0055_neg	1490.6172694256647
r0055_pos	7648.658731895028
r0060_pos	7570.95028642043
r0062_pos	3304.660395868925
r0068_pos	3402.6517581368475
r0074_neg	1167.8795318714465
r0074_pos	2403.229821279262
r0081_neg	333.626059357506
r0081_pos	333.626059357506
r0082_pos	3609.998411662936
r0083_pos	309.77386074453005
r0084_pos	12421.89412084305
r0085_pos	5121.277797899007
r0086_pos	6946.6493812277095
r0093_pos	5.366187835338755
r0097_pos	3402.6517581368475
r0113_pos	18958.144228029654
r0119_pos	3118.03342969073
r0122_pos	470.1817430786267
r0127_pos	7451.017468799598
r0129_neg	2164.746887548237
r0129_pos	6871.797392578534
r0130_neg	7482.262218569251
r0130_pos	2164.746887548237
r0139_neg	3.255722125160351
r0139_pos	7.795812579419982
r0142_pos	9275.251138762318
r0145_neg	1294.4931717601287
r0145_pos	57735.14015232618
r0149_neg	7.795812579419982
r0149_pos	3.255722125160351
r0153_pos	470.1817430786267
r0156_pos	5121.277797899007
r0157_pos	6946.6493812277095
r0160_pos	3265.087411450171
r0163_pos	10968.87528543111
r0165_pos	470.1817430786267
r0166_pos	11696.956819787125
r0170_neg	436.81491173336906
r0170_pos	74694.93244922986
r0173_neg	2508.6531483565573
r0173_pos	2508.6531483565573
r0178_neg	1270.9110641842117
r0178_pos	12433.271116980348
r0179_pos	1270.9110641842117
r0181_neg	3.255722125160351
r0181_pos	3.255722125160351
r0186_pos	11526.65561668567
r0191_pos	592.3613574639782
r0193_neg	8668.283585203766
r0193_pos	6766.1098219530695
r0196_neg	327.26878814979705
r0196_pos	14630.02490832287
r0202_neg	2508.6531483565573
r0202_pos	2508.6531483565573
r0208_neg	3047.234354103255
r0208_pos	18352.34443180063
r0210_pos	7681.256076583954
r0224_pos	584.4638417553834
r0226_pos	3449.189889907929
r0233_pos	5767.499486451409
r0236_pos	1273.8102881860123
r0239_neg	0.0
r0239_pos	9.929462201587668
r0242_neg	3.3800563837716946
r0242_pos	3.3800563837716946
r0245_neg	3803.9801582650584
r0245_pos	6618.267018155491
r0246_pos	10843.08813147055
r0249_neg	2454.7571451450544
r0249_pos	2454.7571451450544
r0265_pos	5767.499486451409
r0267_neg	2107.574290684773
r0267_pos	2090.162212761899
r0268_neg	2090.162212761899
r0268_pos	2107.574290684773
r0276_neg	3760.276483428694
r0276_pos	386.2306667476463
r0280_pos	470.1817430786267
r0281_neg	4.749999999999999
r0281_pos	14991.529114169965
r0283_pos	4605.691302628497
r0287_pos	17642.775879856585
r0295_pos	517.9789392044844
r0301_pos	3760.2764834286945
r0308_pos	7289.728279903018
r0309_neg	4862.030592756333
r0309_pos	16791.590601485164
r0310_pos	4799.162785718142
r0311_pos	8227.446955724616
r0317_neg	315.6511169880729
r0317_pos	315.6511169880729
r0321_pos	3714.1561960859976
r0330_pos	1256.398210263138
r0331_pos	4104.802662376225
r0339_pos	5274.053864744086
r0340_pos	10843.08813147055
r0345_neg	1152.840457402659
r0345_pos	1152.840457402659
r0354_pos	3140.5135863547043
r0355_pos	3140.5135863547043
r0357_pos	4137.644945444197
r0358_pos	4137.644945444197
r0360_pos	5406.093725866127
r0361_pos	5342.523501891319
r0363_pos	6631.463531752552
r0364_pos	6585.478410709216
r0365_pos	12414.747490228829
r0377_pos	3528.671275910571
r0381_neg	4106.324202712656
r0381_pos	9967.850415039815
r0383_pos	6702.036509631572
r0384_pos	10838.197350447539
r0385_pos	12096.289100427772
r0386_pos	10596.867873011523
r0388_neg	3931.8811907746394
r0388_pos	10078.268954938749
r0389_neg	3931.881190774639
r0389_pos	9041.809370891466
r0390_neg	3020.158673285369
r0390_pos	4.274999999999999
r0391_neg	11.542553728383073
r0391_pos	4196.4335187378465
r0392_neg	3265.087411450171
r0392_pos	6092.775036049454
r0393_pos	10843.08813147055
r0394_neg	498.0731663432124
r0394_pos	5627.254702424773
r0395_pos	498.0731663432124
r0398_pos	5392.598913013882
r0399_neg	286.3284255668054
r0399_pos	5956.249503236458
r0400_neg	4963.034781959881
r0400_pos	18870.069022846663
r0402_pos	0.0
r0403_neg	1996.1898486016248
r0403_pos	7.473116297283735
r0407_neg	546.6101747623605
r0407_pos	2671.699199014356
r0408_neg	441.1666545001865
r0408_pos	441.1666545001865
r0409_neg	441.1666545001865
r0409_pos	441.1666545001865
r0410_neg	4.128612598060894
r0410_pos	4.668672104999557
r0413_pos	470.1817430786267
r0422_neg	0.0
r0422_pos	3609.998411662937
r0423_pos	309.77386074453005
r0424_neg	0.0
r0424_pos	12421.894120843051
r0425_neg	347.442835920521
r0425_pos	460.37403093800725
r0426_neg	315.6511169880729
r0426_pos	315.6511169880729
r0434_neg	2154.8424666074243
r0434_pos	5007.139533700538
r0437_neg	3075.646666691358
r0437_pos	5007.139533700538
r0441_neg	0.0
r0441_pos	304.38060500477206
r0443_pos	292.4520852247536
r0450_neg	0.0
r0450_pos	3896.037618607042
r0451_pos	69.7960230648687
r0456_pos	3360.0297211219577
r0463_neg	9654.895079861453
r0463_pos	0.0
r0464_neg	331.2566409903904
r0464_pos	331.2566409903904
r0470_pos	641.5000011687176
r0472_neg	7037.779923482716
r0472_pos	738.2937974594738
r0474_neg	7506.007009631717
r0474_pos	738.2937974594738
r0475_neg	5493.699479346635
r0475_pos	738.2937974594738
r0480_neg	15749.241589351128
r0480_pos	12478.111655614206
r0483_neg	333.626059357506
r0483_pos	333.626059357506
r0488_neg	20104.377067446367
r0488_pos	409.85777925915966
r0494_neg	3.255722125160351
r0494_pos	7.795812579419982
r0497_neg	7.795812579419982
r0497_pos	3.255722125160351
r0502_pos	9054.25070354815
r0504_pos	8892.09915574153
