	Ob.DHA.d_S147_L007_R1_001
r0145_pos	57574.28102724048
r0149_neg	7.712868332814199
r0149_pos	3.2275803272048176
r0153_pos	469.8333488963548
r0156_pos	5093.263434456546
r0157_pos	6920.771165393792
r0160_pos	3327.42625417235
r0163_pos	10948.006876436162
r0165_pos	469.8333488963548
r0166_pos	11667.837640724438
r0170_neg	389.3280855362489
r0170_pos	74286.86348325347
r0173_neg	2532.9308422295485
r0173_pos	2532.9308422295485
r0178_neg	1269.1804981360297
r0178_pos	12438.666842442188
r0179_pos	1269.1804981360297
r0181_neg	3.2275803272048176
r0181_pos	3.2275803272048176
r0186_pos	11500.29221056567
r0191_pos	578.589122914637
r0193_neg	8582.59792081839
r0193_pos	6741.35909961006
r0196_neg	344.286201187138
r0196_pos	14636.777739260304
r0202_neg	2532.9308422295485
r0202_pos	2532.9308422295485
r0208_neg	3003.4641974230703
r0208_pos	18307.699966362536
r0210_pos	7649.89566859671
r0224_pos	588.2149957705952
r0226_pos	3407.8365358691194
r0233_pos	5713.483858376674
r0236_pos	1269.8487528726057
r0239_neg	0.0
r0239_pos	9.894075436437603
r0242_neg	3.3914916380260762
r0242_pos	3.3914916380260762
r0245_neg	3854.857288460127
r0245_pos	6593.328942996823
r0246_pos	10868.671855169445
r0249_neg	2399.3045927924773
r0249_pos	2399.3045927924773
r0265_pos	5713.483858376674
r0267_neg	2107.79938377597
r0267_pos	2092.647602102228
r0268_neg	2092.647602102228
r0268_pos	2107.79938377597
r0276_neg	3728.4594202243807
r0276_pos	390.55040902390033
r0280_pos	469.8333488963548
r0281_neg	4.581032535248171
r0281_pos	14894.034430420508
r0283_pos	4850.0910545488005
r0287_pos	17667.80968602518
r0295_pos	529.232024627727
r0301_pos	3728.459420224382
r0308_pos	7312.528136227981
r0309_neg	4871.334876257171
r0309_pos	16856.047291817158
r0310_pos	4808.180842849086
r0311_pos	8152.261739448142
r0317_neg	315.16947993196436
r0317_pos	315.16947993196436
r0321_pos	3707.234242550982
r0330_pos	1254.6969711988638
r0331_pos	4073.0106228942864
r0339_pos	5264.400365369218
r0340_pos	10868.671855169445
r0345_neg	1019.5514299346179
r0345_pos	1019.5514299346179
r0354_pos	3086.7534043991436
r0355_pos	3086.7534043991445
r0357_pos	4086.1751722815266
r0358_pos	4086.1751722815275
r0360_pos	5411.075171553084
r0361_pos	5347.916946822301
r0363_pos	6578.835796146397
r0364_pos	6533.146366289946
r0365_pos	12435.524132172468
r0377_pos	3449.3174114699596
r0381_neg	4098.419859906647
r0381_pos	9921.285663893668
r0383_pos	6641.041984249647
r0384_pos	10820.306529624744
r0385_pos	12087.356318283246
r0386_pos	10621.119838866898
r0388_neg	4280.604010861509
r0388_pos	10056.387299273878
r0389_neg	4280.604010861509
r0389_pos	9034.062902379357
r0390_neg	3016.0290035920307
r0390_pos	4.274999999999999
r0391_neg	11.57771398664537
r0391_pos	4169.039146268787
r0392_neg	3327.42625417235
r0392_pos	6033.9354445035115
r0393_pos	10868.671855169445
r0394_neg	499.8979200276733
r0394_pos	5621.337449557043
r0395_pos	499.8979200276733
r0398_pos	5371.583553732033
r0399_neg	278.29181072591643
r0399_pos	5930.474626304608
r0400_neg	4977.330981044523
r0400_pos	18827.277683718105
r0402_pos	0.0
r0403_neg	1995.10275103425
r0403_pos	7.432475722587125
r0407_neg	531.9846152860902
r0407_pos	2637.4266954670184
r0408_neg	434.3076392028946
r0408_pos	434.3076392028946
r0409_neg	434.3076392028946
r0409_pos	434.3076392028946
r0410_neg	4.135659682718622
r0410_pos	4.657817852954562
r0413_pos	469.8333488963548
r0422_neg	0.0
r0422_pos	3572.762482990499
r0423_pos	300.8943773535547
r0424_neg	0.0
r0424_pos	12412.186622321304
r0425_neg	344.380237844852
r0425_pos	453.69621548251155
r0426_neg	315.16947993196436
r0426_pos	315.16947993196436
r0434_neg	2190.10582752784
r0434_pos	5042.530319449166
r0437_neg	3087.3036781387773
r0437_pos	5042.530319449166
r0441_neg	0.0
r0441_pos	305.4608954983392
r0443_pos	293.47537652785434
r0450_neg	0.0
r0450_pos	3823.8323801860033
r0451_pos	69.57776687242591
r0456_pos	3336.315658089399
r0463_neg	9648.509473395652
r0463_pos	0.0
r0464_neg	341.9179444301533
r0464_pos	341.9179444301533
r0470_pos	602.137556287108
r0472_neg	6987.211914360688
r0472_pos	697.5493462709892
r0474_neg	7455.347937348268
r0474_pos	697.5493462709892
r0475_neg	5423.63484908593
r0475_pos	697.5493462709892
r0480_neg	15661.161893375345
r0480_pos	12470.339280453547
r0483_neg	336.19097207673263
r0483_pos	336.19097207673263
r0488_neg	19856.916849412813
r0488_pos	343.08927247538685
r0494_neg	3.2275803272048176
r0494_pos	7.712868332814199
r0497_neg	7.712868332814199
r0497_pos	3.2275803272048176
r0502_pos	8986.403216887424
r0504_pos	8821.44097963264
r0509_pos	400.5906100458038
r0512_neg	7250.265803885883
r0512_pos	603.3667774443371
r0514_pos	3675.6942317876965
r0517_neg	344.286201187138
r0517_pos	14636.777739260311
r0522_pos	1604.6291340139878
r0523_pos	1604.6291340139878
r0525_neg	394.97179260204996
r0525_pos	25.837120543182778
r0527_neg	12.291988836936923
r0527_pos	5323.942474285581
r0531_neg	371.13642611301566
r0531_pos	3379.2171558281093
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14126.633961643283
r0541_neg	284.2693237356049
r0541_pos	79.57132141251991
r0545_pos	922.1053568525863
r0546_pos	0.0
r0547_neg	922.1053568525863
r0547_pos	18703.456441927818
r0548_pos	0.0
r0549_neg	341.9179444301533
r0549_pos	341.9179444301533
r0552_neg	400.446985878198
r0552_pos	443.69105010467445
r0553_neg	443.69105010467445
r0553_pos	400.446985878198
r0555_pos	6641.041984249647
r0556_neg	10820.30652962474
r0556_pos	0.0
r0557_pos	69.57776687242591
r0558_neg	1309.9731592115102
r0558_pos	1309.9731592115102
r0559_neg	1309.9731592115102
r0559_pos	1309.9731592115102
r0560_pos	11924.187286489703
r0561_pos	270.3406133488785
r0568_pos	7262.692322782344
r0570_neg	4281.72174456953
r0570_pos	6057.628991614582
r0571_neg	12873.810077884335
r0571_pos	2102.8809916161667
r0573_pos	7150.238260331704
r0575_neg	389.3280855362489
r0575_pos	74286.86348325352
r0578_neg	3948.5443879018553
r0578_pos	4072.464408869103
r0579_pos	3948.5443879018553
r0580_pos	4482.20836154577
r0584_neg	5323.942474285582
r0584_pos	3331.9256493945695
r0587_neg	3.3914916380260762
r0587_pos	3.3914916380260762
r0590_pos	14000.83870431371
r0591_neg	40888.58244421084
r0591_pos	3230.7644918827154
r0594_pos	26.014579551401482
r0595_pos	8590.875301973429
r0596_pos	12435.524132172468
r0598_pos	0.0
r0603_neg	294.7992173357606
r0603_pos	9315.384357648529
r0604_pos	9555.166349608302
r0610_neg	529.7194291867756
r0610_pos	529.7194291867756
r0611_neg	529.7194291867756
r0611_pos	529.7194291867756
r0614_neg	3948.5443879018553
r0614_pos	31968.352337272834
r0615_neg	769.6673212031214
r0615_pos	784.8191028768633
r0616_neg	732.0869715897842
r0616_pos	12065.215707362295
r0617_neg	784.8191028768633
r0617_pos	769.6673212031214
r0618_pos	732.0869715897842
r0620_neg	0.0
r0620_pos	10948.006876436162
r0625_pos	0.0
r0627_neg	4140.407595859313
r0627_pos	9.27976764022713
r0629_neg	4025.279677664741
r0629_pos	11747.48740111295
r0630_neg	3237.881969870484
r0630_pos	13067.146967471372
r0633_neg	5207.21568256013
r0633_pos	18350.770915336747
r0634_neg	33449.878167777635
r0634_pos	439.709660294029
r0636_pos	13774.757231925145
r0637_pos	13774.757231925145
r0638_neg	5117.77027176835
r0638_pos	19127.627073642052
r0639_pos	13976.95398717409
r0641_neg	3171.9827724451834
r0641_pos	3171.9827724451834
r0642_neg	1309.9731592115102
r0642_pos	437.5067854559557
r0643_neg	2102.8809916161667
r0643_pos	12873.810077884338
r0644_neg	1309.9731592115102
r0644_pos	437.5067854559557
r0645_neg	0.0
r0645_pos	46.912618777421926
r0647_neg	1227.4095540677683
r0647_pos	0.0
r0650_neg	4521.588441583506
r0650_pos	4521.588441583506
r0651_neg	4521.588441583506
r0651_pos	3159.6240394783918
r0652_neg	5118.76406907675
r0652_pos	14755.251673106024
r0653_pos	12218.768358924171
r0655_neg	320.31676646343175
r0655_pos	11044.626312916987
r0656_pos	10621.119838866898
r0660_neg	18567.703138293662
r0660_pos	5313.7039167565335
r0661_pos	24007.2614784774
r0666_neg	0.0
r0666_pos	20306.406872397576
r0668_neg	4977.3309810445235
r0668_pos	18827.277683718094
r0669_pos	11830.359337123104
r0670_pos	9555.166349608302
r0671_pos	14133.876213534455
r0672_neg	53756.02818178962
r0672_pos	12140.840058472344
r0673_pos	0.0
r0679_neg	14875.58796719788
r0679_pos	3948.5443879018553
r0680_neg	3948.5443879018553
r0680_pos	31968.352337272834
r0683_pos	12608.39450366979
r0686_neg	369.2978952770138
r0686_pos	12081.867031972432
r0688_neg	1220.1812283466734
r0688_pos	1235.3330100204153
r0698_pos	15746.873898164613
r0706_pos	64542.976207648106
r0707_neg	4.499961306929736
r0707_pos	6.511366897249488
r0714_pos	12218.768358924171
r0715_pos	23348.205609622364
r0716_pos	12218.768358924171
r0717_pos	23348.205609622364
r0718_pos	13976.95398717409
r0719_pos	24007.2614784774
r0720_pos	13976.95398717409
r0721_pos	24007.2614784774
r0722_neg	5313.703916756532
r0722_pos	18567.70313829367
r0723_pos	24007.2614784774
r0724_neg	18567.70313829366
r0724_pos	5313.703916756532
r0726_neg	439.709660294029
r0726_pos	33449.87816777763
r0727_pos	24007.2614784774
r0728_neg	33449.87816777763
r0728_pos	439.709660294029
r0729_pos	24007.2614784774
r0730_pos	17667.80968602518
r0731_pos	17667.80968602518
r0732_pos	17667.80968602518
r0733_pos	17667.80968602518
r0734_pos	17667.80968602518
r0735_neg	5134.56983012738
r0735_pos	33236.06626138284
r0739_neg	67236.36383345893
r0739_pos	7982.109499838888
r0741_neg	0.0
r0741_pos	68564.25009767525
r0743_pos	64542.976207648084
r0744_pos	64542.976207648084
r0747_neg	11416.146062560705
r0747_pos	2092.647602102228
r0750_neg	64703.17463322204
r0750_pos	2092.647602102228
r0752_neg	869.3732255655071
r0752_pos	0.0
r0753_pos	869.3732255655071
r0754_neg	869.3732255655071
r0754_pos	0.0
r0755_pos	869.3732255655071
r0756_neg	869.3732255655071
r0756_pos	0.0
r0757_pos	869.3732255655071
r0758_neg	437.5067854559557
r0758_pos	0.0
r0774_neg	9.625545672221735
r0774_pos	9.625545672221735
r0779_pos	11830.359337123104
r0780_neg	74261.87150036065
r0780_pos	253.3600850890577
r0781_neg	0.0
r0781_pos	74261.87150036063
r0782_pos	10470.98769113761
r0783_neg	426.80664593669815
r0783_pos	5312.539512037242
r0784_neg	1259.659431194632
r0784_pos	1274.8112128683738
r0787_pos	3279.1476678691033
r0788_neg	15661.16189337535
r0788_pos	12470.339280453543
r0789_neg	15661.161893375345
r0789_pos	12470.339280453543
r0791_neg	18350.770915336747
r0791_pos	5207.215682560133
r0792_neg	6713.901364894283
r0792_pos	760.3992006087228
r0795_pos	8590.875301973429
r0796_neg	0.0
r0796_pos	6402.960606959937
r0797_neg	4025.279677664741
r0797_pos	62791.64027117644
r0801_neg	1747.5070716877703
r0801_pos	1320.3582013587388
r0809_neg	1203.1077485978997
r0809_pos	1203.1077485978997
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	7993.004992407038
r0817_neg	1074.4106164777781
r0817_pos	1015.7998103848712
r0818_pos	6260.628351983627
r0819_neg	342.29835167354304
r0819_pos	449.88254637774133
r0821_neg	342.29835167354304
r0821_pos	342.29835167354304
r0822_neg	342.29835167354304
r0822_pos	342.29835167354304
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	342.29835167354304
r0829_pos	342.29835167354304
r0830_neg	342.29835167354304
r0830_pos	342.29835167354304
r0834_neg	456.3978022313907
r0834_pos	456.3978022313907
r0835_neg	456.3978022313907
r0835_pos	456.3978022313907
r0836_neg	456.3978022313907
r0836_pos	456.3978022313907
r0838_neg	4654.449156551445
r0838_pos	4832.813862493471
r0839_neg	2140.720594239706
r0839_pos	3744.403135491417
r0840_neg	2399.3045927924773
r0840_pos	2399.3045927924773
r0841_neg	2399.3045927924773
r0841_pos	2399.3045927924773
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	18924.87879460101
r0853_pos	5727.20277426014
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	13800.343622055154
r0870_pos	0.0
r0871_neg	9533.72477939023
r0871_pos	9.169143583779496
r0879_pos	604.0728290451502
r0881_pos	1373.179680868674
r0885_neg	362.1863130094132
r0885_pos	469.7705077136115
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.605464408368869
r0892_pos	11283.945768232454
r0899_neg	4905.032504593236
r0899_pos	1450.619511824441
r0907_neg	0.0
r0907_pos	23203.704548240872
r0908_neg	23894.44191941361
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	23894.441919413617
r0911_neg	10197.62109044225
r0911_pos	5374.147180884162
r0913_neg	2007.5841947041984
r0913_pos	2007.5841947041984
r0915_neg	2014.0994505578476
r0915_pos	2014.0994505578476
r0917_neg	1176.3909800751373
r0917_pos	1176.3909800751373
r0921_pos	4073.0106228942864
r0924_pos	8823.959161449055
r0925_pos	0.0
r0926_pos	10868.671855169445
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1275.2045844114864
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.347534164857596
r0940_pos	6748.323148129423
r0941_neg	14277.8562070922
r0941_pos	4194.816286969487
r0942_neg	853.4784837525492
r0942_pos	829.3284030919165
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1208.253602739278
r0946_pos	2024.4106164777781
r0950_pos	5726.666074332279
r0954_neg	0.0
r0954_pos	18066.888180977294
r0960_neg	2968.9266568558132
r0960_pos	2968.9266568558132
r0961_pos	2051.5930255207422
r0962_pos	3675.6942317876965
r0963_pos	1275.5432473250023
r0968_pos	18924.87879460101
r0970_neg	0.0
r0970_pos	7150.2382603317055
r0973_neg	3948.5443879018553
r0973_pos	0.0
r0974_neg	2059.058178153212
r0974_pos	2048.5922611975957
r0975_pos	4073.0106228942864
r0983_pos	2093.7862921944434
r0984_neg	2093.7862921944434
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7150.238260331705
r0990_neg	3237.881969870484
r0990_pos	4905.032504593237
r0993_pos	4069.7588066730755
r0994_neg	4521.588441583506
r0994_pos	4521.588441583506
r0995_neg	1477.8021493890626
r0995_pos	1477.8021493890626
r0997_pos	13774.757231925145
r0998_neg	2190.10582752784
r0998_pos	5042.530319449166
r0999_neg	3087.3036781387773
r0999_pos	5042.530319449166
r1007_neg	0.0
r1007_pos	305.4608954983392
r1008_pos	293.47537652785434
r1010_neg	3948.5443879018553
r1010_pos	31968.35233727281
r1011_pos	74631.64756792135
r1012_pos	74631.64756792135
r1013_pos	70941.78959345444
r1014_pos	70941.78959345444
r1015_pos	1120.2475171707601
r1017_pos	7747.443290823113
r1018_neg	4521.588441583506
r1018_pos	4521.588441583506
r1019_neg	3237.881969870484
r1019_pos	4187.881969870485
r1020_neg	67236.36383345892
r1020_pos	7982.109499838888
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7873.959161449055
r1025_pos	7873.9591614490555
r1026_pos	3233.487199691986
r1028_pos	3233.487199691986
r1029_pos	7783.517746621382
r1030_neg	22.385302449425037
r1030_pos	11.677487691494774
r1043_pos	1526.2036498122488
r1044_pos	1526.2036498122488
r1045_pos	1391.1940929644263
r1050_neg	10901.601376758816
r1050_pos	1900.0
r1051_neg	2121.5299831444217
r1051_pos	2121.5299831444217
r1052_pos	2121.5299831444217
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	45146.67986154245
r1080_pos	0.0
r1088_neg	1729.6368630875686
r1088_pos	1851.9961025776176
r1090_pos	1426.139576059746
r1106_neg	4905.032504593236
r1106_pos	4905.032504593236
r1109_neg	5026.538062702355
r1109_pos	4173.737360807519
r1116_neg	13452.590207630374
r1116_pos	13738.384576768069
r1117_neg	4896.736034207153
r1117_pos	2513.406148993884
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1190.720594239706
r1144_pos	2076.5617357057963
r1147_neg	2007.5841947041984
r1147_pos	2007.5841947041984
r1148_neg	12323.45046838652
r1148_pos	0.0
r1150_pos	7103.52595748751
r1154_neg	4013.615487117111
r1154_pos	18239.663168108447
r1155_pos	856.5275352586318
r1156_neg	371.13642611301566
r1156_pos	3951.905522112774
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4088.933330765659
r1163_pos	1190.9149422188714
r1164_pos	8152.261739448141
r1167_pos	8152.261739448143
r1168_pos	8152.261739448142
r1172_pos	8152.261739448141
r1173_pos	0.0
r1177_pos	8152.261739448143
r1178_pos	0.0
r1179_pos	8152.261739448142
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	10900.513104273625
r1253_pos	0.0
r1254_pos	22.06184486641949
r1255_pos	8152.261739448142
r1257_pos	5127.383894551811
r1259_pos	7.207550366365873
r1260_pos	5113.7640741714295
r1262_pos	305.46089549833926
r1291_neg	1576.4388068201147
r1291_pos	4663.817398402032
r1292_neg	4905.032504593237
r1292_pos	4438.881168895526
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5127.383894551812
r1318_pos	9651.300401817198
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	40.78898929447617
r1377_neg	1153.3625648585225
r1377_pos	1153.3625648585225
r1378_neg	1153.3625648585225
r1378_pos	1153.3625648585225
r1380_neg	426.80664593669815
r1380_pos	74261.87150036065
r1381_neg	74261.87150036059
r1381_pos	234.40600841245555
r1384_neg	1494.2919571761288
r1384_pos	4708.0015553479525
r1396_pos	3115.08173851824
r1397_pos	3115.08173851824
r1400_pos	2627.4095995470666
r1401_pos	3374.8565885773032
r1418_neg	3230.3057878965647
r1418_pos	3251.7689392609523
r1421_neg	20958.17089993059
r1421_pos	4.313330239407953
r1423_pos	1295.6697035246214
r1427_pos	2511.461619174976
r1428_neg	2532.9308422295485
r1428_pos	2532.9308422295485
r1429_neg	2532.9308422295485
r1429_pos	1900.0
r1431_pos	2645.047131734902
r1432_pos	0.0
r1433_pos	271.52058362571796
r1434_pos	4280.8253787340145
r1435_pos	5073.006979455106
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	23305.15306099457
r1444_pos	24007.2614784774
r1445_pos	24007.2614784774
r1446_pos	18006.445668571952
r1447_pos	4756.820550768227
r1448_pos	4755.448489028119
r1449_pos	4756.820550768227
r1450_pos	4755.448489028119
r1451_pos	4756.820550768229
r1453_neg	12990.449888976496
r1453_pos	12371.255623371599
r1454_pos	856.5275352586315
r1455_pos	2511.461619174976
r1456_pos	2511.461619174976
r1459_neg	7819.543696952092
r1459_pos	17149.574699750738
r1464_neg	1242.0572689130884
r1464_pos	1242.0572689130884
r1466_neg	24281.588234365663
r1466_pos	0.0
r1467_neg	1568.8547191031446
r1467_pos	48006.783840164666
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24281.588234365667
r1488_neg	0.0
r1488_pos	17667.402134548178
r1492_pos	1284.2318609373374
r1493_pos	1293.4882539828693
r1495_pos	4069.7588066730755
r1497_pos	1339.5072034164673
r1498_pos	1339.5072034164673
r1499_pos	1481.8716781460625
r1500_pos	1481.8716781460625
r1512_pos	2005.5509107734156
r1514_pos	3196.7968579891594
r1515_pos	3232.193263697334
r1516_pos	3273.5859411331257
r1517_pos	4126.692795035906
r1518_pos	3273.5859411331257
r1519_pos	3265.0395437185266
r1520_pos	3273.5859411331257
r1521_pos	3273.5859411331257
r1522_pos	3185.5388122124914
r1523_pos	3265.413102909574
r1525_pos	3273.5859411331257
r1527_pos	4126.692795035906
r1528_pos	4905.032504593236
r1529_pos	3265.413102909574
r1530_pos	3597.576480157017
r1536_pos	8907.260058677937
r1538_pos	1165.7015543424236
r1540_pos	671.9759634051197
r1544_neg	731.9857285092846
r1544_pos	731.9857285092846
r1546_neg	952.0972099336623
r1546_pos	834.8216169155851
r1547_neg	868.0932611101582
r1547_pos	1022.9749348827578
r1548_neg	756.0308960011744
r1548_pos	785.961965735906
r1549_neg	868.0932611101582
r1549_pos	958.2271449989095
r1551_neg	928.2960752641778
r1551_pos	785.623528883902
r1552_neg	882.9517894254038
r1552_pos	788.444493371752
r1553_neg	793.0950517581505
r1553_pos	788.444493371752
r1554_neg	952.0972099336623
r1554_pos	958.2271449989095
r1556_neg	1032.366662983172
r1556_pos	819.8156995523764
r1557_neg	952.0972099336623
r1557_pos	958.2271449989095
r1559_neg	798.5120448678476
r1559_pos	700.9667187160403
r1560_neg	949.6146822978164
r1560_pos	747.3438422598733
r1561_neg	865.6107334743122
r1561_pos	935.4971602270462
r1562_neg	805.1227915922249
r1562_pos	698.4841910801943
r1563_neg	865.6107334743122
r1563_pos	870.7493703431977
r1564_neg	758.7212660495941
r1564_pos	758.7212660495941
r1565_neg	949.6146822978164
r1565_pos	698.1457542281905
r1566_neg	882.9517894254038
r1566_pos	700.9667187160403
r1567_neg	632.8576123292214
r1567_pos	632.8576123292214
r1568_neg	949.6146822978163
r1568_pos	870.7493703431977
r1569_neg	798.5120448678476
r1569_pos	764.731436903792
r1570_neg	1072.1574418014254
r1570_pos	732.3379248966648
r1571_neg	949.6146822978164
r1571_pos	870.7493703431977
r1573_neg	952.0972099336623
r1573_pos	834.8216169155851
r1574_neg	868.0932611101582
r1574_pos	1022.9749348827578
r1575_neg	769.0861372791184
r1575_pos	785.9619657359059
r1576_neg	868.0932611101582
r1576_pos	958.2271449989094
r1578_neg	941.3513165421218
r1578_pos	785.623528883902
r1579_neg	918.1421403062418
r1579_pos	788.4444933717518
r1580_neg	632.8576123292214
r1580_pos	632.8576123292214
r1581_neg	952.0972099336623
r1581_pos	958.2271449989094
r1583_neg	1045.421904261116
r1583_pos	819.8156995523764
r1584_neg	952.0972099336623
r1584_pos	958.2271449989094
r1585_neg	952.0972099336624
r1585_pos	922.2993915712966
r1586_neg	868.0932611101582
r1586_pos	1013.5125163366624
r1587_neg	858.6821033361798
r1587_pos	873.4397403916175
r1588_neg	868.0932611101582
r1588_pos	1013.5125163366624
r1589_neg	758.7212660495941
r1589_pos	758.7212660495941
r1590_neg	952.0972099336624
r1590_pos	873.1013035396137
r1591_neg	882.951789425404
r1591_pos	875.9222680274636
r1592_neg	793.0950517581505
r1592_pos	807.8131616406446
r1593_neg	952.0972099336623
r1593_pos	1045.7049196546209
r1594_neg	798.5120448678475
r1594_pos	798.5120448678475
r1595_neg	1072.1574418014254
r1595_pos	907.2934742080879
r1596_neg	952.0972099336624
r1596_pos	1045.7049196546209
r1597_neg	878.9772120938607
r1597_pos	878.9772120938607
r1598_neg	794.992093085607
r1598_pos	869.5660543198823
r1599_neg	878.9772120938607
r1599_pos	878.9772120938607
r1600_neg	889.0362333920152
r1600_pos	984.711232982412
r1602_neg	934.7404163132095
r1602_pos	952.0972099336624
r1603_neg	839.4721753019835
r1603_pos	952.0972099336623
r1604_neg	962.9811609173648
r1604_pos	962.9811609173648
r1605_neg	922.2993915712966
r1605_pos	1015.861928121414
r1606_neg	1071.3278600676047
r1606_pos	983.4684161142868
r1607_neg	962.9811609173648
r1607_pos	962.9811609173648
r1608_neg	785.5621054963781
r1608_pos	785.5621054963781
r1609_neg	794.9732632703565
r1609_pos	794.9732632703565
r1610_neg	900.7072841589079
r1610_pos	900.7072841589079
r1611_neg	878.9772120938607
r1611_pos	865.2722966223083
r1612_neg	1116.4027938334445
r1612_pos	868.0932611101582
r1613_neg	1027.140940010187
r1613_pos	868.0932611101582
r1614_neg	878.9772120938607
r1614_pos	878.9772120938607
r1615_neg	1013.5125163366624
r1615_pos	931.8579792979099
r1616_neg	1070.38805100268
r1616_pos	899.4644672907825
r1617_neg	878.9772120938607
r1617_pos	878.9772120938607
r1618_neg	785.5621054963781
r1618_pos	620.8661255080046
r1619_neg	840.1765822123361
r1619_pos	620.8661255080046
r1620_neg	620.8661255080046
r1620_pos	620.8661255080046
r1621_neg	915.6596126703957
r1621_pos	858.6821033361798
r1622_neg	790.6125241223044
r1622_pos	620.8661255080046
r1623_neg	869.5660543198823
r1623_pos	620.8661255080046
r1624_neg	873.4397403916175
r1624_pos	620.8661255080046
r1625_neg	1060.9768932287016
r1625_pos	890.0533095168041
r1626_neg	869.5660543198823
r1626_pos	620.8661255080046
r1627_neg	900.7072841589079
r1627_pos	900.7072841589079
r1628_neg	793.1313047710081
r1628_pos	865.2722966223083
r1629_neg	1069.4670717530057
r1629_pos	868.0932611101582
r1630_neg	962.8777033853079
r1630_pos	868.0932611101582
r1631_neg	878.9772120938607
r1631_pos	878.9772120938607
r1632_neg	1013.5125163366624
r1632_pos	931.8579792979099
r1633_neg	1069.4670717530057
r1633_pos	899.4644672907825
r1634_neg	878.9772120938607
r1634_pos	878.9772120938607
r1635_neg	793.1313047710081
r1635_pos	839.8381453603322
r1636_neg	982.3943713022618
r1636_pos	842.6591098481821
r1637_neg	781.0776241003351
r1637_pos	781.0776241003351
r1638_neg	984.711232982412
r1638_pos	984.711232982412
r1639_neg	758.7212660495941
r1639_pos	758.7212660495941
r1640_neg	1032.366662983172
r1640_pos	874.0303160288065
r1641_neg	984.711232982412
r1641_pos	984.711232982412
r1642_neg	915.3211758183919
r1642_pos	952.0972099336624
r1643_neg	790.2740872703007
r1643_pos	793.1313047710081
r1644_neg	949.2762454458125
r1644_pos	622.7269138226036
r1645_neg	873.1013035396137
r1645_pos	793.1313047710081
r1646_neg	1069.4670717530057
r1646_pos	983.4684161142868
r1647_neg	949.2762454458125
r1647_pos	622.7269138226036
r1648_neg	793.0950517581505
r1648_pos	918.1421403062418
r1649_neg	952.0972099336623
r1649_pos	1069.4670717530057
r1650_neg	875.9222680274636
r1650_pos	981.9068584939932
r1651_neg	1143.5080488424817
r1651_pos	949.5133464868661
r1652_neg	952.0972099336624
r1652_pos	1069.4670717530057
r1653_neg	952.0972099336623
r1653_pos	962.8777033853079
r1654_neg	807.8131616406446
r1654_pos	807.8131616406446
r1655_neg	1069.4670717530057
r1655_pos	824.4662579387749
r1656_neg	952.0972099336623
r1656_pos	962.8777033853079
r1657_neg	1045.7049196546209
r1657_pos	1015.8619281214139
r1658_neg	1069.4670717530057
r1658_pos	983.4684161142868
r1659_neg	962.9811609173648
r1659_pos	962.9811609173648
r1660_neg	1069.4670717530057
r1660_pos	907.2934742080879
r1661_neg	1015.861928121414
r1661_pos	1045.7049196546209
r1662_neg	983.4684161142868
r1662_pos	1069.4670717530057
r1664_neg	1831.873424055109
r1664_pos	1452.9928479162481
r1665_neg	1216.4632980531126
r1665_pos	1287.3209193471257
r1666_neg	1015.7998103848712
r1666_pos	1453.0762479845105
r1667_neg	1756.395918652624
r1667_pos	1309.7737379383198
r1668_neg	1291.9851442336092
r1668_pos	1112.1054762102065
r1669_neg	1015.7998103848712
r1669_pos	1309.857138006582
r1670_neg	1221.4721080989211
r1670_pos	1834.570282510099
r1671_neg	1018.4966688398613
r1671_pos	1325.1125744141307
