	Ob-DHA-c_S138_L007_R1_001	WT-1012-a_S120_L007_R1_001	Ob-1012-a_S125_L007_R1_001	Ob-DHA-a_S123_L007_R1_001
ADPRDP_pos	3.5921580021253603	3.1602748314085933	3.8609627978581167	3.8728287595348854
ADPRDPm_pos	5.783718557790366	4.8604662585171665	5.433960931121179	5.896271848807375
ADPRIBt_pos	3.439623137557117	2.356143810225275	3.211012193485512	3.0214797274104517
ADPT_pos	5.189033824390017	5.2539892662307865	5.8052924556007115	5.173527238122508
ADPtx_pos	0.0	0.0	0.0	0.0
ADPtx_neg	0.0	0.0	0.0	0.0
ADRNCOAtx_pos	0.0	0.0	0.0	0.0
ADRNCOAtx_neg	0.0	0.0	0.0	0.0
ADRNCPT1_pos	7.4059072926018485	5.927422428739871	7.805356952327856	7.012345190419828
ADRNCPT2_pos	6.66803400407589	5.542258049766918	6.989593184938768	6.639232163249277
ADRNCRNt_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
ADRNLPVESSEC_pos	2.475084882948783	1.3785116232537298	2.372952097911829	2.6780719051126374
ADRNt_pos	0.0	0.0	0.0	0.0
ADRNt_neg	0.0	0.0	0.0	0.0
ADSELK_pos	6.3045110418099535	5.913368159679723	6.294253136444514	6.092968509324141
ADSK_pos	6.3045110418099535	5.913368159679723	6.294253136444514	6.092968509324141
ADSL1_pos	3.382667252745041	2.990954860396993	3.6701605141266334	2.9945797242157473
ADSL2_pos	3.382667252745041	2.990954860396993	3.6701605141266334	2.9945797242157473
ADSS_pos	5.855740591715029	4.724650271732967	5.949534933017012	5.75968848842729
AFLATOXINte_pos	0.0	0.0	0.0	0.0
AFLATOXINte_neg	0.0	0.0	0.0	0.0
AG13T10g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T11g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T12g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T13g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T14g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T15g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T16g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T17g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T18g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T1g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.657640005207824
AG13T2g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T3g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T4g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T5g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T6g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T7g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T8g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AG13T9g_pos	3.674686619927999	3.502075956045791	3.71918344048179	3.6576400052078246
AGDC_pos	4.409390936137702	3.4276061727818994	4.203984165855989	4.207892851641333
AGLPC_pos	0.0	0.0	0.0	0.0
AGLPED_pos	0.0	0.0	0.0	0.0
AGLPET_pos	0.0	0.0	0.0	0.0
AGLPH_pos	0.0	0.0	0.0	0.0
AGLPR_pos	0.0	0.0	0.0	0.0
AGLPT_pos	0.0	0.0	0.0	0.0
AGMTm_pos	6.685519721504086	6.573041204058648	7.180804278114118	6.76460624310965
AGPAT1_pos	9.25502856981873	8.075158217770642	9.164730977527242	9.163196797430707
AGPex_pos	0.0	0.0	0.0	0.0
AGPex_neg	0.0	0.0	0.0	0.0
AGPRim_pos	1.6825732973475784	0.879705766282288	1.713695814843359	1.0565835283663676
AGPSx_pos	2.1858665453113337	1.2387868595871168	1.9486008474933556	1.9781956296816516
AGTim_pos	7.825467650112137	6.6356093020192395	8.503587256295747	7.803679099613103
AGTix_pos	6.844862655830818	7.863814587359642	8.335926240928362	6.771753554260788
AHANDROSTANGLCte_pos	1.232660756790275	0.46466826700344427	0.6040713236688608	0.6507645591169021
AHANDROSTANGLCtr_pos	0.0	0.0	0.0	0.0
AHANDROSTANGLCtr_neg	0.0	0.0	0.0	0.0
AHC_pos	9.692737537201142	9.164353871363899	10.312497277704157	9.805663272411891
AHC_neg	9.692737537201142	9.164353871363899	10.312497277704157	9.805663272411891
AHCYStn_pos	0.0	0.0	0.0	0.0
AHCYStn_neg	0.0	0.0	0.0	0.0
AHCYStr_pos	0.0	0.0	0.0	0.0
AHCYStr_neg	0.0	0.0	0.0	0.0
AHEXASE2ly_pos	6.852435875535619	5.110196177754199	6.745371805265969	6.741332148787993
AHEXASEly_pos	6.852435875535619	5.110196177754199	6.745371805265969	6.741332148787993
AICART_pos	3.929790997718597	2.957914598632985	4.249445341085838	3.8619553641448694
AICART_neg	3.929790997718597	2.957914598632985	4.249445341085838	3.8619553641448694
AIRCr_pos	6.505255800932163	6.385948657855972	6.788424707439437	6.254178286216762
AIRCr_neg	6.505255800932163	6.385948657855972	6.788424707439437	6.254178286216762
AK2LGCHOLt_pos	0.0	0.0	0.0	0.0
AK2LGCHOLt_neg	0.0	0.0	0.0	0.0
AKGDm_pos	7.627849990345837	6.195544459213688	7.795715006501729	7.480184323698704
AKGMALtm_pos	7.720004786954807	6.068240861312821	7.634012356402116	7.675251386050259
AKGMALtm_neg	7.720004786954807	6.068240861312821	7.634012356402116	7.675251386050259
AKGt4_3_pos	3.6622054996536164	2.292781749227846	3.097610796626422	3.7687136570304847
AKGt4_3_neg	3.6622054996536164	2.292781749227846	3.097610796626422	3.7687136570304847
AKGtp_pos	0.0	0.0	0.0	0.0
AKGtp_neg	0.0	0.0	0.0	0.0
AKR1C1_pos	0.0	0.0	0.0	0.0
AKR1C41_pos	0.0	0.0	0.0	0.0
AKR1C42_pos	0.0	0.0	0.0	0.0
AKR1D_pos	7.38646609286931	5.471512648045499	7.463360885816658	7.483735177524529
AKR1D2_pos	7.38646609286931	5.471512648045499	7.463360885816658	7.483735177524529
ALAASNNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
ALACYSNaEx_pos	3.0617761975866897	1.8032270364349277	3.263034405833794	2.8933622107638715
ALADGLNexR_pos	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALADGLNexR_neg	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALADGLYexR_pos	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALADGLYexR_neg	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALAGLNexR_pos	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALAGLNexR_neg	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALAGLNNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
ALAGLYexR_pos	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALAGLYexR_neg	4.413120146403495	3.3785116232537296	4.427270935173585	3.8449881566826116
ALAR_pos	5.597233189086131	4.596935142387232	5.855491443101874	5.38543103719352
ALAR_neg	5.597233189086131	4.596935142387232	5.855491443101874	5.38543103719352
ALASERNaEx_pos	3.0617761975866897	1.8032270364349277	3.263034405833794	2.8933622107638715
ALASm_pos	7.574782720838753	6.8321305010959295	7.763477970909759	7.276682759809062
ALAt2r_pos	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ALAt2r_neg	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ALAt2rL_pos	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ALAt2rL_neg	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
ALAt4_pos	9.054821350254414	8.003714661775977	9.616034160121098	8.791195454666935
ALATA_L_pos	9.035871301920793	7.871597265613853	9.43183186127038	8.923119460838558
ALATA_L_neg	9.035871301920793	7.871597265613853	9.43183186127038	8.923119460838558
ALATHRNaEx_pos	3.0617761975866897	1.8032270364349277	3.263034405833794	2.8933622107638715
ALAtN1_pos	9.330222245910724	8.863009218126422	9.696741544252928	9.159064008810546
ALAtN1_neg	9.330222245910724	8.863009218126422	9.696741544252928	9.159064008810546
ALCD1_pos	8.83232041685226	8.478688737318379	9.043601512350124	8.878725341480106
ALCD1_neg	8.83232041685226	8.478688737318379	9.043601512350124	8.878725341480106
ALCD21_D_pos	8.83232041685226	8.478688737318379	9.043601512350124	8.878725341480106
ALCD21_L_pos	8.83232041685226	8.478688737318379	9.043601512350126	8.878725341480106
ALCD22_D_pos	8.83232041685226	8.478688737318379	9.043601512350126	8.878725341480106
ALCD22_L_pos	8.83232041685226	8.478688737318379	9.043601512350126	8.878725341480106
ALCD2if_pos	8.83232041685226	8.478688737318379	9.043601512350126	8.878725341480106
ALCD2yf_pos	8.688425170661892	7.665406984155998	8.699121269441703	8.738024684499708
ALDD20x_pos	10.991011568993171	9.203715054257888	10.895598001808734	10.962361039265147
ALDD20xm_pos	10.794805731246653	9.66906220864346	10.822483199103509	10.69169118345632
ALDD21_pos	8.871936031248175	5.604367899893749	8.870518845435898	8.651231119702372
ALDD2x_pos	11.05587213859433	9.235152624217932	11.043095656146912	11.030439542118112
ALDD2xm_pos	10.576389864656546	9.503706502073463	10.553850048722252	10.478840387643945
ALDD2y_pos	9.583308464847677	7.194067347340115	9.774161097207346	9.46423941313332
ALDSTRNte_pos	0.0	0.0	0.0	0.0
ALDSTRNte_neg	0.0	0.0	0.0	0.0
ALDSTRNtm_pos	0.0	0.0	0.0	0.0
ALDSTRNtm_neg	0.0	0.0	0.0	0.0
ALKP_pos	4.589164236699772	2.773996325111173	4.36737106564853	4.37364821133469
ALOX12_pos	1.1505596765753812	0.23878685958711648	0.41142624572646497	0.4222330006830478
ALOX12R_pos	0.0	0.0	0.0	0.0
ALOX15_pos	0.2630344058337938	0.0	0.0	0.0
ALOX5_pos	0.11103131238874395	0.09761079662642233	0.0	0.27500704749986976
ALOX52_pos	0.11103131238874395	0.09761079662642233	0.0	0.27500704749986976
ALR2_pos	8.688425170661892	7.665406984155998	8.699121269441703	8.738024684499708
ALR3_pos	8.688425170661892	7.665406984155998	8.699121269441703	8.738024684499708
AMACR2p_pos	5.7532836164608785	5.72137265947682	6.103287808412022	5.680324356844016
AMACR2r_pos	5.7532836164608785	5.72137265947682	6.103287808412022	5.680324356844016
AMACRp_pos	5.7532836164608785	5.72137265947682	6.103287808412022	5.680324356844016
AMACRr_pos	5.7532836164608785	5.72137265947682	6.103287808412022	5.680324356844016
AMANK_pos	6.134426320220926	5.632849830117706	6.363171077119244	5.768713657030485
AMCOXO_pos	0.0	0.0	0.0	0.0
AMETr_pos	0.0	0.0	0.0	0.0
AMETr_neg	0.0	0.0	0.0	0.0
AMETt2m_pos	3.4208865749755315	2.2357270598380583	3.454175893185802	2.9164766444377164
AMETt2m_neg	3.4208865749755315	2.2357270598380583	3.454175893185802	2.9164766444377164
AMETtn_pos	0.0	0.0	0.0	0.0
AMETtn_neg	0.0	0.0	0.0	0.0
AMPDA_pos	4.06522762277562	3.221877081077034	4.078951341394822	3.788685710613534
AMPTASECG_pos	6.183486514459391	4.702103406629387	6.100977647724821	5.813524689297811
AMPTASECGe_pos	6.183486514459391	4.702103406629387	6.100977647724821	5.813524689297811
AMPtp_pos	0.0	0.0	0.0	0.0
AMPtp_neg	0.0	0.0	0.0	0.0
AMPtr_pos	0.0	0.0	0.0	0.0
AMPtr_neg	0.0	0.0	0.0	0.0
AMY1e_pos	5.60229058486114	4.568032104771279	6.134220939760634	5.16430358309365
AMY2e_pos	5.60229058486114	4.568032104771279	6.134220939760634	5.16430358309365
ANDRSTRNGLCte_pos	1.232660756790275	0.46466826700344427	0.6040713236688608	0.6507645591169021
ANDRSTRNGLCtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNGLCtr_neg	0.0	0.0	0.0	0.0
ANDRSTRNte_pos	0.0	0.0	0.0	0.0
ANDRSTRNte_neg	0.0	0.0	0.0	0.0
ANDRSTRNtr_pos	0.0	0.0	0.0	0.0
ANDRSTRNtr_neg	0.0	0.0	0.0	0.0
ANTIPYRENEte_pos	0.0	0.0	0.0	0.0
ANTIPYRENEte_neg	0.0	0.0	0.0	0.0
AOBUTDsm_pos	0.0	0.0	0.0	0.0
AP4AH1_pos	4.314696525656286	4.168321115739722	4.567423757707283	4.032100843167024
APAT2rm_pos	7.148629105749778	5.581049900945041	7.553821256532693	6.994805976084931
APAT2rm_neg	7.148629105749778	5.581049900945041	7.553821256532693	6.994805976084931
APNNOXte_pos	0.0	0.0	0.0	0.0
APNNOXte_neg	0.0	0.0	0.0	0.0
APOCF_pos	0.0	0.0	0.0	0.0
APOCFm_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNP_pos	0.0	0.0	0.0	0.0
APOC_LYS_BTNPm_pos	0.0	0.0	0.0	0.0
APPNNte_pos	0.0	0.0	0.0	0.0
APPNNte_neg	0.0	0.0	0.0	0.0
APRGSTRNte_pos	0.0	0.0	0.0	0.0
APRGSTRNte_neg	0.0	0.0	0.0	0.0
APRTO2_pos	7.277054876148728	5.651625783920642	7.392317422778761	7.220523436411514
AQCOBALt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_pos	0.0	0.0	0.0	0.0
ARAB_Lt_neg	0.0	0.0	0.0	0.0
ARABR_pos	8.688425170661892	7.665406984155998	8.699121269441703	8.738024684499708
ARACHCOAtx_pos	0.0	0.0	0.0	0.0
ARACHCOAtx_neg	0.0	0.0	0.0	0.0
ARACHCPT1_pos	7.4059072926018485	5.927422428739871	7.805356952327856	7.012345190419828
ARACHCPT2_pos	6.66803400407589	5.542258049766918	6.989593184938768	6.639232163249277
ARACHCRNt_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
ARACHDCOAtx_pos	0.0	0.0	0.0	0.0
ARACHDCOAtx_neg	0.0	0.0	0.0	0.0
ARACHDt2_pos	8.759355602332251	8.23524837937284	8.842193178530938	8.630885940323706
ARACHDt2_neg	8.759355602332251	8.23524837937284	8.842193178530938	8.630885940323706
ARACHDtr_pos	0.0	0.0	0.0	0.0
ARACHDtr_neg	0.0	0.0	0.0	0.0
ARACHt_pos	0.0	0.0	0.0	0.0
ARACHt_neg	0.0	0.0	0.0	0.0
ARGDCm_pos	0.0	0.0	0.0	0.0
ARGLYSex_pos	4.414812060565847	3.333423733725192	4.431288654291593	3.8489984304000227
ARGN_pos	10.410695136827199	9.762132847062672	10.936107872030512	10.57501917783056
ARGNm_pos	0.22650852980867975	0.0	0.25096157353321874	0.5058909297299573
ARGSL_pos	8.77899700616954	7.946964741155799	9.864836139749187	9.128664586540031
ARGSL_neg	8.77899700616954	7.946964741155799	9.864836139749187	9.128664586540031
ARGSS_pos	11.429087618486042	10.460384220538497	12.487852592046952	11.485879610999321
ARGt4_pos	0.0	0.0	0.0	0.0
ARGtiDF_pos	8.97656412341533	7.905326828787507	9.55078525673805	8.711563735878453
ARGtm_pos	7.471350063378523	6.394033895367782	8.060966074004773	7.559568289922748
ARGtm_neg	7.471350063378523	6.394033895367782	8.060966074004773	7.559568289922748
ARSA_pos	5.39780296186249	3.176322772640463	5.328405658958567	4.964398632203184
ARTCOAL1_pos	0.0	0.0	0.0	0.0
ARTCOAL2_pos	0.0	0.0	0.0	0.0
ARTCOAL3_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_1_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_2_pos	0.0	0.0	0.0	0.0
R_group_phosphotase_3_pos	0.0	0.0	0.0	0.0
ASAH1_pos	4.926473911256073	3.7322691995014496	4.752213367865143	4.547819956577703
ASCBOX_pos	0.0	0.0	0.0	0.0
ASCBt_pos	0.0	0.0	0.0	0.0
ASCBt_neg	0.0	0.0	0.0	0.0
ASCBt4_pos	6.30213623462205	5.332707933640605	5.92789645372882	6.075746538060906
ASCBt4_neg	6.30213623462205	5.332707933640605	5.92789645372882	6.075746538060906
ASNALANaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
ASNCYSNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
ASNGLNNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
ASNNm_pos	3.588564737401352	2.372952097911829	3.7602209464665095	3.431622959713292
ASNS1_pos	0.3103401206121505	1.1375035237499351	2.2448870591235344	0.8073549220576041
ASNSERNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
ASNt4_pos	8.761085771869094	7.811663685272846	9.303803575449686	8.52646011467275
ASNTHRNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
ASNtm_pos	0.0	0.0	0.0	0.0
ASNtN1_pos	9.330222245910724	8.863009218126422	9.696741544252928	9.159064008810546
ASNtN1_neg	9.330222245910724	8.863009218126422	9.696741544252928	9.159064008810546
Asn_X_Ser_Thrtr_pos	0.0	0.0	0.0	0.0
Asn_X_Ser_Thrtr_neg	0.0	0.0	0.0	0.0
ASP1DC_pos	0.25096157353321874	0.0	0.0	0.0
ASPCTr_pos	1.722466024471091	1.269033146455237	1.7570232465074596	1.5459683691052926
ASPCTr_neg	1.722466024471091	1.269033146455237	1.7570232465074596	1.5459683691052926
ASPDt6_pos	4.990047219573794	4.068670810665099	3.7570232465074596	5.032982416699428
ASPDxt_pos	0.0	0.0	0.0	0.0
ASPDxt_neg	0.0	0.0	0.0	0.0
ASPGLUm_pos	7.067057839482785	5.737686761409861	7.195741293246449	6.913727173005177
ASPNATm_pos	0.0	0.0	0.0	0.0
ASPt6_pos	4.990047219573794	4.068670810665099	3.7570232465074596	5.032982416699428
ASPTA_pos	7.318859105968651	6.4015622072560685	8.685729950290016	7.612721087968251
ASPTA_neg	7.318859105968651	6.4015622072560685	8.685729950290016	7.612721087968251
ASPTAm_pos	8.912739671305205	7.530367318449972	9.0649852141317	8.804098745765451
ASPTAm_neg	8.912739671305205	7.530367318449972	9.0649852141317	8.804098745765451
ATP1ter_pos	0.0	0.0	0.0	0.0
ATP1ter_neg	0.0	0.0	0.0	0.0
ATP2ter_pos	0.0	0.0	0.0	0.0
ATP2ter_neg	0.0	0.0	0.0	0.0
ATPasel_pos	11.723570399870786	11.292410648021376	12.006367984104307	11.8384718205828
ATPH1e_pos	7.196725060786028	4.96116025813664	7.277891787150186	7.285956994889423
ATPH2e_pos	7.196725060786028	4.96116025813664	7.277891787150186	7.285956994889423
ATPS4m_pos	16.46827661767097	16.45892197506459	16.549289187124415	16.542695222675764
ATPtm_pos	9.458078457643094	8.362250697476616	9.461458983381576	9.438999718732484
ATPtn_pos	0.0	0.0	0.0	0.0
ATPtn_neg	0.0	0.0	0.0	0.0
ATPtx_pos	0.0	0.0	0.0	0.0
ATPtx_neg	0.0	0.0	0.0	0.0
AVITE1t_pos	0.0	0.0	0.0	0.0
AVITE2t_pos	0.0	0.0	0.0	0.0
B_MANNASEly_pos	3.0018022426339854	2.5533605033353277	2.9653225483672547	2.6392321632492775
B3GALT3g_pos	0.6690267655096306	0.722466024471091	0.16349873228287956	0.16349873228287956
B3GALT41g_pos	0.3785116232537299	0.18903382439001715	0.6040713236688608	0.23878685958711648
B3GALT42g_pos	0.3785116232537299	0.18903382439001715	0.6040713236688608	0.23878685958711648
B3GALT43g_pos	0.3785116232537299	0.18903382439001715	0.6040713236688608	0.23878685958711648
B3GALT44g_pos	0.3785116232537299	0.18903382439001715	0.6040713236688608	0.23878685958711648
B3GALT5g_pos	0.0	0.0	0.0	0.0
B3GALTg_pos	0.0	0.0	0.0	0.0
B3GNT11g_pos	3.060047383669939	2.920293300211007	3.2942531364445142	2.9088129077395473
B3GNT12g_pos	3.060047383669939	2.920293300211007	3.2942531364445142	2.9088129077395473
B3GNT310g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT311g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT312g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT313g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT314g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT315g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT31g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT32g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT33g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT34g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT35g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT36g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT37g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT39g_pos	1.5008020530571577	0.25096157353321874	1.2630344058337937	1.0840642647884746
B3GNT51g_pos	0.070389327891398	0.23878685958711648	0.08406426478847456	0.0
BAAT1x_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
BAAT2x_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
BAAT3x_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
BAAT4x_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
BACCL_pos	3.5777309314900805	1.6229303509201767	3.1618876823768938	3.3074285251922473
BACCLm_pos	3.5777309314900805	1.6229303509201767	3.1618876823768938	3.3074285251922473
BALAtmr_pos	0.0	0.0	0.0	0.0
BALAtmr_neg	0.0	0.0	0.0	0.0
BALAVECSEC_pos	0.0	0.0	0.0	0.0
BAMPPALDOX_pos	10.991011568993171	9.203715054257888	10.895598001808734	10.962361039265147
BAMPPALDOXm_pos	10.794805731246653	9.66906220864346	10.822483199103509	10.69169118345632
BBHOX_pos	6.845866357091157	5.4202128906107845	6.849123572009234	6.7554217347342425
BCDO_pos	0.0	0.0	0.0	0.0
BDG2HCGHD_pos	0.0	0.0	0.0	0.0
BDHm_pos	7.324810603420484	6.075746538060906	7.4121040446775694	7.070174625154059
BDHm_neg	7.324810603420484	6.075746538060906	7.4121040446775694	7.070174625154059
BDMT_L_pos	3.996388746447621	3.5716768099709313	3.877744249949002	3.7147950111181625
BDMT_U_pos	3.996388746447621	3.5716768099709313	3.877744249949002	3.7147950111181625
BETALDHxm_pos	0.0	0.0	0.0	0.0
BHBt_pos	0.0	0.0	0.0	0.0
BHBt_neg	0.0	0.0	0.0	0.0
BHBtm_pos	0.0	0.0	0.0	0.0
BHBtm_neg	0.0	0.0	0.0	0.0
BHMT_pos	10.997080662824573	10.968846758896294	11.586342544692187	11.549433335185514
BILDGLCURt_pos	0.0	0.0	0.0	0.0
BILDGLCURt_neg	0.0	0.0	0.0	0.0
BILDGLCURte_pos	6.777682717073553	4.443606651475615	6.32930302481501	6.300855871268761
BILDGLCURtr_pos	0.0	0.0	0.0	0.0
BILDGLCURtr_neg	0.0	0.0	0.0	0.0
BILGLCURt_pos	0.0	0.0	0.0	0.0
BILGLCURt_neg	0.0	0.0	0.0	0.0
BILGLCURte_pos	1.232660756790275	0.46466826700344427	0.6040713236688608	0.6507645591169021
BILGLCURtr_pos	0.0	0.0	0.0	0.0
BILGLCURtr_neg	0.0	0.0	0.0	0.0
BILIRED_pos	7.41193462479118	7.136786096442413	7.061452202741396	7.535819687150139
BILIRUBt2_pos	0.0	0.0	0.0	0.0
BILIRUBt2_neg	0.0	0.0	0.0	0.0
BILIRUBtr_pos	0.0	0.0	0.0	0.0
BILIRUBtr_neg	0.0	0.0	0.0	0.0
BIOCYTtn_pos	0.0	0.0	0.0	0.0
BIOCYTtn_neg	0.0	0.0	0.0	0.0
BMTer_L_pos	2.350497247084133	1.7865963618908067	2.6803243568440163	2.0
BMTer_U_pos	2.350497247084133	1.7865963618908067	2.6803243568440163	2.0
BPNT_pos	6.088311235888661	4.532940288372874	5.931446685298666	5.991408466764788
BPNT2_pos	6.088311235888661	4.532940288372874	5.931446685298666	5.991408466764788
BTND1_pos	5.813011548605618	5.253232938538032	5.883620816285672	5.689299160535892
BTND1n_pos	5.813011548605618	5.253232938538032	5.883620816285672	5.689299160535892
BTNDe_pos	5.813011548605618	5.253232938538032	5.883620816285672	5.689299160535892
BTNDm_pos	5.813011548605618	5.253232938538032	5.883620816285672	5.689299160535892
BTNPL_pos	3.5777309314900805	1.6229303509201767	3.1618876823768938	3.3074285251922473
BTNPLm_pos	3.5777309314900805	1.6229303509201767	3.1618876823768938	3.3074285251922473
BTNt2_pos	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BTNt2_neg	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BTNt2m_pos	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BTNt2m_neg	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BTNt3i_pos	3.4154882710497003	1.3617683594191536	3.1292830169449664	3.37016428054021
BTNt4i_pos	0.0	0.0	0.0	0.0
BTNtn_pos	0.0	0.0	0.0	0.0
BTNtn_neg	0.0	0.0	0.0	0.0
BUP2_pos	7.689997971419445	7.8304835164576465	7.847433243707034	7.794480851149598
BUTt2m_pos	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BUTt2m_neg	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BUTt2r_pos	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BUTt2r_neg	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
BVITEt_pos	0.0	0.0	0.0	0.0
BZt_pos	0.0	0.0	0.0	0.0
BZt_neg	0.0	0.0	0.0	0.0
BZtr_pos	0.0	0.0	0.0	0.0
BZtr_neg	0.0	0.0	0.0	0.0
C14STRr_pos	6.434795003550544	6.444269502413482	5.969472864596329	6.423073879089372
C160CPT1_pos	7.4059072926018485	5.927422428739871	7.805356952327856	7.012345190419828
C160CPT2_pos	8.056908618323252	6.720004786954807	8.443440891144428	7.829088444004886
C160CRNt_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
C161CPT1_pos	7.4059072926018485	5.927422428739871	7.805356952327856	7.012345190419828
C161CPT12_pos	7.4059072926018485	5.927422428739871	7.805356952327856	7.012345190419828
C161CPT2_pos	6.66803400407589	5.542258049766918	6.989593184938768	6.639232163249277
C161CPT22_pos	6.66803400407589	5.542258049766918	6.989593184938768	6.639232163249277
C161CRN2t_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
C161CRNt_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
C180CPT1_pos	7.4059072926018485	5.927422428739871	7.805356952327856	7.012345190419828
