	Ob-d_S146_L007_R1_001
S6TASE20ly_pos	12002.84247849986
S6TASE21ly_neg	0.0
S6TASE21ly_pos	12002.842478499859
S6TASE22ly_neg	0.0
S6TASE22ly_pos	7693.445699350956
S6TASE23ly_neg	0.0
S6TASE23ly_pos	7698.857051561883
S6TASE24ly_neg	0.0
S6TASE24ly_pos	7763.624241753332
S6TASE25ly_neg	0.0
S6TASE25ly_pos	7614.991933680349
S6TASE26ly_neg	0.0
S6TASE26ly_pos	7619.977309946505
S6TASE2ly_neg	0.0
S6TASE2ly_pos	347.5468253759257
S6TASE3ly_neg	0.0
S6TASE3ly_pos	347.54682537592583
S6TASE4ly_neg	0.0
S6TASE4ly_pos	84.8751400999399
S6TASE5ly_neg	0.0
S6TASE5ly_pos	84.8751400999399
S6TASE6ly_neg	0.0
S6TASE6ly_pos	130.07777792519374
S6TASE7ly_neg	0.0
S6TASE7ly_pos	130.07777792519371
S6TASE8ly_neg	0.0
S6TASE8ly_pos	150.74255825253812
S6TASE9ly_neg	0.0
S6TASE9ly_pos	150.74255825253815
SACCD3m_pos	25.83388732762271
SACCD4m_pos	383.9746430727355
SADT_pos	7140.155274877915
SALMCOM2_pos	41994.7381932917
SALMCOM_pos	0.0
SAMHISTA_pos	12762.942443943966
SARCOXp_pos	0.0
SARCStex_pos	9.944740817708098
SARCStm_pos	10791.434206846885
SARCStp_pos	0.0
SARDHm_pos	10791.434206846885
SBCOAACOTx_pos	7869.813974650562
SBPP1er_pos	6370.719155079072
SBPP3er_pos	6370.719155079072
SBTD_D2_pos	2796.494925241301
SBTR_pos	1252.4523495630895
SBT_Dtde_neg	4900.3272986760685
SBT_Dtde_pos	1900.0
SBTle_pos	1900.0
SCP21cx_pos	4098.522630422791
SCP21x_neg	4098.522630422793
SCP21x_pos	45.81183399159866
SCP22x_neg	3135.2239862566676
SCP22x_pos	2425.4174490489404
SCP2x_pos	18187.521107060435
SCPx_pos	64706.660929939564
SEAHCYSHYD_pos	0.0
SEAHCYStn_neg	0.0
SEAHCYStn_pos	0.0
SEASMETtn_neg	0.0
SEASMETtn_pos	0.0
SEBACACT_pos	7869.813974650562
SEBACIDTD_neg	0.0
SEBACIDTD_pos	7869.813974650563
SEBCOACROT_neg	7869.813974650562
SEBCOACROT_pos	47631.64459074566
SEBCOAPET_pos	7869.813974650563
SELADT_pos	0.0
SELCYSLY2_pos	0.0
SELCYSLY_pos	0.0
SELCYSTGL_pos	0.0
SELCYSTS_pos	0.0
SELMETAT_pos	0.0
SELNPS_pos	0.0
SELt4_3_neg	0.0
SELt4_3_pos	0.0
SERALANaEx_pos	767.9047003710383
SERASNNaEx_pos	988.7099088198516
SERATB0tc_pos	1308.4858939271314
SERCYSNaEx_pos	729.3272673789129
SERDGLNexR_neg	687.1700176854725
SERDGLNexR_pos	687.1700176854725
SERDGLYexR_neg	687.1700176854725
SERDGLYexR_pos	687.1700176854725
SERGLNNaEx_pos	805.1516860657944
SERGLNexR_neg	528.1032373142957
SERGLNexR_pos	687.1700176854725
SERGLYexR_neg	531.8369910944624
SERGLYexR_pos	687.1700176854725
SERHL_pos	7691.543571540565
SERLYSNaex_pos	701.2424347481274
SERPT_pos	19400.35393992878
SERTHRNaEx_pos	775.3722079313717
SERt4_pos	436.32412593726707
SERtN1_neg	1195.2983956228763
SERtN1_pos	1232.8048416914194
SERtp_neg	0.0
SERtp_pos	12330.96611520287
SFCYSc_neg	0.0
SFCYSc_pos	21517.043065343973
SFCYSe_neg	0.0
SFCYSe_pos	21517.04306534398
SFGTH_pos	20785.418051607805
SGALSIDEtg_neg	38252.31864192236
SGALSIDEtg_pos	0.0
SGALSIDEtl_neg	0.0
SGALSIDEtl_pos	38252.31864192235
SGPL11r_pos	0.0
SGPL12r_pos	32224.77360184724
SIAASE2ly_pos	12000.918575846106
SIAASE3ly_pos	7693.445699350952
SIAASE4ly_pos	7614.99193368035
SIAASE_pos	0.0
SIAASEly_pos	17733.973987211884
SIAT4Bg_pos	11224.77054421974
SIAT9g_pos	19269.088777858433
SLCBK1_pos	3353.7254369855896
SLDt_pos	14782.010906900068
SLDx_neg	14782.010906900074
SLDx_pos	0.0
SLDxm_neg	0.0
SLDxm_pos	0.0
SMPD3g_pos	7735.571089094807
SMPD3l_pos	59759.61854391604
SMPD4_pos	32178.038260846402
SMS_pos	7735.571089094807
SO4CLtex2_pos	5437.572733574171
SO4HCOtex_pos	1234.5903478256703
SO4OXAtex2_pos	5410.352006872965
SO4t4_2_neg	1219.887948917235
SO4t4_2_pos	4900.592264689348
SO4tl_neg	0.0
SO4tl_pos	38001.68136372779
SOAT11_pos	0.0
SOAT11r_pos	0.0
SOAT12_pos	0.0
SOAT12r_pos	0.0
SPC_HSt_neg	11.428002766342793
SPC_HSt_pos	28170.979461238396
SPH1Pte_neg	13.107823568921747
SPH1Pte_pos	19400.353939928784
SPH1Ptr_neg	0.0
SPH1Ptr_pos	6370.719155079073
SPHGNtr_neg	0.0
SPHGNtr_pos	6370.719155079072
SPHINGStl_neg	38169.40779818474
SPHINGStl_pos	0.0
SPHINGStr_neg	6370.719155079072
SPHINGStr_pos	0.0
SPHK21c_pos	6370.719155079072
SPHMDAc_pos	28170.9794612384
SPHMYLNtg_neg	0.0
SPHMYLNtg_pos	7735.571089094807
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	59759.61854391608
SPHS1Pte_neg	9.30440420942135
SPHS1Pte_pos	32341.2743511068
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6370.719155079072
SPMDOX_pos	4021.338784655181
SPMS_pos	23324.267619503284
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	8742.677694540043
SPODMe_pos	8774.811103248487
SPODMm_pos	8752.809685048704
SPODMn_pos	8863.377484932056
SPODMx_pos	8802.527694540046
SPRMS_pos	15131.457004222526
SPRMTDe_neg	15182.055268832459
SPRMTDe_pos	2.001645551138913
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	12330.966115202875
SQLEr_pos	74691.27280390673
SQLSr_pos	438.3000918963709
SR5AR2r_pos	55865.49568459435
SR5ARr_pos	55399.87503751621
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	2135.805630050443
SRTNt6_2_r_pos	2220.359186575234
SRTNtu_neg	1362.2218397942531
SRTNtu_pos	1362.2218397942531
ST3GAL21g_pos	12519.041283255958
ST3GAL22g_pos	12692.228824506732
ST3GAL23g_pos	12872.358202946358
ST3GAL31g_pos	11683.383507354458
ST3GAL61g_pos	11639.322241892005
ST3GAL62g_pos	10174.235890301725
ST6GALNAC21_pos	11224.770544219742
ST6GALNAC22_pos	11224.770544219742
ST6GALNAC23_pos	12419.700015125261
ST6GALNAC24_pos	12419.700015125261
ST6GALNAC25_pos	12878.85434136226
ST6GALNAC26_pos	12878.85434136226
ST6GALNAC27_pos	13145.69022139511
ST6GALNAC28_pos	13145.690221395118
ST6GALNAC31_pos	12696.864773966223
ST6GALNAC62_pos	12872.358202946356
ST8SIA11_pos	11259.272435519933
ST8SIA12_pos	19269.088777858426
ST8SIA51g_pos	18529.48144827319
ST8SIA52g_pos	12951.743640728495
ST8SIA53g_pos	12692.228824506732
ST8SIA54g_pos	12519.041283255961
ST8SIA55g_pos	13180.58786509151
ST8SIA56g_pos	12414.078123712225
STCOATxc_pos	4970.515808828649
STCOAtx_neg	4970.515808828649
STCOAtx_pos	8972.762301062881
STRDNCCOAtxc_pos	62.43530480410615
STRDNCCPT1_pos	39.97463247324334
STRDNCCPT2_pos	39.97463247324334
STRDNCCRNt_pos	39.97463247324334
STRDNCt_neg	6.957530093303243
STRDNCt_pos	4184.6056610422165
STS1_pos	7140.155274877915
STS1r_pos	0.0
STS2_pos	7158.586353696467
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	7869.813974650563
SUBERCACT_neg	7869.813974650563
SUBERCACT_pos	27473.711436424466
SUBERCROT_neg	7869.813974650563
SUBERCROT_pos	27473.711436424466
SUBERICACT_pos	7869.813974650562
SUCCACT_pos	7862.699533930529
SUCCCROT_neg	7869.813974650563
SUCCCROT_pos	43432.28318138727
SUCCOAPET_pos	7869.813974650562
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	337.5500554114577
SUCCt2m_pos	337.5500554114577
SUCCt4_2_neg	5471.70667413384
SUCCt4_2_pos	6.1738915422565555
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	401.80036465024136
SUCD1m_pos	14821.684541414064
SUCOAS1m_neg	430.56447829956534
SUCOAS1m_pos	430.56447829956534
SUCOASm_neg	430.56447829956534
SUCOASm_pos	430.56447829956534
SUCRe_pos	3.493359071963353
SULFOX_pos	8877.09529118708
Ser_Thrtg_neg	7030.634467534477
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	45626.87151070875
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	7.003225194143697
TAGHSTDe_pos	1900.0
TAGt_neg	5748.965712948076
TAGt_pos	1900.0
TALA_neg	2685.9033892799625
TALA_pos	554.9384461800996
TAUBETAtc_pos	549.0939822607188
TAUPAT1c_pos	691.703627687625
TAURCHAe_pos	1378.2622006618665
TAURt4_2_r_neg	549.0939822607188
TAURt4_2_r_pos	1435.0411260678482
TAURtcx_neg	1305.10718205405
TAURtcx_pos	4200.9824404107385
TAXOLte_neg	0.0
TAXOLte_pos	7.466817070156783
TCHOLAt2_pos	1215.1194932647727
TCHOLAt3_pos	3196.963621219882
TCHOLAt_neg	1061.4971302714368
TCHOLAt_pos	1868.6085686365657
TCHOLAte_neg	1195.5794565665265
TCHOLAte_pos	1871.2692946297352
TCHOLAtx_neg	7798.781383924804
TCHOLAtx_pos	3250.9824404107385
TCYNTt_pos	6.70617384177689
TCYNTtm_pos	11.953186058054639
TDCHOLAte_neg	1349.323224086938
TDCHOLAte_pos	2210.57628865534
TDCHOLAtx_neg	4200.9824404107385
TDCHOLAtx_pos	3250.982440410739
TDCRNe_pos	8136.348634904245
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8464.065877362968
TDPm_pos	7622.423313631865
TETDEC2CRNe_pos	12504.72002493804
TETDECE1CRNe_pos	12504.72002493804
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	22.41600886521164
TETHEX3t_neg	7.809735570993472
TETHEX3t_pos	10.062612021808983
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	10.767701616861178
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.809735570993472
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	10.767701616861178
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	10.76770161686118
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.062612021808985
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.062612021808983
THBPT4ACAMDASE_pos	279.6293266881002
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	64706.660929939564
THD1m_pos	1406.4561829427041
THFt2_neg	4927.509090924626
THFt2_pos	41.33049693370059
THFtl_neg	3214.058795547133
THFtl_pos	0.0
THFtm_neg	3471.714242062244
THFtm_pos	6918.436719125943
THMATPe_pos	4499.684849149631
THMDt4_pos	6.829164151915669
THMDt5le_pos	7.402410469222261
THMMPt4_neg	12114.597404212956
THMMPt4_pos	9.1044143313183
THMMPtm_neg	7622.423313631864
THMMPtm_pos	0.0
THMPPtm_pos	7622.423313631865
THMP_pos	7571.496715588707
THMTP_pos	4232.556831875154
THMTPt_pos	27834.118921550522
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4499.684849149631
THP2Ctp_neg	48.60841713929818
THP2Ctp_pos	0.0
THRALANaEx_pos	767.9047003710383
THRASNNaEx_pos	988.7099088198516
THRATB0tc_pos	1308.4858939271314
THRCYSNaEx_pos	729.3272673789129
THRD_L_pos	4.811533146157256
THRGLNNaEx_pos	805.1516860657944
THRGLNexR_neg	587.3123490603368
THRGLNexR_pos	687.1700176854725
THRGLYexR_neg	591.0461028405036
THRGLYexR_pos	687.1700176854725
THRPHELAT2tc_pos	621.3395809275985
THRSERNaEx_pos	775.3722079313717
THRS_pos	0.0
THRt4_pos	495.53323768330824
THYMDt1_pos	6.27145275157608
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2519.0687873960524
THYMDtm_pos	5005.525284045682
THYMt_neg	12083.111794850807
THYMt_pos	9.293963371918188
THYOXt2_neg	1048.5034050367572
THYOXt2_pos	1051.164131029927
THYOXt_neg	1051.164131029927
THYOXt_pos	1048.5034050367572
THYPX_pos	10.014213407848432
TIGCRNe_pos	11943.934396649618
TKT1_neg	19170.75957281019
TKT1_pos	15621.8084408986
TKT2_neg	19170.759572810184
TKT2_pos	15621.808440898598
TMABADH_pos	0.0
TMDK1_pos	2451.951405053516
TMDK1m_pos	1715.3327001224843
TMDPK_pos	7571.496715588707
TMDPPK_pos	4232.556831875155
TMDPP_neg	10.813766653608306
TMDPP_pos	12083.111794850807
TMDS_pos	12051.108300537662
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37332.6012774263
TMNDNCCOAtx_pos	138.64630188528432
TMNDNCCPT1_pos	495.00393641702993
TMNDNCCPT2_pos	495.00393641702993
TMNDNCCRNt_pos	495.00393641702993
TMNDNCt_neg	240.29340220857574
TMNDNCt_pos	13.142983199727068
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.466817070156784
TPI_neg	9242.676354822564
TPI_pos	3922.2943834709545
TRDR2_pos	5086.408775749003
TRDR3_pos	5118.928055589778
TRDR_pos	2708.2862282986507
TRDRm_pos	283.72432151549094
TREH_pos	0.0
TREHe_pos	3.0727674720033873
TRIODTHYSUFt_pos	21.08088569100519
TRIODTHYSULT_pos	21.08088569100519
TRIODTHYt2_neg	1048.5034050367572
TRIODTHYt2_pos	1051.164131029927
TRIODTHYt_neg	1051.164131029927
TRIODTHYt_pos	1048.5034050367572
TRIOK_pos	3381.5806390837583
TRPATB0tc_pos	1538.4297643580298
TRPHYDRO2_pos	1995.5270305559102
TRPO2_pos	9.664359217543842
TRPt4_pos	1274.944149815813
TRPt_neg	894.5307397312073
TRPt_pos	894.5307397312073
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	67963.8872537917
TSTSTERONEGLCtr_neg	67963.88725379173
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	60021.04747545331
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	60021.04747545331
TSTSTERONEt_neg	54385.446320818315
TSTSTERONEt_pos	8.955065814192926
TSTSTERONEtr_neg	9.585399234672598
TSTSTERONEtr_pos	54385.44632081829
TSULt4_3_neg	0.0
TSULt4_3_pos	11.953186058054639
TTDCAFATPc_pos	8724.11100977056
TTDCAtr_neg	0.0
TTDCAtr_pos	3326.0104941797395
TTDCPT1_pos	10393.196467868815
TTDCPT2_pos	10393.196467868815
TTDCRNt_pos	10393.196467868815
TXA2te_neg	169.61215564034651
TXA2te_pos	0.0
TXA2tr_neg	169.61215564034651
TXA2tr_pos	0.0
TXASr_pos	169.61215564034654
TYMSFt_pos	19369.38032672865
TYMSULT_pos	19369.38032672865
TYR3MO2_pos	9913.618260413934
TYRASE_pos	12420.428897317503
TYRATB0tc_pos	1538.4297643580298
TYRCBOX_pos	10750.125712556874
TYRDOPO3_pos	12420.428897317503
TYRDOPO_pos	48407.93637252848
TYROXDAc_pos	10873.993855301014
TYRPHELAT2tc_pos	519.3756948925441
TYRTA_neg	6777.814152869539
TYRTA_pos	8386.577063463646
TYRTAm_neg	0.0
TYRTAm_pos	45626.871510708734
TYRt4_pos	1274.944149815813
TYRt_neg	519.3756948925441
TYRt_pos	894.5307397312073
UAG2EMAi_pos	3943.586944488773
UAG4E_neg	874.75264300904
UAG4E_pos	9608.883201114622
UAGALDP_pos	551.036741325268
UAGDP_pos	3943.5869444887726
UDPACGALtl_neg	7072.6113695466465
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9155.429988939208
UDPDOLPT_U_pos	9155.429988939208
UDPG1P_pos	16268.159428848025
UDPG4E_neg	4924.230773863935
UDPG4E_pos	11820.879983336526
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6345.75439243693
UDPGD_pos	12541.761794778953
UDPGLCAter_neg	2046.6721708704956
UDPGLCAter_pos	2046.6721708704956
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	12845.80616180118
UDPGP_pos	3268.4340323147503
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7072.6113695466465
UGALGTg_pos	6345.754392436929
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	10989.110838538818
UGCG_pos	12816.808531896255
UGLCNACtg_neg	0.0
UGLCNACtg_pos	18925.16216625786
UGLT_neg	383.66840134803005
UGLT_pos	383.66840134803005
UGT1A10r_neg	10.284294527181187
UGT1A10r_pos	65090.815766326494
UGT1A1r_pos	59371.10753608247
UGT1A2r_pos	42598.47046197433
UGT1A3r_pos	69351.00129966962
UGT1A4r_pos	67963.88725379172
UGT1A5r2_pos	3877.1915252477747
UGT1A5r_pos	3861.1202012625454
UGT1A6r_pos	56725.418959454815
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	69145.56089106087
UMPK2_neg	347.0847069890135
UMPK2_pos	347.0847069890135
UMPK2n_neg	348.1929026068836
UMPK2n_pos	348.1929026068836
UMPK3_neg	347.0847069890135
UMPK3_pos	347.0847069890135
UMPK3n_neg	348.1929026068836
UMPK3n_pos	348.1929026068836
UMPK4_neg	347.0847069890135
UMPK4_pos	347.0847069890135
UMPK4n_neg	348.1929026068836
UMPK4n_pos	348.1929026068836
UMPK5_neg	347.0847069890135
UMPK5_pos	347.0847069890135
UMPK5n_neg	348.1929026068836
UMPK5n_pos	348.1929026068836
UMPK6_neg	347.0847069890135
UMPK6_pos	347.0847069890135
UMPK6n_neg	348.1929026068836
UMPK6n_pos	348.1929026068836
UMPK7_neg	347.0847069890135
UMPK7_pos	347.0847069890135
UMPK7n_neg	348.1929026068836
UMPK7n_pos	348.1929026068836
UMPK_neg	347.0847069890135
UMPK_pos	347.0847069890135
UMPKm_neg	9070.518978083568
UMPKm_pos	0.0
UMPKn_neg	348.1929026068836
UMPKn_pos	348.1929026068836
UMPtr_neg	2046.6721708704956
UMPtr_pos	2046.6721708704956
UNK2_pos	15122.623558788457
UNK3_pos	15939.451346711206
UPP3S_pos	14566.165995134006
UPPDC1_pos	14566.165995134006
UPPN_pos	14390.179855519162
URATEt_pos	8951.725081851535
URATEtx_pos	11268.386815010137
URAt_neg	7421.555064745374
URAt_pos	5.709659860141135
URCN_pos	11513.131364079667
UREAt5_neg	1248.1163635228388
UREAt5_pos	1248.1163635228388
UREAt_neg	1248.1163635228388
UREAt_pos	1248.1163635228388
UREAtm_neg	14334.137039954672
UREAtm_pos	0.0
URIDK2m_neg	6374.876955606764
URIDK2m_pos	3505.1049794552587
URIK1_pos	379.7984914396802
URIt4_pos	810.7710351288766
URIt5le_pos	1384.0173524354666
URIt_neg	810.7710351288766
URIt_pos	11785.850661671891
UROLACer_neg	0.0
UROLACer_pos	6746.684693730134
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9070.51897808357
Uritm_pos	0.0
Uritn_neg	13249.658841030121
Uritn_pos	0.0
VACCCPT1_pos	89454.0719374451
VACCCPT2_pos	89454.0719374451
VACCCRNt_pos	89454.0719374451
VACCt_neg	8826.36332720063
VACCt_pos	7.808790235363562
VALATB0tc_pos	1604.091049417401
VALLAT1tc_pos	664.3107498856665
VALPHELAT2tc_pos	585.0369799519153
VALTA_neg	7581.483023675291
VALTA_pos	3902.0602162083756
VALTAm_neg	3902.0602162083756
VALTAm_pos	14913.313415123537
VALt4_pos	1340.6054348751843
VALt5m_neg	3902.0602162083756
VALt5m_pos	14913.313415123537
VALtec_neg	585.0369799519153
VALtec_pos	960.1920247905787
VD3_neg	10952.26438331609
VD3_pos	76533.86855758795
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9885.040680220622
VITD3t2_pos	1045.3931659101108
VITD3t_pos	1045.3931659101108
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4188.806036738937
VITKtl_pos	4970.515808828649
VLCS2p_pos	65701.1943180042
VLCS2r_pos	74664.95669616348
VLCSp_pos	64706.660929939564
VLCSr_pos	71221.6833864942
WHDDCAte_neg	7.466817070156785
WHDDCAte_pos	0.0
WHHDCAte_neg	18077.43951506592
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7494.760464080227
WHTTDCAte_pos	0.0
XANDp_pos	12339.61103939711
XANtx_pos	11268.386815010137
XAO2x_pos	11782.649490455075
XAOx_pos	11268.386815010137
XOL27OHtm_neg	11166.141769814822
XOL27OHtm_pos	11445.13360518177
XOL7AH2tm_neg	69332.5440347435
XOL7AH2tm_pos	11140.54668188066
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11140.54668188066
XOL7AONEtr_pos	7942.6395221102675
XOLDIOLONEt_neg	64706.66092993956
XOLDIOLONEt_pos	7942.639522110267
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6863.690547458501
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	53731.26649666002
XOLTRI24te_neg	0.0
XOLTRI24te_pos	53731.266496660035
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	53899.333885324515
XOLTRI25te_neg	0.0
XOLTRI25te_pos	53899.333885324515
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	53901.88504174461
XOLTRI27te_neg	0.0
XOLTRI27te_pos	53901.88504174459
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	64706.66092993956
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8184.111547601406
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8184.111547601403
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5053.818232567784
XYLUR_neg	1253.8182325677844
XYLUR_pos	1268.1370656467043
XYLt_neg	849.6017335656509
XYLt_pos	0.0
XYLtly_pos	849.601733565651
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	225.0058225320169
q10h2tc_neg	5620.645255566937
q10h2tc_pos	7413.139440147566
q10tm_neg	5620.645255566937
q10tm_pos	7413.139440147567
r0002_neg	2095.5890446195435
r0002_pos	2375.0
r0009_pos	4557.4889968598
r0010_pos	5844.763909602195
r0013_pos	41.01523564170138
r0016_neg	2676.5585236512247
r0016_pos	4285.142903605536
r0021_neg	1423.431464081371
r0021_pos	508.26936179388974
r0022_neg	5231.201697916868
r0022_pos	457.0625094724386
r0027_neg	1437.7502971602912
r0027_pos	1231.9826413273363
r0028_pos	3510.481706762323
r0033_pos	14145.1301655561
r0034_pos	11615.95122846218
r0047_pos	2384.105613266153
r0051_neg	3.9894391992605565
r0051_pos	26899.293173110193
r0055_neg	1493.2405326633107
r0055_pos	7725.898162560665
r0060_pos	7595.032693929713
r0062_pos	3253.3052087024244
r0068_pos	3426.0901654825902
r0074_neg	1158.9526646937902
r0074_pos	2329.651434398169
r0081_neg	317.4721925716123
r0081_pos	317.4721925716123
r0082_pos	3584.899551524117
r0083_pos	303.06589641914843
r0084_pos	12429.083009357466
r0085_pos	5152.171652860755
r0086_pos	6984.363261268827
r0093_pos	5.3831752486206
r0097_pos	3426.0901654825902
r0113_pos	19061.846370667743
r0119_pos	3186.74976212103
r0122_pos	493.732551105363
r0127_pos	7653.701530956163
r0129_neg	2360.9147360280763
r0129_pos	6935.332787094386
r0130_neg	7529.289450407404
r0130_pos	2360.9147360280763
r0139_neg	3.234389569176707
r0139_pos	7.73293767757345
r0142_pos	9297.730551606506
r0145_neg	1090.478470700006
r0145_pos	57816.48182841046
r0149_neg	7.73293767757345
r0149_pos	3.234389569176707
r0153_pos	493.732551105363
r0156_pos	5152.171652860755
r0157_pos	6984.363261268827
r0160_pos	3381.5806390837583
r0163_pos	10925.803771562834
r0165_pos	493.732551105363
r0166_pos	11878.33660848229
r0170_neg	438.3000918963709
r0170_pos	74719.40842731937
r0173_neg	2547.8171241699542
r0173_pos	2547.8171241699542
r0178_neg	1265.2202508704152
r0178_pos	12456.00452340103
r0179_pos	1265.2202508704152
r0181_neg	3.234389569176706
r0181_pos	3.234389569176706
r0186_pos	11594.263713061764
r0191_pos	601.7122310490145
r0193_neg	8668.987262216106
r0193_pos	6746.3214058299845
r0196_neg	294.34371378426334
r0196_pos	14665.879116317736
r0202_neg	2547.8171241699542
r0202_pos	2547.8171241699542
r0208_neg	3096.832755816346
r0208_pos	18529.222604615443
r0210_pos	7706.865865016153
r0224_pos	578.6594122259964
r0226_pos	3471.714242062244
r0233_pos	5812.561744298865
r0236_pos	1267.014780147309
r0239_neg	0.0
r0239_pos	9.915972927350731
r0242_neg	3.3899914288117423
r0242_pos	3.3899914288117423
r0245_neg	3925.3655522119607
r0245_pos	6626.695711069768
r0246_pos	10908.518904301032
r0249_neg	2504.316786915465
r0249_pos	2504.316786915465
r0265_pos	5812.561744298865
r0267_neg	2105.767655832955
r0267_pos	2091.448822754035
r0268_neg	2091.448822754035
r0268_pos	2105.767655832955
r0276_neg	3823.6333308193043
r0276_pos	397.0285089370679
r0280_pos	493.732551105363
r0281_neg	4.2628195559821
r0281_pos	14780.631718782332
r0283_pos	4931.742754855067
r0287_pos	17729.622444216377
r0295_pos	510.4542487226897
r0301_pos	3823.633330819305
r0308_pos	7386.31390345337
r0309_neg	4883.5059293806635
r0309_pos	16877.22053543083
r0310_pos	4817.883529566873
r0311_pos	8249.376733300762
r0317_neg	315.2190893063912
r0317_pos	315.2190893063912
r0321_pos	3765.6006355589107
r0330_pos	1252.695947068389
r0331_pos	4076.0296278373835
r0339_pos	5352.945828058449
r0340_pos	10908.518904301032
r0345_neg	1157.572238254858
r0345_pos	1157.572238254858
r0354_pos	3173.087721802174
r0355_pos	3173.087721802174
r0357_pos	4159.964611206712
r0358_pos	4159.964611206711
r0360_pos	5480.424041596682
r0361_pos	5429.2528739271365
r0363_pos	6637.375310097533
r0364_pos	6591.249770116993
r0365_pos	12456.665266447046
r0377_pos	3567.7110018623407
r0381_neg	4115.661797350413
r0381_pos	9958.475645816057
r0383_pos	6737.575285386882
r0384_pos	10795.870237249736
r0385_pos	12105.620342505797
r0386_pos	10614.206442066365
