	Ob.EPA.e_S153_L007_R1_001
TKT2_pos	15443.571640026503
TMABADH_pos	0.0
TMDK1_pos	2422.1071596455486
TMDK1m_pos	1684.8383580036937
TMDPK_pos	7494.014601193002
TMDPPK_pos	4145.964655158481
TMDPP_neg	10.708904204312589
TMDPP_pos	11866.452378030315
TMDS_pos	11823.513110166263
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37001.83484584499
TMNDNCCOAtx_pos	136.9422676429399
TMNDNCCPT1_pos	491.49577429449096
TMNDNCCPT2_pos	491.49577429449096
TMNDNCCRNt_pos	491.49577429449096
TMNDNCt_neg	238.76240769694365
TMNDNCt_pos	13.028105586336972
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.452421652686253
TPI_neg	9104.35106957861
TPI_pos	3916.1769912704012
TRDR2_pos	5034.504957004272
TRDR3_pos	5067.468237228852
TRDR_pos	2612.118437558712
TRDRm_pos	264.1151438325155
TREH_pos	0.0
TREHe_pos	3.0501100647630937
TRIODTHYSUFt_pos	20.93799618327047
TRIODTHYSULT_pos	20.93799618327047
TRIODTHYt2_neg	844.7224440744052
TRIODTHYt2_pos	847.1370773500165
TRIODTHYt_neg	847.1370773500165
TRIODTHYt_pos	844.7224440744052
TRIOK_pos	3409.0005438311564
TRPATB0tc_pos	1501.9414970294238
TRPHYDRO2_pos	1995.3773469933506
TRPO2_pos	9.596947607532451
TRPt4_pos	1254.9520159168137
TRPt_neg	897.3619492043025
TRPt_pos	897.3619492043025
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	67449.07415143416
TSTSTERONEGLCtr_neg	67449.07415143416
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	59671.486507060734
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	59671.48650706072
TSTSTERONEt_neg	54029.79121740139
TSTSTERONEt_pos	8.899021547888418
TSTSTERONEtr_neg	9.53190308609335
TSTSTERONEtr_pos	54029.79121740142
TSULt4_3_neg	0.0
TSULt4_3_pos	11.74212435994635
TTDCAFATPc_pos	8644.810070132315
TTDCAtr_neg	0.0
TTDCAtr_pos	3254.720311389668
TTDCPT1_pos	10241.894707327438
TTDCPT2_pos	10241.894707327438
TTDCRNt_pos	10241.894707327438
TXA2te_neg	168.10442474349333
TXA2te_pos	0.0
TXA2tr_neg	168.1044247434933
TXA2tr_pos	0.0
TXASr_pos	168.1044247434933
TYMSFt_pos	19261.733961144382
TYMSULT_pos	19261.733961144382
TYR3MO2_pos	9860.986619739662
TYRASE_pos	12403.346268590421
TYRATB0tc_pos	1501.9414970294238
TYRCBOX_pos	10654.969013773109
TYRDOPO3_pos	12403.346268590421
TYRDOPO_pos	48124.361026106344
TYROXDAc_pos	10770.895586074728
TYRPHELAT2tc_pos	487.84483314797086
TYRTA_neg	6733.161452902014
TYRTA_pos	8351.805258508786
TYRTAm_neg	0.0
TYRTAm_pos	44721.4734856547
TYRt4_pos	1254.9520159168137
TYRt_neg	487.84483314797086
TYRt_pos	897.3619492043025
UAG2EMAi_pos	3921.448929296241
UAG4E_neg	859.7788913680106
UAG4E_pos	9429.034093903354
UAGALDP_pos	541.3377620895225
UAGDP_pos	3921.448929296241
UDPACGALtl_neg	6962.66566558717
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9079.202057819452
UDPDOLPT_U_pos	9079.202057819452
UDPG1P_pos	16137.232190922345
UDPG4E_neg	4810.655431998383
UDPG4E_pos	11807.278259169829
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6245.123767577137
UDPGD_pos	12437.439712809297
UDPGLCAter_neg	2051.0994318349985
UDPGLCAter_pos	2051.0994318349985
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	12733.23937936514
UDPGP_pos	3190.3451634733456
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	6962.66566558717
UGALGTg_pos	6245.123767577137
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	10843.753048210352
UGCG_pos	12586.149899969063
UGLCNACtg_neg	0.0
UGLCNACtg_pos	18693.482120552682
UGLT_neg	354.660140835049
UGLT_pos	354.660140835049
UGT1A10r_neg	10.295392477765317
UGT1A10r_pos	64600.887511501714
UGT1A1r_pos	58988.93138966097
UGT1A2r_pos	42324.289520623934
UGT1A3r_pos	68804.47695065779
UGT1A4r_pos	67449.0741514342
UGT1A5r2_pos	3844.9454435394086
UGT1A5r_pos	3829.0775800572806
UGT1A6r_pos	56290.41032319967
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	68581.88348417035
UMPK2_neg	341.4418251543901
UMPK2_pos	341.4418251543901
UMPK2n_neg	342.485994638968
UMPK2n_pos	342.485994638968
UMPK3_neg	341.4418251543901
UMPK3_pos	341.4418251543901
UMPK3n_neg	342.485994638968
UMPK3n_pos	342.485994638968
UMPK4_neg	341.4418251543901
UMPK4_pos	341.4418251543901
UMPK4n_neg	342.485994638968
UMPK4n_pos	342.485994638968
UMPK5_neg	341.4418251543901
UMPK5_pos	341.4418251543901
UMPK5n_neg	342.485994638968
UMPK5n_pos	342.485994638968
UMPK6_neg	341.4418251543901
UMPK6_pos	341.4418251543901
UMPK6n_neg	342.485994638968
UMPK6n_pos	342.485994638968
UMPK7_neg	341.4418251543901
UMPK7_pos	341.4418251543901
UMPK7n_neg	342.485994638968
UMPK7n_pos	342.485994638968
UMPK_neg	341.4418251543901
UMPK_pos	341.4418251543901
UMPKm_neg	8875.449024051502
UMPKm_pos	0.0
UMPKn_neg	342.485994638968
UMPKn_pos	342.485994638968
UMPtr_neg	2051.0994318349985
UMPtr_pos	2051.0994318349985
UNK2_pos	15167.082161795372
UNK3_pos	15948.401871983524
UPP3S_pos	14497.844079262894
UPPDC1_pos	14497.844079262894
UPPN_pos	14078.920779115306
URATEt_pos	8835.385161101569
URATEtx_pos	11149.412303763598
URAt_neg	7239.791747366066
URAt_pos	5.691938661542423
URCN_pos	11408.264380829125
UREAt5_neg	1266.7132551843583
UREAt5_pos	1266.7132551843583
UREAt_neg	1266.7132551843583
UREAt_pos	1266.7132551843583
UREAtm_neg	14272.105205951058
UREAtm_pos	0.0
URIDK2m_neg	6281.27365600345
URIDK2m_pos	3502.8768802756344
URIK1_pos	365.19601347602827
URIt4_pos	666.2910295954669
URIt5le_pos	1363.9367356534867
URIt_neg	666.2910295954669
URIt_pos	11527.685630776481
UROLACer_neg	0.0
UROLACer_pos	6747.245949753931
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	8875.449024051506
Uritm_pos	0.0
Uritn_neg	13114.953049896667
Uritn_pos	0.0
VACCCPT1_pos	88830.53412459795
VACCCPT2_pos	88830.53412459795
VACCCRNt_pos	88830.53412459795
VACCt_neg	8776.146498874557
VACCt_pos	7.7554180676431725
VALATB0tc_pos	1580.067785303987
VALLAT1tc_pos	655.3768344904186
VALPHELAT2tc_pos	565.9711214225338
VALTA_neg	7670.886581568732
VALTA_pos	4024.097187780007
VALTAm_neg	4024.097187780007
VALTAm_pos	15017.961888644872
VALt4_pos	1333.0783041913767
VALt5m_neg	4024.097187780007
VALt5m_pos	15017.961888644872
VALtec_neg	565.9711214225338
VALtec_pos	975.4882374788655
VD3_neg	10861.761828895294
VD3_pos	75701.73248090832
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9855.8525586518
VITD3t2_pos	1043.7967941140896
VITD3t_pos	1043.7967941140896
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4116.558520730681
VITKtl_pos	4907.341728288551
VLCS2p_pos	65361.9529096748
VLCS2r_pos	74308.52310803358
VLCSp_pos	64345.54278496188
VLCSr_pos	70768.26965286501
WHDDCAte_neg	7.452421652686252
WHDDCAte_pos	0.0
WHHDCAte_neg	17938.079504182253
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7463.887119937734
WHTTDCAte_pos	0.0
XANDp_pos	12184.693233470949
XANtx_pos	11149.412303763596
XAO2x_pos	11663.859697953716
XAOx_pos	11149.412303763596
XOL27OHtm_neg	11309.915400378099
XOL27OHtm_pos	11443.06852478181
XOL7AH2tm_neg	68976.76016772476
XOL7AH2tm_pos	11281.449684823388
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11281.449684823388
XOL7AONEtr_pos	7871.244137774967
XOLDIOLONEt_neg	64345.54278496191
XOLDIOLONEt_pos	7871.244137774969
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6754.029632977238
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	53295.49904820795
XOLTRI24te_neg	0.0
XOLTRI24te_pos	53295.49904820793
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	53526.760129947346
XOLTRI25te_neg	0.0
XOLTRI25te_pos	53526.76012994735
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	53529.26822134342
XOLTRI27te_neg	0.0
XOLTRI27te_pos	53529.26822134341
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	64345.542784961915
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8079.5874615653265
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8079.587461565327
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5058.017790513051
XYLUR_neg	1258.0177905130513
XYLUR_pos	1270.9184534623837
XYLt_neg	834.3575329626542
XYLt_pos	0.0
XYLtly_pos	834.3575329626543
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	221.14422730360585
q10h2tc_neg	5550.602867380647
q10h2tc_pos	7382.531328724051
q10tm_neg	5550.602867380647
q10tm_pos	7382.531328724051
r0002_neg	2087.733006185796
r0002_pos	2375.0
r0009_pos	4487.237274868672
r0010_pos	5802.306660914033
r0013_pos	40.69117203398789
r0016_neg	2666.508281275627
r0016_pos	4217.464075058195
r0021_neg	1405.4368917096797
r0021_pos	490.7096905831922
r0022_neg	5170.948894484646
r0022_pos	439.86283037646916
r0027_neg	1418.337554659012
r0027_pos	1214.6115060384839
r0028_pos	3420.2478523562017
r0033_pos	14008.763307116353
r0034_pos	11521.163982998667
r0047_pos	2367.030874654693
r0051_neg	3.9745485502669924
r0051_pos	26667.74524165268
r0055_neg	1489.4596081299244
r0055_pos	7632.267683459221
r0060_pos	7471.347397407
r0062_pos	3413.746056000565
r0068_pos	3292.1061435592665
r0074_neg	1156.0059106773751
r0074_pos	2201.8374766053917
r0081_neg	314.3081524221262
r0081_pos	314.3081524221262
r0082_pos	3548.1463647334986
r0083_pos	296.83340286679504
r0084_pos	12385.60386930146
r0085_pos	5089.059559717187
r0086_pos	6907.338042418289
r0093_pos	5.329413490113874
r0097_pos	3292.1061435592665
r0113_pos	18858.86310477701
r0119_pos	3109.599057572579
r0122_pos	473.6992915442563
r0127_pos	7156.245042382857
r0129_neg	2291.780137583718
r0129_pos	6779.92977910585
r0130_neg	7388.080288791769
r0130_pos	2291.780137583718
r0139_neg	3.2064171575086258
r0139_pos	7.650492674762265
r0142_pos	9127.860938763682
r0145_neg	1096.4415382026493
r0145_pos	57439.521092027215
r0149_neg	7.650492674762265
r0149_pos	3.2064171575086258
r0153_pos	473.6992915442563
r0156_pos	5089.059559717187
r0157_pos	6907.338042418289
r0160_pos	3409.0005438311564
r0163_pos	10869.843317352344
r0165_pos	473.6992915442563
r0166_pos	11627.955021625545
r0170_neg	364.9741991216917
r0170_pos	73841.59293265073
r0173_neg	2524.8247854085093
r0173_pos	2524.8247854085093
r0178_neg	1253.0300810932754
r0178_pos	12410.636302705798
r0179_pos	1253.0300810932754
r0181_neg	3.2064171575086253
r0181_pos	3.2064171575086253
r0186_pos	11509.004443214493
r0191_pos	559.358910378748
r0193_neg	8548.52458446144
r0193_pos	6727.43523566628
r0196_neg	326.3111724389808
r0196_pos	14611.394180797535
r0202_neg	2524.8247854085093
r0202_pos	2524.8247854085093
r0208_neg	3008.474309864084
r0208_pos	18330.27820543463
r0210_pos	7585.0265445953555
r0224_pos	564.4796408808023
r0226_pos	3376.408364315376
r0233_pos	5705.169265705102
r0236_pos	1258.3121360083464
r0239_neg	0.0
r0239_pos	9.854738703422838
r0242_neg	3.3886775875005664
r0242_pos	3.3886775875005664
r0245_neg	3920.71298422642
r0245_pos	6557.432127990225
r0246_pos	10870.720738903965
r0249_neg	2369.3806535082704
r0249_pos	2369.3806535082704
r0265_pos	5705.169265705102
r0267_neg	2103.726048620528
r0267_pos	2090.825385671196
r0268_neg	2090.825385671196
r0268_pos	2103.726048620528
r0276_neg	3746.585735032611
r0276_pos	438.5973236485257
r0280_pos	473.6992915442563
r0281_neg	4.749999999999999
r0281_pos	14891.443287637518
r0283_pos	4867.566097761948
r0287_pos	17530.228798788088
r0295_pos	500.46864550375824
r0301_pos	3746.585735032612
r0308_pos	7305.914029308276
r0309_neg	4851.429503721487
r0309_pos	16721.556684329695
r0310_pos	4786.012308329546
r0311_pos	8188.531621504954
r0317_neg	306.29402605476065
r0317_pos	306.29402605476065
r0321_pos	3722.5259789523698
r0330_pos	1245.411473059014
r0331_pos	4046.141368231188
r0339_pos	5313.282679784209
r0340_pos	10870.720738903965
r0345_neg	1156.0378260069429
r0345_pos	1156.0378260069429
r0354_pos	3092.974229283201
r0355_pos	3092.9742292832007
r0357_pos	4111.310797180457
r0358_pos	4111.310797180456
r0360_pos	5427.360551465724
r0361_pos	5374.919439637303
r0363_pos	6598.019126670705
r0364_pos	6553.014818031955
r0365_pos	12386.73551688069
r0377_pos	3444.3640877289654
r0381_neg	4084.2700537222813
r0381_pos	9887.851535045145
r0383_pos	6583.530158815264
r0384_pos	10747.49535312355
r0385_pos	12046.774594601227
r0386_pos	10567.215972300897
r0388_neg	4039.0330323287153
r0388_pos	10066.252284514303
r0389_neg	4039.033032328715
r0389_pos	9029.949647069307
r0390_neg	2999.531808773636
r0390_pos	4.274999999999999
r0391_neg	11.461741685284203
r0391_pos	4155.482790331205
r0392_neg	3409.0005438311564
r0392_pos	6033.534712646489
r0393_pos	10870.720738903965
r0394_neg	499.81376506231766
r0394_pos	5615.467950269529
r0395_pos	499.81376506231766
r0398_pos	5340.6885698128535
r0399_neg	277.30214246229
r0399_pos	5886.565133167646
r0400_neg	4950.319616862887
r0400_pos	18788.68558074365
r0402_pos	0.0
r0403_neg	1995.3773469933506
r0403_pos	7.407743062965224
r0407_neg	518.0456965383988
r0407_pos	2626.1170356042803
r0408_neg	420.3260935473771
r0408_pos	420.3260935473771
r0409_neg	420.3260935473771
r0409_pos	420.3260935473771
r0410_neg	4.1507580232250065
r0410_pos	4.664637710726423
r0413_pos	473.6992915442563
r0422_neg	0.0
r0422_pos	3548.146364733498
r0423_pos	296.83340286679504
r0424_neg	0.0
r0424_pos	12385.603869301458
r0425_neg	339.0510773474323
r0425_pos	447.5808314841097
r0426_neg	306.29402605476065
r0426_pos	306.29402605476065
r0434_neg	2168.7833429423763
r0434_pos	5023.329270193604
r0437_neg	3076.192450212472
r0437_pos	5023.329270193604
r0441_neg	0.0
r0441_pos	303.93037901720635
r0443_pos	291.9823001948707
r0450_neg	0.0
r0450_pos	3855.153438924546
r0451_pos	69.24220514995828
r0456_pos	3326.6403959165104
r0463_neg	9584.470559072164
r0463_pos	0.0
r0464_neg	335.8205631265514
r0464_pos	335.8205631265514
r0470_pos	599.0220518833239
r0472_neg	7000.376052943974
r0472_pos	695.9056366889367
r0474_neg	7501.481720465735
r0474_pos	695.9056366889367
r0475_neg	5437.865246314767
r0475_pos	695.9056366889367
r0480_neg	15796.558823705225
r0480_pos	12366.40538537412
r0483_neg	314.3081524221262
r0483_pos	314.3081524221262
r0488_neg	19730.196530167857
r0488_pos	271.8945622935793
r0494_neg	3.2064171575086258
r0494_pos	7.650492674762265
r0497_neg	7.650492674762265
r0497_pos	3.2064171575086258
r0502_pos	8938.408568418854
r0504_pos	8774.412303763598
r0509_pos	395.91561751831773
r0512_neg	7161.0442569423385
r0512_pos	577.3803038301348
r0514_pos	3633.5230899453427
r0517_neg	326.3111724389808
r0517_pos	14611.394180797537
r0522_pos	1592.5447667943859
r0523_pos	1592.5447667943859
r0525_neg	382.4939984830138
r0525_pos	25.645503175835742
r0527_neg	12.076957329001843
r0527_pos	5048.584734533517
r0531_neg	365.19601347602827
r0531_pos	3373.3487091330117
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14105.546257352118
r0541_neg	282.3429190061802
r0541_pos	79.23048315988507
r0545_pos	815.1130604117681
r0546_pos	0.0
r0547_neg	815.1130604117681
r0547_pos	18617.439729935017
r0548_pos	0.0
r0549_neg	335.8205631265514
r0549_pos	335.8205631265514
r0552_neg	394.551434291724
r0552_pos	425.62168158935026
r0553_neg	425.62168158935026
r0553_pos	394.551434291724
r0555_pos	6583.530158815264
r0556_neg	10747.495353123551
r0556_pos	0.0
r0557_pos	69.24220514995828
r0558_neg	1316.5169423540988
r0558_pos	1316.5169423540988
r0559_neg	1316.5169423540988
r0559_pos	1316.5169423540988
r0560_pos	11884.693419956582
r0561_pos	268.08478067057115
r0568_pos	7265.93965123333
r0570_neg	4273.471160975932
r0570_pos	5954.833484380966
r0571_neg	12845.061312755239
r0571_pos	2104.7849588342565
r0573_pos	7155.61325296651
r0575_neg	364.9741991216917
r0575_pos	73841.59293265076
r0578_neg	3934.3481893571397
r0578_pos	4068.706524671325
r0579_pos	3934.34818935714
r0580_pos	4474.94728697522
r0584_neg	5048.584734533517
r0584_pos	3318.3381387424015
r0587_neg	3.3886775875005664
r0587_pos	3.3886775875005664
r0590_pos	14008.763307116353
r0591_neg	41095.908453055665
r0591_pos	3232.566569493252
r0594_pos	25.86237550021356
r0595_pos	8556.68732874095
r0596_pos	12386.73551688069
r0598_pos	0.0
r0603_neg	289.3114952889063
r0603_pos	9252.21350244009
r0604_pos	9493.87498658381
r0610_neg	517.20967835299
r0610_pos	517.20967835299
r0611_neg	517.20967835299
r0611_pos	517.20967835299
r0614_neg	3934.34818935714
r0614_pos	31903.967413567618
r0615_neg	675.7188816969804
r0615_pos	688.619544646313
r0616_neg	637.7726844395899
r0616_pos	11953.041277668284
r0617_neg	688.619544646313
r0617_pos	675.7188816969804
r0618_pos	637.7726844395899
r0620_neg	0.0
r0620_pos	10869.843317352344
r0625_pos	0.0
r0627_neg	4155.9349843457285
r0627_pos	9.290360336672281
r0629_neg	4017.6870849290353
r0629_pos	11720.00509912133
r0630_neg	3220.746960713958
r0630_pos	12744.425608082962
r0633_neg	5174.690134290716
r0633_pos	18227.236843765546
r0634_neg	33099.52417236129
r0634_pos	431.40861159804837
r0636_pos	13689.934435383328
r0637_pos	13689.934435383328
r0638_neg	5092.779273937188
r0638_pos	18990.53088310881
r0639_pos	13852.995379635226
r0641_neg	3123.069186311214
r0641_pos	3123.069186311214
r0642_neg	1316.5169423540988
r0642_pos	442.95653656100137
r0643_neg	2104.7849588342565
r0643_pos	12845.061312755239
r0644_neg	1316.5169423540988
r0644_pos	442.95653656100137
r0645_neg	0.0
r0645_pos	46.73422321220785
r0647_neg	1225.1100928184671
r0647_pos	0.0
r0650_neg	4505.3238989157
r0650_pos	4505.3238989157
r0651_neg	4505.3238989157
r0651_pos	3170.276143319367
r0652_neg	5093.778642545767
r0652_pos	14638.049795384271
r0653_pos	12161.886630614132
r0655_neg	311.29899871068403
r0655_pos	10991.337905999739
r0656_pos	10567.215972300897
r0660_neg	18422.475686812322
r0660_pos	5279.151848200096
r0661_pos	23908.17034579919
r0666_neg	0.0
r0666_pos	20315.769108674398
r0668_neg	4950.319616862887
r0668_pos	18788.68558074365
r0669_pos	11794.540259751033
r0670_pos	9493.87498658381
r0671_pos	14097.765730077952
r0672_neg	53526.76012994734
r0672_pos	12046.626476833939
r0673_pos	0.0
r0679_neg	14839.873064689007
r0679_pos	3934.34818935714
r0680_neg	3934.34818935714
r0680_pos	31903.967413567618
r0683_pos	12554.361387494944
r0686_neg	358.8850990911804
r0686_pos	11965.23998649395
r0688_neg	1217.2649798780983
r0688_pos	1230.165642827431
r0698_pos	15594.28303783639
r0706_pos	64345.54278496186
r0707_neg	4.474113715365924
r0707_pos	6.468337045225726
r0714_pos	12161.886630614132
r0715_pos	23251.1768528717
r0716_pos	12161.886630614132
r0717_pos	23251.1768528717
r0718_pos	13852.995379635226
r0719_pos	23908.17034579919
r0720_pos	13852.995379635226
r0721_pos	23908.17034579919
r0722_neg	5279.1518482000965
r0722_pos	18422.47568681233
r0723_pos	23908.17034579919
r0724_neg	18422.47568681233
r0724_pos	5279.1518482000965
r0726_neg	431.40861159804837
r0726_pos	33099.5241723613
r0727_pos	23908.17034579919
r0728_neg	33099.5241723613
r0728_pos	431.40861159804837
r0729_pos	23908.17034579919
r0730_pos	17530.228798788088
r0731_pos	17530.228798788088
r0732_pos	17530.228798788088
r0733_pos	17530.228798788088
r0734_pos	17530.228798788088
r0735_neg	5108.800724669536
r0735_pos	32884.851143965425
r0739_neg	67041.73096648279
r0739_pos	7956.199422549642
r0741_neg	0.0
r0741_pos	68390.8861171568
r0743_pos	64345.54278496187
r0744_pos	64345.54278496187
r0747_neg	11384.933837865245
r0747_pos	2090.825385671196
r0750_neg	64498.489682235035
r0750_pos	2090.825385671196
r0752_neg	764.266200205045
r0752_pos	0.0
r0753_pos	764.266200205045
r0754_neg	764.266200205045
r0754_pos	0.0
r0755_pos	764.266200205045
r0756_neg	764.266200205045
r0756_pos	0.0
r0757_pos	764.266200205045
r0758_neg	442.95653656100137
r0758_pos	0.0
r0774_neg	9.625470097974997
r0774_pos	9.625470097974997
r0779_pos	11794.540259751033
r0780_neg	73818.1642890988
r0780_pos	243.86195767044228
r0781_neg	0.0
r0781_pos	73818.16428909882
r0782_pos	10523.29154176138
r0783_neg	414.89571086366925
r0783_pos	5308.175478903547
r0784_neg	1258.0177905130513
r0784_pos	1270.9184534623837
r0787_pos	3279.4305265076005
r0788_neg	15796.558823705222
r0788_pos	12366.405385374115
r0789_neg	15796.558823705222
r0789_pos	12366.405385374119
r0791_neg	18227.23684376555
r0791_pos	5174.690134290719
r0792_neg	6684.295984018526
r0792_pos	764.7257707866224
r0795_pos	8556.68732874095
r0796_neg	0.0
r0796_pos	6387.881662871137
r0797_neg	4017.6870849290353
r0797_pos	62594.507388133105
r0801_neg	1803.4964751050761
r0801_pos	1343.679210298838
r0809_neg	1189.652879468899
r0809_pos	1189.652879468899
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	7973.602851966935
r0817_neg	981.4333272244909
r0817_pos	936.113882537031
r0818_pos	6281.27365600345
r0819_neg	336.78144858931097
r0819_pos	443.0658102800725
r0821_neg	336.78144858931097
r0821_pos	336.78144858931097
r0822_neg	336.78144858931097
r0822_pos	336.78144858931097
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	336.78144858931097
r0829_pos	336.78144858931097
r0830_neg	336.78144858931097
r0830_pos	336.78144858931097
r0834_neg	449.04193145241464
r0834_pos	449.04193145241464
r0835_neg	449.04193145241464
r0835_pos	449.04193145241464
r0836_neg	449.04193145241464
r0836_pos	449.04193145241464
r0838_neg	4637.565631347554
r0838_pos	4813.164203891657
r0839_neg	2135.910932017433
r0839_pos	3948.3644558935675
r0840_neg	2369.3806535082704
r0840_pos	2369.3806535082704
r0841_neg	2369.3806535082704
r0841_pos	2369.3806535082704
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	18858.86310477701
r0853_pos	5714.394826930236
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	13890.115630846045
r0870_pos	0.0
r0871_neg	9499.069618693557
r0871_pos	8.907293414027615
r0879_pos	588.1472828211024
r0881_pos	1351.1322210447347
r0885_neg	357.8088982926129
r0885_pos	464.0932599833744
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.592204482709807
r0892_pos	11244.683819997193
r0899_neg	4907.341728288553
r0899_pos	1424.2202556643101
r0907_neg	0.0
r0907_pos	23297.690858323385
r0908_neg	24013.80125778806
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24013.80125778806
r0911_neg	9977.058737723079
r0911_pos	5333.952093884492
r0913_neg	2006.2843616907614
r0913_pos	2006.2843616907614
r0915_neg	2012.2604828631036
r0915_pos	2012.2604828631036
r0917_neg	1168.4138361639914
r0917_pos	1168.4138361639914
r0921_pos	4046.141368231188
r0924_pos	8821.24413777497
r0925_pos	0.0
r0926_pos	10870.720738903965
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1256.119751569846
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.2875413954379775
r0940_pos	6734.287264108257
r0941_neg	14233.37680350713
r0941_pos	4192.456914467974
r0942_neg	875.3444045284186
r0942_pos	860.2362152587289
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1198.1160783854593
r0946_pos	1931.433327224491
r0950_pos	5749.6916337563725
r0954_neg	0.0
r0954_pos	17960.859563050886
r0960_neg	2963.9024094864103
r0960_pos	2963.9024094864103
r0961_pos	2044.697988027585
r0962_pos	3633.5230899453427
r0963_pos	1248.16334950999
r0968_pos	18858.86310477701
r0970_neg	0.0
r0970_pos	7155.613252966512
r0973_neg	3934.3481893571397
r0973_pos	0.0
r0974_neg	2054.2990477863523
r0974_pos	2047.0551479595185
r0975_pos	4046.141368231188
r0983_pos	2087.733006185796
r0984_neg	2087.733006185796
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7155.613252966511
r0990_neg	3220.746960713958
r0990_pos	4907.341728288553
r0993_pos	4061.3517680675304
r0994_neg	4505.3238989157
r0994_pos	4505.3238989157
r0995_neg	1467.5908927299042
r0995_pos	1467.5908927299042
r0997_pos	13689.934435383328
r0998_neg	2168.7833429423763
r0998_pos	5023.329270193604
r0999_neg	3076.192450212472
r0999_pos	5023.329270193604
r1007_neg	0.0
r1007_pos	303.93037901720646
r1008_pos	291.9823001948707
r1010_neg	3934.34818935714
r1010_pos	31903.967413567632
r1011_pos	74308.52310803358
r1012_pos	74308.52310803358
r1013_pos	70768.26965286501
r1014_pos	70768.26965286503
r1015_pos	851.0760526743608
r1017_pos	7731.522554301153
r1018_neg	4505.3238989157
r1018_pos	4505.3238989157
r1019_neg	3220.7469607139583
r1019_pos	4170.746960713958
r1020_neg	67041.73096648279
r1020_pos	7956.199422549642
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7871.244137774967
r1025_pos	7871.24413777497
r1026_pos	3223.4557694011123
r1028_pos	3223.455769401113
r1029_pos	7768.203351957139
r1030_neg	22.298322970432892
r1030_pos	11.646694297604878
r1043_pos	1247.2134223674764
r1044_pos	1247.2134223674764
r1045_pos	1605.2778217676303
r1050_neg	10863.936826891319
r1050_pos	1900.0
r1051_neg	2134.5892883794404
r1051_pos	2134.5892883794404
r1052_pos	2134.5892883794404
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
